District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
New Haven School District,2012,High Needs,1210.0,847.0,70.0
New Haven School District,2012,Non-High Needs,122.0,97.0,79.5
New London School District,2012,High Needs,,,
New London School District,2012,Non-High Needs,,,
New Milford School District,2012,High Needs,108.0,84.0,77.8
New Milford School District,2012,Non-High Needs,282.0,268.0,95.0
Newington School District,2012,High Needs,107.0,80.0,74.8
Newington School District,2012,Non-High Needs,231.0,221.0,95.7
Newtown School District,2012,High Needs,60.0,50.0,83.3
Newtown School District,2012,Non-High Needs,346.0,335.0,96.8
North Branford School District,2012,High Needs,33.0,24.0,72.7
North Branford School District,2012,Non-High Needs,129.0,124.0,96.1
North Haven School District,2012,High Needs,71.0,51.0,71.8
North Haven School District,2012,Non-High Needs,221.0,219.0,99.1
North Stonington School District,2012,High Needs,15.0,10.0,
North Stonington School District,2012,Non-High Needs,39.0,37.0,94.9
Norwalk School District,2012,High Needs,441.0,339.0,76.9
Norwalk School District,2012,Non-High Needs,432.0,402.0,93.1
Norwich Free Academy District,2012,High Needs,256.0,193.0,75.4
Norwich Free Academy District,2012,Non-High Needs,389.0,362.0,93.1
Norwich School District,2012,High Needs,61.0,,
Norwich School District,2012,Non-High Needs,6.0,,
Old Saybrook School District,2012,High Needs,33.0,28.0,84.8
Old Saybrook School District,2012,Non-High Needs,111.0,110.0,99.1
Oxford School District,2012,High Needs,23.0,15.0,65.2
Oxford School District,2012,Non-High Needs,123.0,119.0,96.7
Plainfield School District,2012,High Needs,97.0,73.0,75.3
Plainfield School District,2012,Non-High Needs,106.0,100.0,94.3
Plainville School District,2012,High Needs,79.0,66.0,83.5
Plainville School District,2012,Non-High Needs,128.0,126.0,98.4
Plymouth School District,2012,High Needs,57.0,38.0,66.7
Plymouth School District,2012,Non-High Needs,82.0,79.0,96.3
Portland School District,2012,High Needs,28.0,21.0,75.0
Portland School District,2012,Non-High Needs,64.0,63.0,98.4
Putnam School District,2012,High Needs,38.0,28.0,73.7
Putnam School District,2012,Non-High Needs,27.0,25.0,92.6
Regional School District 01,2012,High Needs,49.0,44.0,89.8
Regional School District 01,2012,Non-High Needs,91.0,88.0,96.7
Regional School District 04,2012,High Needs,35.0,30.0,85.7
Regional School District 04,2012,Non-High Needs,125.0,117.0,93.6
Regional School District 05,2012,High Needs,69.0,60.0,87.0
Regional School District 05,2012,Non-High Needs,365.0,358.0,98.1
Regional School District 06,2012,High Needs,21.0,21.0,100.0
Regional School District 06,2012,Non-High Needs,66.0,63.0,95.5
Regional School District 07,2012,High Needs,50.0,37.0,74.0
Regional School District 07,2012,Non-High Needs,155.0,154.0,99.4
Regional School District 08,2012,High Needs,54.0,38.0,70.4
Regional School District 08,2012,Non-High Needs,242.0,230.0,95.0
Regional School District 09,2012,High Needs,37.0,31.0,83.8
Regional School District 09,2012,Non-High Needs,201.0,200.0,99.5
Regional School District 10,2012,High Needs,34.0,30.0,88.2
Regional School District 10,2012,Non-High Needs,196.0,191.0,97.4
Regional School District 11,2012,High Needs,23.0,22.0,95.7
Regional School District 11,2012,Non-High Needs,19.0,18.0,
Regional School District 12,2012,High Needs,20.0,16.0,80.0
Regional School District 12,2012,Non-High Needs,54.0,47.0,87.0
Regional School District 13,2012,High Needs,28.0,25.0,89.3
Regional School District 13,2012,Non-High Needs,114.0,113.0,99.1
Regional School District 14,2012,High Needs,34.0,31.0,91.2
Regional School District 14,2012,Non-High Needs,161.0,158.0,98.1
Regional School District 15,2012,High Needs,64.0,51.0,79.7
Regional School District 15,2012,Non-High Needs,265.0,257.0,97.0
Regional School District 16,2012,High Needs,56.0,46.0,82.1
Regional School District 16,2012,Non-High Needs,141.0,135.0,95.7
Regional School District 17,2012,High Needs,42.0,35.0,83.3
Regional School District 17,2012,Non-High Needs,148.0,143.0,96.6
Regional School District 18,2012,High Needs,21.0,19.0,90.5
Regional School District 18,2012,Non-High Needs,83.0,82.0,98.8
Regional School District 19,2012,High Needs,87.0,61.0,70.1
Regional School District 19,2012,Non-High Needs,211.0,199.0,94.3
Ridgefield School District,2012,High Needs,69.0,65.0,94.2
Ridgefield School District,2012,Non-High Needs,374.0,370.0,98.9
Rocky Hill School District,2012,High Needs,44.0,33.0,75.0
Rocky Hill School District,2012,Non-High Needs,164.0,158.0,96.3
Seymour School District,2012,High Needs,51.0,35.0,68.6
Seymour School District,2012,Non-High Needs,103.0,99.0,96.1
Shelton School District,2012,High Needs,104.0,77.0,74.0
Shelton School District,2012,Non-High Needs,324.0,314.0,96.9
Simsbury School District,2012,High Needs,74.0,62.0,83.8
Simsbury School District,2012,Non-High Needs,333.0,327.0,98.2
Somers School District,2012,High Needs,22.0,17.0,77.3
Somers School District,2012,Non-High Needs,120.0,119.0,99.2
South Windsor School District,2012,High Needs,83.0,65.0,78.3
South Windsor School District,2012,Non-High Needs,303.0,297.0,98.0
Southington School District,2012,High Needs,144.0,110.0,76.4
Southington School District,2012,Non-High Needs,354.0,346.0,97.7
Stafford School District,2012,High Needs,55.0,46.0,83.6
Stafford School District,2012,Non-High Needs,87.0,79.0,90.8
Stamford Academy District,2012,High Needs,,,
Stamford Academy District,2012,Non-High Needs,,,
Stamford School District,2012,High Needs,708.0,555.0,78.4
Stamford School District,2012,Non-High Needs,478.0,456.0,95.4
Stonington School District,2012,High Needs,45.0,37.0,82.2
Stonington School District,2012,Non-High Needs,137.0,131.0,95.6
Stratford School District,2012,High Needs,284.0,218.0,76.8
Stratford School District,2012,Non-High Needs,301.0,288.0,95.7
Suffield School District,2012,High Needs,43.0,31.0,72.1
Suffield School District,2012,Non-High Needs,164.0,157.0,95.7
The Bridge Academy District,2012,High Needs,42.0,32.0,76.2
The Gilbert School District,2012,High Needs,39.0,34.0,87.2
The Gilbert School District,2012,Non-High Needs,52.0,49.0,94.2
The Woodstock Academy District,2012,High Needs,52.0,43.0,82.7
The Woodstock Academy District,2012,Non-High Needs,233.0,229.0,98.3
Thomaston School District,2012,High Needs,38.0,32.0,84.2
Thomaston School District,2012,Non-High Needs,54.0,52.0,96.3
Thompson School District,2012,High Needs,37.0,24.0,64.9
Thompson School District,2012,Non-High Needs,64.0,62.0,96.9
Tolland School District,2012,High Needs,31.0,28.0,90.3
Tolland School District,2012,Non-High Needs,199.0,194.0,97.5
Torrington School District,2012,High Needs,146.0,96.0,65.8
Torrington School District,2012,Non-High Needs,155.0,144.0,92.9
Trumbull School District,2012,High Needs,100.0,89.0,89.0
Trumbull School District,2012,Non-High Needs,443.0,439.0,99.1
Unified School District #1,2012,High Needs,522.0,6.0,1.1
Unified School District #1,2012,Non-High Needs,9.0,0.0,
Unified School District #2,2012,High Needs,,,
Unified School District #2,2012,Non-High Needs,,,
Vernon School District,2012,High Needs,113.0,79.0,69.9
Vernon School District,2012,Non-High Needs,153.0,139.0,90.8
Wallingford School District,2012,High Needs,147.0,112.0,76.2
Wallingford School District,2012,Non-High Needs,390.0,384.0,98.5
Waterbury School District,2012,High Needs,1101.0,667.0,60.6
Waterbury School District,2012,Non-High Needs,175.0,132.0,75.4
Waterford School District,2012,High Needs,67.0,52.0,77.6
Waterford School District,2012,Non-High Needs,174.0,169.0,97.1
Watertown School District,2012,High Needs,76.0,60.0,78.9
Watertown School District,2012,Non-High Needs,156.0,151.0,96.8
West Hartford School District,2012,High Needs,241.0,196.0,81.3
West Hartford School District,2012,Non-High Needs,512.0,502.0,98.0
West Haven School District,2012,High Needs,262.0,174.0,66.4
West Haven School District,2012,Non-High Needs,129.0,108.0,83.7
Westbrook School District,2012,High Needs,18.0,14.0,
Westbrook School District,2012,Non-High Needs,64.0,61.0,95.3
Weston School District,2012,High Needs,29.0,28.0,96.6
Weston School District,2012,Non-High Needs,162.0,162.0,100.0
Westport School District,2012,High Needs,80.0,74.0,92.5
Westport School District,2012,Non-High Needs,349.0,346.0,99.1
Wethersfield School District,2012,High Needs,81.0,63.0,77.8
Wethersfield School District,2012,Non-High Needs,211.0,201.0,95.3
Wilton School District,2012,High Needs,37.0,34.0,91.9
Wilton School District,2012,Non-High Needs,276.0,273.0,98.9
Windham School District,2012,High Needs,135.0,85.0,63.0
Windham School District,2012,Non-High Needs,46.0,42.0,91.3
Windsor Locks School District,2012,High Needs,62.0,51.0,82.3
Windsor Locks School District,2012,Non-High Needs,86.0,84.0,97.7
Windsor School District,2012,High Needs,132.0,97.0,73.5
Windsor School District,2012,Non-High Needs,189.0,176.0,93.1
Wolcott School District,2012,High Needs,79.0,70.0,88.6
Wolcott School District,2012,Non-High Needs,140.0,135.0,96.4
