District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Achievement First Bridgeport Academy District,2022,High Needs,45.0,42.0,93.3
Achievement First Bridgeport Academy District,2022,Non-High Needs,16.0,15.0,
Achievement First Hartford Academy District,2022,High Needs,,,
Achievement First Hartford Academy District,2022,Non-High Needs,,,
Amistad Academy District,2022,High Needs,53.0,50.0,94.3
Amistad Academy District,2022,Non-High Needs,7.0,7.0,
Ansonia School District,2022,High Needs,113.0,87.0,77.0
Ansonia School District,2022,Non-High Needs,39.0,33.0,84.6
Avon School District,2022,High Needs,48.0,41.0,85.4
Avon School District,2022,Non-High Needs,197.0,194.0,98.5
Berlin School District,2022,High Needs,69.0,57.0,82.6
Berlin School District,2022,Non-High Needs,145.0,144.0,99.3
Bethel School District,2022,High Needs,85.0,71.0,83.5
Bethel School District,2022,Non-High Needs,122.0,120.0,98.4
Bloomfield School District,2022,High Needs,127.0,109.0,85.8
Bloomfield School District,2022,Non-High Needs,28.0,26.0,92.9
Bolton School District,2022,High Needs,30.0,27.0,90.0
Bolton School District,2022,Non-High Needs,45.0,44.0,97.8
Branford School District,2022,High Needs,100.0,84.0,84.0
Branford School District,2022,Non-High Needs,98.0,96.0,98.0
Bridgeport School District,2022,High Needs,1154.0,820.0,71.1
Bridgeport School District,2022,Non-High Needs,193.0,179.0,92.7
Bristol School District,2022,High Needs,370.0,287.0,77.6
Bristol School District,2022,Non-High Needs,223.0,214.0,96.0
Brookfield School District,2022,High Needs,93.0,83.0,89.2
Brookfield School District,2022,Non-High Needs,135.0,133.0,98.5
Canton School District,2022,High Needs,49.0,43.0,87.8
Canton School District,2022,Non-High Needs,69.0,67.0,97.1
Capital Preparatory Harbor School District,2022,High Needs,19.0,18.0,
Capital Preparatory Harbor School District,2022,Non-High Needs,10.0,10.0,
Capitol Region Education Council,2022,High Needs,374.0,343.0,91.7
Capitol Region Education Council,2022,Non-High Needs,131.0,127.0,96.9
Cheshire School District,2022,High Needs,114.0,96.0,84.2
Cheshire School District,2022,Non-High Needs,266.0,266.0,100.0
Clinton School District,2022,High Needs,64.0,55.0,85.9
Clinton School District,2022,Non-High Needs,67.0,66.0,98.5
Colchester School District,2022,High Needs,77.0,59.0,76.6
Colchester School District,2022,Non-High Needs,111.0,105.0,94.6
Common Ground High School District,2022,High Needs,38.0,32.0,84.2
Common Ground High School District,2022,Non-High Needs,13.0,13.0,
Connecticut Technical Education and Career System,2022,High Needs,2157.0,2063.0,95.6
Connecticut Technical Education and Career System,2022,Non-High Needs,462.0,444.0,96.1
Coventry School District,2022,High Needs,44.0,40.0,90.9
Coventry School District,2022,Non-High Needs,65.0,65.0,100.0
Cromwell School District,2022,High Needs,51.0,39.0,76.5
Cromwell School District,2022,Non-High Needs,79.0,79.0,100.0
Danbury School District,2022,High Needs,645.0,491.0,76.1
Danbury School District,2022,Non-High Needs,207.0,191.0,92.3
Darien School District,2022,High Needs,94.0,87.0,92.6
Darien School District,2022,Non-High Needs,265.0,265.0,100.0
Department of Mental Health and Addiction Services,2022,High Needs,,,
Derby School District,2022,High Needs,64.0,39.0,60.9
Derby School District,2022,Non-High Needs,19.0,17.0,
East Granby School District,2022,High Needs,27.0,26.0,96.3
East Granby School District,2022,Non-High Needs,37.0,36.0,97.3
East Haddam School District,2022,High Needs,26.0,23.0,88.5
East Haddam School District,2022,Non-High Needs,49.0,48.0,98.0
East Hampton School District,2022,High Needs,39.0,35.0,89.7
East Hampton School District,2022,Non-High Needs,98.0,96.0,98.0
East Hartford School District,2022,High Needs,388.0,326.0,84.0
East Hartford School District,2022,Non-High Needs,121.0,121.0,100.0
East Haven School District,2022,High Needs,165.0,116.0,70.3
East Haven School District,2022,Non-High Needs,64.0,59.0,92.2
East Lyme School District,2022,High Needs,93.0,73.0,78.5
East Lyme School District,2022,Non-High Needs,157.0,156.0,99.4
East Windsor School District,2022,High Needs,46.0,40.0,87.0
East Windsor School District,2022,Non-High Needs,29.0,29.0,100.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2022,High Needs,46.0,38.0,82.6
Eastern Connecticut Regional Educational Service Center (EASTCONN),2022,Non-High Needs,24.0,22.0,91.7
Ellington School District,2022,High Needs,58.0,50.0,86.2
Ellington School District,2022,Non-High Needs,149.0,149.0,100.0
Elm City College Preparatory School District,2022,High Needs,,,
Elm City College Preparatory School District,2022,Non-High Needs,,,
Enfield School District,2022,High Needs,192.0,156.0,81.3
Enfield School District,2022,Non-High Needs,168.0,161.0,95.8
Explorations District,2022,High Needs,28.0,,
Explorations District,2022,Non-High Needs,6.0,,
Fairfield School District,2022,High Needs,247.0,219.0,88.7
Fairfield School District,2022,Non-High Needs,497.0,493.0,99.2
Farmington School District,2022,High Needs,117.0,110.0,94.0
Farmington School District,2022,Non-High Needs,223.0,223.0,100.0
Glastonbury School District,2022,High Needs,129.0,110.0,85.3
Glastonbury School District,2022,Non-High Needs,371.0,371.0,100.0
Goodwin University Educational Services (GUES),2022,High Needs,88.0,81.0,92.0
Goodwin University Educational Services (GUES),2022,Non-High Needs,20.0,20.0,100.0
Granby School District,2022,High Needs,48.0,44.0,91.7
Granby School District,2022,Non-High Needs,114.0,114.0,100.0
Great Oaks Charter School District,2022,High Needs,42.0,37.0,88.1
Great Oaks Charter School District,2022,Non-High Needs,8.0,6.0,
Greenwich School District,2022,High Needs,276.0,250.0,90.6
Greenwich School District,2022,Non-High Needs,414.0,412.0,99.5
Griswold School District,2022,High Needs,85.0,63.0,74.1
Griswold School District,2022,Non-High Needs,53.0,51.0,96.2
Groton School District,2022,High Needs,147.0,124.0,84.4
Groton School District,2022,Non-High Needs,117.0,113.0,96.6
Guilford School District,2022,High Needs,87.0,72.0,82.8
Guilford School District,2022,Non-High Needs,189.0,186.0,98.4
Hamden School District,2022,High Needs,287.0,226.0,78.7
Hamden School District,2022,Non-High Needs,147.0,141.0,95.9
Hartford School District,2022,High Needs,938.0,660.0,70.4
Hartford School District,2022,Non-High Needs,165.0,154.0,93.3
Highville Charter School District,2022,High Needs,,,
Highville Charter School District,2022,Non-High Needs,,,
Jumoke Academy District,2022,High Needs,7.0,7.0,
Killingly School District,2022,High Needs,121.0,82.0,67.8
Killingly School District,2022,Non-High Needs,70.0,68.0,97.1
Learn,2022,High Needs,37.0,36.0,97.3
Learn,2022,Non-High Needs,59.0,59.0,100.0
Lebanon School District,2022,High Needs,26.0,24.0,92.3
Lebanon School District,2022,Non-High Needs,50.0,50.0,100.0
Ledyard School District,2022,High Needs,85.0,77.0,90.6
Ledyard School District,2022,Non-High Needs,111.0,110.0,99.1
Litchfield School District,2022,High Needs,21.0,18.0,85.7
Litchfield School District,2022,Non-High Needs,38.0,38.0,100.0
Madison School District,2022,High Needs,36.0,33.0,91.7
Madison School District,2022,Non-High Needs,200.0,198.0,99.0
Manchester School District,2022,High Needs,349.0,284.0,81.4
Manchester School District,2022,Non-High Needs,139.0,136.0,97.8
Meriden School District,2022,High Needs,532.0,449.0,84.4
Meriden School District,2022,Non-High Needs,96.0,95.0,99.0
Middletown School District,2022,High Needs,196.0,174.0,88.8
Middletown School District,2022,Non-High Needs,161.0,160.0,99.4
Milford School District,2022,High Needs,173.0,149.0,86.1
Milford School District,2022,Non-High Needs,247.0,246.0,99.6
Monroe School District,2022,High Needs,63.0,60.0,95.2
Monroe School District,2022,Non-High Needs,230.0,230.0,100.0
Montville School District,2022,High Needs,86.0,74.0,86.0
Montville School District,2022,Non-High Needs,64.0,63.0,98.4
Naugatuck School District,2022,High Needs,218.0,184.0,84.4
Naugatuck School District,2022,Non-High Needs,113.0,109.0,96.5
New Britain School District,2022,High Needs,584.0,439.0,75.2
New Britain School District,2022,Non-High Needs,60.0,54.0,90.0
New Canaan School District,2022,High Needs,43.0,41.0,95.3
New Canaan School District,2022,Non-High Needs,240.0,240.0,100.0
New Fairfield School District,2022,High Needs,48.0,43.0,89.6
New Fairfield School District,2022,Non-High Needs,133.0,133.0,100.0
New Haven School District,2022,High Needs,1143.0,822.0,71.9
New Haven School District,2022,Non-High Needs,260.0,241.0,92.7
New London School District,2022,High Needs,228.0,177.0,77.6
New London School District,2022,Non-High Needs,18.0,17.0,
New Milford School District,2022,High Needs,163.0,109.0,66.9
New Milford School District,2022,Non-High Needs,174.0,170.0,97.7
Newington School District,2022,High Needs,133.0,122.0,91.7
Newington School District,2022,Non-High Needs,186.0,184.0,98.9
Newtown School District,2022,High Needs,110.0,97.0,88.2
Newtown School District,2022,Non-High Needs,254.0,253.0,99.6
North Branford School District,2022,High Needs,50.0,44.0,88.0
North Branford School District,2022,Non-High Needs,82.0,81.0,98.8
North Haven School District,2022,High Needs,107.0,89.0,83.2
North Haven School District,2022,Non-High Needs,165.0,163.0,98.8
North Stonington School District,2022,High Needs,23.0,22.0,95.7
North Stonington School District,2022,Non-High Needs,28.0,28.0,100.0
Norwalk School District,2022,High Needs,651.0,570.0,87.6
Norwalk School District,2022,Non-High Needs,309.0,305.0,98.7
Norwich Free Academy District,2022,High Needs,333.0,278.0,83.5
Norwich Free Academy District,2022,Non-High Needs,191.0,186.0,97.4
Old Saybrook School District,2022,High Needs,41.0,35.0,85.4
Old Saybrook School District,2022,Non-High Needs,59.0,59.0,100.0
Oxford School District,2022,High Needs,35.0,28.0,80.0
Oxford School District,2022,Non-High Needs,99.0,98.0,99.0
Plainfield School District,2022,High Needs,79.0,59.0,74.7
Plainfield School District,2022,Non-High Needs,53.0,49.0,92.5
Plainville School District,2022,High Needs,87.0,75.0,86.2
Plainville School District,2022,Non-High Needs,86.0,85.0,98.8
Plymouth School District,2022,High Needs,58.0,47.0,81.0
Plymouth School District,2022,Non-High Needs,39.0,38.0,97.4
Portland School District,2022,High Needs,37.0,31.0,83.8
Portland School District,2022,Non-High Needs,64.0,64.0,100.0
Putnam School District,2022,High Needs,44.0,37.0,84.1
Putnam School District,2022,Non-High Needs,15.0,15.0,
Regional School District 01,2022,High Needs,43.0,38.0,88.4
Regional School District 01,2022,Non-High Needs,50.0,48.0,96.0
Regional School District 04,2022,High Needs,57.0,49.0,86.0
Regional School District 04,2022,Non-High Needs,113.0,112.0,99.1
Regional School District 05,2022,High Needs,121.0,111.0,91.7
Regional School District 05,2022,Non-High Needs,269.0,267.0,99.3
Regional School District 06,2022,High Needs,48.0,42.0,87.5
Regional School District 06,2022,Non-High Needs,46.0,45.0,97.8
Regional School District 07,2022,High Needs,58.0,52.0,89.7
Regional School District 07,2022,Non-High Needs,118.0,117.0,99.2
Regional School District 08,2022,High Needs,60.0,47.0,78.3
Regional School District 08,2022,Non-High Needs,145.0,144.0,99.3
Regional School District 09,2022,High Needs,66.0,58.0,87.9
Regional School District 09,2022,Non-High Needs,148.0,148.0,100.0
Regional School District 10,2022,High Needs,46.0,40.0,87.0
Regional School District 10,2022,Non-High Needs,142.0,142.0,100.0
Regional School District 11,2022,High Needs,22.0,16.0,72.7
Regional School District 11,2022,Non-High Needs,16.0,15.0,
Regional School District 12,2022,High Needs,18.0,18.0,
Regional School District 12,2022,Non-High Needs,46.0,46.0,100.0
Regional School District 13,2022,High Needs,29.0,24.0,82.8
Regional School District 13,2022,Non-High Needs,82.0,82.0,100.0
Regional School District 14,2022,High Needs,64.0,59.0,92.2
Regional School District 14,2022,Non-High Needs,105.0,104.0,99.0
Regional School District 15,2022,High Needs,118.0,99.0,83.9
Regional School District 15,2022,Non-High Needs,193.0,192.0,99.5
Regional School District 16,2022,High Needs,55.0,46.0,83.6
Regional School District 16,2022,Non-High Needs,131.0,130.0,99.2
Regional School District 17,2022,High Needs,35.0,32.0,91.4
Regional School District 17,2022,Non-High Needs,101.0,101.0,100.0
Regional School District 18,2022,High Needs,32.0,26.0,81.3
Regional School District 18,2022,Non-High Needs,95.0,93.0,97.9
Regional School District 19,2022,High Needs,114.0,96.0,84.2
Regional School District 19,2022,Non-High Needs,145.0,143.0,98.6
Ridgefield School District,2022,High Needs,84.0,69.0,82.1
Ridgefield School District,2022,Non-High Needs,307.0,306.0,99.7
Rocky Hill School District,2022,High Needs,67.0,57.0,85.1
Rocky Hill School District,2022,Non-High Needs,113.0,113.0,100.0
Seymour School District,2022,High Needs,76.0,60.0,78.9
Seymour School District,2022,Non-High Needs,85.0,79.0,92.9
Shelton School District,2022,High Needs,133.0,96.0,72.2
Shelton School District,2022,Non-High Needs,186.0,177.0,95.2
Simsbury School District,2022,High Needs,104.0,93.0,89.4
Simsbury School District,2022,Non-High Needs,243.0,243.0,100.0
Somers School District,2022,High Needs,24.0,23.0,95.8
Somers School District,2022,Non-High Needs,85.0,85.0,100.0
South Windsor School District,2022,High Needs,114.0,104.0,91.2
South Windsor School District,2022,Non-High Needs,197.0,197.0,100.0
Southington School District,2022,High Needs,197.0,170.0,86.3
Southington School District,2022,Non-High Needs,315.0,312.0,99.0
Stafford School District,2022,High Needs,44.0,42.0,95.5
Stafford School District,2022,Non-High Needs,42.0,42.0,100.0
Stamford School District,2022,High Needs,871.0,668.0,76.7
Stamford School District,2022,Non-High Needs,377.0,369.0,97.9
Stonington School District,2022,High Needs,65.0,57.0,87.7
Stonington School District,2022,Non-High Needs,99.0,99.0,100.0
Stratford School District,2022,High Needs,375.0,341.0,90.9
Stratford School District,2022,Non-High Needs,192.0,188.0,97.9
Suffield School District,2022,High Needs,62.0,56.0,90.3
Suffield School District,2022,Non-High Needs,141.0,140.0,99.3
The Bridge Academy District,2022,High Needs,30.0,24.0,80.0
The Bridge Academy District,2022,Non-High Needs,7.0,6.0,
The Gilbert School District,2022,High Needs,28.0,21.0,75.0
The Gilbert School District,2022,Non-High Needs,31.0,29.0,93.5
The Woodstock Academy District,2022,High Needs,38.0,29.0,76.3
The Woodstock Academy District,2022,Non-High Needs,241.0,239.0,99.2
Thomaston School District,2022,High Needs,22.0,19.0,86.4
Thomaston School District,2022,Non-High Needs,28.0,27.0,96.4
Thompson School District,2022,High Needs,38.0,26.0,68.4
Thompson School District,2022,Non-High Needs,30.0,28.0,93.3
Tolland School District,2022,High Needs,60.0,54.0,90.0
Tolland School District,2022,Non-High Needs,142.0,142.0,100.0
Torrington School District,2022,High Needs,191.0,150.0,78.5
Torrington School District,2022,Non-High Needs,53.0,50.0,94.3
Trumbull School District,2022,High Needs,197.0,171.0,86.8
Trumbull School District,2022,Non-High Needs,381.0,379.0,99.5
Unified School District #1,2022,High Needs,,,
Unified School District #1,2022,Non-High Needs,,,
Unified School District #2,2022,High Needs,,,
Vernon School District,2022,High Needs,144.0,108.0,75.0
Vernon School District,2022,Non-High Needs,82.0,77.0,93.9
Wallingford School District,2022,High Needs,233.0,198.0,85.0
Wallingford School District,2022,Non-High Needs,247.0,245.0,99.2
Waterbury School District,2022,High Needs,1070.0,872.0,81.5
Waterbury School District,2022,Non-High Needs,155.0,145.0,93.5
