District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Waterford School District,2022,High Needs,80.0,71.0,88.8
Waterford School District,2022,Non-High Needs,118.0,115.0,97.5
Watertown School District,2022,High Needs,112.0,93.0,83.0
Watertown School District,2022,Non-High Needs,98.0,96.0,98.0
West Hartford School District,2022,High Needs,277.0,231.0,83.4
West Hartford School District,2022,Non-High Needs,488.0,484.0,99.2
West Haven School District,2022,High Needs,318.0,252.0,79.2
West Haven School District,2022,Non-High Needs,125.0,120.0,96.0
Westbrook School District,2022,High Needs,26.0,23.0,88.5
Westbrook School District,2022,Non-High Needs,31.0,30.0,96.8
Weston School District,2022,High Needs,31.0,29.0,93.5
Weston School District,2022,Non-High Needs,175.0,175.0,100.0
Westport School District,2022,High Needs,84.0,74.0,88.1
Westport School District,2022,Non-High Needs,371.0,369.0,99.5
Wethersfield School District,2022,High Needs,112.0,101.0,90.2
Wethersfield School District,2022,Non-High Needs,181.0,180.0,99.4
Wilton School District,2022,High Needs,73.0,66.0,90.4
Wilton School District,2022,Non-High Needs,203.0,203.0,100.0
Windham School District,2022,High Needs,155.0,104.0,67.1
Windham School District,2022,Non-High Needs,11.0,9.0,
Windsor Locks School District,2022,High Needs,73.0,57.0,78.1
Windsor Locks School District,2022,Non-High Needs,37.0,33.0,89.2
Windsor School District,2022,High Needs,156.0,125.0,80.1
Windsor School District,2022,Non-High Needs,104.0,103.0,99.0
Wolcott School District,2022,High Needs,65.0,60.0,92.3
Wolcott School District,2022,Non-High Needs,111.0,110.0,99.1
