District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
East Hartford School District,2025,Non-High Needs,107.0,103.0,96.3
East Haven School District,2025,High Needs,140.0,123.0,87.9
East Haven School District,2025,Non-High Needs,64.0,60.0,93.8
East Lyme School District,2025,High Needs,96.0,86.0,89.6
East Lyme School District,2025,Non-High Needs,127.0,127.0,100.0
East Windsor School District,2025,High Needs,40.0,34.0,85.0
East Windsor School District,2025,Non-High Needs,20.0,20.0,100.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2025,High Needs,58.0,52.0,89.7
Eastern Connecticut Regional Educational Service Center (EASTCONN),2025,Non-High Needs,10.0,10.0,
Ellington School District,2025,High Needs,79.0,69.0,87.3
Ellington School District,2025,Non-High Needs,103.0,102.0,99.0
Elm City College Preparatory School District,2025,High Needs,33.0,29.0,87.9
Elm City College Preparatory School District,2025,Non-High Needs,10.0,10.0,
Enfield School District,2025,High Needs,225.0,193.0,85.8
Enfield School District,2025,Non-High Needs,146.0,139.0,95.2
Explorations District,2025,High Needs,,,
Explorations District,2025,Non-High Needs,,,
Fairfield School District,2025,High Needs,259.0,229.0,88.4
Fairfield School District,2025,Non-High Needs,423.0,422.0,99.8
Farmington School District,2025,High Needs,109.0,101.0,92.7
Farmington School District,2025,Non-High Needs,217.0,217.0,100.0
Glastonbury School District,2025,High Needs,128.0,112.0,87.5
Glastonbury School District,2025,Non-High Needs,341.0,341.0,100.0
Goodwin University Educational Services (GUES),2025,High Needs,85.0,80.0,94.1
Goodwin University Educational Services (GUES),2025,Non-High Needs,10.0,10.0,
Granby School District,2025,High Needs,46.0,36.0,78.3
Granby School District,2025,Non-High Needs,96.0,96.0,100.0
Great Oaks Charter School District,2025,High Needs,73.0,55.0,75.3
Great Oaks Charter School District,2025,Non-High Needs,11.0,10.0,
Greenwich School District,2025,High Needs,234.0,225.0,96.2
Greenwich School District,2025,Non-High Needs,425.0,421.0,99.1
Griswold School District,2025,High Needs,84.0,72.0,85.7
Griswold School District,2025,Non-High Needs,65.0,63.0,96.9
Groton School District,2025,High Needs,155.0,139.0,89.7
Groton School District,2025,Non-High Needs,89.0,88.0,98.9
Guilford School District,2025,High Needs,90.0,79.0,87.8
Guilford School District,2025,Non-High Needs,186.0,185.0,99.5
Hamden School District,2025,High Needs,275.0,214.0,77.8
Hamden School District,2025,Non-High Needs,175.0,169.0,96.6
Hartford School District,2025,High Needs,1050.0,878.0,83.6
Hartford School District,2025,Non-High Needs,144.0,141.0,97.9
Highville Charter School District,2025,High Needs,,,
Highville Charter School District,2025,Non-High Needs,,,
Killingly School District,2025,High Needs,113.0,91.0,80.5
Killingly School District,2025,Non-High Needs,73.0,69.0,94.5
Learn,2025,High Needs,64.0,62.0,96.9
Learn,2025,Non-High Needs,47.0,47.0,100.0
Lebanon School District,2025,High Needs,29.0,27.0,93.1
Lebanon School District,2025,Non-High Needs,50.0,48.0,96.0
Ledyard School District,2025,High Needs,90.0,84.0,93.3
Ledyard School District,2025,Non-High Needs,90.0,89.0,98.9
Madison School District,2025,High Needs,38.0,33.0,86.8
Madison School District,2025,Non-High Needs,153.0,152.0,99.3
Manchester School District,2025,High Needs,363.0,313.0,86.2
Manchester School District,2025,Non-High Needs,134.0,124.0,92.5
Meriden School District,2025,High Needs,570.0,481.0,84.4
Meriden School District,2025,Non-High Needs,116.0,115.0,99.1
Middletown School District,2025,High Needs,217.0,185.0,85.3
Middletown School District,2025,Non-High Needs,116.0,114.0,98.3
Milford School District,2025,High Needs,176.0,150.0,85.2
Milford School District,2025,Non-High Needs,232.0,232.0,100.0
Monroe School District,2025,High Needs,72.0,63.0,87.5
Monroe School District,2025,Non-High Needs,199.0,199.0,100.0
Montville School District,2025,High Needs,74.0,66.0,89.2
Montville School District,2025,Non-High Needs,68.0,66.0,97.1
Naugatuck School District,2025,High Needs,234.0,189.0,80.8
Naugatuck School District,2025,Non-High Needs,109.0,105.0,96.3
New Britain School District,2025,High Needs,589.0,409.0,69.4
New Britain School District,2025,Non-High Needs,83.0,79.0,95.2
New Canaan School District,2025,High Needs,54.0,51.0,94.4
New Canaan School District,2025,Non-High Needs,267.0,267.0,100.0
New Fairfield School District,2025,High Needs,49.0,45.0,91.8
New Fairfield School District,2025,Non-High Needs,121.0,121.0,100.0
New Haven School District,2025,High Needs,1172.0,901.0,76.9
New Haven School District,2025,Non-High Needs,269.0,251.0,93.3
New London School District,2025,High Needs,204.0,165.0,80.9
New London School District,2025,Non-High Needs,14.0,14.0,
New Milford School District,2025,High Needs,165.0,145.0,87.9
New Milford School District,2025,Non-High Needs,158.0,153.0,96.8
Newington School District,2025,High Needs,163.0,150.0,92.0
Newington School District,2025,Non-High Needs,177.0,175.0,98.9
Newtown School District,2025,High Needs,98.0,93.0,94.9
Newtown School District,2025,Non-High Needs,243.0,242.0,99.6
North Branford School District,2025,High Needs,37.0,35.0,94.6
North Branford School District,2025,Non-High Needs,65.0,64.0,98.5
North Haven School District,2025,High Needs,95.0,86.0,90.5
North Haven School District,2025,Non-High Needs,159.0,158.0,99.4
North Stonington School District,2025,High Needs,15.0,13.0,
North Stonington School District,2025,Non-High Needs,43.0,42.0,97.7
Norwalk School District,2025,High Needs,656.0,588.0,89.6
Norwalk School District,2025,Non-High Needs,286.0,283.0,99.0
Norwich Free Academy District,2025,High Needs,408.0,363.0,89.0
Norwich Free Academy District,2025,Non-High Needs,173.0,170.0,98.3
Old Saybrook School District,2025,High Needs,34.0,29.0,85.3
Old Saybrook School District,2025,Non-High Needs,53.0,53.0,100.0
Oxford School District,2025,High Needs,48.0,41.0,85.4
Oxford School District,2025,Non-High Needs,103.0,103.0,100.0
Plainfield School District,2025,High Needs,79.0,63.0,79.7
Plainfield School District,2025,Non-High Needs,40.0,40.0,100.0
Plainville School District,2025,High Needs,80.0,68.0,85.0
Plainville School District,2025,Non-High Needs,82.0,81.0,98.8
Plymouth School District,2025,High Needs,51.0,48.0,94.1
Plymouth School District,2025,Non-High Needs,24.0,22.0,91.7
Portland School District,2025,High Needs,36.0,27.0,75.0
Portland School District,2025,Non-High Needs,47.0,47.0,100.0
Putnam School District,2025,High Needs,46.0,40.0,87.0
Putnam School District,2025,Non-High Needs,19.0,17.0,
Regional School District 01,2025,High Needs,53.0,48.0,90.6
Regional School District 01,2025,Non-High Needs,46.0,46.0,100.0
Regional School District 04,2025,High Needs,56.0,51.0,91.1
Regional School District 04,2025,Non-High Needs,60.0,60.0,100.0
Regional School District 05,2025,High Needs,92.0,80.0,87.0
Regional School District 05,2025,Non-High Needs,235.0,235.0,100.0
Regional School District 07,2025,High Needs,66.0,61.0,92.4
Regional School District 07,2025,Non-High Needs,108.0,106.0,98.1
Regional School District 08,2025,High Needs,71.0,64.0,90.1
Regional School District 08,2025,Non-High Needs,130.0,129.0,99.2
Regional School District 09,2025,High Needs,43.0,36.0,83.7
Regional School District 09,2025,Non-High Needs,143.0,142.0,99.3
Regional School District 10,2025,High Needs,45.0,42.0,93.3
Regional School District 10,2025,Non-High Needs,127.0,127.0,100.0
Regional School District 11,2025,High Needs,15.0,12.0,
Regional School District 11,2025,Non-High Needs,15.0,15.0,
Regional School District 12,2025,High Needs,28.0,25.0,89.3
Regional School District 12,2025,Non-High Needs,53.0,53.0,100.0
Regional School District 13,2025,High Needs,43.0,37.0,86.0
Regional School District 13,2025,Non-High Needs,63.0,61.0,96.8
Regional School District 14,2025,High Needs,56.0,52.0,92.9
Regional School District 14,2025,Non-High Needs,91.0,90.0,98.9
Regional School District 15,2025,High Needs,97.0,90.0,92.8
Regional School District 15,2025,Non-High Needs,148.0,148.0,100.0
Regional School District 16,2025,High Needs,52.0,46.0,88.5
Regional School District 16,2025,Non-High Needs,97.0,96.0,99.0
Regional School District 17,2025,High Needs,40.0,38.0,95.0
Regional School District 17,2025,Non-High Needs,85.0,84.0,98.8
Regional School District 18,2025,High Needs,36.0,30.0,83.3
Regional School District 18,2025,Non-High Needs,63.0,62.0,98.4
Regional School District 19,2025,High Needs,128.0,98.0,76.6
Regional School District 19,2025,Non-High Needs,173.0,166.0,96.0
Regional School District 20,2025,High Needs,75.0,66.0,88.0
Regional School District 20,2025,Non-High Needs,68.0,67.0,98.5
Ridgefield School District,2025,High Needs,98.0,88.0,89.8
Ridgefield School District,2025,Non-High Needs,283.0,282.0,99.6
Rocky Hill School District,2025,High Needs,68.0,54.0,79.4
Rocky Hill School District,2025,Non-High Needs,97.0,96.0,99.0
Seymour School District,2025,High Needs,105.0,95.0,90.5
Seymour School District,2025,Non-High Needs,70.0,70.0,100.0
Shelton School District,2025,High Needs,167.0,146.0,87.4
Shelton School District,2025,Non-High Needs,185.0,183.0,98.9
Simsbury School District,2025,High Needs,101.0,90.0,89.1
Simsbury School District,2025,Non-High Needs,208.0,208.0,100.0
Somers School District,2025,High Needs,24.0,21.0,87.5
Somers School District,2025,Non-High Needs,73.0,73.0,100.0
South Windsor School District,2025,High Needs,115.0,108.0,93.9
South Windsor School District,2025,Non-High Needs,221.0,219.0,99.1
Southington School District,2025,High Needs,189.0,168.0,88.9
Southington School District,2025,Non-High Needs,299.0,296.0,99.0
Stafford School District,2025,High Needs,48.0,41.0,85.4
Stafford School District,2025,Non-High Needs,35.0,34.0,97.1
Stamford School District,2025,High Needs,935.0,755.0,80.7
Stamford School District,2025,Non-High Needs,356.0,339.0,95.2
Stonington School District,2025,High Needs,60.0,51.0,85.0
Stonington School District,2025,Non-High Needs,114.0,111.0,97.4
Stratford School District,2025,High Needs,391.0,354.0,90.5
Stratford School District,2025,Non-High Needs,175.0,172.0,98.3
Suffield School District,2025,High Needs,55.0,49.0,89.1
Suffield School District,2025,Non-High Needs,101.0,100.0,99.0
The Bridge Academy District,2025,High Needs,33.0,32.0,97.0
The Gilbert School District,2025,High Needs,57.0,55.0,96.5
The Gilbert School District,2025,Non-High Needs,29.0,28.0,96.6
The Woodstock Academy District,2025,High Needs,58.0,52.0,89.7
The Woodstock Academy District,2025,Non-High Needs,201.0,201.0,100.0
Thomaston School District,2025,High Needs,15.0,14.0,
Thomaston School District,2025,Non-High Needs,29.0,29.0,100.0
Thompson School District,2025,High Needs,29.0,25.0,86.2
Thompson School District,2025,Non-High Needs,20.0,19.0,95.0
Tolland School District,2025,High Needs,57.0,52.0,91.2
Tolland School District,2025,Non-High Needs,102.0,101.0,99.0
Torrington School District,2025,High Needs,180.0,151.0,83.9
Torrington School District,2025,Non-High Needs,67.0,65.0,97.0
Trumbull School District,2025,High Needs,201.0,197.0,98.0
Trumbull School District,2025,Non-High Needs,344.0,343.0,99.7
Unified School District #1,2025,High Needs,44.0,0.0,0.0
Unified School District #2,2025,High Needs,,,
Vernon School District,2025,High Needs,165.0,144.0,87.3
Vernon School District,2025,Non-High Needs,87.0,84.0,96.6
Wallingford School District,2025,High Needs,219.0,190.0,86.8
Wallingford School District,2025,Non-High Needs,195.0,193.0,99.0
Waterbury School District,2025,High Needs,1184.0,1006.0,85.0
Waterbury School District,2025,Non-High Needs,149.0,143.0,96.0
Waterford School District,2025,High Needs,71.0,61.0,85.9
Waterford School District,2025,Non-High Needs,104.0,104.0,100.0
Watertown School District,2025,High Needs,96.0,80.0,83.3
Watertown School District,2025,Non-High Needs,91.0,91.0,100.0
West Hartford School District,2025,High Needs,282.0,245.0,86.9
West Hartford School District,2025,Non-High Needs,433.0,425.0,98.2
West Haven School District,2025,High Needs,367.0,335.0,91.3
West Haven School District,2025,Non-High Needs,125.0,124.0,99.2
Westbrook School District,2025,High Needs,31.0,30.0,96.8
Westbrook School District,2025,Non-High Needs,11.0,11.0,
Weston School District,2025,High Needs,44.0,44.0,100.0
Weston School District,2025,Non-High Needs,140.0,139.0,99.3
Westport School District,2025,High Needs,94.0,86.0,91.5
Westport School District,2025,Non-High Needs,313.0,313.0,100.0
Wethersfield School District,2025,High Needs,137.0,124.0,90.5
Wethersfield School District,2025,Non-High Needs,155.0,154.0,99.4
Wilton School District,2025,High Needs,69.0,63.0,91.3
Wilton School District,2025,Non-High Needs,230.0,228.0,99.1
Windham School District,2025,High Needs,167.0,142.0,85.0
Windham School District,2025,Non-High Needs,19.0,18.0,
Windsor Locks School District,2025,High Needs,84.0,71.0,84.5
Windsor Locks School District,2025,Non-High Needs,48.0,48.0,100.0
Windsor School District,2025,High Needs,172.0,151.0,87.8
Windsor School District,2025,Non-High Needs,98.0,95.0,96.9
Wolcott School District,2025,High Needs,72.0,68.0,94.4
Wolcott School District,2025,Non-High Needs,87.0,84.0,96.6
