District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Naugatuck School District,2016,High Needs,194.0,155.0,79.9
Naugatuck School District,2016,Non-High Needs,116.0,109.0,94.0
New Britain School District,2016,High Needs,569.0,387.0,68.0
New Britain School District,2016,Non-High Needs,76.0,67.0,88.2
New Canaan School District,2016,High Needs,45.0,41.0,91.1
New Canaan School District,2016,Non-High Needs,235.0,234.0,99.6
New Fairfield School District,2016,High Needs,45.0,39.0,86.7
New Fairfield School District,2016,Non-High Needs,198.0,198.0,100.0
New Haven School District,2016,High Needs,1178.0,892.0,75.7
New Haven School District,2016,Non-High Needs,269.0,230.0,85.5
New London School District,2016,High Needs,192.0,135.0,70.3
New London School District,2016,Non-High Needs,51.0,45.0,88.2
New Milford School District,2016,High Needs,96.0,75.0,78.1
New Milford School District,2016,Non-High Needs,246.0,238.0,96.7
Newington School District,2016,High Needs,121.0,101.0,83.5
Newington School District,2016,Non-High Needs,189.0,186.0,98.4
Newtown School District,2016,High Needs,72.0,57.0,79.2
Newtown School District,2016,Non-High Needs,352.0,348.0,98.9
North Branford School District,2016,High Needs,51.0,41.0,80.4
North Branford School District,2016,Non-High Needs,93.0,92.0,98.9
North Haven School District,2016,High Needs,68.0,54.0,79.4
North Haven School District,2016,Non-High Needs,198.0,196.0,99.0
North Stonington School District,2016,High Needs,21.0,14.0,66.7
North Stonington School District,2016,Non-High Needs,28.0,28.0,100.0
Norwalk School District,2016,High Needs,464.0,394.0,84.9
Norwalk School District,2016,Non-High Needs,349.0,341.0,97.7
Norwich Free Academy District,2016,High Needs,346.0,261.0,75.4
Norwich Free Academy District,2016,Non-High Needs,232.0,219.0,94.4
Old Saybrook School District,2016,High Needs,41.0,34.0,82.9
Old Saybrook School District,2016,Non-High Needs,94.0,91.0,96.8
Oxford School District,2016,High Needs,33.0,27.0,81.8
Oxford School District,2016,Non-High Needs,110.0,106.0,96.4
Path Academy District,2016,High Needs,,,
Path Academy District,2016,Non-High Needs,,,
Plainfield School District,2016,High Needs,110.0,78.0,70.9
Plainfield School District,2016,Non-High Needs,87.0,84.0,96.6
Plainville School District,2016,High Needs,76.0,58.0,76.3
Plainville School District,2016,Non-High Needs,125.0,125.0,100.0
Plymouth School District,2016,High Needs,53.0,43.0,81.1
Plymouth School District,2016,Non-High Needs,53.0,50.0,94.3
Portland School District,2016,High Needs,25.0,21.0,84.0
Portland School District,2016,Non-High Needs,64.0,64.0,100.0
Putnam School District,2016,High Needs,53.0,48.0,90.6
Putnam School District,2016,Non-High Needs,19.0,19.0,
Regional School District 01,2016,High Needs,36.0,34.0,94.4
Regional School District 01,2016,Non-High Needs,64.0,62.0,96.9
Regional School District 04,2016,High Needs,42.0,39.0,92.9
Regional School District 04,2016,Non-High Needs,108.0,108.0,100.0
Regional School District 05,2016,High Needs,82.0,63.0,76.8
Regional School District 05,2016,Non-High Needs,315.0,313.0,99.4
Regional School District 06,2016,High Needs,31.0,28.0,90.3
Regional School District 06,2016,Non-High Needs,71.0,71.0,100.0
Regional School District 07,2016,High Needs,53.0,42.0,79.2
Regional School District 07,2016,Non-High Needs,138.0,137.0,99.3
Regional School District 08,2016,High Needs,59.0,45.0,76.3
Regional School District 08,2016,Non-High Needs,202.0,195.0,96.5
Regional School District 09,2016,High Needs,45.0,38.0,84.4
Regional School District 09,2016,Non-High Needs,209.0,205.0,98.1
Regional School District 10,2016,High Needs,42.0,34.0,81.0
Regional School District 10,2016,Non-High Needs,154.0,153.0,99.4
Regional School District 11,2016,High Needs,20.0,14.0,70.0
Regional School District 11,2016,Non-High Needs,13.0,12.0,
Regional School District 12,2016,High Needs,19.0,18.0,
Regional School District 12,2016,Non-High Needs,59.0,58.0,98.3
Regional School District 13,2016,High Needs,50.0,36.0,72.0
Regional School District 13,2016,Non-High Needs,99.0,99.0,100.0
Regional School District 14,2016,High Needs,36.0,31.0,86.1
Regional School District 14,2016,Non-High Needs,149.0,148.0,99.3
Regional School District 15,2016,High Needs,66.0,52.0,78.8
Regional School District 15,2016,Non-High Needs,223.0,221.0,99.1
Regional School District 16,2016,High Needs,59.0,50.0,84.7
Regional School District 16,2016,Non-High Needs,127.0,125.0,98.4
Regional School District 17,2016,High Needs,38.0,33.0,86.8
Regional School District 17,2016,Non-High Needs,111.0,109.0,98.2
Regional School District 18,2016,High Needs,20.0,15.0,75.0
Regional School District 18,2016,Non-High Needs,83.0,83.0,100.0
Regional School District 19,2016,High Needs,101.0,79.0,78.2
Regional School District 19,2016,Non-High Needs,187.0,186.0,99.5
Ridgefield School District,2016,High Needs,64.0,56.0,87.5
Ridgefield School District,2016,Non-High Needs,366.0,361.0,98.6
Rocky Hill School District,2016,High Needs,56.0,43.0,76.8
Rocky Hill School District,2016,Non-High Needs,127.0,127.0,100.0
Seymour School District,2016,High Needs,61.0,56.0,91.8
Seymour School District,2016,Non-High Needs,105.0,102.0,97.1
Shelton School District,2016,High Needs,137.0,108.0,78.8
Shelton School District,2016,Non-High Needs,279.0,273.0,97.8
Simsbury School District,2016,High Needs,80.0,63.0,78.8
Simsbury School District,2016,Non-High Needs,286.0,285.0,99.7
Somers School District,2016,High Needs,33.0,25.0,75.8
Somers School District,2016,Non-High Needs,92.0,91.0,98.9
South Windsor School District,2016,High Needs,73.0,56.0,76.7
South Windsor School District,2016,Non-High Needs,252.0,249.0,98.8
Southington School District,2016,High Needs,143.0,114.0,79.7
Southington School District,2016,Non-High Needs,355.0,352.0,99.2
Stafford School District,2016,High Needs,42.0,34.0,81.0
Stafford School District,2016,Non-High Needs,72.0,69.0,95.8
Stamford Academy District,2016,High Needs,53.0,15.0,28.3
Stamford Academy District,2016,Non-High Needs,,,
Stamford School District,2016,High Needs,731.0,609.0,83.3
Stamford School District,2016,Non-High Needs,460.0,445.0,96.7
Stonington School District,2016,High Needs,54.0,44.0,81.5
Stonington School District,2016,Non-High Needs,140.0,136.0,97.1
Stratford School District,2016,High Needs,335.0,280.0,83.6
Stratford School District,2016,Non-High Needs,252.0,245.0,97.2
Suffield School District,2016,High Needs,47.0,38.0,80.9
Suffield School District,2016,Non-High Needs,163.0,159.0,97.5
The Bridge Academy District,2016,High Needs,,,
The Bridge Academy District,2016,Non-High Needs,,,
The Gilbert School District,2016,High Needs,60.0,45.0,75.0
The Gilbert School District,2016,Non-High Needs,41.0,40.0,97.6
The Woodstock Academy District,2016,High Needs,35.0,33.0,94.3
The Woodstock Academy District,2016,Non-High Needs,209.0,207.0,99.0
Thomaston School District,2016,High Needs,24.0,23.0,95.8
Thomaston School District,2016,Non-High Needs,28.0,28.0,100.0
Thompson School District,2016,High Needs,35.0,32.0,91.4
Thompson School District,2016,Non-High Needs,39.0,39.0,100.0
Tolland School District,2016,High Needs,50.0,40.0,80.0
Tolland School District,2016,Non-High Needs,167.0,165.0,98.8
Torrington School District,2016,High Needs,167.0,117.0,70.1
Torrington School District,2016,Non-High Needs,122.0,119.0,97.5
Trumbull School District,2016,High Needs,101.0,92.0,91.1
Trumbull School District,2016,Non-High Needs,435.0,434.0,99.8
Unified School District #1,2016,High Needs,,,
Unified School District #1,2016,Non-High Needs,,,
Unified School District #2,2016,High Needs,49.0,13.0,26.5
Unified School District #2,2016,Non-High Needs,,,
Vernon School District,2016,High Needs,109.0,63.0,57.8
Vernon School District,2016,Non-High Needs,99.0,95.0,96.0
Wallingford School District,2016,High Needs,189.0,147.0,77.8
Wallingford School District,2016,Non-High Needs,368.0,361.0,98.1
Waterbury School District,2016,High Needs,1092.0,772.0,70.7
Waterbury School District,2016,Non-High Needs,190.0,168.0,88.4
Waterford School District,2016,High Needs,67.0,55.0,82.1
Waterford School District,2016,Non-High Needs,120.0,119.0,99.2
Watertown School District,2016,High Needs,85.0,79.0,92.9
Watertown School District,2016,Non-High Needs,142.0,139.0,97.9
West Hartford School District,2016,High Needs,279.0,238.0,85.3
West Hartford School District,2016,Non-High Needs,496.0,490.0,98.8
West Haven School District,2016,High Needs,329.0,238.0,72.3
West Haven School District,2016,Non-High Needs,136.0,122.0,89.7
Westbrook School District,2016,High Needs,21.0,17.0,81.0
Westbrook School District,2016,Non-High Needs,42.0,42.0,100.0
Weston School District,2016,High Needs,30.0,29.0,96.7
Weston School District,2016,Non-High Needs,174.0,174.0,100.0
Westport School District,2016,High Needs,94.0,84.0,89.4
Westport School District,2016,Non-High Needs,386.0,385.0,99.7
Wethersfield School District,2016,High Needs,95.0,75.0,78.9
Wethersfield School District,2016,Non-High Needs,216.0,216.0,100.0
Wilton School District,2016,High Needs,58.0,50.0,86.2
Wilton School District,2016,Non-High Needs,284.0,282.0,99.3
Windham School District,2016,High Needs,125.0,95.0,76.0
Windham School District,2016,Non-High Needs,25.0,24.0,96.0
Windsor Locks School District,2016,High Needs,79.0,63.0,79.7
Windsor Locks School District,2016,Non-High Needs,65.0,62.0,95.4
Windsor School District,2016,High Needs,143.0,109.0,76.2
Windsor School District,2016,Non-High Needs,132.0,128.0,97.0
Wolcott School District,2016,High Needs,86.0,74.0,86.0
Wolcott School District,2016,Non-High Needs,133.0,131.0,98.5
