District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Achievement First Bridgeport Academy District,2016,High Needs,,,
Achievement First Bridgeport Academy District,2016,Non-High Needs,,,
Achievement First Hartford Academy District,2016,High Needs,35.0,30.0,85.7
Achievement First Hartford Academy District,2016,Non-High Needs,,,
Amistad Academy District,2016,High Needs,,,
Amistad Academy District,2016,Non-High Needs,,,
Ansonia School District,2016,High Needs,96.0,72.0,75.0
Ansonia School District,2016,Non-High Needs,42.0,40.0,95.2
Avon School District,2016,High Needs,42.0,37.0,88.1
Avon School District,2016,Non-High Needs,198.0,196.0,99.0
Berlin School District,2016,High Needs,61.0,49.0,80.3
Berlin School District,2016,Non-High Needs,188.0,187.0,99.5
Bethel School District,2016,High Needs,82.0,72.0,87.8
Bethel School District,2016,Non-High Needs,169.0,165.0,97.6
Bloomfield School District,2016,High Needs,95.0,82.0,86.3
Bloomfield School District,2016,Non-High Needs,61.0,60.0,98.4
Bolton School District,2016,High Needs,16.0,12.0,
Bolton School District,2016,Non-High Needs,69.0,66.0,95.7
Branford School District,2016,High Needs,100.0,86.0,86.0
Branford School District,2016,Non-High Needs,156.0,154.0,98.7
Bridgeport School District,2016,High Needs,,,
Bridgeport School District,2016,Non-High Needs,,,
Bristol School District,2016,High Needs,371.0,272.0,73.3
Bristol School District,2016,Non-High Needs,288.0,276.0,95.8
Brookfield School District,2016,High Needs,49.0,44.0,89.8
Brookfield School District,2016,Non-High Needs,166.0,164.0,98.8
Canton School District,2016,High Needs,31.0,28.0,90.3
Canton School District,2016,Non-High Needs,75.0,74.0,98.7
Capital Preparatory Harbor School District,2016,High Needs,8.0,,
Capital Preparatory Harbor School District,2016,Non-High Needs,,,
Capitol Region Education Council,2016,High Needs,294.0,268.0,91.2
Capitol Region Education Council,2016,Non-High Needs,131.0,125.0,95.4
Cheshire School District,2016,High Needs,102.0,89.0,87.3
Cheshire School District,2016,Non-High Needs,285.0,282.0,98.9
Clinton School District,2016,High Needs,47.0,33.0,70.2
Clinton School District,2016,Non-High Needs,93.0,90.0,96.8
Colchester School District,2016,High Needs,63.0,54.0,85.7
Colchester School District,2016,Non-High Needs,151.0,148.0,98.0
Common Ground High School District,2016,High Needs,28.0,25.0,89.3
Common Ground High School District,2016,Non-High Needs,6.0,6.0,
Connecticut Technical Education and Career System,2016,High Needs,1627.0,1578.0,97.0
Connecticut Technical Education and Career System,2016,Non-High Needs,844.0,822.0,97.4
Coventry School District,2016,High Needs,44.0,34.0,77.3
Coventry School District,2016,Non-High Needs,86.0,83.0,96.5
Cromwell School District,2016,High Needs,42.0,36.0,85.7
Cromwell School District,2016,Non-High Needs,101.0,97.0,96.0
Danbury School District,2016,High Needs,465.0,308.0,66.2
Danbury School District,2016,Non-High Needs,301.0,282.0,93.7
Darien School District,2016,High Needs,60.0,56.0,93.3
Darien School District,2016,Non-High Needs,272.0,271.0,99.6
Department of Mental Health and Addiction Services,2016,High Needs,,,
Department of Mental Health and Addiction Services,2016,Non-High Needs,,,
Derby School District,2016,High Needs,72.0,52.0,72.2
Derby School District,2016,Non-High Needs,25.0,22.0,88.0
East Granby School District,2016,High Needs,19.0,18.0,
East Granby School District,2016,Non-High Needs,53.0,53.0,100.0
East Haddam School District,2016,High Needs,24.0,21.0,87.5
East Haddam School District,2016,Non-High Needs,56.0,55.0,98.2
East Hampton School District,2016,High Needs,32.0,26.0,81.3
East Hampton School District,2016,Non-High Needs,119.0,117.0,98.3
East Hartford School District,2016,High Needs,425.0,366.0,86.1
East Hartford School District,2016,Non-High Needs,118.0,115.0,97.5
East Haven School District,2016,High Needs,150.0,98.0,65.3
East Haven School District,2016,Non-High Needs,90.0,79.0,87.8
East Lyme School District,2016,High Needs,64.0,51.0,79.7
East Lyme School District,2016,Non-High Needs,195.0,190.0,97.4
East Windsor School District,2016,High Needs,37.0,31.0,83.8
East Windsor School District,2016,Non-High Needs,41.0,37.0,90.2
Eastern Connecticut Regional Educational Service Center (EASTCONN),2016,High Needs,43.0,34.0,79.1
Eastern Connecticut Regional Educational Service Center (EASTCONN),2016,Non-High Needs,30.0,26.0,86.7
Ellington School District,2016,High Needs,36.0,32.0,88.9
Ellington School District,2016,Non-High Needs,151.0,149.0,98.7
Elm City College Preparatory School District,2016,High Needs,,,
Elm City College Preparatory School District,2016,Non-High Needs,,,
Enfield School District,2016,High Needs,219.0,164.0,74.9
Enfield School District,2016,Non-High Needs,228.0,214.0,93.9
Explorations District,2016,High Needs,16.0,12.0,
Explorations District,2016,Non-High Needs,11.0,8.0,
Fairfield School District,2016,High Needs,202.0,167.0,82.7
Fairfield School District,2016,Non-High Needs,558.0,552.0,98.9
Farmington School District,2016,High Needs,83.0,71.0,85.5
Farmington School District,2016,Non-High Needs,255.0,252.0,98.8
Glastonbury School District,2016,High Needs,118.0,102.0,86.4
Glastonbury School District,2016,Non-High Needs,419.0,419.0,100.0
Granby School District,2016,High Needs,36.0,34.0,94.4
Granby School District,2016,Non-High Needs,158.0,157.0,99.4
Greenwich School District,2016,High Needs,195.0,166.0,85.1
Greenwich School District,2016,Non-High Needs,439.0,432.0,98.4
Griswold School District,2016,High Needs,72.0,54.0,75.0
Griswold School District,2016,Non-High Needs,78.0,76.0,97.4
Groton School District,2016,High Needs,148.0,118.0,79.7
Groton School District,2016,Non-High Needs,118.0,111.0,94.1
Guilford School District,2016,High Needs,73.0,57.0,78.1
Guilford School District,2016,Non-High Needs,178.0,177.0,99.4
Hamden School District,2016,High Needs,252.0,200.0,79.4
Hamden School District,2016,Non-High Needs,213.0,207.0,97.2
Hartford School District,2016,High Needs,1313.0,887.0,67.6
Hartford School District,2016,Non-High Needs,202.0,184.0,91.1
Jumoke Academy District,2016,High Needs,7.0,,
Jumoke Academy District,2016,Non-High Needs,,,
Killingly School District,2016,High Needs,117.0,78.0,66.7
Killingly School District,2016,Non-High Needs,93.0,89.0,95.7
Learn,2016,High Needs,116.0,105.0,90.5
Learn,2016,Non-High Needs,77.0,77.0,100.0
Lebanon School District,2016,High Needs,28.0,24.0,85.7
Lebanon School District,2016,Non-High Needs,74.0,73.0,98.6
Ledyard School District,2016,High Needs,79.0,62.0,78.5
Ledyard School District,2016,Non-High Needs,153.0,148.0,96.7
Litchfield School District,2016,High Needs,21.0,18.0,85.7
Litchfield School District,2016,Non-High Needs,64.0,64.0,100.0
Madison School District,2016,High Needs,55.0,50.0,90.9
Madison School District,2016,Non-High Needs,247.0,245.0,99.2
Manchester School District,2016,High Needs,274.0,209.0,76.3
Manchester School District,2016,Non-High Needs,133.0,129.0,97.0
Meriden School District,2016,High Needs,471.0,294.0,62.4
Meriden School District,2016,Non-High Needs,140.0,131.0,93.6
Middletown School District,2016,High Needs,199.0,157.0,78.9
Middletown School District,2016,Non-High Needs,135.0,132.0,97.8
Milford School District,2016,High Needs,184.0,152.0,82.6
Milford School District,2016,Non-High Needs,298.0,293.0,98.3
Monroe School District,2016,High Needs,56.0,55.0,98.2
Monroe School District,2016,Non-High Needs,234.0,232.0,99.1
Montville School District,2016,High Needs,92.0,77.0,83.7
Montville School District,2016,Non-High Needs,88.0,87.0,98.9
