District,fiscal_year,exp_instructional_staff,exp_instructional_supplies,exp_instruction_media,exp_student_support,exp_admin_support,exp_plant,exp_transportation,exp_tuitioned_out,exp_other,total_expenditures
Achievement First Bridgeport Academy District,2017,6533198.0,358294.0,287946.0,1019097.0,3382613.0,549033.0,187903.0,0.0,628350.0,12946434.0
Achievement First Hartford Academy District,2017,8034637.0,530536.0,489447.0,1289636.0,4413571.0,26806.0,20518.0,0.0,27379.0,14832530.0
Amistad Academy District,2017,6685796.0,339138.0,347446.0,1187988.0,3385712.0,602977.0,224078.0,0.0,617968.0,13391103.0
Andover School District,2017,2706016.0,54327.0,212934.0,148730.0,564890.0,1154753.0,155660.0,99282.0,6841.0,5103433.0
Ansonia School District,2017,21251399.0,938392.0,157811.0,1082550.0,3732934.0,2629935.0,2439004.0,5271316.0,0.0,37503341.0
Ashford School District,2017,4705553.0,308730.0,32815.0,241137.0,1036040.0,796439.0,481677.0,144083.0,77395.0,7823869.0
Avon School District,2017,33388240.0,788181.0,845665.0,3815103.0,5466716.0,4794818.0,2863595.0,3346826.0,1036102.0,56345246.0
Barkhamsted School District,2017,2581050.0,54260.0,166826.0,62645.0,540863.0,568392.0,286914.0,149394.0,2742.0,4413086.0
Berlin School District,2017,25180942.0,745193.0,1228946.0,4363119.0,5973744.0,5197182.0,2783676.0,2209168.0,1205175.0,48887145.0
Bethany School District,2017,4030547.0,489651.0,148155.0,210093.0,927037.0,646606.0,381831.0,58198.0,0.0,6892118.0
Bethel School District,2017,27153841.0,544919.0,3781511.0,3296317.0,4539449.0,3940631.0,2630606.0,1564274.0,850242.0,48301790.0
Bloomfield School District,2017,24827047.0,691543.0,1045189.0,3047484.0,8018464.0,5805982.0,3130588.0,3835148.0,663031.0,51064476.0
Bolton School District,2017,7764043.0,194326.0,594195.0,948394.0,2025011.0,1440823.0,700457.0,670510.0,183366.0,14521125.0
Booker T. Washington Academy District,2017,1747553.0,229325.0,112383.0,221177.0,575683.0,148957.0,43824.0,0.0,1725.0,3080627.0
Bozrah School District,2017,2530821.0,145864.0,45647.0,249915.0,468382.0,437514.0,322651.0,237246.0,10880.0,4448920.0
Branford School District,2017,32129823.0,941591.0,3689070.0,2625348.0,5798368.0,4605797.0,3147641.0,2784052.0,1095817.0,56817507.0
Brass City Charter School District,2017,1856077.0,146007.0,13573.0,141899.0,489501.0,293077.0,7741.0,0.0,210556.0,3158431.0
Bridgeport School District,2017,162345581.0,6137950.0,6514603.0,22228858.0,36671249.0,26753034.0,20567826.0,24574425.0,780232.0,306573758.0
Bristol School District,2017,69459637.0,736199.0,4717061.0,8422483.0,9656361.0,10254607.0,8419430.0,6597266.0,2236629.0,120499673.0
Brookfield School District,2017,22859286.0,279448.0,2813284.0,2800716.0,5260401.0,2991132.0,2761978.0,1334185.0,647770.0,41748200.0
Brooklyn School District,2017,8109261.0,105545.0,329847.0,173984.0,1260692.0,1016398.0,1494261.0,1270694.0,71557.0,13832239.0
Canaan School District,2017,1197896.0,40570.0,61145.0,132268.0,332625.0,208878.0,147744.0,0.0,4031.0,2125157.0
Canterbury School District,2017,5197654.0,201391.0,110933.0,488757.0,917303.0,1137642.0,783820.0,617666.0,73891.0,9529057.0
Canton School District,2017,13668249.0,494520.0,569560.0,3622859.0,3362834.0,2378419.0,1496809.0,935909.0,587487.0,27116646.0
Capital Preparatory Harbor School District,2017,1100605.0,35162.0,239573.0,54832.0,788249.0,335231.0,78674.0,0.0,121294.0,2753620.0
Chaplin School District,2017,2249668.0,56429.0,140402.0,228392.0,493208.0,275701.0,253051.0,201414.0,6034.0,3904299.0
Cheshire School District,2017,41774727.0,933582.0,2711485.0,4114910.0,6753193.0,7151229.0,3985528.0,1984609.0,981921.0,70391184.0
Chester School District,2017,2265053.0,86717.0,45562.0,691236.0,635498.0,496392.0,146527.0,11574.0,63686.0,4442245.0
Clinton School District,2017,21261002.0,487562.0,693959.0,2223173.0,3155273.0,2375502.0,1488792.0,945581.0,125102.0,32755946.0
Colchester School District,2017,21879115.0,664899.0,795598.0,3267043.0,4852811.0,3697036.0,2549673.0,3009967.0,451553.0,41167695.0
Colebrook School District,2017,1170467.0,11562.0,31830.0,40981.0,326189.0,134419.0,135431.0,144292.0,22010.0,2017181.0
Columbia School District,2017,3706985.0,74044.0,107443.0,1745861.0,1003532.0,413242.0,818722.0,1073605.0,389794.0,9333228.0
Common Ground High School District,2017,1336910.0,45918.0,232739.0,557231.0,613230.0,230937.0,250.0,0.0,174308.0,3191523.0
Cornwall School District,2017,1778189.0,72761.0,115748.0,155610.0,445422.0,391041.0,276798.0,44583.0,1081.0,3281233.0
Coventry School District,2017,17522964.0,708951.0,392830.0,1791538.0,2760917.0,2192969.0,1896980.0,1782354.0,0.0,29049503.0
Cromwell School District,2017,16642016.0,890975.0,407089.0,2069136.0,3567950.0,3003320.0,1512192.0,2526543.0,485416.0,31104637.0
Danbury School District,2017,94745941.0,4388264.0,2310572.0,6256583.0,15373893.0,10892247.0,8798880.0,3044461.0,1213615.0,147024456.0
Darien School District,2017,59408805.0,2219001.0,4753628.0,2920281.0,8499507.0,9359186.0,3435487.0,6693541.0,1618027.0,98907463.0
Deep River School District,2017,3117138.0,101900.0,56775.0,856608.0,760100.0,458443.0,224024.0,338626.0,85217.0,5998831.0
Derby School District,2017,14885393.0,589407.0,15758.0,1493987.0,2858872.0,2611813.0,1218466.0,1894450.0,299724.0,25867870.0
East Granby School District,2017,9865784.0,367906.0,948641.0,657938.0,1974494.0,1662478.0,671093.0,1323451.0,178376.0,17650161.0
East Haddam School District,2017,11797151.0,503159.0,463805.0,1206136.0,2621580.0,2362143.0,1178390.0,949028.0,57324.0,21138716.0
East Hampton School District,2017,18779837.0,399391.0,658872.0,2081947.0,3564419.0,2207643.0,1332218.0,1308341.0,14467.0,30347135.0
East Hartford School District,2017,67116600.0,1762181.0,2397557.0,11055025.0,14225657.0,13104443.0,5874662.0,7680905.0,91052.0,123308082.0
East Haven School District,2017,29575693.0,1098178.0,1444036.0,4275833.0,5696597.0,3584211.0,3198404.0,5529648.0,841324.0,55243924.0
East Lyme School District,2017,28173839.0,312006.0,2111149.0,2821146.0,4562243.0,5626237.0,1853938.0,693485.0,928053.0,47082096.0
