District,fiscal_year,exp_instructional_staff,exp_instructional_supplies,exp_instruction_media,exp_student_support,exp_admin_support,exp_plant,exp_transportation,exp_tuitioned_out,exp_other,total_expenditures
Odyssey Community School District,2016,2236777.0,50068.0,72978.0,54813.0,650776.0,512498.0,0.0,0.0,0.0,3577910.0
Old Saybrook School District,2016,13172834.0,766440.0,1235296.0,1648174.0,2465983.0,3924315.0,1385011.0,1170035.0,648174.0,26416262.0
Orange School District,2016,10682267.0,1045577.0,767155.0,2071024.0,2823751.0,1906542.0,1055331.0,612053.0,147797.0,21111497.0
Oxford School District,2016,16923852.0,528914.0,276443.0,2234088.0,3433264.0,1963351.0,1907483.0,1483263.0,611453.0,29362111.0
Park City Prep Charter School District,2016,1492589.0,126160.0,213514.0,252947.0,855458.0,800810.0,0.0,0.0,188780.0,3930258.0
Path Academy District,2016,775706.0,56989.0,81116.0,394065.0,341520.0,184923.0,4755.0,0.0,115240.0,1954314.0
Plainfield School District,2016,19064798.0,643037.0,789601.0,2763614.0,3734949.0,3915968.0,2949519.0,2504004.0,443399.0,36808889.0
Plainville School District,2016,23616806.0,906220.0,1248673.0,1717991.0,3949947.0,3176714.0,2307399.0,1423695.0,0.0,38347445.0
Plymouth School District,2016,13260404.0,753874.0,507756.0,1743002.0,2119994.0,1859721.0,1804838.0,1811598.0,1385759.0,25246946.0
Pomfret School District,2016,4442622.0,143277.0,218456.0,141465.0,785308.0,623603.0,705734.0,851227.0,16863.0,7928555.0
Portland School District,2016,11176671.0,635909.0,593224.0,1290281.0,2073076.0,2858076.0,981505.0,978287.0,427391.0,21014420.0
Preston School District,2016,5401385.0,104474.0,104646.0,277383.0,808710.0,690297.0,1006535.0,1192651.0,33750.0,9619831.0
Putnam School District,2016,10368283.0,332041.0,225540.0,2459988.0,2237362.0,1860889.0,1280820.0,1766774.0,254703.0,20786400.0
Redding School District,2016,15182432.0,277597.0,555026.0,220986.0,1863334.0,2241540.0,1269671.0,299474.0,5265.0,21915325.0
Regional School District 01,2016,5138726.0,294464.0,674344.0,844521.0,1130575.0,1271606.0,245152.0,803673.0,434615.0,10837676.0
Regional School District 04,2016,8498119.0,192734.0,359492.0,1051656.0,2214406.0,1892417.0,846102.0,1242010.0,926199.0,17223135.0
Regional School District 05,2016,20663032.0,591085.0,1181652.0,2742111.0,5879223.0,3782007.0,2659708.0,3137961.0,1013776.0,41650555.0
Regional School District 06,2016,9682963.0,407494.0,771270.0,1374583.0,2345609.0,1925709.0,1041117.0,458346.0,370088.0,18377179.0
Regional School District 07,2016,10473801.0,364511.0,247979.0,828205.0,2117246.0,1963595.0,1735166.0,1307460.0,505497.0,19543460.0
Regional School District 08,2016,13239600.0,291203.0,900364.0,1900635.0,3033131.0,2768445.0,1620513.0,1639256.0,642838.0,26035985.0
Regional School District 09,2016,13857444.0,331605.0,456627.0,141563.0,1663328.0,1959417.0,1412372.0,1915128.0,75.0,21737559.0
Regional School District 10,2016,20298325.0,1019500.0,2374577.0,2218098.0,3549740.0,3997997.0,2351992.0,1728242.0,0.0,37538471.0
Regional School District 11,2016,2762402.0,81278.0,116258.0,404188.0,1014186.0,617652.0,503206.0,869221.0,229359.0,6597750.0
Regional School District 12,2016,9741038.0,515637.0,1155037.0,1746962.0,2186788.0,3448472.0,1545572.0,420497.0,442443.0,21202446.0
Regional School District 13,2016,18887552.0,364579.0,1121983.0,3203580.0,4699873.0,3940927.0,1846545.0,1048339.0,644398.0,35757776.0
Regional School District 14,2016,16238735.0,457851.0,1918750.0,3070076.0,3240426.0,3954295.0,1849070.0,985078.0,793767.0,32508048.0
Regional School District 15,2016,36760235.0,479689.0,1335235.0,6289855.0,6234272.0,6345886.0,4329245.0,3010285.0,1398620.0,66183322.0
Regional School District 16,2016,18473676.0,550799.0,2053659.0,2142474.0,4484622.0,4525185.0,2490329.0,1374742.0,599427.0,36694913.0
Regional School District 17,2016,20761634.0,566627.0,515405.0,2112796.0,4528426.0,5206600.0,3267993.0,1798164.0,852529.0,39610174.0
Regional School District 18,2016,13868259.0,439795.0,1454958.0,1918048.0,3345008.0,3980796.0,1545557.0,1019824.0,593421.0,28165666.0
Regional School District 19,2016,12071095.0,453440.0,277906.0,1314295.0,2717279.0,1881434.0,1457826.0,1133808.0,848046.0,22155129.0
Ridgefield School District,2016,51230932.0,960248.0,5654299.0,5019982.0,7248031.0,9073330.0,4761675.0,3629789.0,1427867.0,89006153.0
Rocky Hill School District,2016,23617340.0,635027.0,2439286.0,2727352.0,3203500.0,4782911.0,1770203.0,2174862.0,0.0,41350481.0
Salem School District,2016,3036708.0,58444.0,70054.0,1111896.0,1191802.0,952452.0,869382.0,1129202.0,58.0,8419998.0
Salisbury School District,2016,3898598.0,98080.0,202757.0,276947.0,637373.0,845636.0,485967.0,0.0,2425.0,6447783.0
Scotland School District,2016,1316090.0,39827.0,194199.0,244833.0,382041.0,270109.0,186005.0,77900.0,8400.0,2719404.0
Seymour School District,2016,17977953.0,560527.0,966813.0,2404706.0,4397751.0,3735814.0,1951268.0,2041503.0,530118.0,34566453.0
Sharon School District,2016,2739925.0,78576.0,68824.0,405149.0,639049.0,624239.0,367288.0,0.0,21605.0,4944655.0
Shelton School District,2016,43538374.0,1085173.0,2035263.0,2728337.0,6850592.0,7886765.0,4350951.0,2805712.0,822037.0,72103204.0
Sherman School District,2016,4325737.0,133127.0,429254.0,52657.0,571467.0,564632.0,522931.0,330763.0,62356.0,6992924.0
Side By Side Charter School District,2016,1627127.0,80697.0,4306.0,286316.0,610162.0,792649.0,0.0,0.0,0.0,3401257.0
Simsbury School District,2016,40342767.0,1271864.0,3943592.0,4916675.0,6074290.0,7283468.0,3093291.0,2364010.0,745361.0,70035318.0
Somers School District,2016,12835478.0,770633.0,599400.0,1515060.0,1987041.0,2448864.0,1014835.0,932939.0,316390.0,22420640.0
South Windsor School District,2016,39763028.0,1068339.0,4691659.0,5770002.0,7538740.0,6739406.0,3401376.0,4098552.0,1811449.0,74882551.0
Southington School District,2016,56718266.0,1471189.0,1117715.0,6885145.0,10248790.0,8662058.0,4129732.0,4940002.0,906382.0,95079279.0
Sprague School District,2016,2913607.0,157624.0,9160.0,286849.0,822654.0,388149.0,397879.0,406436.0,28620.0,5410978.0
Stafford School District,2016,15836440.0,512958.0,695916.0,1709518.0,3417494.0,3040398.0,2189235.0,1301943.0,238282.0,28942184.0
Stamford Academy District,2016,1011081.0,29081.0,0.0,548073.0,1392044.0,29779.0,62684.0,0.0,83014.0,3155756.0
Stamford Charter School for Excellence District,2016,1106588.0,1252384.0,302629.0,36366.0,272045.0,0.0,0.0,0.0,23576.0,2993588.0
Stamford School District,2016,164709686.0,3344488.0,17514674.0,17274107.0,33946389.0,25334644.0,13950699.0,15225807.0,0.0,291300494.0
Sterling School District,2016,3582186.0,196264.0,234546.0,157588.0,679500.0,513574.0,660026.0,796732.0,30834.0,6851250.0
Stonington School District,2016,19060424.0,427598.0,1822867.0,2304575.0,4352670.0,4362023.0,2239683.0,2695271.0,445110.0,37710221.0
Stratford School District,2016,60475209.0,1132036.0,2791996.0,11295533.0,10587730.0,9749776.0,5051529.0,6162447.0,1718406.0,108964662.0
Suffield School District,2016,21806699.0,1179589.0,646941.0,2539536.0,4210882.0,3495396.0,1466006.0,1773789.0,479478.0,37598316.0
The Bridge Academy District,2016,2213486.0,110179.0,31533.0,408771.0,424342.0,223692.0,3567.0,0.0,144346.0,3559916.0
Thomaston School District,2016,8114934.0,421735.0,28618.0,696903.0,2163961.0,1915814.0,1116443.0,1101658.0,198063.0,15758129.0
Thompson School District,2016,8912846.0,283911.0,250867.0,1285439.0,2473603.0,1878967.0,1066033.0,1938485.0,197020.0,18287171.0
Tolland School District,2016,22680373.0,718724.0,1562131.0,1514205.0,4522960.0,3918268.0,2400350.0,3488988.0,149889.0,40955888.0
Torrington School District,2016,40991127.0,691146.0,1522857.0,8150142.0,6268217.0,4819430.0,4555763.0,8148134.0,517141.0,75663957.0
Trailblazers Academy District,2016,976987.0,33721.0,0.0,560857.0,2018544.0,280546.0,4141.0,0.0,99833.0,3974629.0
Trumbull School District,2016,60226963.0,1548647.0,5138673.0,8554921.0,11994847.0,8232069.0,4990969.0,3824590.0,1239813.0,105751492.0
Union School District,2016,852060.0,60160.0,25603.0,94128.0,291694.0,134096.0,129655.0,43650.0,0.0,1631046.0
Vernon School District,2016,31064161.0,941057.0,2203315.0,3365114.0,6018702.0,5994782.0,3040804.0,3242681.0,536180.0,56406796.0
Voluntown School District,2016,2826914.0,152860.0,136529.0,452776.0,808572.0,1273920.0,481968.0,520180.0,57369.0,6711088.0
Wallingford School District,2016,57368706.0,962042.0,3816011.0,6396448.0,14057967.0,11530400.0,6912948.0,5383286.0,1778427.0,108206235.0
Waterbury School District,2016,175619311.0,4297538.0,21505533.0,9019889.0,24388508.0,21616936.0,13728740.0,7498850.0,10714129.0,288389434.0
Waterford School District,2016,27148214.0,1296250.0,507088.0,3192460.0,4515616.0,5102138.0,2501114.0,2648618.0,903352.0,47814850.0
Watertown School District,2016,22458366.0,449208.0,2654187.0,1447373.0,5214592.0,5034887.0,2467604.0,2085949.0,53536.0,41865702.0
West Hartford School District,2016,87139086.0,2375629.0,7401561.0,10429051.0,18767835.0,13786248.0,7799188.0,7712753.0,1404971.0,156816322.0
West Haven School District,2016,50664434.0,1858137.0,3119967.0,5182074.0,6901142.0,15684749.0,5448564.0,10094567.0,1767747.0,100721381.0
Westbrook School District,2016,11285168.0,540330.0,403398.0,345855.0,1734538.0,2064582.0,643397.0,349833.0,735024.0,18102125.0
Weston School District,2016,25375898.0,352729.0,4325742.0,4479862.0,5141158.0,6033786.0,1760385.0,2313341.0,1203568.0,50986469.0
Westport School District,2016,66302803.0,3757196.0,2935136.0,10240227.0,11621278.0,12616521.0,5283260.0,2665861.0,1762536.0,117184818.0
Wethersfield School District,2016,33654815.0,1490828.0,1057370.0,4534486.0,4961406.0,6043012.0,3197442.0,5942890.0,637766.0,61520015.0
Willington School District,2016,4688388.0,146482.0,294133.0,469086.0,1195108.0,714636.0,635829.0,298199.0,1200.0,8443061.0
Wilton School District,2016,47962516.0,1075403.0,3938270.0,8182324.0,8521043.0,6668949.0,4002814.0,3214439.0,0.0,83565758.0
Winchester School District,2016,6757451.0,139036.0,512699.0,1107224.0,1602343.0,460007.0,1382270.0,1575655.0,0.0,13536685.0
Windham School District,2016,33085808.0,2042800.0,1417130.0,5404275.0,6636014.0,6297589.0,3558298.0,4952941.0,0.0,63394855.0
Windsor Locks School District,2016,19234324.0,795623.0,1159291.0,2041544.0,3273009.0,4241415.0,1307247.0,1314778.0,521788.0,33889019.0
Windsor School District,2016,35513886.0,1242265.0,2931988.0,5195577.0,8164178.0,5412656.0,4907091.0,6737510.0,735209.0,70840360.0
Wolcott School District,2016,21115657.0,818586.0,1155509.0,1484281.0,3698987.0,3595951.0,1974238.0,1072896.0,697727.0,35613832.0
Woodbridge School District,2016,8721056.0,306227.0,85929.0,420957.0,2302436.0,1533507.0,669153.0,491625.0,0.0,14530890.0
Woodstock School District,2016,6996020.0,266432.0,131422.0,707772.0,1025662.0,1702721.0,904636.0,809774.0,18420.0,12562859.0
