District,fiscal_year,exp_instructional_staff,exp_instructional_supplies,exp_instruction_media,exp_student_support,exp_admin_support,exp_plant,exp_transportation,exp_tuitioned_out,exp_other,total_expenditures
Highville Mustard Seed Charter School District,2006,988953.0,49465.0,81012.0,395536.0,570151.0,441445.0,0.0,0.0,126125.0,2652687.0
Integrated Day Charter School District,2006,1505308.0,80797.0,278644.0,29561.0,403463.0,312491.0,3675.0,0.0,69443.0,2683382.0
Interdistrict School for Arts and Comm District,2006,825545.0,59304.0,21853.0,40649.0,321307.0,165494.0,1364.0,0.0,16558.0,1452074.0
Jumoke Academy District,2006,1212614.0,101864.0,115344.0,480072.0,664857.0,299704.0,0.0,0.0,181.0,2874636.0
Kent School District,2006,2397011.0,86368.0,88614.0,208046.0,418207.0,415276.0,273978.0,0.0,26921.0,3914421.0
Killingly School District,2006,18535782.0,776323.0,1411895.0,1748891.0,3790077.0,3255277.0,1618208.0,1808285.0,15325.0,32960063.0
Lebanon School District,2006,8077172.0,483732.0,445178.0,1046952.0,1748143.0,1640741.0,885574.0,512994.0,175248.0,15015734.0
Ledyard School District,2006,18909607.0,714987.0,547567.0,1898497.0,3862425.0,2661388.0,1827574.0,1113310.0,417346.0,31952701.0
Lisbon School District,2006,4305739.0,150291.0,1575.0,89355.0,332984.0,700376.0,592004.0,212399.0,47435.0,6432158.0
Litchfield School District,2006,8502912.0,298911.0,812915.0,1307961.0,1403785.0,1298352.0,817329.0,367038.0,254236.0,15063439.0
Madison School District,2006,21494850.0,952372.0,1355368.0,2530860.0,3165781.0,4167856.0,2480657.0,1912345.0,946193.0,39006282.0
Manchester School District,2006,50595648.0,1151858.0,2093984.0,5903778.0,8929238.0,9828304.0,3363759.0,5498245.0,1209828.0,88574642.0
Mansfield School District,2006,11975834.0,442212.0,602739.0,1146939.0,2287937.0,1788634.0,878563.0,463786.0,77441.0,19664085.0
Marlborough School District,2006,4328835.0,175213.0,211769.0,156384.0,723333.0,572640.0,318734.0,89596.0,0.0,6576504.0
Meriden School District,2006,58433335.0,1952541.0,1408180.0,7562710.0,10981593.0,10941416.0,4357287.0,10151959.0,680693.0,106469714.0
Middletown School District,2006,37682085.0,1179818.0,1237608.0,2923677.0,5091596.0,6526097.0,5123587.0,3430420.0,1072618.0,64267506.0
Milford School District,2006,58333388.0,3081269.0,1742824.0,2731146.0,7762441.0,9399845.0,2649499.0,2294940.0,1273649.0,89269001.0
Monroe School District,2006,26786660.0,583472.0,796837.0,3012028.0,4189386.0,4930743.0,2139805.0,1129597.0,450172.0,44018700.0
Montville School District,2006,20003431.0,1201244.0,818333.0,1971196.0,2841675.0,3225689.0,1909078.0,654686.0,435879.0,33061211.0
Naugatuck School District,2006,37007625.0,986142.0,463482.0,2976822.0,4428939.0,4830706.0,2385765.0,1197390.0,747617.0,55024488.0
New Beginnings Inc Family Academy District,2006,1519305.0,125082.0,173058.0,292978.0,575413.0,161680.0,51362.0,0.0,121548.0,3020426.0
New Britain School District,2006,78180576.0,3039277.0,3574110.0,4085819.0,9799966.0,9924331.0,8901616.0,7941136.0,263695.0,125710526.0
New Canaan School District,2006,32252665.0,704136.0,1304660.0,5186807.0,8925015.0,7384172.0,3286341.0,1417433.0,971994.0,61433223.0
New Fairfield School District,2006,18891445.0,673682.0,464384.0,2312374.0,3017061.0,2853296.0,1269396.0,590759.0,329335.0,30401732.0
New Hartford School District,2006,3989884.0,90155.0,46452.0,375837.0,753735.0,790398.0,570003.0,111559.0,14110.0,6742133.0
New Haven School District,2006,170061705.0,5452542.0,9187517.0,9703744.0,32161415.0,29587457.0,15147872.0,13391015.0,2398007.0,287091274.0
New London School District,2006,24145146.0,1234201.0,1062333.0,2830268.0,4974597.0,4469503.0,2018047.0,2445592.0,383518.0,43563205.0
New Milford School District,2006,31012345.0,771926.0,1132255.0,3265939.0,4754584.0,4939512.0,3882069.0,1781651.0,406451.0,51946732.0
Newington School District,2006,28398140.0,1186980.0,1752258.0,2850758.0,5280388.0,6467459.0,2141027.0,1619699.0,620305.0,50317014.0
Newtown School District,2006,32567682.0,1616667.0,1948481.0,4058426.0,5244806.0,7135626.0,4213326.0,1609877.0,724015.0,59118906.0
Norfolk School District,2006,1254969.0,23868.0,69709.0,45183.0,366447.0,344845.0,170369.0,59904.0,0.0,2335294.0
North Branford School District,2006,12624850.0,631520.0,1359849.0,2158812.0,2623519.0,2803245.0,1757890.0,1197439.0,492492.0,25649616.0
North Canaan School District,2006,2991950.0,125073.0,9548.0,220562.0,559885.0,504319.0,269804.0,0.0,0.0,4681141.0
North Haven School District,2006,21580081.0,614582.0,1194377.0,3271403.0,4642725.0,3431963.0,2482174.0,1990163.0,448487.0,39655955.0
North Stonington School District,2006,6704428.0,539456.0,125040.0,620288.0,1258352.0,1045594.0,847919.0,353002.0,0.0,11494079.0
Norwalk School District,2006,92563145.0,3383515.0,2033477.0,8477079.0,15345579.0,14385077.0,5256053.0,4706134.0,1338525.0,147488584.0
Norwich School District,2006,27104545.0,656601.0,330607.0,4224625.0,3403538.0,3587395.0,4430469.0,4630705.0,0.0,48368485.0
Odyssey Community School District,2006,760017.0,62743.0,62358.0,24951.0,164813.0,180545.0,0.0,0.0,0.0,1255427.0
Old Saybrook School District,2006,9847480.0,230358.0,1220863.0,1080953.0,1899065.0,1823926.0,744980.0,549263.0,345447.0,17742335.0
Orange School District,2006,9498516.0,401631.0,239233.0,1450653.0,1521883.0,1171678.0,772828.0,168979.0,39620.0,15265021.0
Oxford School District,2006,9376809.0,225704.0,287519.0,676590.0,2023367.0,1474939.0,1263771.0,905314.0,69103.0,16303116.0
Plainfield School District,2006,17287599.0,481532.0,656070.0,2320402.0,2905999.0,2966405.0,2165226.0,1761086.0,244329.0,30788648.0
Plainville School District,2006,17364592.0,594634.0,1142905.0,1387492.0,3103785.0,2769950.0,1659556.0,2091131.0,381576.0,30495621.0
Plymouth School District,2006,11467561.0,426923.0,402017.0,1486269.0,1820794.0,2048921.0,1969868.0,1591919.0,252623.0,21466895.0
Pomfret School District,2006,3523952.0,157836.0,86842.0,100812.0,384438.0,470171.0,513773.0,461836.0,0.0,5699660.0
Portland School District,2006,9199708.0,306375.0,718511.0,1084949.0,1721786.0,2299360.0,749843.0,488904.0,167370.0,16736806.0
Preston School District,2006,4163010.0,159753.0,0.0,384176.0,726204.0,664593.0,689277.0,646236.0,35941.0,7469190.0
Putnam School District,2006,8845079.0,400589.0,273224.0,1601299.0,1716807.0,1467524.0,557471.0,791862.0,252725.0,15906580.0
Redding School District,2006,11611990.0,289488.0,289325.0,253895.0,1501270.0,1796407.0,1193643.0,149690.0,1934.0,17087642.0
Regional School District 01,2006,4785655.0,212454.0,380720.0,623112.0,923597.0,1111948.0,135513.0,535284.0,331806.0,9040089.0
Regional School District 04,2006,6428519.0,273703.0,349848.0,712941.0,2286227.0,1388252.0,447798.0,572723.0,6629.0,12466640.0
Regional School District 05,2006,17074849.0,411666.0,1001134.0,1279061.0,4468829.0,2848070.0,1908249.0,1512638.0,722467.0,31226963.0
Regional School District 06,2006,7683626.0,240531.0,640844.0,1004393.0,1359693.0,1626992.0,731594.0,417328.0,157959.0,13862960.0
Regional School District 07,2006,8090904.0,540408.0,264689.0,725704.0,1575883.0,1775825.0,1168746.0,324488.0,313531.0,14780178.0
Regional School District 08,2006,10307220.0,271798.0,727456.0,989987.0,1627837.0,1718044.0,1072531.0,922932.0,271326.0,17909131.0
Regional School District 09,2006,9545378.0,337924.0,198601.0,123720.0,1243421.0,1643469.0,783215.0,915415.0,0.0,14791143.0
Regional School District 10,2006,15316925.0,825846.0,2114371.0,1679750.0,2374607.0,3201609.0,2036933.0,892836.0,0.0,28442877.0
Regional School District 11,2006,3234429.0,238414.0,82585.0,553994.0,765120.0,965734.0,332429.0,301742.0,149965.0,6624412.0
Regional School District 12,2006,9516560.0,703522.0,709293.0,1254031.0,1677937.0,2043246.0,1129891.0,283608.0,312975.0,17631063.0
Regional School District 13,2006,14501123.0,341524.0,1193661.0,2195875.0,2113788.0,3053458.0,1733018.0,780611.0,370941.0,26283999.0
Regional School District 14,2006,13809412.0,975039.0,800455.0,1881692.0,2478553.0,2520734.0,1365974.0,1370165.0,542773.0,25744797.0
Regional School District 15,2006,29073824.0,548989.0,1343999.0,4602204.0,4144196.0,5219121.0,2969917.0,798099.0,951975.0,49652324.0
Regional School District 16,2006,14093033.0,517904.0,1495012.0,1872371.0,2852259.0,2944522.0,1645022.0,970549.0,394135.0,26784807.0
Regional School District 17,2006,16535935.0,633382.0,914807.0,1626708.0,2759503.0,3534472.0,2020195.0,604590.0,450453.0,29080045.0
Regional School District 18,2006,11437106.0,463162.0,1055123.0,1510433.0,3115819.0,3404064.0,1087744.0,975024.0,495834.0,23544309.0
Regional School District 19,2006,8734982.0,276168.0,326504.0,1031531.0,1772742.0,1191663.0,1028124.0,804830.0,566820.0,15733364.0
Ridgefield School District,2006,38081215.0,1085661.0,3247087.0,3105124.0,5012749.0,8096360.0,4233476.0,1794077.0,975198.0,65630947.0
Rocky Hill School District,2006,16364666.0,490123.0,1301913.0,1542110.0,2152812.0,3256926.0,1118247.0,941626.0,37946.0,27206369.0
Salem School District,2006,4030752.0,287814.0,42248.0,134127.0,897428.0,760380.0,599619.0,336274.0,0.0,7088642.0
Salisbury School District,2006,3114444.0,99453.0,173119.0,184593.0,480943.0,594857.0,327244.0,0.0,2000.0,4976653.0
Scotland School District,2006,1171898.0,106444.0,14683.0,125618.0,287124.0,133383.0,166288.0,53288.0,2000.0,2060726.0
Seymour School District,2006,15204920.0,703495.0,627124.0,1858608.0,3715857.0,3033245.0,1152526.0,729053.0,432379.0,27457207.0
Sharon School District,2006,2239263.0,76170.0,128266.0,255522.0,468729.0,419968.0,244458.0,81675.0,29400.0,3943451.0
Shelton School District,2006,33647652.0,1152690.0,2610756.0,4507458.0,5486099.0,5936019.0,2738645.0,1284436.0,631978.0,57995733.0
Sherman School District,2006,3534979.0,83947.0,333959.0,37654.0,383161.0,387942.0,408150.0,341175.0,30755.0,5541722.0
Side By Side Charter School District,2006,1129396.0,35963.0,33701.0,266493.0,342737.0,224971.0,0.0,0.0,0.0,2033261.0
Simsbury School District,2006,32441930.0,1274486.0,2546156.0,3750329.0,4444437.0,5361173.0,2165179.0,1671315.0,656377.0,54311382.0
Somers School District,2006,10503388.0,311150.0,410136.0,869882.0,1584588.0,1598240.0,898629.0,641612.0,181908.0,16999533.0
South Windsor School District,2006,30691071.0,1496638.0,1789035.0,3539104.0,5201443.0,4715713.0,2934991.0,2546487.0,956581.0,53871063.0
Southington School District,2006,43264888.0,2207427.0,1249644.0,4930805.0,7375462.0,6838295.0,2885435.0,3433708.0,599212.0,72784876.0
Sprague School District,2006,2415114.0,155179.0,44667.0,217249.0,458206.0,348805.0,494696.0,654239.0,0.0,4788155.0
Stafford School District,2006,12788528.0,603602.0,359164.0,1391302.0,2441045.0,1997521.0,1606316.0,931658.0,54573.0,22173709.0
Stamford Academy District,2006,908794.0,53236.0,0.0,441121.0,352822.0,322914.0,13075.0,0.0,75374.0,2167336.0
Stamford School District,2006,127052181.0,5806921.0,10092895.0,12680697.0,25751273.0,19904833.0,10237227.0,5061716.0,0.0,216587743.0
Sterling School District,2006,3295936.0,237337.0,23718.0,167989.0,469468.0,369847.0,524207.0,308927.0,31845.0,5429274.0
Stonington School District,2006,15730626.0,355396.0,1672278.0,1880123.0,2525752.0,3227762.0,1739293.0,950801.0,387070.0,28469101.0
Stratford School District,2006,47644008.0,691785.0,2179431.0,6129591.0,6988053.0,8177821.0,4076293.0,4435837.0,1217194.0,81540013.0
Suffield School District,2006,15923774.0,340433.0,154023.0,1122348.0,2770462.0,2279211.0,906691.0,840755.0,141156.0,24478853.0
The Bridge Academy District,2006,842168.0,64898.0,13053.0,72252.0,232694.0,201340.0,24272.0,0.0,67556.0,1518233.0
Thomaston School District,2006,8145022.0,333644.0,26475.0,709320.0,1667312.0,1286213.0,833607.0,509796.0,179105.0,13690494.0
Thompson School District,2006,7610025.0,250741.0,240482.0,896937.0,2376704.0,1209645.0,929848.0,1032597.0,276252.0,14823231.0
Tolland School District,2006,17818712.0,766674.0,949966.0,2260947.0,2876916.0,2417364.0,1632377.0,1784687.0,343245.0,30850888.0
Torrington School District,2006,31063577.0,480122.0,1625630.0,3116718.0,5367047.0,5395600.0,2730258.0,3593872.0,559694.0,53932518.0
Trailblazers Academy District,2006,1074728.0,72930.0,0.0,355011.0,427523.0,278868.0,16119.0,0.0,99853.0,2325032.0
Trumbull School District,2006,43248941.0,1277800.0,3232198.0,5402765.0,8702167.0,7263418.0,3516839.0,1889273.0,979110.0,75512511.0
Union School District,2006,378605.0,20189.0,49280.0,58004.0,143035.0,61316.0,155242.0,1625.0,0.0,867296.0
Vernon School District,2006,27007020.0,889990.0,1383952.0,2867235.0,4079071.0,3874045.0,2044251.0,2738681.0,488157.0,45372402.0
Voluntown School District,2006,2077880.0,48498.0,24665.0,349687.0,516360.0,285529.0,428133.0,494853.0,40022.0,4265627.0
Wallingford School District,2006,43036059.0,940422.0,2491262.0,5021458.0,10677141.0,6096220.0,4586530.0,3692516.0,1187488.0,77729096.0
Waterbury School District,2006,113782896.0,4089964.0,21214204.0,10294848.0,15773001.0,18562063.0,9216418.0,6193492.0,7212198.0,206339084.0
Waterford School District,2006,20950684.0,1300546.0,640080.0,2494227.0,3569413.0,4473150.0,1855911.0,1612597.0,718815.0,37615423.0
Watertown School District,2006,18451281.0,240396.0,507827.0,1212114.0,3706066.0,3765675.0,1477453.0,646825.0,0.0,30007637.0
West Hartford School District,2006,64945491.0,1485960.0,6375497.0,6618859.0,11213598.0,12566068.0,4023618.0,2628548.0,1078977.0,110936616.0
West Haven School District,2006,44285524.0,959623.0,4543439.0,4746348.0,6672048.0,9395225.0,3718364.0,5721617.0,1117622.0,81159810.0
Westbrook School District,2006,6491300.0,414487.0,211353.0,953806.0,1292085.0,1270843.0,359610.0,144953.0,382045.0,11520482.0
Weston School District,2006,22135315.0,771429.0,1504402.0,2214099.0,3338328.0,5272535.0,1649295.0,1582690.0,966292.0,39434385.0
Westport School District,2006,44279205.0,1825942.0,4200483.0,5541715.0,8679723.0,10244914.0,3770515.0,2328998.0,1123918.0,81995413.0
Wethersfield School District,2006,24900726.0,956348.0,1005983.0,2723772.0,3717504.0,5012532.0,2216875.0,1442218.0,681250.0,42657208.0
Willington School District,2006,4328968.0,209075.0,307251.0,355863.0,870838.0,596139.0,323302.0,0.0,0.0,6991436.0
Wilton School District,2006,32529538.0,929029.0,2860084.0,4970763.0,5736116.0,5733492.0,2539811.0,1372247.0,0.0,56671080.0
Winchester School District,2006,7328855.0,112533.0,289403.0,1247680.0,1694829.0,959744.0,921591.0,983388.0,49618.0,13587641.0
Windham School District,2006,28636800.0,1043240.0,962062.0,2854969.0,3906513.0,3785924.0,2101112.0,1984310.0,536180.0,45811110.0
Windsor Locks School District,2006,13741686.0,472243.0,853713.0,1325601.0,1869481.0,3084797.0,993204.0,1190216.0,398659.0,23929600.0
Windsor School District,2006,30214946.0,873497.0,2197212.0,4201706.0,6875900.0,5039429.0,2552794.0,2663913.0,541669.0,55161066.0
Wolcott School District,2006,17841403.0,626280.0,488107.0,1154295.0,3028175.0,3181083.0,1505671.0,1080879.0,559887.0,29465780.0
Woodbridge School District,2006,6689178.0,362135.0,143162.0,128933.0,1443393.0,979403.0,497734.0,396653.0,12000.0,10652591.0
Woodstock School District,2006,5831172.0,183886.0,109660.0,506611.0,779598.0,766672.0,657204.0,429302.0,0.0,9264105.0
