District,fiscal_year,exp_instructional_staff,exp_instructional_supplies,exp_instruction_media,exp_student_support,exp_admin_support,exp_plant,exp_transportation,exp_tuitioned_out,exp_other,total_expenditures
East Hampton School District,2010,16090437.0,454916.0,737514.0,1692176.0,2784233.0,2586393.0,1448284.0,925505.0,23931.0,26743389.0
East Hartford School District,2010,62737440.0,1713313.0,1987147.0,2919982.0,10403367.0,8967803.0,4695036.0,3850110.0,682258.0,97956456.0
East Haven School District,2010,25978629.0,546328.0,206467.0,4309661.0,6452482.0,5153940.0,2490462.0,5214977.0,937539.0,51290485.0
East Lyme School District,2010,24612862.0,362722.0,1684220.0,1431857.0,3727877.0,4855152.0,1733044.0,2275252.0,735820.0,41418806.0
East Windsor School District,2010,11599556.0,614627.0,317354.0,687424.0,2451262.0,1605787.0,1344892.0,1370851.0,87600.0,20079353.0
Eastford School District,2010,1611892.0,51360.0,81053.0,413883.0,331336.0,186143.0,188729.0,73492.0,0.0,2937888.0
Easton School District,2010,10153582.0,264196.0,343907.0,180811.0,1638498.0,1490720.0,1000431.0,175247.0,12998.0,15260390.0
Ellington School District,2010,18137931.0,657519.0,843732.0,1929614.0,2184180.0,2953845.0,1603497.0,940498.0,361989.0,29612805.0
Elm City College Preparatory School District,2010,3145592.0,282679.0,180009.0,317224.0,1865751.0,396020.0,0.0,0.0,374777.0,6562052.0
Enfield School District,2010,45919798.0,1214886.0,1216970.0,5449983.0,6859759.0,7890768.0,3040179.0,2804434.0,1229372.0,75626149.0
Essex School District,2010,4489417.0,133107.0,90363.0,720061.0,925314.0,581200.0,309236.0,56095.0,15567.0,7320360.0
Explorations District,2010,556751.0,15343.0,14385.0,45384.0,216273.0,160398.0,14958.0,0.0,6225.0,1029717.0
Fairfield School District,2010,83267174.0,2367633.0,9301796.0,10841129.0,16427100.0,14911886.0,7445457.0,4626719.0,2015996.0,151204890.0
Farmington School District,2010,32914246.0,1006271.0,1671022.0,3688521.0,4246215.0,5674725.0,2729131.0,1921695.0,383461.0,54235287.0
Franklin School District,2010,2091410.0,16853.0,1620.0,148837.0,358316.0,321988.0,192355.0,238841.0,5000.0,3375220.0
Glastonbury School District,2010,49340604.0,1904077.0,4467315.0,4798240.0,8915037.0,9465780.0,4679327.0,4293402.0,1058135.0,88921917.0
Granby School District,2010,16123752.0,1225721.0,894696.0,1652501.0,2815590.0,2931480.0,1155783.0,922976.0,583551.0,28306050.0
Greenwich School District,2010,102868223.0,3333418.0,2298037.0,10344394.0,14558572.0,16748197.0,4594622.0,3635235.0,0.0,158380698.0
Griswold School District,2010,16832545.0,240922.0,392450.0,986057.0,3137405.0,2587851.0,1484457.0,613495.0,358013.0,26633195.0
Groton School District,2010,42727045.0,1986603.0,2792547.0,6270263.0,7527302.0,8227716.0,4055785.0,3057136.0,0.0,76644397.0
Guilford School District,2010,29325986.0,1313236.0,1547773.0,3178009.0,5165522.0,4420357.0,3158978.0,2489321.0,706304.0,51305486.0
Hamden School District,2010,60410934.0,1486951.0,1210032.0,6797753.0,8020762.0,9505280.0,6489463.0,11812604.0,750734.0,106484513.0
Hampton School District,2010,1345423.0,70604.0,74164.0,182994.0,314194.0,237145.0,148801.0,0.0,18123.0,2391448.0
Hartford School District,2010,187001452.0,19734630.0,5828265.0,25244642.0,49239763.0,39158914.0,27248740.0,32642581.0,232765.0,386331752.0
Hartland School District,2010,1504140.0,66746.0,189608.0,369416.0,389469.0,256096.0,287220.0,132443.0,120548.0,3315686.0
Hebron School District,2010,7845690.0,272107.0,437372.0,911081.0,1117398.0,1238934.0,627002.0,67787.0,0.0,12517371.0
Highville Charter School District,2010,1505834.0,141908.0,38721.0,202544.0,561366.0,565263.0,31909.0,0.0,164366.0,3211911.0
Integrated Day Charter School District,2010,1896167.0,66680.0,148824.0,90326.0,495886.0,389878.0,839.0,0.0,110884.0,3199484.0
Interdistrict School for Arts and Comm District,2010,1358746.0,42957.0,74485.0,78508.0,380177.0,189059.0,4871.0,0.0,0.0,2128803.0
Jumoke Academy District,2010,2303945.0,90574.0,126039.0,385621.0,792621.0,575904.0,0.0,0.0,27.0,4274731.0
Kent School District,2010,2830378.0,130033.0,110452.0,297867.0,488214.0,471719.0,333643.0,191462.0,8500.0,4862268.0
Killingly School District,2010,20780407.0,710674.0,1849599.0,2063936.0,4041860.0,3223087.0,2287208.0,3386962.0,0.0,38343733.0
Lebanon School District,2010,9886104.0,225938.0,290196.0,1391031.0,1907320.0,1823197.0,1224024.0,925254.0,203762.0,17876826.0
Ledyard School District,2010,20280165.0,838316.0,1048695.0,1964768.0,3889065.0,2838924.0,2275922.0,1712928.0,386957.0,35235740.0
Lisbon School District,2010,4545212.0,159447.0,26514.0,615768.0,677485.0,507333.0,575024.0,465567.0,0.0,7572350.0
Litchfield School District,2010,8818870.0,212144.0,996065.0,1380384.0,1611411.0,1724856.0,955291.0,701255.0,400906.0,16801182.0
Madison School District,2010,26628326.0,1253984.0,1934255.0,3942565.0,3740380.0,5441789.0,3029491.0,1575144.0,1257048.0,48802982.0
Manchester School District,2010,59798379.0,1835554.0,3499123.0,6917378.0,10209588.0,11055194.0,3712390.0,5468452.0,1216547.0,103712605.0
Mansfield School District,2010,13286556.0,497179.0,627722.0,1022790.0,2709354.0,2006260.0,841178.0,258726.0,70365.0,21320130.0
Marlborough School District,2010,4888062.0,189689.0,188871.0,270099.0,703904.0,607597.0,333354.0,5553.0,0.0,7187129.0
Meriden School District,2010,63754400.0,2083604.0,1553616.0,8363926.0,10285972.0,10471614.0,5102837.0,14269810.0,884374.0,116770153.0
Middletown School District,2010,43582154.0,677461.0,1694417.0,3716888.0,5021321.0,7783309.0,6542476.0,4949462.0,890552.0,74858040.0
Milford School District,2010,69310113.0,2835192.0,1984691.0,3230575.0,8968205.0,11339152.0,3540328.0,2956108.0,911084.0,105075448.0
Monroe School District,2010,32190310.0,598198.0,1818933.0,3795953.0,4925081.0,5708532.0,2312511.0,1095896.0,424365.0,52869779.0
Montville School District,2010,21687299.0,1241948.0,758681.0,2255084.0,3377238.0,4479048.0,2319220.0,902162.0,522272.0,37542952.0
Naugatuck School District,2010,39982919.0,1016402.0,751126.0,4270833.0,6931694.0,5551467.0,2896552.0,1429755.0,737048.0,63567796.0
New Beginnings Inc Family Academy District,2010,2057316.0,232604.0,91317.0,193012.0,723916.0,469987.0,25212.0,0.0,292003.0,4085367.0
New Britain School District,2010,82380490.0,3937684.0,3772278.0,5296983.0,11046085.0,12117813.0,11081926.0,10183560.0,165276.0,139982095.0
New Canaan School District,2010,40121000.0,731054.0,1392386.0,6902988.0,8492021.0,8464823.0,4192746.0,2244153.0,1170184.0,73711355.0
New Fairfield School District,2010,21526657.0,845035.0,984470.0,2756138.0,4004657.0,3479906.0,1407143.0,807011.0,506687.0,36317704.0
New Hartford School District,2010,5401931.0,109599.0,34081.0,298209.0,751363.0,888823.0,603338.0,114506.0,3052.0,8204902.0
New Haven School District,2010,197387682.0,7256692.0,7345184.0,9343327.0,40192277.0,33199024.0,18697078.0,14505726.0,3829355.0,331756345.0
New London School District,2010,25874749.0,1208530.0,1812420.0,3042822.0,5435864.0,5501358.0,2855848.0,3293413.0,449644.0,49474648.0
New Milford School District,2010,34550870.0,1223898.0,1121668.0,3689719.0,5566789.0,5643210.0,4033247.0,2224539.0,1138066.0,59192006.0
Newington School District,2010,36178039.0,1570507.0,1823312.0,3457025.0,5961212.0,7405970.0,2706162.0,2695129.0,755723.0,62553079.0
Newtown School District,2010,38618676.0,1728536.0,1808123.0,4600016.0,6679321.0,8857212.0,4792880.0,2370197.0,884764.0,70339725.0
Norfolk School District,2010,1349130.0,39995.0,138241.0,53955.0,428832.0,358079.0,163924.0,6479.0,2128.0,2540763.0
North Branford School District,2010,15024027.0,666191.0,1582216.0,2367295.0,3122100.0,3557787.0,1898052.0,992523.0,651772.0,29861963.0
North Canaan School District,2010,3324397.0,108269.0,19497.0,286840.0,645741.0,497547.0,335462.0,51188.0,0.0,5268941.0
North Haven School District,2010,24186072.0,484326.0,1128195.0,4294452.0,6540489.0,4018257.0,2583635.0,2333219.0,477293.0,46045938.0
North Stonington School District,2010,7450223.0,328751.0,167195.0,660217.0,1480723.0,1169564.0,804964.0,400254.0,0.0,12461891.0
Norwalk School District,2010,110957897.0,1375965.0,1700325.0,8629182.0,22753177.0,14519064.0,5866521.0,6104434.0,1784953.0,173691518.0
Norwich School District,2010,31643940.0,633956.0,449265.0,5136280.0,4723863.0,4517975.0,5053925.0,5491315.0,0.0,57650519.0
Odyssey Community School District,2010,1076147.0,41052.0,199847.0,33605.0,229576.0,234938.0,0.0,0.0,0.0,1815165.0
Old Saybrook School District,2010,12336851.0,268462.0,1084491.0,1237154.0,2093214.0,2400484.0,848105.0,954743.0,426278.0,21649782.0
Orange School District,2010,11593705.0,324655.0,775900.0,1281238.0,1713300.0,1388167.0,912544.0,472250.0,27725.0,18489484.0
Oxford School District,2010,15027027.0,611814.0,14215.0,1900321.0,3193469.0,2486311.0,1348105.0,1127456.0,455963.0,26164681.0
Park City Prep Charter School District,2010,985843.0,284158.0,48319.0,198837.0,620843.0,457392.0,0.0,0.0,0.0,2595392.0
Plainfield School District,2010,20802778.0,449812.0,542376.0,2574291.0,3611229.0,3654850.0,2575862.0,2114916.0,276710.0,36602824.0
Plainville School District,2010,20744187.0,732451.0,1086218.0,1578777.0,3325329.0,3611899.0,1595311.0,2234199.0,0.0,34908371.0
Plymouth School District,2010,13016549.0,677593.0,415693.0,1082558.0,1993824.0,2854249.0,2171984.0,1557775.0,378195.0,24148420.0
Pomfret School District,2010,4662014.0,194458.0,117732.0,114654.0,583683.0,662848.0,659608.0,760670.0,0.0,7755667.0
Portland School District,2010,10657237.0,227684.0,483387.0,1038072.0,1965181.0,2331230.0,797037.0,478221.0,255452.0,18233501.0
Preston School District,2010,4405853.0,254696.0,137149.0,384379.0,780468.0,725542.0,1003992.0,1195530.0,265.0,8887874.0
Putnam School District,2010,10441214.0,233455.0,310111.0,1580287.0,1780431.0,2284265.0,765294.0,1027184.0,252401.0,18674642.0
Redding School District,2010,14594016.0,311565.0,429327.0,212645.0,1769942.0,1780000.0,1324686.0,173424.0,18069.0,20613674.0
Regional School District 01,2010,5489700.0,198509.0,356490.0,881271.0,1012897.0,1157855.0,224507.0,575990.0,325160.0,10222379.0
Regional School District 04,2010,7759887.0,168006.0,328885.0,844504.0,2571071.0,1720776.0,589205.0,787128.0,80751.0,14850213.0
Regional School District 05,2010,19088031.0,521145.0,1207593.0,2024894.0,5205485.0,3316574.0,2194245.0,1811272.0,849874.0,36219113.0
Regional School District 06,2010,8878417.0,580110.0,621400.0,1017337.0,1843463.0,1839399.0,867395.0,411480.0,276567.0,16335568.0
Regional School District 07,2010,9238358.0,523789.0,226141.0,769460.0,1675937.0,1754454.0,1399329.0,677631.0,422571.0,16687670.0
Regional School District 08,2010,12737491.0,219334.0,886285.0,1102801.0,1918868.0,2059705.0,1451748.0,1379299.0,333270.0,22088801.0
Regional School District 09,2010,11749781.0,368914.0,455574.0,130400.0,1469818.0,1873274.0,890563.0,1816109.0,12159.0,18766592.0
Regional School District 10,2010,18903229.0,672761.0,1896581.0,2220322.0,2898837.0,3151670.0,2505663.0,1529618.0,0.0,33778681.0
Regional School District 11,2010,2863740.0,157584.0,109120.0,282306.0,857430.0,623065.0,405646.0,999356.0,223697.0,6521944.0
Regional School District 12,2010,10901897.0,598529.0,832436.0,1571403.0,2061504.0,2033539.0,1385330.0,535444.0,398758.0,20318840.0
Regional School District 13,2010,16185983.0,432525.0,931719.0,3735118.0,3327652.0,3346514.0,1710887.0,995300.0,582473.0,31248171.0
Regional School District 14,2010,15224190.0,621330.0,1484552.0,2666856.0,2558554.0,3426840.0,1623415.0,1987461.0,710496.0,30303694.0
Regional School District 15,2010,34071698.0,1025182.0,1868845.0,5096718.0,5307037.0,6087922.0,3526854.0,1606594.0,1192294.0,59783144.0
Regional School District 16,2010,18983321.0,517025.0,1991088.0,2350572.0,3558340.0,3171820.0,1888779.0,1068238.0,453589.0,33982772.0
Regional School District 17,2010,19728004.0,544083.0,599649.0,1793312.0,3708638.0,4492323.0,2180828.0,975979.0,577531.0,34600347.0
Regional School District 18,2010,12663678.0,452747.0,1472884.0,1937064.0,2759295.0,3761426.0,1325986.0,1219588.0,583191.0,26175859.0
Regional School District 19,2010,10586535.0,405731.0,272084.0,1091137.0,2126978.0,1458191.0,1383327.0,951585.0,679123.0,18954691.0
Ridgefield School District,2010,46985643.0,927269.0,4167669.0,3867043.0,6196997.0,8481139.0,4708724.0,2937246.0,1317312.0,79589042.0
Rocky Hill School District,2010,19688076.0,760007.0,1909368.0,1934221.0,2694212.0,3813443.0,1355691.0,1264783.0,0.0,33419801.0
Salem School District,2010,4707415.0,348124.0,49407.0,134976.0,1087039.0,745814.0,698417.0,437850.0,0.0,8209042.0
Salisbury School District,2010,3669338.0,88699.0,152852.0,281354.0,508197.0,640899.0,431203.0,80000.0,0.0,5852542.0
Scotland School District,2010,1632321.0,63907.0,44116.0,168921.0,250415.0,202007.0,150594.0,0.0,28417.0,2540698.0
Seymour School District,2010,16504677.0,790569.0,767070.0,1966786.0,4095763.0,3678956.0,1411462.0,817269.0,395161.0,30427713.0
Sharon School District,2010,2511089.0,82355.0,98876.0,311481.0,527793.0,488724.0,282146.0,11125.0,7500.0,4321089.0
Shelton School District,2010,38294207.0,1616611.0,2824294.0,5641075.0,5934442.0,6701678.0,3288843.0,2275168.0,713471.0,67289789.0
Sherman School District,2010,4310212.0,42151.0,248798.0,49353.0,590640.0,495929.0,429522.0,253076.0,37700.0,6457381.0
Side By Side Charter School District,2010,1468992.0,23784.0,20875.0,287501.0,412345.0,245580.0,0.0,0.0,0.0,2459077.0
Simsbury School District,2010,37500466.0,1446433.0,3736213.0,4416357.0,5216943.0,7259634.0,2772484.0,2186748.0,667427.0,65202705.0
Somers School District,2010,11949740.0,359540.0,431375.0,1230010.0,1845010.0,1812902.0,1063784.0,995654.0,267003.0,19955018.0
South Windsor School District,2010,36073842.0,1630062.0,1708013.0,4348312.0,6097937.0,5655328.0,3312670.0,3309774.0,1204924.0,63340862.0
Southington School District,2010,52859846.0,1709478.0,971454.0,5851903.0,8632847.0,7040617.0,3448350.0,3842595.0,703585.0,85060675.0
Sprague School District,2010,2875527.0,114225.0,52591.0,207259.0,700512.0,486763.0,451372.0,286006.0,41026.0,5215281.0
Stafford School District,2010,14970955.0,385315.0,419200.0,1921702.0,2773916.0,2375123.0,2017415.0,1606911.0,82799.0,26553336.0
Stamford Academy District,2010,1013803.0,5562.0,0.0,330584.0,1106729.0,82518.0,60019.0,0.0,69016.0,2668231.0
Stamford School District,2010,144358099.0,4033463.0,14231294.0,16390120.0,26461893.0,21699769.0,11388090.0,10187242.0,0.0,248749970.0
Sterling School District,2010,3740696.0,160692.0,317342.0,167859.0,525389.0,480121.0,552050.0,448175.0,18600.0,6410924.0
Stonington School District,2010,18621255.0,392030.0,1350058.0,2130948.0,2763447.0,3907741.0,1964431.0,1622323.0,444160.0,33196393.0
Stratford School District,2010,54963755.0,1405740.0,3190042.0,8807272.0,8059011.0,8716517.0,4144039.0,5726830.0,1536257.0,96549463.0
Suffield School District,2010,19255908.0,765664.0,220648.0,1902182.0,3936288.0,2234300.0,1277089.0,1793947.0,172049.0,31558075.0
The Bridge Academy District,2010,1901107.0,89601.0,12011.0,207096.0,223956.0,148293.0,28009.0,0.0,92880.0,2702953.0
Thomaston School District,2010,8679949.0,279576.0,15743.0,643141.0,1751788.0,1532240.0,1075237.0,994715.0,290227.0,15262616.0
Thompson School District,2010,8488742.0,143019.0,219842.0,1198933.0,2170676.0,1851773.0,997269.0,1642302.0,263624.0,16976180.0
Tolland School District,2010,21700396.0,518573.0,1482577.0,1463628.0,3215324.0,3391663.0,1811040.0,2059250.0,105454.0,35747905.0
Torrington School District,2010,39064691.0,912170.0,1225330.0,3185972.0,5321731.0,5884737.0,4126786.0,6461801.0,459250.0,66642468.0
Trailblazers Academy District,2010,1385791.0,10100.0,0.0,322198.0,1836817.0,377409.0,28983.0,0.0,109316.0,4070614.0
Trumbull School District,2010,49964439.0,2063385.0,3552246.0,6558628.0,10464370.0,9450635.0,4661315.0,3205096.0,835677.0,90755791.0
Union School District,2010,690525.0,85577.0,4071.0,52796.0,169827.0,65261.0,189941.0,40570.0,0.0,1298568.0
Vernon School District,2010,27648164.0,1750630.0,1697226.0,3072938.0,3817291.0,4860868.0,2353647.0,2653622.0,549980.0,48404366.0
Voluntown School District,2010,2556822.0,177970.0,88609.0,424775.0,566546.0,436355.0,421424.0,382110.0,56300.0,5110911.0
Wallingford School District,2010,50888580.0,333853.0,2417700.0,5628410.0,11293699.0,8561355.0,5498756.0,5076044.0,1326038.0,91024435.0
Waterbury School District,2010,136104112.0,5791820.0,34219011.0,12249410.0,22618078.0,21388657.0,11036677.0,6577700.0,7763685.0,257749150.0
Waterford School District,2010,24667400.0,984680.0,481317.0,2789200.0,4075563.0,4109816.0,2422419.0,2502786.0,775532.0,42808713.0
Watertown School District,2010,23507304.0,847773.0,473230.0,1445060.0,4563027.0,4083684.0,1778489.0,1103857.0,0.0,37802424.0
West Hartford School District,2010,75278088.0,2033243.0,6149396.0,8699984.0,15056651.0,13087990.0,5646710.0,5047608.0,1187819.0,132187489.0
West Haven School District,2010,50265475.0,1375414.0,2689695.0,4779071.0,6752810.0,15543705.0,4621671.0,6984851.0,1626271.0,94638963.0
Westbrook School District,2010,8360825.0,499886.0,252953.0,737797.0,1474449.0,1636680.0,481196.0,228198.0,385377.0,14057361.0
Weston School District,2010,25281848.0,552279.0,3606392.0,2582793.0,3563385.0,5788194.0,1655921.0,1637294.0,1083629.0,45751735.0
Westport School District,2010,55189566.0,2697854.0,4406110.0,7390532.0,9579092.0,12291230.0,4060049.0,3050751.0,1361246.0,100026430.0
Wethersfield School District,2010,30862891.0,1021663.0,1237757.0,2998618.0,4513643.0,6025813.0,2300600.0,3091323.0,672578.0,52724886.0
Willington School District,2010,4936794.0,146270.0,240234.0,414800.0,1019767.0,602847.0,489261.0,206495.0,0.0,8056468.0
Wilton School District,2010,42122691.0,831063.0,3200425.0,6522556.0,7218763.0,6213352.0,3341342.0,1970594.0,0.0,71420786.0
Winchester School District,2010,7972136.0,79353.0,265662.0,900460.0,1866492.0,1139812.0,1059077.0,1895112.0,4111.0,15182215.0
Windham School District,2010,32008409.0,827797.0,1084652.0,3497547.0,2802026.0,4352464.0,2698819.0,2686488.0,548747.0,50506949.0
Windsor Locks School District,2010,17348724.0,471361.0,1045918.0,1457921.0,2885994.0,3314268.0,1157937.0,1382598.0,472181.0,29536902.0
Windsor School District,2010,33500937.0,1019683.0,2430293.0,5105982.0,7169967.0,5792907.0,3280462.0,4801312.0,574949.0,63676492.0
Wolcott School District,2010,21084677.0,566842.0,401515.0,1255617.0,3317371.0,3648897.0,1777189.0,833919.0,731965.0,33617992.0
Woodbridge School District,2010,8136511.0,478941.0,67566.0,154380.0,1641063.0,692633.0,531759.0,226848.0,7000.0,11936701.0
Woodstock School District,2010,6784444.0,248256.0,172253.0,709574.0,820492.0,831448.0,777761.0,436950.0,5407.0,10786585.0
