District,fiscal_year,exp_instructional_staff,exp_instructional_supplies,exp_instruction_media,exp_student_support,exp_admin_support,exp_plant,exp_transportation,exp_tuitioned_out,exp_other,total_expenditures
Chester School District,2013,2309394.0,63684.0,28081.0,581094.0,623474.0,460119.0,152403.0,68442.0,33808.0,4320499.0
Clinton School District,2013,19387815.0,908056.0,452789.0,2112561.0,2615727.0,2266303.0,1673621.0,1201432.0,111351.0,30729655.0
Colchester School District,2013,22258338.0,465101.0,683839.0,3110785.0,3864126.0,3697155.0,2672377.0,2206891.0,448608.0,39407220.0
Colebrook School District,2013,1070715.0,27281.0,15482.0,40468.0,326678.0,179824.0,96647.0,49724.0,15379.0,1822198.0
Columbia School District,2013,3610373.0,144910.0,101519.0,1625691.0,973863.0,592578.0,681630.0,696780.0,409675.0,8837019.0
Common Ground High School District,2013,1015744.0,66949.0,270258.0,194816.0,554029.0,118150.0,11845.0,0.0,227030.0,2458821.0
Cornwall School District,2013,1663487.0,66196.0,84142.0,160575.0,407880.0,314232.0,279958.0,76315.0,739.0,3053524.0
Coventry School District,2013,15998216.0,615443.0,194699.0,1444077.0,2404548.0,2291265.0,1923504.0,1993171.0,60687.0,26925610.0
Cromwell School District,2013,17106246.0,579732.0,362889.0,1312460.0,2770877.0,2779402.0,1207485.0,889837.0,369624.0,27378552.0
Danbury School District,2013,86413862.0,2925438.0,1822156.0,6598044.0,12653182.0,7574464.0,11114200.0,2621474.0,900920.0,132623740.0
Darien School District,2013,53710588.0,1284438.0,3929425.0,2590292.0,6546613.0,7671099.0,3227693.0,3308444.0,1246503.0,83515095.0
Deep River School District,2013,3068925.0,87969.0,61890.0,789400.0,694169.0,492118.0,278094.0,191944.0,19913.0,5684422.0
Derby School District,2013,11070216.0,331533.0,180490.0,1491478.0,2527277.0,2054654.0,918841.0,1644929.0,185470.0,20404888.0
East Granby School District,2013,8441059.0,514514.0,640427.0,838200.0,1872780.0,1452538.0,564281.0,487678.0,252915.0,15064392.0
East Haddam School District,2013,10761376.0,458858.0,330772.0,1073712.0,2010643.0,2323045.0,1220637.0,1325395.0,1310.0,19505748.0
East Hampton School District,2013,16711393.0,380581.0,749617.0,1740044.0,3471407.0,2808713.0,1426314.0,820385.0,1787564.0,29896018.0
East Hartford School District,2013,65578001.0,1397266.0,2117661.0,3927500.0,11970208.0,9604323.0,5659957.0,5783436.0,709521.0,106747873.0
East Haven School District,2013,25518579.0,391301.0,132282.0,4193142.0,6394633.0,3656148.0,2844805.0,5980509.0,893843.0,50005242.0
East Lyme School District,2013,24902776.0,480898.0,1835762.0,2430727.0,4047976.0,5143782.0,2002472.0,1327753.0,815536.0,42987682.0
East Windsor School District,2013,11654152.0,310760.0,430851.0,1309929.0,3457231.0,1300268.0,1553002.0,1271199.0,92856.0,21380248.0
Eastford School District,2013,1647278.0,82275.0,75479.0,268769.0,346172.0,292687.0,240414.0,96240.0,0.0,3049314.0
Easton School District,2013,10589402.0,209217.0,443838.0,191806.0,1925782.0,1582598.0,1081921.0,251891.0,598.0,16277053.0
Ellington School District,2013,19087434.0,579043.0,907449.0,2680526.0,2566018.0,3477856.0,1890077.0,1341184.0,449317.0,32978904.0
Elm City College Preparatory School District,2013,3806463.0,229268.0,442915.0,807229.0,2406845.0,356684.0,52798.0,0.0,371155.0,8473357.0
Enfield School District,2013,49363612.0,636865.0,826405.0,1007982.0,8993734.0,7052631.0,4183146.0,3962132.0,934016.0,76960523.0
Essex School District,2013,4443475.0,141810.0,73263.0,992933.0,943573.0,672420.0,342848.0,206752.0,34250.0,7851324.0
Explorations District,2013,628716.0,5558.0,31794.0,88504.0,245358.0,167960.0,57830.0,0.0,6575.0,1232295.0
Fairfield School District,2013,86239551.0,1743386.0,10156753.0,11655239.0,17710440.0,16347448.0,8323529.0,5369531.0,2030366.0,159576243.0
Farmington School District,2013,39240150.0,1045435.0,1977439.0,3860385.0,4130760.0,4885621.0,3113816.0,2660477.0,205094.0,61119177.0
Franklin School District,2013,1605307.0,24052.0,26384.0,150231.0,355113.0,372067.0,260631.0,228642.0,0.0,3022427.0
Glastonbury School District,2013,52056757.0,1576797.0,4928649.0,5428585.0,9965197.0,10158677.0,5290662.0,4337203.0,1374944.0,95117471.0
Granby School District,2013,15769566.0,838474.0,970106.0,1971261.0,3001208.0,3354401.0,1230087.0,1032305.0,578892.0,28746300.0
Greenwich School District,2013,108334937.0,3585909.0,3435577.0,10864289.0,15010951.0,12985005.0,4955319.0,4035698.0,0.0,163207685.0
Griswold School District,2013,14899071.0,173010.0,231285.0,1051401.0,3968546.0,2760997.0,1565423.0,1095576.0,297848.0,26043157.0
Groton School District,2013,43425972.0,2270619.0,2298759.0,5520000.0,7974144.0,7267689.0,4870087.0,3828540.0,0.0,77455810.0
Guilford School District,2013,30692634.0,917620.0,1744322.0,3296924.0,5700868.0,5013197.0,3264217.0,3856379.0,729111.0,55215272.0
Hamden School District,2013,61039934.0,941260.0,1424898.0,8248041.0,9582151.0,10191896.0,7145353.0,10595947.0,1012011.0,110181491.0
Hampton School District,2013,1326210.0,48811.0,79982.0,204848.0,344790.0,230191.0,148037.0,9137.0,20000.0,2412006.0
Hartford School District,2013,194221360.0,10764164.0,7006942.0,29100518.0,48861848.0,35200588.0,26962976.0,48034401.0,175628.0,400328425.0
Hartland School District,2013,1731118.0,57570.0,176176.0,395632.0,435311.0,292937.0,247395.0,115648.0,137721.0,3589508.0
Hebron School District,2013,7902526.0,118919.0,603726.0,911756.0,1309563.0,996406.0,548990.0,151153.0,0.0,12543039.0
Highville Charter School District,2013,2038854.0,180454.0,74513.0,113740.0,646723.0,644557.0,73313.0,0.0,285089.0,4057243.0
Integrated Day Charter School District,2013,1943051.0,63485.0,141304.0,105186.0,651346.0,373094.0,9720.0,0.0,113581.0,3400767.0
Interdistrict School for Arts and Comm District,2013,1554210.0,48827.0,157953.0,67420.0,488095.0,233051.0,4258.0,0.0,0.0,2553814.0
Jumoke Academy District,2013,3349724.0,212492.0,457039.0,1006309.0,1205970.0,930109.0,359.0,0.0,7180.0,7169182.0
Kent School District,2013,3074235.0,121909.0,100617.0,335654.0,542009.0,595983.0,359534.0,187885.0,13420.0,5331246.0
Killingly School District,2013,20676105.0,342476.0,2194989.0,2328321.0,4173176.0,4021469.0,2566617.0,3950019.0,0.0,40253172.0
Lebanon School District,2013,9381251.0,494525.0,420976.0,1350288.0,1873488.0,2126072.0,1214500.0,1358890.0,210694.0,18430684.0
Ledyard School District,2013,19749393.0,605793.0,888577.0,2105237.0,4204557.0,2740408.0,2726586.0,2337478.0,400575.0,35758604.0
Lisbon School District,2013,4291400.0,62679.0,26828.0,730087.0,656139.0,555368.0,666181.0,601638.0,0.0,7590320.0
Litchfield School District,2013,9048864.0,263259.0,895937.0,1467166.0,1670576.0,1863712.0,1124925.0,1048971.0,401635.0,17785045.0
Madison School District,2013,27454059.0,1309217.0,1924717.0,4127908.0,4263752.0,5005566.0,3252427.0,1590409.0,1297538.0,50225593.0
Manchester School District,2013,60677802.0,1323149.0,4611582.0,7151209.0,10710421.0,10499105.0,5010022.0,6512862.0,1478249.0,107974401.0
Mansfield School District,2013,13510656.0,532240.0,725332.0,1171811.0,2881236.0,1725370.0,948490.0,518710.0,89051.0,22102896.0
Marlborough School District,2013,4923647.0,125294.0,237276.0,219487.0,734103.0,666961.0,365578.0,47300.0,45000.0,7364646.0
Meriden School District,2013,62977922.0,2029201.0,929657.0,7935019.0,10443745.0,12491050.0,6109955.0,12138770.0,854725.0,115910044.0
Middletown School District,2013,43497008.0,869218.0,1844962.0,4150298.0,5917631.0,8309206.0,6294621.0,5948736.0,1577670.0,78409350.0
Milford School District,2013,71171816.0,2949790.0,1906099.0,3347868.0,10545232.0,11171941.0,4536962.0,3869418.0,1115085.0,110614211.0
Monroe School District,2013,31817235.0,577168.0,2263889.0,4104411.0,4493180.0,5913308.0,2551718.0,1795727.0,517812.0,54034448.0
Montville School District,2013,21837212.0,856145.0,827766.0,2359706.0,3271274.0,4096148.0,2370697.0,1066828.0,567433.0,37253209.0
Naugatuck School District,2013,40506733.0,870796.0,852224.0,4494449.0,7634132.0,5912898.0,3315183.0,1708872.0,741680.0,66036967.0
New Beginnings Inc Family Academy District,2013,2333335.0,183209.0,27030.0,351191.0,601042.0,504745.0,48748.0,0.0,328314.0,4377614.0
New Britain School District,2013,88540591.0,1747353.0,1307088.0,4478230.0,12302828.0,9203945.0,12190713.0,10730286.0,0.0,140501034.0
New Canaan School District,2013,42447174.0,812984.0,2465117.0,8353051.0,8977433.0,7963943.0,4163759.0,2703170.0,1403935.0,79290566.0
New Fairfield School District,2013,22666401.0,708532.0,1216620.0,2613596.0,4131378.0,3182073.0,1633325.0,639876.0,515934.0,37307735.0
New Hartford School District,2013,5147246.0,93731.0,59517.0,329407.0,760863.0,982113.0,665476.0,223774.0,0.0,8262127.0
New Haven School District,2013,201108274.0,7530239.0,7183789.0,5382668.0,35378699.0,31111834.0,23638473.0,16299069.0,1951094.0,329584139.0
New London School District,2013,22637079.0,1720923.0,1504175.0,3537354.0,6452282.0,5346280.0,3339490.0,5105676.0,390847.0,50034106.0
New Milford School District,2013,33845552.0,1007517.0,1103791.0,4004996.0,6736137.0,5640786.0,4395412.0,2284039.0,1056667.0,60074897.0
Newington School District,2013,36426175.0,2197601.0,2100373.0,3551377.0,6316890.0,9184566.0,3432665.0,3259046.0,815815.0,67284508.0
Newtown School District,2013,39123215.0,1047321.0,1663707.0,5907962.0,7339452.0,10124007.0,4264447.0,2595693.0,877972.0,72943776.0
Norfolk School District,2013,1371788.0,40511.0,94118.0,55127.0,478630.0,373628.0,176523.0,35522.0,1901.0,2627748.0
North Branford School District,2013,15367815.0,476946.0,1631658.0,2344310.0,3032384.0,3462458.0,2245346.0,867990.0,837943.0,30266850.0
North Canaan School District,2013,3365782.0,102810.0,36731.0,403805.0,586908.0,541620.0,354592.0,66296.0,16564.0,5475108.0
North Haven School District,2013,24988156.0,1113499.0,1041975.0,4636396.0,6618507.0,4130452.0,2740311.0,2658338.0,527152.0,48454786.0
North Stonington School District,2013,7073570.0,694717.0,165752.0,538723.0,1372462.0,1391258.0,968837.0,154224.0,17493.0,12377036.0
Norwalk School District,2013,112070227.0,1100087.0,733753.0,12051958.0,23402117.0,15460953.0,6121898.0,7764172.0,1144996.0,179850161.0
Norwich School District,2013,35508149.0,1335128.0,926465.0,5190260.0,3332049.0,4538056.0,6345705.0,5661445.0,0.0,62837257.0
Odyssey Community School District,2013,1895197.0,52328.0,93509.0,54105.0,568260.0,427156.0,0.0,0.0,0.0,3090555.0
Old Saybrook School District,2013,12644575.0,564217.0,1143711.0,1488156.0,2252793.0,2837017.0,996340.0,1152712.0,513174.0,23592695.0
Orange School District,2013,11553600.0,285385.0,662149.0,1683679.0,1593155.0,1781645.0,963902.0,239900.0,142568.0,18905983.0
Oxford School District,2013,16193279.0,597084.0,99716.0,1641657.0,3525260.0,2615167.0,1545829.0,1359622.0,974412.0,28552026.0
Park City Prep Charter School District,2013,1057364.0,79477.0,82277.0,285936.0,749345.0,539166.0,0.0,0.0,0.0,2793565.0
Plainfield School District,2013,18368675.0,438020.0,599427.0,2586286.0,3411430.0,3106289.0,2527504.0,2328943.0,330090.0,33696664.0
Plainville School District,2013,21093780.0,489165.0,1120243.0,1574708.0,4194437.0,3353557.0,1789414.0,2327952.0,0.0,35943256.0
Plymouth School District,2013,13875683.0,778907.0,458817.0,566730.0,2085489.0,2966083.0,2164871.0,1322176.0,443973.0,24662729.0
Pomfret School District,2013,4312196.0,167030.0,126760.0,114124.0,596864.0,623098.0,678995.0,911281.0,15281.0,7545629.0
Portland School District,2013,10625246.0,461384.0,533146.0,1141554.0,2175799.0,2465036.0,875612.0,789540.0,323698.0,19391015.0
Preston School District,2013,4555259.0,54338.0,122623.0,364129.0,841951.0,1078992.0,918042.0,931717.0,40000.0,8907051.0
Putnam School District,2013,10123676.0,512195.0,250029.0,2164365.0,2049703.0,1752331.0,984024.0,1445959.0,232252.0,19514534.0
Redding School District,2013,15661472.0,271891.0,490647.0,208629.0,1890764.0,2306002.0,1273552.0,167803.0,2621.0,22273381.0
Regional School District 01,2013,5344652.0,239466.0,514553.0,759523.0,1030025.0,1267362.0,229463.0,123358.0,339457.0,9847859.0
Regional School District 04,2013,8247313.0,216262.0,286751.0,955998.0,2115125.0,1885136.0,714873.0,511711.0,753298.0,15686467.0
Regional School District 05,2013,19498262.0,487964.0,1119650.0,2456588.0,5290230.0,3865933.0,2365461.0,2464993.0,944713.0,38493794.0
Regional School District 06,2013,9462797.0,653814.0,674128.0,1130026.0,1954500.0,1867258.0,967162.0,304622.0,288854.0,17303161.0
Regional School District 07,2013,9606677.0,390096.0,239751.0,764455.0,1894980.0,2130496.0,1496200.0,907091.0,485162.0,17914908.0
Regional School District 08,2013,13708559.0,187456.0,1017767.0,1201508.0,1958384.0,2140188.0,1396880.0,1540496.0,361883.0,23513121.0
Regional School District 09,2013,12542630.0,356535.0,468229.0,131429.0,1711107.0,2329287.0,1325534.0,1554776.0,622.0,20420149.0
Regional School District 10,2013,19661592.0,589774.0,2156853.0,2354616.0,3205544.0,3637926.0,2329094.0,1804225.0,0.0,35739624.0
Regional School District 11,2013,2615460.0,77110.0,109521.0,409148.0,1036707.0,631604.0,490024.0,971178.0,214819.0,6555571.0
Regional School District 12,2013,10434477.0,809650.0,899367.0,1787338.0,2064009.0,2349677.0,1455153.0,624913.0,408909.0,20833493.0
Regional School District 13,2013,18447873.0,339159.0,943226.0,3087337.0,3835403.0,3523917.0,1740910.0,776150.0,600423.0,33294398.0
Regional School District 14,2013,15875858.0,505325.0,1432833.0,2496096.0,2602520.0,3394151.0,1751172.0,1750984.0,838381.0,30647320.0
Regional School District 15,2013,34307161.0,471710.0,1459408.0,5286059.0,6068191.0,6291059.0,3994707.0,2059854.0,1401647.0,61339796.0
Regional School District 16,2013,18186673.0,492204.0,1890326.0,2214764.0,4025035.0,3230658.0,2348505.0,1254293.0,533919.0,34176377.0
Regional School District 17,2013,19486087.0,614193.0,610092.0,1762100.0,4135862.0,4760294.0,3393425.0,1073235.0,650929.0,36486217.0
Regional School District 18,2013,13352956.0,446001.0,1379921.0,2078615.0,3118405.0,3885345.0,1326603.0,666010.0,605701.0,26859557.0
Regional School District 19,2013,10904409.0,434633.0,363311.0,1152552.0,2324496.0,1572181.0,1480960.0,989414.0,745487.0,19967443.0
Ridgefield School District,2013,50198198.0,993427.0,4524612.0,4213827.0,6439990.0,8421418.0,5185002.0,3655705.0,919307.0,84551486.0
Rocky Hill School District,2013,20853068.0,506707.0,2220797.0,2268920.0,2712005.0,4012867.0,1540765.0,1580403.0,0.0,35695532.0
Salem School District,2013,4055177.0,187056.0,40104.0,161326.0,1017685.0,827580.0,843485.0,784398.0,77.0,7916888.0
Salisbury School District,2013,3754383.0,63803.0,164695.0,299939.0,579433.0,714344.0,457973.0,67402.0,2140.0,6104112.0
Scotland School District,2013,1475339.0,55753.0,40681.0,147350.0,377980.0,292006.0,169209.0,0.0,24006.0,2582324.0
Seymour School District,2013,16838210.0,725914.0,970670.0,2159229.0,4502846.0,3265878.0,1568138.0,1354639.0,450640.0,31836164.0
Sharon School District,2013,2515921.0,74521.0,81269.0,355221.0,571740.0,634816.0,336865.0,0.0,21341.0,4591694.0
Shelton School District,2013,39240777.0,1041382.0,1099946.0,4430628.0,7236486.0,7977249.0,4224069.0,2111685.0,774339.0,68136561.0
Sherman School District,2013,4418478.0,86413.0,273863.0,53476.0,579356.0,508360.0,459096.0,261020.0,38806.0,6678868.0
Side By Side Charter School District,2013,1574948.0,40674.0,13210.0,382213.0,455394.0,268767.0,0.0,0.0,0.0,2735206.0
Simsbury School District,2013,39046424.0,912213.0,4111089.0,4575149.0,5678844.0,6713961.0,2583933.0,2197378.0,742244.0,66561235.0
Somers School District,2013,12125872.0,554807.0,474356.0,1338807.0,1973207.0,2034323.0,1033428.0,1067104.0,294490.0,20896394.0
South Windsor School District,2013,36791497.0,1577556.0,2790112.0,4844473.0,6663341.0,6656986.0,3236085.0,4620926.0,1842418.0,69023394.0
Southington School District,2013,52173147.0,1387558.0,1363820.0,6035446.0,9424334.0,7464927.0,3787574.0,5005358.0,799755.0,87441919.0
Sprague School District,2013,2828959.0,215720.0,56212.0,202786.0,772236.0,463244.0,454980.0,390771.0,0.0,5384908.0
Stafford School District,2013,15178221.0,472128.0,661749.0,1904589.0,2942336.0,2977097.0,2318681.0,1230812.0,66320.0,27751933.0
Stamford Academy District,2013,1166490.0,24517.0,0.0,539194.0,1258077.0,31991.0,72285.0,0.0,71248.0,3163802.0
Stamford School District,2013,149417591.0,4442981.0,14846180.0,16203386.0,30994393.0,22907649.0,13000773.0,11157260.0,0.0,262970213.0
Sterling School District,2013,3872074.0,93735.0,262984.0,166177.0,556052.0,533515.0,512015.0,569843.0,44517.0,6610912.0
Stonington School District,2013,19089501.0,255293.0,1444924.0,2025307.0,3073566.0,3745467.0,2518067.0,2384145.0,444750.0,34981020.0
Stratford School District,2013,57305698.0,851534.0,2475791.0,9848633.0,9431629.0,8817678.0,4753745.0,6137939.0,1585619.0,101208266.0
Suffield School District,2013,20956221.0,852305.0,275545.0,2114929.0,3352262.0,2140394.0,1424379.0,1902364.0,476439.0,33494838.0
The Bridge Academy District,2013,2039435.0,118979.0,33304.0,297596.0,377976.0,250846.0,7660.0,0.0,115924.0,3241720.0
Thomaston School District,2013,8607784.0,373435.0,23667.0,789756.0,1950804.0,1472265.0,1058590.0,1137325.0,307223.0,15720849.0
Thompson School District,2013,8268744.0,140023.0,179508.0,1393769.0,2417812.0,1934639.0,1018163.0,1743606.0,276310.0,17372574.0
Tolland School District,2013,21825917.0,447266.0,1547504.0,1552833.0,3606384.0,3374149.0,2272658.0,3113097.0,108347.0,37848155.0
Torrington School District,2013,40234247.0,604546.0,2638582.0,3797154.0,5470759.0,5951530.0,3853945.0,5735698.0,519344.0,68805805.0
Trailblazers Academy District,2013,1488362.0,17411.0,0.0,498542.0,1976566.0,224613.0,6299.0,0.0,132596.0,4344389.0
Trumbull School District,2013,55362773.0,1663898.0,3901431.0,7378183.0,10735474.0,9089554.0,4855990.0,4014101.0,1073741.0,98075145.0
Union School District,2013,687750.0,27445.0,5478.0,50430.0,244474.0,140936.0,148698.0,32562.0,0.0,1337773.0
Vernon School District,2013,29514184.0,367169.0,2516977.0,3608125.0,4288027.0,4337025.0,2802951.0,3483152.0,540986.0,51458596.0
Voluntown School District,2013,2687106.0,103811.0,76315.0,520669.0,616159.0,408786.0,414824.0,392932.0,44490.0,5265092.0
Wallingford School District,2013,52043982.0,3882649.0,2906171.0,6012438.0,13641046.0,8316158.0,6291382.0,5083516.0,1503347.0,99680689.0
Waterbury School District,2013,145929734.0,4253390.0,29678902.0,13585891.0,23645400.0,20815821.0,11572023.0,5856362.0,9866877.0,265204400.0
Waterford School District,2013,27272532.0,844865.0,463939.0,2983386.0,4425263.0,4832286.0,2583304.0,2326035.0,872229.0,46603839.0
Watertown School District,2013,23421396.0,351430.0,664185.0,1813073.0,4883696.0,4584251.0,3121114.0,1265228.0,7129.0,40111502.0
West Hartford School District,2013,82378054.0,1727315.0,7380386.0,9556805.0,16925637.0,13359514.0,6648724.0,6731324.0,1269725.0,145977484.0
West Haven School District,2013,48544409.0,1491002.0,2560590.0,4320641.0,5882517.0,14852906.0,4749504.0,7314542.0,1656222.0,91372333.0
Westbrook School District,2013,10058327.0,519883.0,270802.0,285336.0,1553987.0,1622847.0,642538.0,504098.0,471539.0,15929357.0
Weston School District,2013,25952461.0,372340.0,3881854.0,3286124.0,3768093.0,5790180.0,1700269.0,1279746.0,1218227.0,47249294.0
Westport School District,2013,63279771.0,2830170.0,3536931.0,8797362.0,10603718.0,10434260.0,4395969.0,2851493.0,1425276.0,108154950.0
Wethersfield School District,2013,26757024.0,1500515.0,1086837.0,8654610.0,4171637.0,4936518.0,2580063.0,4307048.0,647360.0,54641612.0
Willington School District,2013,4923212.0,231981.0,272699.0,432335.0,999746.0,710449.0,512708.0,67276.0,1200.0,8151606.0
Wilton School District,2013,44909648.0,891306.0,3098622.0,7053150.0,7633679.0,6641566.0,3446606.0,2482078.0,0.0,76156655.0
Winchester School District,2013,8190005.0,35834.0,167962.0,1323724.0,1465940.0,693223.0,1360287.0,931788.0,0.0,14168763.0
Windham School District,2013,31079906.0,932588.0,611898.0,2988082.0,5642789.0,4018307.0,2809743.0,4796552.0,594724.0,53474589.0
Windsor Locks School District,2013,17101157.0,469846.0,1128058.0,1669187.0,2847964.0,4366725.0,1315193.0,1973881.0,467428.0,31339439.0
Windsor School District,2013,33666895.0,1006870.0,2667831.0,5059724.0,6993479.0,5844442.0,4205202.0,5533919.0,636067.0,65614429.0
Wolcott School District,2013,20375015.0,625239.0,643299.0,1257144.0,3472867.0,4105300.0,2129754.0,891871.0,695394.0,34195883.0
Woodbridge School District,2013,8394566.0,354034.0,73136.0,153767.0,1924437.0,1269936.0,539214.0,276017.0,0.0,12985107.0
Woodstock School District,2013,7091634.0,146095.0,161434.0,718503.0,815592.0,1131866.0,781647.0,374645.0,15054.0,11236470.0
