District,fiscal_year,exp_instructional_staff,exp_instructional_supplies,exp_instruction_media,exp_student_support,exp_admin_support,exp_plant,exp_transportation,exp_tuitioned_out,exp_other,total_expenditures
Canterbury School District,2015,5105965.0,89658.0,111329.0,475097.0,860861.0,1205970.0,693789.0,934437.0,32720.0,9509826.0
Canton School District,2015,13031307.0,673720.0,556324.0,3371545.0,2745072.0,2423143.0,1538154.0,1078069.0,1130792.0,26548126.0
Chaplin School District,2015,2200277.0,43362.0,119975.0,309321.0,372477.0,330222.0,234851.0,109764.0,11411.0,3731660.0
Cheshire School District,2015,39852145.0,1066157.0,2675819.0,4010271.0,6433172.0,6257467.0,3842473.0,2572438.0,996664.0,67706606.0
Chester School District,2015,2198570.0,92984.0,43755.0,630994.0,594894.0,450277.0,135625.0,18562.0,63651.0,4229312.0
Clinton School District,2015,20567558.0,383589.0,658692.0,1969879.0,2973562.0,2700041.0,1631019.0,1167803.0,135755.0,32187898.0
Colchester School District,2015,22337829.0,712307.0,824879.0,3108239.0,4512440.0,4215815.0,2685566.0,2377942.0,459684.0,41234701.0
Colebrook School District,2015,1167919.0,20834.0,21184.0,39646.0,298222.0,209951.0,120039.0,73993.0,9522.0,1961310.0
Columbia School District,2015,3865952.0,138362.0,105628.0,1755124.0,745332.0,1298982.0,721634.0,780351.0,364239.0,9775604.0
Common Ground High School District,2015,1196809.0,43311.0,520669.0,177205.0,575090.0,162405.0,7064.0,0.0,261001.0,2943554.0
Cornwall School District,2015,1874316.0,46740.0,90553.0,115846.0,388651.0,330758.0,302468.0,0.0,864.0,3150196.0
Coventry School District,2015,16545638.0,524040.0,354123.0,1564300.0,2781800.0,2611111.0,1800855.0,1595360.0,22414.0,27799641.0
Cromwell School District,2015,17456090.0,511914.0,328605.0,1430333.0,3031807.0,2744404.0,1267251.0,1956330.0,412617.0,29139351.0
Danbury School District,2015,91588394.0,3824445.0,2197302.0,6358806.0,13564212.0,11242822.0,8184167.0,3211984.0,930842.0,141102974.0
Darien School District,2015,57451592.0,1978876.0,4394289.0,2703413.0,7753042.0,8641749.0,3611913.0,5345658.0,1347101.0,93227633.0
Deep River School District,2015,2958721.0,66302.0,82283.0,792802.0,678091.0,546632.0,248049.0,330718.0,84663.0,5788261.0
Derby School District,2015,12325703.0,996048.0,13015.0,1898971.0,2618673.0,6163751.0,937630.0,1731040.0,214156.0,26898987.0
East Granby School District,2015,8583773.0,586829.0,903314.0,851489.0,1870662.0,1670948.0,801507.0,1147267.0,200248.0,16616037.0
East Haddam School District,2015,11106304.0,597609.0,418489.0,1132936.0,2222262.0,2687139.0,1317535.0,1433103.0,5634.0,20921011.0
East Hampton School District,2015,17699379.0,376705.0,883460.0,1797623.0,3562201.0,2474290.0,1370868.0,1028873.0,13877.0,29207276.0
East Hartford School District,2015,63674064.0,1820920.0,2596984.0,9459086.0,13751718.0,12356008.0,5380501.0,7083838.0,80975.0,116204094.0
East Haven School District,2015,27927427.0,1060741.0,741007.0,4283497.0,6143785.0,3938789.0,2921473.0,4646307.0,1019165.0,52682191.0
East Lyme School District,2015,26315189.0,269419.0,1749190.0,2517067.0,4152577.0,5612363.0,1778900.0,915388.0,1140401.0,44450494.0
East Windsor School District,2015,11824109.0,281555.0,568563.0,1740791.0,3515430.0,1316519.0,1481513.0,2024569.0,168120.0,22921169.0
Eastford School District,2015,1689673.0,33545.0,97407.0,276063.0,403327.0,290504.0,240434.0,80638.0,0.0,3111591.0
Easton School District,2015,10964816.0,196570.0,377679.0,190862.0,2052088.0,1464775.0,1057692.0,278720.0,3741.0,16586943.0
Ellington School District,2015,20267777.0,710186.0,1574661.0,3743886.0,2872119.0,3439316.0,1892298.0,1277747.0,486510.0,36264500.0
Elm City College Preparatory School District,2015,3838899.0,1002399.0,316975.0,870766.0,2967283.0,496358.0,127041.0,0.0,409223.0,10028944.0
Elm City Montessori School District,2015,597554.0,375533.0,149475.0,236285.0,223724.0,135376.0,0.0,0.0,41082.0,1759029.0
Enfield School District,2015,47687462.0,953255.0,1368309.0,1066039.0,10525057.0,7309869.0,4526038.0,4417519.0,1180994.0,79034542.0
Essex School District,2015,4348646.0,143168.0,73507.0,1050648.0,948451.0,705971.0,310563.0,276089.0,92089.0,7949132.0
Explorations District,2015,810969.0,10604.0,32132.0,68569.0,203042.0,231105.0,53568.0,0.0,5743.0,1415732.0
Fairfield School District,2015,93155073.0,1344439.0,10502002.0,12446649.0,18267033.0,15874357.0,8750829.0,6822720.0,2008728.0,169171830.0
Farmington School District,2015,39531073.0,1583372.0,2504917.0,4509279.0,4471952.0,8005389.0,3206646.0,2242055.0,151450.0,66206133.0
Franklin School District,2015,1633990.0,23178.0,134231.0,170999.0,379453.0,337586.0,230435.0,152663.0,0.0,3062535.0
Glastonbury School District,2015,54028403.0,3227715.0,5249586.0,5809798.0,10336850.0,10880864.0,5763671.0,4418181.0,1343737.0,101058805.0
Granby School District,2015,15852576.0,987884.0,1063566.0,2201090.0,3100786.0,3266047.0,1234580.0,1414461.0,645610.0,29766600.0
Great Oaks Charter School District,2015,633266.0,180270.0,455164.0,37564.0,436455.0,137098.0,0.0,0.0,73238.0,1953055.0
Greenwich School District,2015,130429647.0,3098319.0,4181162.0,12661559.0,18243564.0,13656932.0,5411923.0,4742011.0,0.0,192425117.0
Griswold School District,2015,14709221.0,207975.0,245204.0,1057836.0,3847432.0,4647320.0,1548753.0,1022921.0,462697.0,27749359.0
Groton School District,2015,40873799.0,700759.0,4063634.0,8243814.0,7920192.0,7126092.0,4679582.0,5109722.0,0.0,78717594.0
Guilford School District,2015,33177744.0,986891.0,1934301.0,3631027.0,5883276.0,5319533.0,3333638.0,3870103.0,819023.0,58955536.0
Hamden School District,2015,64680783.0,2424480.0,1490911.0,8423414.0,10062741.0,11500979.0,7741532.0,10748783.0,1038045.0,118111668.0
Hampton School District,2015,1262688.0,26700.0,62648.0,241497.0,315131.0,240254.0,154536.0,19525.0,15809.0,2338788.0
Hartland School District,2015,1812861.0,46098.0,224069.0,437905.0,441634.0,326015.0,273734.0,272800.0,145790.0,3980906.0
Hebron School District,2015,7498877.0,184181.0,745738.0,982234.0,1373787.0,1190436.0,544563.0,225867.0,0.0,12745683.0
Highville Charter School District,2015,2140361.0,72078.0,146975.0,102222.0,1125767.0,733512.0,7675.0,0.0,297946.0,4626536.0
Integrated Day Charter School District,2015,2108599.0,145660.0,157613.0,185258.0,811075.0,426766.0,11378.0,0.0,206773.0,4053122.0
Interdistrict School for Arts and Comm District,2015,1854176.0,57470.0,259046.0,160589.0,665322.0,408001.0,9796.0,0.0,0.0,3414400.0
Jumoke Academy District,2015,4301188.0,472372.0,78197.0,1168841.0,1584330.0,913359.0,1545.0,0.0,371.0,8520203.0
Kent School District,2015,3554169.0,157149.0,120486.0,280631.0,578683.0,542920.0,410550.0,0.0,30547.0,5675135.0
Killingly School District,2015,20311837.0,420966.0,2280771.0,2157515.0,4548733.0,4513885.0,3179496.0,5881300.0,0.0,43294503.0
Lebanon School District,2015,10376100.0,552134.0,402108.0,568008.0,1480452.0,2412567.0,1303626.0,1660174.0,451386.0,19206555.0
Ledyard School District,2015,20976013.0,922276.0,1145780.0,2184766.0,4896392.0,3360855.0,2435412.0,2112350.0,371866.0,38405710.0
Lisbon School District,2015,4002987.0,155342.0,77428.0,581861.0,676903.0,815418.0,652162.0,537492.0,28329.0,7527922.0
Litchfield School District,2015,9282921.0,322591.0,1055300.0,1517648.0,1754519.0,1836805.0,1147286.0,809256.0,479422.0,18205748.0
Madison School District,2015,28307267.0,1022589.0,2570372.0,4250157.0,4027412.0,5825125.0,3439856.0,1720777.0,1491187.0,52654742.0
Manchester School District,2015,63536721.0,1816268.0,8044070.0,7554389.0,12204899.0,11145906.0,5277222.0,6451138.0,1343307.0,117373920.0
Mansfield School District,2015,14166825.0,742792.0,577831.0,1355209.0,2896824.0,1581540.0,1008862.0,480637.0,93093.0,22903613.0
Marlborough School District,2015,4916149.0,263072.0,295986.0,138220.0,748541.0,723765.0,340462.0,131115.0,0.0,7557310.0
Meriden School District,2015,68926265.0,2647809.0,867472.0,8535035.0,10771398.0,12743603.0,6478189.0,11720541.0,1043435.0,123733747.0
Middletown School District,2015,47064130.0,1375902.0,1843516.0,4227024.0,6284871.0,8615782.0,7281449.0,7128222.0,1628192.0,85449088.0
Milford School District,2015,71823884.0,3592245.0,2136010.0,3467188.0,11552185.0,12265846.0,4474450.0,4638394.0,1289549.0,115239751.0
Monroe School District,2015,31029104.0,460348.0,2944666.0,3772788.0,5651739.0,5262401.0,2861481.0,2180682.0,546804.0,54710013.0
Montville School District,2015,22388678.0,945535.0,791977.0,2257282.0,3281786.0,3881166.0,2751946.0,1413777.0,582625.0,38294772.0
Naugatuck School District,2015,41384538.0,1019535.0,1035146.0,4807363.0,8900205.0,7207299.0,3450070.0,1693026.0,596483.0,70093665.0
New Britain School District,2015,96095979.0,1694201.0,3349700.0,2716857.0,12113539.0,10584755.0,12546388.0,13788279.0,0.0,152889698.0
New Canaan School District,2015,45547782.0,792219.0,3367708.0,7453072.0,7908001.0,10219986.0,4612200.0,3420343.0,1598712.0,84920023.0
New Fairfield School District,2015,23192012.0,1121988.0,1165846.0,2830721.0,4032329.0,3502511.0,1933845.0,742566.0,584077.0,39105895.0
New Hartford School District,2015,5036859.0,120998.0,69802.0,335388.0,734752.0,948550.0,653529.0,436576.0,13391.0,8349845.0
New Haven School District,2015,213092648.0,7996114.0,9201327.0,5211194.0,36509839.0,31543987.0,25241913.0,17656254.0,3383613.0,349836889.0
New London School District,2015,26444537.0,2555111.0,1517113.0,3894964.0,8955905.0,5873649.0,4131761.0,5271038.0,514226.0,59158304.0
New Milford School District,2015,35048578.0,999088.0,1229290.0,4153186.0,8101969.0,5935472.0,4675640.0,2391249.0,1067399.0,63601871.0
Newington School District,2015,38528465.0,2169481.0,2038572.0,3860822.0,7244346.0,8669427.0,4144992.0,3373653.0,735505.0,70765263.0
Newtown School District,2015,39529977.0,1143599.0,1769134.0,7947030.0,8377343.0,10741155.0,4423498.0,3398782.0,853901.0,78184419.0
Norfolk School District,2015,1280533.0,29775.0,128656.0,56860.0,583619.0,334047.0,201130.0,80195.0,2152.0,2696967.0
North Branford School District,2015,14987928.0,388515.0,1795586.0,2458850.0,3181997.0,3825604.0,2476038.0,1059253.0,873686.0,31047457.0
North Canaan School District,2015,3650206.0,120217.0,53786.0,323218.0,582336.0,568285.0,397190.0,28595.0,18703.0,5742536.0
North Haven School District,2015,26221609.0,629427.0,1141558.0,4996394.0,7107267.0,4186683.0,2988536.0,3175248.0,578957.0,51025679.0
North Stonington School District,2015,7197752.0,535549.0,171036.0,740506.0,1778080.0,1282245.0,915680.0,318378.0,0.0,12939226.0
Norwalk School District,2015,117586743.0,2475463.0,1050323.0,14459247.0,25000427.0,17982611.0,7368804.0,10212428.0,1550411.0,197686457.0
Norwich School District,2015,33467329.0,2680743.0,316309.0,5219550.0,4151448.0,4698968.0,6687996.0,8792475.0,0.0,66014818.0
Odyssey Community School District,2015,2117359.0,58831.0,93489.0,59926.0,592748.0,492553.0,0.0,0.0,0.0,3414906.0
Old Saybrook School District,2015,12944748.0,904230.0,1270581.0,1610763.0,2495023.0,2785392.0,1451850.0,1275708.0,598574.0,25336869.0
Orange School District,2015,11793631.0,458895.0,877907.0,1248946.0,2054973.0,2194498.0,1024690.0,421615.0,136772.0,20211927.0
Oxford School District,2015,17119283.0,523953.0,187697.0,1966225.0,3525070.0,2034136.0,1764751.0,1411774.0,542310.0,29075199.0
Park City Prep Charter School District,2015,1386811.0,697100.0,207415.0,351518.0,822206.0,819515.0,0.0,0.0,0.0,4284565.0
Path Academy District,2015,767584.0,97062.0,138008.0,351744.0,374017.0,196984.0,1209.0,0.0,63300.0,1989908.0
Plainfield School District,2015,18825456.0,476252.0,705456.0,2655236.0,3665488.0,3479379.0,3232283.0,2163174.0,335465.0,35538189.0
Plainville School District,2015,22794513.0,853189.0,1252550.0,1727799.0,3589548.0,3321424.0,2269899.0,1806143.0,0.0,37615065.0
Plymouth School District,2015,14089452.0,667266.0,430010.0,748322.0,2558553.0,2439251.0,1891817.0,1518021.0,462558.0,24805250.0
Pomfret School District,2015,4194768.0,166274.0,179642.0,136237.0,712081.0,672361.0,795544.0,942094.0,32083.0,7831084.0
Portland School District,2015,11081128.0,565125.0,495794.0,1187544.0,1999026.0,2882330.0,943002.0,855800.0,449529.0,20459278.0
Preston School District,2015,5086760.0,73103.0,105879.0,483269.0,823792.0,749625.0,911042.0,908738.0,36802.0,9179010.0
Putnam School District,2015,10415462.0,572178.0,232155.0,2327937.0,2155763.0,2182536.0,1201008.0,1659406.0,263459.0,21009904.0
Redding School District,2015,15039819.0,410633.0,590033.0,224630.0,1928712.0,2330216.0,1254452.0,139984.0,1775.0,21920254.0
Regional School District 01,2015,5364020.0,415224.0,686494.0,628124.0,1056127.0,1330067.0,235940.0,740739.0,416899.0,10873634.0
Regional School District 04,2015,8452026.0,151638.0,351457.0,989514.0,2151440.0,1855364.0,745578.0,1257869.0,908037.0,16862923.0
Regional School District 05,2015,20024117.0,574618.0,1163350.0,2621906.0,5577849.0,3577448.0,2665739.0,3127149.0,1014265.0,40346441.0
Regional School District 06,2015,9609942.0,395678.0,782661.0,1206818.0,2165117.0,1931750.0,1000775.0,411423.0,315020.0,17819184.0
Regional School District 07,2015,10031327.0,429828.0,214658.0,788066.0,2197431.0,2108324.0,1654896.0,1086534.0,497159.0,19008223.0
Regional School District 08,2015,13462958.0,218621.0,821066.0,1908059.0,2631622.0,2687423.0,1465121.0,1772717.0,544832.0,25512419.0
Regional School District 09,2015,13560551.0,364588.0,469621.0,147667.0,1770263.0,2093520.0,1352019.0,1472660.0,177.0,21231066.0
Regional School District 10,2015,19942353.0,699355.0,2375601.0,2105555.0,3305089.0,4024825.0,2427816.0,1684830.0,0.0,36565424.0
Regional School District 11,2015,2702983.0,76708.0,113979.0,384165.0,986289.0,649878.0,467661.0,935843.0,222193.0,6539699.0
Regional School District 12,2015,9782166.0,705642.0,915097.0,1718198.0,2259663.0,3272575.0,1504113.0,619887.0,447388.0,21224729.0
Regional School District 13,2015,18778823.0,369927.0,1062685.0,3076920.0,4383365.0,3379996.0,1845026.0,1005513.0,587587.0,34489842.0
Regional School District 14,2015,15755291.0,487333.0,1621244.0,2833892.0,3090852.0,4032194.0,1899548.0,1517255.0,785371.0,32022980.0
Regional School District 15,2015,36128051.0,453137.0,1443635.0,5694103.0,6451899.0,6219222.0,4110429.0,2357142.0,1305996.0,64163614.0
Regional School District 16,2015,18042460.0,640706.0,2010723.0,2247189.0,4250640.0,5308598.0,2434034.0,1352442.0,572406.0,36859198.0
Regional School District 17,2015,20415394.0,494891.0,723086.0,1951058.0,4231547.0,4757811.0,3327550.0,1525034.0,733215.0,38159586.0
Regional School District 18,2015,13554579.0,367110.0,1515844.0,2018535.0,3153454.0,4398820.0,1374717.0,505122.0,588030.0,27476211.0
Regional School District 19,2015,11566001.0,636601.0,304794.0,1210610.0,2666905.0,1721181.0,1442410.0,932121.0,826386.0,21307009.0
Ridgefield School District,2015,50807603.0,989808.0,5525935.0,4758522.0,6812303.0,9398145.0,4739824.0,4118831.0,1343213.0,88494184.0
Rocky Hill School District,2015,23128239.0,703427.0,2370215.0,2380518.0,2979221.0,4721072.0,1549041.0,1600881.0,0.0,39432614.0
Salem School District,2015,3000813.0,43150.0,95692.0,990660.0,978371.0,1363571.0,849027.0,1221242.0,88.0,8542614.0
Salisbury School District,2015,3874717.0,81892.0,196504.0,203299.0,590930.0,975900.0,493243.0,2050.0,7287.0,6425822.0
Scotland School District,2015,1477899.0,46616.0,108135.0,170455.0,369847.0,353867.0,164250.0,80010.0,20032.0,2791111.0
Seymour School District,2015,17736420.0,371996.0,927339.0,2327539.0,4324714.0,3786444.0,1935525.0,2145886.0,482554.0,34038417.0
Sharon School District,2015,2726823.0,95932.0,85821.0,300498.0,674894.0,568125.0,364491.0,11619.0,43840.0,4872043.0
Shelton School District,2015,42901771.0,1712752.0,1475150.0,2724005.0,7300421.0,7889306.0,3788176.0,2314611.0,746088.0,70852280.0
Sherman School District,2015,4375326.0,123868.0,413136.0,54599.0,576696.0,657871.0,514811.0,355103.0,45640.0,7117050.0
Side By Side Charter School District,2015,1525600.0,83172.0,4818.0,281933.0,588743.0,311944.0,0.0,0.0,0.0,2796210.0
Simsbury School District,2015,39569080.0,925253.0,3900417.0,5028114.0,5919193.0,7217177.0,2808444.0,2674759.0,758747.0,68801184.0
Somers School District,2015,12771742.0,489007.0,482981.0,1448317.0,1988914.0,2367489.0,1020911.0,999245.0,303187.0,21871793.0
South Windsor School District,2015,39383509.0,1622987.0,2826640.0,5268066.0,7378908.0,6306263.0,3421942.0,4669379.0,1796315.0,72674009.0
Southington School District,2015,55085249.0,1240980.0,1379263.0,6784333.0,9848760.0,8162797.0,3895329.0,5281420.0,880310.0,92558441.0
Sprague School District,2015,3338694.0,155860.0,28946.0,99156.0,550266.0,409760.0,485188.0,347339.0,0.0,5415209.0
Stafford School District,2015,15320234.0,468482.0,562768.0,1805390.0,3191974.0,3710904.0,2184840.0,1213491.0,144222.0,28602305.0
Stamford Academy District,2015,1050120.0,28319.0,0.0,466980.0,1270676.0,34493.0,59106.0,0.0,77015.0,2986709.0
Stamford School District,2015,158994460.0,2737579.0,17241365.0,16774748.0,34391143.0,24305629.0,13947920.0,14801344.0,0.0,283194188.0
Sterling School District,2015,3186348.0,182893.0,273575.0,179956.0,607922.0,506042.0,646281.0,796309.0,25140.0,6404466.0
Stonington School District,2015,19646769.0,190722.0,1735793.0,1974833.0,4381898.0,4019054.0,2395573.0,2348382.0,462529.0,37155553.0
Stratford School District,2015,59385884.0,885138.0,2750347.0,10497077.0,10197398.0,9569077.0,5072559.0,6179785.0,1748858.0,106286123.0
Suffield School District,2015,20879831.0,872465.0,443559.0,2507592.0,4327268.0,2911461.0,1416539.0,1395132.0,521104.0,35274951.0
The Bridge Academy District,2015,2281505.0,110601.0,29340.0,337878.0,398495.0,239899.0,1644.0,0.0,148920.0,3548282.0
Thomaston School District,2015,7938584.0,256383.0,29601.0,901025.0,2125848.0,1725498.0,1139732.0,1080410.0,189810.0,15386891.0
Thompson School District,2015,8063231.0,168777.0,290887.0,1290374.0,1874377.0,2227450.0,1038530.0,2129003.0,14892.0,17097521.0
Tolland School District,2015,22613912.0,596677.0,1510920.0,1481249.0,3865637.0,3601242.0,2459697.0,3348595.0,126225.0,39604154.0
Torrington School District,2015,42142161.0,534267.0,1391746.0,4785278.0,7517497.0,5851146.0,4505085.0,7053030.0,623931.0,74404141.0
Trailblazers Academy District,2015,1164747.0,22992.0,0.0,490329.0,2021353.0,297351.0,6668.0,0.0,103448.0,4106888.0
Trumbull School District,2015,59027980.0,1510697.0,4710345.0,8074542.0,11198627.0,8111415.0,5564459.0,3476752.0,1218663.0,102893480.0
Union School District,2015,977687.0,62936.0,19333.0,39253.0,258247.0,138521.0,169796.0,27952.0,0.0,1693725.0
Vernon School District,2015,31307291.0,1005574.0,2633597.0,3401982.0,5045363.0,5069725.0,3032148.0,3153198.0,530899.0,55179777.0
Voluntown School District,2015,2741744.0,109256.0,133088.0,538502.0,700767.0,414277.0,389556.0,515604.0,60789.0,5603583.0
Wallingford School District,2015,55215886.0,624555.0,3131581.0,6003479.0,13272818.0,8994816.0,6647223.0,5476728.0,1762610.0,101129696.0
Waterbury School District,2015,169833692.0,5002314.0,20907086.0,8691732.0,24854463.0,22259477.0,13181661.0,6268550.0,10160661.0,281159636.0
Waterford School District,2015,27112264.0,933662.0,536938.0,3096009.0,4484844.0,4945320.0,2518060.0,2873643.0,885568.0,47386308.0
Watertown School District,2015,22782234.0,400779.0,738711.0,2679164.0,5067734.0,5017161.0,3108042.0,1606151.0,0.0,41399976.0
West Hartford School District,2015,86195070.0,2510593.0,6999327.0,10271373.0,18279660.0,13667892.0,7399747.0,7161452.0,1379546.0,153864660.0
West Haven School District,2015,49060089.0,1595250.0,2611100.0,4452071.0,6250627.0,15499756.0,5244584.0,9282170.0,1730826.0,95726473.0
Westbrook School District,2015,10570862.0,432807.0,321461.0,311142.0,1622952.0,1792607.0,594742.0,492523.0,528882.0,16667978.0
Weston School District,2015,27642779.0,462753.0,3349762.0,3179952.0,3879523.0,5789512.0,1765402.0,2198357.0,1012305.0,49280345.0
Westport School District,2015,65667758.0,3670181.0,3068704.0,10239004.0,11307290.0,13345705.0,4887355.0,2751641.0,1695931.0,116633569.0
Wethersfield School District,2015,32889332.0,2024104.0,1027751.0,3679280.0,4890584.0,5847433.0,2892412.0,5319822.0,542881.0,59113599.0
Willington School District,2015,4852821.0,125787.0,283489.0,461182.0,1084529.0,786665.0,528941.0,192721.0,1200.0,8317335.0
Wilton School District,2015,47257696.0,925049.0,3087637.0,8206854.0,8278863.0,6602153.0,3879760.0,3989650.0,0.0,82227662.0
Windham School District,2015,32500419.0,1406983.0,1394504.0,5123755.0,5959574.0,6892430.0,3518275.0,4904268.0,87169.0,61787377.0
Windsor Locks School District,2015,18338580.0,1183938.0,1349529.0,1880688.0,3371724.0,3641600.0,1291234.0,1355562.0,522416.0,32935271.0
Windsor School District,2015,36244231.0,984632.0,2865867.0,5013820.0,7640364.0,5165881.0,4452793.0,6441039.0,642695.0,69451322.0
Wolcott School District,2015,21096780.0,646167.0,718869.0,1383667.0,3781598.0,3649192.0,2060096.0,1011331.0,756652.0,35104352.0
Woodbridge School District,2015,8679380.0,313319.0,71708.0,185530.0,2163893.0,982778.0,567722.0,275617.0,0.0,13239947.0
Woodstock School District,2015,7100494.0,168338.0,129340.0,614702.0,977945.0,1356609.0,986549.0,512548.0,19579.0,11866104.0
