fiscal_year,policy_year,delta_gcs,delta_sd,n_tests,subject
2019,1,0.02903779501044816,0.00886313219531615,426207.3333333333,all
2019,1,0.028253685504221308,0.008860916600993677,212779.33333333334,mth
2019,1,0.029819521391219565,0.008865341055835257,213428.0,rla
2020,2,0.06001847902580892,0.01831907596846324,426207.3333333333,all
2020,2,0.05840089187742689,0.018315156018983092,212779.33333333334,mth
2020,2,0.06163114987987348,0.018322984004133753,213428.0,rla
2021,3,0.0920683380068355,0.02810119758417668,426207.3333333333,all
2021,3,0.08959259557409974,0.028096541702583723,212779.33333333334,mth
2021,3,0.09453655597421824,0.028105839315258965,213428.0,rla
2022,4,0.12388847484211386,0.037813307868920856,426207.3333333333,all
2022,4,0.12056135476575036,0.03780824630817223,212779.33333333334,mth
2022,4,0.12720548288121167,0.03781835404618775,213428.0,rla
2023,5,0.12831825701046878,0.03916494780401683,426207.3333333333,all
2023,5,0.1248798683128794,0.03916145719189027,212779.33333333334,mth
2023,5,0.13174619549470673,0.03916842780720859,213428.0,rla
2024,6,0.13168886416835934,0.04019340666756428,426207.3333333333,all
2024,6,0.12816625698409523,0.040191222621834305,212779.33333333334,mth
2024,6,0.1352007651760197,0.040195584075375795,213428.0,rla
2025,7,0.13517656943140086,0.04125919305375299,426207.3333333333,all
2025,7,0.13155538892531746,0.04125706218320874,212779.33333333334,mth
2025,7,0.13878674416931752,0.04126131744799282,213428.0,rla
