town_code,town,fiscal_year,policy_year,delta_2018,delta_nominal,delta_sd,delta_gcs,n_tests,frpl_share
1,Andover,2019,1,-1065.2885144176275,-1084.6045582493418,-0.009134849011131155,-0.02973797043266259,127.5,0.14074275855806775
1,Andover,2020,2,-929.8134040002851,-958.5335663317315,-0.017107998950433603,-0.055694097004786544,127.5,0.17717586524925974
1,Andover,2021,3,-476.8651503558054,-514.6060549078601,-0.021197117614734633,-0.06900598533336821,127.5,0.20449417074088003
1,Andover,2022,4,-252.40944947946187,-294.1520014471406,-0.023361528644021017,-0.07605209973707823,127.5,0.2377445279995865
1,Andover,2023,5,-74.48542187343557,-90.38602748347844,-0.01486539212545457,-0.04839342072956307,127.5,0.2097975453687192
1,Andover,2024,6,11.62210948109328,14.519444444444444,-0.006792582597351751,-0.022112858154012524,127.5,0.2222222222222222
1,Andover,2025,7,216.29109767208038,277.3298064066043,-0.0008487677705126313,-0.002763114183162186,127.5,0.24707865821754552
2,Ansonia,2019,1,3015.272599172997,3069.9461799935257,0.025855962537908447,0.08475389370593886,2209.333333333333,0.6709291032696666
2,Ansonia,2020,2,2735.0711155133567,2819.552244832041,0.04930919735343549,0.1616318272851386,2209.333333333333,0.5951227390180878
2,Ansonia,2021,3,2538.1241137195266,2739.000818267309,0.07107361162858043,0.23297393459764668,2209.333333333333,0.6566493378548369
2,Ansonia,2022,4,2254.902031997674,2627.80948632159,0.09040939655296047,0.2963551782005146,2209.333333333333,0.6637158877252342
2,Ansonia,2023,5,2644.7600213219052,3209.344136905012,0.08723225119788737,0.2859407355234187,2209.333333333333,0.6825077958864616
2,Ansonia,2024,6,2860.4512574085893,3573.5477441121448,0.08830738591463896,0.28946494597853273,2209.333333333333,0.6416802137027929
2,Ansonia,2025,7,2503.5851876403212,3210.1126809360935,0.0880112146235098,0.28849411883990606,2209.333333333333,0.6272585538004133
3,Ashford,2019,1,-955.959534478628,-973.2932013861597,-0.008197353008154235,-0.026892152407592074,468.99999999999994,0.2947375942267157
3,Ashford,2020,2,-498.23739418194197,-513.6269968473149,-0.012469738663264387,-0.040908097074967384,468.99999999999994,0.36810680381140254
3,Ashford,2021,3,-167.68743355315027,-180.95884879409712,-0.013907658405982652,-0.04562532187089842,468.99999999999994,0.37810653059726146
3,Ashford,2022,4,11.470611648851182,13.36757946776872,-0.013809297911093752,-0.045302641437738204,468.99999999999994,0.36692286895060056
3,Ashford,2023,5,85.24842908769085,103.44664312348334,-0.004880939623512568,-0.016012360589715544,468.99999999999994,0.31763568567877365
3,Ashford,2024,6,-184.86565561490232,-230.951758005112,-0.0021937769653002028,-0.0071968822668040285,468.99999999999994,0.3522048020609012
3,Ashford,2025,7,-4.040522516358404,-5.180783394710412,-0.0007905047031597126,-0.00259332164116182,468.99999999999994,0.35361566789420823
