fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,-0.0015410853045806795,0.0020196710210510695,0.03964396047305489,0.04118504577763557
2020,2,-0.0022263692103396183,0.005150268460669365,0.07956194996884221,0.08178831917918182
2021,3,-0.002480478381371598,0.008586079560176206,0.11538701399160743,0.11786749237297903
2022,4,0.0010834147480357514,0.01424881946449577,0.15148163672641662,0.15039822197838087
2023,5,0.006866784543074436,0.01974044000359857,0.15259844102876333,0.1457316564856889
2024,6,0.012654493983776254,0.02733805594417491,0.16081285653311408,0.14815836254933784
2025,7,0.01643320505103218,0.03459681389406744,0.17045305847372422,0.15401985342269203
