town_code,grade,subject,fiscal_year,policy_year,delta_2018,exposure,delta_sd,delta_gcs,k,gcs_baseline,gcs_simulated,n_tests,town,resident_students,frpl_share,delta_nominal_per_student
1,3,mth,2019,1,-1065.2885144176275,1,-0.0050460213162460445,-0.013613084436647025,2.6977857570317187,3.497912615803232,3.484299531366585,25.0,Andover,440.52,0.14074275855806775,-1084.6045582493418
1,3,rla,2019,1,-1065.2885144176275,1,-0.0050460213162460445,-0.0174702586747342,3.462184873949579,4.137821115168416,4.1203508564936815,34.0,Andover,440.52,0.14074275855806775,-1084.6045582493418
1,4,rla,2019,1,-1065.2885144176275,1,-0.0050460213162460445,-0.017187568404916496,3.406162464985994,4.607834709244338,4.590647140839422,24.0,Andover,440.52,0.14074275855806775,-1084.6045582493418
1,5,rla,2019,1,-1065.2885144176275,1,-0.0050460213162460445,-0.01700664663223317,3.3703081232492997,6.12569787699433,6.108691230362097,24.5,Andover,440.52,0.14074275855806775,-1084.6045582493418
1,6,mth,2019,1,-1065.2885144176275,1,-0.0050460213162460445,-0.01654829252724616,3.279473369239977,8.361706039893576,8.345157747366331,20.0,Andover,440.52,0.14074275855806775,-1084.6045582493418
1,3,mth,2020,2,-929.8134040002851,2,-0.009450328875388068,-0.02549496263928751,2.6977857570317187,3.497912615803232,3.4724176531639444,25.0,Andover,412.02,0.17717586524925974,-958.5335663317315
1,3,rla,2020,2,-929.8134040002851,2,-0.009450328875388068,-0.03271878568621751,3.462184873949579,4.137821115168416,4.105102329482198,34.0,Andover,412.02,0.17717586524925974,-958.5335663317315
1,4,rla,2020,2,-929.8134040002851,2,-0.009450328875388068,-0.03218935549712014,3.406162464985994,4.607834709244338,4.575645353747218,24.0,Andover,412.02,0.17717586524925974,-958.5335663317315
1,5,rla,2020,2,-929.8134040002851,2,-0.009450328875388068,-0.031850520176097824,3.3703081232492997,6.12569787699433,6.093847356818232,24.5,Andover,412.02,0.17717586524925974,-958.5335663317315
1,6,mth,2020,2,-929.8134040002851,2,-0.009450328875388068,-0.03099210187739475,3.279473369239977,8.361706039893576,8.330713938016181,20.0,Andover,412.02,0.17717586524925974,-958.5335663317315
1,3,mth,2021,3,-476.8651503558054,3,-0.011709127014205635,-0.031588716086199294,2.6977857570317187,3.497912615803232,3.4663238997170325,25.0,Andover,425.44,0.20449417074088003,-514.6060549078601
1,3,rla,2021,3,-476.8651503558054,3,-0.011709127014205635,-0.040539162435737144,3.462184873949579,4.137821115168416,4.097281952732679,34.0,Andover,425.44,0.20449417074088003,-514.6060549078601
1,4,rla,2021,3,-476.8651503558054,3,-0.011709127014205635,-0.03988318893354075,3.406162464985994,4.607834709244338,4.567951520310798,24.0,Andover,425.44,0.20449417074088003,-514.6060549078601
1,5,rla,2021,3,-476.8651503558054,3,-0.011709127014205635,-0.03946336589213507,3.3703081232492997,6.12569787699433,6.086234511102195,24.5,Andover,425.44,0.20449417074088003,-514.6060549078601
1,6,mth,2021,3,-476.8651503558054,3,-0.011709127014205635,-0.038399770220135784,3.279473369239977,8.361706039893576,8.32330626967344,20.0,Andover,425.44,0.20449417074088003,-514.6060549078601
1,3,mth,2022,4,-252.40944947946187,4,-0.012904731252172643,-0.034814200170433456,2.6977857570317187,3.497912615803232,3.4630984156327984,25.0,Andover,386.97,0.2377445279995865,-294.1520014471406
1,3,rla,2022,4,-252.40944947946187,4,-0.012904731252172643,-0.04467856534365654,3.462184873949579,4.137821115168416,4.093142549824759,34.0,Andover,386.97,0.2377445279995865,-294.1520014471406
1,4,rla,2022,4,-252.40944947946187,4,-0.012904731252172643,-0.04395561121188216,3.406162464985994,4.607834709244338,4.563879098032456,24.0,Andover,386.97,0.2377445279995865,-294.1520014471406
1,5,rla,2022,4,-252.40944947946187,4,-0.012904731252172643,-0.04349292056754657,3.3703081232492997,6.12569787699433,6.082204956426784,24.5,Andover,386.97,0.2377445279995865,-294.1520014471406
