town_code,grade,subject,fiscal_year,policy_year,delta_2018,exposure,delta_sd,delta_gcs,k,gcs_baseline,gcs_simulated,n_tests,town,resident_students,frpl_share,delta_nominal_per_student
1,3,mth,2019,1,115.16415652629668,1,0.0009875326422129939,0.0026641514967661152,2.6977857570317187,3.497912615803232,3.500576767299998,25.0,Andover,440.52,0.14074275855806775,117.25233814582766
1,3,rla,2019,1,115.16415652629668,1,0.0009875326422129939,0.003419020576401289,3.462184873949579,4.137821115168416,4.141240135744817,34.0,Andover,440.52,0.14074275855806775,117.25233814582766
1,4,rla,2019,1,115.16415652629668,1,0.0009875326422129939,0.003363696618854343,3.406162464985994,4.607834709244338,4.611198405863193,24.0,Andover,440.52,0.14074275855806775,117.25233814582766
1,5,rla,2019,1,115.16415652629668,1,0.0009875326422129939,0.0033282892860242975,3.3703081232492997,6.12569787699433,6.1290261662803545,24.5,Andover,440.52,0.14074275855806775,117.25233814582766
1,6,mth,2019,1,115.16415652629668,1,0.0009875326422129939,0.003238587001392704,3.279473369239977,8.361706039893576,8.36494462689497,20.0,Andover,440.52,0.14074275855806775,117.25233814582766
1,3,mth,2020,2,161.77413607067388,2,0.0023747458590190223,0.006406555555031572,2.6977857570317187,3.497912615803232,3.5043191713582633,25.0,Andover,412.02,0.17717586524925974,166.77103053249843
1,3,rla,2020,2,161.77413607067388,2,0.0023747458590190223,0.008221809192570059,3.462184873949579,4.137821115168416,4.1460429243609855,34.0,Andover,412.02,0.17717586524925974,166.77103053249843
1,4,rla,2020,2,161.77413607067388,2,0.0023747458590190223,0.008088770208871514,3.406162464985994,4.607834709244338,4.61592347945321,24.0,Andover,412.02,0.17717586524925974,166.77103053249843
1,5,rla,2020,2,161.77413607067388,2,0.0023747458590190223,0.008003625259304448,3.3703081232492997,6.12569787699433,6.1337015022536345,24.5,Andover,412.02,0.17717586524925974,166.77103053249843
1,6,mth,2020,2,161.77413607067388,2,0.0023747458590190223,0.007787915803365797,3.279473369239977,8.361706039893576,8.369493955696942,20.0,Andover,412.02,0.17717586524925974,166.77103053249843
1,3,mth,2021,3,188.91948631144905,3,0.003994730454139698,0.010776926922358928,2.6977857570317187,3.497912615803232,3.5086895427255906,25.0,Andover,425.44,0.20449417074088003,203.87128619781873
1,3,rla,2021,3,188.91948631144905,3,0.003994730454139698,0.013830495353828196,3.462184873949579,4.137821115168416,4.1516516105222445,34.0,Andover,425.44,0.20449417074088003,203.87128619781873
1,4,rla,2021,3,188.91948631144905,3,0.003994730454139698,0.013606700930627094,3.406162464985994,4.607834709244338,4.621441410174965,24.0,Andover,425.44,0.20449417074088003,203.87128619781873
1,5,rla,2021,3,188.91948631144905,3,0.003994730454139698,0.01346347249977839,3.3703081232492997,6.12569787699433,6.139161349494109,24.5,Andover,425.44,0.20449417074088003,203.87128619781873
1,6,mth,2021,3,188.91948631144905,3,0.003994730454139698,0.01310061214164306,3.279473369239977,8.361706039893576,8.37480665203522,20.0,Andover,425.44,0.20449417074088003,203.87128619781873
