fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.0005626931644397614,0.0012882695573048588,0.001141623531155507,0.0005789303667157456
2020,2,0.00146710787025833,0.0034589312816253187,0.005026208564741884,0.003559100694483554
2021,3,0.0026729060148221635,0.00637642847779904,0.011375163826435223,0.00870225781161306
2022,4,0.00403620833436187,0.009698931709570134,0.0198530573380672,0.01581684900370533
2023,5,0.004983598573554197,0.012046992781403002,0.02906580846602309,0.024082209892468894
2024,6,0.005818964823030299,0.014069612603105398,0.03747868420574556,0.03165971938271526
2025,7,0.006745026354272534,0.016775149785218997,0.04818141265777888,0.041436386303506344
