town_code,town,fiscal_year,policy_year,delta_2018,delta_nominal,delta_sd,delta_gcs,n_tests,frpl_share
1,Andover,2019,1,115.16415652629668,117.25233814582766,0.000987532642212994,0.003214855163958826,127.5,0.14074275855806775
1,Andover,2020,2,161.77413607067388,166.77103053249843,0.0023747458590190223,0.007730847226324412,127.5,0.17717586524925974
1,Andover,2021,3,188.91948631144905,203.87128619781873,0.003994730454139698,0.013004612992169519,127.5,0.20449417074088003
1,Andover,2022,4,192.3317074937724,224.13882213091452,0.005643974845898796,0.018373632326654767,127.5,0.2377445279995865
1,Andover,2023,5,187.4453973827086,227.45987621944823,0.006263786486242528,0.0203913931250984,127.5,0.2097975453687192
1,Andover,2024,6,192.85319798022303,240.93055555555554,0.0065302894421169115,0.02125897802030054,127.5,0.2222222222222222
1,Andover,2025,7,196.63136202362392,252.12196965292716,0.006596418776348811,0.02147425822731037,127.5,0.24707865821754552
2,Ansonia,2019,1,49.80826101469076,50.71139527355132,0.0004271058382009732,0.0014000207015692646,2209.333333333333,0.6709291032696666
2,Ansonia,2020,2,174.43088054568904,179.8187177002584,0.0019228506388802567,0.006302959266015274,2209.333333333333,0.5951227390180878
2,Ansonia,2021,3,288.9996802642372,311.8722037444889,0.004401022897146091,0.014426220887164698,2209.333333333333,0.6566493378548369
2,Ansonia,2022,4,385.6136865634901,449.38506827689304,0.007707660259428019,0.02526512859040887,2209.333333333333,0.6637158877252342
2,Ansonia,2023,5,474.96860361027404,576.3614433526934,0.011353410197185146,0.03721562172134824,2209.333333333333,0.6825077958864616
2,Ansonia,2024,6,549.5803392873197,686.5880257815754,0.014570316805894629,0.04776039878686107,2209.333333333333,0.6416802137027929
2,Ansonia,2025,7,735.0841321975579,942.5294996837521,0.018395490981222853,0.06029903102641317,2209.333333333333,0.6272585538004133
3,Ashford,2019,1,168.42091495804664,171.47475974420348,0.0014442093457652499,0.004737858403335116,468.99999999999994,0.2947375942267157
3,Ashford,2020,2,220.8070749945964,227.62738432816107,0.003337630013843914,0.010949394874560146,468.99999999999994,0.36810680381140254
3,Ashford,2021,3,277.79917674005964,299.7852501743695,0.005719757954389926,0.018764179423648514,468.99999999999994,0.37810653059726146
3,Ashford,2022,4,270.656389771051,315.4165540149086,0.00804063649667669,0.02637802982347888,468.99999999999994,0.36692286895060056
3,Ashford,2023,5,265.54412546178924,322.23055221259887,0.00887346802674628,0.02911020841993565,468.99999999999994,0.31763568567877365
3,Ashford,2024,6,263.1209873896663,328.7157606617425,0.009236309825534006,0.03030054351263425,468.99999999999994,0.3522048020609012
3,Ashford,2025,7,266.53251295407983,341.7496652159357,0.009139698183569227,0.029983600348483557,468.99999999999994,0.35361566789420823
4,Avon,2019,1,3.890350834590534,3.9608915249525043,3.3359758406613827e-05,0.00010943591854644696,2848.6666666666665,0.03552507606999984
4,Avon,2020,2,5.220420679984517,5.381669516280654,7.812486573748105e-05,0.0002562868213579162,2848.6666666666665,0.07476293524961988
4,Avon,2021,3,6.203306711461419,6.69425977508895,0.00013131822078826276,0.0004307863965525456,2848.6666666666665,0.07693829548701941
4,Avon,2022,4,5.8372648535427105,6.80261037448343,0.00018137276690739142,0.0005949891813930477,2848.6666666666665,0.05712188661784181
4,Avon,2023,5,5.614521026675809,6.813068101916365,0.00019615752630452272,0.0006434902438225793,2848.6666666666665,0.07574692218202272
4,Avon,2024,6,13.979026266361979,17.463929039049063,0.00027126256920770943,0.0008898706059762521,2848.6666666666665,0.08215450180996638
4,Avon,2025,7,25.748818988069395,33.01529772615213,0.00043886533697962284,0.001439687622588992,2848.6666666666665,0.09989306319516927
5,Barkhamsted,2019,1,87.11284406711248,88.69239316722225,0.0007469926378754893,0.002377919919350698,239.66666666666669,0.09228393317889899
5,Barkhamsted,2020,2,112.95347676972487,116.44239419635167,0.0017155687011758802,0.005461211771970247,239.66666666666669,0.15695882701988784
5,Barkhamsted,2021,3,136.72467608276068,147.54558204768583,0.0028879827985855526,0.009193386220017115,239.66666666666669,0.1809053397564892
5,Barkhamsted,2022,4,130.74005028229283,152.36136182360102,0.004009078729756214,0.01276219829534856,239.66666666666669,0.19730489903866336
5,Barkhamsted,2023,5,132.84122326931728,161.199200532978,0.00440119958141512,0.014010446185186388,239.66666666666669,0.2043082389518099
5,Barkhamsted,2024,6,168.66054500474002,210.70679269970898,0.004878887691530373,0.015531082419983373,239.66666666666669,0.22334017641617976
5,Barkhamsted,2025,7,170.05134156996905,218.04090017742087,0.005164663848083186,0.01644080064301047,239.66666666666669,0.2474554113362592
6,Beacon Falls,2019,1,67.43927393093932,68.66209756378507,0.0005782917739578046,0.001895628496147055,1719.9999999999998,0.18775557219374533
6,Beacon Falls,2020,2,123.18231057280897,126.98717716302286,0.0016345800871196414,0.005358119779522606,1719.9999999999998,0.22720955246969535
6,Beacon Falls,2021,3,169.15612724955653,182.5437804428279,0.0030850938782845893,0.01011287404097126,1719.9999999999998,0.26452671338276257
6,Beacon Falls,2022,4,225.6272125334856,262.9406160685932,0.005019847225759228,0.0164549555708331,1719.9999999999998,0.26233310781890734
6,Beacon Falls,2023,5,265.0547129331202,321.6366634602171,0.006714399615202929,0.022009663319240303,1719.9999999999998,0.24048371581695752
6,Beacon Falls,2024,6,307.0949274203204,383.65218853803134,0.00829145030467034,0.027179202920958573,1719.9999999999998,0.27050133849107905
6,Beacon Falls,2025,7,407.92633226075293,523.045710025235,0.010338904812641348,0.03389071652820174,1719.9999999999998,0.3211745813259922
7,Berlin,2019,1,61.40837253962048,62.52184255225645,0.0005265767945272456,0.001726550479321524,2301.6666666666665,0.1325376424343677
7,Berlin,2020,2,81.31221981749198,83.82379917593272,0.0012238290794622392,0.004012715155156385,2301.6666666666665,0.17779533781114185
7,Berlin,2021,3,98.40356610262096,106.19159505187379,0.002067639658792214,0.006779418084985855,2301.6666666666665,0.19454905032168543
7,Berlin,2022,4,100.09386913457004,116.6470272774699,0.002925944586621152,0.009593645373291479,2301.6666666666665,0.20612238197213517
7,Berlin,2023,5,98.24228701790736,119.2143352497707,0.003241795403272462,0.01062926332028629,2301.6666666666665,0.1976093003139378
7,Berlin,2024,6,119.31616813088472,149.06110438200827,0.0035676792600598047,0.011697777799061372,2301.6666666666665,0.208808602022694
7,Berlin,2025,7,192.64475742116608,247.01032014668843,0.004375797475616327,0.014347451895828615,2301.6666666666665,0.23795449496794016
8,Bethany,2019,1,63.18874496807672,64.33449708213348,0.0005418434881012578,0.0017267688150168212,501.8333333333333,0.054789633291710195
8,Bethany,2020,2,82.43967574763104,84.98608006901148,0.001248763707637194,0.0039796108563174655,501.8333333333333,0.1215543269419284
8,Bethany,2021,3,96.85198639222023,104.51721747773433,0.0020792694909504824,0.006626300387166837,501.8333333333333,0.11378052129788263
8,Bethany,2022,4,90.75238246035137,105.76067968874067,0.0028574711705479957,0.009106305077878516,501.8333333333333,0.10984066486686782
8,Bethany,2023,5,87.17037976867587,105.77887784410531,0.003063113688963133,0.009761655000205944,501.8333333333333,0.11250678349724028
8,Bethany,2024,6,81.18184941103564,101.4200868042336,0.0030523278281268267,0.00972728218121995,501.8333333333333,0.11802330008375847
8,Bethany,2025,7,79.60423014833157,102.06904479098816,0.0029044283183354827,0.009255950021893078,501.8333333333333,0.13538194311404012
9,Bethel,2019,1,60.26924733804533,61.36206248392394,0.0005168087959237387,0.001697957644209344,2849.0,0.2067628262202964
