district,district_code,school,school_code,ppe_federal,ppe_state_local_other,ppe_total_source,fiscal_year,cpi_u,deflator,ppe_federal_real,ppe_state_local_other_real,ppe_total_source_real,enrollment
Cheshire School District,250011,Highland School,250411,757,16388,17145,2023,304.703,1.056642041594602,799.8780254871137,17316.249777652338,18116.12780313945,818.0
Cheshire School District,250011,Norton School,250511,396,16480,16876,2023,304.703,1.056642041594602,418.4302484714624,17413.460845479043,17831.891093950504,429.0
Chester School District,260011,Chester Elementary School,260111,1516,24061,25577,2023,304.703,1.056642041594602,1601.8693350574167,25423.86416280772,27025.733497865134,222.0
Clinton School District,270011,Jared Eliot School,275111,1175,25973,27148,2023,304.703,1.056642041594602,1241.5543988736574,27444.1637463366,28685.718145210256,418.0
Clinton School District,270011,Lewin G. Joel Jr. School,270311,1213,20555,21768,2023,304.703,1.056642041594602,1281.7067964542523,21719.277164977044,23000.9839614313,549.0
Clinton School District,270011,The Morgan School,276111,1465,21509,22974,2023,304.703,1.056642041594602,1547.980590936092,22727.313672658296,24275.294263594387,524.0
Colchester School District,280011,Bacon Academy,286111,822,18967,19789,2023,304.703,1.056642041594602,868.5597581907629,20041.329602924816,20909.88936111558,672.0
Colchester School District,280011,Colchester Elementary School,280411,1501,16126,17627,2023,304.703,1.056642041594602,1586.0197044334975,17039.409562754554,18625.42926718805,630.0
Colchester School District,280011,Jack Jackter Intermediate School,280211,1363,18917,20280,2023,304.703,1.056642041594602,1440.2031026934426,19988.49750084509,21428.70060353853,444.0
Colchester School District,280011,William J. Johnston Middle School,285111,874,19934,20808,2023,304.703,1.056642041594602,923.5051443536822,21063.1024571468,21986.60760150048,477.0
Colebrook School District,290011,Colebrook Consolidated School,290111,1945,32019,33964,2023,304.703,1.056642041594602,2055.168770901501,33832.62152981757,35887.79030071906,72.0
Columbia School District,300011,Horace W. Porter School,300111,877,20953,21830,2023,304.703,1.056642041594602,926.675070478466,22139.820697531697,23066.49576801016,462.0
Common Ground High School District,2680013,Common Ground High School,2686113,3531,16594,20125,2023,304.703,1.056642041594602,3731.00304887054,17533.918038220825,21264.921087091367,226.0
Connecticut Technical Education and Career System,9000016,A. I. Prince Technical High School,9001516,1463,29014,30476,2023,304.703,1.056642041594602,1545.8673068529029,30657.412194825785,32202.22285963709,757.0
Connecticut Technical Education and Career System,9000016,Bullard-Havens Technical High School,9001116,2049,25367,27417,2023,304.703,1.056642041594602,2165.0595432273394,26803.83866913027,28969.95485439921,810.0
Connecticut Technical Education and Career System,9000016,E. C. Goodwin Technical High School,9001916,1940,27149,29089,2023,304.703,1.056642041594602,2049.885560693528,28686.77478725185,30736.66034794538,647.0
Connecticut Technical Education and Career System,9000016,Eli Whitney Technical High School,9001416,1835,26742,28576,2023,304.703,1.056642041594602,1938.9381463260947,28256.721476322848,30194.60298060735,619.0
Connecticut Technical Education and Career System,9000016,Ella T. Grasso Technical High School,9002716,1685,25015,26701,2023,304.703,1.056642041594602,1780.4418400869044,26431.90067048897,28213.39915261747,654.0
Connecticut Technical Education and Career System,9000016,Emmett O'Brien Technical High School,9002516,1819,25895,27714,2023,304.703,1.056642041594602,1922.031873660581,27361.745667092226,29283.7775407528,627.0
Connecticut Technical Education and Career System,9000016,H. C. Wilcox Technical High School,9001716,1430,27101,28531,2023,304.703,1.056642041594602,1510.998119480281,28636.05596925531,30147.054088735596,761.0
Connecticut Technical Education and Career System,9000016,H. H. Ellis Technical High School,9001316,2290,24864,27154,2023,304.703,1.056642041594602,2419.710275251639,26272.347722208186,28692.057997459822,668.0
Connecticut Technical Education and Career System,9000016,Henry Abbott Technical High School,9001216,917,25999,26916,2023,304.703,1.056642041594602,968.94075214225,27471.63643941806,28440.57719156031,702.0
Connecticut Technical Education and Career System,9000016,Howell Cheney Technical High School,9001616,1260,25362,26622,2023,304.703,1.056642041594602,1331.3689724091987,26798.5554589223,28129.924431331496,659.0
Connecticut Technical Education and Career System,9000016,J. M. Wright Technical High School,9002116,2187,28103,30290,2023,304.703,1.056642041594602,2310.876144967395,29694.8112949331,32005.687439900496,429.0
Connecticut Technical Education and Career System,9000016,Norwich Technical High School,9002016,1074,26741,27815,2023,304.703,1.056642041594602,1134.8335526726023,28255.66483428125,29390.498386953856,661.0
Connecticut Technical Education and Career System,9000016,Oliver Wolcott Technical High School,9002216,1138,27405,28544,2023,304.703,1.056642041594602,1202.4586433346572,28957.27514990007,30160.79043527632,618.0
Connecticut Technical Education and Career System,9000016,Platt Technical High School,9002616,1302,27632,28934,2023,304.703,1.056642041594602,1375.7479381561718,29197.132893342045,30572.880831498216,787.0
Connecticut Technical Education and Career System,9000016,Vinal Technical High School,9001816,1509,30488,31996,2023,304.703,1.056642041594602,1594.4728407662544,32214.902564136228,33808.31876286089,529.0
Connecticut Technical Education and Career System,9000016,W. F. Kaynor Technical High School,9002316,1482,24352,25833,2023,304.703,1.056642041594602,1565.9435056432003,25731.34699691175,27296.233860513355,791.0
Connecticut Technical Education and Career System,9000016,Windham Technical High School,9002416,1970,30936,32906,2023,304.703,1.056642041594602,2081.584821941366,32688.27819877061,34769.86302071198,464.0
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,702,21834,22536,2023,304.703,1.056642041594602,741.7627131994107,23070.722336176543,23812.48504937595,457.0
Cornwall School District,310011,Cornwall Consolidated School,310111,1535,34397,35932,2023,304.703,1.056642041594602,1621.9455338477142,36345.31630472952,37967.26183857725,94.0
Coventry School District,320011,Capt. Nathan Hale School,325111,681,19233,19914,2023,304.703,1.056642041594602,719.573230325924,20322.39638598898,21041.969616314906,389.0
Coventry School District,320011,Coventry Academy,320111,7663,2229,9892,2023,304.703,1.056642041594602,8097.047964739436,2355.255110714368,10452.303075453803,18.0
Coventry School District,320011,Coventry Grammar School,320211,655,16724,17379,2023,304.703,1.056642041594602,692.1005372444644,17671.281503628124,18363.382040872588,375.0
Coventry School District,320011,Coventry High School,326111,693,21666,22359,2023,304.703,1.056642041594602,732.2529348250592,22893.20647318865,23625.459408013707,404.0
Coventry School District,320011,George Hersey Robertson School,320411,655,15145,15800,2023,304.703,1.056642041594602,692.1005372444644,16002.843719950248,16694.94425719471,357.0
Cromwell School District,330011,Cromwell High School,336111,773,20210,20983,2023,304.703,1.056642041594602,816.7842981526273,21354.73566062691,22171.519958779536,536.0
Cromwell School District,330011,Cromwell Middle School,335111,741,17239,17979,2023,304.703,1.056642041594602,782.9717528216001,18215.452155049345,18997.36726582935,483.0
Cromwell School District,330011,Edna C. Stevens School,330211,759,15717,16476,2023,304.703,1.056642041594602,801.991309570303,16607.24296774236,17409.234277312662,473.0
Cromwell School District,330011,Woodside Intermediate School,330311,740,15909,16648,2023,304.703,1.056642041594602,781.9151107800055,16810.118239728523,17590.976708466937,431.0
Danbury School District,340011,Broadview Middle School,345111,2738,14720,17458,2023,304.703,1.056642041594602,2893.0859098860205,15553.770852272542,18446.856762158564,1026.0
Danbury School District,340011,DPS Early Childhood Center,340111,4868,29583,34451,2023,304.703,1.056642041594602,5143.733458482523,31258.641516493117,36402.37497497564,68.0
Danbury School District,340011,DPS Early Childhood Center at Granville,340411,3421,8706,12128,2023,304.703,1.056642041594602,3614.7724242951335,9199.125614122606,12814.954680459334,172.0
Danbury School District,340011,Danbury High School,346111,2325,12293,14618,2023,304.703,1.056642041594602,2456.6927467074497,12989.300617322444,15445.993364029891,3590.0
Danbury School District,340011,Ellsworth Avenue School,341411,2890,22729,25619,2023,304.703,1.056642041594602,3053.6955002084,24016.41696340371,27070.11246361211,466.0
Danbury School District,340011,Great Plain School,341111,-908,13792,12884,2023,304.703,1.056642041594602,-959.4309737678986,14573.207037672752,13613.776063904854,249.0
Danbury School District,340011,Hayestown Avenue School,340211,3096,12264,15360,2023,304.703,1.056642041594602,3271.363760776888,12958.6579981162,16230.021758893088,449.0
Danbury School District,340011,King Street Intermediate School,341711,2114,12386,14500,2023,304.703,1.056642041594602,2233.7412759309886,13087.568327190742,15321.30960312173,389.0
Danbury School District,340011,King Street Primary School,341311,2763,12812,15576,2023,304.703,1.056642041594602,2919.5019609258857,13537.697836910042,16458.25643987752,390.0
Danbury School District,340011,Mill Ridge Primary School,340511,2168,14120,16287,2023,304.703,1.056642041594602,2290.7999461770974,14919.78562731578,17209.528931451285,329.0
Danbury School District,340011,Morris Street School,340611,2195,13653,15848,2023,304.703,1.056642041594602,2319.329281300152,14426.333793891105,16745.663075191253,376.0
Danbury School District,340011,Park Avenue School,340811,2114,11952,14067,2023,304.703,1.056642041594602,2233.7412759309886,12628.985681138684,14863.783599111268,608.0
Danbury School District,340011,Pembroke School,341511,2507,14502,17009,2023,304.703,1.056642041594602,2649.001598277667,15323.42288720492,17972.42448548259,366.0
Danbury School District,340011,Rogers Park Middle School,345211,2289,13883,16172,2023,304.703,1.056642041594602,2418.653633210044,14669.36146345786,17088.015096667903,950.0
Danbury School District,340011,Shelter Rock School,341211,2266,11967,14233,2023,304.703,1.056642041594602,2394.350866253368,12644.835311762605,15039.18617801597,583.0
Danbury School District,340011,South Street School,341011,2694,14768,17462,2023,304.703,1.056642041594602,2846.593660055858,15604.489670269084,18451.083330324946,386.0
