fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.018769075097929536,0.010412656677464006,0.06834571066324167,0.04957663556531214
2020,2,0.03928710259750491,0.02285098619954168,0.14338410945856414,0.10409700686105923
2021,3,0.06105453567715803,0.0373987597883276,0.21832063985453437,0.15726610417737635
2022,4,0.08308092339074384,0.05293529941344318,0.2898752135379764,0.20679429014723255
2023,5,0.08704767263897507,0.05972939752212635,0.29294075986734563,0.20589308722837057
2024,6,0.08934215327431866,0.0653260449713633,0.292709565406363,0.20336741213204435
2025,7,0.09050625820662547,0.06840388250218946,0.2911721913171327,0.2006659331105072
