fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.037849399754603996,0.018703135992889065,0.09130816503117417,0.053458765276570175
2020,2,0.07918207192633325,0.041011661556911716,0.19146732654379603,0.11228525461746278
2021,3,0.1229630755550961,0.067124643203464,0.2916678046491648,0.1687047290940687
2022,4,0.16722770797190392,0.09497843125156784,0.38748825087153194,0.22026054289962801
2023,5,0.17503883895532518,0.10712568223053773,0.3920281683651621,0.2169893294098369
2024,6,0.17952803652632593,0.11709967454937516,0.39201943796277444,0.2124914014364485
2025,7,0.18183855443919625,0.12253693707027358,0.3899377377810418,0.20809918334184555
