district,district_code,school,school_code,fiscal_year,enrollment_total,n_native_american,n_asian,n_black,n_hispanic,n_two_or_more,n_white,n_pacific_islander,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_nonwhite
Manchester School District,770011,Keeney School,770611,2008,417.0,,,57.0,51.0,,285.0,,108.0,68.34532374100719,13.66906474820144,12.23021582733813,,,,,25.899280575539567,31.654676258992808
Manchester School District,770011,Manchester Head Start,778011,2008,46.0,,,14.0,22.0,,8.0,,36.0,17.391304347826086,30.434782608695656,47.82608695652174,,,,,78.26086956521739,82.6086956521739
Manchester School District,770011,Manchester High School,776111,2008,2077.0,,,426.0,358.0,,1196.0,,784.0,57.5830524795378,20.51035146846413,17.236398651901784,,,,,37.74675012036591,42.4169475204622
Manchester School District,770011,Manchester Regional Academy,779011,2008,90.0,0.0,,32.0,,,39.0,,35.0,43.333333333333336,35.55555555555556,,,0.0,,,38.88888888888889,56.66666666666666
Manchester School District,770011,Martin School,771611,2008,227.0,0.0,14.0,28.0,29.0,,156.0,,57.0,68.72246696035242,12.334801762114536,12.77533039647577,6.167400881057269,0.0,,,25.11013215859031,31.27753303964758
Manchester School District,770011,Nathan Hale School,770911,2008,343.0,,,123.0,110.0,,93.0,,233.0,27.113702623906704,35.8600583090379,32.06997084548105,,,,,67.93002915451895,72.8862973760933
Manchester School District,770011,Robertson School,771011,2008,413.0,,,124.0,94.0,,121.0,,218.0,29.297820823244557,30.024213075060537,22.760290556900724,,,,,52.78450363196126,70.70217917675545
Manchester School District,770011,Verplanck School,771211,2008,390.0,,,107.0,117.0,,107.0,,224.0,27.43589743589744,27.43589743589744,30.0,,,,,57.43589743589743,72.56410256410257
Manchester School District,770011,Waddell School,771311,2008,360.0,,,68.0,73.0,,178.0,,141.0,49.44444444444444,18.88888888888889,20.27777777777778,,,,,39.16666666666666,50.55555555555556
Manchester School District,770011,Washington School,771411,2008,395.0,,,148.0,93.0,,132.0,,241.0,33.41772151898734,37.46835443037975,23.54430379746836,,,,,61.01265822784811,66.58227848101265
Mansfield School District,780011,Mansfield Elementary at Goodwin,780211,2008,202.0,0.0,31.0,,,,153.0,,,75.74257425742574,,,15.346534653465346,0.0,,,,24.257425742574256
Mansfield School District,780011,Mansfield Elementary at Vinton,780411,2008,262.0,,24.0,,17.0,,216.0,,20.0,82.44274809160305,,6.488549618320611,9.16030534351145,,,,7.633587786259542,17.55725190839695
Mansfield School District,780011,Mansfield Middle School,785111,2008,594.0,,60.0,,35.0,,480.0,,38.0,80.8080808080808,,5.892255892255893,10.1010101010101,,,,6.397306397306397,19.1919191919192
Mansfield School District,780011,Southeast Elementary School,780511,2008,244.0,,26.0,15.0,,,191.0,,18.0,78.27868852459017,6.147540983606557,,10.655737704918032,,,,7.377049180327869,21.721311475409838
Marlborough School District,790011,Elmer Thienes-Mary Hall Elementary School,790111,2008,660.0,0.0,25.0,11.0,21.0,,603.0,,32.0,91.36363636363636,1.6666666666666667,3.1818181818181817,3.787878787878788,0.0,,,4.848484848484849,8.636363636363626
Meriden School District,800011,Benjamin Franklin School,800111,2008,434.0,0.0,16.0,55.0,181.0,,182.0,,236.0,41.935483870967744,12.672811059907836,41.70506912442397,3.686635944700461,0.0,,,54.377880184331794,58.064516129032256
Meriden School District,800011,Casimir Pulaski School,801111,2008,733.0,0.0,17.0,114.0,353.0,,249.0,,467.0,33.969986357435204,15.552523874488402,48.15825375170533,2.319236016371077,0.0,,,63.710777626193725,66.0300136425648
Meriden School District,800011,Francis T. Maloney High School,806111,2008,1321.0,,,188.0,459.0,,640.0,,647.0,48.44814534443604,14.231642694928084,34.74640423921272,,,,,48.9780469341408,51.551854655563965
Meriden School District,800011,Hanover School,800311,2008,589.0,,,29.0,209.0,,338.0,,238.0,57.38539898132428,4.923599320882852,35.483870967741936,,,,,40.40747028862479,42.61460101867572
Meriden School District,800011,Israel Putnam School,800411,2008,623.0,,,89.0,281.0,,232.0,,370.0,37.23916532905297,14.285714285714285,45.10433386837881,,,,,59.3900481540931,62.76083467094703
Meriden School District,800011,John Barry School,800511,2008,538.0,0.0,,,319.0,,121.0,,322.0,22.490706319702603,,59.29368029739776,,0.0,,,59.85130111524164,77.50929368029739
Meriden School District,800011,Lincoln Middle School,805211,2008,777.0,,,91.0,315.0,,363.0,,406.0,46.71814671814672,11.711711711711713,40.54054054054054,,,,,52.25225225225225,53.28185328185328
Meriden School District,800011,Nathan Hale School,800711,2008,622.0,,,99.0,253.0,,253.0,,352.0,40.67524115755627,15.916398713826366,40.67524115755627,,,,,56.59163987138264,59.32475884244373
Meriden School District,800011,Orville H. Platt High School,806211,2008,1213.0,,,167.0,468.0,,557.0,,635.0,45.919208573784005,13.76751854905194,38.58202802967848,,,,,52.34954657873042,54.080791426216
Meriden School District,800011,Roger Sherman School,800811,2008,590.0,,,78.0,303.0,,191.0,,381.0,32.3728813559322,13.220338983050848,51.35593220338984,,,,,64.57627118644068,67.62711864406779
Meriden School District,800011,Thomas Hooker School,801011,2008,507.0,0.0,23.0,10.0,236.0,,238.0,,246.0,46.94280078895464,1.9723865877712032,46.5483234714004,4.536489151873767,0.0,,,48.5207100591716,53.057199211045365
Meriden School District,800011,Washington Middle School,805411,2008,868.0,,,144.0,376.0,,331.0,,520.0,38.13364055299539,16.589861751152075,43.31797235023041,,,,,59.90783410138248,61.86635944700461
Middletown School District,830011,Beman Middle School,835411,2008,700.0,,,174.0,85.0,,400.0,,259.0,57.14285714285714,24.857142857142858,12.142857142857142,,,,,37.0,42.85714285714286
Middletown School District,830011,Bielefield School,830211,2008,351.0,,,108.0,48.0,,179.0,,156.0,50.997150997151,30.76923076923077,13.675213675213676,,,,,44.44444444444444,49.00284900284901
Middletown School District,830011,DEAL Program,839011,2008,24.0,0.0,0.0,,,,12.0,,,50.0,,,0.0,0.0,,,,50.0
Middletown School District,830011,Farm Hill School,830511,2008,309.0,,,67.0,45.0,,178.0,,112.0,57.60517799352751,21.68284789644013,14.563106796116504,,,,,36.24595469255664,42.39482200647249
Middletown School District,830011,Keigwin Middle School,831511,2008,357.0,,,88.0,41.0,,213.0,,129.0,59.66386554621849,24.649859943977592,11.484593837535014,,,,,36.134453781512605,40.33613445378151
Middletown School District,830011,Lawrence School,831311,2008,286.0,,47.0,66.0,,,142.0,,69.0,49.65034965034965,23.07692307692308,,16.433566433566433,,,,24.125874125874127,50.34965034965035
Middletown School District,830011,Middletown High School,836211,2008,1337.0,6.0,61.0,360.0,133.0,,777.0,,493.0,58.1151832460733,26.925953627524308,9.947643979057592,4.56245325355273,0.4487658937920717,,,36.873597606581896,41.8848167539267
Middletown School District,830011,Moody School,831211,2008,391.0,,,73.0,58.0,,240.0,,131.0,61.38107416879796,18.67007672634271,14.83375959079284,,,,,33.50383631713555,38.61892583120204
Middletown School District,830011,Snow School,831111,2008,350.0,0.0,25.0,83.0,51.0,,191.0,,134.0,54.57142857142857,23.714285714285715,14.571428571428571,7.142857142857142,0.0,,,38.285714285714285,45.42857142857143
Middletown School District,830011,Spencer School,830111,2008,384.0,,,71.0,53.0,,233.0,,124.0,60.677083333333336,18.489583333333336,13.802083333333334,,,,,32.29166666666667,39.32291666666666
Middletown School District,830011,Wesley School,831411,2008,336.0,0.0,13.0,84.0,39.0,,200.0,,123.0,59.523809523809526,25.0,11.607142857142858,3.869047619047619,0.0,,,36.60714285714285,40.47619047619048
Milford School District,840011,Calf Pen Meadow School,840111,2008,345.0,,19.0,,9.0,,310.0,,12.0,89.85507246376811,,2.608695652173913,5.507246376811594,,,,3.4782608695652173,10.14492753623189
Milford School District,840011,East Shore Middle School,845111,2008,619.0,,32.0,,26.0,,535.0,,29.0,86.4297253634895,,4.20032310177706,5.169628432956381,,,,4.68497576736672,13.570274636510504
Milford School District,840011,Harborside Middle School,845211,2008,548.0,0.0,28.0,16.0,14.0,,490.0,,30.0,89.41605839416059,2.9197080291970803,2.554744525547445,5.109489051094891,0.0,,,5.474452554744526,10.583941605839414
Milford School District,840011,J. F. Kennedy School,841911,2008,391.0,,26.0,,26.0,,325.0,,29.0,83.12020460358056,,6.649616368286446,6.649616368286446,,,,7.41687979539642,16.87979539641944
Milford School District,840011,Jonathan Law High School,846211,2008,1033.0,,,60.0,75.0,,846.0,,135.0,81.8973862536302,5.808325266214908,7.260406582768635,,,,,13.068731848983544,18.1026137463698
Milford School District,840011,Joseph A. Foran High School,846311,2008,1012.0,,42.0,,47.0,,897.0,,50.0,88.63636363636364,,4.644268774703558,4.150197628458498,,,,4.940711462450593,11.36363636363636
Milford School District,840011,Live Oaks School,841611,2008,349.0,,28.0,,11.0,,300.0,,14.0,85.95988538681948,,3.151862464183381,8.022922636103152,,,,4.011461318051576,14.04011461318052
Milford School District,840011,Mathewson School,841711,2008,493.0,0.0,50.0,21.0,8.0,,414.0,,29.0,83.97565922920892,4.259634888438134,1.6227180527383367,10.141987829614605,0.0,,,5.88235294117647,16.024340770791085
Milford School District,840011,Meadowside School,840711,2008,358.0,0.0,74.0,18.0,29.0,,237.0,,47.0,66.20111731843575,5.027932960893855,8.100558659217876,20.670391061452516,0.0,,,13.128491620111731,33.79888268156425
Milford School District,840011,Orange Avenue School,840811,2008,497.0,,35.0,,22.0,,421.0,,25.0,84.70824949698189,,4.426559356136821,7.042253521126761,,,,5.030181086519115,15.291750503018108
Milford School District,840011,Orchard Hills School,841811,2008,439.0,0.0,31.0,24.0,28.0,,356.0,,52.0,81.09339407744875,5.466970387243736,6.378132118451026,7.061503416856492,0.0,,,11.84510250569476,18.90660592255125
Milford School District,840011,Pumpkin Delight School,841011,2008,282.0,0.0,20.0,20.0,31.0,,211.0,,51.0,74.822695035461,7.092198581560284,10.99290780141844,7.092198581560284,0.0,,,18.08510638297873,25.177304964539005
Milford School District,840011,Simon Lake School,841411,2008,379.0,,45.0,,34.0,,269.0,,37.0,70.97625329815304,,8.970976253298153,11.87335092348285,,,,9.762532981530343,29.02374670184696
Milford School District,840011,The Academy,846411,2008,87.0,0.0,0.0,,,,74.0,,,85.0574712643678,,,0.0,0.0,,,,14.942528735632196
Milford School District,840011,West Shore Middle School,845311,2008,550.0,,,38.0,53.0,,427.0,,91.0,77.63636363636364,6.909090909090909,9.636363636363637,,,,,16.545454545454547,22.36363636363636
Monroe School District,850011,Chalk Hill School,850611,2008,679.0,,18.0,,29.0,,623.0,,32.0,91.75257731958764,,4.270986745213549,2.650957290132548,,,,4.712812960235641,8.24742268041237
Monroe School District,850011,Fawn Hollow Elementary School,850511,2008,598.0,,24.0,,21.0,,532.0,,24.0,88.96321070234113,,3.511705685618729,4.013377926421405,,,,4.013377926421405,11.03678929765887
Monroe School District,850011,Jockey Hollow School,855211,2008,668.0,,21.0,,27.0,,608.0,,30.0,91.01796407185628,,4.04191616766467,3.143712574850299,,,,4.491017964071856,8.982035928143716
Monroe School District,850011,Masuk High School,856111,2008,1402.0,,43.0,,67.0,,1251.0,,70.0,89.22967189728959,,4.778887303851641,3.0670470756062764,,,,4.992867332382311,10.770328102710408
Monroe School District,850011,Monroe Elementary School,850111,2008,361.0,,,7.0,,,343.0,,10.0,95.01385041551248,1.9390581717451525,,,,,,2.7700831024930745,4.986149584487535
Monroe School District,850011,Stepney Elementary School,850311,2008,513.0,,20.0,,25.0,,457.0,,28.0,89.08382066276803,,4.8732943469785575,3.898635477582846,,,,5.458089668615984,10.916179337231966
Montville School District,860011,Dr. Charles E. Murphy School,860711,2008,419.0,9.0,14.0,13.0,30.0,,353.0,,43.0,84.24821002386635,3.102625298329356,7.159904534606206,3.341288782816229,2.1479713603818613,,,10.26252983293556,15.75178997613365
Montville School District,860011,Leonard J. Tyl Middle School,865111,2008,713.0,27.0,43.0,40.0,33.0,,570.0,,73.0,79.94389901823283,5.610098176718092,4.628330995792426,6.03085553997195,3.786816269284712,,,10.238429172510518,20.056100981767173
Montville School District,860011,Mohegan School,860111,2008,406.0,32.0,71.0,,31.0,,244.0,,34.0,60.09852216748769,,7.635467980295567,17.48768472906404,7.881773399014778,,,8.374384236453201,39.90147783251231
Montville School District,860011,Montville High School,866111,2008,828.0,9.0,58.0,40.0,49.0,,672.0,,89.0,81.15942028985508,4.830917874396135,5.917874396135265,7.004830917874397,1.0869565217391304,,,10.748792270531402,18.84057971014492
Montville School District,860011,Oakdale School,860511,2008,470.0,17.0,20.0,26.0,33.0,,374.0,,59.0,79.57446808510639,5.531914893617021,7.021276595744681,4.25531914893617,3.617021276595744,,,12.5531914893617,20.42553191489361
Montville School District,860011,The Palmer School,869011,2008,30.0,,,0.0,,,26.0,,3.0,86.66666666666667,0.0,,,,,,10.0,13.333333333333329
Naugatuck School District,880011,Andrew Avenue School,880811,2008,228.0,,17.0,,46.0,,159.0,,49.0,69.73684210526315,,20.175438596491222,7.456140350877193,,,,21.49122807017544,30.26315789473685
Naugatuck School District,880011,Central Avenue School,880111,2008,293.0,0.0,12.0,27.0,48.0,,206.0,,75.0,70.30716723549489,9.215017064846416,16.38225255972696,4.09556313993174,0.0,,,25.59726962457337,29.692832764505116
Naugatuck School District,880011,City Hill Middle School,885111,2008,507.0,0.0,17.0,39.0,47.0,,404.0,,86.0,79.6844181459566,7.6923076923076925,9.270216962524657,3.353057199211045,0.0,,,16.962524654832347,20.3155818540434
Naugatuck School District,880011,Cross Street Intermediate School,880211,2008,400.0,,8.0,39.0,32.0,,318.0,,71.0,79.5,9.75,8.0,2.0,,,,17.75,20.5
Naugatuck School District,880011,Head Start,888111,2008,106.0,0.0,6.0,14.0,28.0,,58.0,,42.0,54.71698113207547,13.20754716981132,26.41509433962264,5.660377358490567,0.0,,,39.62264150943396,45.28301886792453
Naugatuck School District,880011,Hillside Intermediate School,880411,2008,384.0,,,32.0,56.0,,273.0,,88.0,71.09375,8.333333333333332,14.583333333333334,,,,,22.916666666666664,28.90625
Naugatuck School District,880011,Hillside Middle School,885211,2008,301.0,0.0,9.0,23.0,25.0,,244.0,,48.0,81.06312292358804,7.641196013289036,8.305647840531561,2.990033222591362,0.0,,,15.946843853820598,18.93687707641196
Naugatuck School District,880011,Hop Brook Elementary School,880511,2008,339.0,8.0,17.0,22.0,45.0,,247.0,,67.0,72.86135693215338,6.489675516224189,13.274336283185844,5.014749262536873,2.359882005899705,,,19.76401179941003,27.138643067846616
Naugatuck School District,880011,Maple Hill School,880311,2008,435.0,,,48.0,35.0,,328.0,,83.0,75.40229885057471,11.03448275862069,8.045977011494253,,,,,19.080459770114945,24.59770114942529
Naugatuck School District,880011,Naugatuck High School,886111,2008,1410.0,0.0,33.0,94.0,139.0,,1144.0,,233.0,81.13475177304964,6.666666666666667,9.858156028368796,2.3404255319148937,0.0,,,16.52482269503546,18.86524822695036
Naugatuck School District,880011,Salem School,880611,2008,253.0,,7.0,33.0,45.0,,165.0,,78.0,65.21739130434783,13.043478260869565,17.786561264822133,2.766798418972332,,,,30.8300395256917,34.78260869565217
Naugatuck School District,880011,Western School,880711,2008,262.0,0.0,6.0,21.0,26.0,,209.0,,47.0,79.77099236641222,8.015267175572518,9.923664122137405,2.2900763358778624,0.0,,,17.938931297709924,20.229007633587784
New Beginnings Inc Family Academy District,2800013,New Beginnings Inc Family Academy,2800113,2008,362.0,0.0,0.0,300.0,53.0,,9.0,,353.0,2.4861878453038675,82.87292817679558,14.64088397790055,0.0,0.0,,,97.51381215469614,97.51381215469613
New Britain School District,890011,Chamberlain Elementary School,890311,2008,580.0,0.0,13.0,133.0,350.0,,84.0,,483.0,14.482758620689657,22.93103448275862,60.3448275862069,2.2413793103448274,0.0,,,83.27586206896552,85.51724137931035
New Britain School District,890011,DiLoreto Elementary & Middle School,891111,2008,657.0,,,99.0,438.0,,109.0,,537.0,16.590563165905632,15.068493150684931,66.66666666666666,,,,,81.7351598173516,83.40943683409436
New Britain School District,890011,Gaffney Elementary School,890511,2008,434.0,0.0,21.0,67.0,205.0,,141.0,,272.0,32.48847926267281,15.43778801843318,47.235023041474655,4.838709677419355,0.0,,,62.67281105990783,67.51152073732719
New Britain School District,890011,Holmes Elementary School,890611,2008,422.0,,,46.0,246.0,,117.0,,292.0,27.72511848341232,10.90047393364929,58.29383886255924,,,,,69.19431279620854,72.27488151658768
New Britain School District,890011,House of Arts Letters and Science (HALS) Academy,895411,2008,155.0,0.0,7.0,21.0,44.0,,83.0,,65.0,53.5483870967742,13.548387096774196,28.387096774193548,4.516129032258064,0.0,,,41.935483870967744,46.4516129032258
New Britain School District,890011,Jefferson Elementary School,890711,2008,410.0,,,64.0,206.0,,100.0,,270.0,24.390243902439025,15.609756097560975,50.24390243902439,,,,,65.85365853658537,75.60975609756098
New Britain School District,890011,Lincoln Elementary School,890811,2008,656.0,,,122.0,403.0,,112.0,,525.0,17.073170731707318,18.59756097560976,61.4329268292683,,,,,80.03048780487805,82.92682926829268
New Britain School District,890011,New Britain High School,896111,2008,3130.0,,,549.0,1637.0,,882.0,,2186.0,28.17891373801917,17.53993610223642,52.30031948881789,,,,,69.84025559105432,71.82108626198084
New Britain School District,890011,Northend Elementary School,890911,2008,287.0,0.0,,72.0,176.0,,,,248.0,,25.08710801393728,61.32404181184668,,0.0,,,86.41114982578398,
