district,district_code,school,school_code,fiscal_year,enrollment_total,n_native_american,n_asian,n_black,n_hispanic,n_two_or_more,n_white,n_pacific_islander,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_nonwhite
Glastonbury School District,540011,Glastonbury High School,546111,2008,2065.0,,128.0,,92.0,,1769.0,,95.0,85.66585956416465,,4.455205811138015,6.198547215496368,,,,4.600484261501211,14.334140435835351
Glastonbury School District,540011,Hebron Avenue School,540411,2008,525.0,,44.0,15.0,,,452.0,,18.0,86.09523809523809,2.857142857142857,,8.380952380952381,,,,3.428571428571429,13.904761904761912
Glastonbury School District,540011,Hopewell School,540611,2008,542.0,,47.0,,21.0,,465.0,,24.0,85.79335793357934,,3.8745387453874542,8.671586715867159,,,,4.428044280442804,14.206642066420656
Glastonbury School District,540011,Naubuc School,540711,2008,481.0,0.0,63.0,43.0,52.0,,323.0,,95.0,67.15176715176715,8.93970893970894,10.81081081081081,13.0977130977131,0.0,,,19.75051975051975,32.848232848232854
Glastonbury School District,540011,Nayaug Elementary School,540911,2008,675.0,0.0,36.0,11.0,11.0,,617.0,,22.0,91.4074074074074,1.6296296296296295,1.6296296296296295,5.333333333333334,0.0,,,3.259259259259259,8.592592592592595
Glastonbury School District,540011,Smith Middle School,545211,2008,1070.0,,72.0,,47.0,,918.0,,50.0,85.79439252336448,,4.392523364485982,6.728971962616822,,,,4.672897196261682,14.20560747663552
Granby School District,560011,Frank M. Kearns Primary School,560111,2008,497.0,,9.0,33.0,,,443.0,,36.0,89.13480885311871,6.639839034205232,,1.8108651911468812,,,,7.243460764587525,10.865191146881289
Granby School District,560011,Granby Memorial High School,566111,2008,749.0,,,22.0,13.0,,703.0,,35.0,93.8584779706275,2.9372496662216285,1.7356475300400531,,,,,4.672897196261682,6.141522029372496
Granby School District,560011,Granby Memorial Middle School,565111,2008,374.0,0.0,,14.0,,,350.0,,17.0,93.58288770053476,3.7433155080213902,,,0.0,,,4.545454545454546,6.417112299465245
Granby School District,560011,Kelly Lane Primary School,560411,2008,363.0,,,17.0,10.0,,332.0,,27.0,91.46005509641874,4.683195592286501,2.7548209366391188,,,,,7.43801652892562,8.539944903581258
Granby School District,560011,Wells Road Intermediate School,560311,2008,344.0,0.0,,14.0,,,319.0,,17.0,92.73255813953487,4.069767441860465,,,0.0,,,4.941860465116279,7.267441860465112
Greenwich School District,570011,Central Middle School,575111,2008,713.0,,69.0,,81.0,,537.0,,84.0,75.31556802244039,,11.360448807854135,9.67741935483871,,,,11.781206171107996,24.68443197755961
Greenwich School District,570011,Cos Cob School,570211,2008,407.0,0.0,66.0,,,,287.0,,,70.51597051597052,,,16.216216216216218,0.0,,,,29.48402948402948
Greenwich School District,570011,Eastern Middle School,575211,2008,725.0,0.0,63.0,7.0,51.0,,604.0,,58.0,83.3103448275862,0.9655172413793104,7.03448275862069,8.689655172413794,0.0,,,8.0,16.689655172413794
Greenwich School District,570011,Glenville School,570411,2008,344.0,0.0,,,37.0,,269.0,,40.0,78.19767441860465,,10.755813953488373,,0.0,,,11.627906976744184,21.80232558139535
Greenwich School District,570011,Greenwich High School,576111,2008,2693.0,,196.0,,397.0,,2015.0,,400.0,74.82361678425548,,14.74192350538433,7.27812848124768,,,,14.853323431117712,25.17638321574452
Greenwich School District,570011,Hamilton Avenue School,570511,2008,377.0,0.0,28.0,47.0,129.0,,173.0,,176.0,45.88859416445623,12.46684350132626,34.217506631299734,7.427055702917771,0.0,,,46.684350132626,54.11140583554377
Greenwich School District,570011,International School At Dundee,571311,2008,372.0,0.0,43.0,11.0,64.0,,254.0,,75.0,68.27956989247312,2.956989247311828,17.20430107526882,11.559139784946236,0.0,,,20.161290322580644,31.72043010752688
Greenwich School District,570011,Julian Curtiss School,570311,2008,327.0,0.0,35.0,21.0,79.0,,192.0,,100.0,58.71559633027523,6.422018348623854,24.159021406727827,10.703363914373089,0.0,,,30.58103975535168,41.28440366972477
Greenwich School District,570011,New Lebanon School,570611,2008,229.0,,11.0,,105.0,,103.0,,108.0,44.97816593886463,,45.85152838427948,4.80349344978166,,,,47.16157205240175,55.02183406113537
Greenwich School District,570011,North Mianus School,570711,2008,454.0,,68.0,,36.0,,347.0,,39.0,76.431718061674,,7.929515418502203,14.977973568281936,,,,8.590308370044053,23.568281938325995
Greenwich School District,570011,North Street School,570811,2008,515.0,,40.0,,33.0,,432.0,,36.0,83.88349514563107,,6.407766990291262,7.766990291262135,,,,6.990291262135923,16.116504854368927
Greenwich School District,570011,Old Greenwich School,570911,2008,454.0,0.0,,,17.0,,421.0,,20.0,92.73127753303964,,3.744493392070485,,0.0,,,4.405286343612335,7.268722466960355
Greenwich School District,570011,Parkway School,571111,2008,332.0,,27.0,0.0,,,277.0,,3.0,83.43373493975903,0.0,,8.132530120481928,,,,0.9036144578313252,16.566265060240966
Greenwich School District,570011,Riverside School,571011,2008,499.0,0.0,36.0,0.0,41.0,,422.0,,41.0,84.5691382765531,0.0,8.216432865731463,7.214428857715431,0.0,,,8.216432865731463,15.430861723446895
Greenwich School District,570011,Western Middle School,575311,2008,527.0,0.0,36.0,20.0,142.0,,329.0,,162.0,62.42884250474384,3.795066413662239,26.944971537001894,6.83111954459203,0.0,,,30.74003795066413,37.571157495256166
Griswold School District,580011,Griswold Elementary School,580311,2008,906.0,9.0,16.0,21.0,37.0,,823.0,,58.0,90.83885209713024,2.3178807947019866,4.083885209713024,1.7660044150110374,0.9933774834437088,,,6.401766004415011,9.161147902869756
Griswold School District,580011,Griswold High School,586211,2008,792.0,18.0,16.0,13.0,13.0,,732.0,,26.0,92.42424242424242,1.6414141414141417,1.6414141414141417,2.0202020202020203,2.272727272727273,,,3.2828282828282838,7.575757575757578
Griswold School District,580011,Griswold Middle School,585111,2008,439.0,,,13.0,10.0,,403.0,,23.0,91.7995444191344,2.9612756264236904,2.277904328018223,,,,,5.239179954441914,8.200455580865608
Groton School District,590011,Carl C. Cutler Middle School,595311,2008,376.0,,22.0,23.0,,,319.0,,26.0,84.8404255319149,6.117021276595745,,5.851063829787234,,,,6.914893617021277,15.159574468085095
Groton School District,590011,Charles Barnum Magnet School,591811,2008,367.0,6.0,14.0,68.0,32.0,,247.0,,100.0,67.30245231607628,18.52861035422343,8.71934604904632,3.8147138964577656,1.6348773841961852,,,27.24795640326976,32.69754768392372
Groton School District,590011,Claude Chester School,590311,2008,353.0,18.0,53.0,63.0,48.0,,171.0,,111.0,48.44192634560906,17.847025495750707,13.59773371104816,15.01416430594901,5.099150141643059,,,31.444759206798867,51.55807365439094
Groton School District,590011,Colonel Ledyard School,590411,2008,139.0,0.0,12.0,,,,115.0,,,82.73381294964028,,,8.633093525179856,0.0,,,,17.26618705035972
Groton School District,590011,Eastern Point School,590511,2008,498.0,9.0,38.0,130.0,113.0,,208.0,,243.0,41.76706827309237,26.10441767068273,22.690763052208837,7.630522088353414,1.8072289156626504,,,48.795180722891565,58.23293172690763
Groton School District,590011,Fitch Middle School,595111,2008,455.0,12.0,41.0,67.0,50.0,,285.0,,117.0,62.63736263736264,14.725274725274726,10.989010989010987,9.010989010989013,2.6373626373626373,,,25.71428571428571,37.362637362637365
Groton School District,590011,Noank School,590911,2008,240.0,,23.0,12.0,,,192.0,,15.0,80.0,5.0,,9.583333333333334,,,,6.25,20.0
Groton School District,590011,Pleasant Valley School,591211,2008,429.0,9.0,26.0,48.0,49.0,,297.0,,97.0,69.23076923076923,11.188811188811188,11.421911421911425,6.0606060606060606,2.097902097902098,,,22.61072261072261,30.769230769230774
Groton School District,590011,Robert E. Fitch High School,596111,2008,1414.0,14.0,121.0,204.0,111.0,,964.0,,315.0,68.17538896746818,14.427157001414429,7.85007072135785,8.557284299858557,0.99009900990099,,,22.27722772277228,31.82461103253182
Groton School District,590011,S. B. Butler School,590111,2008,317.0,,,16.0,11.0,,276.0,,27.0,87.06624605678233,5.047318611987381,3.4700315457413247,,,,,8.517350157728707,12.933753943217669
Groton School District,590011,Thames River Magnet School,591711,2008,282.0,,,28.0,29.0,,214.0,,57.0,75.88652482269504,9.929078014184398,10.28368794326241,,,,,20.212765957446805,24.113475177304963
Groton School District,590011,West Side Middle School,595211,2008,293.0,8.0,18.0,60.0,61.0,,146.0,,121.0,49.829351535836174,20.477815699658706,20.819112627986343,6.143344709897611,2.7303754266211606,,,41.29692832764505,50.17064846416383
Guilford School District,600011,A. Baldwin Middle School,600711,2008,608.0,,28.0,,20.0,,553.0,,23.0,90.95394736842104,,3.289473684210526,4.605263157894736,,,,3.782894736842105,9.046052631578943
Guilford School District,600011,A. W. Cox School,600611,2008,347.0,0.0,15.0,8.0,16.0,,308.0,,24.0,88.76080691642652,2.3054755043227666,4.610951008645533,4.322766570605188,0.0,,,6.9164265129683,11.239193083573484
Guilford School District,600011,Calvin Leete School,600411,2008,307.0,,17.0,,24.0,,262.0,,27.0,85.34201954397395,,7.81758957654723,5.537459283387622,,,,8.794788273615636,14.657980456026053
Guilford School District,600011,E. C. Adams Middle School,605111,2008,600.0,,17.0,,34.0,,540.0,,37.0,90.0,,5.666666666666666,2.833333333333333,,,,6.166666666666667,10.0
Guilford School District,600011,Guilford High School,606111,2008,1154.0,0.0,32.0,15.0,31.0,,1076.0,,46.0,93.24090121317158,1.2998266897746966,2.68630849220104,2.772963604852686,0.0,,,3.986135181975736,6.759098786828417
Guilford School District,600011,Guilford Lakes School,600211,2008,449.0,0.0,21.0,6.0,17.0,,405.0,,23.0,90.20044543429844,1.33630289532294,3.78619153674833,4.67706013363029,0.0,,,5.122494432071269,9.799554565701555
Guilford School District,600011,Melissa Jones School,600311,2008,350.0,0.0,,,24.0,,312.0,,27.0,89.14285714285714,,6.857142857142858,,0.0,,,7.7142857142857135,10.85714285714286
Hamden School District,620011,Alice Peck Learning Center,628011,2008,96.0,0.0,9.0,24.0,17.0,,46.0,,41.0,47.91666666666667,25.0,17.708333333333336,9.375,0.0,,,42.70833333333333,52.08333333333333
Hamden School District,620011,Bear Path School,621211,2008,464.0,,35.0,98.0,,,295.0,,101.0,63.57758620689656,21.120689655172413,,7.543103448275862,,,,21.767241379310345,36.422413793103445
Hamden School District,620011,Church Street School,620211,2008,382.0,0.0,12.0,190.0,87.0,,93.0,,277.0,24.34554973821989,49.73821989528796,22.774869109947645,3.1413612565445024,0.0,,,72.5130890052356,75.65445026178011
Hamden School District,620011,Dunbar Hill School,620311,2008,377.0,,,166.0,47.0,,142.0,,213.0,37.6657824933687,44.03183023872679,12.46684350132626,,,,,56.49867374005305,62.3342175066313
Hamden School District,620011,Hamden High School,626111,2008,2192.0,,,737.0,251.0,,1114.0,,988.0,50.82116788321168,33.622262773722625,11.4507299270073,,,,,45.07299270072993,49.17883211678832
Hamden School District,620011,Hamden Middle School,625211,2008,913.0,,,331.0,128.0,,408.0,,459.0,44.687842278203725,36.25410733844468,14.0197152245345,,,,,50.273822562979184,55.31215772179628
Hamden School District,620011,Hamden Transition Academy,629011,2008,,0.0,0.0,,0.0,,0.0,,3.0,,,,,,,,,
Hamden School District,620011,Helen Street School,620411,2008,343.0,0.0,12.0,162.0,74.0,,95.0,,236.0,27.696793002915456,47.23032069970846,21.57434402332361,3.498542274052478,0.0,,,68.80466472303208,72.30320699708454
Hamden School District,620011,Ridge Hill School,621111,2008,348.0,,,133.0,83.0,,98.0,,216.0,28.160919540229884,38.2183908045977,23.85057471264368,,,,,62.06896551724138,71.83908045977012
Hamden School District,620011,Shepherd Glen School,620111,2008,330.0,0.0,69.0,105.0,52.0,,104.0,,157.0,31.515151515151512,31.818181818181817,15.757575757575756,20.909090909090907,0.0,,,47.57575757575758,68.48484848484848
Hamden School District,620011,Spring Glen School,621011,2008,319.0,0.0,14.0,73.0,15.0,,217.0,,88.0,68.02507836990596,22.884012539184955,4.702194357366771,4.38871473354232,0.0,,,27.58620689655172,31.974921630094045
Hamden School District,620011,West Woods School,621411,2008,495.0,0.0,61.0,61.0,42.0,,331.0,,103.0,66.86868686868686,12.323232323232324,8.484848484848486,12.323232323232324,0.0,,,20.80808080808081,33.131313131313135
Hampton School District,630011,Hampton Elementary School,630111,2008,166.0,,,0.0,9.0,,154.0,,9.0,92.7710843373494,0.0,5.421686746987952,,,,,5.421686746987952,7.228915662650607
Hartford School District,640011,Barnard-Brown School,640311,2008,333.0,0.0,,50.0,277.0,,,,327.0,,15.015015015015017,83.18318318318319,,0.0,,,98.1981981981982,
Hartford School District,640011,Batchelder School,640411,2008,578.0,,,139.0,405.0,,21.0,,544.0,3.633217993079585,24.048442906574397,70.06920415224913,,,,,94.11764705882352,96.36678200692042
Hartford School District,640011,Betances Learning Lab Magnet School,642811,2008,403.0,0.0,,75.0,319.0,,,,394.0,,18.610421836228287,79.15632754342433,,0.0,,,97.7667493796526,
Hartford School District,640011,"Breakthrough Magnet School, South",643311,2008,320.0,,,102.0,114.0,,91.0,,216.0,28.4375,31.875,35.625,,,,,67.5,71.5625
Hartford School District,640011,Bulkeley High School Lower School,646111,2008,1484.0,,,314.0,1050.0,,103.0,,1364.0,6.940700808625337,21.159029649595688,70.75471698113208,,,,,91.91374663072776,93.05929919137466
Hartford School District,640011,Burns Latino Studies Academy,640611,2008,533.0,0.0,,82.0,445.0,,,,527.0,,15.384615384615383,83.48968105065666,,0.0,,,98.87429643527204,
Hartford School District,640011,Burr Middle School,642311,2008,537.0,,,106.0,391.0,,30.0,,497.0,5.58659217877095,19.73929236499069,72.8119180633147,,,,,92.5512104283054,94.41340782122904
Hartford School District,640011,Capital Preparatory Magnet School,646911,2008,266.0,0.0,10.0,145.0,75.0,,36.0,,220.0,13.533834586466163,54.51127819548872,28.195488721804512,3.7593984962406015,0.0,,,82.70676691729322,86.46616541353383
Hartford School District,640011,Clark School,642411,2008,442.0,0.0,,298.0,135.0,,,,433.0,,67.42081447963801,30.542986425339368,,0.0,,,97.96380090497738,
Hartford School District,640011,Classical Magnet School,646411,2008,620.0,,,342.0,149.0,,118.0,,491.0,19.032258064516128,55.16129032258065,24.032258064516128,,,,,79.19354838709678,80.96774193548387
Hartford School District,640011,Dr. Joseph Bellizzi Middle School,645311,2008,447.0,0.0,,64.0,360.0,,,,424.0,,14.317673378076062,80.53691275167785,,0.0,,,94.85458612975393,
Hartford School District,640011,Dwight-Bellizzi Dual Language Academy,640711,2008,434.0,0.0,12.0,91.0,286.0,,45.0,,377.0,10.368663594470046,20.967741935483872,65.89861751152074,2.7649769585253456,0.0,,,86.8663594470046,89.63133640552995
Hartford School District,640011,Environmental Sciences Magnet at Hooker School,640911,2008,403.0,0.0,9.0,100.0,274.0,,20.0,,374.0,4.962779156327544,24.81389578163772,67.99007444168734,2.2332506203473943,0.0,,,92.80397022332508,95.03722084367246
Hartford School District,640011,Expeditionary Learning Academy at Moylan School,643211,2008,598.0,0.0,0.0,91.0,497.0,,10.0,,588.0,1.6722408026755853,15.217391304347828,83.11036789297658,0.0,0.0,,,98.3277591973244,98.3277591973244
Hartford School District,640011,Fox Middle School,645111,2008,461.0,0.0,,359.0,100.0,,,,459.0,,77.87418655097615,21.69197396963124,,0.0,,,99.56616052060735,
Hartford School District,640011,Hartford Magnet Trinity College Academy,645411,2008,602.0,,,200.0,213.0,,175.0,,413.0,29.069767441860467,33.222591362126245,35.38205980066445,,,,,68.6046511627907,70.93023255813954
Hartford School District,640011,Hartford Public High School,646211,2008,1569.0,,,449.0,1059.0,,30.0,,1508.0,1.9120458891013383,28.616953473550037,67.49521988527725,,,,,96.11217335882728,98.08795411089866
Hartford School District,640011,Hartford Transitional Learning Academy (Elementary),649011,2008,64.0,0.0,0.0,29.0,35.0,,0.0,,64.0,0.0,45.3125,54.6875,0.0,0.0,,,100.0,100.0
Hartford School District,640011,Hartford Transitional Learning Academy (Secondary),649111,2008,55.0,0.0,0.0,19.0,36.0,,0.0,,55.0,0.0,34.54545454545455,65.45454545454545,0.0,0.0,,,100.0,100.0
Hartford School District,640011,Kennelly School,641011,2008,809.0,6.0,10.0,205.0,547.0,,41.0,,752.0,5.067985166872682,25.339925834363413,67.61433868974042,1.236093943139679,0.7416563658838072,,,92.95426452410383,94.93201483312733
Hartford School District,640011,Kinsella Magnet School of Performing Arts: PK-8 Campus,641111,2008,517.0,,0.0,138.0,337.0,,40.0,,475.0,7.7369439071566735,26.692456479690524,65.18375241779498,0.0,,,,91.87620889748548,92.26305609284331
Hartford School District,640011,Little Owls Learning Center,648011,2008,12.0,0.0,,,,,,,,,,,,0.0,,,,
Hartford School District,640011,M. D. Fox School,640811,2008,824.0,,,121.0,648.0,,46.0,,769.0,5.582524271844661,14.684466019417474,78.64077669902912,,,,,93.3252427184466,94.41747572815534
Hartford School District,640011,"M. L. King, Jr. Middle School",641611,2008,600.0,,,527.0,61.0,,9.0,,588.0,1.5,87.83333333333333,10.166666666666666,,,,,98.0,98.5
Hartford School District,640011,McDonough Middle School,641211,2008,440.0,0.0,0.0,39.0,392.0,,9.0,,431.0,2.0454545454545454,8.863636363636363,89.0909090909091,0.0,0.0,,,97.95454545454544,97.95454545454544
Hartford School District,640011,Milner Middle School,641911,2008,360.0,0.0,,217.0,134.0,,,,351.0,,60.27777777777777,37.22222222222222,,0.0,,,97.5,
Hartford School District,640011,Naylor/CCSU Leadership Academy,641411,2008,564.0,,,104.0,331.0,,120.0,,435.0,21.27659574468085,18.43971631205673,58.68794326241135,,,,,77.12765957446808,78.72340425531915
Hartford School District,640011,Parkville Community School,641511,2008,596.0,0.0,24.0,105.0,418.0,,49.0,,523.0,8.221476510067115,17.61744966442953,70.13422818791946,4.026845637583892,0.0,,,87.75167785234899,91.77852348993288
Hartford School District,640011,Pathways Academy of Technology and Design,646611,2008,350.0,,,169.0,119.0,,54.0,,288.0,15.428571428571429,48.285714285714285,34.0,,,,,82.28571428571428,84.57142857142857
Hartford School District,640011,Quirk Middle School,645211,2008,575.0,,,112.0,449.0,,7.0,,561.0,1.2173913043478262,19.47826086956522,78.08695652173913,,,,,97.56521739130434,98.78260869565216
Hartford School District,640011,Rawson School,641711,2008,586.0,,0.0,557.0,22.0,,,,579.0,,95.05119453924917,3.754266211604096,0.0,,,,98.80546075085324,
Hartford School District,640011,SAND School,640111,2008,366.0,,0.0,170.0,194.0,,,,364.0,,46.44808743169399,53.00546448087432,0.0,,,,99.4535519125683,
Hartford School District,640011,STEM Magnet at Annie Fisher School,642511,2008,560.0,,,457.0,75.0,,23.0,,532.0,4.107142857142857,81.60714285714286,13.392857142857142,,,,,95.0,95.89285714285714
Hartford School District,640011,Sanchez School,643011,2008,580.0,0.0,,76.0,501.0,,,,577.0,,13.10344827586207,86.37931034482759,,0.0,,,99.48275862068968,
Hartford School District,640011,Simpson-Waverly School,642611,2008,366.0,0.0,,311.0,43.0,,,,354.0,,84.97267759562843,11.74863387978142,,0.0,,,96.72131147540983,
Hartford School District,640011,Sport and Medical Sciences Academy,646511,2008,395.0,,,150.0,145.0,,92.0,,295.0,23.29113924050633,37.9746835443038,36.70886075949368,,,,,74.68354430379746,76.70886075949367
Hartford School District,640011,Twain School,641811,2008,282.0,0.0,,243.0,37.0,,,,280.0,,86.17021276595744,13.120567375886525,,0.0,,,99.29078014184395,
Hartford School District,640011,University High School of Science and Engineering,646711,2008,342.0,,,162.0,97.0,,69.0,,259.0,20.175438596491222,47.368421052631575,28.362573099415204,,,,,75.73099415204678,79.82456140350877
Hartford School District,640011,Weaver High School,646311,2008,1259.0,0.0,,1120.0,134.0,,,,1254.0,,88.95949166004765,10.643367752184272,,0.0,,,99.60285941223192,
Hartford School District,640011,Webster Micro Society Magnet School,642011,2008,620.0,,,312.0,217.0,,77.0,,529.0,12.419354838709678,50.32258064516129,35.0,,,,,85.3225806451613,87.58064516129032
Hartford School District,640011,West Middle School,642111,2008,768.0,0.0,20.0,400.0,328.0,,20.0,,728.0,2.604166666666667,52.083333333333336,42.70833333333333,2.604166666666667,0.0,,,94.79166666666666,97.39583333333331
Hartford School District,640011,Wish Museum School,642211,2008,437.0,0.0,,236.0,196.0,,,,432.0,,54.0045766590389,44.8512585812357,,0.0,,,98.8558352402746,
Hartland School District,650011,Hartland School,650111,2008,235.0,,8.0,,,,218.0,,,92.76595744680851,,,3.404255319148936,,,,,7.234042553191486
Hebron School District,670011,Gilead Hill School,670211,2008,507.0,0.0,9.0,,,,490.0,,,96.64694280078896,,,1.7751479289940828,0.0,,,,3.3530571992110367
Hebron School District,670011,Hebron Elementary School,670111,2008,697.0,0.0,,,10.0,,676.0,,13.0,96.987087517934,,1.4347202295552368,,0.0,,,1.865136298421808,3.012912482066
Highville Charter School District,2860013,Highville Charter School,2860113,2008,277.0,0.0,,251.0,19.0,,,,270.0,,90.61371841155234,6.859205776173286,,0.0,,,97.47292418772562,
Integrated Day Charter School District,2640013,Integrated Day Charter School,2640113,2008,330.0,,,53.0,26.0,,229.0,,79.0,69.39393939393939,16.060606060606062,7.878787878787878,,,,,23.939393939393938,30.60606060606061
Interdistrict School for Arts and Comm District,2650013,Interdistrict School For Arts And Communication,2655113,2008,181.0,,,34.0,76.0,,64.0,,110.0,35.35911602209944,18.78453038674033,41.988950276243095,,,,,60.773480662983424,64.64088397790056
Jumoke Academy District,2610013,Jumoke Academy,2610113,2008,369.0,0.0,0.0,361.0,8.0,,0.0,,369.0,0.0,97.8319783197832,2.168021680216802,0.0,0.0,,,100.0,100.0
Kent School District,680011,Kent Center School,680111,2008,257.0,0.0,12.0,6.0,18.0,,221.0,,24.0,85.99221789883269,2.3346303501945527,7.003891050583658,4.669260700389105,0.0,,,9.33852140077821,14.007782101167308
Killingly School District,690011,Goodyear Early Childhood Center,698011,2008,71.0,0.0,,,,,67.0,,,94.3661971830986,,,,0.0,,,,5.633802816901408
Killingly School District,690011,Killingly Central School,690111,2008,455.0,6.0,10.0,17.0,14.0,,408.0,,31.0,89.67032967032968,3.736263736263736,3.076923076923077,2.197802197802198,1.3186813186813189,,,6.813186813186813,10.32967032967032
Killingly School District,690011,Killingly High School,696111,2008,836.0,,,26.0,29.0,,759.0,,55.0,90.78947368421052,3.110047846889952,3.4688995215311005,,,,,6.578947368421052,9.210526315789464
Killingly School District,690011,Killingly Intermediate School,695211,2008,819.0,8.0,20.0,26.0,25.0,,740.0,,51.0,90.35409035409036,3.1746031746031744,3.0525030525030523,2.442002442002442,0.9768009768009768,,,6.227106227106227,9.64590964590964
Killingly School District,690011,Killingly Memorial School,690311,2008,531.0,7.0,15.0,18.0,29.0,,462.0,,47.0,87.00564971751412,3.389830508474576,5.4613935969868175,2.824858757062147,1.3182674199623352,,,8.851224105461393,12.994350282485884
Learn,2450014,Learn Special Education,2459014,2008,35.0,0.0,0.0,,,,28.0,,,80.0,,,0.0,0.0,,,,20.0
Learn,2450014,Regional Multicultural Magnet School,2450114,2008,528.0,11.0,18.0,94.0,143.0,,262.0,,237.0,49.621212121212125,17.803030303030305,27.08333333333333,3.4090909090909087,2.083333333333333,,,44.88636363636363,50.37878787878788
Learn,2450014,The Friendship School,2450214,2008,514.0,12.0,30.0,79.0,137.0,,256.0,,216.0,49.80544747081712,15.369649805447471,26.65369649805448,5.836575875486381,2.3346303501945527,,,42.023346303501945,50.19455252918288
Lebanon School District,710011,Lebanon Elementary School,710111,2008,512.0,7.0,7.0,10.0,10.0,,478.0,,20.0,93.359375,1.953125,1.953125,1.3671875,1.3671875,,,3.90625,6.640625
Lebanon School District,710011,Lebanon Middle School,715111,2008,423.0,,,6.0,12.0,,399.0,,18.0,94.32624113475178,1.4184397163120568,2.8368794326241136,,,,,4.25531914893617,5.673758865248217
Lebanon School District,710011,Lyman Memorial High School,716211,2008,587.0,,,6.0,9.0,,569.0,,15.0,96.9335604770017,1.0221465076660987,1.5332197614991483,,,,,2.555366269165247,3.0664395229982944
Ledyard School District,720011,Gales Ferry School,720211,2008,230.0,,13.0,13.0,,,190.0,,16.0,82.6086956521739,5.652173913043479,,5.652173913043479,,,,6.956521739130435,17.391304347826093
Ledyard School District,720011,Gallup Hill School,720411,2008,364.0,15.0,27.0,25.0,33.0,,264.0,,58.0,72.52747252747253,6.868131868131869,9.065934065934066,7.417582417582418,4.12087912087912,,,15.934065934065933,27.472527472527474
Ledyard School District,720011,Juliet W. Long School,720311,2008,385.0,,,32.0,21.0,,315.0,,53.0,81.81818181818183,8.311688311688311,5.454545454545454,,,,,13.766233766233766,18.181818181818173
Ledyard School District,720011,Ledyard Center School,720111,2008,423.0,37.0,21.0,13.0,16.0,,336.0,,29.0,79.43262411347519,3.0732860520094563,3.7825059101654848,4.964539007092199,8.747044917257684,,,6.8557919621749415,20.56737588652481
Ledyard School District,720011,Ledyard High School,726111,2008,1059.0,38.0,52.0,54.0,70.0,,845.0,,124.0,79.79225684608122,5.099150141643059,6.610009442870633,4.910292728989613,3.588290840415486,,,11.709159584513692,20.207743153918784
Ledyard School District,720011,Ledyard Middle School,725111,2008,420.0,18.0,24.0,18.0,14.0,,346.0,,32.0,82.38095238095238,4.285714285714286,3.333333333333333,5.714285714285714,4.285714285714286,,,7.6190476190476195,17.61904761904762
Lisbon School District,730011,Lisbon Central School,730111,2008,575.0,6.0,23.0,13.0,12.0,,521.0,,25.0,90.6086956521739,2.260869565217392,2.086956521739131,4.0,1.0434782608695654,,,4.3478260869565215,9.391304347826091
Litchfield School District,740011,Center School,740211,2008,337.0,,8.0,,19.0,,306.0,,22.0,90.80118694362018,,5.637982195845697,2.373887240356084,,,,6.528189910979229,9.19881305637982
Litchfield School District,740011,Litchfield High School,746111,2008,624.0,,9.0,,9.0,,597.0,,12.0,95.67307692307692,,1.4423076923076923,1.4423076923076923,,,,1.9230769230769231,4.326923076923066
Litchfield School District,740011,Litchfield Intermediate School,740311,2008,250.0,,10.0,0.0,,,233.0,,3.0,93.2,0.0,,4.0,,,,1.2,6.799999999999997
Madison School District,760011,Daniel Hand High School,766111,2008,1237.0,,51.0,16.0,,,1157.0,,19.0,93.5327405012126,1.2934518997574778,,4.12287793047696,,,,1.5359741309620047,6.467259498787399
Madison School District,760011,Dr. Robert H. Brown Elementary School,760611,2008,600.0,,23.0,,,,568.0,,,94.66666666666669,,,3.833333333333333,,,,,5.333333333333329
Madison School District,760011,Island Avenue Elementary School,760211,2008,307.0,,6.0,,7.0,,290.0,,10.0,94.46254071661238,,2.280130293159609,1.954397394136808,,,,3.257328990228013,5.537459283387619
Madison School District,760011,J. Milton Jeffrey Elementary School,760111,2008,632.0,,20.0,,11.0,,595.0,,14.0,94.14556962025316,,1.740506329113924,3.1645569620253164,,,,2.2151898734177213,5.85443037974683
Madison School District,760011,Kathleen H. Ryerson Elementary School,760311,2008,348.0,,20.0,,6.0,,320.0,,9.0,91.95402298850574,,1.7241379310344829,5.747126436781609,,,,2.586206896551724,8.045977011494259
Madison School District,760011,Walter C. Polson Middle School,765211,2008,645.0,,17.0,,7.0,,613.0,,10.0,95.03875968992249,,1.0852713178294573,2.635658914728682,,,,1.550387596899225,4.961240310077514
Manchester School District,770011,Bowers School,770111,2008,490.0,,,99.0,87.0,,277.0,,186.0,56.53061224489796,20.20408163265306,17.755102040816325,,,,,37.95918367346939,43.46938775510204
Manchester School District,770011,Buckley School,770311,2008,371.0,0.0,25.0,46.0,58.0,,242.0,,104.0,65.22911051212938,12.398921832884096,15.633423180592992,6.738544474393531,0.0,,,28.03234501347709,34.77088948787062
Manchester School District,770011,Highland Park School,770411,2008,296.0,0.0,15.0,40.0,35.0,,206.0,,75.0,69.5945945945946,13.513513513513514,11.824324324324325,5.067567567567568,0.0,,,25.33783783783784,30.405405405405403
Manchester School District,770011,Illing Middle School,775311,2008,915.0,6.0,44.0,196.0,204.0,,465.0,,400.0,50.81967213114754,21.420765027322407,22.295081967213115,4.808743169398907,0.6557377049180327,,,43.71584699453552,49.18032786885246
