District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
East Windsor School District,2022,Math,High Needs,37.0,36.0,97.3,34.0,,408.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2022,Math,Non-High Needs,40.0,39.0,97.5,38.0,,435.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2022,Math,High Needs,55.0,48.0,87.3,48.0,,396.0
Eastford School District,2022,Math,High Needs,,,,,,
EdAdvance,2022,Math,Non-High Needs,,0.0,,0.0,,
EdAdvance,2022,Math,High Needs,,,,,,
Ellington School District,2022,Math,Non-High Needs,152.0,151.0,99.3,151.0,,549.0
Ellington School District,2022,Math,High Needs,41.0,31.0,75.6,31.0,,434.0
Elm City College Preparatory School District,2022,Math,Non-High Needs,11.0,10.0,,10.0,,
Elm City College Preparatory School District,2022,Math,High Needs,34.0,32.0,94.1,32.0,,431.0
Enfield School District,2022,Math,Non-High Needs,211.0,210.0,99.5,210.0,,491.0
Enfield School District,2022,Math,High Needs,146.0,139.0,95.2,139.0,18.0,443.0
Explorations District,2022,Math,Non-High Needs,,,,,,
Explorations District,2022,Math,High Needs,,,,,,
Fairfield School District,2022,Math,Non-High Needs,503.0,495.0,98.4,495.0,74.3,589.0
Fairfield School District,2022,Math,High Needs,232.0,207.0,89.2,207.0,23.7,465.0
Farmington School District,2022,Math,Non-High Needs,224.0,223.0,99.6,223.0,,578.0
Farmington School District,2022,Math,High Needs,71.0,66.0,93.0,64.0,32.8,487.0
Glastonbury School District,2022,Math,Non-High Needs,389.0,384.0,98.7,383.0,,583.0
Glastonbury School District,2022,Math,High Needs,84.0,73.0,86.9,72.0,25.0,456.0
Goodwin University Educational Services (GUES),2022,Math,Non-High Needs,48.0,46.0,95.8,46.0,,463.0
Goodwin University Educational Services (GUES),2022,Math,High Needs,74.0,67.0,90.5,66.0,,413.0
Granby School District,2022,Math,Non-High Needs,92.0,92.0,100.0,92.0,,562.0
Granby School District,2022,Math,High Needs,32.0,31.0,96.9,31.0,,438.0
Great Oaks Charter School District,2022,Math,Non-High Needs,16.0,16.0,,16.0,,
Great Oaks Charter School District,2022,Math,High Needs,57.0,51.0,89.5,51.0,,388.0
Greenwich School District,2022,Math,Non-High Needs,473.0,468.0,98.9,467.0,75.4,596.0
Greenwich School District,2022,Math,High Needs,198.0,190.0,96.0,187.0,30.5,479.0
Griswold School District,2022,Math,Non-High Needs,63.0,62.0,98.4,62.0,40.3,495.0
Griswold School District,2022,Math,High Needs,53.0,49.0,92.5,49.0,12.2,426.0
Groton School District,2022,Math,Non-High Needs,115.0,110.0,95.7,110.0,40.9,506.0
Groton School District,2022,Math,High Needs,106.0,87.0,82.1,86.0,16.3,438.0
Guilford School District,2022,Math,Non-High Needs,242.0,239.0,98.8,239.0,,580.0
Guilford School District,2022,Math,High Needs,47.0,45.0,95.7,45.0,26.7,465.0
Hamden School District,2022,Math,Non-High Needs,229.0,222.0,96.9,220.0,,492.0
Hamden School District,2022,Math,High Needs,187.0,153.0,81.8,145.0,9.7,419.0
Hartford School District,2022,Math,Non-High Needs,179.0,157.0,87.7,157.0,30.6,478.0
Hartford School District,2022,Math,High Needs,850.0,618.0,72.7,615.0,9.3,403.0
Highville Charter School District,2022,Math,Non-High Needs,,,,,,
Highville Charter School District,2022,Math,High Needs,,,,,,
Jumoke Academy District,2022,Math,Non-High Needs,,,,6.0,,
Jumoke Academy District,2022,Math,High Needs,,,,0.0,,
Killingly School District,2022,Math,Non-High Needs,109.0,105.0,96.3,105.0,,484.0
Killingly School District,2022,Math,High Needs,65.0,56.0,86.2,55.0,,433.0
Learn,2022,Math,Non-High Needs,61.0,61.0,100.0,61.0,,564.0
Learn,2022,Math,High Needs,35.0,35.0,100.0,35.0,,470.0
Lebanon School District,2022,Math,Non-High Needs,46.0,45.0,97.8,45.0,,489.0
Lebanon School District,2022,Math,High Needs,25.0,25.0,100.0,25.0,,460.0
Ledyard School District,2022,Math,Non-High Needs,123.0,123.0,100.0,123.0,54.5,546.0
Ledyard School District,2022,Math,High Needs,68.0,68.0,100.0,67.0,9.0,443.0
Litchfield School District,2022,Math,Non-High Needs,35.0,35.0,100.0,35.0,,577.0
Litchfield School District,2022,Math,High Needs,22.0,21.0,95.5,20.0,,423.0
Madison School District,2022,Math,Non-High Needs,181.0,177.0,97.8,177.0,,576.0
Madison School District,2022,Math,High Needs,38.0,38.0,100.0,38.0,,505.0
Manchester School District,2022,Math,Non-High Needs,167.0,148.0,88.6,147.0,,490.0
Manchester School District,2022,Math,High Needs,230.0,175.0,76.1,175.0,10.3,418.0
Meriden School District,2022,Math,Non-High Needs,121.0,120.0,99.2,120.0,25.8,467.0
Meriden School District,2022,Math,High Needs,461.0,418.0,90.7,416.0,12.3,410.0
Middletown School District,2022,Math,Non-High Needs,159.0,153.0,96.2,153.0,26.8,468.0
Middletown School District,2022,Math,High Needs,162.0,146.0,90.1,143.0,13.3,412.0
Milford School District,2022,Math,Non-High Needs,262.0,255.0,97.3,254.0,55.9,531.0
Milford School District,2022,Math,High Needs,140.0,124.0,88.6,124.0,19.4,448.0
Monroe School District,2022,Math,Non-High Needs,206.0,201.0,97.6,199.0,,549.0
Monroe School District,2022,Math,High Needs,44.0,38.0,86.4,38.0,18.4,466.0
Montville School District,2022,Math,Non-High Needs,60.0,59.0,98.3,59.0,,512.0
Montville School District,2022,Math,High Needs,46.0,43.0,93.5,42.0,21.4,450.0
Naugatuck School District,2022,Math,Non-High Needs,123.0,114.0,92.7,114.0,23.7,464.0
Naugatuck School District,2022,Math,High Needs,193.0,144.0,74.6,144.0,10.4,423.0
New Britain School District,2022,Math,Non-High Needs,125.0,119.0,95.2,119.0,22.7,453.0
New Britain School District,2022,Math,High Needs,376.0,328.0,87.2,323.0,5.0,390.0
New Canaan School District,2022,Math,Non-High Needs,277.0,267.0,96.4,267.0,,598.0
New Canaan School District,2022,Math,High Needs,50.0,47.0,94.0,47.0,27.7,485.0
New Fairfield School District,2022,Math,Non-High Needs,103.0,102.0,99.0,102.0,,533.0
New Fairfield School District,2022,Math,High Needs,44.0,41.0,93.2,40.0,,443.0
New Haven School District,2022,Math,Non-High Needs,302.0,281.0,93.0,279.0,25.1,463.0
New Haven School District,2022,Math,High Needs,931.0,746.0,80.1,735.0,4.6,397.0
New London School District,2022,Math,Non-High Needs,15.0,15.0,,15.0,,
New London School District,2022,Math,High Needs,148.0,133.0,89.9,130.0,,407.0
New Milford School District,2022,Math,Non-High Needs,228.0,220.0,96.5,220.0,,532.0
New Milford School District,2022,Math,High Needs,104.0,87.0,83.7,87.0,16.1,450.0
Newington School District,2022,Math,Non-High Needs,198.0,198.0,100.0,197.0,,534.0
Newington School District,2022,Math,High Needs,122.0,115.0,94.3,114.0,18.4,448.0
Newtown School District,2022,Math,Non-High Needs,279.0,272.0,97.5,272.0,,566.0
Newtown School District,2022,Math,High Needs,81.0,73.0,90.1,73.0,,466.0
North Branford School District,2022,Math,Non-High Needs,81.0,80.0,98.8,80.0,,527.0
North Branford School District,2022,Math,High Needs,35.0,34.0,97.1,34.0,,435.0
North Haven School District,2022,Math,Non-High Needs,146.0,143.0,97.9,143.0,,518.0
North Haven School District,2022,Math,High Needs,62.0,54.0,87.1,54.0,35.2,485.0
North Stonington School District,2022,Math,Non-High Needs,47.0,47.0,100.0,47.0,,549.0
North Stonington School District,2022,Math,High Needs,9.0,9.0,,9.0,,
Norwalk School District,2022,Math,Non-High Needs,378.0,365.0,96.6,364.0,45.6,517.0
Norwalk School District,2022,Math,High Needs,536.0,481.0,89.7,476.0,14.1,427.0
Norwich Free Academy District,2022,Math,Non-High Needs,242.0,229.0,94.6,229.0,33.2,489.0
Norwich Free Academy District,2022,Math,High Needs,295.0,249.0,84.4,246.0,11.4,419.0
Norwich School District,2022,Math,High Needs,,,,,,
Old Saybrook School District,2022,Math,Non-High Needs,62.0,62.0,100.0,62.0,67.7,570.0
Old Saybrook School District,2022,Math,High Needs,32.0,29.0,90.6,28.0,21.4,440.0
Oxford School District,2022,Math,Non-High Needs,114.0,114.0,100.0,114.0,,503.0
Oxford School District,2022,Math,High Needs,26.0,25.0,96.2,25.0,,433.0
Plainfield School District,2022,Math,Non-High Needs,65.0,63.0,96.9,63.0,,459.0
Plainfield School District,2022,Math,High Needs,72.0,61.0,84.7,58.0,,425.0
Plainville School District,2022,Math,Non-High Needs,88.0,87.0,98.9,87.0,,507.0
Plainville School District,2022,Math,High Needs,69.0,65.0,94.2,65.0,20.0,441.0
Plymouth School District,2022,Math,Non-High Needs,56.0,55.0,98.2,55.0,,497.0
Plymouth School District,2022,Math,High Needs,32.0,26.0,81.3,26.0,,443.0
Portland School District,2022,Math,Non-High Needs,53.0,53.0,100.0,53.0,,523.0
Portland School District,2022,Math,High Needs,24.0,23.0,95.8,22.0,,447.0
Putnam School District,2022,Math,Non-High Needs,27.0,27.0,100.0,27.0,,473.0
Putnam School District,2022,Math,High Needs,34.0,32.0,94.1,32.0,,397.0
Regional School District 01,2022,Math,Non-High Needs,46.0,44.0,95.7,44.0,34.1,492.0
Regional School District 01,2022,Math,High Needs,41.0,40.0,97.6,40.0,17.5,426.0
Regional School District 04,2022,Math,Non-High Needs,97.0,93.0,95.9,93.0,,554.0
Regional School District 04,2022,Math,High Needs,34.0,31.0,91.2,29.0,,441.0
Regional School District 05,2022,Math,Non-High Needs,259.0,255.0,98.5,255.0,71.8,586.0
Regional School District 05,2022,Math,High Needs,59.0,52.0,88.1,52.0,40.4,529.0
Regional School District 06,2022,Math,Non-High Needs,68.0,67.0,98.5,67.0,,533.0
Regional School District 06,2022,Math,High Needs,31.0,30.0,96.8,30.0,,437.0
Regional School District 07,2022,Math,Non-High Needs,114.0,110.0,96.5,110.0,,526.0
Regional School District 07,2022,Math,High Needs,45.0,39.0,86.7,38.0,,418.0
Regional School District 08,2022,Math,Non-High Needs,163.0,160.0,98.2,160.0,,565.0
Regional School District 08,2022,Math,High Needs,40.0,40.0,100.0,39.0,,484.0
Regional School District 09,2022,Math,Non-High Needs,149.0,148.0,99.3,148.0,,587.0
Regional School District 09,2022,Math,High Needs,51.0,47.0,92.2,47.0,,485.0
Regional School District 10,2022,Math,Non-High Needs,132.0,128.0,97.0,128.0,,515.0
Regional School District 10,2022,Math,High Needs,29.0,26.0,89.7,26.0,,482.0
Regional School District 11,2022,Math,Non-High Needs,13.0,13.0,,12.0,,
Regional School District 11,2022,Math,High Needs,16.0,16.0,,16.0,,
Regional School District 12,2022,Math,Non-High Needs,45.0,43.0,95.6,43.0,,530.0
Regional School District 12,2022,Math,High Needs,25.0,22.0,88.0,22.0,,454.0
Regional School District 13,2022,Math,Non-High Needs,85.0,85.0,100.0,85.0,,545.0
Regional School District 13,2022,Math,High Needs,25.0,20.0,80.0,20.0,,450.0
Regional School District 14,2022,Math,Non-High Needs,112.0,112.0,100.0,112.0,42.9,518.0
Regional School District 14,2022,Math,High Needs,56.0,51.0,91.1,49.0,12.2,431.0
Regional School District 15,2022,Math,Non-High Needs,205.0,198.0,96.6,198.0,,575.0
Regional School District 15,2022,Math,High Needs,79.0,66.0,83.5,66.0,31.8,476.0
Regional School District 16,2022,Math,Non-High Needs,114.0,113.0,99.1,112.0,,534.0
Regional School District 16,2022,Math,High Needs,39.0,39.0,100.0,39.0,,416.0
Regional School District 17,2022,Math,Non-High Needs,120.0,120.0,100.0,120.0,,537.0
Regional School District 17,2022,Math,High Needs,34.0,33.0,97.1,33.0,,438.0
Regional School District 18,2022,Math,Non-High Needs,94.0,94.0,100.0,94.0,,591.0
Regional School District 18,2022,Math,High Needs,18.0,16.0,,16.0,,
Regional School District 19,2022,Math,Non-High Needs,182.0,178.0,97.8,178.0,61.2,558.0
Regional School District 19,2022,Math,High Needs,68.0,57.0,83.8,57.0,33.3,487.0
Ridgefield School District,2022,Math,Non-High Needs,317.0,305.0,96.2,305.0,,600.0
Ridgefield School District,2022,Math,High Needs,75.0,62.0,82.7,62.0,,481.0
Rocky Hill School District,2022,Math,Non-High Needs,124.0,123.0,99.2,123.0,63.4,563.0
Rocky Hill School District,2022,Math,High Needs,50.0,43.0,86.0,43.0,27.9,471.0
Seymour School District,2022,Math,Non-High Needs,83.0,82.0,98.8,82.0,,513.0
Seymour School District,2022,Math,High Needs,72.0,64.0,88.9,62.0,16.1,441.0
Shelton School District,2022,Math,Non-High Needs,216.0,213.0,98.6,212.0,52.8,527.0
Shelton School District,2022,Math,High Needs,113.0,107.0,94.7,107.0,14.0,437.0
Sherman School District,2022,Math,High Needs,,0.0,,0.0,,
Simsbury School District,2022,Math,Non-High Needs,222.0,222.0,100.0,222.0,,583.0
Simsbury School District,2022,Math,High Needs,65.0,59.0,90.8,59.0,35.6,483.0
Somers School District,2022,Math,Non-High Needs,96.0,95.0,99.0,95.0,,529.0
Somers School District,2022,Math,High Needs,13.0,10.0,,10.0,,
South Windsor School District,2022,Math,Non-High Needs,250.0,247.0,98.8,247.0,,581.0
South Windsor School District,2022,Math,High Needs,95.0,92.0,96.8,92.0,23.9,466.0
Southington School District,2022,Math,Non-High Needs,373.0,369.0,98.9,369.0,56.6,542.0
Southington School District,2022,Math,High Needs,155.0,140.0,90.3,140.0,17.9,455.0
Sprague School District,2022,Math,High Needs,,0.0,,0.0,,
Stafford School District,2022,Math,Non-High Needs,63.0,63.0,100.0,63.0,,517.0
Stafford School District,2022,Math,High Needs,24.0,21.0,87.5,21.0,,457.0
Stamford School District,2022,Math,Non-High Needs,414.0,399.0,96.4,399.0,45.1,525.0
Stamford School District,2022,Math,High Needs,559.0,461.0,82.5,459.0,12.0,428.0
Stonington School District,2022,Math,Non-High Needs,94.0,93.0,98.9,93.0,,544.0
Stonington School District,2022,Math,High Needs,49.0,46.0,93.9,45.0,26.7,461.0
Stratford School District,2022,Math,Non-High Needs,257.0,253.0,98.4,253.0,24.1,462.0
Stratford School District,2022,Math,High Needs,253.0,242.0,95.7,242.0,10.7,414.0
Suffield School District,2022,Math,Non-High Needs,120.0,120.0,100.0,120.0,,531.0
Suffield School District,2022,Math,High Needs,46.0,44.0,95.7,44.0,25.0,442.0
The Bridge Academy District,2022,Math,Non-High Needs,18.0,17.0,,17.0,,
The Bridge Academy District,2022,Math,High Needs,24.0,24.0,100.0,24.0,,410.0
The Gilbert School District,2022,Math,Non-High Needs,37.0,37.0,100.0,37.0,,476.0
The Gilbert School District,2022,Math,High Needs,31.0,28.0,90.3,28.0,21.4,435.0
The Woodstock Academy District,2022,Math,Non-High Needs,290.0,285.0,98.3,282.0,,503.0
The Woodstock Academy District,2022,Math,High Needs,25.0,24.0,96.0,24.0,,435.0
Thomaston School District,2022,Math,Non-High Needs,41.0,41.0,100.0,41.0,,511.0
Thomaston School District,2022,Math,High Needs,20.0,20.0,100.0,20.0,,440.0
Thompson School District,2022,Math,Non-High Needs,27.0,25.0,92.6,25.0,,494.0
Thompson School District,2022,Math,High Needs,21.0,12.0,57.1,12.0,,
Tolland School District,2022,Math,Non-High Needs,148.0,148.0,100.0,148.0,,572.0
Tolland School District,2022,Math,High Needs,33.0,32.0,97.0,32.0,,482.0
Torrington School District,2022,Math,Non-High Needs,73.0,68.0,93.2,65.0,,482.0
Torrington School District,2022,Math,High Needs,134.0,111.0,82.8,109.0,18.3,438.0
Trumbull School District,2022,Math,Non-High Needs,369.0,366.0,99.2,366.0,73.0,582.0
Trumbull School District,2022,Math,High Needs,125.0,120.0,96.0,119.0,29.4,480.0
Unified School District #2,2022,Math,High Needs,9.0,7.0,,,,
Vernon School District,2022,Math,Non-High Needs,112.0,110.0,98.2,110.0,,509.0
Vernon School District,2022,Math,High Needs,103.0,94.0,91.3,93.0,,395.0
Wallingford School District,2022,Math,Non-High Needs,274.0,266.0,97.1,266.0,,523.0
Wallingford School District,2022,Math,High Needs,147.0,132.0,89.8,132.0,18.2,442.0
Waterbury School District,2022,Math,Non-High Needs,150.0,149.0,99.3,147.0,10.2,431.0
Waterbury School District,2022,Math,High Needs,896.0,845.0,94.3,829.0,3.4,391.0
Waterford School District,2022,Math,Non-High Needs,119.0,119.0,100.0,119.0,49.6,530.0
Waterford School District,2022,Math,High Needs,59.0,57.0,96.6,57.0,15.8,435.0
Watertown School District,2022,Math,Non-High Needs,113.0,109.0,96.5,109.0,,490.0
Watertown School District,2022,Math,High Needs,80.0,74.0,92.5,73.0,16.4,432.0
West Hartford School District,2022,Math,Non-High Needs,503.0,499.0,99.2,499.0,,577.0
West Hartford School District,2022,Math,High Needs,214.0,201.0,93.9,199.0,26.6,465.0
West Haven School District,2022,Math,Non-High Needs,146.0,142.0,97.3,142.0,23.9,459.0
West Haven School District,2022,Math,High Needs,263.0,235.0,89.4,231.0,14.3,411.0
Westbrook School District,2022,Math,Non-High Needs,39.0,38.0,97.4,38.0,,551.0
Westbrook School District,2022,Math,High Needs,25.0,25.0,100.0,25.0,,441.0
Weston School District,2022,Math,Non-High Needs,169.0,167.0,98.8,166.0,,597.0
Weston School District,2022,Math,High Needs,15.0,14.0,,14.0,,
Westport School District,2022,Math,Non-High Needs,382.0,382.0,100.0,378.0,85.4,635.0
Westport School District,2022,Math,High Needs,55.0,53.0,96.4,52.0,,490.0
Wethersfield School District,2022,Math,Non-High Needs,201.0,200.0,99.5,200.0,,509.0
Wethersfield School District,2022,Math,High Needs,91.0,87.0,95.6,87.0,19.5,438.0
Wilton School District,2022,Math,Non-High Needs,239.0,237.0,99.2,237.0,76.4,605.0
Wilton School District,2022,Math,High Needs,98.0,86.0,87.8,86.0,,496.0
Windham School District,2022,Math,Non-High Needs,19.0,18.0,,18.0,,
Windham School District,2022,Math,High Needs,131.0,120.0,91.6,119.0,,389.0
Windsor Locks School District,2022,Math,Non-High Needs,60.0,58.0,96.7,58.0,,475.0
Windsor Locks School District,2022,Math,High Needs,50.0,40.0,80.0,40.0,,415.0
Windsor School District,2022,Math,Non-High Needs,147.0,145.0,98.6,145.0,,496.0
Windsor School District,2022,Math,High Needs,132.0,121.0,91.7,120.0,8.3,429.0
Wolcott School District,2022,Math,Non-High Needs,121.0,117.0,96.7,117.0,38.5,506.0
Wolcott School District,2022,Math,High Needs,54.0,45.0,83.3,45.0,17.8,455.0
