District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Enfield School District,2025,ELA,Non-High Needs,161.0,160.0,99.4,160.0,,522.0
Enfield School District,2025,ELA,High Needs,161.0,153.0,95.0,153.0,,453.0
Explorations District,2025,ELA,Non-High Needs,,,,,,
Explorations District,2025,ELA,High Needs,,,,,,
Fairfield School District,2025,ELA,Non-High Needs,506.0,505.0,99.8,505.0,94.9,590.0
Fairfield School District,2025,ELA,High Needs,223.0,203.0,91.0,202.0,,487.0
Farmington School District,2025,ELA,Non-High Needs,241.0,241.0,100.0,239.0,89.5,605.0
Farmington School District,2025,ELA,High Needs,87.0,83.0,95.4,81.0,51.9,493.0
Franklin School District,2025,ELA,High Needs,,0.0,,0.0,,
Glastonbury School District,2025,ELA,Non-High Needs,328.0,327.0,99.7,327.0,88.1,590.0
Glastonbury School District,2025,ELA,High Needs,100.0,96.0,96.0,96.0,57.3,498.0
Goodwin University Educational Services (GUES),2025,ELA,Non-High Needs,36.0,36.0,100.0,36.0,,529.0
Goodwin University Educational Services (GUES),2025,ELA,High Needs,83.0,71.0,85.5,69.0,,437.0
Granby School District,2025,ELA,Non-High Needs,91.0,91.0,100.0,91.0,,594.0
Granby School District,2025,ELA,High Needs,41.0,41.0,100.0,41.0,,482.0
Great Oaks Charter School District,2025,ELA,Non-High Needs,12.0,12.0,,12.0,,
Great Oaks Charter School District,2025,ELA,High Needs,75.0,64.0,85.3,64.0,,404.0
Greenwich School District,2025,ELA,Non-High Needs,477.0,470.0,98.5,470.0,94.9,614.0
Greenwich School District,2025,ELA,High Needs,184.0,179.0,97.3,179.0,63.1,506.0
Griswold School District,2025,ELA,Non-High Needs,59.0,59.0,100.0,59.0,,518.0
Griswold School District,2025,ELA,High Needs,87.0,80.0,92.0,80.0,38.8,441.0
Groton School District,2025,ELA,Non-High Needs,123.0,121.0,98.4,118.0,73.7,535.0
Groton School District,2025,ELA,High Needs,111.0,103.0,92.8,103.0,42.7,458.0
Guilford School District,2025,ELA,Non-High Needs,173.0,173.0,100.0,173.0,,579.0
Guilford School District,2025,ELA,High Needs,47.0,44.0,93.6,44.0,,482.0
Hamden School District,2025,ELA,Non-High Needs,205.0,198.0,96.6,198.0,,509.0
Hamden School District,2025,ELA,High Needs,206.0,188.0,91.3,188.0,,431.0
Hartford School District,2025,ELA,Non-High Needs,137.0,123.0,89.8,123.0,52.8,503.0
Hartford School District,2025,ELA,High Needs,887.0,745.0,84.0,739.0,29.0,410.0
Highville Charter School District,2025,ELA,Non-High Needs,,,,,,
Highville Charter School District,2025,ELA,High Needs,,,,,,
Jumoke Academy District,2025,ELA,Non-High Needs,,,,,,
Killingly School District,2025,ELA,Non-High Needs,111.0,110.0,99.1,110.0,69.1,517.0
Killingly School District,2025,ELA,High Needs,87.0,79.0,90.8,79.0,51.9,477.0
Learn,2025,ELA,Non-High Needs,66.0,64.0,97.0,64.0,,563.0
Learn,2025,ELA,High Needs,49.0,46.0,93.9,45.0,,495.0
Lebanon School District,2025,ELA,Non-High Needs,45.0,43.0,95.6,43.0,,517.0
Lebanon School District,2025,ELA,High Needs,27.0,27.0,100.0,27.0,,449.0
Ledyard School District,2025,ELA,Non-High Needs,112.0,112.0,100.0,112.0,,574.0
Ledyard School District,2025,ELA,High Needs,64.0,62.0,96.9,62.0,,488.0
Lisbon School District,2025,ELA,High Needs,,,,,,
Madison School District,2025,ELA,Non-High Needs,149.0,149.0,100.0,149.0,,590.0
Madison School District,2025,ELA,High Needs,38.0,34.0,89.5,34.0,,517.0
Manchester School District,2025,ELA,Non-High Needs,149.0,142.0,95.3,141.0,,507.0
Manchester School District,2025,ELA,High Needs,273.0,225.0,82.4,224.0,,422.0
Meriden School District,2025,ELA,Non-High Needs,127.0,125.0,98.4,125.0,74.4,529.0
Meriden School District,2025,ELA,High Needs,521.0,471.0,90.4,471.0,33.1,432.0
Middletown School District,2025,ELA,Non-High Needs,140.0,132.0,94.3,132.0,,515.0
Middletown School District,2025,ELA,High Needs,183.0,148.0,80.9,148.0,,423.0
Milford School District,2025,ELA,Non-High Needs,229.0,226.0,98.7,226.0,79.6,543.0
Milford School District,2025,ELA,High Needs,163.0,148.0,90.8,148.0,60.1,487.0
Monroe School District,2025,ELA,Non-High Needs,225.0,220.0,97.8,220.0,,566.0
Monroe School District,2025,ELA,High Needs,53.0,48.0,90.6,48.0,,445.0
Montville School District,2025,ELA,Non-High Needs,65.0,65.0,100.0,65.0,,532.0
Montville School District,2025,ELA,High Needs,72.0,71.0,98.6,71.0,,458.0
Naugatuck School District,2025,ELA,Non-High Needs,113.0,109.0,96.5,109.0,,492.0
Naugatuck School District,2025,ELA,High Needs,187.0,180.0,96.3,180.0,,409.0
New Britain School District,2025,ELA,Non-High Needs,111.0,104.0,93.7,104.0,51.0,484.0
New Britain School District,2025,ELA,High Needs,521.0,453.0,86.9,450.0,22.0,401.0
New Canaan School District,2025,ELA,Non-High Needs,268.0,256.0,95.5,256.0,96.5,626.0
New Canaan School District,2025,ELA,High Needs,42.0,41.0,97.6,41.0,68.3,524.0
New Fairfield School District,2025,ELA,Non-High Needs,134.0,134.0,100.0,134.0,,566.0
New Fairfield School District,2025,ELA,High Needs,44.0,44.0,100.0,44.0,,508.0
New Haven School District,2025,ELA,Non-High Needs,250.0,242.0,96.8,242.0,61.6,513.0
New Haven School District,2025,ELA,High Needs,1065.0,920.0,86.4,917.0,23.9,414.0
New London School District,2025,ELA,Non-High Needs,13.0,13.0,,13.0,,
New London School District,2025,ELA,High Needs,187.0,172.0,92.0,167.0,,378.0
New Milford School District,2025,ELA,Non-High Needs,158.0,155.0,98.1,154.0,,540.0
New Milford School District,2025,ELA,High Needs,122.0,113.0,92.6,113.0,,437.0
Newington School District,2025,ELA,Non-High Needs,160.0,157.0,98.1,157.0,77.1,547.0
Newington School District,2025,ELA,High Needs,141.0,135.0,95.7,135.0,45.9,463.0
Newtown School District,2025,ELA,Non-High Needs,219.0,217.0,99.1,217.0,,571.0
Newtown School District,2025,ELA,High Needs,69.0,64.0,92.8,64.0,,470.0
North Branford School District,2025,ELA,Non-High Needs,69.0,68.0,98.6,68.0,,555.0
North Branford School District,2025,ELA,High Needs,34.0,33.0,97.1,33.0,,469.0
North Haven School District,2025,ELA,Non-High Needs,145.0,145.0,100.0,145.0,75.2,540.0
North Haven School District,2025,ELA,High Needs,67.0,66.0,98.5,65.0,47.7,474.0
North Stonington School District,2025,ELA,Non-High Needs,37.0,37.0,100.0,37.0,,559.0
North Stonington School District,2025,ELA,High Needs,12.0,12.0,,12.0,,
Norwalk School District,2025,ELA,Non-High Needs,356.0,348.0,97.8,348.0,71.3,531.0
Norwalk School District,2025,ELA,High Needs,530.0,491.0,92.6,491.0,42.6,455.0
Norwich Free Academy District,2025,ELA,Non-High Needs,183.0,182.0,99.5,182.0,76.9,535.0
Norwich Free Academy District,2025,ELA,High Needs,334.0,308.0,92.2,308.0,36.4,434.0
Norwich School District,2025,ELA,High Needs,11.0,,,,,
Old Saybrook School District,2025,ELA,Non-High Needs,48.0,47.0,97.9,46.0,,589.0
Old Saybrook School District,2025,ELA,High Needs,25.0,25.0,100.0,25.0,,461.0
Oxford School District,2025,ELA,Non-High Needs,83.0,83.0,100.0,83.0,,526.0
Oxford School District,2025,ELA,High Needs,33.0,33.0,100.0,33.0,33.3,446.0
Plainfield School District,2025,ELA,Non-High Needs,69.0,69.0,100.0,69.0,,512.0
Plainfield School District,2025,ELA,High Needs,83.0,77.0,92.8,77.0,,411.0
Plainville School District,2025,ELA,Non-High Needs,92.0,92.0,100.0,91.0,71.4,515.0
Plainville School District,2025,ELA,High Needs,86.0,79.0,91.9,79.0,49.4,461.0
Plymouth School District,2025,ELA,Non-High Needs,52.0,50.0,96.2,50.0,,525.0
Plymouth School District,2025,ELA,High Needs,37.0,32.0,86.5,32.0,,465.0
Portland School District,2025,ELA,Non-High Needs,48.0,48.0,100.0,48.0,,556.0
Portland School District,2025,ELA,High Needs,35.0,33.0,94.3,33.0,,468.0
Preston School District,2025,ELA,High Needs,,,,,,
Putnam School District,2025,ELA,Non-High Needs,22.0,22.0,100.0,22.0,,522.0
Putnam School District,2025,ELA,High Needs,39.0,36.0,92.3,36.0,44.4,434.0
Regional School District 01,2025,ELA,Non-High Needs,56.0,56.0,100.0,56.0,,532.0
Regional School District 01,2025,ELA,High Needs,32.0,28.0,87.5,28.0,,450.0
Regional School District 04,2025,ELA,Non-High Needs,72.0,71.0,98.6,71.0,,549.0
Regional School District 04,2025,ELA,High Needs,34.0,33.0,97.1,33.0,,470.0
Regional School District 05,2025,ELA,Non-High Needs,247.0,246.0,99.6,246.0,90.7,589.0
Regional School District 05,2025,ELA,High Needs,73.0,73.0,100.0,73.0,,477.0
Regional School District 07,2025,ELA,Non-High Needs,69.0,66.0,95.7,66.0,,565.0
Regional School District 07,2025,ELA,High Needs,62.0,52.0,83.9,52.0,,475.0
Regional School District 08,2025,ELA,Non-High Needs,143.0,141.0,98.6,141.0,,567.0
Regional School District 08,2025,ELA,High Needs,42.0,35.0,83.3,35.0,,494.0
Regional School District 09,2025,ELA,Non-High Needs,108.0,108.0,100.0,108.0,89.8,587.0
Regional School District 09,2025,ELA,High Needs,62.0,57.0,91.9,57.0,64.9,529.0
Regional School District 10,2025,ELA,Non-High Needs,120.0,120.0,100.0,120.0,,544.0
Regional School District 10,2025,ELA,High Needs,41.0,39.0,95.1,39.0,,498.0
Regional School District 11,2025,ELA,Non-High Needs,8.0,8.0,,8.0,,
Regional School District 11,2025,ELA,High Needs,11.0,10.0,,10.0,,
Regional School District 12,2025,ELA,Non-High Needs,71.0,71.0,100.0,71.0,,583.0
Regional School District 12,2025,ELA,High Needs,33.0,32.0,97.0,32.0,,515.0
Regional School District 13,2025,ELA,Non-High Needs,58.0,57.0,98.3,57.0,,551.0
Regional School District 13,2025,ELA,High Needs,23.0,20.0,87.0,20.0,,487.0
Regional School District 14,2025,ELA,Non-High Needs,129.0,129.0,100.0,129.0,,537.0
Regional School District 14,2025,ELA,High Needs,56.0,56.0,100.0,56.0,,466.0
Regional School District 15,2025,ELA,Non-High Needs,173.0,171.0,98.8,170.0,,556.0
Regional School District 15,2025,ELA,High Needs,66.0,65.0,98.5,64.0,,449.0
Regional School District 16,2025,ELA,Non-High Needs,110.0,110.0,100.0,110.0,,536.0
Regional School District 16,2025,ELA,High Needs,40.0,39.0,97.5,39.0,,475.0
Regional School District 17,2025,ELA,Non-High Needs,89.0,89.0,100.0,89.0,,580.0
Regional School District 17,2025,ELA,High Needs,37.0,36.0,97.3,36.0,,491.0
Regional School District 18,2025,ELA,Non-High Needs,72.0,69.0,95.8,69.0,,620.0
Regional School District 18,2025,ELA,High Needs,21.0,17.0,81.0,17.0,,
Regional School District 19,2025,ELA,Non-High Needs,138.0,137.0,99.3,137.0,86.9,583.0
Regional School District 19,2025,ELA,High Needs,98.0,95.0,96.9,95.0,,502.0
Regional School District 20,2025,ELA,Non-High Needs,98.0,97.0,99.0,97.0,81.4,551.0
Regional School District 20,2025,ELA,High Needs,53.0,49.0,92.5,49.0,53.1,488.0
Ridgefield School District,2025,ELA,Non-High Needs,276.0,273.0,98.9,273.0,96.0,604.0
Ridgefield School District,2025,ELA,High Needs,85.0,79.0,92.9,79.0,67.1,521.0
Rocky Hill School District,2025,ELA,Non-High Needs,124.0,123.0,99.2,123.0,89.4,586.0
Rocky Hill School District,2025,ELA,High Needs,62.0,59.0,95.2,59.0,,469.0
Salem School District,2025,ELA,High Needs,,,,,,
Seymour School District,2025,ELA,Non-High Needs,69.0,68.0,98.6,68.0,,533.0
Seymour School District,2025,ELA,High Needs,86.0,81.0,94.2,81.0,,460.0
Shelton School District,2025,ELA,Non-High Needs,175.0,174.0,99.4,174.0,81.6,555.0
Shelton School District,2025,ELA,High Needs,127.0,122.0,96.1,122.0,42.6,466.0
Simsbury School District,2025,ELA,Non-High Needs,208.0,207.0,99.5,207.0,90.8,589.0
Simsbury School District,2025,ELA,High Needs,92.0,82.0,89.1,82.0,,524.0
Somers School District,2025,ELA,Non-High Needs,57.0,56.0,98.2,56.0,,546.0
Somers School District,2025,ELA,High Needs,16.0,14.0,,14.0,,
South Windsor School District,2025,ELA,Non-High Needs,255.0,255.0,100.0,255.0,89.8,580.0
South Windsor School District,2025,ELA,High Needs,115.0,112.0,97.4,111.0,46.8,469.0
Southington School District,2025,ELA,Non-High Needs,327.0,324.0,99.1,324.0,82.1,540.0
Southington School District,2025,ELA,High Needs,169.0,165.0,97.6,164.0,45.1,454.0
Stafford School District,2025,ELA,Non-High Needs,61.0,60.0,98.4,60.0,,555.0
Stafford School District,2025,ELA,High Needs,33.0,31.0,93.9,31.0,,497.0
Stamford School District,2025,ELA,Non-High Needs,393.0,373.0,94.9,373.0,80.7,551.0
Stamford School District,2025,ELA,High Needs,820.0,697.0,85.0,695.0,34.4,431.0
Sterling School District,2025,ELA,High Needs,,0.0,,0.0,,
Stonington School District,2025,ELA,Non-High Needs,85.0,84.0,98.8,84.0,,565.0
Stonington School District,2025,ELA,High Needs,47.0,45.0,95.7,45.0,,514.0
Stratford School District,2025,ELA,Non-High Needs,226.0,221.0,97.8,221.0,62.9,507.0
Stratford School District,2025,ELA,High Needs,343.0,330.0,96.2,330.0,39.4,450.0
Suffield School District,2025,ELA,Non-High Needs,100.0,98.0,98.0,97.0,,568.0
Suffield School District,2025,ELA,High Needs,43.0,41.0,95.3,40.0,,473.0
The Bridge Academy District,2025,ELA,Non-High Needs,8.0,8.0,,8.0,,
The Bridge Academy District,2025,ELA,High Needs,37.0,37.0,100.0,37.0,,449.0
The Gilbert School District,2025,ELA,Non-High Needs,25.0,24.0,96.0,24.0,,524.0
The Gilbert School District,2025,ELA,High Needs,36.0,34.0,94.4,34.0,,464.0
The Woodstock Academy District,2025,ELA,Non-High Needs,248.0,246.0,99.2,246.0,70.3,526.0
The Woodstock Academy District,2025,ELA,High Needs,28.0,25.0,89.3,24.0,,434.0
Thomaston School District,2025,ELA,Non-High Needs,24.0,24.0,100.0,24.0,,545.0
Thomaston School District,2025,ELA,High Needs,17.0,16.0,,16.0,,
Thompson School District,2025,ELA,Non-High Needs,24.0,24.0,100.0,23.0,,484.0
Thompson School District,2025,ELA,High Needs,32.0,24.0,75.0,23.0,,503.0
Tolland School District,2025,ELA,Non-High Needs,130.0,129.0,99.2,129.0,,550.0
Tolland School District,2025,ELA,High Needs,41.0,39.0,95.1,39.0,,444.0
Torrington School District,2025,ELA,Non-High Needs,85.0,83.0,97.6,83.0,63.9,514.0
Torrington School District,2025,ELA,High Needs,192.0,174.0,90.6,174.0,36.8,434.0
Trumbull School District,2025,ELA,Non-High Needs,391.0,390.0,99.7,390.0,88.7,567.0
Trumbull School District,2025,ELA,High Needs,169.0,165.0,97.6,165.0,61.2,495.0
Unified School District #2,2025,ELA,High Needs,13.0,11.0,,11.0,,
Vernon School District,2025,ELA,Non-High Needs,109.0,108.0,99.1,108.0,,530.0
Vernon School District,2025,ELA,High Needs,137.0,125.0,91.2,125.0,,423.0
Wallingford School District,2025,ELA,Non-High Needs,252.0,248.0,98.4,248.0,78.2,542.0
Wallingford School District,2025,ELA,High Needs,161.0,149.0,92.5,149.0,39.6,458.0
Waterbury School District,2025,ELA,Non-High Needs,147.0,145.0,98.6,145.0,49.0,474.0
Waterbury School District,2025,ELA,High Needs,1067.0,1023.0,95.9,1023.0,26.2,410.0
Waterford School District,2025,ELA,Non-High Needs,113.0,112.0,99.1,112.0,89.3,562.0
Waterford School District,2025,ELA,High Needs,73.0,69.0,94.5,69.0,,505.0
Watertown School District,2025,ELA,Non-High Needs,87.0,85.0,97.7,85.0,,516.0
Watertown School District,2025,ELA,High Needs,91.0,83.0,91.2,82.0,,468.0
West Hartford School District,2025,ELA,Non-High Needs,448.0,446.0,99.6,445.0,94.4,610.0
West Hartford School District,2025,ELA,High Needs,257.0,244.0,94.9,244.0,50.4,479.0
West Haven School District,2025,ELA,Non-High Needs,177.0,174.0,98.3,172.0,,482.0
West Haven School District,2025,ELA,High Needs,323.0,300.0,92.9,298.0,,420.0
Westbrook School District,2025,ELA,Non-High Needs,17.0,17.0,,17.0,,
Westbrook School District,2025,ELA,High Needs,27.0,26.0,96.3,26.0,,447.0
Weston School District,2025,ELA,Non-High Needs,144.0,143.0,99.3,143.0,,626.0
Weston School District,2025,ELA,High Needs,25.0,23.0,92.0,23.0,,480.0
Westport School District,2025,ELA,Non-High Needs,332.0,331.0,99.7,331.0,97.0,630.0
Westport School District,2025,ELA,High Needs,75.0,74.0,98.7,74.0,,499.0
Wethersfield School District,2025,ELA,Non-High Needs,171.0,171.0,100.0,171.0,,553.0
Wethersfield School District,2025,ELA,High Needs,122.0,121.0,99.2,121.0,,443.0
Wilton School District,2025,ELA,Non-High Needs,222.0,220.0,99.1,220.0,98.6,627.0
Wilton School District,2025,ELA,High Needs,66.0,62.0,93.9,62.0,74.2,527.0
Windham School District,2025,ELA,Non-High Needs,14.0,14.0,,14.0,,
Windham School District,2025,ELA,High Needs,102.0,91.0,89.2,91.0,,403.0
Windsor Locks School District,2025,ELA,Non-High Needs,44.0,44.0,100.0,44.0,,511.0
Windsor Locks School District,2025,ELA,High Needs,60.0,51.0,85.0,51.0,,441.0
Windsor School District,2025,ELA,Non-High Needs,117.0,111.0,94.9,111.0,59.5,505.0
Windsor School District,2025,ELA,High Needs,159.0,145.0,91.2,143.0,32.2,443.0
Wolcott School District,2025,ELA,Non-High Needs,101.0,99.0,98.0,99.0,,522.0
Wolcott School District,2025,ELA,High Needs,46.0,41.0,89.1,41.0,,451.0
Woodstock School District,2025,ELA,High Needs,,,,,,
