District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Achievement First Bridgeport Academy District,2019,ELA,High Needs,47.0,47.0,100.0,47.0,,488.0
Achievement First Hartford Academy District,2019,ELA,High Needs,39.0,39.0,100.0,39.0,,469.0
Amistad Academy District,2019,ELA,High Needs,57.0,55.0,96.5,54.0,,474.0
Ansonia School District,2019,ELA,High Needs,100.0,98.0,98.0,98.0,29.6,449.0
Ansonia School District,2019,ELA,Non-High Needs,49.0,49.0,100.0,49.0,,503.0
Area Cooperative Educational Services,2019,ELA,High Needs,22.0,18.0,81.8,18.0,,
Avon School District,2019,ELA,High Needs,49.0,48.0,98.0,47.0,,482.0
Avon School District,2019,ELA,Non-High Needs,187.0,184.0,98.4,184.0,,609.0
Berlin School District,2019,ELA,High Needs,55.0,55.0,100.0,55.0,,459.0
Berlin School District,2019,ELA,Non-High Needs,147.0,147.0,100.0,147.0,,566.0
Bethel School District,2019,ELA,High Needs,85.0,83.0,97.6,82.0,48.8,477.0
Bethel School District,2019,ELA,Non-High Needs,143.0,143.0,100.0,143.0,81.8,558.0
Bloomfield School District,2019,ELA,High Needs,79.0,76.0,96.2,74.0,,455.0
Bloomfield School District,2019,ELA,Non-High Needs,81.0,78.0,96.3,78.0,,497.0
Bolton School District,2019,ELA,High Needs,17.0,17.0,,17.0,,
Bolton School District,2019,ELA,Non-High Needs,44.0,44.0,100.0,44.0,,570.0
Bozrah School District,2019,ELA,High Needs,,0.0,,0.0,,
Branford School District,2019,ELA,High Needs,88.0,79.0,89.8,79.0,48.1,468.0
Branford School District,2019,ELA,Non-High Needs,150.0,150.0,100.0,150.0,84.0,552.0
Bridgeport School District,2019,ELA,High Needs,819.0,745.0,91.0,743.0,22.5,416.0
Bridgeport School District,2019,ELA,Non-High Needs,330.0,321.0,97.3,321.0,47.7,480.0
Bristol School District,2019,ELA,High Needs,265.0,251.0,94.7,248.0,42.3,468.0
Bristol School District,2019,ELA,Non-High Needs,263.0,259.0,98.5,259.0,74.9,530.0
Brookfield School District,2019,ELA,High Needs,72.0,68.0,94.4,68.0,,487.0
Brookfield School District,2019,ELA,Non-High Needs,132.0,130.0,98.5,130.0,90.8,582.0
Brooklyn School District,2019,ELA,High Needs,,,,,,
Canton School District,2019,ELA,High Needs,29.0,28.0,96.6,28.0,,496.0
Canton School District,2019,ELA,Non-High Needs,86.0,85.0,98.8,85.0,,588.0
Capital Preparatory Harbor School District,2019,ELA,High Needs,27.0,27.0,100.0,27.0,,457.0
Capital Preparatory Harbor School District,2019,ELA,Non-High Needs,17.0,17.0,,17.0,,
Capitol Region Education Council,2019,ELA,High Needs,321.0,291.0,90.7,290.0,37.6,452.0
Capitol Region Education Council,2019,ELA,Non-High Needs,196.0,195.0,99.5,195.0,71.3,539.0
Cheshire School District,2019,ELA,High Needs,72.0,65.0,90.3,64.0,,501.0
Cheshire School District,2019,ELA,Non-High Needs,272.0,268.0,98.5,268.0,92.9,587.0
Clinton School District,2019,ELA,High Needs,60.0,60.0,100.0,60.0,51.7,495.0
Clinton School District,2019,ELA,Non-High Needs,102.0,101.0,99.0,101.0,81.2,562.0
Colchester School District,2019,ELA,High Needs,44.0,42.0,95.5,42.0,,466.0
Colchester School District,2019,ELA,Non-High Needs,137.0,137.0,100.0,136.0,,552.0
Common Ground High School District,2019,ELA,High Needs,32.0,32.0,100.0,32.0,,431.0
Common Ground High School District,2019,ELA,Non-High Needs,9.0,9.0,,9.0,,
Connecticut Technical Education and Career System,2019,ELA,High Needs,1520.0,1508.0,99.2,1508.0,28.2,441.0
Connecticut Technical Education and Career System,2019,ELA,Non-High Needs,909.0,909.0,100.0,905.0,45.7,474.0
Cooperative Educational Services,2019,ELA,High Needs,12.0,12.0,,12.0,,
Coventry School District,2019,ELA,High Needs,29.0,28.0,96.6,28.0,,492.0
Coventry School District,2019,ELA,Non-High Needs,93.0,92.0,98.9,92.0,,556.0
Cromwell School District,2019,ELA,High Needs,36.0,34.0,94.4,34.0,,458.0
Cromwell School District,2019,ELA,Non-High Needs,92.0,91.0,98.9,91.0,,550.0
Danbury School District,2019,ELA,High Needs,443.0,426.0,96.2,424.0,31.6,442.0
Danbury School District,2019,ELA,Non-High Needs,298.0,288.0,96.6,288.0,76.0,540.0
Darien School District,2019,ELA,High Needs,69.0,65.0,94.2,64.0,73.4,532.0
Darien School District,2019,ELA,Non-High Needs,289.0,282.0,97.6,282.0,97.5,629.0
Derby School District,2019,ELA,High Needs,57.0,52.0,91.2,50.0,,436.0
Derby School District,2019,ELA,Non-High Needs,31.0,30.0,96.8,30.0,,508.0
East Granby School District,2019,ELA,High Needs,13.0,13.0,,13.0,,
East Granby School District,2019,ELA,Non-High Needs,40.0,40.0,100.0,40.0,,579.0
East Haddam School District,2019,ELA,High Needs,19.0,19.0,,19.0,,
