sedaadmin,sedaadminname,subject,grade,year,fips,stateabb,multi_comp_all,multi_comp_asn,multi_comp_blk,multi_comp_ecd,multi_comp_fem,multi_comp_hsp,multi_comp_mal,multi_comp_mfg,multi_comp_nam,multi_comp_nec,multi_comp_neg,multi_comp_wag,multi_comp_wbg,multi_comp_whg,multi_comp_wht,multi_comp_wng,tot_asmt_all,flag_estasmt_all,gcs_mn_all,gcs_mn_se_all,gcs_mn_se_adj_all,tot_asmt_asn,flag_estasmt_asn,gcs_mn_asn,gcs_mn_se_asn,gcs_mn_se_adj_asn,tot_asmt_blk,flag_estasmt_blk,gcs_mn_blk,gcs_mn_se_blk,gcs_mn_se_adj_blk,tot_asmt_ecd,flag_estasmt_ecd,gcs_mn_ecd,gcs_mn_se_ecd,gcs_mn_se_adj_ecd,tot_asmt_fem,flag_estasmt_fem,gcs_mn_fem,gcs_mn_se_fem,gcs_mn_se_adj_fem,tot_asmt_hsp,flag_estasmt_hsp,gcs_mn_hsp,gcs_mn_se_hsp,gcs_mn_se_adj_hsp,tot_asmt_mal,flag_estasmt_mal,gcs_mn_mal,gcs_mn_se_mal,gcs_mn_se_adj_mal,tot_asmt_mfg,flag_estasmt_mfg,gcs_mn_mfg,gcs_mn_se_mfg,gcs_mn_se_adj_mfg,tot_asmt_nam,flag_estasmt_nam,gcs_mn_nam,gcs_mn_se_nam,gcs_mn_se_adj_nam,tot_asmt_nec,flag_estasmt_nec,gcs_mn_nec,gcs_mn_se_nec,gcs_mn_se_adj_nec,tot_asmt_neg,flag_estasmt_neg,gcs_mn_neg,gcs_mn_se_neg,gcs_mn_se_adj_neg,tot_asmt_wag,flag_estasmt_wag,gcs_mn_wag,gcs_mn_se_wag,gcs_mn_se_adj_wag,tot_asmt_wbg,flag_estasmt_wbg,gcs_mn_wbg,gcs_mn_se_wbg,gcs_mn_se_adj_wbg,tot_asmt_whg,flag_estasmt_whg,gcs_mn_whg,gcs_mn_se_whg,gcs_mn_se_adj_whg,tot_asmt_wht,flag_estasmt_wht,gcs_mn_wht,gcs_mn_se_wht,gcs_mn_se_adj_wht,tot_asmt_wng,flag_estasmt_wng,gcs_mn_wng,gcs_mn_se_wng,gcs_mn_se_adj_wng
900007,Jumoke Academy District,mth,3,2018,9,CT,0,,0,0,0,0,0,0,,0,0,,,,,,74,0,2.011612755279592,.2740119420627431,.2884418730477146,,,,,,70,0,2.030799320884608,.281837987036539,.2958251936059648,39,0,1.350087715332112,.3643393413381204,.3761494045068638,38,0,1.990824713140464,.3861109964842717,.3964635024398018,,0,,,,36,0,1.874298416272306,.3757390615585461,.3865100035451686,74,0,-.0602876449326482,.5389589471415964,.5389589471415964,,,,,,35,0,2.631198502072812,.3959332837568902,.4056512464654979,74,0,1.365469501457528,.5384149567348603,.5384149567348603,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,rla,3,2018,9,CT,0,,0,0,0,0,0,0,,0,0,,,,,,74,0,1.964066886927564,.3718250670217498,.3879727477640144,,,,,,70,0,2.081324241051651,.3799676914104663,.3956144567054233,39,0,1.156786737383812,.4983883024203685,.511760869575281,38,0,2.047654101603377,.501953185835876,.5139268765100604,,0,,,,36,0,1.855092354985377,.5330178884403793,.5445695448256098,74,0,-.269329926643619,.7324129816186208,.7324129816186208,,,,,,35,0,2.890613329451985,.5350587560655772,.545661252063568,74,0,1.225271482124348,.7317089338995773,.7317089338995773,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,mth,3,2019,9,CT,0,,0,0,0,0,0,0,,0,0,,,,,,69,0,2.374940053206068,.2825689697498153,.3039154343049759,,,,,,64,0,2.457525168120098,.2940104354645765,.3144058935145581,39,0,2.632692197810112,.3534321020859988,.3703878632439073,33,0,2.293098886162689,.411311461812996,.426432437257783,,0,,,,36,0,2.417476109926498,.3755088578775887,.3918040198827699,69,0,-.1164398156936407,.5572570680559279,.5572570680559279,,,,,,30,0,2.193457209717233,.4356749447464054,.4505086849981212,69,0,-.7604592265918593,.5618517824592408,.5618517824592408,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,rla,3,2019,9,CT,0,,0,0,0,0,0,0,,0,0,,,,,,69,0,2.163646984332158,.4018277029530243,.4299599476229298,,,,,,64,0,2.292481601415153,.4150079222862787,.44214407244724,39,0,1.737969733823426,.5090236251777422,.532274473962641,33,0,2.211781695241513,.5607951940560502,.5811914247454735,,0,,,,36,0,2.088349155698467,.55769767849927,.5785146728439803,69,0,-.333165167936333,.7913868171788594,.7913868171788594,,,,,,30,0,2.692185207578952,.6130342910616003,.6312841668838376,69,0,.6860045915971967,.7980524518870813,.7980524518870813,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,mth,3,2022,9,CT,0,,,,,,,,,,,,,,,,59,0,1.89378158678153,.3811277689077572,.4216892858323349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,rla,3,2022,9,CT,0,,,,,,,,,,,,,,,,59,0,1.154145116862727,.4890307843077104,.524192592468271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,mth,3,2023,9,CT,0,,0,,0,,0,0,,,,,,,,,68,0,1.827988667988301,.3557830309274596,.375299517687385,,,,,,63,0,1.775540183583463,.3568232320232025,.3763394990427592,,,,,,32,0,1.560008584849903,.4782831292713319,.4930790252684932,,,,,,36,0,2.176702652852383,.4221616256037548,.4384086731490209,68,0,.6166940680024804,.6379460712928503,.6379460712928503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,rla,3,2023,9,CT,0,,0,,,,,,,,,,,,,,68,0,1.647816735474413,.4589031275913905,.4744052342197921,,,,,,63,0,1.693581005466676,.4636708253939654,.4789651126582165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,mth,3,2024,9,CT,0,,,,0,,0,0,,,,,,,,,67,0,.1362227096171598,.4009969421667505,.4349110969016087,,,,,,,,,,,,,,,,32,0,.5778538687487544,.5127340240407769,.5381597202379697,,,,,,35,0,.0628818835116554,.5055186544057909,.532878555873793,67,0,-.5149719852370991,.7200314502584518,.7200314502584518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900007,Jumoke Academy District,mth,3,2025,9,CT,0,,0,0,0,,0,0,,,,,,,,,49,0,-.0546740750062096,.4833712176121936,.5129583502168008,,,,,,44,0,-.1201870872109096,.4900258813372661,.5194729113904268,49,0,-.111328169836924,.5055868175352555,.5341133024789354,27,0,-1.815381387107459,.7709950796898638,.7950787419801518,,,,,,22,0,1.669630784157316,.6605158464519798,.6785832514006661,49,0,3.485012171264775,1.015241151805892,1.015241151805892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
