sedaadmin,sedaadminname,subject,grade,year,fips,stateabb,multi_comp_all,multi_comp_asn,multi_comp_blk,multi_comp_ecd,multi_comp_fem,multi_comp_hsp,multi_comp_mal,multi_comp_mfg,multi_comp_nam,multi_comp_nec,multi_comp_neg,multi_comp_wag,multi_comp_wbg,multi_comp_whg,multi_comp_wht,multi_comp_wng,tot_asmt_all,flag_estasmt_all,gcs_mn_all,gcs_mn_se_all,gcs_mn_se_adj_all,tot_asmt_asn,flag_estasmt_asn,gcs_mn_asn,gcs_mn_se_asn,gcs_mn_se_adj_asn,tot_asmt_blk,flag_estasmt_blk,gcs_mn_blk,gcs_mn_se_blk,gcs_mn_se_adj_blk,tot_asmt_ecd,flag_estasmt_ecd,gcs_mn_ecd,gcs_mn_se_ecd,gcs_mn_se_adj_ecd,tot_asmt_fem,flag_estasmt_fem,gcs_mn_fem,gcs_mn_se_fem,gcs_mn_se_adj_fem,tot_asmt_hsp,flag_estasmt_hsp,gcs_mn_hsp,gcs_mn_se_hsp,gcs_mn_se_adj_hsp,tot_asmt_mal,flag_estasmt_mal,gcs_mn_mal,gcs_mn_se_mal,gcs_mn_se_adj_mal,tot_asmt_mfg,flag_estasmt_mfg,gcs_mn_mfg,gcs_mn_se_mfg,gcs_mn_se_adj_mfg,tot_asmt_nam,flag_estasmt_nam,gcs_mn_nam,gcs_mn_se_nam,gcs_mn_se_adj_nam,tot_asmt_nec,flag_estasmt_nec,gcs_mn_nec,gcs_mn_se_nec,gcs_mn_se_adj_nec,tot_asmt_neg,flag_estasmt_neg,gcs_mn_neg,gcs_mn_se_neg,gcs_mn_se_adj_neg,tot_asmt_wag,flag_estasmt_wag,gcs_mn_wag,gcs_mn_se_wag,gcs_mn_se_adj_wag,tot_asmt_wbg,flag_estasmt_wbg,gcs_mn_wbg,gcs_mn_se_wbg,gcs_mn_se_adj_wbg,tot_asmt_whg,flag_estasmt_whg,gcs_mn_whg,gcs_mn_se_whg,gcs_mn_se_adj_whg,tot_asmt_wht,flag_estasmt_wht,gcs_mn_wht,gcs_mn_se_wht,gcs_mn_se_adj_wht,tot_asmt_wng,flag_estasmt_wng,gcs_mn_wng,gcs_mn_se_wng,gcs_mn_se_adj_wng
901290,East Haven School District,rla,6,2024,9,CT,0,,,0,0,,0,0,,0,0,,,,0,,174,0,5.169405664783582,.2953324636352493,.3094068261345774,,,,,,,,,,,104,0,4.809566415645484,.3998198634737198,.4104780400311143,95,0,5.427413690768478,.3603994953725587,.3718833722024079,,,,,,79,0,4.926684548657196,.4242338560311605,.4342094052795712,174,0,-.5007291421112816,.5566526393253357,.5566526393253357,,,,,,70,0,5.67598188103572,.4347349287930464,.44421647260597,174,0,.8664154653902356,.5906355742256294,.5906355742256294,,,,,,,,,,,,,,,,72,0,5.58097500560558,.4220239977405628,.4318061577655165,,,,,
901290,East Haven School District,mth,6,2025,9,CT,0,,,0,0,0,0,0,,0,0,,,0,0,,210,0,4.128069796461058,.2716900250854467,.2903454849749841,,,,,,,,,,,134,0,3.571397722952772,.3565291321443913,.3715275262558881,107,0,4.003358206247379,.3221850492397277,.3381740685105794,87,0,3.530815737887573,.3790651263327426,.3932416937460941,103,0,4.282200553409702,.4528021188019752,.4640311185386404,210,0,.2788423471623229,.5557274194649422,.5557274194649422,,,,,,76,0,5.13081781520229,.3880431177867543,.4006530706119394,210,0,1.559420092249518,.5269634554020779,.5269634554020779,,,,,,,,,,,176,0,1.084862109372888,.5255192993273499,.5255192993273499,89,0,4.615677847260461,.3639782465530745,.3776664499964231,,,,,
901290,East Haven School District,rla,6,2025,9,CT,0,,,0,0,0,0,0,,0,0,,,0,0,,210,0,4.933143283187016,.241435745923411,.2592027154662117,,,,,,,,,,,134,0,4.286912536340433,.2966319701678882,.3119912852298471,107,0,5.267195749846052,.3158643731704243,.3293771043394197,87,0,4.364544120035086,.3929351387128782,.4045233836970279,103,0,4.551544652855624,.3744858620573524,.386441522652584,210,0,-.7156510969904284,.4899081170170417,.4899081170170417,,,,,,76,0,6.097678974725461,.4170008394645287,.4271499023859766,210,0,1.810766438385028,.5117423432156114,.5117423432156114,,,,,,,,,,,176,0,.8817337830312066,.5469960351833802,.5469960351833802,89,0,5.246277903066293,.3805346755172635,.391800276382622,,,,,
901290,East Haven School District,mth,7,2009,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,300,0,6.66039559402048,.1695865696931763,.1853469495191295,,0,,,,,0,,,,121,0,5.725160043148908,.2576180678191369,.2693222572319826,125,0,6.622134804365595,.2495585810596734,.2605869368315487,36,0,6.186803591956848,.4849857605068782,.4909649329940843,175,0,6.720690799009141,.2337851468090642,.2454275326235017,300,0,.1150283135063462,.342139769915914,.342139769915914,,,,,,179,0,7.32260998897477,.2121733074381108,.224638837290312,300,0,1.565578204371672,.3339234594777728,.3339234594777728,,0,,,,,0,,,,276,0,.5819613771676998,.5223214533502365,.5223214533502365,240,0,6.803728669799011,.1916710645256873,.2056353959324699,,,,,
901290,East Haven School District,rla,7,2009,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,300,0,7.012206765354098,.1870475906249209,.1978594740587553,,0,,,,,0,,,,121,0,6.02128138909515,.2999923199434528,.3079276146831348,125,0,7.472705983324495,.3060371004734093,.3125751338206311,36,0,6.663496054058864,.5390804908642733,.5430586409564896,175,0,6.668878924517795,.2360158632387154,.2449970796460953,300,0,-.729364570029203,.386638366466933,.386638366466933,,,,,,179,0,7.61154748709559,.2301888740293175,.2388074194326898,300,0,1.57901468115469,.3783171963892457,.3783171963892457,,0,,,,,0,,,,276,0,.3718228479711604,.5800772738642775,.5800772738642775,240,0,7.105912084374833,.2117064164800528,.2212348497613202,,,,,
901290,East Haven School District,mth,7,2010,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,275,0,6.364900664186797,.1729451626108719,.1817402682238229,,0,,,,,0,,,,121,0,5.723142803616247,.2449296895594108,.2515882573419798,136,0,6.290769922788908,.2190651297381822,.2261046316856736,42,0,5.125147221406101,.4471126283403049,.4510994959566685,139,0,6.386849222337941,.2775865178842962,.2831319450109943,275,0,.0665627516816641,.3536325647907115,.3536325647907115,,,,,,154,0,6.814484671796385,.2388765109201815,.2451338612403252,275,0,1.057174045306873,.3422766600270077,.3422766600270077,,0,,,,,0,,,,254,0,1.428320573704613,.4874964758799115,.4874964758799115,212,0,6.589915603257442,.1924430734446174,.2002487503958343,,,,,
901290,East Haven School District,rla,7,2010,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,275,0,6.744499531904479,.1719776367297978,.1789264599126535,,0,,,,,0,,,,121,0,6.095919341263472,.2474354001756743,.2527667813214761,136,0,6.843654807687185,.2437755216659409,.2486796677142572,42,0,5.931864208514545,.4860151097611651,.4889104554304811,139,0,6.638669660528781,.2444011468544467,.2493992463010544,275,0,-.1916429076425083,.3452069976056325,.3452069976056325,,,,,,154,0,7.228134415723406,.2328648571117301,.2378305218824368,275,0,1.08360266789354,.3399207000877172,.3399207000877172,,0,,,,,0,,,,254,0,1.190447888677754,.5249848414297681,.5249848414297681,212,0,7.049043153678344,.1966177440632784,.2025650518203856,,,,,
901290,East Haven School District,mth,7,2011,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,279,0,6.228667922296141,.1750000073116298,.1933942123227746,,0,,,,,0,,,,134,0,5.479341093659955,.2327615163560819,.2479325867888424,157,0,6.350939795951877,.2268293291251685,.2412044974464409,39,0,5.527580352519865,.4568713897187588,.4648473800223922,122,0,6.091164806239871,.278543501780931,.2905939518306328,279,0,-.3017208494385569,.3593491175349232,.3593491175349232,,,,,,145,0,6.967572695422845,.2499161948811444,.2626501092741904,279,0,1.54994841143787,.3415717657076551,.3415717657076551,,0,,,,,0,,,,259,0,.9882808081204122,.4982377178008549,.4982377178008549,220,0,6.433091501191744,.1966995668609998,.2130369166454696,,,,,
901290,East Haven School District,rla,7,2011,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,275,0,6.840627812169194,.1701786310935481,.1853368064294227,,0,,,,,0,,,,131,0,6.199864870936297,.2398524245657971,.2516172085112311,155,0,7.170474702340121,.2241780233826064,.2356345629581034,36,0,5.577093521426432,.5221385713196279,.5280243240768555,120,0,6.37134779412058,.2575832043479938,.2682964514767447,275,0,-.7866596634962779,.34161264730118,.34161264730118,,,,,,144,0,7.422325992249116,.2312459131997249,.2422442228494374,275,0,1.2728051114933,.3332275325459624,.3332275325459624,,0,,,,,0,,,,255,0,1.336578293859305,.5530708102301219,.5530708102301219,219,0,7.055990471418158,.1802819498350019,.1944650627615588,,,,,
901290,East Haven School District,mth,7,2012,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,260,0,6.266318219288816,.1905216035287417,.1994892678689245,,0,,,,,0,,,,120,0,5.386266680011617,.2829405027691859,.2895655516595769,120,0,6.11455252410082,.2826132680629178,.2887960610125944,34,0,6.151162615766225,.5069441323610123,.5104077350677282,140,0,6.365490704170435,.2626663663895882,.2691976393838333,260,0,.195550405399494,.385934899373575,.385934899373575,,,,,,140,0,6.945919214614423,.2469304435887026,.2536808453418552,260,0,1.543355998592052,.3756358929429522,.3756358929429522,,0,,,,,0,,,,238,0,.0238795556991421,.5491199045645246,.5491199045645246,204,0,6.211210753651652,.2084969062150479,.216756895397561,,,,,
901290,East Haven School District,rla,7,2012,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,258,0,7.189353537784384,.2196990597244013,.2253418348611491,,0,,,,,0,,,,117,0,6.499093951050518,.3378389844439391,.3417713204964824,120,0,7.32588481448273,.3218572223031186,.32568518200343,33,0,7.523624539811586,.5548021699119842,.5570192976360597,138,0,6.983034686054252,.3025858386672606,.3067605578608221,258,0,-.466288993779171,.4418703980280699,.4418703980280699,,,,,,141,0,7.725037337194781,.2832963376109878,.2875971075203038,258,0,1.248117181121758,.4410310446214356,.4410310446214356,,0,,,,,0,,,,237,0,-.7535004978257409,.6058057346395661,.6058057346395661,204,0,7.054388011948597,.2402565880128929,.2454821676298352,,,,,
901290,East Haven School District,mth,7,2013,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,244,0,5.81794100908856,.1878134836858294,.2067846589457205,,0,,,,,0,,,,128,0,5.235814026933088,.2469594800187183,.2627247861476894,121,0,5.836269813899517,.266710113799956,.2804415489229848,51,0,5.151153465907833,.4224541497654896,.4320811334588585,123,0,5.812883046370131,.2698825430605673,.2833982414650584,244,0,.1072319616317346,.3794477835507724,.3794477835507724,,,,,,116,0,6.476316729282515,.2785526245610521,.2910339323037237,244,0,1.244009113221619,.3723300393156062,.3723300393156062,,0,,,,,0,,,,221,0,.799034725826109,.4776582941467625,.4776582941467625,170,0,5.92772857535254,.2213974596646602,.2375890949916731,,,,,
901290,East Haven School District,rla,7,2013,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,245,0,6.956046253955725,.1951807663518051,.20734223058494,,0,,,,,0,,,,128,0,6.72829266361946,.2931871709118615,.3016092662237191,122,0,7.222258320872794,.2639615303646308,.2728689402959319,51,0,6.864545101667974,.4400794809909717,.4456656323451109,123,0,6.696712968149989,.2882861329191103,.2969251164024639,245,0,-.5663171695016198,.3908837422974334,.3908837422974334,,,,,,117,0,7.207168435995192,.2602817994864446,.2693510984973889,245,0,.3924537374804093,.392132931002352,.392132931002352,,0,,,,,0,,,,222,0,.1329950453264001,.4984915402253802,.4984915402253802,171,0,6.910490838761941,.2325497034570881,.2428681828553209,,,,,
901290,East Haven School District,mth,7,2015,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,243,0,5.304770122533071,.2357023398165032,.2543672939040774,,0,,,,,0,,,,130,0,5.166088630204934,.2780843794593319,.2943735040268677,107,0,6.240877852695102,.2677206794238815,.2828139744844078,61,0,5.278261584607945,.4208911467745118,.4317845482242074,136,0,4.22731916641207,.4615236966924162,.4731592335156263,243,0,-1.949318731309573,.5339490853958333,.5339490853958333,,,,,,113,0,5.578390129669686,.3904359028805157,.4016489117988732,243,0,.3892659382939076,.4794374728456225,.4794374728456225,,0,,,,,0,,,,213,0,.1760478552137791,.5161109878819136,.5161109878819136,152,0,5.374262960903615,.2972452965725282,.3120694141074807,,,,,
901290,East Haven School District,rla,7,2015,9,CT,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,243,0,6.17099005725426,.2097380110609333,.2262655748968199,,0,,,,,0,,,,130,0,5.622032779625213,.2972905597371162,.3102449660548668,106,0,7.062707441244401,.2925947788629673,.3034923162316337,61,0,5.862588438160492,.4245657471827834,.4334509330971206,137,0,5.472567694157813,.2902028040501233,.3038918207679833,243,0,-1.540747180174936,.4123209822444958,.4123209822444958,,,,,,113,0,6.747345499132677,.297331869113905,.3083649904869635,243,0,1.138994864770326,.4205827320140923,.4205827320140923,,0,,,,,0,,,,213,0,.6001349726729857,.4876136538116495,.4876136538116495,152,0,6.363135407595163,.2386472537107375,.2529260209485133,,,,,
