district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
Stonington School District,1370011,2023,Property,1190997,1781,2,669,304.703,1.056642041594602,1258457.5016130463,706.8935258267887
Stonington School District,1370011,2023,Other,510374,1781,2,287,304.703,1.056642041594602,539282.6253368034,303.25626593765077
Stonington School District,1370011,2023,Total,42323341,1865,1,22693,304.703,1.056642041594602,44720621.44134453,23978.377849906305
Stratford School District,1380011,2023,Salaries,82516687,6702,2,12312,304.703,1.056642041594602,87190600.61730276,13009.376816112741
Stratford School District,1380011,2023,Employee Benefits,23307295,6702,2,3478,304.703,1.056642041594602,24627467.77284766,3675.001020666026
Stratford School District,1380011,2023,Purchased Services,17275954,6702,2,2578,304.703,1.056642041594602,18254499.305054434,2724.023183230884
Stratford School District,1380011,2023,Tuition,10726752,373,4,28758,304.703,1.056642041594602,11334337.13295898,30386.911832177568
Stratford School District,1380011,2023,Supplies,5194818,6702,2,775,304.703,1.056642041594602,5489063.097232387,818.8975822358166
Stratford School District,1380011,2023,Property,1386819,6702,2,207,304.703,1.056642041594602,1465371.2594821844,218.72490261008264
Stratford School District,1380011,2023,Other,1356792,6702,2,202,304.703,1.056642041594602,1433643.4688992233,213.44169240210962
Stratford School District,1380011,2023,Total,141765117,7075,1,20037,304.703,1.056642041594602,149794982.65377763,21171.936587431042
Suffield School District,1390011,2023,Salaries,25439048,2027,2,12550,304.703,1.056642041594602,26879967.61494308,13260.857622012256
Suffield School District,1390011,2023,Employee Benefits,6425002,2027,2,3170,304.703,1.056642041594602,6788927.230529401,3349.5552718548884
Suffield School District,1390011,2023,Purchased Services,4101272,2027,2,2023,304.703,1.056642041594602,4333576.419214777,2137.58685014588
Suffield School District,1390011,2023,Tuition,2689996,60,4,44833,304.703,1.056642041594602,2842362.865321313,47372.43265081079
Suffield School District,1390011,2023,Supplies,1393043,2027,2,687,304.703,1.056642041594602,1471947.7995490693,725.9130825754917
Suffield School District,1390011,2023,Property,970185,2027,2,479,304.703,1.056642041594602,1025138.259124459,506.1315379238144
Suffield School District,1390011,2023,Other,43298,2027,2,21,304.703,1.056642041594602,45750.48711696308,22.189482873486643
Suffield School District,1390011,2023,Total,41061845,2087,1,19675,304.703,1.056642041594602,43387671.732441105,20789.432168373794
The Bridge Academy District,2690013,2023,Salaries,3271185,280,2,11683,304.703,1.056642041594602,3456471.5968336384,12344.748971949735
The Bridge Academy District,2690013,2023,Employee Benefits,697202,280,2,2490,304.703,1.056642041594602,736692.9446838398,2631.038683570559
The Bridge Academy District,2690013,2023,Purchased Services,392258,280,2,1401,304.703,1.056642041594602,414476.2939518154,1480.3555002740375
The Bridge Academy District,2690013,2023,Tuition,0,0,4,0,304.703,1.056642041594602,0.0,0.0
The Bridge Academy District,2690013,2023,Supplies,243360,280,2,869,304.703,1.056642041594602,257144.40724246236,918.2219341457092
The Bridge Academy District,2690013,2023,Property,30612,280,2,109,304.703,1.056642041594602,32345.926177293957,115.17398253381162
The Bridge Academy District,2690013,2023,Other,0,280,2,0,304.703,1.056642041594602,0.0,0.0
The Bridge Academy District,2690013,2023,Total,4634617,280,1,16552,304.703,1.056642041594602,4897131.168889049,17489.539072473854
Thomaston School District,1400011,2023,Salaries,10117704,816,2,12399,304.703,1.056642041594602,10690791.41080987,13101.30467373147
Thomaston School District,1400011,2023,Employee Benefits,2615020,816,2,3205,304.703,1.056642041594602,2763140.071610716,3386.5377433106996
Thomaston School District,1400011,2023,Purchased Services,3333876,816,2,4086,304.703,1.056642041594602,3522713.5430632457,4317.439381955544
Thomaston School District,1400011,2023,Tuition,1153403,109,4,10582,304.703,1.056642041594602,1218734.1007013388,11181.386084154079
Thomaston School District,1400011,2023,Supplies,540623,816,2,663,304.703,1.056642041594602,571244.9904529986,700.5536735772212
Thomaston School District,1400011,2023,Property,536325,816,2,657,304.703,1.056642041594602,566703.542958225,694.2138213276536
Thomaston School District,1400011,2023,Other,135034,816,2,165,304.703,1.056642041594602,142682.60144468548,174.34593686310933
Thomaston School District,1400011,2023,Total,18431986,925,1,19926,304.703,1.056642041594602,19476011.317683123,21054.649320814042
Thompson School District,1410011,2023,Salaries,11636779,903,2,12887,304.703,1.056642041594602,12295909.920145191,13616.945990029637
Thompson School District,1410011,2023,Employee Benefits,3141742,903,2,3479,304.703,1.056642041594602,3319696.6810435085,3676.0576627076207
Thompson School District,1410011,2023,Purchased Services,3384193,903,2,3748,304.703,1.056642041594602,3575880.600670161,3960.2943718965685
Thompson School District,1410011,2023,Tuition,1689517,52,4,32491,304.703,1.056642041594602,1785214.6921887873,34331.35657345022
Thompson School District,1410011,2023,Supplies,1361197,903,2,1507,304.703,1.056642041594602,1438297.9770924475,1592.3595566830654
Thompson School District,1410011,2023,Property,207953,903,2,230,304.703,1.056642041594602,219731.8824757223,243.02766956675848
Thompson School District,1410011,2023,Other,64004,903,2,71,304.703,1.056642041594602,67629.31723022091,75.02158495321675
Thompson School District,1410011,2023,Total,21485384,955,1,22498,304.703,1.056642041594602,22702360.014204,23772.332651795357
Tolland School District,1420011,2023,Salaries,25784354,2286,2,11279,304.703,1.056642041594602,27244832.451757945,11917.865587145518
Tolland School District,1420011,2023,Employee Benefits,7189040,2286,2,3145,304.703,1.056642041594602,7596241.902705258,3323.1392208150237
Tolland School District,1420011,2023,Purchased Services,5734854,2286,2,2509,304.703,1.056642041594602,6059687.83880697,2651.1148823608564
Tolland School District,1420011,2023,Tuition,2645724,75,4,35276,304.703,1.056642041594602,2795583.208855837,37274.10465929118
Tolland School District,1420011,2023,Supplies,2664846,2286,2,1166,304.703,1.056642041594602,2815788.317975209,1232.0446204993061
Tolland School District,1420011,2023,Property,96009,2286,2,42,304.703,1.056642041594602,101447.14577145615,44.378965746973286
Tolland School District,1420011,2023,Other,2461,2286,2,1,304.703,1.056642041594602,2600.396064364316,1.056642041594602
Tolland School District,1420011,2023,Total,44117288,2361,1,18686,304.703,1.056642041594602,46616181.26193704,19744.413189236733
Torrington School District,1430011,2023,Salaries,46378292,3836,2,12090,304.703,1.056642041594602,49005253.1445506,12774.80228287874
Torrington School District,1430011,2023,Employee Benefits,17002642,3836,2,4432,304.703,1.056642041594602,17965706.35538213,4683.037528347277
Torrington School District,1430011,2023,Purchased Services,10340953,3836,2,2696,304.703,1.056642041594602,10926685.689953825,2848.706944139047
Torrington School District,1430011,2023,Tuition,9343891,369,4,25322,304.703,1.056642041594602,9873148.062677428,26756.289777258513
Torrington School District,1430011,2023,Supplies,3885420,3836,2,1013,304.703,1.056642041594602,4105498.1212524986,1070.378388135332
Torrington School District,1430011,2023,Property,1564820,3836,2,408,304.703,1.056642041594602,1653454.5995280652,431.10995297059765
Torrington School District,1430011,2023,Other,243081,3836,2,63,304.703,1.056642041594602,256849.60411285746,66.56844862045993
Torrington School District,1430011,2023,Total,88759098,4205,1,21108,304.703,1.056642041594602,93786594.52081536,22303.60021397886
Trumbull School District,1440011,2023,Salaries,80694170,6894,2,11705,304.703,1.056642041594602,85264852.5335819,12367.995096864817
Trumbull School District,1440011,2023,Employee Benefits,23829324,6894,2,3457,304.703,1.056642041594602,25179065.56117925,3652.811537792539
Trumbull School District,1440011,2023,Purchased Services,14900637,6894,2,2161,304.703,1.056642041594602,15744639.500740066,2283.4034518859353
Trumbull School District,1440011,2023,Tuition,5356098,140,4,38258,304.703,1.056642041594602,5659478.325700765,40425.011227326286
Trumbull School District,1440011,2023,Supplies,4222697,6894,2,613,304.703,1.056642041594602,4461879.179115402,647.721571497491
Trumbull School District,1440011,2023,Property,764322,6894,2,111,304.703,1.056642041594602,807614.7585156694,117.28726661700082
Trumbull School District,1440011,2023,Other,732075,6894,2,106,304.703,1.056642041594602,773541.2226003683,112.00405640902783
Trumbull School District,1440011,2023,Total,130499323,7034,1,18553,304.703,1.056642041594602,137891071.08143342,19603.879797704652
Union School District,1450011,2023,Salaries,903859,53,2,17054,304.703,1.056642041594602,955055.4190736554,18019.973377354345
Union School District,1450011,2023,Employee Benefits,135810,53,2,2562,304.703,1.056642041594602,143502.55566896292,2707.1169105653703
Union School District,1450011,2023,Purchased Services,357284,53,2,6741,304.703,1.056642041594602,377521.2951890858,7122.824002389212
Union School District,1450011,2023,Tuition,396019,22,4,18001,304.703,1.056642041594602,418450.32467025274,19020.61339074443
Union School District,1450011,2023,Supplies,53235,53,2,1004,304.703,1.056642041594602,56250.339084288644,1060.8686097609805
Union School District,1450011,2023,Property,1318,53,2,25,304.703,1.056642041594602,1392.6542108216854,26.416051039865053
Union School District,1450011,2023,Other,20433,53,2,386,304.703,1.056642041594602,21590.366835902503,407.8638280555164
Union School District,1450011,2023,Total,1867958,75,1,24906,304.703,1.056642041594602,1973762.9547329696,26316.72668795516
Vernon School District,1460011,2023,Salaries,39452794,3137,2,12577,304.703,1.056642041594602,41687480.79877127,13289.38695713531
Vernon School District,1460011,2023,Employee Benefits,9134015,3137,2,2912,304.703,1.056642041594602,9651384.25755572,3076.941625123481
Vernon School District,1460011,2023,Purchased Services,7215305,3137,2,2300,304.703,1.056642041594602,7623994.60592774,2430.2766956675846
Vernon School District,1460011,2023,Tuition,4657738,278,4,16754,304.703,1.056642041594602,4921561.789532758,17702.980764875963
Vernon School District,1460011,2023,Supplies,3625610,3137,2,1156,304.703,1.056642041594602,3830971.9524258054,1221.47820008336
Vernon School District,1460011,2023,Property,942533,3137,2,300,304.703,1.056642041594602,995919.9933902851,316.99261247838064
Vernon School District,1460011,2023,Other,0,3137,2,0,304.703,1.056642041594602,0.0,0.0
Vernon School District,1460011,2023,Total,65027993,3415,1,19042,304.703,1.056642041594602,68711311.28431949,20120.57775604441
Voluntown School District,1470011,2023,Salaries,3468140,248,2,13984,304.703,1.056642041594602,3664582.530135903,14776.082309658916
Voluntown School District,1470011,2023,Employee Benefits,814002,248,2,3282,304.703,1.056642041594602,860108.7351420893,3467.8991805134838
Voluntown School District,1470011,2023,Purchased Services,885734,248,2,3572,304.703,1.056642041594602,935903.7820697533,3774.3253725759187
Voluntown School District,1470011,2023,Tuition,1801555,98,4,18383,304.703,1.056642041594602,1903598.7532449632,19424.25065063357
Voluntown School District,1470011,2023,Supplies,419231,248,2,1690,304.703,1.056642041594602,442977.0997397466,1785.7250502948775
Voluntown School District,1470011,2023,Property,80921,248,2,326,304.703,1.056642041594602,85504.53064787679,344.46530555984026
Voluntown School District,1470011,2023,Other,12285,248,2,50,304.703,1.056642041594602,12980.847480989687,52.832102079730106
Voluntown School District,1470011,2023,Total,7481868,346,1,21624,304.703,1.056642041594602,7905656.278461322,22848.827507441674
Wallingford School District,1480011,2023,Salaries,75488244,5299,2,14246,304.703,1.056642041594602,79764052.25655147,15052.922524556701
Wallingford School District,1480011,2023,Employee Benefits,16970738,5299,2,3203,304.703,1.056642041594602,17931995.247687094,3384.4244592275104
Wallingford School District,1480011,2023,Purchased Services,16668183,5299,2,3146,304.703,1.056642041594602,17612302.91479244,3324.195862856618
Wallingford School District,1480011,2023,Tuition,8135782,138,4,58955,304.703,1.056642041594602,8596609.302448615,62294.331562209765
Wallingford School District,1480011,2023,Supplies,4285871,5299,2,809,304.703,1.056642041594602,4528631.483451099,854.8234116500331
Wallingford School District,1480011,2023,Property,1517895,5299,2,286,304.703,1.056642041594602,1603871.6717262384,302.1996238960562
Wallingford School District,1480011,2023,Other,307879,5299,2,58,304.703,1.056642041594602,325317.8951241045,61.28523841248692
Wallingford School District,1480011,2023,Total,123374591,5437,1,22692,304.703,1.056642041594602,130362779.71513902,23977.32120786471
Waterbury School District,1510011,2023,Salaries,171243040,18630,2,9192,304.703,1.056642041594602,180942595.3944661,9712.653646337581
Waterbury School District,1510011,2023,Employee Benefits,74161615,18630,2,3981,304.703,1.056642041594602,78362280.28155287,4206.491967588111
Waterbury School District,1510011,2023,Purchased Services,62017552,18630,2,3329,304.703,1.056642041594602,65530352.7599794,3517.5613564684304
Waterbury School District,1510011,2023,Tuition,14576660,652,4,22357,304.703,1.056642041594602,15402311.782030372,23623.346123930518
Waterbury School District,1510011,2023,Supplies,12789942,18630,2,687,304.703,1.056642041594602,13514390.426756548,725.9130825754917
Waterbury School District,1510011,2023,Property,19386562,18630,2,1041,304.703,1.056642041594602,20484656.45118033,1099.9643652999807
Waterbury School District,1510011,2023,Other,710116,18630,2,38,304.703,1.056642041594602,750338.4200089924,40.15239758059488
Waterbury School District,1510011,2023,Total,354885488,19282,1,18405,304.703,1.056642041594602,374986926.57261664,19447.49677554865
Waterford School District,1520011,2023,Salaries,33350807,2316,2,14400,304.703,1.056642041594602,35239864.79730754,15215.64539896227
Waterford School District,1520011,2023,Employee Benefits,9608011,2316,2,4149,304.703,1.056642041594602,10152228.358703393,4384.007830576004
Waterford School District,1520011,2023,Purchased Services,6069307,2316,2,2621,304.703,1.056642041594602,6413084.9395444095,2769.458791019452
Waterford School District,1520011,2023,Tuition,2995298,174,4,17214,304.703,1.056642041594602,3164957.7939042286,18189.03610400948
Waterford School District,1520011,2023,Supplies,3123807,2316,2,1349,304.703,1.056642041594602,3300745.8060275093,1425.4101141111182
Waterford School District,1520011,2023,Property,1559564,2316,2,673,304.703,1.056642041594602,1647900.8889574439,711.1200939931672
Waterford School District,1520011,2023,Other,64809,2316,2,28,304.703,1.056642041594602,68479.91407370457,29.58597716464886
Waterford School District,1520011,2023,Total,56771603,2490,1,22800,304.703,1.056642041594602,59987262.498518236,24091.438548356928
Watertown School District,1530011,2023,Salaries,30322352,2574,2,11780,304.703,1.056642041594602,32039871.923230164,12447.243249984413
Watertown School District,1530011,2023,Employee Benefits,9812512,2574,2,3812,304.703,1.056642041594602,10368312.712851532,4027.919462558623
Watertown School District,1530011,2023,Purchased Services,9502638,2574,2,3692,304.703,1.056642041594602,10040886.816854445,3901.122417567271
Watertown School District,1530011,2023,Tuition,4300014,177,4,24294,304.703,1.056642041594602,4543575.571845371,25670.06175849926
Watertown School District,1530011,2023,Supplies,1386556,2574,2,539,304.703,1.056642041594602,1465093.362625245,569.5300604194905
Watertown School District,1530011,2023,Property,293144,2574,2,114,304.703,1.056642041594602,309748.274641208,120.45719274178464
Watertown School District,1530011,2023,Other,88115,2574,2,34,304.703,1.056642041594602,93106.01349510836,35.92582941421647
Watertown School District,1530011,2023,Total,55705331,2751,1,20249,304.703,1.056642041594602,58860594.67554308,21395.944700249096
West Hartford School District,1550011,2023,Salaries,123243276,9134,2,13493,304.703,1.056642041594602,130224026.76544702,14257.271067235966
West Hartford School District,1550011,2023,Employee Benefits,36259436,9134,2,3970,304.703,1.056642041594602,38313244.48210881,4194.86890513057
West Hartford School District,1550011,2023,Purchased Services,19601389,9134,2,2146,304.703,1.056642041594602,20711651.691049974,2267.553821262016
West Hartford School District,1550011,2023,Tuition,12465965,479,4,26025,304.703,1.056642041594602,13172062.708046854,27499.109132499518
West Hartford School District,1550011,2023,Supplies,5746842,9134,2,629,304.703,1.056642041594602,6072354.863601606,664.6278441630047
West Hartford School District,1550011,2023,Property,1710504,9134,2,187,304.703,1.056642041594602,1807390.4387157331,197.59206177819058
West Hartford School District,1550011,2023,Other,0,9134,2,0,304.703,1.056642041594602,0.0,0.0
West Hartford School District,1550011,2023,Total,199027411,9613,1,20704,304.703,1.056642041594602,210300729.89232796,21876.716829174642
West Haven School District,1560011,2023,Salaries,64666238,5902,2,10957,304.703,1.056642041594602,68329065.74256244,11577.626849752054
West Haven School District,1560011,2023,Employee Benefits,17972745,5902,2,3045,304.703,1.056642041594602,18990757.969859175,3217.475016655563
West Haven School District,1560011,2023,Purchased Services,20152489,5902,2,3415,304.703,1.056642041594602,21293967.12017276,3608.432572045566
West Haven School District,1560011,2023,Tuition,11908354,889,4,13395,304.703,1.056642041594602,12582867.482591245,14153.720147159695
West Haven School District,1560011,2023,Supplies,2337448,5902,2,396,304.703,1.056642041594602,2469845.8268412193,418.4302484714624
West Haven School District,1560011,2023,Property,553802,5902,2,94,304.703,1.056642041594602,585170.4759191738,99.3243519098926
West Haven School District,1560011,2023,Other,578698,5902,2,98,304.703,1.056642041594602,611476.636186713,103.550920076271
West Haven School District,1560011,2023,Total,118169774,6791,1,17401,304.703,1.056642041594602,124863151.25413273,18386.62816578767
Westbrook School District,1540011,2023,Salaries,11802315,613,2,19253,304.703,1.056642041594602,12470822.217142595,20343.529226820872
Westbrook School District,1540011,2023,Employee Benefits,3235587,613,2,5278,304.703,1.056642041594602,3418857.2534369538,5576.95669553631
Westbrook School District,1540011,2023,Purchased Services,2597375,613,2,4237,304.703,1.056642041594602,2744495.6227867794,4476.992330236329
Westbrook School District,1540011,2023,Tuition,467477,9,4,51942,304.703,1.056642041594602,493955.8516785198,54884.10092450682
Westbrook School District,1540011,2023,Supplies,1043533,613,2,1702,304.703,1.056642041594602,1102640.83959134,1798.4047547940127
Westbrook School District,1540011,2023,Property,308242,613,2,503,304.703,1.056642041594602,325701.45618520334,531.4909469220848
Westbrook School District,1540011,2023,Other,32431,613,2,53,304.703,1.056642041594602,34267.95805095454,56.00202820451391
Westbrook School District,1540011,2023,Total,19486960,622,1,31330,304.703,1.056642041594602,20590741.198872346,33104.59516315888
Weston School District,1570011,2023,Salaries,33539720,2182,2,15371,304.703,1.056642041594602,35439478.215311304,16241.644821350628
Weston School District,1570011,2023,Employee Benefits,10376950,2182,2,4756,304.703,1.056642041594602,10964721.633525105,5025.389549823927
Weston School District,1570011,2023,Purchased Services,7379999,2182,2,3382,304.703,1.056642041594602,7798017.210326121,3573.5633846729443
Weston School District,1570011,2023,Tuition,3185791,24,4,132741,304.703,1.056642041594602,3366240.706333709,140259.72124330906
Weston School District,1570011,2023,Supplies,2318019,2182,2,1062,304.703,1.056642041594602,2449316.328615078,1122.1538481734674
Weston School District,1570011,2023,Property,1055395,2182,2,484,304.703,1.056642041594602,1115174.727488735,511.4147481317874
Weston School District,1570011,2023,Other,120372,2182,2,55,304.703,1.056642041594602,127190.11583082544,58.11531228770311
Weston School District,1570011,2023,Total,57976246,2206,1,26281,304.703,1.056642041594602,61260138.93743088,27769.609495147735
Westport School District,1580011,2023,Salaries,86487722,5361,2,16133,304.703,1.056642041594602,91386563.14694639,17046.806057045716
Westport School District,1580011,2023,Employee Benefits,22348676,5361,2,4169,304.703,1.056642041594602,23614550.635576285,4405.140671407896
Westport School District,1580011,2023,Purchased Services,14244218,5361,2,2657,304.703,1.056642041594602,15051039.58843858,2807.4979045168575
Westport School District,1580011,2023,Tuition,5663119,32,4,176972,304.703,1.056642041594602,5983889.621953181,186996.0553850799
Westport School District,1580011,2023,Supplies,6302198,5361,2,1176,304.703,1.056642041594602,6659167.361253418,1242.611040915252
Westport School District,1580011,2023,Property,2015044,5361,2,376,304.703,1.056642041594602,2129180.2060629535,397.2974076395704
Westport School District,1580011,2023,Other,872250,5361,2,163,304.703,1.056642041594602,921656.0207808916,172.23265277992013
Westport School District,1580011,2023,Total,137933226,5393,1,25576,304.703,1.056642041594602,145746045.52436966,27024.67685582354
Wethersfield School District,1590011,2023,Salaries,45240314,3621,2,12494,304.703,1.056642041594602,47802817.74734086,13201.685667682958
Wethersfield School District,1590011,2023,Employee Benefits,12148035,3621,2,3355,304.703,1.056642041594602,12836124.503762681,3545.03404954989
Wethersfield School District,1590011,2023,Purchased Services,7426017,3621,2,2051,304.703,1.056642041594602,7846641.763796222,2167.1728273105286
Wethersfield School District,1590011,2023,Tuition,5695999,300,4,18987,304.703,1.056642041594602,6018632.012280812,20062.46244375671
Wethersfield School District,1590011,2023,Supplies,2399040,3621,2,663,304.703,1.056642041594602,2534926.523467114,700.5536735772212
Wethersfield School District,1590011,2023,Property,468552,3621,2,129,304.703,1.056642041594602,495091.741873234,136.30682336570368
Wethersfield School District,1590011,2023,Other,36546,3621,2,10,304.703,1.056642041594602,38616.040052116325,10.56642041594602
Wethersfield School District,1590011,2023,Total,73414503,3921,1,18723,304.703,1.056642041594602,77572850.33257304,19783.508944775735
Willington School District,1600011,2023,Salaries,5760130,398,2,14473,304.703,1.056642041594602,6086395.523050315,15292.780267998676
Willington School District,1600011,2023,Employee Benefits,1420721,398,2,3570,304.703,1.056642041594602,1501193.5379763246,3772.2120884927294
Willington School District,1600011,2023,Purchased Services,1677963,398,2,4216,304.703,1.056642041594602,1773006.2500402033,4454.802847362842
Willington School District,1600011,2023,Tuition,545309,10,4,54531,304.703,1.056642041594602,576196.4150599109,57619.747170195245
Willington School District,1600011,2023,Supplies,530026,398,2,1332,304.703,1.056642041594602,560047.7547382206,1407.44719940401
Willington School District,1600011,2023,Property,21461,398,2,54,304.703,1.056642041594602,22676.594854661755,57.05867024610851
Willington School District,1600011,2023,Other,124676,398,2,313,304.703,1.056642041594602,131737.9031778486,330.72895901911045
Willington School District,1600011,2023,Total,10080285,408,1,24707,304.703,1.056642041594602,10651252.922255443,26106.454921677832
Wilton School District,1610011,2023,Salaries,57056938,3767,2,15147,304.703,1.056642041594602,60288759.45545663,16004.957004033438
Wilton School District,1610011,2023,Employee Benefits,14379103,3767,2,3817,304.703,1.056642041594602,15193564.750219068,4033.202672766596
Wilton School District,1610011,2023,Purchased Services,11526712,3767,2,3060,304.703,1.056642041594602,12179608.500552999,3233.324647279482
Wilton School District,1610011,2023,Tuition,4831418,25,4,193257,304.703,1.056642041594602,5105079.379316909,204203.47103244803
Wilton School District,1610011,2023,Supplies,3405261,3767,2,904,304.703,1.056642041594602,3598141.935202476,955.2044056015203
Wilton School District,1610011,2023,Property,559373,3767,2,148,304.703,1.056642041594602,591057.0287328974,156.38302215600112
Wilton School District,1610011,2023,Other,116160,3767,2,31,304.703,1.056642041594602,122739.53955162897,32.755903289432666
Wilton School District,1610011,2023,Total,91874965,3792,1,24229,304.703,1.056642041594602,97078950.5890326,25601.380025795614
Winchester School District,1620011,2023,Salaries,8244891,594,2,13880,304.703,1.056642041594602,8711898.45896496,14666.191537333078
Winchester School District,1620011,2023,Employee Benefits,2097872,594,2,3532,304.703,1.056642041594602,2216699.753084151,3732.0596909121346
Winchester School District,1620011,2023,Purchased Services,2469044,594,2,4157,304.703,1.056642041594602,2608895.6929469025,4392.46096690876
Winchester School District,1620011,2023,Tuition,10498872,481,4,21827,304.703,1.056642041594602,11093549.544520402,23063.32584188538
Winchester School District,1620011,2023,Supplies,429591,594,2,723,304.703,1.056642041594602,453923.91129066667,763.9521960728973
Winchester School District,1620011,2023,Property,196874,594,2,331,304.703,1.056642041594602,208025.34529689568,349.7485157678133
Winchester School District,1620011,2023,Other,28125,594,2,47,304.703,1.056642041594602,29718.057419848185,49.6621759549463
Winchester School District,1620011,2023,Total,23965269,1075,1,22293,304.703,1.056642041594602,25322710.76352383,23555.721033268463
Windham School District,1630011,2023,Salaries,43328447,3210,2,13498,304.703,1.056642041594602,45782658.69720351,14262.554277443938
Windham School District,1630011,2023,Employee Benefits,9728276,3210,2,3031,304.703,1.056642041594602,10279305.41383577,3202.682028073239
Windham School District,1630011,2023,Purchased Services,11110821,3210,2,3461,304.703,1.056642041594602,11740160.585232178,3657.0381059589176
Windham School District,1630011,2023,Tuition,4652173,182,4,25561,304.703,1.056642041594602,4915681.576571285,27008.827225199624
Windham School District,1630011,2023,Supplies,4356377,3210,2,1357,304.703,1.056642041594602,4603131.087235767,1433.863250443875
Windham School District,1630011,2023,Property,3337327,3210,2,1040,304.703,1.056642041594602,3526360.0147487884,1098.907723258386
Windham School District,1630011,2023,Other,143626,3210,2,45,304.703,1.056642041594602,151761.26986606632,47.54889187175709
Windham School District,1630011,2023,Total,76657046,3392,1,22599,304.703,1.056642041594602,80999057.58805132,23879.05349799641
Windsor Locks School District,1650011,2023,Salaries,23718845,1537,2,15432,304.703,1.056642041594602,25062328.80506592,16306.099985887899
Windsor Locks School District,1650011,2023,Employee Benefits,5497805,1537,2,3577,304.703,1.056642041594602,5809211.899489012,3779.6085827838915
Windsor Locks School District,1650011,2023,Purchased Services,4839650,1537,2,3149,304.703,1.056642041594602,5113777.656603316,3327.3657889814017
Windsor Locks School District,1650011,2023,Tuition,2065830,135,4,15302,304.703,1.056642041594602,2182842.8287873766,16168.736520480601
Windsor Locks School District,1650011,2023,Supplies,1668534,1537,2,1086,304.703,1.056642041594602,1763043.1722300078,1147.513257171738
Windsor Locks School District,1650011,2023,Property,113478,1537,2,74,304.703,1.056642041594602,119905.62559607225,78.19151107800056
Windsor Locks School District,1650011,2023,Other,569086,1537,2,370,304.703,1.056642041594602,601320.1928829057,390.95755539000277
Windsor Locks School District,1650011,2023,Total,38473229,1672,1,23010,304.703,1.056642041594602,40652431.23729665,24313.333377091792
Windsor School District,1640011,2023,Salaries,49697158,3298,2,15069,304.703,1.056642041594602,52512106.49056951,15922.538924789058
Windsor School District,1640011,2023,Employee Benefits,12802135,3298,2,3882,304.703,1.056642041594602,13527274.06316971,4101.884405470245
Windsor School District,1640011,2023,Purchased Services,9529042,3298,2,2889,304.703,1.056642041594602,10068786.39332071,3052.638858166805
Windsor School District,1640011,2023,Tuition,8209306,604,4,13592,304.703,1.056642041594602,8674297.851914816,14361.87862935383
Windsor School District,1640011,2023,Supplies,3404723,3298,2,1032,304.703,1.056642041594602,3597573.4617840983,1090.4545869256294
Windsor School District,1640011,2023,Property,712542,3298,2,216,304.703,1.056642041594602,752901.833601901,228.23468098443405
Windsor School District,1640011,2023,Other,107878,3298,2,33,304.703,1.056642041594602,113988.43016314248,34.869187372621866
Windsor School District,1640011,2023,Total,84462783,3902,1,21646,304.703,1.056642041594602,89246927.46788184,22872.073632356758
Wolcott School District,1660011,2023,Salaries,24946484,2128,2,11723,304.703,1.056642041594602,26359503.784367073,12387.01465361352
Wolcott School District,1660011,2023,Employee Benefits,5484201,2128,2,2577,304.703,1.056642041594602,5794837.341155158,2722.9665411892897
Wolcott School District,1660011,2023,Purchased Services,5499604,2128,2,2584,304.703,1.056642041594602,5811112.79852184,2730.363035480452
Wolcott School District,1660011,2023,Tuition,1790175,144,4,12432,304.703,1.056642041594602,1891574.1668116169,13136.173861104093
Wolcott School District,1660011,2023,Supplies,2012083,2128,2,946,304.703,1.056642041594602,2126051.4889777917,999.5833713484935
Wolcott School District,1660011,2023,Property,1372429,2128,2,645,304.703,1.056642041594602,1450166.1805036382,681.5341168285183
Wolcott School District,1660011,2023,Other,105008,2128,2,49,304.703,1.056642041594602,110955.86750376597,51.7754600381355
Wolcott School District,1660011,2023,Total,41209985,2272,1,18138,304.703,1.056642041594602,43544202.684482925,19165.373350442893
Woodbridge School District,1670011,2023,Salaries,10166131,847,2,12003,304.703,1.056642041594602,10741961.414958173,12682.874425260008
Woodbridge School District,1670011,2023,Employee Benefits,3626955,847,2,4282,304.703,1.056642041594602,3832393.13597175,4524.541222108086
Woodbridge School District,1670011,2023,Purchased Services,2383905,847,2,2815,304.703,1.056642041594602,2518934.2461675797,2974.4473470888047
Woodbridge School District,1670011,2023,Tuition,322549,8,4,40319,304.703,1.056642041594602,340818.8338742973,42602.75047505276
Woodbridge School District,1670011,2023,Supplies,265297,847,2,313,304.703,1.056642041594602,280323.96370892314,330.72895901911045
Woodbridge School District,1670011,2023,Property,239000,847,2,282,304.703,1.056642041594602,252537.4479411099,297.9730557296778
Woodbridge School District,1670011,2023,Other,26049,847,2,31,304.703,1.056642041594602,27524.46854149779,32.755903289432666
Woodbridge School District,1670011,2023,Total,17029887,855,1,19918,304.703,1.056642041594602,17994494.567805372,21046.196184481283
Woodstock School District,1690011,2023,Salaries,8147568,773,2,10540,304.703,1.056642041594602,8609062.88555085,11137.007118407106
Woodstock School District,1690011,2023,Employee Benefits,2583056,773,2,3342,304.703,1.056642041594602,2729365.5653931866,3531.29770300916
Woodstock School District,1690011,2023,Purchased Services,2115205,773,2,2736,304.703,1.056642041594602,2235014.52959111,2890.9726258028313
