"Smarter Balanced Assessments, Trend"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,"Year",,,,,,,,,
"",,,"2018-19",,"2021-22",,"2022-23",,"2023-24",,"2024-25",
"District","District Code","Subject","Total Number with Scored Tests","Percentage Level 3 or 4 (Met or Exceeded)%","Total Number with Scored Tests","Percentage Level 3 or 4 (Met or Exceeded)%","Total Number with Scored Tests","Percentage Level 3 or 4 (Met or Exceeded)%","Total Number with Scored Tests","Percentage Level 3 or 4 (Met or Exceeded)%","Total Number with Scored Tests","Percentage Level 3 or 4 (Met or Exceeded)%"
"Rocky Hill School District","=""1190011""","ELA",1273,76.4,1175,72.6,1164,68.0,1178,70.9,1189,70.5
,,"Math",1272,69.0,1176,64.5,1162,66.4,1178,68.4,1187,66.8
"Salem School District","=""1210011""","ELA",277,77.6,248,71.4,263,59.3,254,53.5,249,52.6
,,"Math",276,71.4,249,63.9,263,53.2,253,50.6,246,48.0
"Salisbury School District","=""1220011""","ELA",180,79.4,181,76.2,185,64.9,187,65.8,178,73.6
,,"Math",180,61.7,181,63.5,185,61.6,187,67.9,178,71.9
"Scotland School District","=""1230011""","ELA",46,65.2,49,55.1,43,"*",49,"*",44,"*"
,,"Math",46,"*",49,40.8,43,"*",49,38.8,44,47.7
"Seymour School District","=""1240011""","ELA",1002,54.3,959,47.4,946,52.1,933,52.4,933,52.1
,,"Math",1002,49.3,959,42.9,945,48.0,932,51.5,934,52.8
"Sharon School District","=""1250011""","ELA",79,63.3,63,55.6,63,63.5,63,44.4,56,58.9
,,"Math",79,54.4,63,39.7,63,47.6,63,38.1,56,37.5
"Shelton School District","=""1260011""","ELA",2184,70.8,2123,59.6,2123,54.9,2085,51.3,2063,52.5
,,"Math",2182,62.0,2118,52.7,2117,54.8,2083,55.2,2062,55.2
"Sherman School District","=""1270011""","ELA",182,62.6,178,69.7,156,73.7,146,77.4,137,80.3
,,"Math",182,58.8,176,58.0,154,66.2,147,71.4,136,73.5
"Side By Side Charter School District","=""2700013""","ELA",130,51.5,131,51.1,130,50.0,132,52.3,131,55.0
,,"Math",130,50.8,131,44.3,130,53.8,132,53.8,131,48.9
"Simsbury School District","=""1280011""","ELA",1735,81.7,1807,75.3,1850,75.6,1874,76.4,1931,78.5
,,"Math",1735,70.4,1805,66.7,1848,71.5,1874,70.7,1930,73.7
"Somers School District","=""1290011""","ELA",581,61.1,570,59.8,608,62.5,606,61.4,649,56.9
,,"Math",581,53.4,570,47.4,608,53.5,598,52.7,649,51.5
"South Windsor School District","=""1320011""","ELA",1974,74.5,2261,73.9,2343,69.3,2332,70.5,2409,70.8
,,"Math",1973,70.9,2258,67.1,2327,67.8,2328,67.7,2401,69.1
"Southington School District","=""1310011""","ELA",2911,68.1,2719,64.1,2768,62.8,2729,64.9,2738,66.9
,,"Math",2908,62.5,2712,58.4,2762,61.2,2721,63.7,2733,66.7
"Sprague School District","=""1330011""","ELA",181,39.2,167,34.7,173,31.8,171,32.2,167,35.3
,,"Math",181,26.5,166,21.7,172,25.6,171,20.5,166,22.3
"Stafford School District","=""1340011""","ELA",693,54.5,637,49.1,608,49.8,562,48.2,560,44.8
,,"Math",693,45.7,636,39.5,604,40.7,560,43.4,558,40.0
"Stamford Charter School for Excellence District","=""2960013""","ELA",102,85.3,260,77.7,297,75.4,335,73.7,337,77.4
,,"Math",102,"*",260,76.5,297,71.7,335,69.0,336,75.0
"Stamford School District","=""1350011""","ELA",7250,47.8,7104,40.6,7117,37.8,7095,36.3,6956,36.4
,,"Math",7235,42.8,7074,31.9,7094,32.4,7064,31.6,6935,32.8
"Sterling School District","=""1360011""","ELA",240,47.1,209,39.7,195,37.9,190,40.0,188,41.0
,,"Math",239,27.6,209,24.4,195,24.1,190,24.7,188,33.5
"Stonington School District","=""1370011""","ELA",896,77.1,791,73.3,756,71.4,756,68.4,747,71.6
,,"Math",894,66.4,789,64.8,755,68.2,757,66.4,746,67.3
"Stratford School District","=""1380011""","ELA",3132,48.4,3050,39.8,2982,38.7,2875,34.4,2858,35.6
,,"Math",3132,35.8,3041,26.3,2947,28.0,2872,28.7,2852,29.2
"Suffield School District","=""1390011""","ELA",874,69.7,840,64.4,867,61.2,884,61.8,923,63.2
,,"Math",876,60.7,843,60.9,865,60.3,885,60.5,922,67.6
"The Bridge Academy District","=""2690013""","ELA",95,32.6,101,22.8,96,32.3,94,31.9,94,29.8
,,"Math",94,12.8,101,13.9,96,15.6,94,31.9,94,17.0
"The Gilbert School District","=""9020022""","ELA",150,56.7,159,39.6,136,44.1,160,44.4,179,38.0
,,"Math",148,45.3,161,24.8,135,28.9,160,33.1,179,31.3
"Thomaston School District","=""1400011""","ELA",396,54.3,382,51.3,383,48.3,379,48.5,378,49.5
,,"Math",395,40.8,377,37.1,381,43.6,378,38.9,378,39.4
"Thompson School District","=""1410011""","ELA",448,39.3,448,43.8,421,38.7,401,48.6,410,52.2
,,"Math",445,30.6,446,33.6,416,35.1,400,40.0,409,45.0
"Tolland School District","=""1420011""","ELA",1034,62.7,954,59.7,947,65.7,898,69.0,926,70.0
,,"Math",1029,59.0,955,54.3,945,67.8,897,69.8,924,70.2
"Torrington School District","=""1430011""","ELA",1966,44.3,1895,41.8,1836,40.7,1845,38.3,1835,43.1
,,"Math",1964,31.1,1870,25.1,1827,26.5,1842,27.8,1832,31.2
"Trailblazers Academy District","=""2780013""","ELA",121,20.7,"*","*","*","*","*","*","*","*"
,,"Math",120,"*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","ELA",3015,80.1,3043,73.2,3074,74.4,3085,73.6,3151,75.1
,,"Math",3010,76.5,3039,68.3,3071,71.6,3085,72.2,3151,73.3
"Unified School District #2","=""3470015""","ELA",35,"*","*",0.0,22,"*",21,"*",24,"*"
,,"Math",37,"*",32,0.0,21,0.0,21,0.0,24,0.0
"Union School District","=""1450011""","ELA",29,69.0,33,"*",37,67.6,30,"*",20,"*"
,,"Math",29,"*",33,27.3,37,"*",30,"*",20,"*"
"Vernon School District","=""1460011""","ELA",1403,53.3,1330,51.0,1335,52.5,1335,55.0,1344,55.1
,,"Math",1396,47.1,1317,43.1,1334,44.0,1334,46.7,1340,45.3
"Voluntown School District","=""1470011""","ELA",168,73.2,151,57.6,141,53.2,137,48.2,119,50.4
,,"Math",168,66.7,151,55.6,141,44.0,137,51.8,119,50.4
"Wallingford School District","=""1480011""","ELA",2435,53.3,2284,50.4,2265,47.9,2204,50.1,2226,52.4
,,"Math",2431,42.8,2270,38.1,2252,40.8,2191,44.6,2223,47.5
"Waterbury School District","=""1510011""","ELA",8507,30.3,8176,23.5,8091,22.6,8003,25.5,8228,27.4
,,"Math",8491,20.2,8126,12.5,8055,14.2,7970,16.1,8189,19.2
"Waterford School District","=""1520011""","ELA",1114,70.1,1060,60.8,1031,55.2,1012,55.6,998,56.4
,,"Math",1113,65.1,1055,53.2,1027,53.0,1010,55.8,996,57.9
"Watertown School District","=""1530011""","ELA",1256,64.1,1141,56.5,1181,49.4,1164,49.1,1190,45.9
,,"Math",1253,52.4,1139,48.3,1180,45.7,1159,45.5,1184,43.0
"West Hartford School District","=""1550011""","ELA",4239,70.3,3978,66.7,3997,64.1,3983,65.0,4019,66.2
,,"Math",4225,62.2,3948,58.1,3982,59.4,3973,62.0,4011,62.5
"West Haven School District","=""1560011""","ELA",2717,48.5,2621,37.2,2566,38.1,2594,39.1,2578,43.1
,,"Math",2706,41.8,2602,28.8,2551,33.3,2592,33.8,2569,39.7
"Westbrook School District","=""1540011""","ELA",282,73.8,248,65.7,236,61.9,245,61.2,249,58.6
,,"Math",282,69.1,248,59.3,236,66.1,245,65.7,249,67.5
"Weston School District","=""1570011""","ELA",1072,77.6,990,79.2,981,79.6,978,79.2,954,82.6
,,"Math",1068,75.1,989,74.4,981,75.8,977,77.6,953,81.0
"Westport School District","=""1580011""","ELA",2433,83.8,2333,78.9,2379,78.3,2383,78.6,2388,81.1
,,"Math",2435,83.3,2331,76.1,2375,79.5,2380,79.2,2385,79.9
"Wethersfield School District","=""1590011""","ELA",1604,65.3,1613,59.8,1620,58.5,1568,58.5,1542,59.4
,,"Math",1602,58.1,1608,45.4,1616,47.0,1565,49.7,1541,50.2
"Willington School District","=""1600011""","ELA",278,54.7,260,43.8,259,43.6,250,37.6,226,50.0
,,"Math",278,55.8,258,39.1,259,45.2,249,43.8,225,51.6
"Wilton School District","=""1610011""","ELA",1781,81.9,1663,78.2,1634,79.2,1632,80.8,1658,79.7
,,"Math",1782,74.9,1647,74.4,1629,79.1,1624,80.7,1652,81.1
"Winchester School District","=""1620011""","ELA",294,48.6,285,48.4,320,43.1,299,46.5,321,42.1
,,"Math",294,53.7,285,48.8,320,44.4,301,46.8,320,40.0
"Windham School District","=""1630011""","ELA",1641,36.7,1536,26.2,1518,28.4,1489,30.4,1529,30.2
,,"Math",1634,31.7,1527,20.2,1509,23.4,1485,25.3,1524,27.1
"Windsor Locks School District","=""1650011""","ELA",676,48.8,640,48.0,666,45.6,617,44.2,602,40.5
,,"Math",676,41.4,640,37.7,665,37.9,615,37.9,596,36.6
"Windsor School District","=""1640011""","ELA",1367,45.9,1367,39.2,1373,40.9,1349,42.7,1354,45.9
,,"Math",1359,43.7,1358,32.3,1357,34.6,1338,38.0,1354,39.0
"Wolcott School District","=""1660011""","ELA",987,71.8,990,63.3,952,61.8,940,59.4,937,64.8
,,"Math",987,66.2,988,50.3,950,55.2,939,57.5,937,60.6
"Woodbridge School District","=""1670011""","ELA",468,80.1,487,80.5,469,81.7,475,81.5,498,79.5
,,"Math",464,74.1,487,76.6,471,80.7,474,79.5,496,79.8
"Woodstock School District","=""1690011""","ELA",546,60.3,513,58.9,509,58.5,508,55.1,507,53.5
,,"Math",546,45.6,513,34.5,509,41.3,508,41.1,506,40.1
"Goodwin University Educational Services (GUES)","=""2310018""","ELA","*","*",300,28.7,377,25.7,418,22.0,421,22.8
,,"Math","*","*",300,12.0,377,10.6,418,12.9,421,15.4
"Regional School District 20","=""2200012""","ELA","*","*","*","*","*","*","*","*",669,70.0
,,"Math","*","*","*","*","*","*","*","*",666,62.2

