fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.027821133785735752,0.008289525081627575,0.048745699019249786,0.020924565233514034
2020,2,0.059052243130642404,0.019825954486972407,0.10382458434898134,0.04477234121833894
2021,3,0.09283862917105623,0.0352238304506172,0.15944119592375078,0.06660256675269455
2022,4,0.12736158145831317,0.05249890983826395,0.2119810501120538,0.08461946865374062
2023,5,0.13543957010992458,0.06417674301007033,0.21589840283942413,0.08045883272949955
2024,6,0.14044575945462573,0.07391102221668527,0.21651375280335305,0.07606799334872733
2025,7,0.14312431890994037,0.07910006944240593,0.21393421664167145,0.07080989773173108
