fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.01375320088700911,0.004545693913526017,0.036349618604399114,0.022596417717390002
2020,2,0.02921843849694833,0.010909358219859104,0.07751450498795143,0.0482960664910031
2021,3,0.04598307978117052,0.01941946560407793,0.1189699202240635,0.07298684044289297
2022,4,0.06312858082025408,0.028992827155417046,0.15806538885270083,0.09493680803244675
2023,5,0.06721515153158487,0.03552074374739671,0.16079702079506167,0.0935818692634768
2024,6,0.06975226454356653,0.04098377818947552,0.16115742762936594,0.0914051630857994
2025,7,0.07108437869633942,0.04391259902940969,0.15934063083041433,0.08825625213407491
