year,leaid,grade,enrollment
2020,0901020,12,849
2020,0901050,12,318
2020,0901110,12,85
2020,0901170,12,68
2020,0901200,12,98
2020,0901230,12,134
2020,0901260,12,637
2020,0901290,12,231
2020,0901320,12,285
2020,0901350,12,66
2020,0901360,12,98
2020,0901440,12,197
2020,0901470,12,399
2020,0901530,12,763
2020,0901560,12,325
2020,0901620,12,512
2020,0901680,12,151
2020,0901710,12,698
2020,0901740,12,129
2020,0901770,12,241
2020,0901800,12,270
2020,0901860,12,396
2020,0901920,12,1122
2020,0902070,12,175
2020,0902130,12,72
2020,0902160,12,174
2020,0902220,12,65
2020,0902280,12,284
2020,0902310,12,426
2020,0902400,12,585
2020,0902490,12,366
2020,0902520,12,466
2020,0902550,12,262
2020,0902580,12,145
2020,0902640,12,373
2020,0902670,12,567
2020,0902700,12,385
2020,0902730,12,192
2020,0902790,12,1258
2020,0902820,12,232
2020,0902850,12,306
2020,0902880,12,319
2020,0902910,12,398
2020,0902970,12,149
2020,0903030,12,247
2020,0903060,12,47
2020,0903090,12,902
2020,0903120,12,33
2020,0903180,12,104
2020,0903240,12,136
2020,0903270,12,161
2020,0903300,12,168
2020,0903330,12,89
2020,0903390,12,101
2020,0903450,12,221
2020,0903480,12,56
2020,0903512,12,27
2020,0903515,12,96
2020,0903520,12,206
2020,0903530,12,61
2020,0903535,12,145
2020,0903536,12,171
2020,0903537,12,292
2020,0903538,12,172
2020,0903539,12,176
2020,0903540,12,118
2020,0903570,12,32
2020,0903600,12,81
2020,0903630,12,150
2020,0903660,12,380
2020,0903720,12,206
2020,0903750,12,247
2020,0903780,12,209
2020,0903810,12,426
2020,0903840,12,205
2020,0903990,12,171
2020,0904050,12,337
2020,0904110,12,358
2020,0904140,12,121
2020,0904170,12,334
2020,0904230,12,508
2020,0904290,12,91
2020,0904320,12,1118
2020,0904380,12,172
2020,0904440,12,565
2020,0904470,12,192
2020,0904500,12,65
2020,0904530,12,49
2020,0904560,12,220
2020,0904590,12,201
2020,0904620,12,556
2020,0904680,12,209
2020,0904740,12,512
2020,0904830,12,1065
2020,0904860,12,229
2020,0904890,12,194
2020,0904920,12,808
2020,0904950,12,342
2020,0904980,12,55
2020,0905010,12,203
2020,0905040,12,471
2020,0905070,12,289
2020,0905130,12,345
2020,0905190,12,151
2020,0905220,12,269
2020,0905250,12,111
2020,0905280,12,181
2020,0905371,12,570
2020,0905372,12,78
2020,0905373,12,275
2021,0900004,pk,
2021,0900007,pk,59
2021,0900010,pk,33
2021,0900016,pk,38
2021,0900028,pk,61
2021,0900030,pk,28
2021,0900060,pk,100
2021,0900070,pk,2
2021,0900090,pk,36
2021,0900120,pk,63
2021,0900150,pk,14
2021,0900207,pk,81
2021,0900210,pk,51
2021,0900215,pk,36
2021,0900216,pk,75
2021,0900220,pk,57
2021,0900226,pk,90
2021,0900240,pk,17
2021,0900270,pk,79
2021,0900330,pk,303
2021,0900360,pk,12
2021,0900390,pk,21
2021,0900420,pk,103
2021,0900450,pk,875
2021,0900510,pk,290
2021,0900540,pk,40
2021,0900570,pk,87
2021,0900660,pk,47
2021,0900690,pk,28
2021,0900700,pk,930
2021,0900720,pk,16
2021,0900750,pk,109
2021,0900810,pk,57
2021,0900840,pk,97
2021,0900900,pk,27
2021,0900910,pk,162
2021,0900930,pk,1
2021,0900960,pk,104
2021,0900990,pk,55
2021,0901020,pk,227
2021,0901050,pk,94
2021,0901110,pk,50
2021,0901170,pk,6
2021,0901200,pk,35
2021,0901230,pk,60
2021,0901260,pk,285
2021,0901290,pk,203
2021,0901320,pk,60
2021,0901350,pk,45
2021,0901380,pk,17
2021,0901410,pk,28
2021,0901440,pk,78
2021,0901470,pk,220
2021,0901500,pk,29
2021,0901530,pk,147
2021,0901560,pk,83
2021,0901590,pk,23
2021,0901620,pk,71
2021,0901680,pk,40
2021,0901710,pk,188
2021,0901740,pk,73
2021,0901770,pk,179
2021,0901800,pk,40
2021,0901860,pk,162
2021,0901890,pk,9
2021,0901920,pk,1180
2021,0901950,pk,9
2021,0902010,pk,61
2021,0902040,pk,12
2021,0902070,pk,125
2021,0902130,pk,55
2021,0902160,pk,86
2021,0902190,pk,45
2021,0902220,pk,25
2021,0902280,pk,51
2021,0902310,pk,211
2021,0902340,pk,63
2021,0902370,pk,26
2021,0902400,pk,104
2021,0902490,pk,130
2021,0902520,pk,223
2021,0902550,pk,58
2021,0902580,pk,42
2021,0902640,pk,149
2021,0902670,pk,299
2021,0902700,pk,50
2021,0902730,pk,68
2021,0902760,pk,17
2021,0902790,pk,1173
2021,0902820,pk,65
2021,0902850,pk,97
2021,0902880,pk,92
2021,0902910,pk,67
2021,0902940,pk,4
2021,0902970,pk,49
2021,0903000,pk,15
2021,0903030,pk,55
2021,0903060,pk,39
2021,0903090,pk,263
2021,0903120,pk,134
2021,0903180,pk,87
2021,0903210,pk,55
2021,0903240,pk,19
2021,0903270,pk,114
2021,0903300,pk,113
2021,0903330,pk,65
2021,0903360,pk,18
2021,0903390,pk,35
2021,0903420,pk,41
2021,0903450,pk,405
2021,0903480,pk,89
2021,0903510,pk,44
2021,0903512,pk,162
2021,0903515,pk,50
2021,0903520,pk,51
2021,0903530,pk,35
2021,0903535,pk,32
2021,0903536,pk,30
2021,0903537,pk,58
2021,0903538,pk,44
2021,0903539,pk,38
2021,0903540,pk,87
2021,0903810,pk,49
2021,0903840,pk,44
2021,0903900,pk,15
2021,0903930,pk,20
2021,0903960,pk,17
2021,0903990,pk,25
2021,0904050,pk,78
2021,0904080,pk,20
2021,0904110,pk,38
2021,0904140,pk,28
2021,0904170,pk,97
2021,0904230,pk,104
2021,0904260,pk,26
2021,0904290,pk,87
2021,0904320,pk,205
2021,0904350,pk,24
2021,0904380,pk,33
2021,0904440,pk,171
2021,0904470,pk,41
2021,0904500,pk,50
2021,0904530,pk,45
2021,0904560,pk,53
2021,0904590,pk,91
2021,0904620,pk,230
2021,0904650,pk,1
2021,0904680,pk,120
2021,0904710,pk,39
2021,0904740,pk,225
2021,0904830,pk,798
2021,0904860,pk,57
2021,0904890,pk,74
2021,0904920,pk,271
2021,0904950,pk,99
2021,0904980,pk,44
2021,0905010,pk,30
2021,0905040,pk,72
2021,0905070,pk,71
2021,0905100,pk,14
2021,0905130,pk,58
2021,0905160,pk,43
2021,0905190,pk,215
2021,0905220,pk,104
2021,0905250,pk,93
2021,0905280,pk,54
2021,0905310,pk,18
2021,0905370,pk,30
2021,0900007,k,66
2021,0900009,k,38
2021,0900010,k,33
2021,0900016,k,22
2021,0900024,k,90
2021,0900028,k,54
2021,0900030,k,38
2021,0900060,k,163
2021,0900070,k,49
2021,0900090,k,32
2021,0900120,k,199
2021,0900150,k,29
2021,0900207,k,59
2021,0900208,k,89
2021,0900210,k,193
2021,0900212,k,63
2021,0900214,k,63
2021,0900215,k,36
2021,0900216,k,42
2021,0900217,k,61
2021,0900220,k,57
2021,0900221,k,49
2021,0900226,k,61
2021,0900240,k,49
2021,0900270,k,188
2021,0900330,k,110
2021,0900360,k,41
2021,0900390,k,7
2021,0900420,k,180
2021,0900450,k,1481
2021,0900510,k,538
2021,0900540,k,176
2021,0900570,k,75
2021,0900630,k,9
2021,0900660,k,49
2021,0900690,k,101
2021,0900700,k,564
2021,0900720,k,25
2021,0900750,k,318
2021,0900780,k,36
2021,0900810,k,105
2021,0900840,k,199
2021,0900870,k,9
2021,0900900,k,39
2021,0900910,k,54
2021,0900930,k,15
2021,0900960,k,127
2021,0900990,k,127
2021,0901020,k,914
2021,0901050,k,347
2021,0901080,k,31
2021,0901110,k,104
2021,0901170,k,62
2021,0901200,k,73
2021,0901230,k,106
2021,0901260,k,481
2021,0901290,k,205
2021,0901320,k,152
2021,0901350,k,72
2021,0901360,k,1
2021,0901380,k,14
2021,0901410,k,87
2021,0901440,k,199
2021,0901470,k,359
2021,0901500,k,34
2021,0901530,k,699
2021,0901560,k,307
2021,0901590,k,20
2021,0901620,k,359
2021,0901680,k,125
2021,0901710,k,590
2021,0901740,k,126
2021,0901770,k,375
2021,0901800,k,218
2021,0901860,k,344
2021,0901890,k,8
2021,0901920,k,1152
2021,0901950,k,10
2021,0902010,k,104
2021,0902040,k,31
2021,0902070,k,161
2021,0902130,k,54
2021,0902160,k,187
2021,0902190,k,37
2021,0902220,k,70
2021,0902280,k,160
2021,0902310,k,463
2021,0902340,k,104
2021,0902370,k,72
2021,0902400,k,595
2021,0902490,k,307
2021,0902520,k,364
2021,0902550,k,254
2021,0902580,k,163
2021,0902640,k,314
2021,0902670,k,769
2021,0902700,k,256
2021,0902730,k,129
2021,0902760,k,61
2021,0902790,k,1202
2021,0902820,k,212
2021,0902850,k,238
2021,0902880,k,252
2021,0902910,k,286
2021,0902940,k,8
2021,0902970,k,128
2021,0903000,k,32
2021,0903030,k,231
2021,0903060,k,56
2021,0903090,k,800
2021,0903120,k,297
2021,0903180,k,53
2021,0903210,k,157
2021,0903240,k,141
2021,0903270,k,154
2021,0903300,k,152
2021,0903330,k,97
2021,0903360,k,37
2021,0903390,k,78
2021,0903420,k,49
2021,0903450,k,183
2021,0903480,k,108
2021,0903510,k,76
2021,0903515,k,50
2021,0903520,k,132
2021,0903530,k,45
2021,0903535,k,95
2021,0903536,k,90
2021,0903537,k,263
2021,0903538,k,137
2021,0903539,k,134
2021,0903540,k,84
2021,0903810,k,300
2021,0903840,k,210
2021,0903900,k,44
2021,0903930,k,37
2021,0903960,k,10
2021,0903990,k,153
2021,0904020,k,15
2021,0904050,k,325
2021,0904080,k,20
2021,0904110,k,303
2021,0904140,k,120
2021,0904170,k,373
2021,0904230,k,432
2021,0904260,k,30
2021,0904290,k,100
2021,0904320,k,1219
2021,0904350,k,32
2021,0904380,k,121
2021,0904440,k,460
2021,0904470,k,146
2021,0904500,k,64
2021,0904530,k,67
2021,0904560,k,137
2021,0904590,k,301
2021,0904620,k,471
2021,0904650,k,4
2021,0904680,k,258
2021,0904710,k,13
2021,0904740,k,358
2021,0904830,k,1496
2021,0904860,k,151
2021,0904890,k,194
2021,0904920,k,646
2021,0904950,k,483
2021,0904980,k,42
2021,0905010,k,126
2021,0905040,k,399
2021,0905070,k,252
2021,0905100,k,32
2021,0905130,k,255
2021,0905160,k,100
2021,0905190,k,258
2021,0905220,k,219
2021,0905250,k,100
2021,0905280,k,151
2021,0905310,k,115
2021,0905370,k,72
2021,0900007,1,67
2021,0900009,1,38
2021,0900010,1,33
2021,0900016,1,22
2021,0900024,1,95
2021,0900028,1,48
2021,0900030,1,22
2021,0900060,1,187
2021,0900070,1,51
2021,0900090,1,32
2021,0900120,1,213
2021,0900150,1,28
2021,0900207,1,49
2021,0900208,1,93
2021,0900210,1,175
2021,0900212,1,59
2021,0900214,1,61
2021,0900215,1,38
2021,0900216,1,34
2021,0900217,1,63
2021,0900220,1,58
2021,0900221,1,58
2021,0900226,1,61
2021,0900240,1,51
2021,0900270,1,206
2021,0900330,1,99
2021,0900360,1,50
2021,0900390,1,16
2021,0900420,1,174
2021,0900450,1,1393
2021,0900510,1,505
2021,0900540,1,165
2021,0900570,1,90
2021,0900630,1,11
2021,0900660,1,41
2021,0900690,1,101
2021,0900700,1,577
2021,0900720,1,21
2021,0900750,1,284
2021,0900780,1,27
2021,0900810,1,102
2021,0900840,1,156
2021,0900870,1,7
2021,0900900,1,41
2021,0900910,1,63
2021,0900930,1,12
2021,0900960,1,126
2021,0900990,1,149
2021,0901020,1,853
2021,0901050,1,336
2021,0901080,1,22
2021,0901110,1,89
2021,0901170,1,57
2021,0901200,1,69
2021,0901230,1,116
2021,0901260,1,475
2021,0901290,1,198
2021,0901320,1,152
2021,0901350,1,75
2021,0901360,1,1
2021,0901380,1,21
2021,0901410,1,96
2021,0901440,1,165
2021,0901470,1,328
2021,0901500,1,31
2021,0901530,1,632
2021,0901560,1,269
2021,0901590,1,12
2021,0901620,1,404
2021,0901680,1,118
2021,0901710,1,594
2021,0901740,1,106
2021,0901770,1,318
2021,0901800,1,172
2021,0901860,1,342
2021,0901890,1,9
2021,0901920,1,1103
2021,0901950,1,11
2021,0902010,1,80
2021,0902040,1,16
2021,0902070,1,173
2021,0902130,1,45
2021,0902160,1,149
2021,0902190,1,42
2021,0902220,1,58
2021,0902280,1,153
2021,0902310,1,469
2021,0902340,1,95
2021,0902370,1,56
2021,0902400,1,608
2021,0902490,1,302
2021,0902520,1,368
2021,0902550,1,218
2021,0902580,1,137
2021,0902640,1,284
2021,0902670,1,745
2021,0902700,1,279
2021,0902730,1,136
2021,0902760,1,46
2021,0902790,1,1141
2021,0902820,1,219
2021,0902850,1,224
2021,0902880,1,255
2021,0902910,1,277
2021,0902940,1,6
2021,0902970,1,113
2021,0903000,1,17
2021,0903030,1,214
2021,0903060,1,50
2021,0903090,1,749
2021,0903120,1,330
2021,0903180,1,46
2021,0903210,1,173
2021,0903240,1,110
2021,0903270,1,147
2021,0903300,1,132
2021,0903330,1,86
2021,0903360,1,24
2021,0903390,1,78
2021,0903420,1,33
2021,0903450,1,84
2021,0903480,1,74
2021,0903510,1,98
2021,0903515,1,34
2021,0903520,1,146
2021,0903530,1,43
2021,0903535,1,99
2021,0903536,1,93
2021,0903537,1,218
2021,0903538,1,130
2021,0903539,1,125
2021,0903540,1,75
2021,0903810,1,295
2021,0903840,1,182
2021,0903900,1,34
2021,0903930,1,29
2021,0903960,1,13
2021,0903990,1,142
2021,0904020,1,11
2021,0904050,1,301
2021,0904080,1,26
2021,0904110,1,269
2021,0904140,1,86
2021,0904170,1,328
2021,0904230,1,441
2021,0904260,1,24
2021,0904290,1,96
2021,0904320,1,1160
2021,0904350,1,23
2021,0904380,1,133
2021,0904440,1,402
2021,0904470,1,143
2021,0904500,1,62
2021,0904530,1,75
2021,0904560,1,149
2021,0904590,1,258
2021,0904620,1,453
2021,0904650,1,2
2021,0904680,1,216
2021,0904710,1,24
2021,0904740,1,352
2021,0904830,1,1326
2021,0904860,1,147
2021,0904890,1,169
2021,0904920,1,624
2021,0904950,1,429
2021,0904980,1,42
2021,0905010,1,146
2021,0905040,1,389
2021,0905070,1,230
2021,0905100,1,34
2021,0905130,1,265
2021,0905160,1,68
2021,0905190,1,257
2021,0905220,1,218
2021,0905250,1,82
2021,0905280,1,139
2021,0905310,1,118
2021,0905370,1,81
2021,0900007,2,73
2021,0900009,2,38
2021,0900010,2,37
2021,0900016,2,22
2021,0900024,2,91
2021,0900028,2,53
2021,0900030,2,25
2021,0900060,2,174
2021,0900070,2,80
2021,0900090,2,44
2021,0900120,2,240
2021,0900150,2,25
2021,0900207,2,35
2021,0900208,2,95
2021,0900210,2,181
2021,0900212,2,109
2021,0900214,2,65
2021,0900215,2,39
2021,0900216,2,24
2021,0900217,2,62
2021,0900220,2,59
2021,0900221,2,79
2021,0900226,2,60
2021,0900240,2,66
2021,0900270,2,222
2021,0900330,2,99
2021,0900360,2,45
2021,0900390,2,11
2021,0900420,2,172
2021,0900450,2,1494
2021,0900510,2,574
2021,0900540,2,181
2021,0900570,2,89
2021,0900630,2,7
2021,0900660,2,40
2021,0900690,2,124
2021,0900700,2,583
2021,0900720,2,18
2021,0900750,2,284
2021,0900780,2,37
2021,0900810,2,90
2021,0900840,2,147
2021,0900870,2,14
2021,0900900,2,48
2021,0900910,2,47
2021,0900930,2,10
2021,0900960,2,119
2021,0900990,2,147
2021,0901020,2,860
2021,0901050,2,376
2021,0901080,2,26
2021,0901110,2,89
2021,0901170,2,47
2021,0901200,2,71
2021,0901230,2,117
2021,0901260,2,426
2021,0901290,2,174
2021,0901320,2,183
2021,0901350,2,80
2021,0901360,2,4
2021,0901380,2,10
2021,0901410,2,89
2021,0901440,2,202
2021,0901470,2,314
2021,0901500,2,39
2021,0901530,2,661
2021,0901560,2,309
2021,0901590,2,19
2021,0901620,2,393
2021,0901680,2,123
2021,0901710,2,604
2021,0901740,2,130
2021,0901770,2,352
2021,0901800,2,202
2021,0901860,2,370
2021,0901890,2,11
2021,0901920,2,1175
2021,0901950,2,14
2021,0902010,2,86
2021,0902040,2,26
2021,0902070,2,166
2021,0902130,2,66
2021,0902160,2,173
2021,0902190,2,47
2021,0902220,2,62
2021,0902280,2,162
2021,0902310,2,490
2021,0902340,2,83
2021,0902370,2,64
2021,0902400,2,651
2021,0902490,2,342
2021,0902520,2,372
2021,0902550,2,237
2021,0902580,2,137
2021,0902640,2,308
2021,0902670,2,732
2021,0902700,2,332
2021,0902730,2,153
2021,0902760,2,55
2021,0902790,2,1344
2021,0902820,2,291
2021,0902850,2,242
2021,0902880,2,277
2021,0902910,2,263
2021,0902940,2,5
2021,0902970,2,112
2021,0903000,2,15
2021,0903030,2,249
2021,0903060,2,58
2021,0903090,2,801
2021,0903120,2,343
2021,0903180,2,60
2021,0903210,2,189
2021,0903240,2,117
2021,0903270,2,133
2021,0903300,2,162
2021,0903330,2,88
2021,0903360,2,39
2021,0903390,2,116
2021,0903420,2,35
2021,0903450,2,89
2021,0903480,2,80
2021,0903510,2,106
2021,0903512,2,4
2021,0903515,2,48
2021,0903520,2,149
2021,0903530,2,45
2021,0903535,2,103
2021,0903536,2,106
2021,0903537,2,256
2021,0903538,2,124
2021,0903539,2,140
2021,0903540,2,92
2021,0903810,2,321
2021,0903840,2,176
2021,0903900,2,54
2021,0903930,2,35
2021,0903960,2,12
2021,0903990,2,174
2021,0904020,2,7
2021,0904050,2,308
2021,0904080,2,12
2021,0904110,2,321
2021,0904140,2,93
2021,0904170,2,365
2021,0904230,2,461
2021,0904260,2,29
2021,0904290,2,87
2021,0904320,2,1241
2021,0904350,2,36
2021,0904380,2,116
2021,0904440,2,455
2021,0904470,2,141
2021,0904500,2,68
2021,0904530,2,65
2021,0904560,2,159
2021,0904590,2,295
2021,0904620,2,491
2021,0904650,2,4
2021,0904680,2,239
2021,0904710,2,18
2021,0904740,2,345
2021,0904830,2,1424
2021,0904860,2,137
2021,0904890,2,195
2021,0904920,2,617
2021,0904950,2,408
2021,0904980,2,38
2021,0905010,2,154
2021,0905040,2,370
2021,0905070,2,253
2021,0905100,2,43
2021,0905130,2,230
2021,0905160,2,66
2021,0905190,2,245
2021,0905220,2,220
2021,0905250,2,114
2021,0905280,2,151
2021,0905310,2,103
2021,0905370,2,91
2021,0900007,3,66
2021,0900009,3,34
2021,0900010,3,29
2021,0900016,3,24
2021,0900024,3,97
2021,0900028,3,46
2021,0900030,3,20
2021,0900060,3,168
2021,0900070,3,86
2021,0900090,3,44
2021,0900120,3,224
2021,0900150,3,23
2021,0900207,3,37
2021,0900208,3,93
2021,0900210,3,185
2021,0900212,3,98
2021,0900214,3,68
2021,0900215,3,38
2021,0900216,3,23
2021,0900217,3,71
2021,0900220,3,59
2021,0900221,3,77
2021,0900226,3,60
2021,0900240,3,57
2021,0900270,3,204
2021,0900330,3,114
2021,0900360,3,56
2021,0900390,3,12
2021,0900420,3,197
2021,0900450,3,1458
2021,0900510,3,483
2021,0900540,3,162
2021,0900570,3,94
2021,0900630,3,10
2021,0900660,3,47
2021,0900690,3,105
2021,0900700,3,586
2021,0900720,3,14
2021,0900750,3,310
2021,0900780,3,25
2021,0900810,3,103
2021,0900840,3,136
2021,0900870,3,7
2021,0900900,3,49
2021,0900910,3,51
2021,0900930,3,10
2021,0900960,3,100
2021,0900990,3,133
2021,0901020,3,876
2021,0901050,3,348
2021,0901080,3,27
2021,0901110,3,91
2021,0901170,3,61
2021,0901200,3,73
2021,0901230,3,119
2021,0901260,3,441
2021,0901290,3,198
2021,0901320,3,172
2021,0901350,3,73
2021,0901360,3,4
2021,0901380,3,20
2021,0901410,3,92
2021,0901440,3,186
2021,0901470,3,296
2021,0901500,3,42
2021,0901530,3,650
2021,0901560,3,274
2021,0901590,3,17
2021,0901620,3,403
2021,0901680,3,113
2021,0901710,3,648
2021,0901740,3,134
2021,0901770,3,290
2021,0901800,3,237
2021,0901860,3,380
2021,0901890,3,10
2021,0901920,3,1216
2021,0901950,3,13
2021,0902010,3,75
2021,0902040,3,18
2021,0902070,3,173
2021,0902130,3,55
2021,0902160,3,169
2021,0902190,3,35
2021,0902220,3,63
2021,0902280,3,164
2021,0902310,3,475
2021,0902340,3,89
2021,0902370,3,57
2021,0902400,3,620
2021,0902490,3,332
2021,0902520,3,357
2021,0902550,3,243
2021,0902580,3,143
2021,0902640,3,290
2021,0902670,3,779
2021,0902700,3,284
2021,0902730,3,132
2021,0902760,3,55
2021,0902790,3,1344
2021,0902820,3,260
2021,0902850,3,242
2021,0902880,3,286
2021,0902910,3,283
2021,0902940,3,13
2021,0902970,3,106
2021,0903000,3,23
2021,0903030,3,215
2021,0903060,3,53
2021,0903090,3,791
2021,0903120,3,344
2021,0903180,3,79
2021,0903210,3,162
2021,0903240,3,113
2021,0903270,3,124
2021,0903300,3,179
2021,0903330,3,95
2021,0903360,3,34
2021,0903390,3,93
2021,0903420,3,50
2021,0903450,3,87
2021,0903480,3,102
2021,0903510,3,74
2021,0903512,3,3
2021,0903515,3,50
2021,0903520,3,154
2021,0903530,3,41
2021,0903535,3,109
2021,0903536,3,82
2021,0903537,3,286
2021,0903538,3,149
2021,0903539,3,119
2021,0903540,3,71
2021,0903600,3,1
2021,0903810,3,333
2021,0903840,3,210
2021,0903900,3,38
2021,0903930,3,28
2021,0903960,3,14
2021,0903990,3,147
2021,0904020,3,14
2021,0904050,3,346
2021,0904080,3,29
2021,0904110,3,291
2021,0904140,3,100
2021,0904170,3,387
2021,0904230,3,425
2021,0904260,3,23
2021,0904290,3,95
2021,0904320,3,1179
2021,0904350,3,26
2021,0904380,3,129
2021,0904440,3,489
2021,0904470,3,139
2021,0904500,3,66
2021,0904530,3,77
2021,0904560,3,133
2021,0904590,3,288
2021,0904620,3,498
2021,0904650,3,4
2021,0904680,3,213
2021,0904710,3,14
2021,0904740,3,366
2021,0904830,3,1482
2021,0904860,3,156
2021,0904890,3,191
2021,0904920,3,659
2021,0904950,3,449
2021,0904980,3,49
2021,0905010,3,140
2021,0905040,3,386
2021,0905070,3,250
2021,0905100,3,44
2021,0905130,3,262
2021,0905160,3,70
2021,0905190,3,249
2021,0905220,3,227
2021,0905250,3,121
2021,0905280,3,140
2021,0905310,3,110
2021,0905370,3,75
2021,0900007,4,61
2021,0900009,4,35
2021,0900010,4,34
2021,0900016,4,24
2021,0900024,4,92
2021,0900028,4,50
2021,0900030,4,19
2021,0900060,4,183
2021,0900070,4,107
2021,0900090,4,44
2021,0900120,4,205
2021,0900150,4,31
2021,0900207,4,30
2021,0900208,4,91
2021,0900210,4,191
2021,0900212,4,94
2021,0900214,4,64
2021,0900215,4,38
2021,0900216,4,24
2021,0900217,4,64
2021,0900220,4,58
2021,0900221,4,72
2021,0900226,4,72
2021,0900240,4,59
2021,0900270,4,236
2021,0900330,4,111
2021,0900360,4,58
2021,0900390,4,18
2021,0900420,4,184
2021,0900450,4,1516
2021,0900510,4,549
2021,0900540,4,171
2021,0900570,4,87
2021,0900630,4,2
2021,0900660,4,43
2021,0900690,4,97
2021,0900700,4,595
2021,0900720,4,17
2021,0900750,4,314
2021,0900780,4,33
2021,0900810,4,100
2021,0900840,4,155
2021,0900870,4,14
2021,0900900,4,54
2021,0900910,4,57
2021,0900930,4,11
2021,0900960,4,134
2021,0900990,4,152
2021,0901020,4,931
2021,0901050,4,338
2021,0901080,4,24
2021,0901110,4,84
2021,0901170,4,71
2021,0901200,4,79
2021,0901230,4,142
2021,0901260,4,461
2021,0901290,4,160
2021,0901320,4,167
2021,0901350,4,83
2021,0901360,4,3
2021,0901380,4,6
2021,0901410,4,96
2021,0901440,4,219
2021,0901470,4,346
2021,0901500,4,40
2021,0901530,4,645
2021,0901560,4,328
2021,0901590,4,16
2021,0901620,4,425
2021,0901680,4,131
2021,0901710,4,620
2021,0901740,4,127
2021,0901770,4,293
2021,0901800,4,215
2021,0901860,4,376
2021,0901890,4,9
2021,0901920,4,1168
2021,0901950,4,19
2021,0902010,4,94
2021,0902040,4,23
2021,0902070,4,170
2021,0902130,4,61
2021,0902160,4,182
2021,0902190,4,45
2021,0902220,4,52
2021,0902280,4,170
2021,0902310,4,445
2021,0902340,4,88
2021,0902370,4,51
2021,0902400,4,651
2021,0902490,4,371
2021,0902520,4,390
2021,0902550,4,238
2021,0902580,4,148
2021,0902640,4,315
2021,0902670,4,739
2021,0902700,4,303
2021,0902730,4,159
2021,0902760,4,67
2021,0902790,4,1335
2021,0902820,4,276
2021,0902850,4,236
2021,0902880,4,247
2021,0902910,4,273
2021,0902940,4,7
2021,0902970,4,102
2021,0903000,4,28
2021,0903030,4,244
2021,0903060,4,57
2021,0903090,4,824
2021,0903120,4,364
2021,0903180,4,65
2021,0903210,4,171
2021,0903240,4,111
2021,0903270,4,170
2021,0903300,4,130
2021,0903330,4,102
2021,0903360,4,29
2021,0903390,4,97
2021,0903420,4,46
2021,0903450,4,91
2021,0903480,4,92
2021,0903510,4,94
2021,0903512,4,2
2021,0903515,4,52
2021,0903520,4,164
2021,0903530,4,41
2021,0903535,4,98
2021,0903536,4,102
2021,0903537,4,256
2021,0903538,4,143
2021,0903539,4,129
2021,0903540,4,86
2021,0903810,4,334
2021,0903840,4,162
2021,0903900,4,36
2021,0903930,4,42
2021,0903960,4,13
2021,0903990,4,163
2021,0904020,4,8
2021,0904050,4,311
2021,0904080,4,20
2021,0904110,4,308
2021,0904140,4,98
2021,0904170,4,383
2021,0904230,4,428
2021,0904260,4,33
2021,0904290,4,100
2021,0904320,4,1167
2021,0904350,4,22
2021,0904380,4,146
2021,0904440,4,484
2021,0904470,4,129
2021,0904500,4,58
2021,0904530,4,85
2021,0904560,4,151
2021,0904590,4,314
2021,0904620,4,489
2021,0904650,4,3
2021,0904680,4,228
2021,0904710,4,27
2021,0904740,4,358
2021,0904830,4,1479
2021,0904860,4,164
2021,0904890,4,197
2021,0904920,4,635
2021,0904950,4,469
2021,0904980,4,30
2021,0905010,4,151
2021,0905040,4,413
2021,0905070,4,267
2021,0905100,4,33
2021,0905130,4,250
2021,0905160,4,75
2021,0905190,4,255
2021,0905220,4,209
2021,0905250,4,103
2021,0905280,4,155
2021,0905310,4,133
2021,0905370,4,96
2021,0900007,5,65
2021,0900009,5,37
2021,0900010,5,32
2021,0900016,5,24
2021,0900024,5,97
2021,0900028,5,47
2021,0900030,5,18
2021,0900033,5,98
2021,0900060,5,189
2021,0900070,5,113
2021,0900090,5,31
2021,0900120,5,252
2021,0900150,5,25
2021,0900207,5,35
2021,0900208,5,96
2021,0900210,5,180
2021,0900212,5,86
2021,0900214,5,64
2021,0900215,5,36
2021,0900216,5,24
2021,0900217,5,69
2021,0900220,5,58
2021,0900221,5,54
2021,0900226,5,74
2021,0900240,5,40
2021,0900270,5,239
2021,0900330,5,114
2021,0900360,5,53
2021,0900390,5,18
2021,0900420,5,194
2021,0900450,5,1465
2021,0900510,5,544
2021,0900540,5,195
2021,0900570,5,75
2021,0900630,5,8
2021,0900660,5,50
2021,0900690,5,112
2021,0900700,5,570
2021,0900720,5,14
2021,0900750,5,292
2021,0900780,5,30
2021,0900810,5,98
2021,0900840,5,145
2021,0900870,5,12
2021,0900900,5,53
2021,0900910,5,53
2021,0900930,5,5
2021,0900960,5,124
2021,0900990,5,165
2021,0901020,5,873
2021,0901050,5,366
2021,0901080,5,33
2021,0901110,5,88
2021,0901170,5,71
2021,0901200,5,64
2021,0901230,5,146
2021,0901260,5,443
2021,0901290,5,192
2021,0901320,5,177
2021,0901350,5,83
2021,0901360,5,8
2021,0901380,5,21
2021,0901410,5,89
2021,0901440,5,194
2021,0901470,5,376
2021,0901500,5,42
2021,0901530,5,671
2021,0901560,5,304
2021,0901590,5,21
2021,0901620,5,409
2021,0901680,5,109
2021,0901710,5,654
2021,0901740,5,111
2021,0901770,5,321
2021,0901800,5,234
2021,0901860,5,393
