year,leaid,grade,enrollment
2019,0903530,7,49
2019,0903535,7,142
2019,0903536,7,93
2019,0903537,7,276
2019,0903538,7,181
2019,0903539,7,146
2019,0903540,7,95
2019,0903570,7,45
2019,0903600,7,2
2019,0903630,7,112
2019,0903660,7,351
2019,0903720,7,158
2019,0903750,7,199
2019,0903810,7,388
2019,0903840,7,181
2019,0903900,7,42
2019,0903930,7,29
2019,0903990,7,192
2019,0904020,7,18
2019,0904050,7,397
2019,0904080,7,32
2019,0904110,7,320
2019,0904140,7,105
2019,0904170,7,333
2019,0904230,7,477
2019,0904260,7,29
2019,0904290,7,105
2019,0904320,7,1307
2019,0904350,7,41
2019,0904380,7,177
2019,0904440,7,545
2019,0904470,7,158
2019,0904500,7,69
2019,0904530,7,82
2019,0904560,7,193
2019,0904590,7,338
2019,0904620,7,524
2019,0904650,7,7
2019,0904680,7,255
2019,0904710,7,28
2019,0904740,7,413
2019,0904830,7,1459
2019,0904860,7,211
2019,0904890,7,236
2019,0904920,7,729
2019,0904950,7,475
2019,0904980,7,50
2019,0905010,7,186
2019,0905040,7,411
2019,0905070,7,294
2019,0905100,7,56
2019,0905130,7,312
2019,0905190,7,307
2019,0905220,7,233
2019,0905250,7,115
2019,0905280,7,186
2019,0905370,7,93
2019,0905372,7,85
2019,0900003,8,9
2019,0900004,8,12
2019,0900007,8,62
2019,0900009,8,36
2019,0900010,8,34
2019,0900011,8,88
2019,0900015,8,50
2019,0900016,8,20
2019,0900024,8,98
2019,0900028,8,27
2019,0900033,8,80
2019,0900060,8,171
2019,0900070,8,338
2019,0900090,8,39
2019,0900120,8,250
2019,0900207,8,31
2019,0900208,8,94
2019,0900210,8,207
2019,0900212,8,111
2019,0900214,8,63
2019,0900219,8,123
2019,0900221,8,53
2019,0900222,8,6
2019,0900270,8,254
2019,0900330,8,147
2019,0900360,8,61
2019,0900390,8,22
2019,0900420,8,221
2019,0900450,8,1508
2019,0900510,8,631
2019,0900540,8,242
2019,0900570,8,89
2019,0900630,8,5
2019,0900660,8,38
2019,0900690,8,126
2019,0900700,8,641
2019,0900750,8,318
2019,0900810,8,137
2019,0900840,8,173
2019,0900900,8,41
2019,0900910,8,72
2019,0900930,8,9
2019,0900960,8,133
2019,0900990,8,151
2019,0901020,8,860
2019,0901050,8,367
2019,0901110,8,128
2019,0901170,8,57
2019,0901200,8,72
2019,0901230,8,160
2019,0901260,8,494
2019,0901290,8,221
2019,0901320,8,219
2019,0901350,8,72
2019,0901360,8,15
2019,0901380,8,13
2019,0901410,8,106
2019,0901440,8,212
2019,0901470,8,377
2019,0901530,8,875
2019,0901560,8,335
2019,0901590,8,16
2019,0901620,8,469
2019,0901680,8,137
2019,0901710,8,665
2019,0901740,8,139
2019,0901770,8,337
2019,0901800,8,269
2019,0901860,8,450
2019,0901920,8,1467
2019,0901950,8,13
2019,0902040,8,20
2019,0902070,8,156
2019,0902130,8,77
2019,0902160,8,189
2019,0902190,8,44
2019,0902220,8,70
2019,0902280,8,213
2019,0902310,8,417
2019,0902340,8,148
2019,0902400,8,520
2019,0902490,8,303
2019,0902520,8,447
2019,0902550,8,260
2019,0902580,8,164
2019,0902640,8,347
2019,0902670,8,728
2019,0902700,8,325
2019,0902730,8,189
2019,0902790,8,1614
2019,0902820,8,214
2019,0902850,8,324
2019,0902880,8,338
2019,0902910,8,341
2019,0902970,8,133
2019,0903000,8,20
2019,0903030,8,243
2019,0903060,8,49
2019,0903090,8,893
2019,0903120,8,325
2019,0903180,8,101
2019,0903240,8,158
2019,0903270,8,173
2019,0903300,8,181
2019,0903330,8,139
2019,0903360,8,43
2019,0903390,8,92
2019,0903420,8,44
2019,0903450,8,52
2019,0903480,8,87
2019,0903510,8,93
2019,0903512,8,6
2019,0903515,8,44
2019,0903520,8,179
2019,0903530,8,64
2019,0903535,8,112
2019,0903536,8,107
2019,0903537,8,292
2019,0903538,8,171
2019,0903539,8,173
2019,0903540,8,95
2019,0903570,8,41
2019,0903600,8,1
2019,0903630,8,145
2019,0903660,8,354
2019,0903720,8,150
2019,0903750,8,251
2019,0903810,8,375
2019,0903840,8,191
2019,0903900,8,50
2019,0903930,8,21
2019,0903990,8,166
2019,0904020,8,10
2019,0904050,8,380
2019,0904080,8,42
2019,0904110,8,306
2019,0904140,8,118
2019,0904170,8,332
2019,0904230,8,488
2019,0904260,8,24
2019,0904290,8,131
2019,0904320,8,1239
2019,0904350,8,42
2019,0904380,8,152
2019,0904440,8,586
2019,0904470,8,173
2019,0904500,8,60
2019,0904530,8,82
2019,0904560,8,190
2019,0904590,8,331
2019,0904620,8,549
2019,0904650,8,3
2019,0904680,8,247
2019,0904710,8,34
2019,0904740,8,412
2019,0904830,8,1424
2019,0904860,8,180
2019,0904890,8,233
2019,0904920,8,759
2019,0904950,8,467
2019,0904980,8,48
2019,0905010,8,203
2019,0905040,8,428
2019,0905070,8,272
2019,0905100,8,57
2019,0905130,8,341
2019,0905190,8,266
2019,0905220,8,238
2019,0905250,8,128
2019,0905280,8,167
2019,0905370,8,85
2019,0905372,8,68
2019,0900002,9,3129
2019,0900003,9,53
2019,0900004,9,18
2019,0900005,9,252
2019,0900007,9,10
2019,0900014,9,65
2019,0900015,9,51
2019,0900018,9,22
2019,0900024,9,72
2019,0900031,9,30
2019,0900060,9,147
2019,0900070,9,54
2019,0900120,9,231
2019,0900207,9,13
2019,0900208,9,85
2019,0900210,9,248
2019,0900212,9,95
2019,0900214,9,51
2019,0900219,9,83
2019,0900221,9,56
2019,0900222,9,23
2019,0900270,9,238
2019,0900330,9,171
2019,0900360,9,84
2019,0900420,9,205
2019,0900450,9,1612
2019,0900510,9,688
2019,0900540,9,221
2019,0900690,9,124
2019,0900700,9,589
2019,0900750,9,346
2019,0900810,9,168
2019,0900840,9,207
2019,0900910,9,31
2019,0900960,9,94
2019,0900990,9,155
2019,0901020,9,964
2019,0901050,9,353
2019,0901110,9,80
2019,0901170,9,70
2019,0901200,9,62
2019,0901230,9,123
2019,0901260,9,445
2019,0901290,9,226
2019,0901320,9,254
2019,0901350,9,74
2019,0901360,9,107
2019,0901440,9,205
2019,0901470,9,436
2019,0901530,9,748
2019,0901560,9,289
2019,0901620,9,485
2019,0901680,9,123
2019,0901710,9,713
2019,0901740,9,143
2019,0901770,9,258
2019,0901800,9,297
2019,0901860,9,451
2019,0901920,9,1564
2019,0902070,9,212
2019,0902130,9,82
2019,0902160,9,218
2019,0902220,9,56
2019,0902280,9,214
2019,0902310,9,448
2019,0902400,9,627
2019,0902490,9,310
2019,0902520,9,422
2019,0902550,9,234
2019,0902580,9,131
2019,0902640,9,288
2019,0902670,9,816
2019,0902700,9,359
2019,0902730,9,151
2019,0902790,9,1703
2019,0902820,9,281
2019,0902850,9,355
2019,0902880,9,333
2019,0902910,9,349
2019,0902970,9,118
2019,0903030,9,222
2019,0903060,9,54
2019,0903090,9,1045
2019,0903180,9,95
2019,0903240,9,140
2019,0903270,9,126
2019,0903300,9,189
2019,0903330,9,98
2019,0903390,9,80
2019,0903450,9,212
2019,0903480,9,69
2019,0903512,9,10
2019,0903515,9,107
2019,0903520,9,161
2019,0903530,9,78
2019,0903535,9,111
2019,0903536,9,176
2019,0903537,9,285
2019,0903538,9,155
2019,0903539,9,163
2019,0903540,9,105
2019,0903570,9,25
2019,0903600,9,82
2019,0903630,9,127
2019,0903660,9,330
2019,0903720,9,165
2019,0903750,9,227
2019,0903780,9,215
2019,0903810,9,412
2019,0903840,9,185
2019,0903990,9,150
2019,0904050,9,342
2019,0904110,9,304
2019,0904140,9,107
2019,0904170,9,345
2019,0904230,9,543
2019,0904290,9,92
2019,0904320,9,1409
2019,0904380,9,152
2019,0904440,9,537
2019,0904470,9,172
2019,0904500,9,61
2019,0904530,9,60
2019,0904560,9,183
2019,0904590,9,266
2019,0904620,9,517
2019,0904680,9,212
2019,0904740,9,433
2019,0904830,9,1285
2019,0904860,9,189
2019,0904890,9,189
2019,0904920,9,747
2019,0904950,9,462
2019,0904980,9,59
2019,0905010,9,195
2019,0905040,9,448
2019,0905070,9,286
2019,0905130,9,344
2019,0905190,9,193
2019,0905220,9,293
2019,0905250,9,126
2019,0905280,9,174
2019,0905371,9,534
2019,0905372,9,86
2019,0905373,9,292
2019,0900002,10,2883
2019,0900003,10,31
2019,0900004,10,17
2019,0900005,10,256
2019,0900007,10,7
2019,0900014,10,68
2019,0900015,10,49
2019,0900018,10,29
2019,0900024,10,67
2019,0900031,10,35
2019,0900060,10,149
2019,0900070,10,58
2019,0900120,10,242
2019,0900207,10,14
2019,0900208,10,73
2019,0900210,10,219
2019,0900212,10,87
2019,0900214,10,46
2019,0900219,10,62
2019,0900221,10,41
2019,0900222,10,16
2019,0900270,10,201
2019,0900330,10,159
2019,0900360,10,71
2019,0900420,10,191
2019,0900450,10,1270
2019,0900510,10,538
2019,0900540,10,222
2019,0900690,10,122
2019,0900700,10,593
2019,0900750,10,381
2019,0900810,10,137
2019,0900840,10,194
2019,0900910,10,41
2019,0900960,10,108
2019,0900990,10,128
2019,0901020,10,800
2019,0901050,10,371
2019,0901110,10,78
2019,0901170,10,63
2019,0901200,10,74
2019,0901230,10,130
2019,0901260,10,505
2019,0901290,10,216
2019,0901320,10,249
2019,0901350,10,89
2019,0901360,10,106
2019,0901440,10,208
2019,0901470,10,371
2019,0901530,10,734
2019,0901560,10,334
2019,0901620,10,493
2019,0901680,10,161
2019,0901710,10,697
2019,0901740,10,131
2019,0901770,10,267
2019,0901800,10,270
2019,0901860,10,381
2019,0901920,10,1146
2019,0902070,10,203
2019,0902130,10,74
2019,0902160,10,191
2019,0902220,10,60
2019,0902280,10,227
2019,0902310,10,484
2019,0902400,10,638
2019,0902490,10,354
2019,0902520,10,420
2019,0902550,10,281
2019,0902580,10,154
2019,0902640,10,306
2019,0902670,10,538
2019,0902700,10,295
2019,0902730,10,177
2019,0902790,10,1428
2019,0902820,10,238
2019,0902850,10,328
2019,0902880,10,322
2019,0902910,10,356
2019,0902970,10,128
2019,0903030,10,278
2019,0903060,10,53
2019,0903090,10,950
2019,0903180,10,97
2019,0903240,10,125
2019,0903270,10,125
2019,0903300,10,170
2019,0903330,10,83
2019,0903390,10,97
2019,0903450,10,195
2019,0903480,10,60
2019,0903512,10,13
2019,0903515,10,100
2019,0903520,10,187
2019,0903530,10,58
2019,0903535,10,112
2019,0903536,10,169
2019,0903537,10,304
2019,0903538,10,184
2019,0903539,10,138
2019,0903540,10,127
2019,0903570,10,35
2019,0903600,10,95
2019,0903630,10,170
2019,0903660,10,385
2019,0903720,10,180
2019,0903750,10,203
2019,0903780,10,214
2019,0903810,10,395
2019,0903840,10,176
2019,0903990,10,152
2019,0904050,10,317
2019,0904110,10,338
2019,0904140,10,105
2019,0904170,10,310
2019,0904230,10,519
2019,0904290,10,87
2019,0904320,10,1143
2019,0904380,10,162
2019,0904440,10,532
2019,0904470,10,216
2019,0904500,10,53
2019,0904530,10,65
2019,0904560,10,203
2019,0904590,10,221
2019,0904620,10,567
2019,0904680,10,244
2019,0904740,10,465
2019,0904830,10,1351
2019,0904860,10,195
2019,0904890,10,202
2019,0904920,10,768
2019,0904950,10,434
2019,0904980,10,56
2019,0905010,10,207
2019,0905040,10,465
2019,0905070,10,296
2019,0905130,10,282
2019,0905190,10,151
2019,0905220,10,270
2019,0905250,10,114
2019,0905280,10,167
2019,0905371,10,531
2019,0905372,10,57
2019,0905373,10,255
2019,0900002,11,2622
2019,0900003,11,43
2019,0900004,11,14
2019,0900005,11,278
2019,0900007,11,10
2019,0900014,11,56
2019,0900015,11,45
2019,0900018,11,21
2019,0900024,11,67
2019,0900031,11,39
2019,0900060,11,106
2019,0900070,11,51
2019,0900120,11,251
2019,0900207,11,14
2019,0900208,11,56
2019,0900210,11,246
2019,0900212,11,46
2019,0900214,11,38
2019,0900219,11,66
2019,0900221,11,55
2019,0900222,11,12
2019,0900270,11,244
2019,0900330,11,166
2019,0900360,11,61
2019,0900420,11,199
2019,0900450,11,1103
2019,0900510,11,570
2019,0900540,11,226
2019,0900690,11,123
2019,0900700,11,485
2019,0900750,11,362
2019,0900810,11,140
2019,0900840,11,196
2019,0900910,11,29
2019,0900960,11,115
2019,0900990,11,144
2019,0901020,11,844
2019,0901050,11,321
2019,0901110,11,94
2019,0901170,11,67
2019,0901200,11,90
2019,0901230,11,129
2019,0901260,11,557
2019,0901290,11,226
2019,0901320,11,267
2019,0901350,11,57
2019,0901360,11,97
2019,0901440,11,191
2019,0901470,11,368
2019,0901530,11,747
2019,0901560,11,325
2019,0901620,11,500
2019,0901680,11,146
2019,0901710,11,667
2019,0901740,11,132
2019,0901770,11,234
2019,0901800,11,262
2019,0901860,11,381
2019,0901920,11,1125
2019,0902070,11,194
2019,0902130,11,76
2019,0902160,11,165
2019,0902220,11,66
2019,0902280,11,285
2019,0902310,11,430
2019,0902400,11,545
2019,0902490,11,355
2019,0902520,11,457
2019,0902550,11,253
2019,0902580,11,155
2019,0902640,11,328
2019,0902670,11,548
2019,0902700,11,367
2019,0902730,11,182
2019,0902790,11,1277
2019,0902820,11,227
2019,0902850,11,329
2019,0902880,11,313
2019,0902910,11,383
2019,0902970,11,145
2019,0903030,11,236
2019,0903060,11,47
2019,0903090,11,943
2019,0903120,11,1
2019,0903180,11,105
2019,0903240,11,134
2019,0903270,11,156
2019,0903300,11,167
2019,0903330,11,92
2019,0903390,11,99
2019,0903450,11,217
2019,0903480,11,53
2019,0903512,11,9
2019,0903515,11,92
2019,0903520,11,203
2019,0903530,11,60
2019,0903535,11,135
2019,0903536,11,173
2019,0903537,11,287
2019,0903538,11,163
2019,0903539,11,178
2019,0903540,11,121
2019,0903570,11,31
2019,0903600,11,83
2019,0903630,11,136
2019,0903660,11,366
2019,0903720,11,196
2019,0903750,11,257
2019,0903780,11,210
2019,0903810,11,417
2019,0903840,11,191
2019,0903990,11,176
2019,0904050,11,343
2019,0904110,11,329
2019,0904140,11,120
2019,0904170,11,321
2019,0904230,11,507
2019,0904290,11,93
2019,0904320,11,1113
2019,0904380,11,171
2019,0904440,11,529
2019,0904470,11,201
2019,0904500,11,66
2019,0904530,11,51
2019,0904560,11,213
2019,0904590,11,197
2019,0904620,11,538
2019,0904680,11,194
2019,0904740,11,498
2019,0904830,11,964
2019,0904860,11,215
2019,0904890,11,182
2019,0904920,11,784
2019,0904950,11,332
2019,0904980,11,50
2019,0905010,11,205
2019,0905040,11,475
2019,0905070,11,282
2019,0905130,11,342
2019,0905190,11,137
2019,0905220,11,296
2019,0905250,11,99
2019,0905280,11,177
2019,0905371,11,584
2019,0905372,11,84
2019,0905373,11,274
2019,0900002,12,2359
2019,0900003,12,22
2019,0900004,12,6
2019,0900005,12,312
2019,0900007,12,3
2019,0900014,12,33
2019,0900015,12,36
2019,0900018,12,21
2019,0900024,12,48
2019,0900027,12,7
2019,0900031,12,43
2019,0900060,12,155
2019,0900070,12,132
2019,0900120,12,233
2019,0900207,12,15
2019,0900208,12,43
2019,0900210,12,202
2019,0900212,12,37
2019,0900214,12,45
2019,0900221,12,40
2019,0900222,12,10
2019,0900270,12,240
2019,0900330,12,167
2019,0900360,12,61
2019,0900420,12,250
2019,0900450,12,1115
2019,0900510,12,550
2019,0900540,12,200
2019,0900690,12,114
2019,0900700,12,547
2019,0900750,12,356
2019,0900810,12,153
2019,0900840,12,186
2019,0900910,12,72
2019,0900960,12,132
2019,0900990,12,123
2019,0901020,12,780
2019,0901050,12,359
2019,0901110,12,74
2019,0901170,12,54
2019,0901200,12,76
2019,0901230,12,122
2019,0901260,12,562
2019,0901290,12,229
2019,0901320,12,252
2019,0901350,12,74
2019,0901360,12,94
2019,0901440,12,189
2019,0901470,12,368
2019,0901530,12,756
2019,0901560,12,303
2019,0901620,12,509
2019,0901680,12,159
2019,0901710,12,717
2019,0901740,12,129
2019,0901770,12,247
2019,0901800,12,284
2019,0901860,12,419
2019,0901920,12,1029
2019,0902070,12,171
2019,0902130,12,76
2019,0902160,12,187
2019,0902220,12,78
2019,0902280,12,285
2019,0902310,12,380
2019,0902400,12,595
2019,0902490,12,335
2019,0902520,12,451
2019,0902550,12,238
2019,0902580,12,141
2019,0902640,12,346
2019,0902670,12,540
2019,0902700,12,309
2019,0902730,12,196
2019,0902790,12,1208
2019,0902820,12,218
2019,0902850,12,325
2019,0902880,12,333
2019,0902910,12,440
2019,0902970,12,139
2019,0903030,12,277
2019,0903060,12,48
2019,0903090,12,799
2019,0903120,12,26
2019,0903180,12,128
2019,0903240,12,138
2019,0903270,12,183
2019,0903300,12,158
2019,0903330,12,101
2019,0903390,12,94
2019,0903450,12,219
2019,0903480,12,62
2019,0903512,12,20
2019,0903515,12,112
2019,0903520,12,167
2019,0903530,12,80
2019,0903535,12,140
2019,0903536,12,146
2019,0903537,12,336
2019,0903538,12,183
2019,0903539,12,159
2019,0903540,12,127
2019,0903570,12,26
2019,0903600,12,96
2019,0903630,12,157
2019,0903660,12,382
2019,0903720,12,178
2019,0903750,12,254
2019,0903780,12,216
2019,0903810,12,404
2019,0903840,12,196
2019,0903990,12,166
2019,0904050,12,373
2019,0904110,12,392
2019,0904140,12,106
2019,0904170,12,340
2019,0904230,12,538
2019,0904290,12,99
2019,0904320,12,1130
2019,0904380,12,163
2019,0904440,12,528
2019,0904470,12,182
2019,0904500,12,52
2019,0904530,12,45
2019,0904560,12,206
2019,0904590,12,197
2019,0904620,12,507
2019,0904680,12,215
2019,0904740,12,479
2019,0904830,12,1208
2019,0904860,12,214
2019,0904890,12,220
2019,0904920,12,761
2019,0904950,12,365
2019,0904980,12,59
2019,0905010,12,186
2019,0905040,12,440
2019,0905070,12,285
2019,0905130,12,320
2019,0905190,12,152
2019,0905220,12,288
2019,0905250,12,123
2019,0905280,12,208
2019,0905371,12,617
2019,0905372,12,86
2019,0905373,12,286
2020,0900007,pk,53
2020,0900010,pk,33
2020,0900016,pk,38
2020,0900028,pk,55
2020,0900030,pk,30
2020,0900060,pk,59
2020,0900090,pk,30
2020,0900120,pk,43
2020,0900150,pk,13
2020,0900207,pk,78
2020,0900210,pk,53
2020,0900215,pk,37
2020,0900216,pk,83
2020,0900240,pk,16
2020,0900270,pk,70
2020,0900330,pk,309
2020,0900360,pk,6
2020,0900390,pk,15
2020,0900420,pk,43
2020,0900450,pk,750
2020,0900510,pk,231
2020,0900540,pk,36
2020,0900570,pk,64
2020,0900660,pk,35
2020,0900690,pk,20
2020,0900700,pk,897
2020,0900720,pk,11
2020,0900750,pk,94
2020,0900810,pk,44
2020,0900840,pk,81
2020,0900900,pk,21
2020,0900910,pk,118
2020,0900930,pk,1
2020,0900960,pk,80
2020,0900990,pk,47
2020,0901020,pk,207
2020,0901050,pk,71
2020,0901110,pk,43
2020,0901170,pk,6
2020,0901200,pk,20
2020,0901230,pk,55
2020,0901260,pk,254
2020,0901290,pk,160
2020,0901320,pk,48
2020,0901350,pk,44
2020,0901360,pk,1
2020,0901380,pk,13
2020,0901410,pk,27
2020,0901440,pk,49
2020,0901470,pk,195
2020,0901500,pk,33
2020,0901530,pk,149
2020,0901560,pk,97
2020,0901590,pk,16
2020,0901620,pk,52
2020,0901680,pk,35
2020,0901710,pk,143
2020,0901740,pk,49
2020,0901770,pk,157
2020,0901800,pk,21
2020,0901860,pk,146
2020,0901890,pk,9
2020,0901920,pk,1081
2020,0901950,pk,7
2020,0902010,pk,61
2020,0902040,pk,12
2020,0902070,pk,87
2020,0902130,pk,50
2020,0902160,pk,69
2020,0902190,pk,38
2020,0902220,pk,31
2020,0902280,pk,38
2020,0902310,pk,195
2020,0902340,pk,55
2020,0902370,pk,23
2020,0902400,pk,107
2020,0902490,pk,87
2020,0902520,pk,182
2020,0902550,pk,36
2020,0902580,pk,38
2020,0902640,pk,133
2020,0902670,pk,184
2020,0902700,pk,44
2020,0902730,pk,70
2020,0902760,pk,18
2020,0902790,pk,1099
2020,0902820,pk,39
2020,0902850,pk,102
2020,0902880,pk,86
2020,0902910,pk,60
2020,0902940,pk,9
2020,0902970,pk,37
2020,0903000,pk,10
2020,0903030,pk,43
2020,0903060,pk,17
2020,0903090,pk,185
2020,0903120,pk,149
2020,0903180,pk,49
2020,0903210,pk,48
2020,0903240,pk,14
2020,0903270,pk,89
2020,0903300,pk,83
2020,0903330,pk,68
2020,0903360,pk,9
2020,0903390,pk,26
2020,0903420,pk,28
2020,0903450,pk,429
2020,0903480,pk,82
2020,0903510,pk,35
2020,0903512,pk,133
2020,0903515,pk,42
2020,0903520,pk,45
2020,0903530,pk,7
2020,0903535,pk,28
2020,0903536,pk,32
2020,0903537,pk,62
2020,0903538,pk,41
2020,0903539,pk,35
2020,0903540,pk,95
2020,0903810,pk,42
2020,0903840,pk,41
2020,0903900,pk,14
2020,0903930,pk,16
2020,0903960,pk,9
2020,0903990,pk,19
2020,0904020,pk,1
2020,0904050,pk,72
2020,0904080,pk,13
2020,0904110,pk,48
2020,0904140,pk,28
2020,0904170,pk,80
2020,0904230,pk,86
2020,0904260,pk,25
2020,0904290,pk,60
2020,0904320,pk,200
2020,0904350,pk,20
2020,0904380,pk,41
2020,0904440,pk,132
2020,0904470,pk,41
2020,0904500,pk,26
2020,0904530,pk,36
2020,0904560,pk,42
2020,0904590,pk,56
2020,0904620,pk,196
2020,0904650,pk,4
2020,0904680,pk,97
2020,0904710,pk,32
2020,0904740,pk,215
2020,0904830,pk,506
2020,0904860,pk,50
2020,0904890,pk,65
2020,0904920,pk,207
2020,0904950,pk,84
2020,0904980,pk,48
2020,0905010,pk,24
2020,0905040,pk,69
2020,0905070,pk,63
2020,0905100,pk,11
2020,0905130,pk,44
2020,0905160,pk,49
2020,0905190,pk,176
2020,0905220,pk,123
2020,0905250,pk,89
2020,0905280,pk,55
2020,0905310,pk,19
2020,0905370,pk,22
2020,0900007,k,61
2020,0900009,k,38
2020,0900010,k,33
2020,0900016,k,22
2020,0900024,k,92
2020,0900028,k,42
2020,0900030,k,23
2020,0900060,k,180
2020,0900070,k,42
2020,0900090,k,35
2020,0900120,k,198
2020,0900150,k,29
2020,0900207,k,54
2020,0900208,k,96
2020,0900210,k,167
2020,0900212,k,60
2020,0900214,k,56
2020,0900215,k,37
2020,0900216,k,36
2020,0900217,k,67
2020,0900220,k,57
2020,0900221,k,52
2020,0900240,k,53
2020,0900270,k,174
2020,0900330,k,91
2020,0900360,k,46
2020,0900390,k,17
2020,0900420,k,158
2020,0900450,k,1341
2020,0900510,k,480
2020,0900540,k,135
2020,0900570,k,78
2020,0900630,k,11
2020,0900660,k,40
2020,0900690,k,95
2020,0900700,k,581
2020,0900720,k,18
2020,0900750,k,264
2020,0900780,k,25
2020,0900810,k,98
2020,0900840,k,142
2020,0900870,k,7
2020,0900900,k,36
2020,0900910,k,58
2020,0900930,k,14
2020,0900960,k,111
2020,0900990,k,156
2020,0901020,k,803
2020,0901050,k,312
2020,0901080,k,21
2020,0901110,k,86
2020,0901170,k,57
2020,0901200,k,65
2020,0901230,k,113
2020,0901260,k,429
2020,0901290,k,189
2020,0901320,k,119
2020,0901350,k,81
2020,0901380,k,19
2020,0901410,k,82
2020,0901440,k,156
2020,0901470,k,321
2020,0901500,k,32
2020,0901530,k,588
2020,0901560,k,242
2020,0901590,k,12
2020,0901620,k,379
2020,0901680,k,106
2020,0901710,k,579
2020,0901740,k,105
2020,0901770,k,348
2020,0901800,k,154
2020,0901860,k,314
2020,0901890,k,10
2020,0901920,k,1086
2020,0901950,k,10
2020,0902010,k,77
2020,0902040,k,18
2020,0902070,k,168
2020,0902130,k,42
2020,0902160,k,137
2020,0902190,k,37
2020,0902220,k,57
2020,0902280,k,139
2020,0902310,k,447
2020,0902340,k,83
2020,0902370,k,51
2020,0902400,k,570
2020,0902490,k,290
2020,0902520,k,345
2020,0902550,k,186
2020,0902580,k,137
2020,0902640,k,255
2020,0902670,k,722
2020,0902700,k,264
2020,0902730,k,119
2020,0902760,k,45
2020,0902790,k,1161
2020,0902820,k,163
2020,0902850,k,224
2020,0902880,k,249
2020,0902910,k,250
2020,0902940,k,7
2020,0902970,k,101
2020,0903000,k,24
2020,0903030,k,194
2020,0903060,k,48
2020,0903090,k,737
2020,0903120,k,305
2020,0903180,k,47
2020,0903210,k,162
2020,0903240,k,85
2020,0903270,k,147
2020,0903300,k,126
2020,0903330,k,80
2020,0903360,k,20
2020,0903390,k,82
2020,0903420,k,32
2020,0903450,k,249
2020,0903480,k,67
2020,0903510,k,91
2020,0903512,k,1
2020,0903515,k,34
2020,0903520,k,135
2020,0903530,k,38
2020,0903535,k,94
2020,0903536,k,91
2020,0903537,k,210
2020,0903538,k,126
2020,0903539,k,127
2020,0903540,k,77
2020,0903810,k,256
2020,0903840,k,186
2020,0903900,k,34
2020,0903930,k,43
2020,0903960,k,12
2020,0903990,k,126
2020,0904020,k,17
2020,0904050,k,272
2020,0904080,k,23
2020,0904110,k,252
2020,0904140,k,78
2020,0904170,k,301
2020,0904230,k,426
2020,0904260,k,24
2020,0904290,k,88
2020,0904320,k,1151
2020,0904350,k,17
2020,0904380,k,136
2020,0904440,k,363
2020,0904470,k,134
2020,0904500,k,57
2020,0904530,k,73
2020,0904560,k,137
2020,0904590,k,227
2020,0904620,k,422
2020,0904650,k,2
2020,0904680,k,197
2020,0904710,k,22
2020,0904740,k,315
2020,0904830,k,1336
2020,0904860,k,142
2020,0904890,k,165
2020,0904920,k,583
2020,0904950,k,423
2020,0904980,k,49
2020,0905010,k,122
2020,0905040,k,337
2020,0905070,k,230
2020,0905100,k,32
2020,0905130,k,230
2020,0905160,k,67
2020,0905190,k,251
2020,0905220,k,206
2020,0905250,k,81
2020,0905280,k,118
2020,0905310,k,99
2020,0905370,k,82
2020,0900007,1,70
2020,0900009,1,38
2020,0900010,1,38
2020,0900016,1,23
2020,0900024,1,95
2020,0900028,1,59
2020,0900030,1,22
2020,0900060,1,178
2020,0900070,1,64
2020,0900090,1,40
2020,0900120,1,236
2020,0900150,1,29
2020,0900207,1,26
2020,0900208,1,94
2020,0900210,1,181
2020,0900212,1,101
2020,0900214,1,66
2020,0900215,1,38
2020,0900216,1,25
2020,0900217,1,68
2020,0900220,1,57
2020,0900221,1,76
2020,0900240,1,61
2020,0900270,1,212
2020,0900330,1,124
2020,0900360,1,39
2020,0900390,1,12
2020,0900420,1,171
2020,0900450,1,1588
2020,0900510,1,557
2020,0900540,1,175
2020,0900570,1,82
2020,0900630,1,8
2020,0900660,1,40
2020,0900690,1,117
2020,0900700,1,585
2020,0900720,1,18
2020,0900750,1,277
2020,0900780,1,35
2020,0900810,1,88
2020,0900840,1,144
2020,0900870,1,15
2020,0900900,1,46
2020,0900910,1,45
2020,0900930,1,11
2020,0900960,1,120
2020,0900990,1,145
2020,0901020,1,907
2020,0901050,1,347
2020,0901080,1,26
2020,0901110,1,84
2020,0901170,1,53
2020,0901200,1,64
2020,0901230,1,123
2020,0901260,1,457
2020,0901290,1,167
2020,0901320,1,157
2020,0901350,1,86
2020,0901360,1,3
2020,0901380,1,9
2020,0901410,1,80
2020,0901440,1,196
2020,0901470,1,323
2020,0901500,1,38
2020,0901530,1,658
2020,0901560,1,290
2020,0901590,1,20
2020,0901620,1,378
2020,0901680,1,118
2020,0901710,1,586
2020,0901740,1,113
2020,0901770,1,359
2020,0901800,1,195
2020,0901860,1,366
2020,0901890,1,10
2020,0901920,1,1237
2020,0901950,1,14
2020,0902010,1,82
2020,0902040,1,31
2020,0902070,1,162
2020,0902130,1,64
2020,0902160,1,171
2020,0902190,1,50
2020,0902220,1,62
2020,0902280,1,156
2020,0902310,1,497
2020,0902340,1,84
2020,0902370,1,72
2020,0902400,1,647
2020,0902490,1,363
2020,0902520,1,377
2020,0902550,1,219
2020,0902580,1,132
2020,0902640,1,294
2020,0902670,1,761
2020,0902700,1,321
