"Student Counts by School and Race"
"All Districts, All Schools"
"2012-13"

"",,,,"Race",,,,,,,
,,"Amity Regional High School","=""2056112""","*",168,47,65,0,"*",1330,1621
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",0,6,"*","*",178,191
,,"Wamogo Regional High School","=""2066112""","*","*","*",14,"*",10,527,561
,,"James Morris School","=""2060212""",0,"*","*",7,0,0,145,158
,,"Early Childhood Learning Center","=""2068112""",0,0,0,"*",0,"*",38,41
,,"Warren Elementary School","=""2060312""",0,0,0,"*",0,"*",71,78
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*","*",16,0,"*",686,714
,,"Northwestern Regional Middle School","=""2075112""","*","*",0,"*",0,0,351,360
,,"Links","=""2079212""",0,"*",0,"*",0,0,11,13
,,"AIM","=""2079112""",0,0,"*","*",0,0,12,15
,,"Intensive Learning Program","=""2079412""",0,0,"*","*",0,0,"*","*"
,,"FLEX","=""2079012""",0,0,0,0,0,0,6,6
,,"STEP","=""2079312""",0,0,0,0,0,0,17,17
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*",18,7,21,0,"*",1078,1133
,,"RHAM Middle School","=""2085112""",0,7,"*",10,0,"*",599,627
,,"Region Alternative High School","=""2086212""",0,0,0,0,0,0,7,7
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*",27,"*",35,0,15,925,1012
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*",9,"*",7,0,"*",442,464
,,"Lake Garda Elementary School","=""2100212""","*",15,"*",10,"*","*",477,508
,,"Har-Bur Middle School","=""2105112""",0,12,"*",35,"*","*",796,850
,,"Lewis S. Mills High School","=""2106112""",0,16,"*",32,"*","*",744,802
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","*","*",8,15,0,"*",249,280
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*","*",17,0,8,304,334
,,"Coginchaug Regional High School","=""2136112""",0,"*","*",20,0,15,531,577
,,"Francis E. Korn School","=""2130212""",0,"*",0,9,0,"*",155,174
,,"Frederick Brewster School","=""2130112""",0,"*",0,"*",0,14,220,242
,,"John Lyman School","=""2130512""",0,9,"*",11,0,"*",253,283
,,"Middlefield Memorial School","=""2130412""",0,7,0,10,0,11,315,343
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*","*",0,8,0,0,268,281
,,"Nonnewaug High School","=""2146112""","*",12,"*",18,0,"*",769,806
,,"Integrated Star Preschool Program","=""2148012""",0,"*",0,"*",0,0,42,46
,,"Mitchell Elementary School","=""2140212""",0,11,0,18,0,0,350,379
,,"Woodbury Middle School","=""2145112""",0,8,6,"*",0,"*",389,411
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*",36,7,17,"*","*",308,374
,,"Memorial Middle School","=""2155212""","*",28,8,29,0,"*",419,486
,,"Pomperaug Elementary School","=""2150512""","*",21,"*",12,"*","*",405,447
,,"Pomperaug Regional High School","=""2156212""","*",55,13,61,0,"*",1122,1259
,,"Rochambeau Middle School","=""2155112""","*",23,"*",19,0,0,476,526
,,"Long Meadow Elementary School","=""2150712""",0,40,11,31,0,11,469,562
,,"Middlebury Elementary School","=""2150612""",0,12,"*",15,0,"*",383,421
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","*",10,13,36,0,"*",399,461
,,"Algonquin School","=""2160312""",0,"*",7,21,0,"*",428,463
,,"Community School","=""2160212""",0,"*",7,"*",0,0,198,214
,,"Long River Middle School","=""2165112""",0,"*",13,25,0,"*",511,557
,,"Woodland Regional High School","=""2166012""",0,"*",19,25,0,"*",668,720
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",15,10,7,0,"*",597,634
,,"Haddam-Killingworth Middle School","=""2175112""","*",18,9,"*",0,6,730,768
,,"Burr District Elementary School","=""2170212""",0,8,10,"*",0,"*",291,319
,,"Haddam Elementary School","=""2170112""",0,6,"*","*",0,"*",238,252
,,"Killingworth Elementary School","=""2170312""",0,"*","*","*",0,20,309,339
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",13,"*",11,0,6,328,360
,,"Center School","=""2180312""",0,9,"*",6,0,"*",242,261
,,"Lyme Consolidated School","=""2180112""",0,"*","*",10,0,"*",171,188
,,"Lyme-Old Lyme High School","=""2186112""",0,16,"*",17,0,"*",383,421
,,"Mile Creek School","=""2180212""",0,9,"*",19,0,"*",181,216
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","*",67,27,76,"*",8,1042,1223
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",22,"*",28,0,7,342,405
,,"Ridgebury Elementary School","=""1180311""","*",34,"*",20,0,13,322,393
,,"Scotland Elementary School","=""1180511""","*",9,"*",30,0,12,332,385
,,"Barlow Mountain Elementary School","=""1180811""",0,30,"*",15,0,"*",303,362
,,"East Ridge Middle School","=""1185111""",0,46,"*",44,0,"*",674,777
,,"Farmingville Elementary School","=""1180411""",0,21,0,19,0,8,313,361
,,"Ridgefield High School","=""1186111""",0,80,14,72,"*","*",1582,1759
,,"Scotts Ridge Middle School","=""1185211""",0,14,"*",23,0,"*",450,495
,,"Veterans Park Elementary School","=""1180211""",0,16,0,18,0,6,297,337
,,"Ridgefield Transition Program","=""1189011""",0,0,0,0,0,0,"*","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","*",65,10,54,0,"*",396,536
,,"Rocky Hill High School","=""1196111""","*",59,36,58,0,"*",572,732
,,"West Hill School","=""1190511""","*",216,19,24,0,"*",363,631
,,"Albert D. Griswold Middle School","=""1195111""",0,68,"*",47,0,"*",432,563
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*",21,13,14,"*",6,364,422
"Seymour School District","=""1240011""","Bungay School","=""1240111""","*",28,13,35,0,"*",427,507
,,"Chatfield-LoPresti School","=""1240211""","*",21,35,83,0,"*",422,570
,,"Seymour Middle School","=""1245111""","*",21,"*",51,0,0,504,599
,,"Seymour High School","=""1246111""",0,"*",25,63,0,"*",504,610
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",19,"*",15,0,"*",286,326
,,"Elizabeth Shelton School","=""1260511""","*",40,20,46,0,"*",349,460
,,"Intermediate School","=""1265111""","*",49,27,69,0,"*",726,875
,,"Perry Hill Elementary School","=""1261111""","*",46,28,97,0,"*",688,862
,,"Shelton High School","=""1266111""","*",72,59,138,0,"*",1299,1578
,,"Sunnyside School","=""1260611""","*",26,16,25,0,"*",163,237
,,"Booth Hill School","=""1261011""",0,20,"*",20,0,"*",276,323
,,"Long Hill School","=""1260811""",0,42,25,80,"*","*",292,451
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*","*","*",7,0,11,358,383
"Somers School District","=""1290011""","Somers High School","=""1296111""","*",9,14,15,0,"*",491,540
,,"Mabelle B. Avery Middle School","=""1295111""",0,"*",7,16,0,"*",330,363
,,"Somers Elementary School","=""1290411""",0,"*",14,23,"*",12,616,674
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",0,61,20,34,0,16,229,360
,,"South Windsor High School","=""1326211""","*",131,65,96,"*",25,1086,1409
,,"Timothy Edwards School","=""1325111""","*",111,59,83,"*",32,775,1065
,,"Eli Terry School","=""1320711""",0,23,26,36,0,47,291,423
,,"Orchard Hill School","=""1320611""",0,75,26,22,"*","*",232,366
,,"Philip R. Smith School","=""1320111""",0,64,19,17,"*","*",240,343
,,"Wapping Elementary School","=""1320411""",0,38,22,28,"*","*",212,306
,,"South Windsor Transition Program","=""1329011""",0,0,"*",0,0,0,"*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","*",24,17,32,"*",25,743,845
,,"R. E. Thalberg Elementary School","=""1310911""","*",26,"*",24,0,10,363,428
,,"South End Elementary School","=""1310711""","*","*",14,20,0,8,187,235
,,"William H. Hatton Elementary School","=""1310211""","*","*",7,26,0,16,403,458
,,"Zaya A. Oshana Elementary School","=""1310611""","*",9,12,12,0,"*",244,283
,,"Flanders Elementary School","=""1311311""",0,13,"*",23,0,"*",227,280
,,"Joseph A. Depaolo Middle School","=""1315111""",0,25,6,49,0,14,641,735
,,"Southington High School","=""1316211""",0,56,43,114,0,37,1787,2037
,,"Urbin T. Kelley School","=""1311411""",0,12,"*",17,"*",7,333,374
,,"Walter A. Derynoski Elementary School","=""1311511""",0,18,11,27,0,20,590,666
,,"William M. Strong Elementary School","=""1310811""",0,"*",10,14,"*",11,311,356
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",7,46,0,33,282,370
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",8,13,"*",22,0,"*",425,477
,,"Stafford Middle School","=""1345211""","*","*",0,26,"*",6,344,383
,,"Stafford High School","=""1346111""",0,"*","*",14,0,9,447,480
,,"Staffordville School","=""1340311""",0,0,"*",10,0,"*",162,178
,,"West Stafford School","=""1340411""",0,0,"*",15,0,"*",168,198
"Stamford School District","=""1350011""","Northeast School","=""1351811""","*",45,110,231,0,"*",292,686
,,"Rogers International School","=""1350811""","*",37,100,299,0,"*",374,823
,,"Scofield Middle School","=""1355711""","*",50,97,197,0,"*",273,624
,,"Stillmeadow School","=""1352111""","*",55,110,323,0,"*",255,767
,,"Toquam Magnet School","=""1351911""","*",78,117,307,"*","*",172,680
,,"Cloonan School","=""1355611""",0,"*",154,188,0,"*",204,597
,,"Davenport Ridge School","=""1352011""",0,"*",88,183,0,"*",208,542
,,"Dolan School","=""1355311""",0,"*",124,219,0,"*",162,531
,,"Hart School","=""1352211""",0,113,119,221,0,7,127,587
,,"Julia A. Stark School","=""1351211""",0,45,106,279,"*","*",170,612
,,"K. T. Murphy School","=""1350511""",0,106,65,267,0,9,109,556
,,"Newfield School","=""1350611""",0,84,121,236,0,10,239,690
,,"Preschool Team","=""1358011""",0,"*","*",20,0,"*",19,48
,,"Rippowam Middle School","=""1355811""",0,"*",163,206,0,"*",244,654
,,"Roxbury School","=""1350911""",0,"*",156,257,0,"*",183,647
,,"Springdale School","=""1351111""",0,40,93,300,0,7,214,654
,,"Stamford High School","=""1356111""",0,90,559,621,0,9,673,1952
,,"The Academy of Information, Technology & Engineering","=""1356411""",0,76,117,166,0,7,318,684
,,"Turn of River School","=""1355511""",0,"*",85,223,0,"*",224,578
,,"Westhill High School","=""1356311""",0,"*",424,787,0,"*",774,2130
,,"Westover School","=""1351411""",0,117,191,218,0,16,174,716
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","*","*","*",20,0,15,454,498
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*",15,10,19,"*",7,432,485
,,"Stonington High School","=""1376111""","*",31,26,22,0,"*",687,771
,,"West Broad Street School","=""1370411""","*","*","*",10,0,"*",109,131
,,"West Vine Street School","=""1370611""","*",6,"*",14,0,"*",184,210
,,"Pawcatuck Middle School","=""1375111""",0,11,"*",11,0,"*",302,332
,,"Stonington Middle School","=""1375211""",0,11,"*","*",0,"*",390,416
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",0,18,87,116,0,7,292,520
,,"Bunnell High School","=""1386211""","*",32,239,297,"*",27,609,1210
,,"Chapel School","=""1380311""","*",17,126,133,"*",13,264,555
,,"David Wooster Middle School","=""1385211""","*","*",109,120,0,15,268,529
,,"Harry B. Flood Middle School","=""1385311""","*",14,120,158,0,"*",253,556
,,"Nichols School","=""1380911""","*",17,78,146,0,"*",185,437
,,"Second Hill Lane School","=""1381011""","*",22,121,190,0,"*",322,678
,,"Stratford High School","=""1386111""","*",20,275,307,0,"*",455,1075
,,"Franklin School","=""1380411""",0,9,70,109,0,11,94,293
,,"IPP at Honeyspot School","=""1381611""",0,10,47,51,0,12,98,218
,,"Johnson House Elementary School","=""1381511""",0,23,114,98,0,15,220,470
,,"Lordship School","=""1380811""",0,"*",65,65,0,"*",91,232
,,"Wilcoxson School","=""1381411""",0,17,55,89,0,11,204,376
,,"Secondary STEPS Program","=""1389111""",0,0,9,"*",0,0,"*",13
,,"Strive-Stratford","=""1389011""",0,0,"*","*",0,0,7,17
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*",12,19,26,0,"*",482,541
,,"Suffield High School","=""1396111""","*",20,27,29,0,"*",781,860
,,"Suffield Middle School","=""1395111""","*",18,26,28,0,"*",523,599
,,"A. Ward Spaulding School","=""1390411""",0,13,20,28,0,7,376,444
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","*","*",148,104,"*",17,"*",276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","*","*",14,62,0,24,394,505
"The Woodstock Academy District","=""9030022""","The Woodstock Academy","=""9036122""","*",70,"*",32,0,15,926,1055
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","*","*","*",6,0,"*",238,256
,,"Thomaston High School","=""1406211""","*","*","*",11,0,"*",418,438
,,"Black Rock School","=""1400111""",0,"*","*",6,"*",7,291,310
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","*","*","*",11,0,10,353,380
,,"Tourtellotte Memorial High School","=""1416111""","*",0,"*",7,0,6,287,302
,,"Mary R. Fisher Elementary School","=""1410111""",0,"*","*",16,0,19,434,471
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","*",35,"*",16,0,0,833,900
,,"Tolland Intermediate School","=""1420211""","*",19,"*",22,0,0,618,666
,,"Tolland Middle School","=""1425111""","*",22,"*",17,0,0,635,688
,,"Birch Grove Primary School","=""1420111""",0,29,12,15,"*","*",523,582
"Torrington School District","=""1430011""","East School","=""1430111""","*",15,14,23,0,"*",330,392
,,"Torringford School","=""1430911""","*",27,19,76,"*",19,465,610
,,"Torrington High School","=""1436111""","*",44,58,194,0,"*",776,1101
,,"Torrington Middle School","=""1435111""","*",30,44,182,"*",26,768,1056
,,"Forbes School","=""1430211""",0,13,8,120,0,23,231,395
,,"Southwest School","=""1430811""",0,11,19,71,0,16,211,328
,,"Vogel-Wetmore School","=""1431311""",0,"*",24,159,"*",19,257,473
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","*",31,17,42,0,"*",429,526
,,"Daniels Farm School","=""1440811""","*",47,13,23,0,"*",380,468
,,"Frenchtown Elementary School","=""1441011""","*",73,44,66,0,"*",450,637
,,"Hillcrest Middle School","=""1445211""","*",44,"*",47,0,0,648,777
,,"Madison Middle School","=""1445111""","*",58,34,72,0,"*",680,848
,,"Middlebrook School","=""1440311""","*",28,23,43,"*","*",365,464
,,"Trumbull High School","=""1446111""","*",130,"*",177,0,0,1781,2195
,,"Jane Ryan School","=""1440411""",0,16,9,26,0,0,341,392
,,"Tashua School","=""1440911""",0,36,"*",21,0,"*",320,386
,,"Trumbull Early Childhood Education Center","=""1448011""",0,16,"*",31,0,"*",165,225
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","*","*",171,101,0,"*",38,315
,,"Garner Correctional Institution","=""3361915""",0,"*",15,6,0,0,"*",23
,,"Bridgeport Correctional Center","=""3360115""",0,0,10,"*",0,"*","*",17
,,"Brooklyn Correctional Institution","=""3360215""",0,0,"*","*",0,0,0,"*"
,,"Cheshire Correctional Institution","=""3360315""",0,0,16,13,0,0,0,29
,,"Corrigan Correctional Institution","=""3362415""",0,0,12,"*",0,0,"*",21
,,"Enfield Correctional Institution","=""3360415""",0,0,7,"*",0,"*","*",12
,,"Hartford Correctional Center","=""3360615""",0,0,14,19,0,"*","*",38
,,"MacDougall/Walker Correctional Institution","=""3362215""",0,0,39,13,0,"*","*",60
,,"New Haven Correctional Center","=""3360915""",0,0,"*",10,0,0,"*",17
,,"Northern Correctional Institution","=""3362615""",0,0,11,"*",0,0,"*",19
,,"Osborn Correctional Institution","=""3361215""",0,0,13,"*",0,"*","*",24
,,"Robinson Correctional Institution","=""3361315""",0,0,8,"*",0,0,"*",15
,,"Willard/Cybulski Correctional Institution","=""3361515""",0,0,"*","*",0,0,"*",12
,,"York Correctional Institution","=""3362515""",0,0,"*","*",0,0,18,36
"Unified School District #2","=""3470015""","Albert J. Solnit - South Campus","=""3470315""","*","*",14,16,0,"*",23,56
,,"Walter G. Cady School","=""3476715""","*",0,45,26,0,"*",14,88
,,"Albert J. Solnit Children's Center - North Campus","=""3470115""",0,0,9,7,0,0,7,23
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",32,47,0,16,211,322
,,"Center Road School","=""1461411""","*",32,61,34,0,"*",357,496
,,"Lake Street School","=""1460111""","*",7,26,17,0,"*",222,278
,,"Rockville High School","=""1466111""","*","*",126,96,0,0,696,973
,,"Vernon Center Middle School","=""1465111""","*",27,98,90,0,"*",480,699
,,"Maple Street School","=""1460211""",0,"*",82,75,0,"*",160,334
,,"Skinner Road School","=""1461011""",0,30,32,48,0,10,212,332
,,"Next Step Program","=""1469011""",0,0,"*","*",0,0,7,11
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","*","*",6,11,0,14,279,315
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",19,"*",31,"*","*",227,285
,,"Dag Hammarskjold Middle School","=""1485211""","*",33,"*",113,0,0,515,681
,,"Evarts C. Stevens School","=""1480911""","*",15,10,59,0,"*",268,360
,,"Lyman Hall High School","=""1486111""","*",46,31,129,"*","*",923,1135
,,"Mark T. Sheehan High School","=""1486211""","*",47,"*",94,0,0,746,914
,,"Mary G. Fritz Elementary School of Yalesville","=""1480811""","*",25,"*",35,0,"*",317,384
,,"Rock Hill School","=""1480411""","*",17,"*",62,0,0,278,364
,,"Cook Hill School","=""1481011""",0,16,"*",90,0,"*",252,365
,,"James H. Moran Middle School","=""1485311""",0,34,"*",81,0,"*",570,705
,,"Moses Y. Beach School","=""1480111""",0,19,0,66,0,0,265,350
,,"Parker Farms School","=""1480311""",0,21,"*",62,0,"*",225,327
,,"Pond Hill School","=""1481211""",0,13,13,60,0,0,269,355
,,"WISE Intermediate Program","=""1489211""",0,"*",0,0,0,0,"*",7
,,"Wallingford Transition Academy","=""1489111""",0,"*",0,"*",0,0,10,13
,,"A.R.T.S. Academy","=""1489011""",0,0,"*","*",0,0,12,17
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","*",15,236,548,"*",37,216,1057
,,"Bucks Hill School","=""1510511""","*","*",96,245,0,21,50,424
,,"Bunker Hill School","=""1510611""","*",12,146,235,0,"*",99,505
,,"Crosby High School","=""1516211""","*",39,437,657,"*",35,283,1463
,,"Driggs School","=""1510911""","*","*",152,301,0,20,70,554
,,"Duggan School","=""1511611""","*","*",101,248,0,20,65,437
,,"F. J. Kingsbury School","=""1511411""","*",8,149,264,0,"*",80,510
,,"Gilmartin School","=""1512611""",7,9,107,254,0,13,97,487
,,"H. S. Chase School","=""1510711""",7,21,154,345,0,15,214,756
,,"Hopeville School","=""1511311""","*","*",63,304,0,15,74,460
,,"John F. Kennedy High School","=""1516411""","*","*",293,616,0,21,404,1358
,,"Maloney Interdistrict Magnet School","=""1513111""","*","*",103,156,0,31,291,601
,,"Margaret M. Generali Elementary School","=""1511111""","*",8,113,282,"*",16,164,585
,,"Michael F. Wallace Middle School","=""1515111""",8,26,323,610,0,34,219,1220
,,"North End Middle School","=""1515311""","*",20,324,574,"*",23,159,1105
,,"Reed School","=""1513411""","*",0,103,189,0,"*",24,329
,,"Special Education Preschool","=""1518011""","*","*",40,110,0,10,33,200
,,"Sprague School","=""1512011""","*","*",100,239,0,"*",50,400
,,"Washington School","=""1512311""",6,"*",69,224,0,"*",43,350
,,"Waterbury Arts Magnet School","=""1516011""","*","*",103,119,0,33,203,469
,,"Wendell L. Cross School","=""1510811""",6,8,62,164,0,8,104,352
,,"Wilby High School","=""1516311""","*",21,467,676,"*",32,130,1329
,,"B. W. Tinker School","=""1512111""",0,7,98,215,0,29,214,563
,,"Carrington School","=""1512711""",0,"*",86,235,0,"*",123,457
,,"Regan School","=""1512811""",0,"*",81,104,0,"*",53,254
,,"Rotella Interdistrict Magnet School","=""1513311""",0,17,91,170,0,35,302,615
,,"Walsh School","=""1512211""",0,"*",172,298,0,"*",28,511
,,"Waterbury Arts Magnet School (Middle)","=""1515011""",0,"*",67,100,"*",14,146,333
,,"Woodrow Wilson School","=""1513211""",0,"*",104,268,0,"*",43,425
,,"Enlightenment School","=""1519111""",0,0,74,94,"*","*",23,198
,,"State Street School","=""1519011""",0,0,30,47,0,0,7,84
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","*",38,31,44,0,"*",551,675
,,"Oswegatchie Elementary School","=""1520611""","*",20,20,32,0,"*",312,394
,,"Quaker Hill Elementary School","=""1520711""",7,26,13,27,0,12,276,361
,,"Waterford High School","=""1526111""",11,46,42,72,0,6,667,844
,,"Great Neck Elementary School","=""1520211""",0,17,"*",33,0,"*",292,353
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","*",16,"*",54,0,23,576,682
,,"Swift Middle School","=""1535111""","*",19,18,65,0,"*",647,770
,,"Watertown High School","=""1536111""","*",26,21,36,0,"*",823,928
,,"Fletcher W. Judson School","=""1530311""",0,"*","*",24,0,6,272,307
,,"Polk School","=""1530411""",0,8,12,23,0,9,285,337
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","*",69,28,41,0,"*",296,460
,,"Braeburn School","=""1550211""","*",21,19,37,0,"*",293,384
,,"Bristow Middle School","=""1555311""","*",43,35,49,0,"*",268,420
,,"Bugbee School","=""1550411""","*",46,14,16,0,"*",375,459
,,"Charter Oak International Academy","=""1550511""","*",55,43,120,0,"*",72,308
,,"Conard High School","=""1556111""","*",173,163,283,0,"*",895,1542
,,"Hall High School","=""1556211""","*",144,143,197,0,"*",954,1475
,,"King Philip Middle School","=""1555111""","*",111,71,126,"*",23,574,912
,,"Sedgwick Middle School","=""1555211""","*",88,85,176,0,"*",515,893
,,"Webster Hill School","=""1551211""","*",53,48,93,0,"*",286,489
,,"Wolcott School","=""1551511""","*",94,45,80,0,"*",265,500
,,"Duffy School","=""1550611""",0,29,28,30,0,18,398,503
,,"Morley School","=""1550911""",0,17,17,34,0,11,255,334
,,"Norfeldt School","=""1551011""",0,60,26,24,0,21,275,406
,,"Smith School","=""1551711""",0,68,32,139,0,16,109,364
,,"Strive-West Hartford","=""1559211""",0,"*",6,10,0,"*",7,25
,,"Whiting Lane School","=""1551311""",0,49,60,96,0,18,315,538
,,"Achieve","=""1559111""",0,0,"*","*",0,"*","*",9
,,"West Hartford Post Secondary Transition Program - Cogswell","=""1559011""",0,0,"*","*",0,0,6,9
"West Haven School District","=""1560011""","Washington School","=""1561211""",0,"*",80,181,"*",20,147,440
,,"Alma E. Pagels School","=""1560811""","*",20,76,64,0,"*",191,370
,,"Edith E. Mackrille School","=""1560611""","*",21,61,85,0,"*",176,357
,,"Savin Rock Community School","=""1561411""","*","*",118,242,0,19,142,533
,,"West Haven High School","=""1566111""","*",50,381,449,0,"*",661,1590
,,"Carrigan 5/6 Intermediate School","=""1565311""",0,32,190,294,0,40,333,889
,,"Forest School","=""1560311""",0,19,127,196,0,16,95,453
,,"Harry M. Bailey Middle School","=""1565111""",0,24,222,262,0,43,356,907
,,"Seth G. Haley School","=""1560411""",0,22,52,128,0,14,264,480
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","*",8,"*",31,0,0,268,310
,,"Westbrook Middle School","=""1545111""","*","*","*",22,0,"*",245,276
,,"Westbrook High School","=""1546111""",0,6,"*",7,0,"*",266,286
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*",29,12,21,0,"*",561,636
,,"Hurlbutt Elementary School","=""1570111""",0,12,8,16,0,23,402,461
,,"Weston High School","=""1576111""",0,20,11,19,0,9,718,777
,,"Weston Intermediate School","=""1570211""",0,20,7,18,0,18,482,545
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*",56,16,45,0,"*",746,868
,,"Staples High School","=""1586111""","*",85,40,62,"*","*",1684,1879
,,"Coleytown Elementary School","=""1580311""",0,20,8,7,0,8,404,447
,,"Coleytown Middle School","=""1585311""",0,19,"*",12,0,"*",470,512
,,"Green's Farms School","=""1580411""",0,25,"*","*",0,27,372,452
,,"King's Highway Elementary School","=""1580511""",0,24,6,22,0,13,421,486
,,"Long Lots School","=""1580711""",0,39,"*",37,0,"*",479,583
,,"Saugatuck Elementary School","=""1580811""",0,22,"*",14,0,"*",471,524
,,"Stepping Stones Preschool","=""1588011""",0,"*","*","*",0,0,35,46
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","*",21,18,40,"*",7,278,366
,,"Charles Wright School","=""1591011""","*",21,19,59,0,"*",206,316
,,"Emerson-Williams School","=""1590211""","*",16,"*",68,0,13,329,441
,,"Wethersfield High School","=""1596111""","*",56,58,178,0,"*",858,1157
,,"Highcrest School","=""1591111""",0,18,20,47,0,14,323,422
,,"Samuel B. Webb Elementary School","=""1591211""",0,17,16,55,0,9,294,391
,,"Silas Deane Middle School","=""1595211""",0,23,22,89,0,6,442,582
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*",50,10,21,"*",13,956,1053
,,"Cider Mill School","=""1610711""","*",75,19,33,0,"*",852,996
,,"Miller-Driscoll School","=""1610511""",0,90,14,33,"*","*",788,937
,,"Wilton High School","=""1616111""",0,87,21,37,0,13,1151,1309
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","*","*",7,22,0,0,174,208
,,"Mary P. Hinsdale School","=""1620211""",0,0,"*","*",0,0,232,255
,,"Pearson School","=""1625111""",0,0,"*","*",0,0,195,205
,,"WISE Academy","=""1620111""",0,0,0,"*",0,"*","*",6
"Windham School District","=""1630011""","North Windham School","=""1630311""","*","*",14,365,0,11,116,511
,,"W. B. Sweeney School","=""1630611""","*","*",18,242,0,13,74,350
,,"Windham Center School","=""1630511""","*","*",6,188,0,9,126,332
,,"Windham High School","=""1636111""","*","*",32,415,0,9,208,673
,,"Windham Middle School","=""1635111""",9,7,44,475,0,8,175,718
,,"Natchaug School","=""1630111""",0,"*",18,256,0,"*",75,366
,,"Windham Early Childhood Center","=""1638311""",0,0,"*",165,0,"*",41,217
,,"Early Headstart","=""1638011""",0,0,0,"*",0,0,"*",22
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",0,43,"*",63,"*",43,274,460
,,"Windsor Locks High School","=""1656111""","*",42,45,42,0,"*",416,552
,,"Windsor Locks Middle School","=""1655111""","*",37,33,27,0,"*",261,372
,,"South Elementary School","=""1650411""",0,33,37,"*",0,"*",255,362
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","*",16,139,41,"*",9,92,299
,,"Poquonock Elementary School","=""1640511""","*",16,119,41,0,"*",64,254
,,"Sage Park Middle School","=""1645311""","*",35,352,107,0,"*",224,751
,,"John F. Kennedy School","=""1640811""",0,21,185,88,0,24,123,441
,,"Oliver Ellsworth School","=""1640911""",0,"*",161,59,"*",35,162,444
,,"Windsor High School","=""1646111""",0,46,626,155,0,26,346,1199
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","*","*",12,17,0,15,341,392
,,"Wolcott High School","=""1666111""","*",12,11,37,"*",20,782,865
,,"Alcott School","=""1660611""",0,8,6,17,0,11,281,323
,,"Frisbie School","=""1660211""",0,12,9,17,0,10,304,352
,,"Tyrrell Middle School","=""1665111""",0,12,12,19,0,22,575,640
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","*",111,26,39,"*",12,547,744
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",0,"*","*",9,0,10,289,314
"Ashford School District","=""0030011""","Ashford School","=""0030111""",0,"*","*",24,0,8,397,439
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",0,"*","*",6,0,"*",315,328
,,"Shared Services Integrated Preschool","=""0058011""",0,0,0,0,0,0,21,21
