"Student Counts by School and Race"
"All Districts, All Schools"
"2011-12"

"",,,,"Race",,,,,,,
,,"Ridge Hill School","=""0621111""",0,25,127,89,0,8,72,321
,,"Shepherd Glen School","=""0620111""",0,63,113,50,0,10,101,337
,,"Spring Glen School","=""0621011""",0,9,67,33,0,23,262,394
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*",13,105,406,"*",17,21,565
,,"Breakthrough Magnet School, South","=""0643311""","*",8,98,151,0,"*",92,355
,,"Bulkeley High School","=""0647111""","*",15,95,253,"*",10,23,399
,,"Bulkeley High School Lower School","=""0646111""","*",6,113,390,"*",85,28,625
,,"Burns Latino Studies Academy","=""0640611""","*","*",76,487,0,10,16,596
,,"Burr Middle School","=""0642311""","*",14,114,613,"*",23,41,807
,,"Classical Magnet School","=""0646411""","*",21,293,192,"*",42,164,714
,,"Culinary Arts Academy at Weaver High School","=""0646011""","*","*",161,115,"*",9,"*",297
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*","*",94,303,"*",16,28,449
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*","*",111,599,0,22,11,749
,,"Global Communications Academy","=""0643611""","*",0,281,121,0,13,"*",417
,,"HPHS Engineering and Green Technology Academy","=""0647211""","*",13,148,227,0,33,"*",433
,,"HPHS Nursing and Health Sciences Academy","=""0647511""","*","*",130,205,0,28,7,378
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",20,158,323,0,"*",192,716
,,"High School, Inc.","=""0647611""","*","*",153,118,0,39,8,321
,,"Kennelly School","=""0641011""",9,8,151,557,0,17,57,799
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*",8,202,279,"*",20,177,690
,,"M. D. Fox School","=""0640811""","*",25,96,318,0,"*",23,479
,,"Milner Middle School","=""0641911""","*","*",226,169,"*",19,"*",422
,,"Naylor/CCSU Leadership Academy","=""0641411""","*","*",74,438,0,54,128,704
,,"Parkville Community School","=""0641511""","*",14,71,394,0,"*",37,531
,,"Pathways Academy of Technology and Design","=""0646611""","*","*",141,106,0,7,65,327
,,"Rawson School","=""0641711""","*","*",388,44,0,15,"*",452
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",41,160,42,"*",11,88,344
,,"Simpson-Waverly School","=""0642611""","*","*",245,83,0,15,"*",347
,,"Sport and Medical Sciences Academy","=""0646511""","*","*",134,288,0,49,154,637
,,"West Middle School","=""0642111""","*",78,295,252,0,15,"*",657
,,"Betances Learning Lab Magnet School","=""0642811""",0,13,45,244,0,6,7,315
,,"Breakthrough Magnet School, North","=""0643511""",0,15,100,51,0,"*","*",171
,,"Capital Preparatory Magnet School","=""0646911""",0,14,224,111,0,29,143,521
,,"Clark School","=""0642411""",0,"*",193,185,0,"*",11,397
,,"Dr. Joseph Bellizzi Middle School","=""0645311""",0,"*",20,106,0,11,"*",146
,,"Environmental Sciences Magnet at Hooker School","=""0640911""",0,18,45,195,0,8,92,358
,,"HPHS Freshmen Academy","=""0647311""",0,7,62,136,0,9,7,221
,,"HPHS Law and Government Academy","=""0647411""",0,16,145,216,0,"*","*",396
,,"Journalism and Media Academy","=""0647711""",0,"*",191,95,0,15,"*",317
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",316,58,0,22,"*",401
,,"McDonough Middle School","=""0641211""",0,"*",55,373,0,"*",15,451
,,"Montessori Magnet at Fisher School","=""0643711""",0,32,95,37,0,11,65,240
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,"*",61,35,0,"*","*",105
,,"Sanchez School","=""0643011""",0,"*",53,410,0,"*","*",469
,,"University High School of Science and Engineering","=""0646711""",0,27,155,92,0,18,97,389
,,"Webster Micro Society Magnet School","=""0642011""",0,19,228,166,0,25,144,582
,,"Wish Museum School","=""0642211""",0,"*",189,178,"*",10,11,392
,,"Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,12,20,0,0,0,32
,,"OPPortunity High School","=""0647811""",0,0,"*",72,0,"*",0,116
,,"SAND School","=""0640111""",0,0,152,306,0,"*","*",471
,,"Sarah J Rawson Middle Grades Academy","=""0645611""",0,0,176,19,"*","*",0,202
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*","*","*",0,"*",212,225
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",44,86,0,9,48,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,469,6,7,"*","*",488
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",6,"*","*",6,0,"*",82,100
,,"Killingly Central School","=""0690111""","*",8,"*",19,0,29,427,493
,,"Killingly High School","=""0696111""",12,21,31,26,0,21,711,822
,,"Killingly Intermediate School","=""0695211""",11,15,18,18,0,53,697,812
,,"Killingly Memorial School","=""0690311""","*",13,"*",20,0,25,377,449
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*","*",9,44,0,"*",22,82
,,"Marine Science Magnet High School","=""2456114""","*","*",7,19,0,6,74,110
,,"Regional Multicultural Magnet School","=""2450114""","*",30,44,167,"*",67,227,539
,,"The Friendship School","=""2450214""","*",26,75,150,"*",26,230,509
,,"Connecticut River Academy at Goodwin University","=""2456014""",0,"*",88,82,0,"*",69,246
,,"Learn Special Education","=""2459014""",0,"*","*","*",0,0,20,28
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",10,7,25,"*",0,402,452
,,"Lebanon Middle School","=""0715111""",11,7,"*",10,0,"*",355,386
,,"Lyman Memorial High School","=""0716211""",6,"*","*",11,0,0,421,445
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",11,21,0,15,167,224
,,"Gallup Hill School","=""0720411""",38,17,25,35,"*","*",229,352
,,"Juliet W. Long School","=""0720311""","*",12,12,14,"*","*",223,270
,,"Ledyard Center School","=""0720111""",29,21,32,38,"*","*",288,413
,,"Ledyard High School","=""0726111""",46,"*",52,70,0,"*",720,934
,,"Ledyard Middle School","=""0725111""",19,"*",31,22,0,"*",303,390
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*",9,"*",20,"*",34,386,453
,,"Community Connection - The Big Picture High School","=""0736011""",0,0,0,"*",0,0,"*",24
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*",9,"*",17,0,"*",510,543
,,"Center School","=""0740211""",0,"*","*",13,8,"*",285,316
,,"Litchfield Intermediate School","=""0740311""",0,"*","*",7,"*","*",241,263
"Madison School District","=""0760011""","Dr. Robert H. Brown Elementary School","=""0760611""","*",20,"*",11,0,9,498,541
,,"Town Campus Learning Center","=""0769011""","*","*","*","*",0,0,34,40
,,"Walter C. Polson Middle School","=""0765211""","*",24,"*",13,"*",10,551,605
,,"Daniel Hand High School","=""0766111""",0,40,"*",22,"*",19,1161,1257
,,"Island Avenue Elementary School","=""0760211""",0,11,"*",9,0,"*",261,285
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,"*","*",20,0,13,430,473
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,15,"*","*",0,6,227,250
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""","*",8,103,100,"*","*",70,287
,,"Bowers School","=""0770111""","*","*",58,108,0,31,184,401
,,"Buckley School","=""0770311""","*",36,31,65,0,"*",276,438
,,"Elisabeth M. Bennet Academy","=""0771711""","*",26,86,81,0,"*",196,411
,,"Illing Middle School","=""0775311""","*",45,180,223,0,"*",344,836
,,"Manchester Head Start","=""0778011""","*",15,52,56,0,"*",59,194
,,"Manchester High School","=""0776111""",7,104,390,370,0,22,886,1779
,,"Manchester Regional Academy","=""0779011""","*",0,26,22,0,"*",42,93
,,"Robertson School","=""0771011""","*",84,121,86,0,"*",66,375
,,"Verplanck School","=""0771211""","*",41,108,139,0,"*",56,358
,,"Waddell School","=""0771311""","*",55,56,69,0,"*",133,343
,,"Washington School","=""0771411""",0,13,83,106,0,32,68,302
,,"Keeney School","=""0770611""",0,28,37,53,0,22,187,327
,,"Martin School","=""0771611""",0,"*",35,38,0,"*",157,252
,,"Manchester Transition Center","=""0779111""",0,0,"*","*",0,0,"*",9
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",34,16,173,"*","*",193,427
,,"Nathan Hale School","=""0800711""","*",20,60,277,"*",10,231,608
,,"Benjamin Franklin School","=""0800111""",6,17,53,197,0,8,214,495
,,"Casimir Pulaski School","=""0801111""","*",31,102,370,"*",14,183,705
,,"Francis T. Maloney High School","=""0806111""","*",17,177,581,"*",22,457,1259
,,"Hanover School","=""0800311""","*",18,31,183,"*",8,277,521
,,"Israel Putnam School","=""0800411""",6,23,70,266,"*","*",167,538
,,"John Barry School","=""0800511""","*",23,64,310,"*",6,102,510
,,"Lincoln Middle School","=""0805211""","*",10,83,349,"*",14,259,723
,,"Roger Sherman School","=""0800811""",6,17,55,307,0,10,135,530
,,"Washington Middle School","=""0805411""","*",16,119,407,"*",13,270,836
,,"Orville H. Platt High School","=""0806211""",0,20,172,489,6,24,389,1100
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",25,163,114,"*",13,385,705
,,"Keigwin Middle School","=""0831511""","*",14,77,47,0,"*",200,348
,,"Lawrence School","=""0831311""","*",52,61,44,0,"*",175,350
,,"Middletown High School","=""0836211""","*",72,313,172,0,"*",730,1314
,,"Moody School","=""0831211""","*",20,40,33,0,"*",227,338
,,"Bielefield School","=""0830211""",0,13,79,67,0,19,155,333
,,"Farm Hill School","=""0830511""",0,12,69,82,0,20,169,352
,,"Middletown Transition Center","=""0839111""",0,"*","*",0,0,0,"*",7
,,"Snow School","=""0831111""",0,25,79,55,0,15,194,368
,,"Spencer School","=""0830111""",0,12,54,47,0,12,210,335
,,"Wesley School","=""0831411""",0,"*",63,34,"*",17,198,328
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",22,9,13,"*",0,263,310
,,"East Shore Middle School","=""0845111""","*",17,21,23,0,"*",438,502
,,"J. F. Kennedy School","=""0841911""","*","*",37,37,0,0,315,424
,,"Jonathan Law High School","=""0846211""","*","*",67,88,0,0,795,1016
,,"Joseph A. Foran High School","=""0846311""","*",42,33,53,0,"*",860,993
,,"Mathewson School","=""0841711""","*",76,"*",22,0,0,295,405
,,"Harborside Middle School","=""0845211""",0,46,29,23,0,0,509,607
,,"Live Oaks School","=""0841611""",0,27,"*",15,0,"*",250,305
,,"Meadowside School","=""0840711""",0,88,24,"*","*",0,358,488
,,"Orange Avenue School","=""0840811""",0,36,"*",22,0,"*",332,401
,,"Orchard Hills School","=""0841811""",0,30,20,16,0,0,317,383
,,"Pumpkin Delight School","=""0841011""",0,26,28,35,0,0,303,392
,,"West Shore Middle School","=""0845311""",0,43,32,42,0,0,463,580
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*",29,"*",53,0,26,766,888
,,"Masuk High School","=""0856111""","*",39,20,76,0,"*",1131,1272
,,"Monroe Elementary School","=""0850111""","*",9,"*",22,0,7,338,380
,,"Stepney Elementary School","=""0850311""","*",20,"*",33,0,16,407,485
,,"Fawn Hollow Elementary School","=""0850511""",0,18,11,28,0,16,483,556
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",6,9,"*",30,"*",34,277,363
,,"Leonard J. Tyl Middle School","=""0865111""","*",63,24,56,"*",46,435,638
,,"Mohegan School","=""0860111""",11,63,19,33,0,52,198,376
,,"Montville High School","=""0866111""","*",63,34,54,"*",44,559,772
,,"Oakdale School","=""0860511""","*",19,"*",30,0,32,298,394
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",19,26
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*",21,54,126,"*",34,471,709
,,"Hillside Intermediate School","=""0880411""","*",13,23,83,"*",20,266,408
,,"Hop Brook Elementary School","=""0880511""","*","*",16,62,0,18,228,339
,,"Maple Hill School","=""0880311""","*",20,21,53,0,"*",250,359
,,"Naugatuck High School","=""0886111""","*",44,105,224,"*",45,923,1344
,,"Andrew Avenue School","=""0880811""",0,15,11,45,0,16,107,194
,,"Central Avenue School","=""0880111""",0,"*",17,68,0,"*",138,236
,,"Cross Street Intermediate School","=""0880211""",0,12,25,44,0,13,190,284
,,"Head Start","=""0888111""",0,6,"*",32,0,"*",60,105
,,"Salem School","=""0880611""",0,7,17,54,0,12,139,229
,,"Western School","=""0880711""",0,9,17,61,0,13,192,292
,,"Central Avenue Preschool","=""0888211""",0,0,"*","*",0,"*",14,20
"New Britain School District","=""0890011""","DiLoreto Elementary & Middle School","=""0891111""","*","*",46,747,0,"*",122,923
,,"Gaffney Elementary School","=""0890511""","*",19,71,255,0,"*",206,563
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""","*",8,24,49,0,"*",78,165
,,"Jefferson Elementary School","=""0890711""","*",45,49,198,"*",12,167,473
,,"Lincoln Elementary School","=""0890811""","*",13,78,399,0,"*",147,649
,,"New Britain High School","=""0896111""","*",64,428,1375,"*",18,626,2516
,,"Northend Elementary School","=""0890911""","*",8,46,245,0,"*",49,357
,,"Pulaski Middle School","=""0895311""","*",17,74,347,0,"*",86,531
,,"Smith Elementary School","=""0891311""","*",18,111,380,"*",17,130,660
,,"Vance Elementary School","=""0891511""","*","*",102,311,0,13,141,577
,,"Holmes Elementary School","=""0890611""",0,"*",59,199,0,"*",134,411
,,"Chamberlain Elementary School","=""0890311""",0,9,92,305,0,9,113,528
,,"Roosevelt Middle School","=""0895111""",0,"*",87,298,"*","*",49,442
,,"Slade Middle School","=""0895211""",0,11,140,409,0,9,130,699
,,"Smalley Elementary School","=""0891211""",0,"*",103,383,0,"*",76,571
,,"Brookside School","=""0899111""",0,0,6,27,0,"*","*",39
,,"CLIMB","=""0899411""",0,0,"*",18,0,0,"*",30
,,"The Catalyst Academy","=""0899011""",0,0,"*",22,0,"*","*",31
"New Canaan School District","=""0900011""","East School","=""0900411""","*",34,11,16,0,"*",452,522
,,"New Canaan High School","=""0906111""",12,45,16,37,"*","*",1184,1310
,,"Saxe Middle School","=""0905111""","*",38,"*",41,0,18,1120,1232
,,"West School","=""0900311""","*",13,"*",17,0,9,470,511
,,"South School","=""0900211""",0,49,"*",23,0,"*",497,586
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",16,11,59,0,"*",492,588
,,"New Fairfield Elementary School","=""0910211""","*",12,"*",29,0,13,534,593
,,"New Fairfield High School","=""0916111""",0,17,15,54,0,6,912,1004
,,"New Fairfield Middle School","=""0915211""",0,"*","*",45,0,12,613,684
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*",12,68,168,0,"*",302,554
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",180,214,0,"*",162,562
,,"Celentano BioTech, Health and Medical Magnet School","=""0934811""","*",9,283,108,0,"*",41,444
,,"Conte/West Hills Magnet School","=""0933111""","*",8,302,252,0,"*",36,601
,,"Davis Academy for Arts & Design Innovation","=""0930911""","*",11,316,65,0,"*",118,514
,,"East Rock Community Magnet School","=""0934611""","*",10,209,168,0,"*",28,421
,,"Edgewood School","=""0931211""","*","*",234,69,0,0,132,445
,,"Fair Haven School","=""0931611""","*","*",118,529,0,0,27,690
,,"James Hillhouse High School","=""0936211""","*","*",750,197,0,"*",22,980
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",76,433,0,0,14,527
,,"King/Robinson Magnet School","=""0933011""","*",14,412,65,0,"*",84,579
,,"Roberto Clemente Leadership Academy for Global Awareness","=""0934211""","*","*",250,261,0,"*",19,535
,,"Ross/Woodward School","=""0931011""","*",15,208,218,0,"*",129,575
,,"Truman School","=""0932911""","*","*",110,404,0,0,11,527
,,"West Rock Authors Academy","=""0934911""","*","*",139,67,0,0,35,245
,,"Wilbur Cross High School","=""0936111""","*",29,453,602,0,"*",151,1239
,,"Worthington Hooker School","=""0933811""","*",98,72,24,0,"*",234,431
,,"Zigler PreK Center","=""0938311""","*","*",178,68,0,0,15,263
,,"Barack H. Obama Magnet University School","=""0932811""",0,"*",193,197,0,"*",26,422
,,"Barnard Environmental Magnet School","=""0930211""",0,"*",320,124,0,"*",112,561
,,"Beecher School","=""0930311""",0,7,308,80,0,0,75,470
,,"Betsy Ross Arts and Design Academy","=""0935511""",0,"*",209,122,0,"*",145,489
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""",0,22,192,225,0,0,58,497
,,"Brennan Rogers School","=""0932111""",0,"*",248,70,0,0,"*",344
,,"Clinton Avenue School","=""0930611""",0,"*",126,413,0,0,"*",563
,,"Cooperative High School - Inter-District Magnet","=""0936411""",0,15,326,145,0,0,169,655
,,"Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,"*",160,35,0,0,"*",209
,,"Engineering - Science University Magnet School","=""0931711""",0,23,156,57,0,0,84,320
,,"Family Academy of Multilingual Exploration","=""0934111""",0,"*",22,437,0,0,"*",473
,,"High School In The Community","=""0936611""",0,"*",121,96,0,"*",53,273
,,"Hill Central Music Academy","=""0930711""",0,"*",97,286,0,0,"*",392
,,"Hill Regional Career High School","=""0936311""",0,52,303,210,0,0,138,703
,,"John C. Daniels","=""0931311""",0,8,106,336,0,0,91,541
,,"Lincoln-Bassett School","=""0932011""",0,"*",287,65,0,0,"*",359
,,"Lulac","=""0938011""",0,"*",104,270,0,0,"*",386
,,"Mauro-Sheridan Magnet School","=""0931911""",0,"*",230,193,0,"*",126,563
,,"Metropolitan Business Academy","=""0936011""",0,9,151,117,0,0,62,339
,,"New Haven Academy","=""0937011""",0,"*",148,61,0,0,"*",262
,,"Sound School","=""0936711""",0,6,27,76,0,0,228,337
,,"Wexler/Grant - Lincoln/Bassett Community School","=""0933211""",0,"*",344,38,0,"*",12,398
,,"ASPIRE","=""0935611""",0,0,24,9,0,0,0,33
,,"Augusta Lewis Troup School","=""0931511""",0,0,351,154,0,"*","*",514
,,"Dwight Early Childhood Program","=""0938211""",0,0,39,"*",0,0,"*",48
,,"Early Learning Center","=""0938111""",0,0,95,"*",0,0,"*",121
,,"Polly T. McCabe Center","=""0939211""",0,0,18,"*",0,0,"*",26
,,"Riverside Education Academy","=""0939111""",0,0,88,"*",0,0,"*",128
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",8,169,290,"*",21,80,571
,,"C.B. Jennings International Elementary Magnet","=""0950311""","*","*",75,411,0,14,25,529
,,"Harbor School","=""0950211""","*",9,96,103,"*",17,74,305
,,"Nathan Hale Arts Magnet School","=""0950911""","*","*",74,126,0,27,51,284
,,"New London Clinical Day Program","=""0959111""","*",0,7,9,0,0,"*",22
,,"New London High School","=""0956111""",15,19,272,402,0,28,198,934
,,"Winthrop STEM Elementary Magnet School","=""0950811""",0,"*",108,120,"*",28,55,319
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","*",27,10,70,0,"*",340,458
,,"Sarah Noble Intermediate School","=""0960911""","*",41,"*",84,0,21,868,1035
,,"John Pettibone School","=""0960711""",0,14,8,54,0,16,343,435
,,"New Milford High School","=""0966111""",0,62,25,102,0,12,1310,1511
,,"Northville Elementary School","=""0960811""",0,10,9,36,0,12,457,524
,,"Schaghticoke Middle School","=""0965211""",0,30,15,70,0,9,573,697
,,"Litchfield Hills Transition Center","=""0969011""",0,0,0,"*",0,0,"*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",21,17,48,0,"*",197,299
,,"John Wallace Middle School","=""0945311""","*",60,45,106,0,"*",437,678
,,"Martin Kellogg Middle School","=""0945111""","*",42,"*",111,0,27,388,590
,,"Newington High School","=""0946111""","*",118,74,179,0,"*",1033,1449
,,"Anna Reynolds School","=""0940611""",0,55,11,75,0,25,304,470
,,"John Paterson School","=""0940811""",0,39,33,53,0,20,314,459
,,"Ruth Chaffee School","=""0940711""",0,41,25,78,0,18,246,408
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*",63,"*",81,0,22,1557,1740
,,"Reed Intermediate School","=""0970511""","*",27,16,36,0,"*",790,878
,,"Hawley Elementary School","=""0970111""",0,16,"*",20,0,"*",339,384
,,"Head O'Meadow Elementary School","=""0970411""",0,"*",0,15,0,"*",317,342
,,"Middle Gate Elementary School","=""0970311""",0,20,"*",25,0,"*",411,476
,,"Newtown Middle School","=""0975111""",0,20,13,37,0,8,793,871
,,"Newtown Preschool","=""0978011""",0,"*","*","*",0,0,75,82
,,"Sandy Hook Elementary School","=""0970211""",0,36,"*",32,0,"*",436,521
,,"STARR","=""0979011""",0,0,0,0,0,0,"*","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*",11,"*",18,0,0,532,573
,,"Totoket Valley Elementary School","=""0990611""","*",11,"*",18,0,0,453,494
,,"Jerome Harrison School","=""0990411""",0,"*",13,21,0,"*",417,462
,,"North Branford High School","=""0996111""",0,16,17,39,0,0,577,649
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","*","*","*",31,0,9,262,308
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*",19,9,19,0,"*",336,393
,,"Green Acres Elementary School","=""1010711""","*",38,15,28,0,"*",295,387
,,"North Haven High School","=""1016111""","*",76,70,85,"*",25,926,1186
,,"North Haven Middle School","=""1015211""","*",64,25,40,0,"*",650,797
,,"Montowese Elementary School","=""1010211""",0,24,"*",23,0,"*",307,364
,,"Ridge Road Elementary School","=""1010311""",0,24,11,25,0,16,345,421
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*","*",6,13,0,7,349,384
,,"Wheeler Middle School","=""1025111""","*","*","*","*",0,"*",162,181
,,"Wheeler High School","=""1026111""",0,"*",7,"*",0,"*",201,216
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",10,94,476,584,0,10,556,1730
,,"Jefferson Marine Science Elementary School","=""1030711""","*",70,123,301,0,"*",79,584
,,"Marvin Elementary School","=""1032211""","*",22,80,210,0,"*",189,509
,,"Ponus Ridge STEAM Academy","=""1035311""","*",28,165,250,0,"*",160,609
,,"West Rocks Middle School","=""1035411""","*",32,137,235,0,"*",253,664
,,"Brookside Elementary School","=""1030211""",0,18,88,303,0,8,122,539
,,"Concord Magnet School","=""1030311""",0,"*",82,52,0,"*",142,310
,,"Cranbury Elementary School","=""1030411""",0,26,62,116,0,0,270,474
,,"Fox Run Elementary School","=""1032011""",0,30,78,121,0,13,246,488
,,"Kendall College & Career Academy","=""1030811""",0,"*",125,274,0,"*",77,497
,,"Naramake Elementary School","=""1032111""",0,"*",61,157,0,"*",226,468
,,"Nathan Hale Middle School","=""1035211""",0,"*",106,197,0,"*",284,613
,,"Norwalk High School","=""1036111""",0,59,315,467,0,8,682,1531
,,"Roton Middle School","=""1035511""",0,"*",98,173,0,"*",153,440
,,"Rowayton School","=""1031311""",0,"*",59,88,0,"*",293,454
,,"Silvermine Dual Language Magnet School","=""1032311""",0,15,73,252,0,12,76,428
,,"Tracey Magnet School","=""1031411""",0,16,104,181,0,12,88,401
,,"Wolfpit Integrated Arts Elementary School","=""1032411""",0,"*",53,78,0,"*",151,301
,,"Norwalk Pathways Academy at Briggs","=""1036311""",0,0,31,32,0,0,6,69
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",54,117,235,312,53,141,1403,2315
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*",0,11,10,0,"*",18,44
,,"John B. Stanton School","=""1041411""","*","*",69,117,0,41,136,402
,,"Kelly STEAM Magnet Middle School","=""1045111""","*",30,120,162,"*",48,256,624
,,"Moriarty Magnet School","=""1042011""","*","*",94,107,0,25,182,426
,,"Samuel Huntington School","=""1040811""","*",20,53,93,"*",40,255,463
,,"Teachers' Memorial Middle School","=""1045211""","*",71,93,125,"*",40,154,494
,,"Thames River Academy","=""1046111""","*","*",7,17,0,6,42,76
,,"Thomas W. Mahan School","=""1041711""","*",61,50,85,0,"*",112,344
,,"Uncas Elementary School","=""1041911""","*",20,63,118,"*",40,83,331
,,"Veterans' Memorial School","=""1041811""","*","*",64,79,0,30,116,320
,,"Bishop School Early Learning Center","=""1040111""",0,"*","*",9,0,0,0,17
,,"Wequonnoc Magnet School","=""1041511""",0,"*",48,74,"*",43,92,260
,,"Hickory Street School","=""1049011""",0,0,"*",6,0,"*",6,16
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",26,64,51,"*",17,152,314
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",37,13,12,0,"*",255,319
,,"Mary L. Tracy School","=""1070211""",0,13,0,"*",0,"*",147,170
,,"Peck Place School","=""1070511""",0,42,"*",12,0,"*",329,393
,,"Race Brook School","=""1070311""",0,49,10,24,0,7,298,388
"Oxford School District","=""1080011""","Great Oak Elementary School","=""1080111""","*",11,"*",21,0,10,469,518
,,"Quaker Farms School","=""1080311""","*",12,"*",40,0,9,438,504
,,"Oxford High School","=""1086011""",0,"*",20,23,0,"*",524,584
,,"Oxford Middle School","=""1085111""",0,11,7,32,0,14,468,532
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*",7,13,"*",0,"*",346,375
,,"Plainfield Central School","=""1095111""",11,9,18,12,0,0,545,595
,,"Plainfield High School","=""1096111""","*",21,22,24,0,"*",680,758
,,"Plainfield Memorial School","=""1090311""",6,12,21,7,0,0,361,407
,,"Shepard Hill Elementary School","=""1090411""","*",6,29,11,"*",0,365,416
,,"Early Childhood Center","=""1098011""",0,"*",0,"*",0,0,14,16
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","*",10,22,46,0,"*",184,271
,,"Louis Toffolon School","=""1100511""","*","*",12,42,0,16,279,360
,,"Plainville High School","=""1106111""","*",14,36,72,"*",18,608,755
,,"Linden Street School","=""1100211""",0,7,12,64,0,18,330,431
,,"Middle School of Plainville","=""1105211""",0,12,24,69,0,22,420,547
,,"Prekindergarten Program","=""1108011""",0,"*","*","*",0,"*",34,42
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",8,17,0,"*",393,427
,,"Harry S. Fisher Elementary School","=""1110411""","*",8,8,11,"*","*",317,349
,,"Plymouth Center School","=""1110211""","*","*","*",23,0,"*",331,364
,,"Terryville High School","=""1116111""","*",6,15,9,0,"*",474,508
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*",16,7,10,0,"*",436,471
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*","*","*",14,0,9,185,219
,,"Brownstone Intermediate School","=""1130511""",0,"*",6,15,"*",6,212,245
,,"Portland High School","=""1136111""",0,"*",9,12,0,"*",328,360
,,"Portland Middle School","=""1135111""",0,"*","*",12,0,11,196,230
,,"Valley View School","=""1130211""",0,6,6,28,0,15,257,312
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*","*","*","*",114,129
,,"Preston Veterans' Memorial School","=""1140411""","*","*",7,9,"*","*",233,267
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","*",9,"*",44,"*",22,583,667
,,"Putnam High School","=""1166111""","*","*","*",19,0,14,256,299
,,"Putnam Middle School","=""1165111""","*",0,"*",14,0,18,249,288
,,"Helping Hands","=""1169011""",0,0,0,"*",0,0,"*","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",16,"*",25,"*",28,514,592
,,"Redding Elementary School","=""1170111""",0,"*","*",21,0,45,532,615
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*",6,24,0,"*",301,338
,,"Valley Regional High School","=""2046112""","*",6,6,20,0,"*",580,619
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",45,8,28,0,"*",302,390
,,"Amity Regional High School","=""2056112""","*",172,45,59,0,"*",1373,1657
,,"Amity Middle School: Bethany","=""2055112""",0,30,15,"*",0,"*",319,378
