"Student Counts by School and Race"
"All Districts, All Schools"
"2018-19"

"",,,,"Race",,,,,,,
,,"Jennings School","=""0511711""",0,14,9,29,0,21,222,295
,,"McKinley School","=""0510611""",0,44,28,144,0,27,195,438
,,"North Stratfield School","=""0511611""",0,28,9,38,0,20,282,377
,,"Osborn Hill School","=""0511811""",0,32,7,25,0,25,329,418
,,"Riverfield School","=""0511211""",0,20,"*",27,0,"*",339,406
,,"Roger Ludlowe Middle School","=""0515311""",0,32,7,55,0,25,711,830
,,"Stratfield School","=""0511411""",0,17,7,51,0,21,336,432
,,"Walter Fitzgerald Campus","=""0510311""",0,0,0,"*",0,0,"*",23
,,"Early Childhood Center at Stratfield","=""0510811""",0,0,0,0,0,0,7,7
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",243,62,73,0,"*",849,1246
,,"West Woods Upper Elementary School","=""0520511""","*",166,41,58,0,"*",373,661
,,"East Farms School","=""0520411""",0,132,26,37,0,26,206,427
,,"Farmington Alternative High School","=""0520611""",0,"*",0,"*",0,"*",6,9
,,"Farmington Collaborative PK","=""0528011""",0,14,6,13,0,7,69,109
,,"Irving A. Robbins Middle School","=""0525111""",0,156,27,54,0,13,405,655
,,"Noah Wallace School","=""0520211""",0,82,19,31,0,17,205,354
,,"Union School","=""0520111""",0,52,14,38,0,27,184,315
,,"West District School","=""0520311""",0,58,12,32,0,16,188,306
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",87,"*",50,0,31,301,483
,,"Glastonbury High School","=""0546111""","*",210,67,158,"*",89,1470,2001
,,"Hopewell School","=""0540611""","*",68,"*",44,0,27,328,477
,,"Links Academy","=""0540111""","*",0,0,8,0,"*",23,33
,,"Smith Middle School","=""0545211""","*",108,"*",86,0,45,681,952
,,"Gideon Welles School","=""0540811""",0,54,13,54,0,31,316,468
,,"Glastonbury Transition Academy","=""0541411""",0,"*","*","*",0,0,13,17
,,"Hebron Avenue School","=""0540411""",0,62,7,41,0,20,302,432
,,"Naubuc School","=""0540711""",0,41,31,85,0,37,201,395
,,"Nayaug Elementary School","=""0540911""",0,26,12,55,0,32,438,563
,,"PreK-Eastbury","=""0540511""",0,6,"*",10,0,"*",35,56
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",31,27,0,25,562,655
,,"Granby Memorial Middle School","=""0565111""","*","*",18,15,0,15,354,407
,,"Wells Road Intermediate School","=""0560311""","*",12,24,16,0,"*",345,412
,,"Kelly Lane Primary School","=""0560411""",0,8,24,16,0,10,339,397
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","*",0,224,209,"*",7,22,465
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*",42,"*",63,0,26,272,411
,,"Greenwich High School","=""0576111""","*",199,78,588,"*",86,1789,2746
,,"Hamilton Avenue School","=""0570511""","*",18,38,212,0,"*",102,389
,,"International School At Dundee","=""0571311""","*",90,"*",52,0,37,184,369
,,"Julian Curtiss School","=""0570311""","*",25,"*",106,0,22,150,320
,,"New Lebanon School","=""0570611""","*",16,9,149,0,"*",47,229
,,"North Street School","=""0570811""","*",21,"*",34,0,40,315,417
,,"Western Middle School","=""0575311""","*",46,38,249,0,"*",280,638
,,"Central Middle School","=""0575111""",0,39,14,122,0,32,376,583
,,"Community Connections","=""0571211""",0,"*","*","*",0,0,11,19
,,"Cos Cob School","=""0570211""",0,35,"*",82,0,"*",258,411
,,"Eastern Middle School","=""0575211""",0,86,11,103,0,32,613,845
,,"North Mianus School","=""0570711""",0,95,"*",75,0,"*",293,492
,,"Old Greenwich School","=""0570911""",0,25,0,48,0,34,345,452
,,"Parkway School","=""0571111""",0,14,0,23,0,8,206,251
,,"Riverside School","=""0571011""",0,25,0,83,0,16,360,484
,,"Windrose","=""0571511""",0,0,"*",8,0,0,"*",20
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*",8,18,73,"*",51,539,695
,,"Griswold High School","=""0586211""","*",16,12,34,"*",23,420,520
,,"Griswold Middle School","=""0585111""","*","*",17,42,0,39,427,536
,,"Griswold Soule Street Academy","=""0580111""",0,0,"*","*",0,"*",10,14
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",26,22,85,"*",44,310,494
,,"Catherine Kolnaski Magnet School","=""0592011""","*",48,39,126,"*",52,161,430
,,"Central Office Academy","=""0590611""","*",0,0,6,0,"*",8,17
,,"Charles Barnum Magnet School","=""0591811""","*",12,28,80,"*",35,210,368
,,"Claude Chester School","=""0590311""","*",22,30,113,"*",59,100,334
,,"Robert E. Fitch High School","=""0596111""",17,72,98,185,6,84,574,1036
,,"S. B. Butler School","=""0590111""","*",13,13,52,"*",29,207,318
,,"Thames River Magnet School","=""0591711""","*",36,21,91,"*",31,202,385
,,"West Side Middle School","=""0595211""","*",22,48,139,"*",52,211,476
,,"Northeast Academy Magnet School","=""0591911""",0,19,"*",44,"*",33,307,411
,,"Transition Academy","=""0591011""",0,0,"*","*",0,"*",11,15
,,"New Beginnings Alternative Program","=""0590211""",0,0,"*","*","*","*",6,15
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*",27,"*",47,"*",24,473,579
,,"A. Baldwin Middle School","=""0600711""",0,22,8,40,0,19,413,502
,,"A. W. Cox School","=""0600611""",0,"*","*",18,0,12,225,266
,,"Calvin Leete School","=""0600411""",0,"*","*",10,0,15,215,248
,,"Guilford High School","=""0606111""",0,47,14,82,0,31,921,1095
,,"Guilford Lakes School","=""0600211""",0,17,"*",26,0,"*",248,310
,,"Melissa Jones School","=""0600311""",0,7,"*",16,"*",15,248,291
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*",9,120,108,"*",15,29,283
,,"Hamden High School","=""0626111""",6,115,453,284,0,63,533,1454
,,"Shepherd Glen School","=""0620111""","*",65,95,61,0,"*",59,297
,,"West Woods School","=""0621411""","*",45,53,39,0,"*",182,341
,,"Alice Peck Learning Center","=""0628011""",0,15,27,19,0,11,42,114
,,"Bear Path School","=""0621211""",0,26,57,76,0,26,236,421
,,"Church Street IIC","=""0621311""",0,"*",7,8,0,0,"*",20
,,"Dunbar Hill IIC","=""0621511""",0,"*",9,6,0,0,"*",19
,,"Dunbar Hill School","=""0620311""",0,"*",109,62,"*",21,65,271
,,"Hamden Middle School","=""0625211""",0,54,292,181,0,50,323,900
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*",6,0,0,0,"*",12
,,"Helen Street IIC","=""0621611""",0,"*","*",6,0,0,"*",12
,,"Helen Street School","=""0620411""",0,10,142,107,0,16,39,314
,,"Ridge Hill IIC","=""0621711""",0,"*",12,"*",0,0,"*",22
,,"Ridge Hill School","=""0621111""",0,24,84,103,0,11,83,305
,,"Spring Glen School","=""0621011""",0,"*",65,49,"*",35,281,441
,,"Wintergreen Program","=""0620711""",0,"*",16,7,0,"*","*",32
,,"Bear Path IIC","=""0620911""",0,0,9,"*",0,"*",6,24
,,"Hamden Collaborative Learning Center","=""0620511""",0,0,24,"*",0,"*",12,46
,,"West Woods IIC","=""0621811""",0,0,"*","*",0,0,0,8
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*","*",0,"*",0,6,82,93
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",78,64,188,"*",6,48,391
,,"Breakthrough Magnet School, North","=""0643511""","*",63,122,65,"*",21,20,296
,,"Breakthrough Magnet School, South","=""0643311""","*",24,79,175,0,"*",59,350
,,"Burns Latino Studies Academy","=""0640611""","*","*",57,380,0,0,19,467
,,"Burr Middle School","=""0642311""",6,10,70,437,"*","*",20,546
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",15,96,452,0,"*",24,596
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",29,70,371,0,"*",117,607
,,"HPHS Nursing and Health Sciences Academy","=""0647511""","*",15,114,202,0,"*",11,344
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",48,272,485,"*",53,192,1057
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",57,50,23,0,"*",12,151
,,"High School, Inc.","=""0647611""","*",0,81,102,0,"*","*",190
,,"Kennelly School","=""0641011""","*",6,85,501,7,"*",22,626
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*","*",179,403,0,45,177,833
,,"Milner Middle School","=""0641911""","*",0,126,191,0,"*",7,329
,,"Montessori Magnet at Batchelder School","=""0640511""","*",11,58,177,0,"*",85,345
,,"Montessori Magnet at Fisher School","=""0643711""","*",35,152,63,0,"*",84,352
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",20,53,369,"*","*",75,521
,,"Parkville Community School","=""0641511""","*","*",47,375,"*","*",20,451
,,"Pathways Academy of Technology and Design","=""0646611""","*","*",133,173,0,13,99,428
,,"Pre-K Integrated - Parkville School","=""0640410""","*","*","*",13,0,0,"*",19
,,"Rawson School","=""0641711""","*",0,268,83,"*",8,0,362
,,"Renzulli Gifted and Talented Academy","=""0644011""","*","*",53,49,0,6,9,123
,,"Sport and Medical Sciences Academy","=""0646511""","*",30,155,314,0,"*",150,679
,,"University High School of Science and Engineering","=""0646711""","*",41,176,84,"*",17,109,431
,,"Webster Micro Society Magnet School","=""0642011""","*",45,281,163,0,"*",104,622
,,"Betances STEM Magnet School","=""0643811""",0,23,78,151,"*","*",46,308
,,"Bulkeley High School","=""0647111""",0,15,202,439,"*","*",13,680
,,"Capital Preparatory Magnet School","=""0646911""",0,11,323,121,0,25,43,523
,,"Classical Magnet School","=""0646411""",0,"*",230,182,"*",20,85,533
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,"*",9,32,0,"*","*",44
,,"Expeditionary Learning Academy at Moylan School","=""0643211""",0,"*",53,470,0,"*",24,551
,,"Global Communications Academy","=""0643611""",0,"*",345,238,0,8,"*",599
,,"Great Path Academy at CT State Manchester","=""0647911""",0,"*",107,130,0,"*",73,326
,,"HPHS Engineering and Green Technology Academy","=""0647211""",0,11,144,198,"*","*",13,370
,,"HPHS Law and Government Academy","=""0647411""",0,"*",119,192,"*","*",6,324
,,"Journalism and Media Academy","=""0647711""",0,"*",94,70,0,"*","*",170
,,"M. D. Fox School","=""0640811""",0,31,67,481,0,0,13,592
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",133,43,0,"*","*",182
,,"McDonough Middle School","=""0641211""",0,"*",35,249,0,0,"*",294
,,"Pre-K Integrated - Naylor School","=""0640510""",0,"*",0,11,0,0,"*",15
,,"Pre-K Integrated - West Middle School","=""0640610""",0,"*",7,"*",0,0,0,15
,,"STEM Magnet at Annie Fisher School","=""0642511""",0,59,166,51,"*","*",72,366
,,"Sanchez School","=""0643011""",0,"*",46,373,0,"*","*",424
,,"West Middle School","=""0642111""",0,32,184,248,0,"*","*",480
,,"Wish Museum School","=""0642211""",0,"*",185,306,0,"*","*",502
,,"iGOAL 1 - Burns School","=""0644711""",0,"*","*",21,0,0,0,28
,,"iGOAL 1 - HPHS","=""0644911""",0,"*",11,12,0,0,"*",25
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,"*","*",16,0,0,0,20
,,"Capital Community College Magnet Academy","=""0643911""",0,0,7,"*",0,"*","*",11
,,"Culinary Arts Academy at Weaver High School","=""0646011""",0,0,11,13,0,0,0,24
,,"Pre-K Integrated - Burr School","=""0640310""",0,0,6,20,0,"*","*",29
,,"RISE - Bulkeley High School","=""0648311""",0,0,"*",12,0,0,"*",19
,,"RISE - Hartford Public High School","=""0648211""",0,0,6,19,0,0,0,25
,,"RISE - M.D. Fox School","=""0645911""",0,0,7,11,0,0,0,18
,,"RISE - West Middle School","=""0644611""",0,0,"*","*",0,0,0,"*"
,,"SAND School","=""0640111""",0,0,138,253,0,"*","*",395
,,"STEP at Hartford Public High School","=""0648411""",0,0,14,17,0,0,0,31
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,10
,,"iGOAL 1 - McDonough Middle School","=""0648911""",0,0,"*","*",0,0,0,17
,,"iGOAL 1 - Milner School","=""0640110""",0,0,"*",11,0,0,"*",15
,,"iGOAL 1 - Moylan School","=""0649811""",0,0,"*","*",0,"*",0,"*"
,,"iGOAL 1 - Parkville School","=""0648711""",0,0,"*",6,0,0,"*",9
,,"iGOAL 1 - Rawson School","=""0644411""",0,0,9,"*",0,"*",0,18
,,"iGOAL 2 - Kennelly School","=""0640210""",0,0,"*","*",0,0,0,"*"
,,"iGOAL 2 - Moylan School","=""0648511""",0,0,6,7,0,0,0,13
,,"iGOAL 2 - Weaver High School","=""0645011""",0,0,6,9,0,0,0,15
,,"iGOAL Pre-K - Naylor School","=""0640710""",0,0,"*","*",0,0,0,10
,,"iGOAL Pre-K - Rawson School","=""0640810""",0,0,"*","*",0,0,0,"*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",47,"*",52,0,39,165,337
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",49,160,"*","*",54,278
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*","*","*",43,0,41,300,392
,,"Killingly High School","=""0696111""",9,14,22,64,0,40,663,812
,,"Killingly Intermediate School","=""0695211""","*",24,15,60,"*",31,515,648
,,"Killingly Memorial School","=""0690311""","*",7,"*",43,0,29,403,493
,,"Goodyear Early Childhood Center","=""0698011""",0,"*","*",7,0,12,94,118
"Learn","=""2450014""","Connecticut River Academy at Goodwin University","=""2456014""","*",14,97,262,"*",15,86,476
,,"Marine Science Magnet High School","=""2456114""","*",9,"*",31,0,20,203,271
,,"Regional Multicultural Magnet School","=""2450114""","*",11,70,208,"*",70,159,520
,,"Riverside Magnet School at Goodwin University","=""2450314""","*",11,126,189,"*",26,109,464
,,"The Friendship School","=""2450214""","*",14,55,197,"*",49,184,503
,,"Three Rivers Middle College Magnet School","=""2456214""","*","*","*",14,0,7,42,67
,,"Dual Language & Arts Magnet Middle School","=""2455014""",0,"*",16,65,"*",21,42,146
,,"LEARN Transition Academy","=""2450414""",0,"*",0,"*",0,0,"*","*"
,,"Learn ABA Program at Center School","=""2451214""",0,"*","*",6,0,"*","*",15
,,"Learn High School","=""2450614""",0,"*",0,"*",0,0,"*","*"
,,"LEARN SAILS Program","=""2451614""",0,0,"*","*",0,"*",6,11
,,"Learn Intensive Program","=""2451114""",0,0,"*","*",0,"*","*",15
,,"Learn SAILS Middle School Program","=""2450814""",0,0,"*","*",0,"*","*",7
,,"LEARN Integrated Program at TFS","=""2451514""",0,0,0,"*",0,0,0,"*"
,,"Learn Pathways Program","=""2450514""",0,0,0,"*",0,0,"*","*"
,,"LEARN Diagnostic and Wellness Center","=""2451414""",0,0,0,0,0,0,"*","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",6,6,22,"*","*",325,366
,,"Lebanon Middle School","=""0715111""","*",7,"*",20,"*","*",257,299
,,"Lyman Memorial High School","=""0716211""","*","*","*",10,"*",0,303,325
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",18,10,28,"*",11,207,277
,,"Gallup Hill School","=""0720411""",20,10,"*",41,"*",30,199,312
,,"Ledyard Center School","=""0720111""",12,13,"*",36,"*",23,277,374
,,"Ledyard High School","=""0726111""","*",26,53,78,"*",29,557,766
,,"Ledyard Middle School","=""0725111""",18,"*",24,53,"*",19,257,382
,,"Ledyard Transition Academy","=""0720511""","*",0,"*",0,0,0,7,9
,,"Juliet W. Long School","=""0720311""",0,"*",16,21,"*",17,235,297
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",45,"*",49,0,33,937,1072
,,"Dr. Robert H. Brown Elementary School","=""0760611""","*",15,"*",17,"*",22,321,380
,,"Island Avenue Elementary School","=""0760211""",0,"*","*",21,0,8,224,261
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,16,0,20,0,13,293,342
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,13,0,"*",0,"*",169,194
,,"Town Campus Learning Center","=""0769011""",0,"*",0,"*","*",0,44,50
,,"Walter C. Polson Middle School","=""0765211""",0,"*","*",24,0,21,364,423
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*",41,89,79,0,"*",154,366
,,"Elisabeth M. Bennet Academy","=""0771711""","*",75,233,296,"*",27,289,922
,,"Highland Park School","=""0770411""","*",14,47,38,0,"*",113,221
,,"Illing Middle School","=""0775311""",6,52,181,243,0,36,285,803
,,"Manchester High School","=""0776111""","*",128,399,452,"*",77,562,1628
,,"New Horizons","=""0770711""","*","*",8,9,0,0,6,25
,,"Verplanck School","=""0771211""","*",16,86,107,0,"*",55,269
,,"Waddell School","=""0771311""","*",96,110,122,"*",9,141,481
,,"Washington School","=""0771411""","*","*",74,104,0,10,58,251
,,"Bowers School","=""0770111""",0,15,71,95,"*","*",154,340
,,"Elementary Site 2","=""0771111""",0,"*",0,0,0,0,"*","*"
,,"Keeney School","=""0770611""",0,28,47,60,"*","*",147,285
,,"Manchester Head Start","=""0778011""",0,"*",54,72,0,"*",50,188
,,"Manchester Preschool - Site 2","=""0770811""",0,7,"*","*",0,0,19,34
,,"Manchester Regional Academy","=""0779011""",0,"*",20,20,0,"*",24,67
,,"Manchester Transition Center","=""0779111""",0,"*",6,8,0,0,"*",22
,,"Martin School","=""0771611""",0,15,51,55,"*","*",102,227
,,"Manchester High School-Site 2","=""0770211""",0,0,9,17,0,0,15,41
,,"Manchester Middle Academy","=""0771511""",0,0,"*",11,0,"*",9,27
"Mansfield School District","=""0780011""","Mansfield Elementary at Vinton","=""0780411""","*",25,10,34,0,"*",141,220
,,"Mansfield Middle School","=""0785111""","*",63,"*",70,0,24,383,553
,,"Southeast Elementary School","=""0780511""","*",24,9,22,0,"*",125,183
,,"Mansfield Elementary at Goodwin","=""0780211""",0,34,"*",16,0,"*",120,186
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,9,23,192,0,14,167,405
,,"Casimir Pulaski School","=""0801111""","*","*",62,359,0,30,117,582
,,"Community Classroom Collaborative","=""0800211""","*",0,"*","*",0,0,"*",11
,,"John Barry School","=""0800511""","*","*",59,374,0,20,58,518
,,"Lincoln Middle School","=""0805211""","*","*",93,436,0,23,193,761
,,"Orville H. Platt High School","=""0806211""","*","*",111,524,0,33,244,931
,,"Roger Sherman School","=""0800811""","*",7,37,321,"*",22,98,487
,,"Washington Middle School","=""0805411""","*","*",82,371,0,27,259,755
,,"Nathan Hale School","=""0800711""",0,9,67,339,0,22,159,596
,,"Benjamin Franklin School","=""0800111""",0,"*",32,194,"*",12,103,353
,,"Francis T. Maloney High School","=""0806111""",0,43,119,575,0,42,355,1134
,,"Hanover School","=""0800311""",0,"*","*",246,0,21,178,463
,,"Israel Putnam School","=""0800411""",0,18,42,262,0,25,142,489
,,"PRIDE","=""0802611""",0,"*",8,50,0,"*",33,99
,,"SOAR - High","=""0802511""",0,"*","*",6,0,0,"*",12
,,"STARS - HS","=""0801811""",0,"*","*",9,0,0,"*",16
,,"TLC - MHS","=""0802011""",0,"*","*",6,0,0,"*",14
,,"TLC - PHS","=""0801911""",0,"*","*",7,0,"*","*",13
,,"Community Collaborative Classroom - ACADEMY","=""0802111""",0,0,"*","*",0,0,"*",8
,,"SOAR - LMS","=""0802311""",0,0,"*",10,0,0,"*",16
,,"SOAR - Middle","=""0802411""",0,0,"*","*",0,0,"*",14
,,"SOAR- Elementary","=""0802211""",0,0,"*","*",0,0,"*",9
,,"STARS - Hanover","=""0800611""",0,0,"*",27,0,"*",13,46
,,"STEP - ES","=""0800911""",0,0,"*",15,0,"*",8,28
,,"STEPS - MS","=""0801211""",0,0,"*",11,0,"*",6,24
,,"Success Academy","=""0801411""",0,0,"*",26,0,"*",6,38
,,"TSC - MHS","=""0801611""",0,0,"*",10,0,0,"*",19
,,"TSC - PHS","=""0801711""",0,0,"*",18,0,0,"*",24
,,"Venture Academy","=""0801311""",0,0,"*",31,0,"*",13,51
,,"STARS - MS","=""0801511""",0,0,0,"*",0,0,"*",6
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*","*",75,69,0,24,139,323
,,"MHS - Alternative Education Program 2","=""0831911""","*",0,"*","*",0,"*",0,"*"
,,"Middletown High School","=""0836211""","*","*",283,221,0,64,681,1312
,,"Middletown Transition Center","=""0839111""","*",0,"*","*",0,"*",10,20
,,"Spencer School","=""0830111""","*",12,39,78,"*",23,127,283
,,"Beman Middle School","=""0835411""",0,"*",134,127,"*",45,285,610
,,"Bielefield School","=""0830211""",0,15,72,56,0,37,101,281
,,"Farm Hill School","=""0830511""",0,11,64,81,0,36,132,324
,,"ICM- Beman Middle School","=""0830411""",0,"*",0,"*",0,0,"*",6
,,"Lawrence School","=""0831311""",0,41,48,59,0,27,121,296
,,"Moody School","=""0831211""",0,15,24,28,0,26,129,222
,,"Snow School","=""0831111""",0,18,60,91,0,39,172,380
,,"Wesley School","=""0831411""",0,8,44,36,0,19,134,241
,,"Evening Program - MHS","=""0831611""",0,0,"*","*",0,"*",6,13
,,"ICM - Farm Hill","=""0830611""",0,0,"*",0,0,0,"*","*"
,,"ICM - Moody 3-5","=""0830711""",0,0,"*","*",0,"*","*","*"
,,"ICM - Moody K-2","=""0830811""",0,0,"*","*",0,0,"*",6
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,"*","*",8
,,"MHS - Alternative Education Program 1","=""0831811""",0,0,"*","*",0,0,"*",8
,,"MHS- Alternative Education Program 3","=""0832211""",0,0,"*","*",0,0,7,11
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,"*",0,0,"*","*",6
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*",53,10,59,0,"*",332,460
,,"Jonathan Law High School","=""0846211""","*",68,44,68,"*","*",647,834
,,"Joseph A. Foran High School","=""0846311""","*",53,50,58,"*","*",708,874
,,"Live Oaks School","=""0841611""","*",30,"*",27,0,12,228,303
,,"West Shore Middle School","=""0845311""","*",44,33,65,"*","*",314,462
,,"Calf Pen Meadow School","=""0840111""",0,13,14,27,0,9,209,272
,,"East Shore Middle School","=""0845111""",0,27,"*",30,0,"*",310,395
,,"J. F. Kennedy School","=""0841911""",0,41,13,50,0,12,208,324
,,"Mathewson School","=""0841711""",0,69,11,43,0,10,242,375
,,"Meadowside School","=""0840711""",0,90,"*",32,0,"*",133,266
,,"Orange Avenue School","=""0840811""",0,22,12,44,"*","*",301,389
,,"Orchard Hills School","=""0841811""",0,13,7,29,0,11,261,321
,,"Post Grad Transitional Academy","=""0840611""",0,"*",0,0,0,0,"*","*"
,,"Pumpkin Delight School","=""0841011""",0,19,28,40,"*","*",167,265
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*",0,0,0,"*",6
,,"The Academy","=""0840311""",0,0,"*","*",0,"*",39,49
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",42,"*",52,0,20,418,548
,,"Jockey Hollow School","=""0855211""","*",39,"*",58,0,18,627,756
,,"Masuk High School","=""0856111""",0,52,22,88,0,34,801,997
,,"Monroe Elementary School","=""0850111""",0,"*",9,35,0,"*",314,366
,,"Stepney Elementary School","=""0850311""",0,27,11,42,0,20,323,423
,,"Masuk Alternative Program","=""0850211""",0,0,0,"*",0,"*",12,15
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*",8,"*",37,0,47,190,290
,,"Leonard J. Tyl Middle School","=""0865111""",9,34,"*",52,"*",64,333,500
,,"Mohegan School","=""0860111""",6,56,15,58,0,43,159,337
,,"Montville High School","=""0866111""",8,60,18,63,0,54,361,564
,,"Montville Transition and Vocational Training Academy","=""0860611""",0,"*","*",0,0,0,6,8
,,"Oakdale School","=""0860511""",0,"*","*",27,0,34,208,280
,,"Pre School Program","=""0860311""",0,"*","*",8,0,9,26,46
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",29,38
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",55,174,0,30,385,668
,,"Cross Street Intermediate School","=""0880211""","*","*",26,62,0,12,204,316
,,"Hillside Intermediate School","=""0880411""","*",6,22,112,"*",15,171,331
,,"Maple Hill School","=""0880311""","*",20,19,118,0,"*",290,467
,,"Naugatuck High School","=""0886111""","*","*",117,309,0,65,718,1253
,,"Andrew Avenue School","=""0880811""",0,"*",14,79,0,"*",138,244
,,"Head Start","=""0888111""",0,"*",15,21,0,"*",78,131
,,"Hop Brook Elementary School","=""0880511""",0,9,31,86,0,27,161,314
,,"Salem School","=""0880611""",0,"*",30,102,0,"*",113,275
,,"Western School","=""0880711""",0,"*",22,70,0,"*",150,262
,,"Central Avenue Preschool","=""0888211""",0,0,"*",9,0,"*",18,30
,,"Genesis Academy","=""0880911""",0,0,"*","*",0,0,8,15
"New Britain School District","=""0890011""","Lincoln Elementary School","=""0890811""","*","*",77,499,0,27,121,738
,,"New Britain High School","=""0896111""","*",70,299,1385,0,"*",402,2208
,,"Pulaski Middle School","=""0895311""","*",22,94,573,0,"*",166,875
,,"Slade Middle School","=""0895211""","*","*",118,584,0,24,128,866
,,"Smith Elementary School","=""0891311""","*","*",56,366,0,16,82,536
,,"Vance Elementary School","=""0891511""","*","*",53,313,0,21,70,463
,,"Holmes Elementary School","=""0890611""",0,33,54,230,0,25,176,518
,,"Chamberlain Elementary School","=""0890311""",0,"*",51,338,"*",18,62,476
,,"DiLoreto Elementary & Middle School","=""0891111""",0,9,69,641,0,19,107,845
,,"Gaffney Elementary School","=""0890511""",0,9,39,281,0,21,84,434
,,"Gaffney KEY Elementary","=""0891611""",0,"*",13,63,0,"*",14,102
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,"*",15,58,0,"*",61,148
,,"Jefferson Elementary School","=""0890711""",0,17,43,257,"*","*",123,453
,,"Northend Elementary School","=""0890911""",0,"*",32,200,0,"*",29,277
,,"Roosevelt Early Learning Center","=""0890111""",0,"*",17,107,0,"*",23,163
,,"Slade KEY Middle","=""0891711""",0,"*","*",9,0,"*","*",17
,,"Smalley Elementary School","=""0891211""",0,"*",47,514,0,"*",78,661
,,"Brookside School","=""0899111""",0,0,7,25,0,"*","*",37
,,"CLIMB","=""0899411""",0,0,"*",14,0,0,"*",24
,,"Chamberlain Bridges","=""0890211""",0,0,"*",19,0,0,"*",24
,,"Holmes Bridges","=""0890411""",0,0,"*",15,0,0,"*",18
,,"Lincoln SCS","=""0891011""",0,0,"*","*",0,0,0,"*"
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,0,26,132,0,"*","*",176
,,"Smith Pathways","=""0891911""",0,0,"*","*",0,0,0,9
,,"The Catalyst Academy","=""0899011""",0,0,"*",34,0,0,"*",47
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",77,23,53,"*",32,1096,1284
,,"Saxe Middle School","=""0905111""","*",105,8,72,"*",42,1102,1334
,,"South School","=""0900211""","*",45,"*",26,0,28,417,519
,,"East School","=""0900411""",0,37,"*",30,"*",27,415,535
,,"West School","=""0900311""",0,24,"*",14,0,"*",432,484
,,"Launch","=""0900111""",0,0,0,"*",0,0,"*","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*","*",8,61,"*",18,392,484
,,"New Fairfield Elementary School","=""0910211""","*",6,"*",58,0,8,377,457
,,"New Fairfield High School","=""0916111""","*",19,11,71,"*",12,661,777
,,"New Fairfield Middle School","=""0915211""","*","*",11,57,0,11,423,512
,,"Alternative Learning Center","=""0910311""",0,0,0,"*",0,0,"*",7
"New Haven School District","=""0930011""","Beecher School","=""0930311""","*","*",256,136,0,9,74,481
,,"Betsy Ross Arts and Design Academy","=""0935511""","*",7,187,157,0,"*",90,448
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""","*",10,146,246,0,"*",41,448
