"Student Counts by School and Race"
"All Districts, All Schools"
"2023-24"

"",,,,"Race",,,,,,,
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",354,62,145,"*",64,659,1287
,,"Irving A. Robbins Middle School","=""0525111""","*",145,"*",74,0,47,324,625
,,"West District School","=""0520311""","*",80,"*",26,0,25,226,375
,,"West Woods Upper Elementary School","=""0520511""","*",169,32,78,0,"*",320,630
,,"East Farms School","=""0520411""",0,146,19,57,0,38,242,502
,,"Farmington Alternative High School","=""0520611""",0,"*","*","*",0,0,6,10
,,"Farmington Collaborative PK","=""0528011""",0,14,"*",13,0,"*",65,101
,,"Noah Wallace School","=""0520211""",0,79,10,49,0,28,171,337
,,"Union School","=""0520111""",0,37,13,47,0,18,199,314
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","*",251,"*",210,0,96,1154,1780
,,"Hopewell School","=""0540611""","*",80,"*",41,0,31,306,471
,,"Nayaug Elementary School","=""0540911""","*",30,"*",61,0,36,389,539
,,"Smith Middle School","=""0545211""","*",110,"*",120,0,55,533,841
,,"Buttonball Lane School","=""0540211""",0,106,8,43,0,26,269,452
,,"Gideon Welles School","=""0540811""",0,96,23,86,0,37,363,605
,,"Glastonbury Transition Academy","=""0541411""",0,"*",0,"*",0,"*",13,18
,,"Hebron Avenue School","=""0540411""",0,68,10,57,0,27,301,463
,,"Links Academy","=""0540111""",0,"*","*",16,0,"*",31,57
,,"Naubuc School","=""0540711""",0,52,18,66,0,36,177,349
,,"PreK-Eastbury","=""0540511""",0,"*","*",11,0,11,50,87
"Goodwin University Educational Services (GUES)","=""2310018""","Connecticut River Academy at Goodwin University","=""2310118""","*",22,236,346,"*",34,87,730
,,"Riverside Magnet School at Goodwin University","=""2310218""",0,"*",157,224,"*",30,61,483
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",44,30,0,17,458,563
,,"Granby Memorial Middle School","=""0565111""","*",9,26,28,"*",9,319,393
,,"Kelly Lane Primary School","=""0560411""","*",11,18,36,0,"*",313,391
,,"Granby B.E.A.R. Transition Academy","=""0560211""",0,"*","*",0,0,0,"*","*"
,,"Wells Road Intermediate School","=""0560311""",0,13,29,25,0,9,303,379
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","*","*",288,327,0,9,31,659
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",29,"*",94,0,35,334,503
,,"Cos Cob School","=""0570211""","*",32,"*",63,0,26,213,340
,,"Greenwich High School","=""0576111""","*",222,70,654,"*",149,1532,2633
,,"Hamilton Avenue School","=""0570511""","*",12,14,161,0,"*",95,298
,,"New Lebanon School","=""0570611""","*",18,"*",205,0,12,99,342
,,"North Mianus School","=""0570711""","*",70,"*",62,0,37,303,475
,,"North Street School","=""0570811""","*",23,"*",45,"*",23,299,396
,,"Riverside School","=""0571011""","*",28,"*",87,0,26,329,473
,,"Western Middle School","=""0575311""","*",37,28,237,"*",36,271,611
,,"Eastern Middle School","=""0575211""",0,114,6,120,0,47,506,793
,,"Glenville School","=""0570411""",0,35,"*",64,0,"*",284,415
,,"International School At Dundee","=""0571311""",0,76,"*",65,0,"*",148,325
,,"Julian Curtiss School","=""0570311""",0,24,14,77,0,28,103,246
,,"Old Greenwich School","=""0570911""",0,13,0,32,0,22,339,406
,,"Parkway School","=""0571111""",0,"*","*",17,0,25,193,244
,,"Windrose","=""0571511""",0,"*","*",18,0,"*",19,42
,,"Community Connections","=""0571211""",0,0,"*","*",0,0,10,19
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*",13,17,93,"*",37,500,665
,,"Griswold High School","=""0586211""","*","*",14,88,0,40,423,578
,,"Griswold Middle School","=""0585111""","*",8,12,59,"*",37,385,506
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,"*",0,"*",6,11
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","*",35,"*",99,0,72,142,369
,,"Groton Middle School","=""0591111""","*",48,55,256,"*",113,413,898
,,"Mystic River Magnet School","=""0591311""","*",36,38,148,"*",65,220,511
,,"Robert E. Fitch High School","=""0596111""","*",69,86,272,"*",140,439,1019
,,"Thames River Magnet School","=""0591711""","*",38,46,127,"*",80,234,531
,,"Charles Barnum Magnet School","=""0591811""",0,"*",28,83,"*",39,170,332
,,"Northeast Academy Magnet School","=""0591911""",0,14,8,66,0,45,259,392
,,"Transition Academy","=""0591011""",0,0,0,"*",0,"*",8,13
,,"New Beginnings Alternative Program","=""0590211""",0,0,"*","*",0,0,6,12
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*",48,16,94,"*",60,806,1026
,,"Melissa Jones School","=""0600311""","*","*",0,26,0,11,234,278
,,"A. Baldwin Middle School","=""0600711""",0,24,"*",35,"*",27,392,483
,,"A. W. Cox School","=""0600611""",0,22,"*",33,0,"*",187,260
,,"Calvin Leete School","=""0600411""",0,"*","*",17,0,16,172,218
,,"E. C. Adams Middle School","=""0605111""",0,14,"*",37,"*",22,400,482
,,"Guilford Lakes School","=""0600211""",0,"*","*",53,0,33,240,348
,,"Guilford Transition Academy","=""0600111""",0,0,"*","*",0,0,10,12
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","*",12,46,40,0,"*",30,136
,,"Hamden High School","=""0626111""","*",113,601,447,0,"*",389,1661
,,"Hamden Middle School","=""0625211""","*","*",263,239,0,50,214,814
,,"Ridge Hill School","=""0621111""","*",27,86,81,0,"*",85,307
,,"Shepherd Glen School","=""0620111""","*",50,119,65,0,"*",52,302
,,"Bear Path School","=""0621211""",0,24,69,99,0,27,166,385
,,"Church Street IIC","=""0621311""",0,"*",11,"*",0,0,0,16
,,"Church Street School","=""0620211""",0,"*",108,149,"*",12,14,290
,,"Dunbar Hill IIC","=""0621511""",0,"*","*",7,0,"*",0,10
,,"Dunbar Hill School","=""0620311""",0,8,99,97,0,28,39,271
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*",12,6,0,"*","*",29
,,"Helen Street IIC","=""0621611""",0,"*",8,"*",0,"*","*",14
,,"Helen Street School","=""0620411""",0,20,106,112,0,27,35,300
,,"Ridge Hill IIC","=""0621711""",0,"*","*",8,0,0,0,16
,,"Shepherd Glen IIC","=""0622211""",0,"*","*","*",0,0,0,7
,,"Spring Glen IIC","=""0622111""",0,"*",9,"*",0,0,"*",17
,,"Spring Glen School","=""0621011""",0,"*",52,63,"*",25,220,367
,,"West Woods IIC","=""0621811""",0,"*",15,"*",0,"*","*",31
,,"West Woods School","=""0621411""",0,45,70,64,"*","*",103,305
,,"Bear Path IIC","=""0620911""",0,0,11,12,0,"*","*",29
,,"Hamden Collaborative Learning Center","=""0620511""",0,0,24,11,0,"*","*",47
,,"Intensive Support Classroom","=""0621911""",0,0,"*","*",0,"*","*",14
,,"Intensive Support Classroom 7-8","=""0622011""",0,0,"*","*",0,0,0,"*"
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",131,77,163,0,"*",22,411
,,"Breakthrough Magnet School, North","=""0643511""","*",61,142,78,0,22,"*",318
,,"Breakthrough Magnet School, South","=""0643311""","*",17,63,201,0,"*",26,322
,,"Bulkeley High School","=""0647111""","*",7,112,445,"*",9,14,592
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""",7,15,82,513,"*","*",18,643
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",37,80,371,"*",19,56,567
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*",7,36,312,"*","*",17,379
,,"Global Communications Academy","=""0643611""","*","*",173,244,"*","*",9,437
,,"Great Path Academy at CT State Manchester","=""0647911""","*","*",109,153,0,9,26,303
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",29,233,537,"*",30,96,934
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",47,45,16,0,"*","*",119
,,"Hartford Public High School","=""0646211""","*",25,136,509,"*",11,36,721
,,"Kennelly School","=""0641011""","*",28,84,495,0,"*",26,650
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*",18,104,247,0,"*",48,436
,,"McDonough Middle School","=""0641211""","*",7,38,276,0,"*",22,346
,,"Montessori Magnet at Batchelder School","=""0640511""","*",16,42,230,0,"*",60,366
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",29,45,257,"*",7,30,370
,,"Parkville Community School","=""0641511""","*",6,39,284,"*","*",42,375
,,"Rawson School","=""0641711""","*","*",136,64,0,"*","*",209
,,"SAND School","=""0640111""","*","*",71,193,0,"*","*",273
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",69,191,78,0,22,"*",373
,,"Sanchez School","=""0643011""","*","*",39,269,0,"*",17,332
,,"Sport and Medical Sciences Academy","=""0646511""","*",13,114,247,0,"*",62,450
,,"University High School of Science and Engineering","=""0646711""","*",32,206,88,"*",18,52,400
,,"Weaver High School","=""0646311""","*","*",329,329,"*",19,8,690
,,"Webster Micro Society Magnet School","=""0642011""","*","*",263,195,0,41,94,631
,,"West Middle School","=""0642111""","*",16,138,140,0,6,"*",306
,,"Wish Museum School","=""0642211""","*","*",106,167,0,13,9,299
,,"iGOAL 2 - Moylan School","=""0648511""","*","*","*",6,0,0,0,13
,,"Betances STEM Magnet School","=""0643811""",0,22,42,123,0,9,16,212
,,"Burns Latino Studies Academy","=""0640611""",0,"*",39,167,0,"*",17,228
,,"Burr Middle School","=""0642311""",0,"*",45,243,0,"*",10,307
,,"Capital Preparatory Magnet School","=""0646911""",0,"*",336,149,"*",29,10,533
,,"Classical Magnet School","=""0646411""",0,"*",187,223,"*",24,32,472
,,"Hartford PreKindergarten Magnet School: South Campus","=""0641610""",0,53,20,30,0,"*","*",117
,,"Kinsella Magnet School of Performing Arts: High School Campus","=""0641710""",0,"*",35,64,0,"*",12,118
,,"M. D. Fox School","=""0640811""",0,"*",97,394,0,"*",23,531
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",107,70,0,"*","*",187
,,"Milner Middle School","=""0641911""",0,"*",89,180,"*","*","*",278
,,"Montessori Magnet at Fisher School","=""0643711""",0,35,183,69,"*","*",49,353
,,"Pathways Academy of Technology and Design","=""0646611""",0,8,102,221,0,17,42,390
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,"*",39,32,0,"*",33,116
,,"iGOAL 1 - Milner School","=""0640110""",0,"*",7,8,0,"*",0,17
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,0,"*",35,0,0,"*",63
,,"New Visions","=""0640910""",0,0,"*",26,0,"*",0,42
,,"Pre-K Integrated - Naylor School","=""0640510""",0,0,"*",13,0,0,"*",21
,,"Pre-K Integrated - Parkville School","=""0640410""",0,0,6,"*",0,"*",0,13
,,"Pre-K Integrated - SAND School","=""0641110""",0,0,"*","*",0,0,0,6
,,"Pre-K Integrated - West Middle School","=""0640610""",0,0,"*","*",0,0,0,6
,,"Pre-K Integrated - Wish School","=""0641210""",0,0,7,"*",0,0,"*",14
,,"RISE - Hartford Public High School","=""0648211""",0,0,12,20,0,0,0,32
,,"RISE - M.L. King Middle School","=""0641310""",0,0,"*","*",0,0,0,13
,,"RISE - West Middle School","=""0644611""",0,0,6,6,0,0,0,12
,,"STEP at Hartford Public High School","=""0648411""",0,0,17,"*",0,"*",0,32
,,"iGOAL - Weaver High School","=""0641410""",0,0,"*","*",0,0,0,16
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,8
,,"iGOAL 1 - Burns School","=""0644711""",0,0,"*","*",0,0,0,8
,,"iGOAL 1 - HPHS","=""0644911""",0,0,"*",15,0,0,"*",19
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,0,"*","*",0,0,0,18
,,"iGOAL 1 - Parkville School","=""0648711""",0,0,"*",11,0,"*","*",15
,,"iGOAL 1 - Rawson School","=""0644411""",0,0,7,11,0,0,0,18
,,"iGOAL 2 - Kennelly School","=""0640210""",0,0,"*","*",0,"*",0,9
,,"iGOAL Pre-K - Rawson School","=""0640810""",0,0,"*","*",0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",18,0,16,293,338
,,"Hebron Elementary School","=""0670111""","*",7,7,17,0,"*",326,363
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*",0,423,69,"*",8,"*",504
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",50,40,82,0,"*",157,362
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",44,172,0,22,36,279
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*","*",577,26,0,6,"*",619
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*",0,"*",13,"*",9,87,116
,,"Killingly High School","=""0696111""","*",21,"*",93,0,39,587,762
,,"Killingly Intermediate School","=""0695211""","*",12,12,79,"*",56,535,698
,,"Killingly Memorial School","=""0690311""","*",12,"*",65,0,45,353,485
,,"Killingly Central School","=""0690111""",0,9,11,53,0,14,239,326
"Learn","=""2450014""","Marine Science Magnet High School","=""2456114""","*",12,"*",52,0,25,177,271
,,"Regional Multicultural Magnet School","=""2450114""","*","*",56,251,0,75,106,495
,,"LEARN Transition Academy","=""2450414""",0,"*","*","*",0,0,"*",8
,,"Learn High School","=""2450614""",0,"*","*","*",0,0,"*","*"
,,"Learn Intensive Program","=""2451114""",0,"*","*",12,0,8,25,53
,,"The Friendship School","=""2450214""",0,16,33,190,0,61,159,459
,,"Three Rivers Middle College Magnet School","=""2456214""",0,"*","*",17,0,11,43,81
,,"LEARN SAILS Program","=""2451614""",0,0,"*","*",0,"*",14,22
,,"LEARN Diagnostic and Wellness Center","=""2451414""",0,0,0,0,0,0,"*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*","*","*",29,"*","*",234,272
,,"Lyman Memorial High School","=""0716211""","*","*","*",22,"*",12,292,340
,,"Lebanon Elementary School","=""0710111""",0,"*","*",32,0,9,321,367
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",8,7,27,"*",9,170,225
,,"Gallup Hill School","=""0720411""",36,19,20,96,10,30,425,636
,,"Juliet W. Long School","=""0720311""","*",13,12,41,"*",14,170,255
,,"Ledyard High School","=""0726111""",23,"*",29,87,"*",51,535,746
,,"Ledyard Middle School","=""0725111""","*",22,17,81,"*",39,381,560
,,"Ledyard Transition Academy","=""0720511""",0,"*",0,"*",0,"*","*",8
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",6,58,0,31,332,434
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","*","*","*",15,0,"*",154,175
,,"Litchfield Middle School","=""0746011""","*","*",0,11,0,"*",131,147
,,"Center School","=""0740211""",0,"*","*",18,0,"*",238,263
,,"Litchfield High School","=""0746111""",0,"*",0,19,"*",6,199,230
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",25,7,49,"*",36,656,776
,,"Kathleen H. Ryerson Elementary School","=""0760311""","*","*",0,21,0,10,289,323
,,"Dr. Robert H. Brown Elementary School","=""0760611""",0,15,"*",21,"*",18,286,345
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,15,"*",27,"*",17,321,383
,,"Walter C. Polson Middle School","=""0765211""",0,27,"*",40,0,"*",452,537
,,"Town Campus Learning Center","=""0769011""",0,0,"*","*",0,0,44,50
"Manchester School District","=""0770011""","Bowers School","=""0770111""","*",21,59,131,"*",11,77,303
,,"Elisabeth M. Bennet Academy","=""0771711""","*",75,211,286,"*",20,251,849
,,"Highland Park School","=""0770411""","*",23,71,122,0,"*",103,329
,,"Illing Middle School","=""0775311""","*",51,203,259,"*",15,258,790
,,"Keeney School","=""0770611""","*",22,76,76,0,"*",112,310
,,"Manchester Head Start","=""0778011""","*",18,32,56,0,"*",20,142
,,"Manchester High School","=""0776111""","*",132,452,620,"*",53,468,1739
,,"Manchester High School-Site 2","=""0770211""","*",0,12,25,0,"*",10,52
,,"Manchester Middle Academy","=""0771511""","*",0,8,13,0,"*","*",25
,,"Martin School","=""0771611""","*",14,46,74,"*",8,73,217
,,"Verplanck School","=""0771211""",6,28,109,218,0,20,72,453
,,"Waddell School","=""0771311""","*",102,121,180,"*",20,80,509
,,"Buckley School","=""0770311""",0,28,64,72,0,11,109,284
,,"Manchester Regional Academy","=""0779011""",0,0,18,29,0,"*","*",66
,,"Manchester Transition Center","=""0779111""",0,0,9,8,0,"*","*",23
,,"New Horizons","=""0770711""",0,0,8,12,0,"*","*",22
"Mansfield School District","=""0780011""","Mansfield Elementary School","=""0780111""","*",84,22,100,0,"*",354,580
,,"Mansfield Middle School","=""0785111""","*",40,"*",76,0,20,271,421
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",13,"*",40,0,12,374,445
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,11,22,189,0,24,92,338
,,"Benjamin Franklin School","=""0800111""","*","*",38,189,0,24,95,350
,,"Francis T. Maloney High School","=""0806111""","*",37,165,731,"*",54,310,1301
,,"Orville H. Platt High School","=""0806211""","*","*",157,755,0,44,209,1184
,,"PRIDE","=""0802611""","*","*",8,77,0,11,13,111
,,"Roger Sherman School","=""0800811""","*","*",58,315,0,26,66,478
,,"Success Academy","=""0801411""","*",0,"*",26,0,"*",8,42
,,"Washington Middle School","=""0805411""","*",8,77,342,"*",25,101,556
,,"Casimir Pulaski School","=""0801111""",0,"*",59,404,0,"*",83,578
,,"Community Collaborative Classroom - ACADEMY","=""0802111""",0,"*","*",8,0,0,8,20
,,"Edison Middle School","=""0802711""",0,14,95,459,0,36,173,777
,,"Hanover School","=""0800311""",0,"*","*",310,0,27,105,468
,,"Israel Putnam School","=""0800411""",0,12,66,272,0,40,92,482
,,"John Barry School","=""0800511""",0,6,54,320,0,25,46,451
,,"Lincoln Middle School","=""0805211""",0,6,61,432,0,24,139,662
,,"Nathan Hale School","=""0800711""",0,11,51,316,0,28,98,504
,,"STARS - BARRY","=""0802811""",0,"*","*",17,0,"*","*",27
,,"STARS - HS","=""0801811""",0,"*","*","*",0,0,"*",12
,,"STARS - Hanover","=""0800611""",0,"*",8,46,0,"*",14,74
,,"TLC - MHS","=""0802011""",0,"*","*",22,0,0,11,38
,,"Venture Academy","=""0801311""",0,"*",15,38,0,"*",13,69
,,"Community Classroom Collaborative","=""0800211""",0,0,"*",11,0,"*","*",17
,,"SOAR - Middle","=""0802411""",0,0,8,22,0,"*","*",38
,,"SOAR- Elementary","=""0802211""",0,0,"*",8,0,0,"*",11
,,"STARS - MS","=""0801511""",0,0,"*",16,0,"*",0,19
,,"STEP - ES","=""0800911""",0,0,"*",27,0,"*",8,42
,,"STEPS - MS","=""0801211""",0,0,10,18,0,"*","*",34
,,"TLC - PHS","=""0801911""",0,0,"*",13,0,0,"*",21
,,"TSC - PHS","=""0801711""",0,0,"*",10,0,0,"*",14
,,"SOAR - High","=""0802511""",0,0,0,"*",0,0,"*",11
,,"TSC - MHS","=""0801611""",0,0,0,"*",0,0,"*",11
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",52,207,207,"*",118,395,985
,,"Farm Hill School","=""0830511""","*","*",69,69,0,19,106,276
,,"Middletown High School","=""0836211""","*",56,281,263,"*",98,510,1220
,,"Middletown Transition Center","=""0839111""","*","*","*","*",0,"*",8,15
,,"Snow School","=""0831111""","*","*",68,82,0,33,134,344
,,"Spencer School","=""0830111""","*",10,56,48,"*",37,100,254
,,"Wesley School","=""0831411""","*","*",39,44,0,27,114,231
,,"Bielefield School","=""0830211""",0,"*",68,57,"*",27,73,237
,,"Lawrence School","=""0831311""",0,25,60,44,0,44,148,321
,,"Moody School","=""0831211""",0,"*",32,30,"*",23,107,214
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,"*","*",8
,,"ICM - Moody 3-5","=""0830711""",0,0,"*",0,0,0,"*","*"
,,"Evening Program - MHS","=""0831611""",0,0,0,0,0,"*",0,"*"
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,0,0,0,"*",0,"*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*",107,61,136,"*",19,504,829
,,"Joseph A. Foran High School","=""0846311""","*",55,28,88,0,"*",538,729
,,"Calf Pen Meadow School","=""0840111""",0,7,9,37,0,12,195,260
,,"East Shore Middle School","=""0845111""",0,20,19,52,0,22,253,366
,,"Harborside Middle School","=""0845211""",0,41,22,58,"*","*",256,396
,,"J. F. Kennedy School","=""0841911""",0,16,"*",78,"*",18,191,318
,,"Live Oaks School","=""0841611""",0,28,8,31,0,25,184,276
,,"Mathewson School","=""0841711""",0,29,14,67,0,15,198,323
,,"Meadowside School","=""0840711""",0,57,10,52,0,21,127,267
,,"Orange Avenue School","=""0840811""",0,17,27,62,0,19,289,414
,,"Orchard Hills School","=""0841811""",0,13,17,47,0,25,259,361
,,"Pumpkin Delight School","=""0841011""",0,11,8,45,0,25,156,245
,,"The Academy","=""0840311""",0,"*","*",7,0,0,32,42
,,"West Shore Middle School","=""0845311""",0,41,"*",96,"*",32,227,419
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*","*",0,0,6,8
,,"Post Grad Transitional Academy","=""0840611""",0,0,"*","*",0,"*",12,15
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",22,16,122,"*",26,510,700
,,"Jockey Hollow School","=""0855211""",0,50,"*",117,"*",34,529,759
,,"Masuk High School","=""0856111""",0,65,45,158,0,37,752,1057
,,"Monroe Elementary School","=""0850111""",0,16,17,78,0,6,290,407
,,"Stepney Elementary School","=""0850311""",0,41,"*",87,"*",36,336,521
,,"Masuk Alternative Program","=""0850211""",0,0,0,"*",0,"*",7,10
,,"Monroe Oxford Community Program","=""0850711""",0,0,0,"*",0,0,"*",6
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*",34,"*",91,0,61,293,512
,,"Mohegan School","=""0860111""","*",39,17,55,"*",45,136,299
,,"Montville High School","=""0866111""","*",40,21,74,"*",63,297,500
,,"Dr. Charles E. Murphy School","=""0860711""",0,"*","*",55,0,22,197,288
,,"Montville Transition and Vocational Training Academy","=""0860611""",0,"*","*","*",0,"*","*",11
,,"Oakdale School","=""0860511""",0,"*","*",51,0,25,214,304
,,"Pre School Program","=""0860311""",0,"*","*",6,0,6,42,58
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",23,31
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",75,254,0,27,269,636
,,"Cross Street Intermediate School","=""0880211""","*","*",43,134,0,21,124,331
,,"Naugatuck High School","=""0886111""","*",32,169,473,"*",57,533,1272
,,"Western School","=""0880711""","*",6,37,94,"*",22,106,269
,,"Andrew Avenue School","=""0880811""",0,"*",31,119,0,"*",94,258
,,"Head Start","=""0888111""",0,"*",22,30,0,"*",67,127
,,"Hillside Intermediate School","=""0880411""",0,6,28,129,0,10,99,272
,,"Hop Brook Elementary School","=""0880511""",0,7,37,131,0,12,125,312
,,"Maple Hill School","=""0880311""",0,11,48,147,0,21,207,434
,,"Salem School","=""0880611""",0,"*",27,102,0,"*",90,237
,,"Central Avenue Preschool","=""0888211""",0,0,"*",17,0,"*",10,39
,,"Genesis Academy","=""0880911""",0,0,"*",7,0,0,"*",11
,,"Naugatuck Community Program","=""0881011""",0,0,"*","*",0,0,6,13
"New Britain School District","=""0890011""","Holmes Elementary School","=""0890611""","*","*",60,232,0,50,101,464
,,"Lincoln KEY Elementary","=""0892011""","*",0,7,23,0,"*","*",35
,,"New Britain High School","=""0896111""","*",62,256,1570,"*",109,392,2398
,,"Pulaski Middle School","=""0895311""","*",20,86,587,"*",40,136,872
,,"Smalley Elementary School","=""0891211""","*","*",56,488,"*",34,49,633
,,"Smith Elementary School","=""0891311""","*","*",47,324,0,32,50,469
,,"Vance Elementary School","=""0891511""","*",0,55,331,0,"*",48,457
,,"CLIMB","=""0899411""",0,"*",9,18,0,"*",6,35
,,"Chamberlain Elementary School","=""0890311""",0,6,44,297,0,18,31,396
,,"DiLoreto Elementary & Middle School","=""0891111""",0,9,45,678,0,17,75,824
,,"Gaffney Elementary School","=""0890511""",0,9,44,283,0,28,65,429
,,"Gaffney KEY Elementary","=""0891611""",0,"*",15,73,0,"*",8,103
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,"*",20,57,0,"*",49,136
,,"Jefferson Elementary School","=""0890711""",0,16,41,252,0,23,65,397
,,"Lincoln Elementary School","=""0890811""",0,9,50,352,0,41,96,548
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,"*",18,135,0,"*",15,171
,,"Northend Elementary School","=""0890911""",0,"*",31,147,0,"*",15,210
,,"Pulaski Pathways","=""0892311""",0,"*","*",24,0,"*","*",33
,,"Roosevelt Early Learning Center","=""0890111""",0,"*",31,175,0,"*",26,247
,,"Slade Middle School","=""0895211""",0,"*",72,513,"*",26,65,692
,,"Smith KEY Elementary","=""0892111""",0,"*","*",12,0,0,"*",20
,,"Brookside School","=""0899111""",0,0,"*",50,0,"*",9,72
,,"Chamberlain Bridges","=""0890211""",0,0,"*",13,0,"*","*",19
,,"Lincoln SCS","=""0891011""",0,0,"*","*",0,0,"*",7
,,"Slade Bridges","=""0892211""",0,0,"*",16,0,0,"*",25
,,"Slade KEY Middle","=""0891711""",0,0,"*",20,0,"*","*",27
,,"Smith Pathways","=""0891911""",0,0,"*",14,0,"*","*",22
,,"Chamberlain DHH","=""0892411""",0,0,0,"*",0,0,"*",14
,,"The Catalyst Academy","=""0899011""",0,0,0,30,0,"*","*",35
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",100,14,90,"*",47,1001,1257
,,"Saxe Middle School","=""0905111""","*",96,20,82,"*",81,979,1261
,,"South School","=""0900211""","*",33,"*",40,0,33,397,507
,,"West School","=""0900311""","*",29,"*",25,"*",35,403,499
,,"East School","=""0900411""",0,34,12,47,0,27,450,570
,,"Launch","=""0900111""",0,0,0,0,0,0,"*","*"
"New Fairfield School District","=""0910011""","New Fairfield Elementary School","=""0910211""","*","*",8,72,"*",11,337,435
,,"New Fairfield High School","=""0916111""","*","*",22,117,0,15,523,688
,,"New Fairfield Middle School","=""0915211""","*","*",12,107,0,21,358,506
,,"Consolidated School","=""0910111""",0,7,10,83,0,17,387,504
,,"Alternative Learning Center","=""0910311""",0,0,0,"*",0,0,"*","*"
,,"STRIDES - Striving To Reach Individual & Diverse Eductl. Success","=""0910511""",0,0,0,0,0,0,7,7
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*",19,199,132,0,23,"*",393
,,"Barnard Environmental Magnet School","=""0930211""","*",77,179,159,0,"*",56,501
,,"Beecher School","=""0930311""","*","*",252,141,0,29,39,473
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",89,252,0,25,32,402
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""","*","*",137,240,0,19,24,431
,,"Brennan Rogers School","=""0932111""","*",0,112,76,0,"*",7,202
,,"Clinton Avenue School","=""0930611""","*","*",46,375,"*",7,16,452
,,"Conte/West Hills Magnet School","=""0933111""","*",23,191,297,0,23,"*",553
,,"Cooperative High School - Inter-District Magnet","=""0936411""","*","*",245,200,0,12,81,548
,,"East Rock Community Magnet School","=""0934611""","*",33,159,179,"*",17,53,445
,,"Edgewood School","=""0931211""","*","*",177,87,0,36,93,407
,,"Engineering - Science University Magnet School","=""0931711""","*",56,184,145,0,"*",173,600
,,"High School In The Community","=""0936611""","*","*",116,135,0,"*",23,279
,,"Hill Regional Career High School","=""0936311""","*",22,270,291,0,"*",42,638
,,"James Hillhouse High School","=""0936211""","*",38,534,453,0,"*",52,1101
