"Student Counts by School and Race"
"All Districts, All Schools"
"2017-18"

"",,,,"Race",,,,,,,
,,"Irving A. Robbins Middle School","=""0525111""","*",136,25,46,0,"*",453,671
,,"West District School","=""0520311""","*",52,15,31,0,"*",178,292
,,"East Farms School","=""0520411""",0,122,28,35,"*","*",214,423
,,"Farmington Alternative High School","=""0520611""",0,"*",0,"*",0,0,7,11
,,"Farmington Collaborative PK","=""0528011""",0,18,6,12,0,8,65,109
,,"Noah Wallace School","=""0520211""",0,98,22,33,0,15,210,378
,,"Union School","=""0520111""",0,53,14,37,0,23,202,329
,,"West Woods Upper Elementary School","=""0520511""",0,177,33,67,0,17,394,688
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*",7,7,0,6,139,164
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",83,"*",38,0,33,282,447
,,"Eastbury School","=""0540311""","*",32,"*",23,0,11,189,260
,,"Gideon Welles School","=""0540811""","*",51,"*",40,0,22,329,458
,,"Glastonbury High School","=""0546111""","*",195,72,166,"*",78,1478,1997
,,"Links Academy","=""0540111""","*",0,"*",9,0,"*",17,30
,,"Smith Middle School","=""0545211""","*",106,30,68,"*",43,731,981
,,"Glastonbury Transition Academy","=""0541411""",0,"*","*","*",0,0,12,16
,,"Hebron Avenue School","=""0540411""",0,49,11,28,0,16,267,371
,,"Hopewell School","=""0540611""",0,45,7,33,0,22,271,378
,,"Naubuc School","=""0540711""",0,36,30,78,0,37,180,361
,,"Nayaug Elementary School","=""0540911""",0,24,13,56,0,30,431,554
,,"PreK-Eastbury","=""0540511""",0,"*","*","*",0,"*",24,35
,,"PreK-Nayaug","=""0541011""",0,"*",0,"*",0,0,12,17
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",34,25,0,23,560,657
,,"Granby Memorial Middle School","=""0565111""","*","*",18,12,0,13,373,419
,,"Kelly Lane Primary School","=""0560411""","*","*",27,16,0,8,327,384
,,"Wells Road Intermediate School","=""0560311""","*","*",18,14,0,13,349,406
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","*",0,188,189,"*","*",16,400
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",51,18,122,"*",26,358,577
,,"Glenville School","=""0570411""","*",46,"*",67,0,25,301,450
,,"Greenwich High School","=""0576111""","*",195,85,550,"*",78,1743,2654
,,"Hamilton Avenue School","=""0570511""","*",18,35,194,0,"*",101,366
,,"Julian Curtiss School","=""0570311""","*",26,"*",116,0,20,157,338
,,"New Lebanon School","=""0570611""","*",15,10,173,0,"*",51,258
,,"Community Connections","=""0571211""",0,"*","*","*",0,0,10,18
,,"Cos Cob School","=""0570211""",0,36,"*",83,0,"*",278,434
,,"Eastern Middle School","=""0575211""",0,91,"*",107,"*",25,609,842
,,"International School At Dundee","=""0571311""",0,80,8,46,0,31,200,365
,,"North Mianus School","=""0570711""",0,99,0,67,0,27,312,505
,,"North Street School","=""0570811""",0,22,12,38,0,39,299,410
,,"Old Greenwich School","=""0570911""",0,22,0,47,0,36,364,469
,,"Parkway School","=""0571111""",0,13,"*",21,0,"*",211,253
,,"Riverside School","=""0571011""",0,29,0,88,0,11,343,471
,,"Western Middle School","=""0575311""",0,36,35,222,0,17,276,586
,,"Windrose","=""0571511""",0,0,"*",11,0,0,"*",17
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*",17,64,0,52,547,697
,,"Griswold High School","=""0586211""","*",18,21,33,"*",26,428,535
,,"Griswold Middle School","=""0585111""","*",7,14,39,"*",38,414,519
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,"*",0,"*",13,17
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",33,21,63,"*",35,313,471
,,"Catherine Kolnaski Magnet School","=""0592011""","*",43,"*",126,0,57,168,438
,,"Charles Barnum Magnet School","=""0591811""","*",17,30,57,"*",34,223,366
,,"Claude Chester School","=""0590311""","*",30,34,114,"*",74,107,367
,,"New Beginnings Alternative Program","=""0590211""","*",0,"*","*",0,"*",6,16
,,"Northeast Academy Magnet School","=""0591911""","*",20,6,36,"*",28,323,416
,,"Robert E. Fitch High School","=""0596111""","*",72,95,185,"*",78,598,1043
,,"S. B. Butler School","=""0590111""","*",11,9,60,"*",34,200,318
,,"Thames River Magnet School","=""0591711""","*",34,"*",85,0,44,248,441
,,"West Side Middle School","=""0595211""","*",21,46,116,"*",42,219,450
,,"Transition Academy","=""0591011""",0,"*","*","*",0,"*",7,12
,,"Central Office Academy","=""0590611""",0,0,"*","*",0,"*",10,18
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*",26,9,40,"*",20,480,578
,,"A. Baldwin Middle School","=""0600711""",0,29,6,41,0,24,438,538
,,"A. W. Cox School","=""0600611""",0,13,"*",17,0,"*",222,265
,,"Calvin Leete School","=""0600411""",0,"*","*",18,0,10,226,264
,,"Guilford High School","=""0606111""",0,46,"*",71,"*",33,966,1131
,,"Guilford Lakes School","=""0600211""",0,17,"*",30,0,"*",228,295
,,"Melissa Jones School","=""0600311""",0,6,"*",19,"*",15,247,292
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*","*",131,98,0,23,37,300
,,"Hamden High School","=""0626111""","*",111,473,275,0,"*",566,1496
,,"Shepherd Glen School","=""0620111""","*",66,101,55,0,"*",64,302
,,"West Woods School","=""0621411""","*",63,39,30,"*",18,192,344
,,"Alice Peck Learning Center","=""0628011""",0,16,25,24,0,11,38,114
,,"Bear Path IIC","=""0620911""",0,"*",10,"*",0,"*","*",25
,,"Bear Path School","=""0621211""",0,25,50,79,0,26,241,421
,,"Church Street IIC","=""0621311""",0,"*",11,9,0,0,"*",24
,,"Dunbar Hill School","=""0620311""",0,19,80,59,0,18,78,254
,,"Hamden Middle School","=""0625211""",0,65,277,174,0,38,326,880
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*","*",0,0,"*","*",10
,,"Helen Street IIC","=""0621611""",0,"*","*",6,0,0,"*",14
,,"Helen Street School","=""0620411""",0,6,132,112,0,23,42,315
,,"Ridge Hill IIC","=""0621711""",0,"*",11,"*",0,"*","*",21
,,"Ridge Hill School","=""0621111""",0,33,91,98,0,15,82,319
,,"Spring Glen School","=""0621011""",0,"*",70,33,"*",27,293,435
,,"Wintergreen Program","=""0620711""",0,"*",13,"*",0,"*","*",28
,,"Dunbar Hill IIC","=""0621511""",0,0,7,"*",0,"*","*",14
,,"Hamden Collaborative Learning Center","=""0620511""",0,0,22,"*",0,0,"*",36
,,"West Woods IIC","=""0621811""",0,0,6,"*",0,0,"*",10
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",92,84,156,"*",7,39,384
,,"Breakthrough Magnet School, North","=""0643511""","*",43,128,70,"*",15,30,290
,,"Breakthrough Magnet School, South","=""0643311""","*",24,80,175,0,"*",63,358
,,"Bulkeley High School","=""0647111""","*",30,187,386,8,"*",16,631
,,"Burns Latino Studies Academy","=""0640611""","*",8,55,364,0,"*",10,439
,,"Burr Middle School","=""0642311""","*",14,72,430,0,"*",21,542
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",16,106,474,0,"*",16,623
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",31,58,363,0,"*",139,613
,,"HPHS Nursing and Health Sciences Academy","=""0647511""","*",13,122,219,0,"*",12,371
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",43,252,499,"*",55,211,1069
,,"High School, Inc.","=""0647611""","*",0,94,120,0,"*","*",219
,,"Kennelly School","=""0641011""","*",7,73,430,7,"*",13,534
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*","*",197,417,0,46,196,884
,,"M. D. Fox School","=""0640811""","*",30,74,492,0,"*",10,610
,,"Milner Middle School","=""0641911""","*",0,123,174,0,"*",6,309
,,"Montessori Magnet at Batchelder School","=""0640511""","*",16,52,156,0,"*",72,306
,,"Montessori Magnet at Fisher School","=""0643711""","*",37,140,59,0,"*",92,343
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",15,64,426,"*","*",105,614
,,"Pathways Academy of Technology and Design","=""0646611""","*","*",128,181,0,12,104,432
,,"Rawson School","=""0641711""","*",0,288,61,"*","*","*",357
,,"Renzulli Gifted and Talented Academy","=""0644011""","*",9,58,53,0,7,"*",134
,,"Sport and Medical Sciences Academy","=""0646511""","*",26,170,318,0,"*",160,700
,,"University High School of Science and Engineering","=""0646711""","*",41,177,76,0,"*",119,439
,,"Webster Micro Society Magnet School","=""0642011""","*",35,280,165,0,"*",103,613
,,"Autism Program - Simpson-Waverly School","=""0649311""",0,"*",6,"*",0,"*",0,13
,,"Batchelder School","=""0640411""",0,"*",76,304,0,"*",12,397
,,"Betances STEM Magnet School","=""0643811""",0,25,60,149,"*","*",41,288
,,"Capital Preparatory Magnet School","=""0646911""",0,11,295,105,0,20,58,489
,,"Classical Magnet School","=""0646411""",0,17,218,181,"*","*",87,523
,,"Global Communications Academy","=""0643611""",0,"*",382,235,"*","*","*",629
,,"Great Path Academy at CT State Manchester","=""0647911""",0,"*",111,117,0,"*",76,320
,,"HPHS Engineering and Green Technology Academy","=""0647211""",0,8,136,182,"*","*",15,344
,,"HPHS Law and Government Academy","=""0647411""",0,9,133,211,0,"*","*",360
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""",0,66,43,28,0,8,11,156
,,"Journalism and Media Academy","=""0647711""",0,"*",123,75,0,0,"*",211
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",154,71,0,"*",0,236
,,"McDonough Middle School","=""0641211""",0,"*",20,207,0,0,"*",237
,,"Parkville Community School","=""0641511""",0,7,51,391,"*","*",28,485
,,"STEM Magnet at Annie Fisher School","=""0642511""",0,61,151,54,"*","*",81,363
,,"Sanchez School","=""0643011""",0,"*",28,331,0,0,"*",364
,,"Simpson-Waverly School","=""0642611""",0,"*",129,113,0,"*","*",251
,,"West Middle School","=""0642111""",0,36,155,232,"*","*",11,437
,,"Wish Museum School","=""0642211""",0,"*",152,234,"*","*","*",395
,,"iGOAL 1 - Burns School","=""0644711""",0,"*","*",10,0,0,0,16
,,"iGOAL 1 - HPHS","=""0644911""",0,"*","*",15,0,0,0,26
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,"*",9,32,0,0,"*",44
,,"iGOAL 1 - Rawson School","=""0644411""",0,"*",13,27,0,0,"*",42
,,"Capital Community College Magnet Academy","=""0643911""",0,0,21,8,0,"*","*",33
,,"Culinary Arts Academy at Weaver High School","=""0646011""",0,0,"*",45,0,"*",0,73
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,0,"*","*",0,0,0,9
,,"Expeditionary Learning Academy at Moylan School","=""0643211""",0,0,57,394,0,"*","*",474
,,"MDP - Batchelder School","=""0644811""",0,0,"*","*",0,0,0,13
,,"RISE - Bulkeley High School","=""0648311""",0,0,"*","*",0,0,0,16
,,"RISE - Hartford Public High School","=""0648211""",0,0,"*",12,0,"*",0,19
,,"RISE - M.D. Fox School","=""0645911""",0,0,"*",24,0,0,"*",34
,,"RISE - West Middle School","=""0644611""",0,0,"*","*",0,0,0,11
,,"SAND School","=""0640111""",0,0,121,232,0,"*","*",358
,,"STEP at Hartford Public High School","=""0648411""",0,0,10,10,0,0,0,20
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,9
,,"iGOAL 1 - McDonough Middle School","=""0648911""",0,0,"*","*",0,0,0,12
,,"iGOAL 1 - Moylan School","=""0649811""",0,0,"*",6,0,0,"*",8
,,"iGOAL 2 - Moylan School","=""0648511""",0,0,"*","*",0,"*",0,11
,,"iGOAL 2 - Weaver High School","=""0645011""",0,0,7,11,0,0,0,18
,,"DDP - Simpson-Waverly School","=""0649411""",0,0,0,"*",0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",14,0,"*",296,321
,,"Hebron Elementary School","=""0670111""",0,"*","*",23,0,13,335,380
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",59,142,"*",8,51,271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*",9,"*",9,0,0,101,128
,,"Killingly Central School","=""0690111""","*","*",10,38,0,32,287,378
,,"Killingly High School","=""0696111""",13,19,29,56,0,27,659,803
,,"Killingly Intermediate School","=""0695211""","*",28,14,59,"*",30,536,674
,,"Killingly Memorial School","=""0690311""","*",7,"*",53,0,29,411,509
"Learn","=""2450014""","Connecticut River Academy at Goodwin University","=""2456014""","*",12,108,251,"*",16,95,486
,,"Marine Science Magnet High School","=""2456114""","*",7,"*",37,"*",21,196,271
,,"Regional Multicultural Magnet School","=""2450114""","*",16,69,206,"*",71,170,535
,,"Riverside Magnet School at Goodwin University","=""2450314""","*","*",116,175,"*",28,93,419
,,"Three Rivers Middle College Magnet School","=""2456214""","*","*",10,16,0,7,31,67
,,"Dual Language & Arts Magnet Middle School","=""2455014""",0,"*","*",62,0,22,45,150
,,"Learn ABA Program at Center School","=""2451214""",0,"*","*","*",0,"*","*",10
,,"Learn High School","=""2450614""",0,"*",0,"*",0,0,"*","*"
,,"The Friendship School","=""2450214""",0,"*",46,186,"*",41,213,503
,,"LEARN Integrated Program at TFS","=""2451514""",0,0,"*","*",0,0,0,"*"
,,"Learn Intensive Program","=""2451114""",0,0,"*","*",0,"*",8,21
,,"Learn SAILS Middle School Program","=""2450814""",0,0,"*","*",0,0,"*",8
,,"Learn Pathways Program","=""2450514""",0,0,0,"*",0,"*","*","*"
,,"LEARN Diagnostic Center in East Lyme","=""2451314""",0,0,0,0,0,0,"*","*"
,,"LEARN Transition Academy","=""2450414""",0,0,0,0,0,0,"*","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*",8,25,"*",0,298,341
,,"Lebanon Middle School","=""0715111""","*",9,"*",23,"*","*",266,311
,,"Lyman Memorial High School","=""0716211""","*","*","*",17,"*",0,322,352
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",21,"*",13,35,"*",32,198,307
,,"Ledyard Center School","=""0720111""",22,15,"*",40,"*",26,293,413
,,"Ledyard High School","=""0726111""",25,32,50,83,0,22,547,759
,,"Ledyard Middle School","=""0725111""","*",17,25,42,"*",17,246,364
,,"Gales Ferry School","=""0720211""",0,16,"*",34,"*",18,204,286
,,"Juliet W. Long School","=""0720311""",0,"*",14,24,"*",17,226,289
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",52,"*",46,0,32,992,1132
,,"Dr. Robert H. Brown Elementary School","=""0760611""","*",11,"*",17,"*",20,340,393
,,"Island Avenue Elementary School","=""0760211""",0,6,"*",21,0,"*",229,263
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,14,"*",19,0,"*",305,355
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,13,0,"*",0,"*",174,202
,,"Town Campus Learning Center","=""0769011""",0,"*","*",0,0,0,37,40
,,"Walter C. Polson Middle School","=""0765211""",0,"*","*",17,0,15,385,433
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*",46,85,75,"*",7,176,392
,,"Highland Park School","=""0770411""","*",16,65,56,0,"*",136,281
,,"Illing Middle School","=""0775311""","*",56,192,228,0,"*",312,826
,,"Manchester High School","=""0776111""","*",130,369,403,"*",73,573,1555
,,"Manchester High School-Site 2","=""0770211""","*","*",14,15,0,"*",17,49
,,"Robertson School","=""0771011""","*",85,111,59,"*",7,68,332
,,"Waddell School","=""0771311""","*",40,90,95,"*",11,119,357
,,"Washington School","=""0771411""","*",6,86,139,"*",7,69,309
,,"Bowers School","=""0770111""",0,15,98,109,0,6,188,416
,,"Elisabeth M. Bennet Academy","=""0771711""",0,24,85,124,0,20,142,395
,,"Keeney School","=""0770611""",0,36,45,63,0,9,179,332
,,"Manchester Head Start","=""0778011""",0,8,50,64,0,6,58,186
,,"Manchester Preschool - Site 2","=""0770811""",0,"*","*",6,0,0,12,23
,,"Manchester Regional Academy","=""0779011""",0,"*",19,20,0,"*",18,60
,,"Manchester Transition Center","=""0779111""",0,"*",6,7,0,0,"*",21
,,"Martin School","=""0771611""",0,"*",46,72,0,"*",108,246
,,"Verplanck School","=""0771211""",0,35,114,153,"*","*",64,373
,,"New Horizons","=""0770711""",0,0,8,9,0,"*","*",25
,,"Elementary Site 2","=""0771111""",0,0,0,"*",0,0,"*","*"
"Mansfield School District","=""0780011""","Mansfield Elementary at Vinton","=""0780411""","*",26,9,27,0,"*",161,231
,,"Southeast Elementary School","=""0780511""","*",26,6,20,0,"*",125,180
,,"Mansfield Elementary at Goodwin","=""0780211""",0,34,0,16,0,9,117,176
,,"Mansfield Middle School","=""0785111""",0,62,12,69,0,26,377,546
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",8,"*",28,0,10,436,491
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",14,16,197,0,"*",181,418
,,"Casimir Pulaski School","=""0801111""","*","*",63,311,0,22,114,519
,,"Orville H. Platt High School","=""0806211""","*","*",120,500,0,31,247,915
,,"Roger Sherman School","=""0800811""","*","*",42,326,0,25,105,509
,,"Success Academy","=""0801411""","*",0,"*",30,0,"*",9,44
,,"Washington Middle School","=""0805411""","*","*",87,344,0,38,266,746
,,"Nathan Hale School","=""0800711""",0,10,72,333,0,21,171,607
,,"Benjamin Franklin School","=""0800111""",0,13,41,188,"*","*",105,359
,,"Francis T. Maloney High School","=""0806111""",0,34,134,543,0,32,391,1134
,,"Hanover School","=""0800311""",0,7,28,284,0,25,208,552
,,"Israel Putnam School","=""0800411""",0,24,54,275,0,17,155,525
,,"John Barry School","=""0800511""",0,"*",52,339,0,"*",68,485
,,"Lincoln Middle School","=""0805211""",0,16,74,384,0,16,200,690
,,"PRIDE","=""0802611""",0,"*",7,41,0,"*",23,73
,,"SOAR - High","=""0802511""",0,"*","*","*",0,0,"*",10
,,"STARS - HS","=""0801811""",0,"*","*","*",0,0,"*",11
,,"TLC - MHS","=""0802011""",0,"*","*",9,0,0,"*",17
,,"TLC - PHS","=""0801911""",0,"*","*",8,0,"*","*",16
,,"Community Classroom Collaborative","=""0800211""",0,0,"*","*",0,0,9,16
,,"Community Collaborative Classroom - ACADEMY","=""0802111""",0,0,"*","*",0,0,"*",9
,,"SOAR - LMS","=""0802311""",0,0,"*",11,0,0,"*",19
,,"SOAR - Middle","=""0802411""",0,0,"*",6,0,0,"*",13
,,"SOAR- Elementary","=""0802211""",0,0,"*","*",0,0,"*",8
,,"STARS - Hanover","=""0800611""",0,0,"*",26,0,"*",11,44
,,"STEP - ES","=""0800911""",0,0,"*",10,0,"*","*",20
,,"STEPS - MS","=""0801211""",0,0,"*",15,0,"*",6,23
,,"TSC - MHS","=""0801611""",0,0,"*",9,0,"*","*",17
,,"TSC - PHS","=""0801711""",0,0,"*",17,0,0,"*",23
,,"Venture Academy","=""0801311""",0,0,"*",27,0,"*",11,46
,,"STARS - MS","=""0801511""",0,0,0,"*",0,0,"*",6
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*","*",128,110,0,46,315,619
,,"Middletown High School","=""0836211""","*",60,265,200,"*",52,679,1262
,,"Snow School","=""0831111""","*","*",57,84,0,33,166,359
,,"Spencer School","=""0830111""","*",13,41,73,"*",20,135,285
,,"Bielefield School","=""0830211""",0,11,68,61,0,30,101,271
,,"Farm Hill School","=""0830511""",0,9,62,82,0,32,139,324
,,"Keigwin Middle School","=""0831511""",0,"*",65,62,"*",17,143,295
,,"Lawrence School","=""0831311""",0,43,46,53,0,30,121,293
,,"Middletown Transition Center","=""0839111""",0,"*",8,"*",0,"*","*",19
,,"Moody School","=""0831211""",0,13,29,33,0,28,150,253
,,"Wesley School","=""0831411""",0,8,48,42,0,16,127,241
,,"Evening Program - MHS","=""0831611""",0,0,"*","*",0,0,"*",7
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,"*",0,"*"
,,"ICM - Moody 3-5","=""0830711""",0,0,"*",0,0,"*","*","*"
,,"ICM - Moody K-2","=""0830811""",0,0,"*","*",0,0,"*","*"
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,"*","*",8
,,"ICM- Beman Middle School","=""0830411""",0,0,"*","*",0,0,"*",6
,,"MHS - Alternative Education Program 1","=""0831811""",0,0,"*",6,0,0,"*",11
,,"MHS - Alternative Education Program 2","=""0831911""",0,0,"*","*",0,"*",0,8
,,"MHS- Alternative Education Program 3","=""0832211""",0,0,"*","*",0,"*",7,11
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,"*","*",0,0,"*",9
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*",44,"*",42,0,0,377,481
,,"Joseph A. Foran High School","=""0846311""","*",62,45,52,"*","*",748,912
,,"Live Oaks School","=""0841611""","*",25,"*",19,0,13,251,314
,,"Meadowside School","=""0840711""","*",87,7,35,0,"*",147,284
,,"West Shore Middle School","=""0845311""","*",37,36,53,"*",0,321,451
,,"Calf Pen Meadow School","=""0840111""",0,11,20,29,0,6,225,291
,,"East Shore Middle School","=""0845111""",0,25,"*",31,0,"*",330,411
,,"J. F. Kennedy School","=""0841911""",0,44,17,43,0,15,228,347
,,"Jonathan Law High School","=""0846211""",0,66,48,57,"*","*",645,821
,,"Mathewson School","=""0841711""",0,73,13,34,0,8,252,380
,,"Orange Avenue School","=""0840811""",0,29,"*",38,0,"*",315,395
,,"Orchard Hills School","=""0841811""",0,17,10,30,0,11,269,337
,,"Post Grad Transitional Academy","=""0840611""",0,"*",0,0,0,0,"*",7
,,"Pumpkin Delight School","=""0841011""",0,24,26,35,"*","*",174,268
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*",0,0,0,"*",8
,,"The Academy","=""0840311""",0,0,"*",6,0,"*",32,42
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*",44,"*",62,0,20,649,786
,,"Masuk High School","=""0856111""","*",43,"*",82,0,34,834,1017
,,"Fawn Hollow Elementary School","=""0850511""",0,29,15,48,0,18,411,521
,,"Monroe Elementary School","=""0850111""",0,"*",9,32,0,"*",321,371
,,"Stepney Elementary School","=""0850311""",0,26,"*",34,"*",20,343,433
,,"Masuk Alternative Program","=""0850211""",0,0,0,0,0,"*","*",10
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*",8,8,40,"*",57,209,324
,,"Leonard J. Tyl Middle School","=""0865111""",6,35,17,52,0,65,349,524
,,"Mohegan School","=""0860111""","*",63,"*",57,0,41,170,345
,,"Montville High School","=""0866111""",11,68,14,59,0,47,419,618
,,"Oakdale School","=""0860511""","*",11,"*",23,0,31,208,277
,,"Montville Transition and Vocational Training Academy","=""0860611""",0,0,"*",0,0,0,"*","*"
,,"Pre School Program","=""0860311""",0,0,"*","*",0,7,29,42
,,"The Palmer School","=""0869011""",0,0,0,"*",0,"*",23,29
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","*",15,24,59,0,"*",217,330
,,"Genesis Academy","=""0880911""","*",0,0,"*","*",0,7,12
,,"Hillside Intermediate School","=""0880411""","*","*",24,85,"*",19,175,308
,,"Maple Hill School","=""0880311""","*",17,18,99,0,"*",290,443
,,"Western School","=""0880711""","*","*",22,72,0,17,159,274
,,"Andrew Avenue School","=""0880811""",0,"*","*",95,0,18,144,278
,,"City Hill Middle School","=""0885111""",0,25,58,177,0,31,356,647
,,"Head Start","=""0888111""",0,"*",15,21,0,"*",83,127
,,"Hop Brook Elementary School","=""0880511""",0,11,20,74,0,24,172,301
,,"Naugatuck High School","=""0886111""",0,35,107,283,0,62,739,1226
,,"Salem School","=""0880611""",0,6,30,83,0,21,119,259
,,"Central Avenue Preschool","=""0888211""",0,0,"*",9,0,"*",18,30
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*",0,289,172,0,"*",18,497
"New Britain School District","=""0890011""","DiLoreto Elementary & Middle School","=""0891111""","*","*",59,623,0,16,106,815
,,"New Britain High School","=""0896111""","*",55,311,1350,0,"*",418,2184
,,"Pulaski Middle School","=""0895311""","*",27,90,516,0,"*",156,806
,,"Slade Middle School","=""0895211""","*","*",124,536,0,16,146,838
,,"Smith Elementary School","=""0891311""","*",15,57,359,"*",15,100,548
,,"Holmes Elementary School","=""0890611""",0,39,49,213,0,15,198,514
,,"Chamberlain Elementary School","=""0890311""",0,"*",60,338,0,"*",75,492
,,"Gaffney Elementary School","=""0890511""",0,19,53,277,0,19,130,498
,,"Gaffney KEY Elementary","=""0891611""",0,"*",12,57,0,"*",15,92
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,"*",20,54,0,"*",66,152
,,"Jefferson Elementary School","=""0890711""",0,17,40,274,0,14,126,471
,,"Lincoln Elementary School","=""0890811""",0,12,66,470,0,22,141,711
,,"Northend Elementary School","=""0890911""",0,"*",40,177,0,"*",31,257
,,"Roosevelt Early Learning Center","=""0890111""",0,"*",15,99,0,"*",29,147
,,"Smalley Elementary School","=""0891211""",0,7,51,503,0,11,90,662
,,"Vance Elementary School","=""0891511""",0,"*",56,307,0,"*",94,478
,,"Brookside School","=""0899111""",0,0,8,32,0,"*","*",44
,,"CLIMB","=""0899411""",0,0,"*",15,0,0,"*",28
,,"Chamberlain Bridges","=""0890211""",0,0,"*",17,0,0,"*",23
,,"Holmes Bridges","=""0890411""",0,0,"*",6,0,0,"*",11
,,"Lincoln SCS","=""0891011""",0,0,"*","*",0,0,"*",8
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,0,24,123,0,"*","*",167
,,"Slade KEY Middle","=""0891711""",0,0,"*",12,0,0,"*",17
,,"The Catalyst Academy","=""0899011""",0,0,"*",31,0,"*",6,39
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",69,19,54,"*",33,1140,1319
,,"Saxe Middle School","=""0905111""","*",100,"*",61,0,32,1129,1331
,,"South School","=""0900211""","*",39,"*",26,"*",24,448,542
,,"East School","=""0900411""",0,30,20,30,"*","*",436,537
,,"West School","=""0900311""",0,28,"*",15,0,"*",438,491
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*","*",6,68,"*",19,416,516
,,"New Fairfield Elementary School","=""0910211""","*","*",6,46,0,7,393,459
,,"New Fairfield High School","=""0916111""","*",18,8,65,"*",15,684,793
,,"New Fairfield Middle School","=""0915211""","*",14,11,59,0,"*",432,523
,,"Alternative Learning Center","=""0910311""",0,0,0,0,0,0,9,9
"New Haven School District","=""0930011""","Beecher School","=""0930311""","*","*",274,135,0,11,71,495
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",121,245,"*",16,118,507
,,"Betsy Ross Arts and Design Academy","=""0935511""","*","*",182,142,0,9,104,444
,,"Conte/West Hills Magnet School","=""0933111""","*",8,264,320,"*",6,58,661
,,"Cooperative High School - Inter-District Magnet","=""0936411""","*",12,285,227,0,"*",96,630
,,"Davis Academy for Arts & Design Innovation","=""0930911""","*","*",306,83,0,14,101,511
,,"East Rock Community Magnet School","=""0934611""","*",25,183,213,0,"*",75,504
,,"Edgewood School","=""0931211""","*","*",211,68,0,17,134,438
,,"Fair Haven School","=""0931611""","*",8,77,662,"*","*",66,820
,,"High School In The Community","=""0936611""","*","*",80,118,"*","*",31,237
,,"Hill Regional Career High School","=""0936311""","*",26,290,271,0,"*",61,656
,,"James Hillhouse High School","=""0936211""","*",8,565,299,0,"*",52,927
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",35,471,"*","*",17,528
,,"Mauro-Sheridan Magnet School","=""0931911""","*","*",277,153,0,10,86,532
,,"Metropolitan Business Academy","=""0936011""","*",6,153,198,0,"*",44,405
,,"Nathan Hale School","=""0931411""","*","*",56,229,0,13,230,541
