"Student Counts by School and Race"
"All Districts, All Schools"
"2016-17"

"",,,,"Race",,,,,,,
,,"Irving A. Robbins Middle School","=""0525111""","*",118,23,36,0,"*",487,674
,,"West District School","=""0520311""","*",59,16,30,0,"*",192,309
,,"East Farms School","=""0520411""",0,129,32,34,0,19,235,449
,,"Farmington Collaborative PK","=""0528011""",0,17,8,8,0,8,71,112
,,"Noah Wallace School","=""0520211""",0,95,17,29,0,13,215,369
,,"Union School","=""0520111""",0,49,16,39,0,15,191,310
,,"West Woods Upper Elementary School","=""0520511""",0,149,26,48,0,10,418,651
,,"Farmington Alternative High School","=""0520611""",0,0,"*","*",0,0,"*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*",0,6,0,6,145,162
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",69,"*",37,0,29,312,456
,,"Eastbury School","=""0540311""","*",30,"*",17,0,13,202,266
,,"Gideon Welles School","=""0540811""","*",44,"*",36,0,23,355,477
,,"Glastonbury High School","=""0546111""","*",202,72,170,"*",71,1470,1991
,,"Hopewell School","=""0540611""","*",51,"*",31,0,25,270,384
,,"Links Academy","=""0540111""","*",0,"*",6,0,0,14,24
,,"Smith Middle School","=""0545211""","*",105,26,67,"*",44,764,1010
,,"Glastonbury Transition Academy","=""0541411""",0,"*","*","*",0,0,12,16
,,"Hebron Avenue School","=""0540411""",0,43,13,32,0,15,289,392
,,"Naubuc School","=""0540711""",0,34,25,68,0,31,193,351
,,"Nayaug Elementary School","=""0540911""",0,29,14,58,0,32,423,556
,,"PreK-Eastbury","=""0540511""",0,"*","*","*",0,"*",23,30
,,"PreK-Nayaug","=""0541011""",0,"*",0,"*",0,0,13,20
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",30,31,0,21,562,658
,,"Kelly Lane Primary School","=""0560411""","*","*",24,11,0,10,339,392
,,"Wells Road Intermediate School","=""0560311""","*","*",22,10,0,12,335,389
,,"Granby Memorial Middle School","=""0565111""",0,"*",19,"*",0,16,384,435
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",54,17,102,"*",24,359,558
,,"Eastern Middle School","=""0575211""","*",79,"*",107,"*",23,630,846
,,"Glenville School","=""0570411""","*",48,"*",61,0,23,301,444
,,"Greenwich High School","=""0576111""","*",202,86,507,"*",72,1754,2625
,,"Hamilton Avenue School","=""0570511""","*",19,39,203,0,"*",123,397
,,"Julian Curtiss School","=""0570311""","*",20,"*",115,0,25,159,330
,,"New Lebanon School","=""0570611""","*",14,12,170,0,"*",53,257
,,"North Street School","=""0570811""","*",28,"*",51,0,34,299,423
,,"Cos Cob School","=""0570211""",0,48,"*",86,0,"*",280,446
,,"International School At Dundee","=""0571311""",0,79,14,47,0,32,211,383
,,"North Mianus School","=""0570711""",0,91,"*",82,"*",23,297,496
,,"Old Greenwich School","=""0570911""",0,12,0,42,0,30,351,435
,,"Parkway School","=""0571111""",0,13,"*",26,0,"*",212,260
,,"Riverside School","=""0571011""",0,31,0,84,0,14,339,468
,,"Western Middle School","=""0575311""",0,28,29,207,0,16,278,558
,,"Community Connections","=""0571211""",0,0,"*","*",0,0,"*",7
,,"Greenwich Alternative High School","=""0571411""",0,0,"*",11,0,0,"*",22
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*",15,62,0,63,562,719
,,"Griswold High School","=""0586211""","*",16,21,39,"*",16,469,568
,,"Griswold Middle School","=""0585111""",9,"*",15,38,"*",37,431,538
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,"*",0,"*",10,13
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",37,28,60,"*",32,333,497
,,"Charles Barnum Magnet School","=""0591811""","*",17,26,56,"*",29,244,375
,,"Claude Chester School","=""0590311""","*",23,30,105,"*",52,85,298
,,"New Beginnings Alternative Program","=""0590211""","*",0,"*","*",0,"*",15,24
,,"Northeast Academy Magnet School","=""0591911""","*",25,"*",43,"*",28,286,390
,,"Robert E. Fitch High School","=""0596111""",13,76,97,180,6,74,607,1053
,,"S. B. Butler School","=""0590111""","*",10,11,42,"*",31,188,286
,,"Thames River Magnet School","=""0591711""","*","*",33,72,0,40,188,363
,,"West Side Middle School","=""0595211""","*",26,52,119,"*",34,219,456
,,"Catherine Kolnaski Magnet School","=""0592011""",0,"*",37,121,"*",48,134,377
,,"Pleasant Valley School","=""0591211""",0,13,21,60,0,36,171,301
,,"Transition Academy","=""0591011""",0,"*","*","*",0,0,"*",9
,,"Central Office Academy","=""0590611""",0,0,0,0,0,0,"*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*",29,11,40,"*",26,468,577
,,"A. W. Cox School","=""0600611""",0,"*","*",14,0,17,243,289
,,"Calvin Leete School","=""0600411""",0,"*","*",14,0,9,207,240
,,"E. C. Adams Middle School","=""0605111""",0,25,"*",37,0,"*",451,535
,,"Guilford High School","=""0606111""",0,41,"*",70,"*",29,967,1123
,,"Guilford Lakes School","=""0600211""",0,20,6,21,0,14,246,307
,,"Melissa Jones School","=""0600311""",0,8,"*",18,"*",12,271,316
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*","*",137,112,0,18,38,319
,,"Hamden Collaborative Learning Center","=""0620511""","*",0,24,7,0,"*",7,41
,,"Hamden High School","=""0626111""","*",113,521,268,0,"*",596,1557
,,"Shepherd Glen School","=""0620111""","*",70,109,54,0,"*",73,321
,,"West Woods School","=""0621411""","*",67,56,30,"*",18,199,372
,,"Alice Peck Learning Center","=""0628011""",0,20,37,29,0,7,44,137
,,"Bear Path School","=""0621211""",0,34,47,75,0,32,257,445
,,"Dunbar Hill School","=""0620311""",0,22,89,63,0,23,102,299
,,"Hamden Middle School","=""0625211""",0,68,211,157,0,41,335,812
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*","*","*",0,"*","*",11
,,"Helen Street School","=""0620411""",0,15,143,129,0,16,44,347
,,"Ridge Hill School","=""0621111""",0,30,103,99,0,17,87,336
,,"Spring Glen School","=""0621011""",0,"*",79,30,"*",26,286,432
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""","*",35,81,194,"*",13,49,375
,,"Breakthrough Magnet School, North","=""0643511""","*",19,131,65,0,"*",32,266
,,"Breakthrough Magnet School, South","=""0643311""","*",24,77,174,0,"*",69,360
,,"Bulkeley High School","=""0647111""","*",30,200,427,"*","*",25,688
,,"Burns Latino Studies Academy","=""0640611""","*",17,62,409,"*","*","*",496
,,"Burr Middle School","=""0642311""","*",24,80,486,0,"*",21,616
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",19,107,468,"*","*",29,634
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",32,61,341,0,"*",157,610
,,"Hartford Magnet Trinity College Academy","=""0645411""","*","*",253,487,0,45,193,1024
,,"High School, Inc.","=""0647611""","*",0,96,138,0,"*",0,236
,,"Kennelly School","=""0641011""","*","*",84,445,"*","*",13,558
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*","*",209,424,0,41,216,913
,,"M. D. Fox School","=""0640811""","*",41,79,515,0,"*",9,647
,,"M. L. King, Jr. Middle School","=""0641611""","*","*",196,77,0,13,"*",294
,,"Milner Middle School","=""0641911""","*",0,126,151,"*","*",8,292
,,"Montessori Magnet at Batchelder School","=""0640511""","*",14,55,147,"*",9,76,304
,,"Montessori Magnet at Fisher School","=""0643711""","*",36,128,58,0,"*",99,336
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",19,52,436,"*","*",124,636
,,"Pathways Academy of Technology and Design","=""0646611""","*","*",139,157,0,11,110,421
,,"Rawson School","=""0641711""","*","*",295,75,"*","*",7,383
,,"Renzulli Gifted and Talented Academy","=""0644011""","*",9,54,52,0,"*",9,131
,,"SAND School","=""0640111""","*","*",121,234,0,"*","*",362
,,"University High School of Science and Engineering","=""0646711""","*",43,170,71,0,"*",122,431
,,"Webster Micro Society Magnet School","=""0642011""","*",33,289,171,0,"*",116,633
,,"Wish Museum School","=""0642211""","*","*",184,235,0,"*","*",429
,,"Autism Program - Simpson-Waverly School","=""0649311""",0,"*","*",7,0,"*",0,11
,,"Batchelder School","=""0640411""",0,"*",86,326,0,"*",14,433
,,"Betances Learning Lab Magnet School","=""0642811""",0,71,67,121,"*","*",31,300
,,"Capital Community College Magnet Academy","=""0643911""",0,"*",20,25,0,"*",8,57
,,"Capital Preparatory Magnet School","=""0646911""",0,14,318,125,0,21,78,556
,,"Classical Magnet School","=""0646411""",0,"*",220,189,"*",25,110,560
,,"Expeditionary Learning Academy at Moylan School","=""0643211""",0,"*",69,408,0,"*",19,501
,,"Global Communications Academy","=""0643611""",0,"*",384,221,"*","*","*",617
,,"Great Path Academy at CT State Manchester","=""0647911""",0,8,90,89,"*","*",79,272
,,"HPHS Engineering and Green Technology Academy","=""0647211""",0,12,130,190,0,6,8,346
,,"HPHS Law and Government Academy","=""0647411""",0,10,125,169,0,"*","*",314
,,"HPHS Nursing and Health Sciences Academy","=""0647511""",0,10,135,226,0,"*","*",383
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""",0,45,40,46,0,7,19,157
,,"Journalism and Media Academy","=""0647711""",0,"*",119,51,0,"*",14,190
,,"McDonough Middle School","=""0641211""",0,"*",27,230,0,"*","*",261
,,"Parkville Community School","=""0641511""",0,"*",52,439,"*",0,29,534
,,"STEM Magnet at Annie Fisher School","=""0642511""",0,68,146,55,"*","*",81,366
,,"Sanchez School","=""0643011""",0,"*",35,348,0,"*",7,396
,,"Sport and Medical Sciences Academy","=""0646511""",0,"*",146,322,"*",28,185,709
,,"West Middle School","=""0642111""",0,38,188,212,"*","*",8,449
,,"iGOAL 1 - HPHS","=""0644911""",0,"*",14,32,0,0,"*",48
,,"iGOAL 1 - Rawson School","=""0644411""",0,"*",14,28,0,0,"*",45
,,"iGOAL 2 - Weaver High School","=""0645011""",0,"*","*",13,0,0,0,24
,,"Autism Program - Burr School","=""0648611""",0,0,"*","*",0,0,0,9
,,"Autism Program - Hooker School","=""0644311""",0,0,"*","*",0,0,0,6
,,"Culinary Arts Academy at Weaver High School","=""0646011""",0,0,74,92,0,"*","*",168
,,"DDP - Simpson-Waverly School","=""0649411""",0,0,"*","*",0,0,0,10
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,0,"*","*",0,0,0,16
,,"MDP - Batchelder School","=""0644811""",0,0,"*",10,0,"*",0,19
,,"RISE - Bulkeley High School","=""0648311""",0,0,"*","*",0,0,0,13
,,"RISE - Hartford Public High School","=""0648211""",0,0,11,20,0,0,0,31
,,"RISE - M.D. Fox School","=""0645911""",0,0,10,23,0,"*","*",35
,,"RISE - West Middle School","=""0644611""",0,0,"*","*",0,0,0,15
,,"STEP at Hartford Public High School","=""0648411""",0,0,"*",9,0,0,"*",17
,,"Simpson-Waverly School","=""0642611""",0,0,171,138,"*","*","*",314
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,8
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,0,"*",19,0,0,"*",26
,,"iGOAL 2 - Moylan School","=""0648511""",0,0,"*","*",0,0,0,9
,,"LC - Burns School","=""0649611""",0,0,0,"*",0,0,0,"*"
,,"iGOAL 1 - Moylan School","=""0649811""",0,0,0,6,0,0,0,6
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*","*","*","*","*",171,189
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",13,0,"*",282,306
,,"Hebron Elementary School","=""0670111""",0,"*","*",29,0,11,352,399
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",44,"*",46,0,31,180,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",63,129,"*",17,51,270
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*",6,8,"*",0,"*",111,133
,,"Killingly Alternative Learning Program","=""0690611""","*",0,"*",0,0,"*",14,17
,,"Killingly Central School","=""0690111""",10,10,17,"*",0,"*",324,369
,,"Killingly High School","=""0696111""","*","*",18,313,0,32,440,823
,,"Killingly Intermediate School","=""0695211""",9,19,11,130,0,43,471,683
,,"Killingly Memorial School","=""0690311""","*",23,"*",0,0,32,419,493
"Learn","=""2450014""","Marine Science Magnet High School","=""2456114""","*",6,10,47,"*",22,182,271
,,"Regional Multicultural Magnet School","=""2450114""","*",18,64,185,"*",72,192,535
,,"Riverside Magnet School at Goodwin University","=""2450314""","*",7,104,161,"*",30,90,394
,,"The Friendship School","=""2450214""","*",15,43,167,"*",41,234,505
,,"Connecticut River Academy at Goodwin University","=""2456014""",0,14,98,214,"*","*",114,454
,,"Dual Language & Arts Magnet Middle School","=""2455014""",0,"*","*",59,0,17,53,147
,,"Learn ABA Program at Center School","=""2451214""",0,"*","*","*",0,"*","*",8
,,"Learn High School","=""2450614""",0,"*",0,"*",0,"*","*","*"
,,"Learn Intensive Program","=""2451114""",0,"*","*","*",0,"*","*",16
,,"Three Rivers Middle College Magnet School","=""2456214""",0,"*",11,16,0,"*",32,67
,,"Learn Ledyard RICHES Program","=""2450714""",0,0,"*",0,0,0,"*","*"
,,"Learn SAILS Middle School Program","=""2450814""",0,0,"*","*",0,0,"*","*"
,,"Learn SAILS Program at Salem","=""2451014""",0,0,"*","*",0,"*","*",6
,,"Learn Pathways Program","=""2450514""",0,0,0,"*",0,"*","*","*"
,,"LEARN Transition Academy","=""2450414""",0,0,0,0,0,0,"*","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",6,8,10,20,"*","*",305,352
,,"Lebanon Middle School","=""0715111""","*",6,"*",19,"*","*",260,295
,,"Lyman Memorial High School","=""0716211""","*","*","*",14,"*","*",336,364
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",22,"*",13,37,"*",42,213,335
,,"Juliet W. Long School","=""0720311""","*","*",9,41,0,16,211,284
,,"Ledyard Center School","=""0720111""",20,16,"*",40,"*",25,286,402
,,"Ledyard High School","=""0726111""",21,36,55,83,0,16,587,798
,,"Ledyard Middle School","=""0725111""",19,12,27,26,0,15,233,332
,,"Gales Ferry School","=""0720211""",0,"*",11,16,"*",11,167,215
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*",7,7,31,"*",26,318,393
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",47,"*",42,0,25,1023,1153
,,"Kathleen H. Ryerson Elementary School","=""0760311""","*",16,0,"*",0,11,195,235
,,"Walter C. Polson Middle School","=""0765211""","*",20,"*",15,0,13,437,487
,,"Dr. Robert H. Brown Elementary School","=""0760611""",0,"*","*",18,0,18,363,414
,,"Island Avenue Elementary School","=""0760211""",0,6,"*",14,"*","*",243,269
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,10,0,17,0,13,287,327
,,"Town Campus Learning Center","=""0769011""",0,"*","*","*",0,0,39,46
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*",38,65,61,"*",10,199,375
,,"Elisabeth M. Bennet Academy","=""0771711""","*",30,78,115,0,"*",163,407
,,"Highland Park School","=""0770411""","*",13,59,52,0,"*",142,272
,,"Illing Middle School","=""0775311""","*",46,183,220,"*",35,325,811
,,"Manchester Head Start","=""0778011""","*",16,40,45,0,"*",73,179
,,"Manchester High School","=""0776111""","*",125,357,396,"*",68,601,1555
,,"Manchester High School-Site 2","=""0770211""","*","*",11,13,"*",0,16,43
,,"Robertson School","=""0771011""","*",92,116,69,"*",6,78,363
,,"Washington School","=""0771411""","*",9,103,139,"*",12,78,344
,,"Bowers School","=""0770111""",0,17,77,125,0,6,189,414
,,"Keeney School","=""0770611""",0,29,48,69,0,11,204,361
,,"Martin School","=""0771611""",0,15,45,84,0,7,115,266
,,"New Horizons","=""0770711""",0,"*",6,"*",0,"*","*",18
,,"Verplanck School","=""0771211""",0,41,105,163,"*","*",72,390
,,"Waddell School","=""0771311""",0,38,74,94,"*","*",127,347
,,"Elementary Site 2","=""0771111""",0,0,"*",0,0,0,"*","*"
,,"Manchester Regional Academy","=""0779011""",0,0,21,27,0,"*","*",70
,,"Manchester Transition Center","=""0779111""",0,0,"*","*",0,0,9,19
,,"Manchester Preschool - Site 2","=""0770811""",0,0,0,0,0,0,12,12
"Mansfield School District","=""0780011""","Mansfield Elementary at Goodwin","=""0780211""","*",44,"*",12,0,7,133,200
,,"Mansfield Elementary at Vinton","=""0780411""","*",33,"*",31,0,15,165,254
,,"Southeast Elementary School","=""0780511""","*",33,8,33,0,"*",147,227
,,"Mansfield Middle School","=""0785111""",0,50,11,67,0,26,379,533
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",7,"*",36,0,11,473,535
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",8,11,15,185,0,10,188,417
,,"Benjamin Franklin School","=""0800111""",7,20,27,176,"*","*",107,345
,,"Casimir Pulaski School","=""0801111""","*",31,35,309,"*",20,132,532
,,"Francis T. Maloney High School","=""0806111""","*",44,128,585,"*",25,406,1191
,,"Hanover School","=""0800311""","*",8,31,307,"*",12,224,586
,,"Israel Putnam School","=""0800411""",10,35,38,304,0,20,160,567
,,"John Barry School","=""0800511""","*",30,47,316,"*",11,69,476
,,"Lincoln Middle School","=""0805211""","*",20,71,390,"*",14,222,725
,,"Nathan Hale School","=""0800711""","*",24,42,338,"*",16,184,613
,,"Roger Sherman School","=""0800811""","*",18,38,346,"*",26,151,584
,,"Washington Middle School","=""0805411""","*",25,83,332,"*",12,251,709
,,"Orville H. Platt High School","=""0806211""",0,27,123,512,"*","*",278,970
,,"Success Academy","=""0801411""",0,"*","*",23,0,"*",8,35
,,"Venture Academy","=""0801311""",0,"*",8,23,0,"*",6,40
,,"Community Classroom Collaborative","=""0800211""",0,0,"*","*",0,0,6,10
,,"STARS - Hanover","=""0800611""",0,0,"*",21,0,"*",17,42
,,"STEP - ES","=""0800911""",0,0,"*",9,0,"*","*",19
,,"STEPS - MS","=""0801211""",0,0,"*",11,0,0,"*",20
,,"STARS - MS","=""0801511""",0,0,0,"*",0,0,"*",6
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*","*",118,127,0,34,387,695
,,"Middletown High School","=""0836211""","*",54,258,177,"*",53,689,1238
,,"Spencer School","=""0830111""","*",13,43,57,"*",15,131,262
,,"Bielefield School","=""0830211""",0,7,66,72,0,30,113,288
,,"Farm Hill School","=""0830511""",0,13,69,88,0,23,140,333
,,"Keigwin Middle School","=""0831511""",0,8,64,51,0,29,144,296
,,"Lawrence School","=""0831311""",0,44,49,38,0,30,117,278
,,"Middletown Transition Center","=""0839111""",0,"*",9,"*",0,"*",10,26
,,"Moody School","=""0831211""",0,10,29,26,0,19,166,250
,,"Snow School","=""0831111""",0,28,67,79,0,32,198,404
,,"Wesley School","=""0831411""",0,"*",46,37,"*",15,142,251
,,"Evening Program - MHS","=""0831611""",0,0,6,"*",0,0,"*",10
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,0,0,"*"
,,"ICM - Moody 3-5","=""0830711""",0,0,"*","*",0,"*","*",6
,,"ICM - Moody K-2","=""0830811""",0,0,"*","*",0,0,"*",6
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,"*","*",7
,,"ICM- Beman Middle School","=""0830411""",0,0,"*",0,0,0,"*","*"
,,"MHS - Alternative Education Program 1","=""0831811""",0,0,"*","*",0,0,"*",7
,,"MHS - Alternative Education Program 2","=""0831911""",0,0,"*","*",0,0,"*",7
,,"STEM - Macdonough","=""0832111""",0,0,"*","*",0,"*",15,24
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,"*","*",0,0,"*",8
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","*",45,24,42,0,"*",232,354
,,"Jonathan Law High School","=""0846211""","*",60,42,62,"*","*",697,865
,,"Joseph A. Foran High School","=""0846311""","*",49,45,41,"*","*",759,903
,,"Live Oaks School","=""0841611""","*",26,"*",19,0,9,241,302
,,"Meadowside School","=""0840711""","*",86,"*",31,0,9,166,297
,,"Orange Avenue School","=""0840811""","*",38,"*",41,0,7,317,409
,,"West Shore Middle School","=""0845311""","*",37,33,39,"*","*",337,450
,,"Calf Pen Meadow School","=""0840111""",0,"*",14,18,0,"*",222,272
,,"East Shore Middle School","=""0845111""",0,29,"*",29,0,"*",355,435
,,"Harborside Middle School","=""0845211""",0,52,"*",27,"*",0,432,530
,,"Mathewson School","=""0841711""",0,76,16,40,0,7,271,410
,,"Orchard Hills School","=""0841811""",0,21,14,21,0,6,287,349
,,"Pumpkin Delight School","=""0841011""",0,24,31,24,"*","*",175,260
,,"Post Grad Transitional Academy","=""0840611""",0,0,"*",0,0,0,"*","*"
,,"The Academy","=""0840311""",0,0,"*","*",0,0,29,35
,,"Fifth Year Vocational Experience","=""0840411""",0,0,0,"*",0,0,"*",8
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*",35,"*",62,0,15,656,782
,,"Masuk High School","=""0856111""","*",42,"*",78,0,36,870,1051
,,"Monroe Elementary School","=""0850111""","*",12,"*",25,0,"*",330,375
,,"Fawn Hollow Elementary School","=""0850511""",0,29,15,48,0,22,401,515
,,"Stepney Elementary School","=""0850311""",0,23,"*",32,"*",17,365,447
,,"Masuk Alternative Program","=""0850211""",0,0,0,0,0,"*","*",9
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*",9,"*",41,"*",53,220,329
,,"Leonard J. Tyl Middle School","=""0865111""","*",43,"*",53,0,72,374,559
,,"Montville High School","=""0866111""","*",68,17,65,"*",51,421,636
,,"Oakdale School","=""0860511""","*",9,"*",22,0,41,201,281
,,"Mohegan School","=""0860111""",0,61,7,47,0,36,178,329
,,"Pre School Program","=""0860311""",0,"*","*","*",0,"*",31,43
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",19,23
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","*",13,22,57,0,"*",212,315
,,"Genesis Academy","=""0880911""","*","*","*","*",0,0,14,20
,,"Maple Hill School","=""0880311""","*","*",19,74,0,20,314,447
,,"Naugatuck High School","=""0886111""","*",39,103,275,"*",58,741,1218
,,"Western School","=""0880711""","*","*",15,72,"*",8,156,256
,,"Andrew Avenue School","=""0880811""",0,"*",19,83,0,"*",156,279
,,"City Hill Middle School","=""0885111""",0,17,57,160,0,31,400,665
,,"Head Start","=""0888111""",0,"*",11,25,0,"*",70,119
,,"Hillside Intermediate School","=""0880411""",0,"*",34,95,"*",21,175,332
,,"Hop Brook Elementary School","=""0880511""",0,15,23,86,0,20,179,323
,,"Salem School","=""0880611""",0,"*",31,73,0,"*",138,268
,,"Central Avenue Preschool","=""0888211""",0,0,"*",9,0,"*",19,31
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*",0,320,159,0,"*",12,499
"New Britain School District","=""0890011""","DiLoreto Elementary & Middle School","=""0891111""","*","*",57,652,0,16,114,850
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""","*",6,22,45,0,"*",71,147
,,"Lincoln Elementary School","=""0890811""","*","*",77,438,0,17,129,669
,,"New Britain High School","=""0896111""","*",61,326,1327,0,"*",430,2198
,,"Slade Middle School","=""0895211""","*","*",112,518,0,16,150,807
,,"Holmes Elementary School","=""0890611""",0,37,48,197,0,16,196,494
,,"Chamberlain Bridges","=""0890211""",0,"*",0,19,0,0,"*",24
,,"Chamberlain Elementary School","=""0890311""",0,"*",68,320,0,"*",84,493
,,"Gaffney Elementary School","=""0890511""",0,25,56,340,0,18,155,594
,,"Gaffney KEY Elementary","=""0891611""",0,"*","*",24,0,"*",10,43
,,"Jefferson Elementary School","=""0890711""",0,11,31,263,0,20,130,455
,,"Northend Elementary School","=""0890911""",0,"*",42,172,0,"*",26,254
,,"Pulaski Middle School","=""0895311""",0,34,96,508,0,14,139,791
,,"Roosevelt Early Learning Center","=""0890111""",0,"*",17,117,0,"*",26,165
,,"Smalley Elementary School","=""0891211""",0,12,38,530,0,10,95,685
,,"Smith Elementary School","=""0891311""",0,19,59,365,0,13,110,566
,,"Vance Elementary School","=""0891511""",0,6,64,335,0,18,92,515
,,"Brookside School","=""0899111""",0,0,7,42,0,"*","*",54
,,"CLIMB","=""0899411""",0,0,"*",17,0,0,"*",22
,,"Holmes Bridges","=""0890411""",0,0,"*","*",0,0,0,7
,,"Lincoln SCS","=""0891011""",0,0,"*",6,0,0,"*",10
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,0,21,123,0,"*","*",157
,,"Slade KEY Middle","=""0891711""",0,0,"*",8,0,0,"*",14
,,"The Catalyst Academy","=""0899011""",0,0,"*",33,0,"*",12,51
"New Canaan School District","=""0900011""","East School","=""0900411""","*",45,16,28,"*",17,438,547
,,"New Canaan High School","=""0906111""","*",58,12,45,"*",23,1125,1266
,,"Saxe Middle School","=""0905111""","*",86,"*",50,0,26,1177,1359
,,"South School","=""0900211""","*",45,"*",22,"*",21,453,545
,,"West School","=""0900311""",0,33,"*",14,0,"*",466,524
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",6,"*",76,0,14,399,502
,,"New Fairfield Elementary School","=""0910211""","*",7,"*",44,0,9,420,488
,,"New Fairfield High School","=""0916111""","*",18,6,58,"*",18,742,844
,,"New Fairfield Middle School","=""0915211""","*",14,10,49,0,"*",458,540
,,"Alternative Learning Center","=""0910311""",0,0,0,"*",0,0,"*",13
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*",12,56,222,0,"*",251,550
,,"Beecher School","=""0930311""","*","*",285,137,0,9,66,503
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",129,246,"*",15,121,515
,,"Betsy Ross Arts and Design Academy","=""0935511""","*","*",190,127,0,8,114,448
,,"Conte/West Hills Magnet School","=""0933111""","*",8,267,310,0,"*",52,645
,,"Davis Academy for Arts & Design Innovation","=""0930911""","*","*",302,76,0,16,110,511
,,"East Rock Community Magnet School","=""0934611""","*",34,177,209,0,"*",66,490
,,"Edgewood School","=""0931211""","*","*",216,58,0,16,131,427
,,"Engineering - Science University Magnet School","=""0931711""","*",40,245,110,0,"*",198,601
,,"Fair Haven School","=""0931611""","*",19,89,649,"*","*",108,874
,,"Hill Regional Career High School","=""0936311""","*",23,294,255,0,"*",67,648
,,"James Hillhouse High School","=""0936211""","*",10,604,262,0,"*",33,913
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",45,469,"*","*",19,537
,,"Mauro-Sheridan Magnet School","=""0931911""","*",9,268,156,0,"*",95,537
,,"Roberto Clemente Leadership Academy for Global Awareness","=""0934211""","*","*",173,278,"*","*",22,480
,,"Ross/Woodward School","=""0931011""","*",15,233,317,"*","*",117,689
,,"Truman School","=""0932911""","*","*",66,451,"*","*",7,533
,,"West Rock Authors Academy","=""0934911""","*",0,118,51,0,"*",33,209
,,"Wilbur Cross High School","=""0936111""","*",28,426,856,"*","*",172,1488
,,"Worthington Hooker School","=""0933811""","*",128,58,33,0,"*",209,444
,,"Augusta Lewis Troup School","=""0931511""",0,6,261,165,0,6,33,471
,,"Barnard Environmental Magnet School","=""0930211""",0,6,292,174,0,6,84,562
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""",0,"*",175,249,0,"*",49,493
,,"Brennan Rogers School","=""0932111""",0,"*",342,156,0,"*",36,542
,,"Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",246,93,0,"*",30,389
,,"Clinton Avenue School","=""0930611""",0,"*",86,388,0,"*",40,518
,,"Clinton Self Contained ID","=""0937811""",0,"*","*",6,0,0,0,10
,,"Cooperative High School - Inter-District Magnet","=""0936411""",0,12,292,215,0,8,117,644
