"Student Counts by School and Race"
"All Districts, All Schools"
"2010-11"

"",,,,"Race",,,,,,,
,,"Thames River Magnet School","=""0591711""","*","*",37,46,0,7,256,353
,,"West Side Middle School","=""0595211""","*",11,57,67,0,"*",103,248
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*",23,"*",26,0,8,509,572
,,"Guilford High School","=""0606111""","*",27,10,57,0,"*",1010,1113
,,"Guilford Lakes School","=""0600211""","*",10,11,17,0,"*",366,409
,,"A. Baldwin Middle School","=""0600711""",0,21,"*",28,0,"*",523,587
,,"A. W. Cox School","=""0600611""",0,"*","*",26,0,20,257,316
,,"Calvin Leete School","=""0600411""",0,19,"*",15,0,"*",290,335
,,"Melissa Jones School","=""0600311""",0,10,"*",39,"*",11,284,346
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*",105,666,249,0,"*",892,1934
,,"Hamden Middle School","=""0625211""","*",48,313,149,0,"*",374,900
,,"Helen Street School","=""0620411""","*","*",113,86,0,12,61,282
,,"West Woods School","=""0621411""","*",90,57,47,0,"*",325,535
,,"Alice Peck Learning Center","=""0628011""",0,"*",25,16,0,"*",37,87
,,"Bear Path School","=""0621211""",0,41,65,53,0,19,288,466
,,"Church Street School","=""0620211""",0,18,187,109,0,8,85,407
,,"Dunbar Hill School","=""0620311""",0,22,117,35,0,12,123,309
,,"Ridge Hill School","=""0621111""",0,25,134,88,0,6,88,341
,,"Shepherd Glen School","=""0620111""",0,67,110,51,0,6,108,342
,,"Spring Glen School","=""0621011""",0,6,68,43,0,21,239,377
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*",13,110,437,0,"*",17,590
,,"Betances Learning Lab Magnet School","=""0642811""","*",13,53,229,"*",6,8,311
,,"Breakthrough Magnet School, South","=""0643311""","*","*",112,141,0,"*",88,351
,,"Bulkeley High School","=""0647111""","*",11,129,319,"*",0,28,489
,,"Bulkeley High School Lower School","=""0646111""","*",10,119,419,"*",86,34,670
,,"Burns Latino Studies Academy","=""0640611""","*",6,96,540,0,"*",20,664
,,"Burr Middle School","=""0642311""","*",14,133,517,0,"*",38,706
,,"Classical Magnet School","=""0646411""","*",20,291,195,"*",40,161,710
,,"Dr. Joseph Bellizzi Middle School","=""0645311""","*",10,37,217,0,21,"*",293
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*","*",72,226,"*",14,19,340
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*",6,89,571,0,"*",8,677
,,"Global Communications Academy","=""0643611""","*","*",263,103,0,"*",0,372
,,"HPHS Engineering and Green Technology Academy","=""0647211""","*",15,126,216,0,23,"*",394
,,"HPHS Freshmen Academy","=""0647311""","*",8,81,194,0,33,"*",318
,,"HPHS Nursing and Health Sciences Academy","=""0647511""","*",9,145,201,0,24,"*",383
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",18,140,289,0,"*",149,611
,,"High School, Inc.","=""0647611""","*","*",117,102,0,26,6,256
,,"Kennelly School","=""0641011""","*","*",163,543,0,9,55,781
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*","*",210,289,0,10,144,662
,,"M. D. Fox School","=""0640811""","*","*",122,644,0,24,34,846
,,"Milner Middle School","=""0641911""","*",0,207,198,0,"*","*",412
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",8,94,445,0,"*",143,699
,,"Parkville Community School","=""0641511""","*","*",81,364,0,19,37,515
,,"Pathways Academy of Technology and Design","=""0646611""","*",6,159,119,0,"*",65,355
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",24,185,39,"*",14,64,328
,,"Sarah J Rawson Middle Grades Academy","=""0645611""","*",0,166,20,0,0,"*",188
,,"Sport and Medical Sciences Academy","=""0646511""","*","*",165,310,0,47,139,672
,,"University High School of Science and Engineering","=""0646711""","*",23,161,110,0,"*",92,407
,,"Webster Micro Society Magnet School","=""0642011""","*","*",231,189,0,22,132,592
,,"West Middle School","=""0642111""","*",82,312,272,0,"*",13,688
,,"Breakthrough Magnet School, North","=""0643511""",0,7,81,50,0,"*","*",142
,,"Capital Preparatory Magnet School","=""0646911""",0,8,163,95,0,21,49,336
,,"Clark School","=""0642411""",0,"*",200,172,0,"*",6,381
,,"Culinary Arts Academy at Weaver High School","=""0646011""",0,"*",163,78,"*",0,"*",245
,,"Environmental Sciences Magnet at Hooker School","=""0640911""",0,13,38,180,0,6,38,275
,,"HPHS Law and Government Academy","=""0647411""",0,13,146,205,"*","*",9,378
,,"Journalism and Media Academy","=""0647711""",0,"*",158,64,0,0,"*",229
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",399,62,0,"*","*",468
,,"McDonough Middle School","=""0641211""",0,"*",59,347,0,"*",11,419
,,"Montessori Magnet at Fisher School","=""0643711""",0,22,85,29,0,12,50,198
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,"*",34,17,0,"*","*",57
,,"SAND School","=""0640111""",0,"*",155,300,0,"*","*",463
,,"Sanchez School","=""0643011""",0,"*",64,423,0,0,"*",492
,,"Weaver High School","=""0646311""",0,"*",138,"*",0,0,0,154
,,"Wish Museum School","=""0642211""",0,"*",234,189,0,"*",11,443
,,"Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,11,21,0,0,0,32
,,"OPPortunity High School","=""0647811""",0,0,"*",74,0,0,"*",123
,,"Rawson School","=""0641711""",0,0,419,"*",0,0,"*",463
,,"Simpson-Waverly School","=""0642611""",0,0,271,81,0,"*","*",361
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*","*","*",0,"*",207,222
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","*",8,"*",23,0,9,622,666
,,"Gilead Hill School","=""0670211""",0,"*",0,13,0,"*",443,470
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",47,68,0,6,58,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,411,7,7,"*",0,432
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*","*",7,0,"*",91,107
,,"Killingly Central School","=""0690111""","*",7,"*",11,0,37,431,498
,,"Killingly High School","=""0696111""",9,19,27,20,0,9,704,788
,,"Killingly Intermediate School","=""0695211""",11,14,24,24,0,38,712,823
,,"Killingly Memorial School","=""0690311""","*","*",12,22,0,20,402,469
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*","*",8,45,0,"*",24,82
,,"Regional Multicultural Magnet School","=""2450114""","*",34,50,161,"*",61,237,545
,,"The Friendship School","=""2450214""","*",28,89,125,"*",22,222,492
,,"Learn Special Education","=""2459014""",0,"*","*","*",0,0,24,30
,,"Connecticut River Academy at Goodwin University","=""2456014""",0,0,57,"*",0,"*",48,146
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",8,10,"*",27,"*","*",431,484
,,"Lebanon Middle School","=""0715111""",10,"*","*",12,0,0,367,398
,,"Lyman Memorial High School","=""0716211""","*","*",0,10,0,0,501,521
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",11,15,17,0,"*",160,207
,,"Gallup Hill School","=""0720411""",39,"*",29,41,"*",0,215,345
,,"Juliet W. Long School","=""0720311""","*",15,14,"*",0,0,240,285
,,"Ledyard Center School","=""0720111""",29,19,35,37,0,0,296,416
,,"Ledyard High School","=""0726111""",34,49,49,75,0,0,721,928
,,"Ledyard Middle School","=""0725111""",27,"*",30,23,0,"*",336,436
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","*",0,0,"*",0,0,30,32
,,"Lisbon Central School","=""0730111""","*",11,"*",18,0,38,430,502
"Litchfield School District","=""0740011""","Center School","=""0740211""",0,"*","*",19,8,"*",306,341
,,"Litchfield High School","=""0746111""","*",8,"*",19,0,"*",526,560
,,"Litchfield Intermediate School","=""0740311""",0,"*","*",8,"*","*",248,268
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",44,14,23,"*",18,1187,1290
,,"Dr. Robert H. Brown Elementary School","=""0760611""","*",21,"*",11,0,8,540,588
,,"Island Avenue Elementary School","=""0760211""","*",9,"*",12,0,"*",276,302
,,"Town Campus Learning Center","=""0769011""","*","*","*","*",0,"*",32,43
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,10,"*","*",0,15,455,492
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,17,"*","*",0,"*",250,275
,,"Walter C. Polson Middle School","=""0765211""",0,21,"*",15,"*",11,564,616
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""","*","*",101,81,0,"*",44,234
,,"Bowers School","=""0770111""","*","*",69,83,0,33,203,409
,,"Buckley School","=""0770311""","*",39,32,60,0,"*",235,388
,,"Elisabeth M. Bennet Academy","=""0771711""","*",22,110,109,0,"*",193,454
,,"Illing Middle School","=""0775311""","*",44,193,216,0,"*",410,901
,,"Keeney School","=""0770611""","*",33,40,51,0,"*",236,387
,,"Manchester High School","=""0776111""",10,111,405,389,0,12,953,1880
,,"Robertson School","=""0771011""","*",103,108,79,0,"*",70,377
,,"Verplanck School","=""0771211""","*",40,109,128,0,"*",57,340
,,"Washington School","=""0771411""",0,10,86,98,0,40,73,307
,,"Highland Park School","=""0770411""",0,14,42,28,0,17,172,273
,,"Manchester Head Start","=""0778011""",0,12,51,67,0,13,42,185
,,"Martin School","=""0771611""",0,"*",29,26,0,"*",143,221
,,"Waddell School","=""0771311""",0,51,56,79,0,30,132,348
,,"Manchester Regional Academy","=""0779011""",0,0,30,"*",0,"*",44,99
,,"Manchester Transition Center","=""0779111""",0,0,"*","*",0,0,"*","*"
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""","*",51,18,61,"*",24,429,585
,,"Mansfield Elementary at Goodwin","=""0780211""",0,31,"*",20,0,"*",143,202
,,"Mansfield Elementary at Vinton","=""0780411""",0,21,"*",15,0,"*",225,274
,,"Southeast Elementary School","=""0780511""",0,17,13,41,0,11,184,266
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,32,20,187,"*","*",199,446
,,"Nathan Hale School","=""0800711""","*",15,68,291,"*",12,225,621
,,"Benjamin Franklin School","=""0800111""","*",12,54,203,0,"*",188,466
,,"Francis T. Maloney High School","=""0806111""","*",18,170,540,"*",22,481,1235
,,"Hanover School","=""0800311""","*",14,42,195,"*",7,267,530
,,"Israel Putnam School","=""0800411""","*",17,78,292,"*","*",164,561
,,"John Barry School","=""0800511""","*",7,62,333,"*","*",97,509
,,"Roger Sherman School","=""0800811""","*",15,62,299,0,"*",135,524
,,"Washington Middle School","=""0805411""","*",10,140,412,"*",18,299,888
,,"Casimir Pulaski School","=""0801111""",0,12,118,362,7,16,191,706
,,"Lincoln Middle School","=""0805211""",0,8,78,310,10,13,292,711
,,"Orville H. Platt High School","=""0806211""",0,16,157,490,8,18,413,1102
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",33,191,120,0,"*",374,733
,,"Farm Hill School","=""0830511""","*","*",72,75,0,26,185,371
,,"Keigwin Middle School","=""0831511""","*",12,81,58,0,"*",215,372
,,"Lawrence School","=""0831311""","*",61,63,48,0,"*",185,377
,,"Middletown High School","=""0836211""","*",67,322,154,0,"*",794,1357
,,"Moody School","=""0831211""","*",19,45,30,0,"*",250,361
,,"Bielefield School","=""0830211""",0,15,94,63,0,17,177,366
,,"Snow School","=""0831111""",0,25,82,51,0,8,190,356
,,"Spencer School","=""0830111""",0,13,64,36,0,15,213,341
,,"Wesley School","=""0831411""",0,14,70,21,"*","*",196,311
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",24,"*",13,0,0,282,330
,,"East Shore Middle School","=""0845111""","*",18,17,20,0,"*",475,532
,,"J. F. Kennedy School","=""0841911""","*",37,"*",33,0,0,325,421
,,"Jonathan Law High School","=""0846211""","*","*",56,74,0,0,811,997
,,"Joseph A. Foran High School","=""0846311""","*",35,"*",42,0,0,896,1009
,,"Harborside Middle School","=""0845211""",0,41,27,22,0,0,521,611
,,"Live Oaks School","=""0841611""",0,34,15,20,0,0,268,337
,,"Mathewson School","=""0841711""",0,81,13,15,0,0,346,455
,,"Meadowside School","=""0840711""",0,78,29,14,0,0,344,465
,,"Orange Avenue School","=""0840811""",0,41,12,26,0,0,357,436
,,"Orchard Hills School","=""0841811""",0,30,12,15,0,0,321,378
,,"Pumpkin Delight School","=""0841011""",0,20,27,33,0,0,338,418
,,"West Shore Middle School","=""0845311""",0,42,39,49,0,0,443,573
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""","*",9,"*",14,0,8,242,277
,,"Jockey Hollow School","=""0855211""","*",24,13,47,0,"*",536,634
,,"Masuk High School","=""0856111""","*",43,27,66,0,"*",1170,1309
,,"Monroe Elementary School","=""0850111""","*",8,"*",26,0,12,356,409
,,"Stepney Elementary School","=""0850311""","*",18,"*",44,0,13,424,511
,,"Fawn Hollow Elementary School","=""0850511""",0,20,9,28,0,12,546,615
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",7,11,"*",35,"*",37,287,383
,,"Leonard J. Tyl Middle School","=""0865111""","*",53,26,49,"*",31,470,642
,,"Mohegan School","=""0860111""",14,78,20,33,0,49,225,419
,,"Montville High School","=""0866111""","*",52,33,51,"*",50,567,767
,,"Oakdale School","=""0860511""",6,18,13,30,0,38,328,433
,,"The Palmer School","=""0869011""",0,0,0,"*",0,"*",13,19
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","*",12,30,78,"*",16,252,390
,,"Maple Hill School","=""0880311""","*",21,22,52,0,"*",260,376
,,"Naugatuck High School","=""0886111""","*",44,100,198,"*",46,969,1361
,,"Andrew Avenue School","=""0880811""",0,20,7,48,0,9,118,202
,,"Central Avenue Preschool","=""0888211""",0,"*","*","*",0,"*",22,31
,,"Central Avenue School","=""0880111""",0,11,20,57,0,7,157,252
,,"City Hill Middle School","=""0885111""",0,"*",49,138,"*",41,521,771
,,"Cross Street Intermediate School","=""0880211""",0,14,27,51,0,11,227,330
,,"Head Start","=""0888111""",0,"*",8,33,0,"*",56,104
,,"Hop Brook Elementary School","=""0880511""",0,13,14,67,0,28,213,335
,,"Salem School","=""0880611""",0,8,18,57,0,15,133,231
,,"Western School","=""0880711""",0,9,13,62,0,15,178,277
"New Britain School District","=""0890011""","DiLoreto Elementary & Middle School","=""0891111""","*","*",64,719,0,"*",104,897
,,"Gaffney Elementary School","=""0890511""","*",24,61,230,0,"*",195,518
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""","*",10,26,51,0,"*",61,156
,,"Jefferson Elementary School","=""0890711""","*",49,40,179,"*",8,136,415
,,"Lincoln Elementary School","=""0890811""","*",19,89,441,0,"*",137,699
,,"New Britain High School","=""0896111""","*",66,459,1399,"*",9,680,2619
,,"Northend Elementary School","=""0890911""","*","*",47,204,0,"*",43,307
,,"Smith Elementary School","=""0891311""","*",14,118,349,"*",10,136,631
,,"Holmes Elementary School","=""0890611""",0,"*",61,212,0,"*",133,422
,,"Chamberlain Elementary School","=""0890311""",0,"*",97,257,0,"*",94,455
,,"Pulaski Middle School","=""0895311""",0,14,70,388,0,7,113,592
,,"Roosevelt Middle School","=""0895111""",0,"*",78,287,"*","*",57,429
,,"Slade Middle School","=""0895211""",0,9,154,418,0,7,128,716
,,"Smalley Elementary School","=""0891211""",0,9,119,451,0,11,83,673
,,"Vance Elementary School","=""0891511""",0,12,110,278,0,15,129,544
,,"Academic Extension Center","=""0899211""",0,0,"*",7,0,0,"*",12
,,"The Catalyst Academy","=""0899011""",0,0,6,22,0,"*","*",32
"New Canaan School District","=""0900011""","East School","=""0900411""","*",31,"*",12,0,8,454,516
,,"New Canaan High School","=""0906111""","*",44,16,45,"*",13,1211,1343
,,"Saxe Middle School","=""0905111""","*",36,9,32,"*",16,1116,1218
,,"South School","=""0900211""",0,37,"*",21,0,"*",488,561
,,"West School","=""0900311""",0,17,"*",14,0,"*",453,493
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",21,12,42,0,"*",521,602
,,"New Fairfield Elementary School","=""0910211""","*",12,"*",32,0,12,552,610
,,"New Fairfield High School","=""0916111""","*",16,10,46,0,"*",897,974
,,"New Fairfield Middle School","=""0915211""",0,11,12,47,0,10,652,732
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*","*",9,0,"*",341,359
,,"Bakerville Consolidated School","=""0920111""",0,"*",0,"*",0,"*",113,120
,,"New Hartford Elementary School","=""0920211""",0,"*",0,9,0,"*",116,129
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*","*",65,171,0,0,304,555
,,"Barack H. Obama Magnet University School","=""0932811""","*","*",139,146,0,0,25,317
,,"Barnard Environmental Magnet School","=""0930211""","*","*",329,108,0,0,108,549
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",182,189,0,0,152,527
,,"Conte/West Hills Magnet School","=""0933111""","*","*",322,254,0,0,26,608
,,"Davis Academy for Arts & Design Innovation","=""0930911""","*","*",287,53,0,0,106,460
,,"East Rock Community Magnet School","=""0934611""",6,15,234,157,0,0,23,435
,,"Edgewood School","=""0931211""","*","*",265,61,0,0,119,455
,,"Fair Haven School","=""0931611""","*","*",100,492,0,0,24,639
,,"High School In The Community","=""0936611""","*","*",132,104,0,0,67,307
,,"Hill Regional Career High School","=""0936311""","*","*",310,195,0,0,127,669
,,"James Hillhouse High School","=""0936211""","*","*",750,187,0,0,25,969
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",73,447,0,0,13,536
,,"King/Robinson Magnet School","=""0933011""","*","*",399,56,0,0,86,557
,,"Lulac","=""0938011""","*","*",110,282,0,0,7,402
,,"Roberto Clemente Leadership Academy for Global Awareness","=""0934211""","*","*",269,240,0,0,23,536
,,"Ross/Woodward School","=""0931011""","*","*",208,204,0,0,92,521
,,"Truman School","=""0932911""","*",0,119,394,0,"*",17,532
,,"West Rock Authors Academy","=""0934911""","*","*",138,65,0,0,39,246
,,"Wilbur Cross High School","=""0936111""","*","*",513,599,0,0,143,1287
,,"Worthington Hooker School","=""0933811""","*",100,84,"*",0,0,236,444
,,"Zigler PreK Center","=""0938311""","*","*",193,61,0,0,16,272
,,"Augusta Lewis Troup School","=""0931511""",0,"*",338,167,0,0,"*",515
,,"Beecher School","=""0930311""",0,6,326,73,0,0,63,468
,,"Betsy Ross Arts and Design Academy","=""0935511""",0,11,208,111,0,0,114,444
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""",0,23,195,216,0,0,55,489
,,"Brennan Rogers School","=""0932111""",0,"*",274,63,0,0,"*",361
,,"Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",303,107,0,"*",45,467
,,"Clinton Avenue School","=""0930611""",0,8,149,375,0,0,16,548
,,"Cooperative High School - Inter-District Magnet","=""0936411""",0,11,308,140,0,0,164,623
,,"Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,"*",160,43,0,0,"*",212
,,"Engineering - Science University Magnet School","=""0931711""",0,19,105,38,0,0,64,226
,,"Family Academy of Multilingual Exploration","=""0934111""",0,"*",27,437,0,0,"*",473
,,"Hill Central Music Academy","=""0930711""",0,"*",97,300,0,0,"*",402
,,"John C. Daniels","=""0931311""",0,8,109,340,0,0,70,527
,,"Lincoln-Bassett School","=""0932011""",0,"*",269,38,0,0,"*",313
,,"Mauro-Sheridan Magnet School","=""0931911""",0,12,235,199,0,0,120,566
,,"Metropolitan Business Academy","=""0936011""",0,"*",150,109,0,0,"*",296
,,"New Haven Academy","=""0937011""",0,"*",149,68,0,0,"*",267
,,"Riverside Education Academy","=""0939111""",0,"*",110,48,0,0,"*",162
,,"Sound School","=""0936711""",0,7,21,66,0,0,226,320
,,"ASPIRE","=""0935611""",0,0,32,"*",0,0,"*",44
,,"Dwight Early Childhood Program","=""0938211""",0,0,32,7,0,0,0,39
,,"Early Learning Center","=""0938111""",0,0,95,"*",0,0,"*",115
,,"Polly T. McCabe Center","=""0939211""",0,0,"*",12,0,0,"*",22
,,"Wexler/Grant - Lincoln/Bassett Community School","=""0933211""",0,0,337,23,0,0,15,375
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",8,8,202,277,0,18,77,590
,,"C.B. Jennings International Elementary Magnet","=""0950311""","*","*",73,441,0,14,22,554
,,"Harbor School","=""0950211""","*","*",109,106,0,19,58,301
,,"Nathan Hale Arts Magnet School","=""0950911""","*","*",87,109,0,20,57,284
,,"New London High School","=""0956111""",15,23,290,421,0,14,220,983
,,"Shoreline Academy","=""0950511""",0,"*",43,27,0,"*",31,108
,,"Winthrop STEM Elementary Magnet School","=""0950811""",0,"*",73,96,"*",21,30,224
,,"New London Clinical Day Program","=""0959111""",0,0,12,9,0,"*","*",28
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","*",43,23,89,0,"*",847,1024
,,"Hill And Plain School","=""0960511""",0,31,11,52,0,10,352,456
,,"John Pettibone School","=""0960711""",0,16,10,49,0,9,374,458
,,"New Milford High School","=""0966111""",0,59,24,99,"*","*",1317,1510
,,"Northville Elementary School","=""0960811""",0,10,8,30,0,7,493,548
,,"Schaghticoke Middle School","=""0965211""",0,30,"*",61,0,"*",636,748
,,"Litchfield Hills Transition Center","=""0969011""",0,0,0,0,0,0,9,9
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",21,"*",37,0,19,210,303
,,"John Wallace Middle School","=""0945311""","*",68,43,102,0,"*",465,706
,,"Martin Kellogg Middle School","=""0945111""","*",43,"*",119,0,27,406,622
,,"Newington High School","=""0946111""","*",122,64,170,0,"*",1095,1485
,,"Ruth Chaffee School","=""0940711""","*",35,24,75,0,"*",238,392
,,"Anna Reynolds School","=""0940611""",0,49,7,67,0,23,295,441
,,"John Paterson School","=""0940811""",0,37,30,44,0,26,339,476
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",21,"*",19,0,16,418,480
,,"Newtown Middle School","=""0975111""","*",23,"*",45,0,18,805,897
,,"Hawley Elementary School","=""0970111""",0,17,"*",17,0,"*",370,416
,,"Head O'Meadow Elementary School","=""0970411""",0,9,0,13,0,0,347,369
,,"Newtown High School","=""0976111""",0,61,19,79,0,11,1561,1731
,,"Newtown Preschool","=""0978011""",0,"*",0,6,0,"*",77,88
,,"Reed Intermediate School","=""0970511""",0,27,"*",38,0,"*",810,895
,,"Sandy Hook Elementary School","=""0970211""",0,33,"*",27,0,"*",501,575
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*",20,"*",18,0,0,561,609
,,"Totoket Valley Elementary School","=""0990611""","*",13,"*",13,0,0,479,518
,,"Jerome Harrison School","=""0990411""",0,"*",12,20,0,"*",432,475
,,"North Branford High School","=""0996111""",0,13,21,38,0,0,616,688
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*",22,11,18,0,"*",339,400
,,"Green Acres Elementary School","=""1010711""","*",35,11,26,0,"*",292,371
,,"North Haven High School","=""1016111""","*",63,57,88,"*",25,934,1173
,,"North Haven Middle School","=""1015211""","*",50,35,38,0,"*",692,832
,,"Montowese Elementary School","=""1010211""",0,24,6,28,0,7,321,386
,,"Ridge Road Elementary School","=""1010311""",0,31,13,26,0,16,338,424
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*","*",6,14,0,8,336,371
,,"Wheeler High School","=""1026111""","*","*","*","*",0,"*",210,224
,,"Wheeler Middle School","=""1025111""","*",0,10,6,0,"*",179,201
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",9,84,511,581,0,6,504,1695
,,"Jefferson Marine Science Elementary School","=""1030711""","*",63,132,275,0,"*",86,561
,,"Norwalk High School","=""1036111""","*",57,302,471,0,"*",656,1496
,,"Ponus Ridge STEAM Academy","=""1035311""","*",32,184,248,0,"*",196,667
,,"Tracey Magnet School","=""1031411""","*",22,92,185,0,"*",89,394
,,"West Rocks Middle School","=""1035411""","*",26,154,239,0,"*",241,670
,,"Brookside Elementary School","=""1030211""",0,15,87,276,0,10,120,508
,,"Concord Magnet School","=""1030311""",0,"*",80,53,0,"*",157,326
,,"Cranbury Elementary School","=""1030411""",0,23,65,112,0,0,286,486
,,"Fox Run Elementary School","=""1032011""",0,25,88,112,0,11,230,466
,,"Kendall College & Career Academy","=""1030811""",0,"*",131,271,0,"*",77,508
,,"Marvin Elementary School","=""1032211""",0,"*",66,209,0,"*",187,485
,,"Naramake Elementary School","=""1032111""",0,"*",58,149,0,"*",234,463
,,"Nathan Hale Middle School","=""1035211""",0,"*",105,192,0,"*",303,632
,,"Norwalk Pathways Academy at Briggs","=""1036311""",0,"*",58,43,0,0,"*",118
,,"Roton Middle School","=""1035511""",0,"*",91,145,0,"*",162,409
,,"Rowayton School","=""1031311""",0,"*",63,98,0,"*",293,473
,,"Silvermine Dual Language Magnet School","=""1032311""",0,"*",61,215,0,"*",64,355
,,"Wolfpit Integrated Arts Elementary School","=""1032411""",0,"*",60,96,0,"*",174,346
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",41,109,221,311,53,176,1470,2381
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*",0,10,"*",0,0,22,37
,,"John B. Stanton School","=""1041411""","*",40,75,112,"*",33,131,399
,,"Kelly STEAM Magnet Middle School","=""1045111""","*",24,134,148,"*",49,253,619
,,"Moriarty Magnet School","=""1042011""","*","*",101,116,0,28,232,507
,,"Teachers' Memorial Middle School","=""1045211""","*",88,99,121,"*",21,197,539
,,"Thames River Academy","=""1046111""","*","*",21,20,0,"*",38,87
,,"Thomas W. Mahan School","=""1041711""","*",60,41,80,0,"*",102,317
,,"Uncas Elementary School","=""1041911""","*",12,58,117,"*",31,75,299
,,"Veterans' Memorial School","=""1041811""",7,23,67,86,0,23,122,328
,,"Wequonnoc Magnet School","=""1041511""","*","*",55,66,"*",36,96,260
,,"Bishop School Early Learning Center","=""1040111""",0,"*",6,"*",0,"*","*",16
,,"Samuel Huntington School","=""1040811""",0,21,45,60,0,34,224,384
,,"Hickory Street School","=""1049011""",0,0,"*","*",0,"*","*",14
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",8,35,40,"*",9,87,181
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","*",37,7,13,0,"*",476,535
,,"Kathleen E. Goodwin School","=""1060211""",0,19,12,34,"*","*",382,451
,,"Old Saybrook Middle School","=""1065211""",0,38,"*",28,"*",14,493,582
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",31,13,10,0,"*",241,297
,,"Mary L. Tracy School","=""1070211""",0,18,"*",10,0,"*",145,178
,,"Peck Place School","=""1070511""",0,49,9,8,0,0,329,395
,,"Race Brook School","=""1070311""",0,54,9,24,0,7,317,411
"Oxford School District","=""1080011""","Great Oak Elementary School","=""1080111""","*","*",7,22,0,9,480,525
,,"Oxford High School","=""1086011""",0,"*",20,22,0,"*",570,629
,,"Oxford Middle School","=""1085111""",0,11,7,30,0,11,441,500
,,"Quaker Farms School","=""1080311""",0,15,"*",36,0,"*",476,543
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",0,"*","*","*",0,0,13,16
,,"Moosup Elementary School","=""1090111""","*","*",9,8,0,0,376,403
,,"Plainfield Central School","=""1095111""",14,15,25,15,"*","*",514,585
,,"Plainfield High School","=""1096111""",9,16,15,22,0,0,730,792
,,"Plainfield Memorial School","=""1090311""",6,9,17,9,0,0,367,408
,,"Shepard Hill Elementary School","=""1090411""","*",11,28,14,"*",0,365,422
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","*",11,25,46,0,"*",176,267
,,"Plainville High School","=""1106111""","*",15,42,65,"*",18,649,796
,,"Linden Street School","=""1100211""",0,6,11,53,0,17,325,412
