"Student Counts by School and Race"
"All Districts, All Schools"
"2013-14"

"",,,,"Race",,,,,,,
,,"Breakthrough Magnet School, South","=""0643311""","*",9,101,145,"*",7,96,361
,,"Bulkeley High School","=""0647111""","*",9,92,221,"*",34,19,378
,,"Bulkeley High School Lower School","=""0646111""","*","*",102,339,0,17,20,493
,,"Burns Latino Studies Academy","=""0640611""","*",10,74,432,"*",9,14,541
,,"Burr Middle School","=""0642311""","*",21,104,512,"*",21,46,708
,,"Culinary Arts Academy at Weaver High School","=""0646011""","*",0,173,108,0,7,"*",294
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",10,110,448,"*",12,47,635
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",28,62,319,0,"*",171,596
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*","*",84,479,0,10,16,593
,,"Great Path Academy at CT State Manchester","=""0647911""","*",8,112,66,"*",13,48,249
,,"HPHS Nursing and Health Sciences Academy","=""0647511""","*",10,162,252,"*",16,15,458
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",25,201,385,"*",30,264,918
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",17,34,31,0,"*",32,120
,,"Kennelly School","=""0641011""","*","*",101,488,0,14,45,658
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*",17,215,340,"*",27,215,819
,,"M. D. Fox School","=""0640811""","*",33,76,418,0,"*",32,569
,,"McDonough Middle School","=""0641211""","*","*",29,250,0,"*",7,291
,,"Milner Middle School","=""0641911""","*","*",208,154,"*",8,"*",376
,,"Montessori Magnet at Batchelder School","=""0640511""","*",11,43,58,0,"*",40,158
,,"Naylor/CCSU Leadership Academy","=""0641411""","*","*",76,392,0,40,141,660
,,"Parkville Community School","=""0641511""","*",13,76,413,"*","*",33,543
,,"Pathways Academy of Technology and Design","=""0646611""","*","*",118,111,"*",10,86,330
,,"Renzulli Gifted and Talented Academy","=""0644011""","*","*",78,35,0,"*",6,128
,,"Sport and Medical Sciences Academy","=""0646511""","*",24,125,310,"*",45,198,705
,,"University High School of Science and Engineering","=""0646711""","*",36,134,94,0,"*",124,408
,,"Webster Micro Society Magnet School","=""0642011""","*","*",267,191,0,31,165,675
,,"West Middle School","=""0642111""","*",65,226,189,0,"*",10,498
,,"Wish Museum School","=""0642211""","*","*",179,156,0,8,7,354
,,"Betances Learning Lab Magnet School","=""0642811""",0,24,48,162,0,6,38,278
,,"Breakthrough Magnet School, North","=""0643511""",0,9,118,81,0,10,34,252
,,"Capital Preparatory Magnet School","=""0646911""",0,"*",348,137,"*",29,173,701
,,"Clark School","=""0642411""",0,"*",158,199,0,6,"*",369
,,"Classical Magnet School","=""0646411""",0,"*",282,189,"*",36,166,690
,,"Global Communications Academy","=""0643611""",0,"*",332,141,0,13,"*",492
,,"HPHS Engineering and Green Technology Academy","=""0647211""",0,19,131,236,0,16,12,414
,,"HPHS Law and Government Academy","=""0647411""",0,22,142,291,"*",14,"*",481
,,"High School, Inc.","=""0647611""",0,8,169,137,"*",21,"*",343
,,"Journalism and Media Academy","=""0647711""",0,9,114,58,0,9,11,201
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",237,52,0,17,"*",316
,,"Montessori Magnet at Fisher School","=""0643711""",0,36,104,50,0,15,86,291
,,"Rawson School","=""0641711""",0,"*",406,58,9,13,"*",498
,,"STEM Magnet at Annie Fisher School","=""0642511""",0,56,146,49,"*","*",99,359
,,"Sanchez School","=""0643011""",0,"*",48,429,"*",6,"*",492
,,"Simpson-Waverly School","=""0642611""",0,"*",164,119,0,8,"*",297
,,"Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,13,27,0,"*","*",43
,,"OPPortunity High School","=""0647811""",0,0,31,62,0,"*","*",99
,,"SAND School","=""0640111""",0,0,147,298,"*","*",7,459
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*","*","*",0,"*",192,204
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",18,0,10,309,344
,,"Hebron Elementary School","=""0670111""",0,"*","*",16,0,11,491,523
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",32,"*",47,0,29,193,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",35,118,0,15,71,246
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,679,6,12,"*",0,704
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*","*",8,25,0,16,369,427
,,"Killingly High School","=""0696111""",6,18,16,21,0,25,769,855
,,"Killingly Intermediate School","=""0695211""",12,10,13,18,0,65,643,761
,,"Killingly Memorial School","=""0690311""","*",18,"*",39,0,19,365,450
,,"Goodyear Early Childhood Center","=""0698011""",0,"*",0,"*",0,"*",97,101
,,"Sunrise Community School","=""0690411""",0,0,"*","*",0,"*",40,47
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*","*","*",0,"*",21,32
,,"Marine Science Magnet High School","=""2456114""","*","*",14,44,0,30,154,253
,,"Regional Multicultural Magnet School","=""2450114""","*",25,46,165,"*",71,221,533
,,"The Friendship School","=""2450214""","*",18,56,157,"*",43,231,513
,,"Connecticut River Academy at Goodwin University","=""2456014""",0,8,107,155,0,8,114,392
,,"Dual Language & Arts Magnet Middle School","=""2455014""",0,"*",12,56,0,"*",39,118
,,"Riverside Magnet School at Goodwin University","=""2450314""",0,"*",50,91,"*",9,76,235
,,"Three Rivers Middle College Magnet School","=""2456214""",0,0,6,11,0,8,36,61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",10,11,22,"*",0,343,392
,,"Lebanon Middle School","=""0715111""",6,"*","*",13,"*","*",328,358
,,"Lyman Memorial High School","=""0716211""",8,"*","*",9,0,0,373,396
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",6,"*",14,0,27,172,225
,,"Gallup Hill School","=""0720411""",35,"*",27,48,"*",21,220,360
,,"Juliet W. Long School","=""0720311""","*",11,14,18,"*",9,217,274
,,"Ledyard Center School","=""0720111""",26,25,27,33,"*","*",294,418
,,"Ledyard High School","=""0726111""",32,36,67,78,0,10,710,933
,,"Ledyard Middle School","=""0725111""",14,17,21,29,0,7,259,347
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*","*",23,"*",29,333,396
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",39,14,30,"*",22,1142,1251
,,"Dr. Robert H. Brown Elementary School","=""0760611""","*",24,"*",14,0,16,488,546
,,"Kathleen H. Ryerson Elementary School","=""0760311""","*",12,"*","*",0,14,208,242
,,"Walter C. Polson Middle School","=""0765211""","*",22,"*",15,0,12,508,560
,,"Island Avenue Elementary School","=""0760211""",0,7,"*",8,"*",8,271,296
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,"*","*",13,0,15,304,343
,,"Town Campus Learning Center","=""0769011""",0,0,"*","*",0,0,41,45
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*",37,43,59,0,"*",203,360
,,"Elisabeth M. Bennet Academy","=""0771711""","*",25,90,107,0,"*",132,374
,,"Highland Park School","=""0770411""","*",9,49,47,"*",11,146,267
,,"Illing Middle School","=""0775311""","*",54,182,208,0,"*",316,801
,,"Manchester Head Start","=""0778011""","*",12,55,58,0,"*",53,191
,,"Manchester High School","=""0776111""","*",105,348,355,"*",50,755,1619
,,"Robertson School","=""0771011""","*",94,133,81,0,"*",57,380
,,"Washington School","=""0771411""","*",15,101,141,"*",26,77,362
,,"Bowers School","=""0770111""",0,22,71,109,0,23,200,425
,,"Keeney School","=""0770611""",0,32,43,60,0,23,178,336
,,"Manchester Transition Center","=""0779111""",0,"*","*","*",0,"*","*",15
,,"Martin School","=""0771611""",0,15,49,74,0,7,137,282
,,"Verplanck School","=""0771211""",0,41,112,137,0,12,62,364
,,"Waddell School","=""0771311""",0,45,66,87,0,17,127,342
,,"Manchester Regional Academy","=""0779011""",0,0,"*",30,0,"*",38,92
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",19,17,194,"*","*",205,446
,,"Benjamin Franklin School","=""0800111""","*",18,51,175,"*",6,159,414
,,"Casimir Pulaski School","=""0801111""","*",26,83,300,"*",21,147,581
,,"Francis T. Maloney High School","=""0806111""","*",27,157,545,"*",18,421,1173
,,"Hanover School","=""0800311""","*",13,50,245,"*",12,276,602
,,"Israel Putnam School","=""0800411""","*",32,64,300,"*",12,195,611
,,"John Barry School","=""0800511""","*",25,59,328,"*",8,86,509
,,"Lincoln Middle School","=""0805211""","*",16,74,397,"*",18,260,769
,,"Nathan Hale School","=""0800711""","*",16,60,312,"*",16,199,612
,,"Roger Sherman School","=""0800811""","*",15,35,285,"*",10,128,477
,,"Washington Middle School","=""0805411""","*",16,100,376,"*",15,250,761
,,"Orville H. Platt High School","=""0806211""",0,"*",186,535,"*",28,382,1156
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",22,152,101,"*",21,367,666
,,"Keigwin Middle School","=""0831511""","*","*",68,42,0,18,175,319
,,"Middletown High School","=""0836211""",6,54,293,173,0,31,695,1252
,,"Moody School","=""0831211""","*","*",27,29,0,14,202,283
,,"Bielefield School","=""0830211""",0,7,64,94,0,25,132,322
,,"Farm Hill School","=""0830511""",0,12,77,79,0,20,179,367
,,"Lawrence School","=""0831311""",0,32,43,30,0,31,167,303
,,"Snow School","=""0831111""",0,"*",95,72,"*",30,182,399
,,"Spencer School","=""0830111""",0,16,51,58,0,16,189,330
,,"Wesley School","=""0831411""",0,"*",57,44,"*",20,191,322
,,"Middletown Transition Center","=""0839111""",0,0,"*","*",0,0,14,18
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*",24,22,16,0,"*",401,466
,,"J. F. Kennedy School","=""0841911""","*",46,38,25,0,"*",270,381
,,"Joseph A. Foran High School","=""0846311""","*",37,35,50,0,"*",831,963
,,"Mathewson School","=""0841711""","*",89,13,24,0,"*",249,377
,,"Pumpkin Delight School","=""0841011""","*",23,31,31,"*",0,286,374
,,"Calf Pen Meadow School","=""0840111""",0,16,10,12,0,0,216,254
,,"Harborside Middle School","=""0845211""",0,61,"*",29,"*",0,434,554
,,"Jonathan Law High School","=""0846211""",0,59,"*",89,0,"*",812,1013
,,"Live Oaks School","=""0841611""",0,27,14,"*",0,"*",258,310
,,"Meadowside School","=""0840711""",0,77,"*",22,"*",0,345,461
,,"Orange Avenue School","=""0840811""",0,33,16,14,"*","*",322,388
,,"Orchard Hills School","=""0841811""",0,32,15,21,0,0,273,341
,,"West Shore Middle School","=""0845311""",0,41,"*",37,0,"*",414,523
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",21,"*",33,0,17,444,522
,,"Jockey Hollow School","=""0855211""","*",29,"*",61,0,27,683,812
,,"Masuk High School","=""0856111""","*",42,"*",86,0,18,1020,1188
,,"Monroe Elementary School","=""0850111""","*",9,6,27,0,"*",323,371
,,"Stepney Elementary School","=""0850311""","*",24,"*",25,0,12,406,474
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*",12,0,33,"*",44,257,354
,,"Leonard J. Tyl Middle School","=""0865111""",9,54,18,47,0,46,402,576
,,"Mohegan School","=""0860111""","*",62,10,37,"*",44,202,365
,,"Montville High School","=""0866111""","*",75,32,53,"*",44,483,702
,,"Oakdale School","=""0860511""",7,14,7,33,0,41,284,386
,,"The Palmer School","=""0869011""","*",0,0,"*",0,"*",19,25
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","*","*",16,58,0,18,137,239
,,"City Hill Middle School","=""0885111""","*",19,45,125,"*",31,455,679
,,"Hop Brook Elementary School","=""0880511""","*","*",18,67,0,15,214,326
,,"Maple Hill School","=""0880311""","*",26,34,72,0,"*",354,509
,,"Naugatuck High School","=""0886111""","*",32,102,226,"*",51,853,1267
,,"Cross Street Intermediate School","=""0880211""",0,14,15,54,0,12,194,289
,,"Head Start","=""0888111""",0,"*",15,31,0,"*",67,126
,,"Hillside Intermediate School","=""0880411""",0,9,25,75,0,17,234,360
,,"Salem School","=""0880611""",0,"*",25,82,"*",11,151,274
,,"Western School","=""0880711""",0,7,15,54,0,10,175,261
,,"Central Avenue Preschool","=""0888211""",0,0,"*","*",0,"*",11,16
"New Britain School District","=""0890011""","DiLoreto Elementary & Middle School","=""0891111""","*","*",53,615,0,"*",104,779
,,"Holmes Elementary School","=""0890611""","*",53,47,185,"*",14,187,489
,,"Lincoln Elementary School","=""0890811""","*","*",74,417,0,27,172,708
,,"New Britain High School","=""0896111""","*",49,409,1423,"*",41,552,2481
,,"Pulaski Middle School","=""0895311""","*",25,94,392,0,"*",108,633
,,"Smith Elementary School","=""0891311""","*",9,89,410,"*",22,139,671
,,"Chamberlain Elementary School","=""0890311""",0,6,77,320,0,14,84,501
,,"Gaffney Elementary School","=""0890511""",0,26,60,328,0,12,167,593
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,9,19,55,0,6,78,167
,,"Jefferson Elementary School","=""0890711""",0,23,38,229,0,6,128,424
,,"Northend Elementary School","=""0890911""",0,"*",43,186,0,"*",44,288
,,"Roosevelt Middle School","=""0895111""",0,6,80,259,0,8,41,394
,,"Slade Middle School","=""0895211""",0,10,102,399,0,12,95,618
,,"Smalley Elementary School","=""0891211""",0,7,74,479,0,19,75,654
,,"Vance Elementary School","=""0891511""",0,"*",73,331,0,"*",112,537
,,"Brookside School","=""0899111""",0,0,13,30,0,0,6,49
,,"CLIMB","=""0899411""",0,0,"*",16,0,0,"*",25
,,"The Catalyst Academy","=""0899011""",0,0,"*",26,0,"*",9,40
"New Canaan School District","=""0900011""","East School","=""0900411""","*",50,"*",26,0,6,441,530
,,"New Canaan High School","=""0906111""","*",37,20,35,"*",12,1155,1264
,,"Saxe Middle School","=""0905111""","*",60,"*",52,0,30,1153,1314
,,"West School","=""0900311""","*",19,"*",19,0,9,487,537
,,"South School","=""0900211""",0,38,6,22,0,14,455,535
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",11,"*",51,0,8,469,549
,,"New Fairfield Elementary School","=""0910211""","*",15,11,48,0,"*",478,560
,,"New Fairfield Middle School","=""0915211""","*",12,"*",33,0,16,561,626
,,"New Fairfield High School","=""0916111""",0,13,13,59,0,13,892,990
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*",13,55,179,0,"*",302,554
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",150,227,"*","*",148,532
,,"Conte/West Hills Magnet School","=""0933111""","*","*",299,282,0,"*",50,638
,,"Cooperative High School - Inter-District Magnet","=""0936411""","*","*",318,157,0,0,142,635
,,"Davis Academy for Arts & Design Innovation","=""0930911""","*",10,309,71,0,"*",119,516
,,"Edgewood School","=""0931211""","*","*",240,66,0,"*",132,448
,,"Engineering - Science University Magnet School","=""0931711""","*",33,214,83,0,"*",153,489
,,"Hill Regional Career High School","=""0936311""","*",37,321,223,0,"*",99,683
,,"James Hillhouse High School","=""0936211""","*",7,728,216,0,"*",22,981
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",67,427,0,0,18,514
,,"King/Robinson Magnet School","=""0933011""","*",16,454,66,"*","*",72,612
,,"Mauro-Sheridan Magnet School","=""0931911""","*",9,237,174,"*","*",123,548
,,"Ross/Woodward School","=""0931011""","*",22,217,268,0,"*",140,651
,,"Truman School","=""0932911""","*","*",68,383,"*","*",6,462
,,"West Rock Authors Academy","=""0934911""","*","*",138,53,0,"*",25,222
,,"Worthington Hooker School","=""0933811""","*",106,53,28,0,"*",219,414
,,"Zigler PreK Center","=""0938311""","*","*",173,80,0,"*",9,268
,,"Barack H. Obama Magnet University School","=""0932811""",0,"*",204,201,0,"*",35,450
,,"Barnard Environmental Magnet School","=""0930211""",0,"*",329,144,0,"*",102,582
,,"Beecher School","=""0930311""",0,"*",305,85,0,"*",85,485
,,"Betsy Ross Arts and Design Academy","=""0935511""",0,"*",194,131,0,"*",134,470
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""",0,18,201,219,"*","*",65,505
,,"Brennan Rogers School","=""0932111""",0,"*",323,124,0,"*",29,482
,,"Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",240,108,0,"*",33,394
,,"Clinton Avenue School","=""0930611""",0,"*",100,413,0,"*",39,557
,,"Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,"*",145,38,0,0,"*",208
,,"Dwight Early Childhood Program","=""0938211""",0,"*",22,6,0,0,"*",30
,,"East Rock Community Magnet School","=""0934611""",0,"*",202,207,0,"*",58,487
,,"Fair Haven School","=""0931611""",0,"*",94,593,0,"*",58,759
,,"Family Academy of Multilingual Exploration","=""0934111""",0,"*",23,411,0,"*",12,448
,,"High School In The Community","=""0936611""",0,"*",120,104,0,"*",32,262
,,"Hill Central Music Academy","=""0930711""",0,"*",120,309,0,"*",18,450
,,"John C. Daniels","=""0931311""",0,"*",94,310,0,"*",94,513
,,"Lincoln-Bassett School","=""0932011""",0,"*",271,58,0,0,"*",343
,,"Lulac","=""0938011""",0,"*",117,211,"*","*",23,357
,,"Metropolitan Business Academy","=""0936011""",0,12,154,135,0,0,88,389
,,"New Haven Academy","=""0937011""",0,"*",161,71,0,"*",38,277
,,"Quinnipiac Real World Math STEM School","=""0933511""",0,"*",114,177,0,"*",36,329
,,"Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",0,"*",209,261,0,"*",18,491
,,"Sound School","=""0936711""",0,"*",36,81,"*","*",209,334
,,"Wexler/Grant - Lincoln/Bassett Community School","=""0933211""",0,"*",324,54,0,"*",19,400
,,"Wilbur Cross High School","=""0936111""",0,25,509,717,"*","*",160,1421
,,"ASPIRE","=""0935611""",0,0,30,"*",0,0,"*",42
,,"Augusta Lewis Troup School","=""0931511""",0,0,301,166,0,"*","*",487
,,"Early Learning Center","=""0938111""",0,0,90,"*",0,0,"*",119
,,"Polly T. McCabe Center","=""0939211""",0,0,"*",6,0,0,"*",14
,,"Riverside Education Academy","=""0939111""",0,0,70,"*",0,0,"*",104
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*","*",155,289,"*",29,70,553
,,"C.B. Jennings International Elementary Magnet","=""0950311""","*",0,69,452,0,"*",34,588
,,"Nathan Hale Arts Magnet School","=""0950911""","*","*",138,236,0,45,97,530
,,"New London High School","=""0956111""","*",13,240,382,"*",44,193,881
,,"Winthrop STEM Elementary Magnet School","=""0950811""",0,"*",131,180,"*",67,125,517
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","*",25,"*",98,0,17,323,473
,,"Schaghticoke Middle School","=""0965211""","*",23,16,66,0,"*",557,675
,,"John Pettibone School","=""0960711""",0,"*","*",49,0,21,304,386
,,"New Milford High School","=""0966111""",0,55,32,126,0,14,1199,1426
,,"Northville Elementary School","=""0960811""",0,12,6,36,0,16,390,460
,,"Sarah Noble Intermediate School","=""0960911""",0,38,23,106,0,26,860,1053
,,"Litchfield Hills Transition Center","=""0969011""",0,0,"*",0,0,0,"*",11
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","*",60,"*",85,0,16,295,472
,,"John Wallace Middle School","=""0945311""","*",69,42,100,0,"*",454,700
,,"Martin Kellogg Middle School","=""0945111""","*",50,27,102,"*",32,379,594
,,"Newington High School","=""0946111""","*",108,66,228,0,"*",913,1361
,,"Elizabeth Green School","=""0940211""",0,25,24,67,0,20,166,302
,,"John Paterson School","=""0940811""",0,36,30,62,0,16,283,427
,,"Ruth Chaffee School","=""0940711""",0,37,27,60,0,15,225,364
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*",52,"*",89,0,26,1528,1713
,,"Hawley Elementary School","=""0970111""",0,9,0,20,0,6,314,349
,,"Head O'Meadow Elementary School","=""0970411""",0,7,"*",16,0,"*",274,303
,,"Middle Gate Elementary School","=""0970311""",0,"*","*",21,0,16,362,418
,,"Newtown Middle School","=""0975111""",0,27,14,34,0,8,772,855
,,"Newtown Preschool","=""0978011""",0,"*",0,"*",0,"*",65,70
,,"Reed Intermediate School","=""0970511""",0,39,7,36,0,10,695,787
,,"Sandy Hook Elementary School","=""0970211""",0,34,"*",18,0,"*",325,395
,,"STARR","=""0979011""",0,0,0,0,0,0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*",11,12,14,0,"*",371,415
,,"North Branford High School","=""0996111""","*",17,"*",32,0,0,548,610
,,"North Branford Intermediate School","=""0995111""","*",10,"*",14,0,0,472,508
,,"Totoket Valley Elementary School","=""0990611""","*",9,15,24,0,"*",421,471
,,"School to Work Program","=""0999011""",0,0,"*",0,0,0,"*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","*",35,13,27,0,"*",291,379
,,"North Haven High School","=""1016111""","*",76,69,66,"*",26,882,1123
,,"North Haven Middle School","=""1015211""","*",56,"*",44,0,25,637,783
,,"Clintonville Elementary School","=""1010811""",0,21,"*",23,0,"*",285,340
,,"Montowese Elementary School","=""1010211""",0,22,"*",24,0,"*",279,337
,,"Ridge Road Elementary School","=""1010311""",0,26,11,23,0,14,330,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*",10,8,14,0,"*",335,378
,,"Wheeler High School","=""1026111""","*","*",9,"*",0,"*",200,218
,,"Wheeler Middle School","=""1025111""","*","*","*","*","*","*",137,154
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*",85,424,630,"*",21,516,1679
,,"Naramake Elementary School","=""1032111""","*",26,53,169,"*",7,198,455
,,"Norwalk High School","=""1036111""","*",60,310,470,"*",10,685,1539
,,"Ponus Ridge STEAM Academy","=""1035311""","*",31,166,285,0,"*",145,632
,,"Brookside Elementary School","=""1030211""",0,32,83,281,0,6,126,528
,,"Concord Magnet School","=""1030311""",0,24,79,68,"*","*",139,323
,,"Cranbury Elementary School","=""1030411""",0,"*",64,131,0,"*",272,494
,,"Fox Run Elementary School","=""1032011""",0,19,79,126,0,13,207,444
,,"Jefferson Marine Science Elementary School","=""1030711""",0,69,91,330,0,14,77,581
,,"Kendall College & Career Academy","=""1030811""",0,23,119,325,"*","*",92,572
,,"Marvin Elementary School","=""1032211""",0,16,77,202,"*","*",186,494
,,"Nathan Hale Middle School","=""1035211""",0,"*",110,179,0,"*",259,579
,,"Roton Middle School","=""1035511""",0,"*",81,182,0,"*",151,429
,,"Rowayton School","=""1031311""",0,11,55,90,0,9,286,451
,,"Silvermine Dual Language Magnet School","=""1032311""",0,"*",61,300,"*",13,90,478
,,"Tracey Magnet School","=""1031411""",0,20,77,198,0,16,74,385
,,"West Rocks Middle School","=""1035411""",0,"*",147,252,0,"*",220,654
,,"Wolfpit Integrated Arts Elementary School","=""1032411""",0,13,55,96,0,8,136,308
,,"Norwalk Pathways Academy at Briggs","=""1036311""",0,0,20,37,0,0,9,66
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",42,180,336,314,"*","*",1428,2324
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*",0,"*",8,0,0,14,32
,,"John B. Stanton School","=""1041411""","*",43,73,122,"*",39,117,398
,,"Kelly STEAM Magnet Middle School","=""1045111""","*",23,118,173,"*",50,288,658
,,"Moriarty Magnet School","=""1042011""","*","*",67,140,0,41,143,414
,,"Samuel Huntington School","=""1040811""","*","*",50,85,0,43,218,417
,,"Teachers' Memorial Middle School","=""1045211""","*",45,107,144,"*",39,126,468
,,"Thomas W. Mahan School","=""1041711""","*",46,51,60,"*",32,84,275
,,"Uncas Elementary School","=""1041911""","*",18,64,95,"*",31,67,280
,,"Veterans' Memorial School","=""1041811""","*","*",44,91,0,42,89,297
,,"Wequonnoc Magnet School","=""1041511""","*","*",54,61,"*",35,98,255
,,"Bishop School Early Learning Center","=""1040111""",0,"*",28,66,"*",24,77,218
,,"Virtual Learning Academy","=""1049211""",0,"*","*","*",0,0,"*",9
,,"Hickory Street School","=""1049011""",0,0,"*","*",0,7,"*",19
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",42,"*",19,0,"*",238,309
,,"Mary L. Tracy School","=""1070211""",0,13,"*","*",0,9,106,134
,,"Peck Place School","=""1070511""",0,40,"*",18,0,"*",302,374
,,"Race Brook School","=""1070311""",0,44,"*",17,0,"*",299,374
"Oxford School District","=""1080011""","Oxford Middle School","=""1085111""","*","*",6,22,0,10,470,514
,,"Quaker Farms School","=""1080311""","*",10,"*",27,"*",8,376,428
,,"Great Oak Elementary School","=""1080111""",0,14,"*",29,0,"*",445,503
,,"Oxford High School","=""1086011""",0,14,"*",35,"*",11,529,600
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*",9,14,"*","*",0,311,339
,,"Plainfield Central School","=""1095111""",9,19,27,"*",0,"*",531,593
,,"Plainfield High School","=""1096111""","*",21,29,"*",0,0,635,700
,,"Plainfield Memorial School","=""1090311""","*",8,15,"*","*",0,343,372
,,"Shepard Hill Elementary School","=""1090411""","*",8,27,"*","*",0,383,429
,,"Early Childhood Center","=""1098011""",0,"*",0,0,0,0,"*",18
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","*",10,12,39,"*",14,276,354
,,"Middle School of Plainville","=""1105211""","*","*",24,77,0,17,402,531
,,"Plainville High School","=""1106111""","*","*",40,79,0,27,562,723
,,"Frank T. Wheeler School","=""1100411""",0,9,20,52,0,12,183,276
,,"Linden Street School","=""1100211""",0,12,14,75,0,18,280,399
,,"Prekindergarten Program","=""1108011""",0,"*","*","*",0,"*",28,36
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",7,26,0,"*",339,380
,,"Harry S. Fisher Elementary School","=""1110411""","*",8,"*",11,0,0,319,346
,,"Plymouth Center School","=""1110211""","*","*","*",16,0,0,328,352
,,"Terryville High School","=""1116111""","*",6,9,15,0,"*",435,470
,,"Plymouth Alternative High School","=""1117111""",0,0,0,0,0,0,16,16
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*",13,7,11,0,"*",387,424
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*","*",10,14,0,7,188,225
,,"Gildersleeve School","=""1130411""",0,"*","*",16,0,7,173,203
,,"Portland High School","=""1136111""",0,"*","*",21,0,12,336,384
,,"Portland Middle School","=""1135111""",0,"*",8,23,"*",6,208,250
,,"Valley View School","=""1130211""",0,"*","*",38,0,14,248,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*","*","*","*",137,155
,,"Preston Veterans' Memorial School","=""1140411""","*",6,"*","*","*",11,235,268
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,0,"*",0,0,"*","*"
,,"Putnam High School","=""1166111""","*","*",7,21,0,18,227,277
,,"Putnam Middle School","=""1165111""","*","*","*",16,0,13,254,289
,,"Putnam Elementary School","=""1160311""",0,9,"*",45,"*",26,591,677
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",16,"*",28,"*",37,435,520
,,"Redding Elementary School","=""1170111""","*",15,"*",21,0,30,468,540
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*",7,8,21,0,"*",390,428
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",11,39,0,8,555,621
,,"John Winthrop Middle School","=""2045112""",0,8,"*",18,0,"*",321,357
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",55,12,14,"*",9,296,389
,,"Amity Middle School: Orange","=""2055212""","*",42,14,12,"*",6,309,385
,,"Amity Regional High School","=""2056112""","*",169,44,67,0,"*",1280,1577
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*","*","*","*","*",159,174
,,"Wamogo Regional High School","=""2066112""","*","*","*",15,"*",7,518,552
