"Student Counts by School and Race"
"All Districts, All Schools"
"2021-22"

"",,,,"Race",,,,,,,
"District","District Code","School","School Code","American Indian or Alaska Native","Asian","Black or African American","Hispanic/Latino of any race","Native Hawaiian or Other Pacific Islander","Two or More Races","White","Total"
,,"Mill Hill School","=""0510711""","*","*",0,23,0,23,299,368
,,"Roger Ludlowe Middle School","=""0515311""","*",37,"*",51,0,42,657,807
,,"Sherman School","=""0511311""",0,"*","*",18,0,16,352,402
,,"Dwight Elementary School","=""0510111""",0,12,6,14,0,14,209,255
,,"Early Childhood Center","=""0518011""",0,"*","*",19,0,7,53,86
,,"Fairfield Ludlowe High School","=""0516011""",0,88,27,154,0,54,1206,1529
,,"Fairfield School/Community Partnership","=""0510511""",0,"*",0,"*",0,0,19,22
,,"Fairfield Woods Middle School","=""0515211""",0,67,26,115,0,37,557,802
,,"Holland Hill School","=""0510411""",0,27,"*",72,"*",25,218,360
,,"Jennings School","=""0511711""",0,"*","*",23,0,18,199,259
,,"North Stratfield School","=""0511611""",0,25,8,43,0,25,312,413
,,"Osborn Hill School","=""0511811""",0,23,7,31,0,30,318,409
,,"Riverfield School","=""0511211""",0,"*","*",30,0,21,306,375
,,"Stratfield School","=""0511411""",0,7,9,37,0,14,270,337
,,"Tomlinson Middle School","=""0515111""",0,40,32,109,0,34,398,613
,,"Walter Fitzgerald Campus","=""0510311""",0,0,"*","*",0,0,20,31
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",301,56,106,0,"*",766,1265
,,"Irving A. Robbins Middle School","=""0525111""","*",168,37,63,0,"*",363,656
,,"Noah Wallace School","=""0520211""","*",75,"*",46,0,23,166,323
,,"West District School","=""0520311""","*",82,"*",29,0,21,224,376
,,"East Farms School","=""0520411""",0,141,26,52,0,29,223,471
,,"Farmington Collaborative PK","=""0528011""",0,17,"*",10,0,"*",43,83
,,"Union School","=""0520111""",0,45,15,43,0,20,193,316
,,"West Woods Upper Elementary School","=""0520511""",0,140,34,59,0,41,334,608
,,"Farmington Alternative High School","=""0520611""",0,0,"*","*",0,"*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*","*",16,0,11,142,177
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*",65,"*",74,0,31,329,511
,,"Glastonbury High School","=""0546111""","*",234,68,176,"*",79,1305,1865
,,"Nayaug Elementary School","=""0540911""","*",30,"*",45,0,27,391,511
,,"Smith Middle School","=""0545211""","*",117,"*",91,0,49,579,865
,,"Buttonball Lane School","=""0540211""",0,85,7,38,0,29,270,429
,,"Glastonbury Transition Academy","=""0541411""",0,"*",0,"*",0,0,17,21
,,"Hebron Avenue School","=""0540411""",0,62,8,56,0,22,305,453
,,"Hopewell School","=""0540611""",0,83,13,46,0,26,304,472
,,"Naubuc School","=""0540711""",0,54,24,97,0,44,208,427
,,"PreK-Eastbury","=""0540511""",0,"*","*",12,0,"*",51,71
,,"Links Academy","=""0540111""",0,0,"*",17,0,"*",31,56
"Goodwin University Educational Services (GUES)","=""2310018""","Connecticut River Academy at Goodwin University","=""2310118""","*","*",156,309,0,24,79,587
,,"Riverside Magnet School at Goodwin University","=""2310218""","*",10,139,214,"*",30,81,478
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*",6,31,24,"*",17,494,574
,,"Granby Memorial Middle School","=""0565111""","*","*",25,23,0,13,345,420
,,"Kelly Lane Primary School","=""0560411""","*","*",26,16,0,10,344,406
,,"Wells Road Intermediate School","=""0560311""",0,8,21,23,0,10,291,353
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",29,"*",112,0,42,350,542
,,"Greenwich High School","=""0576111""","*",215,85,634,"*",109,1624,2674
,,"Hamilton Avenue School","=""0570511""","*",19,20,163,0,"*",104,324
,,"New Lebanon School","=""0570611""","*",15,9,197,0,"*",87,314
,,"North Mianus School","=""0570711""","*",79,"*",64,"*",32,319,498
,,"North Street School","=""0570811""","*",22,"*",25,0,21,298,371
,,"Old Greenwich School","=""0570911""","*","*",0,35,0,22,314,392
,,"Western Middle School","=""0575311""","*",44,"*",246,0,31,285,629
,,"Community Connections","=""0571211""",0,"*","*","*",0,0,11,18
,,"Cos Cob School","=""0570211""",0,35,"*",67,0,"*",225,359
,,"Eastern Middle School","=""0575211""",0,103,7,129,0,55,524,818
,,"Glenville School","=""0570411""",0,"*","*",44,0,29,274,378
,,"International School At Dundee","=""0571311""",0,94,"*",51,0,"*",159,344
,,"Julian Curtiss School","=""0570311""",0,21,16,73,0,24,110,244
,,"Parkway School","=""0571111""",0,8,0,16,0,17,176,217
,,"Riverside School","=""0571011""",0,29,"*",72,0,"*",330,457
,,"Windrose","=""0571511""",0,0,"*",11,0,"*",12,28
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*","*",15,89,0,52,521,696
,,"Griswold High School","=""0586211""","*",8,14,59,"*",31,391,508
,,"Griswold Middle School","=""0585111""","*",9,13,49,"*",40,374,491
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,"*",0,0,"*",17
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","*",41,"*",103,0,63,119,359
,,"Central Office Academy","=""0590611""","*",0,0,"*",0,"*","*",10
,,"Charles Barnum Magnet School","=""0591811""","*",10,22,78,"*",25,194,331
,,"Groton Middle School","=""0591111""","*",54,59,215,"*",107,457,905
,,"Mystic River Magnet School","=""0591311""","*",33,40,150,"*",54,240,525
,,"New Beginnings Alternative Program","=""0590211""","*",0,"*","*",0,"*",7,18
,,"Robert E. Fitch High School","=""0596111""","*",63,88,230,"*",119,506,1019
,,"Thames River Magnet School","=""0591711""","*",49,39,143,"*",53,227,517
,,"Northeast Academy Magnet School","=""0591911""",0,13,"*",59,"*",37,277,397
,,"Transition Academy","=""0591011""",0,0,"*","*",0,0,7,11
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*",11,103,111,"*",8,20,256
,,"Hamden High School","=""0626111""","*",111,592,395,"*",76,514,1693
,,"Hamden Middle School","=""0625211""","*",48,278,200,"*",59,245,832
,,"Helen Street School","=""0620411""","*",11,123,108,"*",19,48,311
,,"Shepherd Glen School","=""0620111""","*",56,110,60,0,"*",59,297
,,"Spring Glen School","=""0621011""","*",15,54,59,"*",24,248,402
,,"Alice Peck Learning Center","=""0628011""",0,"*",25,24,0,"*",21,90
,,"Bear Path School","=""0621211""",0,20,67,95,0,25,189,396
,,"Dunbar Hill IIC","=""0621511""",0,"*","*","*",0,"*","*",9
,,"Dunbar Hill School","=""0620311""",0,12,96,81,0,28,43,260
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*",10,"*",0,0,"*",16
,,"Ridge Hill IIC","=""0621711""",0,"*",8,"*",0,"*","*",18
,,"Ridge Hill School","=""0621111""",0,25,65,78,0,18,99,285
,,"West Woods School","=""0621411""",0,36,73,60,0,24,119,312
,,"Wintergreen Program","=""0620711""",0,8,33,14,0,"*","*",64
,,"Bear Path IIC","=""0620911""",0,0,12,"*",0,0,"*",25
,,"Church Street IIC","=""0621311""",0,0,"*","*",0,0,0,8
,,"Hamden Collaborative Learning Center","=""0620511""",0,0,27,15,0,"*","*",55
,,"Helen Street IIC","=""0621611""",0,0,7,"*",0,"*",0,11
,,"Intensive Support Classroom","=""0621911""",0,0,"*","*",0,"*",8,16
,,"West Woods IIC","=""0621811""",0,0,11,"*",0,"*","*",21
,,"Intensive Support Classroom 7-8","=""0622011""",0,0,0,"*",0,0,0,"*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*","*",0,"*",0,"*",65,73
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",124,62,165,"*",11,30,394
,,"Breakthrough Magnet School, North","=""0643511""","*",63,156,73,"*",26,14,336
,,"Breakthrough Magnet School, South","=""0643311""","*",20,81,187,0,"*",35,339
,,"Bulkeley High School","=""0647111""","*",6,125,462,"*",6,11,616
,,"Burns Latino Studies Academy","=""0640611""","*","*",29,183,0,"*",12,232
,,"Burr Middle School","=""0642311""","*",7,44,247,0,"*",7,308
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",15,67,476,"*",9,18,594
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",37,69,341,0,"*",84,552
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*","*",22,313,"*",6,12,363
,,"Great Path Academy at CT State Manchester","=""0647911""","*",6,93,161,"*",8,40,310
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",36,262,513,"*",32,131,979
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",70,54,41,0,"*",14,189
,,"Hartford Public High School","=""0646211""","*",20,178,532,"*","*",33,771
,,"Kennelly School","=""0641011""","*",20,76,456,"*",7,16,579
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""",6,31,158,355,0,33,71,654
,,"M. D. Fox School","=""0640811""","*",15,81,393,0,"*",11,504
,,"McDonough Middle School","=""0641211""","*",6,35,259,0,"*",12,316
,,"Montessori Magnet at Batchelder School","=""0640511""","*",13,44,234,0,"*",57,362
,,"Montessori Magnet at Fisher School","=""0643711""","*",29,169,65,0,"*",52,333
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",17,41,282,0,"*",42,389
,,"Parkville Community School","=""0641511""","*","*",42,321,"*","*",41,416
,,"Pathways Academy of Technology and Design","=""0646611""","*","*",121,189,0,22,69,412
,,"Rawson School","=""0641711""","*","*",149,68,0,"*","*",224
,,"SAND School","=""0640111""","*",0,80,204,0,"*","*",291
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",64,179,66,"*",16,25,352
,,"Sanchez School","=""0643011""","*","*",38,272,0,"*",7,324
,,"Sport and Medical Sciences Academy","=""0646511""","*","*",127,308,0,23,98,579
,,"University High School of Science and Engineering","=""0646711""","*",37,186,94,"*",16,75,413
,,"Weaver High School","=""0646311""","*","*",327,280,0,7,6,626
,,"Webster Micro Society Magnet School","=""0642011""","*",64,271,185,0,"*",79,629
,,"iGOAL 2 - Moylan School","=""0648511""","*","*","*",7,0,0,0,14
,,"Betances STEM Magnet School","=""0643811""",0,16,63,113,0,8,27,227
,,"Capital Preparatory Magnet School","=""0646911""",0,"*",427,162,"*",26,19,647
,,"Classical Magnet School","=""0646411""",0,"*",193,207,"*",14,35,455
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,"*",16,23,0,"*","*",43
,,"Global Communications Academy","=""0643611""",0,"*",214,197,0,9,"*",431
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",128,77,"*","*","*",215
,,"Milner Middle School","=""0641911""",0,"*",107,195,"*","*","*",312
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,"*",41,43,0,"*",22,116
,,"West Middle School","=""0642111""",0,14,111,156,0,8,6,295
,,"Wish Museum School","=""0642211""",0,"*",109,170,"*","*","*",289
,,"iGOAL 1 - HPHS","=""0644911""",0,"*",7,19,0,0,"*",29
,,"iGOAL 1 - Milner School","=""0640110""",0,"*",6,13,0,"*",0,21
,,"New Visions","=""0640910""",0,0,"*","*",0,0,0,11
,,"Pre-K Integrated - Naylor School","=""0640510""",0,0,"*",9,0,"*",0,13
,,"Pre-K Integrated - Parkville School","=""0640410""",0,0,"*","*",0,0,0,10
,,"Pre-K Integrated - SAND School","=""0641110""",0,0,"*","*",0,0,0,7
,,"Pre-K Integrated - Sanchez School","=""0641510""",0,0,7,10,0,0,0,17
,,"Pre-K Integrated - West Middle School","=""0640610""",0,0,"*","*",0,0,"*","*"
,,"Pre-K Integrated - Wish School","=""0641210""",0,0,"*","*",0,0,0,15
,,"RISE - Bulkeley High School","=""0648311""",0,0,"*",11,0,0,"*",18
,,"RISE - Hartford Public High School","=""0648211""",0,0,"*",19,0,"*",0,30
,,"RISE - M.L. King Middle School","=""0641310""",0,0,"*","*",0,"*",0,11
,,"RISE - West Middle School","=""0644611""",0,0,"*",0,0,0,0,"*"
,,"STEP at Hartford Public High School","=""0648411""",0,0,18,23,0,0,0,41
,,"Student Engagement Academy","=""0641010""",0,0,"*","*",0,0,0,8
,,"iGOAL - Weaver High School","=""0641410""",0,0,"*","*",0,0,0,19
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,12
,,"iGOAL 1 - Burns School","=""0644711""",0,0,"*","*",0,0,0,29
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,0,"*","*",0,0,0,15
,,"iGOAL 1 - Parkville School","=""0648711""",0,0,"*",9,0,0,"*",12
,,"iGOAL 1 - Rawson School","=""0644411""",0,0,13,"*",0,"*",0,20
,,"iGOAL 2 - Kennelly School","=""0640210""",0,0,"*",6,0,"*",0,9
,,"iGOAL Pre-K - Rawson School","=""0640810""",0,0,0,"*",0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",8,"*",12,0,13,289,331
,,"Hebron Elementary School","=""0670111""",0,"*","*",22,0,"*",311,348
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",50,41,67,0,"*",158,353
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*","*",636,37,0,6,"*",686
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*",8,"*",48,0,27,278,365
,,"Killingly High School","=""0696111""","*",28,13,65,"*",35,608,754
,,"Killingly Intermediate School","=""0695211""","*","*",12,80,0,38,500,640
,,"Killingly Memorial School","=""0690311""","*",9,9,60,"*",50,377,509
,,"Goodyear Early Childhood Center","=""0698011""",0,"*","*",9,0,"*",79,94
"Learn","=""2450014""","Marine Science Magnet High School","=""2456114""","*",10,"*",50,0,19,185,271
,,"Regional Multicultural Magnet School","=""2450114""","*","*",68,218,0,76,127,502
,,"The Friendship School","=""2450214""","*",19,49,195,"*",59,178,503
,,"Three Rivers Middle College Magnet School","=""2456214""","*","*",6,14,0,7,38,67
,,"Learn Intensive Program","=""2451114""",0,"*",6,9,0,"*",14,37
,,"LEARN SAILS Program","=""2451614""",0,0,"*","*",0,"*",12,22
,,"Learn High School","=""2450614""",0,0,"*","*",0,0,"*","*"
,,"LEARN Transition Academy","=""2450414""",0,0,0,"*",0,0,"*",7
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*","*",30,"*",8,287,336
,,"Lebanon Middle School","=""0715111""","*","*","*",16,"*","*",238,269
,,"Lyman Memorial High School","=""0716211""","*",8,"*",22,0,"*",279,318
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",14,11,27,"*",9,170,238
,,"Gallup Hill School","=""0720411""",27,"*",20,70,"*",31,451,618
,,"Ledyard High School","=""0726111""",23,"*",49,94,"*",36,533,760
,,"Ledyard Middle School","=""0725111""","*",22,19,57,"*",38,393,547
,,"Juliet W. Long School","=""0720311""",0,14,"*",34,"*",13,194,266
,,"Ledyard Transition Academy","=""0720511""",0,"*",0,0,0,0,"*",9
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",6,51,"*",22,340,426
"Litchfield School District","=""0740011""","Center School","=""0740211""","*","*","*",16,0,"*",249,278
,,"Litchfield High School","=""0746111""",0,6,"*",20,"*",6,194,232
,,"Litchfield Intermediate School","=""0740311""",0,"*",0,16,0,"*",166,189
,,"Litchfield Middle School","=""0746011""",0,"*",0,9,0,"*",125,137
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",30,7,49,"*",39,749,877
,,"Dr. Robert H. Brown Elementary School","=""0760611""",0,19,"*",24,0,"*",284,338
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,15,"*",27,"*",12,299,356
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,"*","*",16,0,9,250,284
,,"Walter C. Polson Middle School","=""0765211""",0,"*","*",36,0,21,461,539
,,"Town Campus Learning Center","=""0769011""",0,0,0,"*",0,"*",46,51
"Manchester School District","=""0770011""","Bowers School","=""0770111""","*",16,63,119,"*",8,128,337
,,"Buckley School","=""0770311""","*",34,79,77,0,"*",123,316
,,"Elisabeth M. Bennet Academy","=""0771711""","*",59,217,259,"*",12,284,837
,,"Illing Middle School","=""0775311""","*",63,220,309,"*",15,242,858
,,"Keeney School","=""0770611""","*",21,54,86,"*",0,123,289
,,"Manchester Head Start","=""0778011""","*",8,42,50,0,"*",35,140
,,"Manchester High School","=""0776111""","*",136,430,505,"*",60,555,1702
,,"New Horizons","=""0770711""","*",0,9,15,0,"*",11,37
,,"Verplanck School","=""0771211""","*",34,128,184,"*",7,93,450
,,"Waddell School","=""0771311""","*",90,118,166,"*",8,90,474
,,"Highland Park School","=""0770411""",0,"*",63,113,0,"*",135,334
,,"Manchester Transition Center","=""0779111""",0,"*",10,"*",0,0,10,28
,,"Martin School","=""0771611""",0,21,48,59,"*","*",80,213
,,"Manchester High School-Site 2","=""0770211""",0,0,"*",21,0,"*",12,43
,,"Manchester Middle Academy","=""0771511""",0,0,12,20,0,"*","*",38
,,"Manchester Regional Academy","=""0779011""",0,0,"*",23,0,"*",21,57
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""","*",55,"*",71,0,20,309,474
,,"Southeast Elementary School","=""0780511""","*",11,"*",29,0,"*",114,161
,,"Mansfield Elementary at Goodwin","=""0780211""",0,29,"*",21,0,"*",89,152
,,"Mansfield Elementary at Vinton","=""0780411""",0,32,9,35,0,9,124,209
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*",7,35,0,11,388,447
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,11,25,175,0,18,112,341
,,"Casimir Pulaski School","=""0801111""","*","*",61,410,0,31,91,599
,,"Francis T. Maloney High School","=""0806111""","*",46,137,664,"*",46,339,1235
,,"John Barry School","=""0800511""","*","*",67,320,0,21,54,470
,,"Lincoln Middle School","=""0805211""","*","*",56,452,0,17,187,724
,,"Nathan Hale School","=""0800711""","*","*",62,303,0,26,132,531
,,"Orville H. Platt High School","=""0806211""","*","*",157,651,0,28,213,1069
,,"Roger Sherman School","=""0800811""","*","*",52,328,0,26,71,486
,,"Benjamin Franklin School","=""0800111""",0,"*",28,194,"*",23,103,353
,,"Community Classroom Collaborative","=""0800211""",0,"*","*","*",0,"*",6,14
,,"Edison Middle School","=""0802711""",0,16,52,324,0,18,92,502
,,"Hanover School","=""0800311""",0,6,24,261,0,16,128,435
,,"Israel Putnam School","=""0800411""",0,16,64,269,0,34,117,500
,,"PRIDE","=""0802611""",0,"*","*",49,0,"*",27,82
,,"STARS - HS","=""0801811""",0,"*",0,7,0,0,"*",12
,,"STARS - Hanover","=""0800611""",0,"*",6,35,0,"*",12,63
,,"TLC - MHS","=""0802011""",0,"*",8,22,0,"*",7,39
,,"TLC - PHS","=""0801911""",0,"*","*",12,0,0,"*",23
,,"Washington Middle School","=""0805411""",0,12,82,398,0,28,198,718
,,"Community Collaborative Classroom - ACADEMY","=""0802111""",0,0,"*",9,0,0,"*",15
,,"SOAR - Middle","=""0802411""",0,0,"*",25,0,0,"*",33
,,"SOAR- Elementary","=""0802211""",0,0,"*",7,0,0,"*",10
,,"STARS - MS","=""0801511""",0,0,"*",13,0,0,"*",21
,,"STEP - ES","=""0800911""",0,0,9,24,0,"*","*",43
,,"STEPS - MS","=""0801211""",0,0,"*",13,0,0,"*",25
,,"Success Academy","=""0801411""",0,0,"*",18,0,"*","*",25
,,"TSC - MHS","=""0801611""",0,0,"*",8,0,"*",6,17
,,"TSC - PHS","=""0801711""",0,0,"*",13,0,0,"*",18
,,"Venture Academy","=""0801311""",0,0,"*",44,0,"*",13,66
,,"SOAR - High","=""0802511""",0,0,0,6,0,0,0,6
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",47,189,166,"*",110,452,975
,,"Middletown High School","=""0836211""","*",55,294,212,"*",95,589,1251
,,"Middletown Transition Center","=""0839111""","*","*","*","*",0,"*",9,23
,,"Snow School","=""0831111""","*",22,81,51,"*",44,175,376
,,"Spencer School","=""0830111""","*","*",42,40,0,32,125,249
,,"Bielefield School","=""0830211""",0,"*",72,51,"*",35,84,258
,,"Evening Program - MHS","=""0831611""",0,"*","*","*",0,"*",7,12
,,"Farm Hill School","=""0830511""",0,7,60,47,0,35,135,284
,,"Lawrence School","=""0831311""",0,28,70,"*","*",43,151,322
,,"Moody School","=""0831211""",0,"*",34,18,"*",32,100,199
,,"Wesley School","=""0831411""",0,"*",41,"*",0,25,114,205
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,0,"*","*"
,,"ICM - Moody 3-5","=""0830711""",0,0,"*","*",0,"*","*",7
,,"ICM - Moody K-2","=""0830811""",0,0,"*",0,0,0,0,"*"
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,0,"*",6
,,"ICM- Beman Middle School","=""0830411""",0,0,"*","*",0,"*",0,"*"
,,"MHS - Alternative Education Program 2","=""0831911""",0,0,"*","*",0,"*",0,6
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,0,"*",0,0,"*",6
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*",23,19,41,0,"*",321,415
,,"Jonathan Law High School","=""0846211""","*",75,51,129,"*",9,558,826
,,"Joseph A. Foran High School","=""0846311""","*",58,39,95,0,"*",580,786
,,"Calf Pen Meadow School","=""0840111""",0,"*","*",28,0,13,199,251
,,"Harborside Middle School","=""0845211""",0,52,14,42,"*","*",291,410
,,"J. F. Kennedy School","=""0841911""",0,22,"*",82,"*",17,194,324
,,"Live Oaks School","=""0841611""",0,34,13,23,0,27,189,286
,,"Mathewson School","=""0841711""",0,44,11,46,0,14,212,327
,,"Meadowside School","=""0840711""",0,66,"*",49,"*",18,139,286
,,"Orange Avenue School","=""0840811""",0,21,18,57,0,17,282,395
,,"Orchard Hills School","=""0841811""",0,12,12,47,0,17,255,343
,,"Post Grad Transitional Academy","=""0840611""",0,"*","*","*",0,0,12,15
,,"Pumpkin Delight School","=""0841011""",0,10,12,47,0,20,156,245
,,"The Academy","=""0840311""",0,"*",0,"*",0,0,19,26
,,"West Shore Middle School","=""0845311""",0,52,21,75,"*","*",254,419
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*",0,0,0,"*",10
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",27,12,112,"*",25,474,653
,,"Masuk High School","=""0856111""","*",63,"*",139,0,29,795,1053
,,"Stepney Elementary School","=""0850311""","*",21,16,79,"*",34,303,456
,,"Jockey Hollow School","=""0855211""",0,51,"*",109,"*",33,556,781
,,"Monroe Elementary School","=""0850111""",0,12,12,54,0,9,289,376
,,"Masuk Alternative Program","=""0850211""",0,0,0,"*",0,0,"*",11
,,"Monroe Oxford Community Program","=""0850711""",0,0,0,0,0,0,"*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*",30,"*",77,0,62,298,490
,,"Mohegan School","=""0860111""",6,52,19,54,0,39,145,315
,,"Montville High School","=""0866111""","*",49,15,62,"*",58,308,496
,,"Montville Transition and Vocational Training Academy","=""0860611""","*","*","*","*",0,0,"*",11
,,"Dr. Charles E. Murphy School","=""0860711""",0,7,12,47,0,28,194,288
,,"Oakdale School","=""0860511""",0,"*","*",41,0,31,226,308
,,"Pre School Program","=""0860311""",0,0,"*",8,0,"*",29,42
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",25,33
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",79,230,0,33,314,683
,,"Cross Street Intermediate School","=""0880211""","*","*",27,105,0,14,160,316
,,"Maple Hill School","=""0880311""","*","*",34,168,0,25,205,446
,,"Naugatuck High School","=""0886111""","*",43,138,423,"*",52,620,1284
,,"Western School","=""0880711""","*",10,33,85,"*",17,121,269
,,"Andrew Avenue School","=""0880811""",0,"*",24,99,0,"*",102,238
,,"Head Start","=""0888111""",0,"*",19,44,0,"*",41,123
,,"Hillside Intermediate School","=""0880411""",0,"*",36,125,0,"*",146,327
,,"Hop Brook Elementary School","=""0880511""",0,7,43,106,0,20,132,308
,,"Naugatuck Community Program","=""0881011""",0,"*","*","*",0,0,10,18
,,"Salem School","=""0880611""",0,"*",21,109,0,"*",97,250
,,"Central Avenue Preschool","=""0888211""",0,0,"*",11,0,"*",10,26
,,"Genesis Academy","=""0880911""",0,0,"*","*",0,"*","*",9
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*",0,270,196,0,"*",9,484
"New Britain School District","=""0890011""","Chamberlain Elementary School","=""0890311""","*","*",46,296,0,24,35,410
,,"New Britain High School","=""0896111""","*",68,292,1491,"*",76,430,2363
,,"Slade Middle School","=""0895211""","*",17,87,592,"*",34,103,835
,,"Smith Elementary School","=""0891311""","*","*",51,323,0,28,57,468
,,"Holmes Elementary School","=""0890611""",0,22,55,209,0,36,126,448
,,"DiLoreto Elementary & Middle School","=""0891111""",0,11,63,640,0,14,77,805
,,"Gaffney Elementary School","=""0890511""",0,12,37,270,0,25,79,423
,,"Gaffney KEY Elementary","=""0891611""",0,"*",11,56,0,"*",16,93
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,"*",18,65,0,"*",51,146
,,"Jefferson Elementary School","=""0890711""",0,16,37,241,0,14,81,389
,,"Lincoln Elementary School","=""0890811""",0,"*",44,366,0,"*",78,516
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,"*",12,106,0,"*",21,147
,,"Northend Elementary School","=""0890911""",0,"*",41,168,"*",17,28,259
,,"Pulaski Middle School","=""0895311""",0,"*",90,600,"*",31,150,889
,,"Pulaski Pathways","=""0892311""",0,"*","*",17,0,0,"*",20
,,"Roosevelt Early Learning Center","=""0890111""",0,"*","*",121,0,21,28,191
,,"Smalley Elementary School","=""0891211""",0,"*",45,469,"*",25,45,591
,,"The Catalyst Academy","=""0899011""",0,"*","*",31,0,0,6,42
,,"Vance Elementary School","=""0891511""",0,"*",54,311,0,"*",51,431
,,"Brookside School","=""0899111""",0,0,"*",28,0,0,"*",32
,,"CLIMB","=""0899411""",0,0,7,24,0,"*","*",37
,,"Chamberlain Bridges","=""0890211""",0,0,"*",13,0,"*","*",18
,,"Holmes Bridges","=""0890411""",0,0,"*",8,0,"*","*",11
,,"Lincoln KEY Elementary","=""0892011""",0,0,"*",12,0,"*","*",17
,,"Slade Bridges","=""0892211""",0,0,"*",23,0,"*","*",29
,,"Slade KEY Middle","=""0891711""",0,0,"*",17,0,"*","*",26
,,"Smith KEY Elementary","=""0892111""",0,0,"*",11,0,0,"*",17
,,"Smith Pathways","=""0891911""",0,0,"*",16,0,"*","*",21
,,"Lincoln SCS","=""0891011""",0,0,0,"*",0,0,0,"*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",89,"*",77,0,37,1069,1287
,,"Saxe Middle School","=""0905111""","*",98,23,70,"*",53,1078,1327
,,"South School","=""0900211""","*",40,"*",31,0,37,407,522
,,"West School","=""0900311""","*",28,"*",26,0,29,370,457
,,"East School","=""0900411""",0,34,11,37,0,34,409,525
,,"Launch","=""0900111""",0,0,0,"*",0,0,"*",7
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*","*","*",76,"*",14,385,486
,,"New Fairfield Elementary School","=""0910211""","*","*","*",77,"*",15,338,442
,,"New Fairfield High School","=""0916111""","*",12,"*",100,0,18,520,665
,,"New Fairfield Middle School","=""0915211""","*","*",11,93,0,15,389,517
,,"Alternative Learning Center","=""0910311""",0,0,0,"*",0,0,"*","*"
,,"STRIDES - Striving To Reach Individual & Diverse Eductl. Success","=""0910511""",0,0,0,0,0,0,6,6
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*","*",78,259,0,20,182,544
,,"Barnard Environmental Magnet School","=""0930211""","*",49,187,154,0,"*",58,467
,,"Beecher School","=""0930311""","*","*",276,146,0,23,45,500
