"Student Counts by School and Race"
"All Districts, All Schools"
"2024-25"

"",,,,"Race",,,,,,,
,,"East Farms School","=""0520411""",0,131,12,63,0,39,212,457
,,"Farmington Collaborative PK","=""0528011""",0,15,8,15,0,11,50,99
,,"Union School","=""0520111""",0,35,15,47,0,21,187,305
,,"Farmington Alternative High School","=""0520611""",0,0,"*",0,0,"*",10,12
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*",0,"*",15,0,17,151,185
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","*",238,"*",224,0,102,1113,1737
,,"Hopewell School","=""0540611""","*",77,"*",33,0,32,306,458
,,"Nayaug Elementary School","=""0540911""","*",40,"*",64,0,39,366,533
,,"Smith Middle School","=""0545211""","*",139,"*",117,0,55,532,875
,,"Buttonball Lane School","=""0540211""",0,107,6,53,0,24,271,461
,,"Gideon Welles School","=""0540811""",0,87,16,63,0,35,350,551
,,"Hebron Avenue School","=""0540411""",0,70,8,52,0,31,297,458
,,"Links Academy","=""0540111""",0,"*",6,17,0,"*",32,61
,,"Naubuc School","=""0540711""",0,77,19,90,0,45,210,441
,,"PreK-Eastbury","=""0540511""",0,"*",11,17,0,"*",48,86
,,"Glastonbury Transition Academy","=""0541411""",0,0,"*","*",0,"*",10,17
"Goodwin University Educational Services (GUES)","=""2310018""","Connecticut River Academy at Goodwin University","=""2310118""","*",19,231,363,"*",44,80,742
,,"Riverside Magnet School at Goodwin University","=""2310218""","*",12,152,233,"*",24,57,481
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",49,36,0,15,448,564
,,"Kelly Lane Primary School","=""0560411""","*",10,19,42,"*",13,267,353
,,"Wells Road Intermediate School","=""0560311""","*",12,27,17,0,"*",315,384
,,"Granby B.E.A.R. Transition Academy","=""0560211""",0,"*",0,0,0,"*","*","*"
,,"Granby Memorial Middle School","=""0565111""",0,10,34,26,"*","*",306,387
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","*",19,275,328,0,"*",25,662
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",37,"*",85,0,38,315,483
,,"Cos Cob School","=""0570211""","*",18,"*",70,0,18,231,343
,,"Greenwich High School","=""0576111""","*",216,55,680,"*",152,1511,2620
,,"Hamilton Avenue School","=""0570511""","*","*",13,167,0,15,92,299
,,"New Lebanon School","=""0570611""","*",18,"*",218,0,18,113,375
,,"North Mianus School","=""0570711""","*",60,"*",53,0,30,277,423
,,"Riverside School","=""0571011""","*",23,0,80,0,"*",314,440
,,"Windrose","=""0571511""","*","*",0,24,0,"*",14,44
,,"North Street School","=""0570811""",0,18,"*",56,"*",27,306,411
,,"Eastern Middle School","=""0575211""",0,123,8,123,0,55,488,797
,,"Glenville School","=""0570411""",0,"*","*",65,0,37,273,411
,,"International School At Dundee","=""0571311""",0,87,"*",64,0,"*",157,342
,,"Julian Curtiss School","=""0570311""",0,21,12,81,0,22,100,236
,,"Old Greenwich School","=""0570911""",0,15,0,29,0,18,323,385
,,"Parkway School","=""0571111""",0,"*","*",16,0,25,198,249
,,"Western Middle School","=""0575311""",0,32,"*",213,"*",31,259,563
,,"Community Connections","=""0571211""",0,0,"*",11,0,0,"*",18
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*",17,20,97,"*",41,473,655
,,"Griswold High School","=""0586211""","*",14,24,102,"*",47,412,606
,,"Griswold Middle School","=""0585111""","*",11,17,68,"*",39,390,529
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,"*",0,"*",12,19
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","*",30,"*",114,0,67,144,375
,,"Groton Middle School","=""0591111""","*",44,63,249,"*",101,419,884
,,"Mystic River Magnet School","=""0591311""","*",35,38,160,"*",58,224,520
,,"Robert E. Fitch High School","=""0596111""","*",67,85,246,"*",128,401,942
,,"Thames River Magnet School","=""0591711""","*",39,48,127,"*",81,200,501
,,"Charles Barnum Magnet School","=""0591811""",0,"*",24,93,"*",39,174,339
,,"Northeast Academy Magnet School","=""0591911""",0,15,10,61,0,56,250,392
,,"Transition Academy","=""0591011""",0,0,"*","*",0,"*",8,14
,,"Central Office Academy","=""0590611""",0,0,"*",0,0,"*",0,"*"
,,"New Beginnings Alternative Program","=""0590211""",0,0,0,7,0,0,8,15
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*",110,572,464,0,"*",358,1609
,,"Hamden Middle School","=""0625211""","*",59,269,256,0,"*",208,845
,,"Ridge Hill School","=""0621111""","*","*",88,86,0,34,88,321
,,"Shepherd Glen School","=""0620111""","*",42,118,77,0,"*",47,303
,,"Spring Glen School","=""0621011""","*","*",41,69,0,25,206,347
,,"West Woods School","=""0621411""","*",41,81,67,"*",30,96,317
,,"Alice Peck Learning Center","=""0628011""",0,6,58,44,0,8,17,133
,,"Bear Path School","=""0621211""",0,24,83,98,0,29,151,385
,,"Church Street School","=""0620211""",0,8,126,172,0,13,15,334
,,"Dunbar Hill School","=""0620311""",0,9,94,99,0,31,38,271
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,7,14,"*",0,"*","*",31
,,"Helen Street School","=""0620411""",0,17,103,114,"*","*",28,280
,,"Ridge Hill IIC","=""0621711""",0,"*",7,7,0,0,"*",18
,,"Shepherd Glen IIC","=""0622211""",0,"*","*","*",0,"*",0,9
,,"Spring Glen IIC","=""0622111""",0,"*",9,"*",0,0,"*",17
,,"West Woods IIC","=""0621811""",0,"*",16,"*",0,"*","*",30
,,"Bear Path IIC","=""0620911""",0,0,13,"*",0,0,"*",26
,,"Church Street IIC","=""0621311""",0,0,"*","*",0,0,0,9
,,"Hamden Collaborative Learning Center","=""0620511""",0,0,22,15,0,"*","*",49
,,"Helen Street IIC","=""0621611""",0,0,"*","*",0,0,0,15
,,"Intensive Support Classroom","=""0621911""",0,0,"*","*",0,"*","*",15
,,"Intensive Support Classroom 7-8","=""0622011""",0,0,"*","*",0,0,0,7
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",144,69,155,0,15,"*",398
,,"Breakthrough Magnet School, South","=""0643311""","*",20,66,207,0,"*",23,326
,,"Bulkeley High School","=""0647111""","*","*",81,444,0,7,11,552
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",10,89,515,0,"*",25,651
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",35,76,367,"*",17,48,547
,,"Expeditionary Learning Academy at Moylan School","=""0643211""",6,"*",39,271,"*","*",15,342
,,"Global Communications Academy","=""0643611""","*","*",155,237,"*",11,7,414
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",32,216,564,"*",28,77,925
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",41,38,29,0,"*","*",115
,,"Hartford PreKindergarten Magnet School: South Campus","=""0641610""","*",42,16,41,0,"*",8,112
,,"Hartford Public High School","=""0646211""","*",17,121,504,"*",17,35,698
,,"Kennelly School","=""0641011""","*",26,75,491,0,"*",22,628
,,"Kinsella Magnet School of Performing Arts: High School Campus","=""0641710""","*","*",38,54,0,"*",11,110
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*","*",107,254,0,20,40,435
,,"M. D. Fox School","=""0640811""","*",13,113,406,0,"*",26,562
,,"M. L. King, Jr. Middle School","=""0641611""","*","*",102,73,0,"*","*",184
,,"McDonough Middle School","=""0641211""","*","*",30,244,0,"*",19,301
,,"Montessori Magnet at Batchelder School","=""0640511""","*","*",43,227,0,16,46,346
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",26,45,265,"*",6,28,372
,,"Parkville Community School","=""0641511""","*","*",51,246,"*","*",39,351
,,"Rawson School","=""0641711""","*","*",134,51,0,9,"*",198
,,"SAND School","=""0640111""","*",0,72,181,0,6,"*",266
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",67,176,74,0,22,"*",348
,,"Sanchez School","=""0643011""","*","*",38,257,0,"*",11,311
,,"Sport and Medical Sciences Academy","=""0646511""","*","*",125,262,0,18,47,463
,,"University High School of Science and Engineering","=""0646711""","*",25,211,99,"*",21,46,406
,,"Webster Micro Society Magnet School","=""0642011""","*","*",266,194,0,43,91,626
,,"West Middle School","=""0642111""","*",11,119,143,0,8,"*",289
,,"iGOAL 2 - Kennelly School","=""0640210""","*",0,"*","*",0,0,0,7
,,"Betances STEM Magnet School","=""0643811""",0,17,38,123,0,12,16,206
,,"Breakthrough Magnet School, North","=""0643511""",0,52,143,65,0,18,11,289
,,"Burns Latino Studies Academy","=""0640611""",0,"*",35,195,"*","*",15,251
,,"Burr Middle School","=""0642311""",0,9,33,207,0,"*","*",259
,,"Capital Preparatory Magnet School","=""0646911""",0,9,348,186,0,27,10,580
,,"Classical Magnet School","=""0646411""",0,"*",168,223,"*",23,19,438
,,"Great Path Academy at CT State Manchester","=""0647911""",0,"*",110,170,0,"*",32,336
,,"Milner Middle School","=""0641911""",0,"*",71,178,"*",6,"*",261
,,"Montessori Magnet at Fisher School","=""0643711""",0,29,184,73,"*","*",53,353
,,"Pathways Academy of Technology and Design","=""0646611""",0,8,94,218,0,13,26,359
,,"Pre-K Integrated - Naylor School","=""0640510""",0,"*",6,7,0,0,"*",15
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,10,43,34,0,7,34,128
,,"Weaver High School","=""0646311""",0,"*",360,333,"*",16,7,721
,,"Wish Museum School","=""0642211""",0,"*",94,183,0,11,"*",297
,,"iGOAL 1 - HPHS","=""0644911""",0,"*","*",15,0,"*",0,20
,,"iGOAL 2 - Moylan School","=""0648511""",0,"*",6,"*",0,"*",0,12
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,0,"*",40,0,0,"*",74
,,"New Visions","=""0640910""",0,0,16,16,0,0,0,32
,,"Pre-K Integrated - Parkville School","=""0640410""",0,0,"*","*",0,"*",0,10
,,"Pre-K Integrated - SAND School","=""0641110""",0,0,"*","*",0,0,0,9
,,"Pre-K Integrated - Wish School","=""0641210""",0,0,"*","*",0,0,0,11
,,"RISE - Hartford Public High School","=""0648211""",0,0,11,19,0,0,0,30
,,"RISE - M.L. King Middle School","=""0641310""",0,0,"*","*",0,0,0,8
,,"RISE - West Middle School","=""0644611""",0,0,"*","*",0,0,0,7
,,"STEP at Hartford Public High School","=""0648411""",0,0,16,18,0,"*","*",37
,,"iGOAL - Weaver High School","=""0641410""",0,0,"*",8,0,"*",0,13
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,9
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,0,"*","*",0,0,0,10
,,"iGOAL 1 - Milner School","=""0640110""",0,0,7,11,0,0,0,18
,,"iGOAL 1 - Rawson School","=""0644411""",0,0,12,19,0,"*","*",34
,,"iGOAL Pre-K - Rawson School","=""0640810""",0,0,"*","*",0,0,0,8
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",20,0,16,275,317
,,"Hebron Elementary School","=""0670111""","*",7,"*",15,0,12,323,364
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*",0,411,72,"*",11,"*",499
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",48,42,90,0,"*",145,364
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",51,191,0,36,45,328
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,528,39,0,"*",0,571
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*","*",7,0,6,101,118
,,"Killingly Central School","=""0690111""","*","*",8,51,"*",22,230,317
,,"Killingly High School","=""0696111""","*","*",19,98,0,40,572,744
,,"Killingly Intermediate School","=""0695211""","*",12,16,90,"*",62,508,692
,,"Killingly Memorial School","=""0690311""",0,11,6,67,0,33,368,485
"Learn","=""2450014""","Learn Intensive Program","=""2451114""","*","*",7,17,0,8,28,63
,,"The Friendship School","=""2450214""","*","*",50,195,0,65,138,460
,,"LEARN Transition Academy","=""2450414""",0,"*","*","*",0,0,"*",10
,,"Marine Science Magnet High School","=""2456114""",0,"*","*",53,0,34,168,274
,,"Regional Multicultural Magnet School","=""2450114""",0,6,43,264,0,68,88,469
,,"Three Rivers Middle College Magnet School","=""2456214""",0,"*","*",13,0,14,53,92
,,"LEARN SAILS Program","=""2451614""",0,0,"*","*",0,"*",9,14
,,"Learn High School","=""2450614""",0,0,"*","*",0,"*","*",6
,,"LEARN Secondary SAILS Program at LTA","=""2451714""",0,0,0,0,0,0,"*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*","*","*",26,"*","*",224,265
,,"Lyman Memorial High School","=""0716211""","*","*","*",22,"*",11,280,322
,,"Lebanon Elementary School","=""0710111""",0,"*","*",37,0,11,308,366
,,"Pass Academy","=""0710211""",0,0,"*",0,"*",0,"*","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",17,15,"*",89,"*",62,393,592
,,"Juliet W. Long School","=""0720311""","*",9,8,47,"*",31,168,265
,,"Ledyard High School","=""0726111""","*",19,21,89,"*",73,517,731
,,"Ledyard Middle School","=""0725111""","*",15,16,86,"*",52,358,535
,,"Gales Ferry School","=""0720211""",0,"*","*",29,0,10,148,195
,,"Ledyard Transition Academy","=""0720511""",0,0,0,"*",0,"*",8,10
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",9,50,0,32,312,413
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",27,"*",53,0,41,620,751
,,"Dr. Robert H. Brown Elementary School","=""0760611""",0,12,"*",16,"*",24,305,361
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,11,"*",31,"*",17,344,407
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,"*",0,26,0,"*",269,314
,,"Town Campus Learning Center","=""0769011""",0,"*","*","*",0,"*",46,54
,,"Walter C. Polson Middle School","=""0765211""",0,"*","*",51,0,29,432,541
"Manchester School District","=""0770011""","Bowers School","=""0770111""","*",16,78,176,"*",17,84,376
,,"Elisabeth M. Bennet Academy","=""0771711""","*",64,208,314,"*",26,242,864
,,"Highland Park School","=""0770411""","*",21,64,101,0,"*",99,300
,,"Illing Middle School","=""0775311""","*",58,207,256,"*",17,219,763
,,"Keeney School","=""0770611""","*",27,87,85,0,"*",142,366
,,"Manchester High School","=""0776111""","*",137,423,628,"*",60,443,1703
,,"Manchester High School-Site 2","=""0770211""","*",0,14,25,0,"*",11,56
,,"Verplanck School","=""0771211""","*",30,108,233,0,"*",67,466
,,"Waddell School","=""0771311""","*",92,114,165,"*",26,73,476
,,"Buckley School","=""0770311""",0,28,65,72,0,20,99,284
,,"Manchester Head Start","=""0778011""",0,9,26,44,0,"*","*",91
,,"Manchester Preschool Center at Martin","=""0771811""",0,28,37,55,0,10,23,153
,,"Manchester Transition Center","=""0779111""",0,"*",11,"*",0,"*",7,25
,,"Manchester Middle Academy","=""0771511""",0,0,11,14,0,"*","*",31
,,"Manchester Regional Academy","=""0779011""",0,0,20,28,0,"*","*",67
,,"New Horizons","=""0770711""",0,0,"*",14,0,0,"*",24
"Mansfield School District","=""0780011""","Mansfield Elementary School","=""0780111""","*",83,17,98,"*",20,328,549
,,"Mansfield Middle School","=""0785111""","*",38,19,89,0,"*",251,414
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",12,"*",43,0,10,388,458
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,11,22,259,0,18,94,404
,,"Benjamin Franklin School","=""0800111""","*","*",47,183,0,26,95,357
,,"Edison Middle School","=""0802711""","*","*",92,464,0,36,169,773
,,"Francis T. Maloney High School","=""0806111""","*","*",157,761,0,51,281,1291
,,"Hanover School","=""0800311""","*","*",35,286,0,30,100,456
,,"John Barry School","=""0800511""","*","*",51,289,0,31,40,418
,,"Lincoln Middle School","=""0805211""","*","*",62,464,0,35,117,684
,,"Orville H. Platt High School","=""0806211""","*","*",153,766,0,44,212,1191
,,"PRIDE","=""0802611""","*","*",16,76,0,7,27,129
,,"Roger Sherman School","=""0800811""","*",12,49,308,"*",25,60,457
,,"Washington Middle School","=""0805411""","*","*",76,331,0,21,97,536
,,"Casimir Pulaski School","=""0801111""",0,"*",53,367,0,"*",86,539
,,"Israel Putnam School","=""0800411""",0,12,68,249,0,39,77,445
,,"Nathan Hale School","=""0800711""",0,10,51,299,0,25,100,485
,,"STARS - BARRY","=""0802811""",0,"*","*",21,0,"*","*",32
,,"STARS - Hanover","=""0800611""",0,"*",9,54,0,"*",14,83
,,"TLC - MHS","=""0802011""",0,"*","*",16,0,0,10,30
,,"Community Classroom Collaborative","=""0800211""",0,0,"*",12,0,0,"*",18
,,"Community Collaborative Classroom - ACADEMY","=""0802111""",0,0,"*","*",0,0,"*",14
,,"SOAR - Middle","=""0802411""",0,0,"*","*",0,"*","*",12
,,"SOAR- Elementary","=""0802211""",0,0,"*","*",0,"*","*",8
,,"STARS - HS","=""0801811""",0,0,"*",15,0,0,"*",22
,,"STARS - MS","=""0801511""",0,0,"*",12,0,"*","*",17
,,"STEP - ES","=""0800911""",0,0,"*",23,0,"*",10,45
,,"STEPS - MS","=""0801211""",0,0,"*",15,0,"*","*",24
,,"Success Academy","=""0801411""",0,0,8,28,0,"*","*",40
,,"TLC - PHS","=""0801911""",0,0,"*",11,0,0,"*",18
,,"TLC-MS","=""0802911""",0,0,"*",10,"*","*","*",18
,,"TSC - MHS","=""0801611""",0,0,"*",7,0,"*",7,17
,,"TSC - PHS","=""0801711""",0,0,"*",7,0,"*","*",14
,,"Venture Academy","=""0801311""",0,0,10,41,0,"*","*",63
,,"SOAR - High","=""0802511""",0,0,0,"*",0,0,"*",13
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",47,188,266,"*",101,371,977
,,"Farm Hill School","=""0830511""","*","*",73,90,0,24,113,316
,,"Middletown High School","=""0836211""","*",64,276,279,"*",111,454,1193
,,"Snow School","=""0831111""","*","*",75,106,0,28,105,340
,,"Wesley School","=""0831411""","*","*",32,49,0,26,102,214
,,"Bielefield School","=""0830211""",0,"*",62,81,"*",26,72,251
,,"ICM - Moody 3-5","=""0830711""",0,"*","*","*",0,"*",0,7
,,"ICM-Wesley","=""0832311""",0,"*","*","*",0,"*","*",8
,,"Lawrence School","=""0831311""",0,19,51,55,0,36,144,305
,,"Middletown Transition Center","=""0839111""",0,"*","*",6,0,"*",8,20
,,"Moody School","=""0831211""",0,"*",27,38,"*",24,109,212
,,"Spencer School","=""0830111""",0,"*",52,48,"*",36,88,237
,,"Evening Program - MHS","=""0831611""",0,0,"*","*",0,"*","*",15
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,"*",0,6
,,"ICM - Moody K-2","=""0830811""",0,0,"*","*",0,"*","*",6
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,"*","*","*"
,,"MHS - Alternative Education Program 2","=""0831911""",0,0,"*","*",0,"*","*",10
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,"*","*",0,0,"*","*"
,,"ICM- Beman Middle School","=""0830411""",0,0,0,"*",0,0,"*",9
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",11,"*",33,0,15,199,269
,,"J. F. Kennedy School","=""0841911""","*",9,15,75,"*",14,180,295
,,"Jonathan Law High School","=""0846211""","*",97,47,148,"*",25,456,776
,,"Joseph A. Foran High School","=""0846311""","*",52,34,87,0,"*",535,727
,,"Meadowside School","=""0840711""","*",42,"*",57,0,27,138,276
,,"East Shore Middle School","=""0845111""",0,17,17,47,0,19,239,339
,,"Harborside Middle School","=""0845211""",0,33,22,71,0,18,256,400
,,"Live Oaks School","=""0841611""",0,24,6,32,0,18,192,272
,,"Mathewson School","=""0841711""",0,33,14,65,0,15,200,327
,,"Orange Avenue School","=""0840811""",0,15,25,72,0,23,279,414
,,"Orchard Hills School","=""0841811""",0,15,15,41,0,20,259,350
,,"Post Grad Transitional Academy","=""0840611""",0,"*",0,"*",0,0,11,14
,,"Pumpkin Delight School","=""0841011""",0,14,13,47,0,22,175,271
,,"The Academy","=""0840311""",0,"*",0,"*",0,0,28,39
,,"West Shore Middle School","=""0845311""",0,31,"*",90,"*",27,228,394
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*","*",0,0,8,11
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",20,17,119,"*",29,493,682
,,"Jockey Hollow School","=""0855211""",0,47,23,131,0,35,529,765
,,"Masuk High School","=""0856111""",0,68,49,166,"*","*",725,1044
,,"Monroe Elementary School","=""0850111""",0,22,18,87,0,10,277,414
,,"Stepney Elementary School","=""0850311""",0,36,"*",87,"*",29,337,512
,,"Masuk Alternative Program","=""0850211""",0,0,0,"*",0,"*",13,16
,,"Monroe Oxford Community Program","=""0850711""",0,0,0,"*",0,0,"*",14
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*","*",34,87,0,69,292,519
,,"Mohegan School","=""0860111""","*",41,12,63,"*",53,128,305
,,"Montville High School","=""0866111""","*",37,23,74,"*",68,284,491
,,"Dr. Charles E. Murphy School","=""0860711""",0,"*","*",50,0,25,207,296
,,"Oakdale School","=""0860511""",0,"*","*",46,0,24,189,271
,,"Pre School Program","=""0860311""",0,"*","*",7,0,9,46,65
,,"Montville Transition and Vocational Training Academy","=""0860611""",0,0,"*","*",0,0,"*",7
,,"The Palmer School","=""0869011""",0,0,"*",6,0,"*",16,25
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",81,263,0,30,227,614
,,"Hillside Intermediate School","=""0880411""","*","*",24,140,0,13,110,292
,,"Naugatuck High School","=""0886111""","*",35,165,490,"*",51,455,1202
,,"Western School","=""0880711""","*",6,38,84,"*",18,93,242
,,"Andrew Avenue School","=""0880811""",0,"*",22,110,0,"*",79,221
,,"Cross Street Intermediate School","=""0880211""",0,9,38,125,0,18,121,311
,,"Head Start","=""0888111""",0,"*",24,47,0,"*",46,123
,,"Hop Brook Elementary School","=""0880511""",0,9,39,142,0,11,111,312
,,"Maple Hill School","=""0880311""",0,8,62,153,0,29,212,464
,,"Naugatuck Community Program","=""0881011""",0,"*","*","*",0,"*",11,20
,,"Salem School","=""0880611""",0,"*",25,108,0,"*",83,231
,,"Central Avenue Preschool","=""0888211""",0,0,"*",14,0,"*",16,40
,,"Genesis Academy","=""0880911""",0,0,0,"*",0,0,"*","*"
"New Britain School District","=""0890011""","Lincoln KEY Elementary","=""0892011""","*","*",8,26,0,7,"*",47
,,"New Britain High School","=""0896111""","*",63,276,1670,"*",119,387,2521
,,"Pulaski Middle School","=""0895311""","*","*",74,564,0,45,130,839
,,"Smith Elementary School","=""0891311""","*","*",48,312,0,30,59,461
,,"Holmes Elementary School","=""0890611""",0,23,45,212,0,46,88,414
,,"CLIMB","=""0899411""",0,"*","*",21,0,"*",9,37
,,"Chamberlain Elementary School","=""0890311""",0,"*",49,285,0,"*",40,402
,,"DiLoreto Elementary & Middle School","=""0891111""",0,8,54,661,0,24,72,819
,,"Gaffney Elementary School","=""0890511""",0,7,62,264,0,33,72,438
,,"Gaffney KEY Elementary","=""0891611""",0,"*",19,93,0,"*",11,134
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,"*",18,74,0,"*",49,152
,,"Jefferson Elementary School","=""0890711""",0,16,32,248,0,28,65,389
,,"Lincoln Elementary School","=""0890811""",0,13,58,354,0,35,92,552
,,"Northend Elementary School","=""0890911""",0,6,37,142,0,14,13,212
,,"Pulaski Pathways","=""0892311""",0,"*","*",23,0,"*","*",32
,,"Roosevelt Early Learning Center","=""0890111""",0,"*",30,187,0,"*",29,266
,,"Slade Middle School","=""0895211""",0,8,84,571,0,36,82,781
,,"Smalley Elementary School","=""0891211""",0,"*",53,467,"*",29,39,594
,,"Smith KEY Elementary","=""0892111""",0,"*","*",15,0,0,"*",20
,,"Vance Elementary School","=""0891511""",0,"*",52,310,0,"*",43,438
,,"Brookside School","=""0899111""",0,0,"*",33,0,"*",9,51
,,"Chamberlain Bridges","=""0890211""",0,0,"*",15,0,"*",0,20
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,0,20,118,0,7,17,162
,,"Slade Bridges","=""0892211""",0,0,"*",20,0,"*","*",27
,,"Slade KEY Middle","=""0891711""",0,0,"*",20,0,"*","*",26
,,"Smith Pathways","=""0891911""",0,0,"*",18,0,"*","*",26
,,"The Catalyst Academy","=""0899011""",0,0,"*",36,0,0,"*",41
,,"Brown-Springer Academic Center","=""0892511""",0,0,0,"*",0,0,"*",16
,,"Chamberlain DHH","=""0892411""",0,0,0,"*",0,0,"*",12
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",110,19,92,"*",52,981,1257
,,"Saxe Middle School","=""0905111""","*",106,16,84,"*",78,982,1271
,,"South School","=""0900211""","*",29,"*",35,0,34,376,477
,,"East School","=""0900411""",0,38,14,42,0,23,437,554
,,"West School","=""0900311""",0,19,"*",25,"*",32,399,481
,,"Launch","=""0900111""",0,0,0,0,0,0,7,7
"New Fairfield School District","=""0910011""","New Fairfield Elementary School","=""0910211""","*",17,15,165,"*",34,713,946
,,"New Fairfield High School","=""0916111""","*","*",24,143,0,21,493,693
,,"New Fairfield Middle School","=""0915211""","*","*",7,99,"*",15,335,464
,,"Alternative Learning Center","=""0910311""",0,0,0,0,0,0,"*","*"
,,"STRIDES - Striving To Reach Individual & Diverse Eductl. Success","=""0910511""",0,0,0,0,0,0,8,8
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*","*",0,20,0,6,213,241
,,"Bakerville Consolidated School","=""0920111""",0,0,0,"*",0,"*",100,104
,,"New Hartford Elementary School","=""0920211""",0,0,0,"*",0,"*",71,84
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*","*",140,107,0,25,14,300
,,"Barnard Environmental Magnet School","=""0930211""","*",79,181,156,0,"*",50,496
,,"Beecher School","=""0930311""","*","*",252,137,0,27,34,462
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",109,288,0,34,45,483
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""","*","*",121,229,0,20,23,408
,,"Brennan Rogers School","=""0932111""","*","*",111,79,0,6,"*",203
,,"Clinton Avenue School","=""0930611""","*",19,38,361,"*",10,14,446
,,"Dr. Reginald Mayo Early Learning Center","=""0932711""","*",23,148,165,0,"*",11,358
,,"East Rock Community Magnet School","=""0934611""","*",38,157,175,0,"*",48,442
,,"Engineering - Science University Magnet School","=""0931711""","*",64,177,151,0,"*",165,608
,,"High School In The Community","=""0936611""","*","*",102,109,0,8,24,251
,,"James Hillhouse High School","=""0936211""","*",45,526,455,0,"*",66,1124
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",26,437,0,6,10,486
,,"King/Robinson Magnet School","=""0933011""","*",28,228,119,0,21,"*",412
,,"Mauro-Sheridan Magnet School","=""0931911""","*",26,251,129,0,"*",56,482
,,"Roberto Clemente Leadership Academy for Global Awareness","=""0934211""","*",71,76,225,0,"*",41,434
,,"Truman School","=""0932911""","*",20,36,375,"*",13,11,460
,,"Wilbur Cross High School","=""0936111""","*",51,333,1162,0,"*",157,1742
,,"Worthington Hooker School","=""0933811""","*",82,135,45,0,"*",131,420
,,"Nathan Hale School","=""0931411""",0,15,61,255,0,27,148,506
,,"Betsy Ross Arts and Design Academy","=""0935511""",0,"*",139,146,0,"*",38,348
,,"Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,24,155,122,"*",15,"*",328
,,"Conte/West Hills Magnet School","=""0933111""",0,21,168,261,0,24,22,496
,,"Cooperative High School - Inter-District Magnet","=""0936411""",0,9,239,220,0,20,72,560
