"Student Counts by School and Race"
"All Districts, All Schools"
"2019-20"

"",,,,"Race",,,,,,,
,,"Frank A. Berry School","=""0090111""","*",52,22,113,0,"*",307,520
,,"Ralph M. T. Johnson School","=""0090511""",7,30,12,95,0,23,299,466
,,"TASK","=""0090311""",0,"*",0,"*",0,"*",6,12
,,"Community Partnership Program","=""0090211""",0,0,0,"*",0,0,"*",6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","*","*",191,30,0,8,9,241
,,"Carmen Arace Middle School","=""0115211""","*","*",220,28,0,10,7,268
,,"Global Experience Magnet School","=""0116311""","*","*",85,53,0,8,36,185
,,"Laurel Literacy Academy","=""0110611""","*","*",276,44,0,14,9,351
,,"Metacomet School","=""0110511""","*","*",197,35,0,14,7,257
,,"Wintonbury Early Childhood Magnet School","=""0110811""","*",33,110,38,0,"*",107,314
,,"Bloomfield High School","=""0116111""",0,6,460,64,0,15,11,556
,,"Learning Academy at Bloomfield","=""0116411""",0,0,9,0,0,0,0,9
,,"Steps to Success","=""0110111""",0,0,9,"*",0,0,"*",11
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","*",68,39,91,0,"*",627,855
,,"Mary T. Murphy School","=""0141411""","*",48,"*",64,0,21,232,385
,,"Access Transition Program","=""0140311""",0,"*",0,0,0,0,"*",15
,,"Branford High School","=""0146111""",0,60,22,94,0,21,607,804
,,"Indian Neck School","=""0148011""",0,"*","*",10,0,"*",33,50
,,"John B. Sliney School","=""0141611""",0,8,13,49,0,24,197,291
,,"Mary R. Tisko School","=""0141511""",0,14,10,32,0,10,299,365
,,"Branford High School Atlas Program","=""0140211""",0,0,"*","*",0,0,20,27
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School","=""0150811""","*",23,119,136,"*","*",81,366
,,"Barnum School","=""0150111""","*","*",155,421,0,"*",51,639
,,"Bassick High School","=""0156111""","*",10,312,427,0,"*",54,808
,,"Beardsley School","=""0150211""","*","*",117,168,0,7,16,312
,,"Biotechnology, Research & Zoological Studies Magnet High School","=""0150611""","*",29,137,183,"*","*",80,433
,,"Black Rock School","=""0150311""","*",10,74,282,0,"*",135,505
,,"Blackham School","=""0154011""",10,38,276,551,"*","*",182,1070
,,"Bridgeport Military Academy","=""0151611""","*",0,85,205,"*","*",30,324
,,"Bryant School","=""0150411""",9,14,130,131,"*","*",45,332
,,"Central High School","=""0156211""",15,47,594,683,"*","*",223,1577
,,"Cesar Batalla School","=""0151411""","*",15,225,782,"*",11,98,1141
,,"Classical Studies Academy","=""0152111""","*",17,225,170,"*","*",38,461
,,"Columbus School","=""0150511""","*",0,134,338,0,"*",87,570
,,"Edison School","=""0150711""","*",7,81,71,"*","*",20,186
,,"Geraldine Claytor Magnet Academy","=""0153111""","*","*",178,216,"*",7,32,441
,,"Geraldine Johnson School","=""0153211""",10,21,197,468,0,14,68,778
,,"Hallen School","=""0151211""","*","*",144,115,0,8,25,299
,,"High Horizons Magnet School","=""0154511""","*",8,182,190,0,"*",69,454
,,"Information Technology & Software Engineering Magnet High School","=""0151511""","*",24,117,181,0,"*",63,398
,,"Interdistrict Discovery Magnet School","=""0153711""","*",27,140,177,0,"*",131,486
,,"James J. Curiale School","=""0154211""","*",24,231,258,"*",6,38,562
,,"Jettie S. Tisdale School","=""0152211""","*",13,250,292,0,"*",46,613
,,"John Winthrop School","=""0153611""","*",34,190,294,"*",16,115,652
,,"Luis Munoz Marin School","=""0151011""","*","*",183,576,"*",9,66,840
,,"Multicultural Magnet School","=""0154611""",24,6,44,281,"*","*",107,467
,,"Park City Magnet School","=""0151711""","*",47,203,210,0,"*",54,521
,,"Read School","=""0152511""","*","*",318,399,"*",7,60,789
,,"Roosevelt School","=""0152611""","*",14,168,305,"*","*",56,549
,,"Thomas Hooker School","=""0151311""","*","*",118,163,"*",9,38,334
,,"Waltersville School","=""0153011""","*","*",162,309,"*",7,30,514
,,"Warren Harding High School","=""0156311""","*","*",385,668,"*",9,81,1153
,,"A.B. Skane Center","=""0154411""",0,"*",46,121,0,"*",36,210
,,"Bridgeport Learning Center","=""0159011""",0,"*",44,"*",0,0,0,76
,,"Hall School","=""0151111""",0,"*",93,62,0,"*",18,180
,,"Madison School","=""0152011""",0,"*",135,196,"*",9,96,445
,,"Paul Laurence Dunbar School","=""0154111""",0,"*",128,156,0,"*",15,309
,,"The Transition Academy","=""0152811""",0,"*",16,"*",0,0,0,28
,,"Wilbur Cross School","=""0153911""",0,"*",125,127,0,"*",33,289
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","*","*",81,352,0,48,669,1187
,,"Bristol Eastern High School","=""0176211""","*",36,67,260,"*",35,677,1079
,,"Edgewood School","=""0170311""","*",15,13,99,0,"*",145,286
,,"Ellen P. Hubbell School","=""0171411""","*","*",28,154,0,25,174,398
,,"Greene-Hills School","=""0170511""","*",44,76,307,"*",31,449,909
,,"South Side School","=""0171111""","*","*",31,152,0,16,279,492
,,"Stafford LEAD","=""0173211""","*","*","*","*",0,0,"*",14
,,"West Bristol School","=""0172011""","*","*",55,374,0,58,412,919
,,"Chippens Hill Middle School","=""0175111""",0,34,60,249,0,27,350,720
,,"Chippens Hilll Middle School Extended Resource","=""0170811""",0,"*",0,8,0,0,"*",14
,,"Edgewood Pre-K Academy","=""0170411""",0,"*",0,31,0,"*",68,113
,,"Greene Hills Extended Resource","=""0173811""",0,"*",0,"*",0,0,"*",6
,,"Hubbell/Extended Resource","=""0172111""",0,"*",0,"*",0,0,0,"*"
,,"Ivy Drive School","=""0171911""",0,7,29,78,0,19,231,364
,,"LEAD","=""0173711""",0,"*","*","*",0,0,"*",9
,,"Mountain View School","=""0171711""",0,17,17,86,0,16,202,338
,,"Northeast Middle School","=""0175211""",0,24,37,106,0,21,281,469
,,"Stafford School","=""0171211""",0,"*",35,123,"*",15,178,361
,,"ACCESS","=""0170211""",0,0,"*","*",0,"*","*",10
,,"Breakthrough","=""0172611""",0,0,"*","*",0,"*","*",7
,,"Breakthrough GOAL","=""0172511""",0,0,"*","*",0,0,0,"*"
,,"Bristol Preparatory Academy","=""0173311""",0,0,"*",11,0,"*",26,40
,,"Chippens Hill Middle School EXCEL","=""0171011""",0,0,"*",6,0,0,"*",11
,,"Community/Vocational Program","=""0179211""",0,0,"*","*",0,"*",17,24
,,"Destinations Academy","=""0179011""",0,0,"*","*",0,0,12,24
,,"Greene-Hills GOAL","=""0170911""",0,0,"*","*",0,"*","*",6
,,"Mountain View School EXCEL","=""0172311""",0,0,"*","*",0,0,"*","*"
,,"Mt. View Extended Resource","=""0172411""",0,0,"*","*",0,0,"*","*"
,,"Northeast Middle School Learning Center","=""0172811""",0,0,"*",0,0,0,"*","*"
,,"South Side Extended Resource","=""0173011""",0,0,"*",6,0,"*","*",11
,,"CHMS Learning Center","=""0173411""",0,0,0,"*",0,0,"*",9
,,"LEAD Pre-K","=""0172911""",0,0,0,"*",0,"*","*",6
,,"Northeast MS/Extended Resource","=""0172711""",0,0,0,"*",0,0,"*",6
,,"South Side GOAL","=""0173111""",0,0,0,"*",0,0,"*","*"
,,"West bristol Extended Resource","=""0173611""",0,0,0,"*",0,0,0,"*"
,,"EXCEL - MS","=""0171611""",0,0,0,0,0,0,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",78,22,103,"*","*",660,869
,,"Center Elementary School","=""0180311""","*",16,"*",34,0,9,320,388
,,"Huckleberry Hill Elementary School","=""0180411""","*",39,13,55,0,"*",404,523
,,"Whisconier Middle School","=""0185311""","*",61,17,111,"*","*",628,829
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*","*",14,68,0,20,446,563
,,"Brooklyn Middle School","=""0195111""",0,11,"*",34,"*",20,268,340
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","*","*",0,9,0,0,165,177
,,"Canterbury Elementary School","=""0220211""",0,"*","*",18,0,"*",263,292
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","*",68,241,287,0,"*",147,770
,,"Academy of Aerospace and Engineering Elementary","=""2410714""","*",84,123,149,"*",16,105,480
,,"Academy of Computer Science and Engineering","=""2415214""","*","*",76,184,"*",15,64,348
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*","*",202,302,0,23,120,666
,,"Academy of International Studies 6-12","=""2416114""","*",24,348,168,"*",37,116,697
,,"Academy of Science and Innovation","=""2416514""","*",32,199,334,0,"*",162,755
,,"Ana Grace Academy of the Arts","=""2410614""","*",9,123,215,"*",23,106,478
,,"Discovery Academy","=""2418114""","*",31,76,223,0,"*",164,520
,,"Glastonbury/East Hartford Magnet School","=""2410114""","*",50,107,176,0,"*",105,459
,,"Museum Academy","=""2410514""","*",28,222,137,0,"*",105,522
,,"University of Hartford Magnet School","=""2410214""","*",22,217,115,"*",23,98,477
,,"Academy of International Studies Elementary School","=""2410414""",0,94,158,155,0,22,70,499
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""",0,"*",126,192,0,"*",113,452
,,"Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",0,"*",80,172,"*",17,63,334
,,"Montessori Magnet School","=""2413114""",0,"*",31,210,"*",21,81,354
,,"Reggio Magnet School of the Arts","=""2410314""",0,13,145,179,0,18,161,516
,,"River Street School","=""2419314""",0,"*",28,24,0,"*",57,116
,,"River Street School Birken Campus","=""2419514""",0,"*",9,10,0,"*",25,49
,,"STRIVE - Southern Transition Real-World and Independent Voc Ed","=""2419714""",0,"*",0,0,0,0,"*",13
,,"Soundbridge","=""2419114""",0,"*",0,6,"*",0,24,33
,,"CREC Impact Academy","=""2411914""",0,0,14,21,0,"*","*",38
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,"*",0,0,"*",8,11
,,"John J. Allison Polaris Center","=""2419014""",0,0,"*",34,0,0,"*",55
,,"River Street School Early Learning Center","=""2411414""",0,0,"*","*",0,0,"*",9
,,"IPM @ Plainville High School","=""2419414""",0,0,0,0,0,0,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","*",161,37,76,0,"*",1113,1405
,,"Dodd Middle School","=""0255111""","*",59,20,34,0,"*",520,651
,,"Highland School","=""0250411""","*",75,17,54,0,"*",557,721
,,"Chapman School","=""0250111""",0,13,"*",15,0,"*",271,315
,,"Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,"*",0,0,0,0,"*",6
,,"Darcey School","=""0250211""",0,14,"*","*",0,16,138,185
,,"Doolittle School","=""0250611""",0,28,18,37,0,24,329,436
,,"Highland School Autism Program","=""0250711""",0,"*","*","*",0,0,12,17
,,"Norton School","=""0250511""",0,41,15,21,0,17,321,415
,,"Doolittle Bridges Program","=""0251111""",0,0,"*","*",0,0,"*","*"
,,"Humiston Alternative School","=""0250911""",0,0,"*","*",0,0,27,30
,,"QU College Life","=""0251011""",0,0,0,0,0,0,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","*",17,"*",93,0,8,398,522
,,"Lewin G. Joel Jr. School","=""0270311""","*",13,"*",128,0,9,405,559
,,"The Morgan School","=""0276111""","*",18,"*",83,"*",7,484,598
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","*",16,"*",39,0,22,434,517
,,"Bacon Academy","=""0286111""",0,19,20,49,0,27,657,772
,,"Colchester Elementary School","=""0280411""",0,"*","*",40,0,26,481,555
,,"Jack Jackter Intermediate School","=""0280211""",0,13,"*",33,"*",20,383,456
,,"Bacon Academy Alternative Education","=""0280511""",0,0,0,0,0,0,9,9
,,"East of the River Transition Academy","=""0280711""",0,0,0,0,0,0,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*","*","*",28,0,12,363,408
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*",14,177,471,"*",12,39,716
,,"E. C. Goodwin Technical High School","=""9001916""","*",9,50,395,"*",23,177,658
,,"Ella T. Grasso Technical High School","=""9002716""",8,"*",27,193,"*",50,250,536
,,"H. H. Ellis Technical High School","=""9001316""","*","*","*",44,0,21,629,703
,,"Norwich Technical High School","=""9002016""","*",10,44,127,"*",59,418,663
,,"Oliver Wolcott Technical High School","=""9002216""","*","*",16,74,"*",23,493,611
,,"Platt Technical High School","=""9002616""","*",13,125,321,"*",30,313,805
,,"W. F. Kaynor Technical High School","=""9002316""","*",25,107,349,"*",39,275,800
,,"Windham Technical High School","=""9002416""","*","*",8,183,0,"*",264,462
,,"Bullard-Havens Technical High School","=""9001116""",0,9,217,519,0,24,29,798
,,"Eli Whitney Technical High School","=""9001416""",0,"*",226,326,"*",10,62,631
,,"Emmett O'Brien Technical High School","=""9002516""",0,"*",49,183,"*",21,386,648
,,"H. C. Wilcox Technical High School","=""9001716""",0,"*",40,353,"*",29,345,779
,,"Henry Abbott Technical High School","=""9001216""",0,7,26,330,0,21,312,696
,,"Howell Cheney Technical High School","=""9001616""",0,16,65,196,0,36,331,644
,,"J. M. Wright Technical High School","=""9002116""",0,"*",80,269,0,"*",68,427
,,"Vinal Technical High School","=""9001816""",0,"*",31,69,"*",29,286,418
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","*",27,112,190,0,"*",109,459
,,"Merit Academy","=""2439414""",0,"*",25,40,0,"*",80,155
,,"Oakview Middle/High School","=""2439214""",0,"*",18,20,0,"*",16,59
,,"Oakview Primary School","=""2439114""",0,"*",12,16,"*","*",16,51
,,"Oakview Transition School","=""2430214""",0,"*","*",7,0,"*",18,33
,,"School Readiness","=""2438014""",0,0,31,53,0,"*","*",87
,,"Eastern Fairfield County Diagnostic Center","=""2430314""",0,0,0,"*",0,0,"*","*"
,,"RISE Transitional Program","=""2439314""",0,0,0,"*",0,"*",8,12
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","*","*","*",28,0,19,379,431
,,"Capt. Nathan Hale School","=""0325111""",0,"*","*",23,0,13,355,400
,,"Coventry Grammar School","=""0320211""",0,7,0,23,0,20,311,361
,,"George Hersey Robertson School","=""0320411""",0,"*","*",33,0,12,312,367
,,"Hale Early Education Center","=""0320311""",0,"*",0,6,0,"*",83,96
,,"Coventry Academy","=""0320111""",0,0,0,"*",0,"*",14,19
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","*",28,43,56,"*",10,314,454
,,"Edna C. Stevens School","=""0330211""","*","*",25,70,0,29,342,489
,,"Cromwell High School","=""0336111""",0,45,50,44,0,8,403,550
,,"Woodside Intermediate School","=""0330311""",0,30,33,61,"*","*",323,475
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","*",45,88,484,0,"*",335,989
,,"Danbury High School","=""0346111""","*",228,275,1613,"*",68,1102,3292
,,"Ellsworth Avenue School","=""0341411""","*",22,14,334,0,"*",115,496
,,"Hayestown Avenue School","=""0340211""","*",57,31,243,"*",7,132,473
,,"Stadley Rough School","=""0341611""","*",24,32,244,0,"*",218,532
,,"Alternative Center For Excellence","=""0346211""",0,"*",9,39,0,"*",29,85
,,"DPS Early Childhood Center","=""0340111""",0,13,"*",81,0,"*",46,155
,,"Great Plain School","=""0341111""",0,26,16,117,0,7,139,305
,,"King Street Intermediate School","=""0341711""",0,13,35,181,0,10,152,391
,,"King Street Primary School","=""0341311""",0,"*",18,244,0,"*",161,444
,,"Mill Ridge Primary School","=""0340511""",0,25,51,142,0,10,150,378
,,"Morris Street School","=""0340611""",0,8,11,243,0,9,63,334
,,"Park Avenue School","=""0340811""",0,28,36,363,"*","*",192,635
,,"Pembroke School","=""0341511""",0,38,22,173,0,9,119,361
,,"Rogers Park Middle School","=""0345211""",0,47,72,611,"*","*",297,1049
,,"Shelter Rock School","=""0341211""",0,51,26,242,"*","*",198,528
,,"South Street School","=""0341011""",0,22,29,227,0,8,104,390
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,34,40,110,0,6,175,365
,,"Westside Middle School Academy","=""0340311""",0,57,47,245,0,17,325,691
,,"Western Connection","=""0340711""",0,0,"*",0,0,0,"*",11
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",72,20,79,0,"*",1218,1404
,,"Middlesex Middle School","=""0355111""","*",66,"*",65,0,33,979,1156
,,"Ox Ridge Elementary School","=""0351311""","*",28,0,27,0,"*",340,421
,,"Hindley Elementary School","=""0350211""",0,27,"*",27,0,"*",381,460
,,"Holmes Elementary School","=""0350711""",0,22,0,28,0,26,373,449
,,"Royle Elementary School","=""0350511""",0,15,9,24,0,18,335,401
,,"Tokeneke Elementary School","=""0350611""",0,17,8,15,0,20,386,446
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*","*","*",16,0,13,197,235
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","*",12,16,"*",0,13,145,197
,,"East Granby High School","=""0406111""","*",16,21,21,0,"*",189,254
,,"R. Dudley Seymour School","=""0400211""","*",12,9,17,"*",7,134,181
,,"East Granby Middle School","=""0405111""",0,20,20,"*",0,"*",144,199
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*","*","*",11,0,10,289,315
,,"Nathan Hale-Ray High School","=""0416111""","*",9,"*",8,0,"*",281,302
,,"Nathan Hale-Ray Middle School","=""0415111""","*","*","*",18,0,9,342,379
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","*","*","*",29,"*",12,412,462
,,"Center School","=""0420311""",0,"*","*",14,0,14,258,293
,,"East Hampton High School","=""0426111""",0,6,"*",29,0,"*",452,496
,,"Memorial School","=""0420111""",0,10,"*",40,"*",20,501,578
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,8,8
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",33,54,45,0,"*",43,182
,,"East Hartford High School","=""0436211""","*",84,580,754,"*",45,212,1682
,,"East Hartford Middle School","=""0435111""","*",39,358,564,"*",60,106,1133
,,"Governor William Pitkin School","=""0432011""","*",33,85,133,"*",15,52,320
,,"Joseph O. Goodwin School","=""0430411""","*","*",88,191,0,27,46,379
,,"Silver Lane School","=""0431211""","*","*",85,156,0,15,12,270
,,"Woodland School","=""0439011""","*","*",67,98,0,11,27,206
,,"Anna E. Norris School","=""0430911""",0,8,66,192,0,16,12,294
,,"Dr. Franklin H. Mayberry School","=""0430611""",0,14,92,188,0,15,15,324
,,"Dr. John A. Langford School","=""0432211""",0,"*",102,176,0,"*",25,316
,,"Dr. Thomas S. O'Connell School","=""0431011""",0,16,128,245,0,33,118,540
,,"Early Childhood Learning Center at Hockanum School","=""0430211""",0,15,95,162,"*","*",42,321
,,"Robert J. O'Brien School","=""0431811""",0,8,110,212,0,14,22,366
,,"Sunset Ridge Middle School","=""0432411""",0,13,94,168,0,17,41,333
,,"Synergy Alternative Program","=""0436411""",0,0,27,63,0,"*","*",101
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","*",51,42,238,0,"*",552,898
,,"Grove J. Tuttle School","=""0441011""","*",12,15,95,0,"*",130,263
,,"Joseph Melillo Middle School","=""0445111""","*",12,40,184,0,"*",272,520
,,"Momauguin School","=""0440711""","*","*",16,116,0,13,158,312
,,"Carbone School/East Haven Academy","=""0441711""",0,7,14,55,0,12,218,306
,,"Deer Run School","=""0440111""",0,8,"*",68,"*",11,138,234
,,"Dominick H. Ferrara School","=""0441311""",0,12,"*",46,0,"*",92,164
,,"Overbrook Early Learning Center","=""0441811""",0,9,"*",56,0,"*",99,175
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",87,12,70,"*",57,767,996
,,"East Lyme Middle School","=""0455111""","*",77,"*",68,0,38,589,789
,,"Lillie B. Haynes School","=""0450411""","*",40,"*",20,0,18,222,310
,,"Flanders School","=""0450111""",0,28,"*",21,0,"*",215,284
,,"Integrated Preschool","=""0458011""",0,"*","*","*",0,0,47,50
,,"Niantic Center School","=""0450211""",0,"*","*",25,0,13,186,232
,,"Abilities in Motion (AIM) Program","=""0450511""",0,0,"*",0,0,0,"*",10
,,"Coastal Connections","=""0450611""",0,0,0,"*",0,0,"*",16
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","*","*",33,72,0,11,170,297
,,"Broad Brook Elementary School","=""0470111""",0,45,50,109,0,32,240,476
,,"East Windsor High School","=""0476111""",0,6,52,46,0,13,169,286
,,"East Windsor Transition Program","=""0470411""",0,0,0,"*",0,0,"*",8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","*",0,"*",22,0,8,78,114
,,"Quinebaug Middle College","=""2536114""","*","*",6,30,0,6,132,176
,,"Woodstock Academy Consortium Classroom","=""2530214""",0,"*",0,0,0,"*",10,12
,,"Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",0,0,9,40,0,11,90,150
,,"EastConn Transition Academy","=""2530114""",0,0,"*",0,0,0,"*",11
,,"LEAP Alternative High School","=""2530314""",0,0,0,8,0,"*","*",11
"EdAdvance","=""2420014""","B.E.A.M Elementary School","=""2429014""","*","*","*",7,0,0,14,25
,,"EdAdvance Headstart","=""2428014""","*",8,8,61,"*",7,100,192
,,"Steps Middle and High School","=""2420114""","*",0,"*",7,0,0,16,29
,,"UPP @ POST","=""2420514""",0,0,"*","*",0,0,9,15
,,"Steps-Expelled Student","=""2420314""",0,0,0,"*",0,0,0,"*"
,,"ACCESS HS- Expelled Student","=""2420414""",0,0,0,0,0,0,"*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","*",41,18,17,0,"*",325,414
,,"Windermere School","=""0480611""","*",178,27,57,0,"*",380,665
,,"Center School","=""0480111""",0,12,17,25,"*","*",406,469
,,"Crystal Lake School","=""0480211""",0,13,15,21,0,15,271,335
,,"Ellington High School","=""0486111""",0,54,31,31,0,25,646,787
,,"TEPSEP - The Ellington Public Schools Expulsion Program","=""0480511""",0,0,0,0,0,"*","*","*"
,,"ECLIPSE - Ellington Continuing Life Independence Post-Secondary Education","=""0480411""",0,0,0,0,0,0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",522,213,0,9,21,767
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","*",10,29,55,0,"*",252,358
,,"Enfield High School","=""0496111""","*",63,87,237,"*",64,1049,1510
,,"John F. Kennedy Middle School","=""0495211""","*","*",69,186,0,47,751,1078
,,"Prudence Crandall School","=""0491511""","*",15,36,74,"*",16,262,406
,,"EPS PK STEAM Academy","=""0491011""",0,"*",10,16,0,"*",31,67
,,"Edgar H. Parkman School","=""0491311""",0,8,16,60,0,11,248,343
,,"Enfield High - Adaptive Learning Program (ALP)","=""0490111""",0,"*",0,0,0,0,"*",6
,,"Enfield Street School","=""0490211""",0,7,11,43,0,19,195,275
,,"Enfield Transitional Learning Academy","=""0499011""",0,"*","*",0,0,"*",12,17
,,"Hazardville Memorial School","=""0490411""",0,12,20,66,0,20,217,335
,,"Head Start Program","=""0498011""",0,"*","*",29,0,9,59,102
,,"Henry Barnard School","=""0491811""",0,"*",39,72,"*",18,237,382
,,"John F. Kennedy - Adaptive Learning Program (ALP)","=""0490911""",0,"*","*","*",0,0,"*",12
,,"SELC Integrated Pre-Kindergarten","=""0492211""",0,"*","*",11,0,"*",59,80
,,"Eagle Academy - High","=""0492411""",0,0,"*","*",0,"*","*",7
,,"Eli Whitney - Adaptive Learning (IAL)","=""0491411""",0,0,"*","*",0,0,"*","*"
,,"Enfield Alternative Education Program","=""0492311""",0,0,"*","*",0,"*","*",7
,,"Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,0,"*","*",0,"*","*","*"
,,"Henry Barnard - Primary Adaptive Learning (PAL)","=""0490811""",0,0,"*","*",0,"*","*","*"
,,"Henry Barnard - DLP","=""0490311""",0,0,0,"*",0,0,"*","*"
,,"Prudence Crandall - SOAR","=""0490711""",0,0,0,"*",0,0,"*",6
,,"Edgar H. Parkman - Adaptive Learning","=""0490511""",0,0,0,0,0,0,"*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",29,"*",35,0,31,262,366
,,"Fairfield Ludlowe High School","=""0516011""","*",90,"*",130,0,45,1213,1500
,,"Mill Hill School","=""0510711""","*",24,"*",19,0,20,286,354
,,"Roger Ludlowe Middle School","=""0515311""","*",42,"*",53,0,34,706,845
,,"Tomlinson Middle School","=""0515111""","*",50,21,114,"*",34,442,663
