"Student Counts by School and Race"
"All Districts, All Schools"
"2019-20"

"",,,,"Race",,,,,,,
,,"Sherman School","=""0511311""",0,"*","*",25,0,18,370,423
,,"Dwight Elementary School","=""0510111""",0,14,6,12,0,17,225,274
,,"Early Childhood Center","=""0518011""",0,9,0,20,0,6,67,102
,,"Early Childhood Center at Stratfield","=""0510811""",0,"*","*",14,0,"*",46,68
,,"Fairfield School/Community Partnership","=""0510511""",0,"*","*","*",0,0,16,20
,,"Fairfield Warde High School","=""0516211""",0,85,"*",225,"*",55,1022,1438
,,"Fairfield Woods Middle School","=""0515211""",0,67,20,105,0,42,669,903
,,"Holland Hill School","=""0510411""",0,22,13,69,0,25,221,350
,,"Jennings School","=""0511711""",0,13,11,32,0,17,215,288
,,"McKinley School","=""0510611""",0,45,37,139,0,22,194,437
,,"North Stratfield School","=""0511611""",0,25,9,30,0,23,285,372
,,"Osborn Hill School","=""0511811""",0,31,6,28,0,24,318,407
,,"Riverfield School","=""0511211""",0,"*","*",26,0,20,341,406
,,"Stratfield School","=""0511411""",0,10,7,44,0,19,301,381
,,"Walter Fitzgerald Campus","=""0510311""",0,0,"*","*",0,0,19,27
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",250,48,74,0,"*",846,1244
,,"Irving A. Robbins Middle School","=""0525111""","*",172,35,65,0,"*",388,683
,,"Union School","=""0520111""","*",48,"*",37,0,31,189,319
,,"West District School","=""0520311""","*",61,"*",31,0,16,201,323
,,"West Woods Upper Elementary School","=""0520511""","*",160,33,55,0,"*",363,634
,,"East Farms School","=""0520411""",0,142,24,40,0,33,228,467
,,"Farmington Alternative High School","=""0520611""",0,"*","*","*",0,0,"*",7
,,"Farmington Collaborative PK","=""0528011""",0,16,8,15,0,7,69,115
,,"Noah Wallace School","=""0520211""",0,83,18,36,0,18,202,357
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*","*",12,0,7,134,159
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*",54,"*",45,0,28,312,449
,,"Glastonbury High School","=""0546111""","*",215,69,155,"*",87,1415,1947
,,"Hopewell School","=""0540611""","*",85,"*",52,0,23,332,505
,,"Links Academy","=""0540111""","*",0,"*",10,0,"*",26,44
,,"Smith Middle School","=""0545211""","*",120,"*",97,0,54,640,944
,,"Buttonball Lane School","=""0540211""",0,92,14,45,0,24,296,471
,,"Glastonbury Transition Academy","=""0541411""",0,"*","*","*",0,0,7,12
,,"Hebron Avenue School","=""0540411""",0,64,6,40,0,21,299,430
,,"Naubuc School","=""0540711""",0,43,27,105,0,41,195,411
,,"Nayaug Elementary School","=""0540911""",0,33,13,56,0,30,414,546
,,"PreK-Eastbury","=""0540511""",0,"*","*",8,0,0,44,56
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",25,19,"*",26,511,589
,,"Granby Memorial Middle School","=""0565111""","*","*",25,14,0,12,353,415
,,"Kelly Lane Primary School","=""0560411""","*",12,29,19,0,"*",334,405
,,"Wells Road Intermediate School","=""0560311""","*","*",21,18,0,11,321,381
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","*",0,266,250,"*","*",32,555
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*",97,"*",114,0,50,589,862
,,"Greenwich High School","=""0576111""","*",194,84,626,"*",92,1745,2749
,,"Hamilton Avenue School","=""0570511""","*","*",29,197,0,21,98,367
,,"Julian Curtiss School","=""0570311""","*",20,"*",93,0,20,132,282
,,"New Lebanon School","=""0570611""","*",18,13,186,0,"*",67,298
,,"North Street School","=""0570811""","*",20,"*",40,0,32,310,411
,,"Western Middle School","=""0575311""","*",51,29,243,0,"*",286,632
,,"Central Middle School","=""0575111""",0,30,11,106,0,40,400,587
,,"Community Connections","=""0571211""",0,"*","*","*",0,0,10,18
,,"Cos Cob School","=""0570211""",0,32,"*",80,0,"*",245,389
,,"Glenville School","=""0570411""",0,"*","*",62,0,33,272,404
,,"International School At Dundee","=""0571311""",0,106,"*",49,0,"*",178,369
,,"North Mianus School","=""0570711""",0,85,"*",68,"*",25,317,497
,,"Old Greenwich School","=""0570911""",0,23,0,49,0,34,316,422
,,"Parkway School","=""0571111""",0,10,0,23,"*","*",201,244
,,"Riverside School","=""0571011""",0,22,"*",68,0,"*",351,457
,,"Windrose","=""0571511""",0,0,"*",13,0,"*",15,30
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*",8,18,65,"*",56,516,670
,,"Griswold High School","=""0586211""","*",10,12,47,"*",27,414,521
,,"Griswold Middle School","=""0585111""","*","*",15,54,0,47,431,559
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,0,"*","*",13,15
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",30,21,83,"*",57,311,511
,,"Catherine Kolnaski Magnet School","=""0592011""","*",45,34,128,"*",66,161,437
,,"Charles Barnum Magnet School","=""0591811""","*",8,30,72,"*",34,217,368
,,"Claude Chester School","=""0590311""","*",22,31,126,"*",50,99,335
,,"Robert E. Fitch High School","=""0596111""","*",62,89,200,"*",83,532,981
,,"S. B. Butler School","=""0590111""","*","*",15,44,0,34,204,309
,,"Thames River Magnet School","=""0591711""","*",38,39,78,"*",20,184,363
,,"West Side Middle School","=""0595211""","*",26,63,150,"*",49,209,503
,,"Northeast Academy Magnet School","=""0591911""",0,20,"*",58,"*",30,307,420
,,"Transition Academy","=""0591011""",0,0,"*","*",0,"*",7,14
,,"Central Office Academy","=""0590611""",0,0,"*",0,0,"*","*","*"
,,"New Beginnings Alternative Program","=""0590211""",0,0,"*","*",0,"*","*",6
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*",10,122,100,"*",14,23,273
,,"Hamden High School","=""0626111""","*",122,524,314,"*",65,540,1570
,,"Hamden Middle School","=""0625211""","*",54,273,205,"*",45,297,876
,,"Shepherd Glen School","=""0620111""","*",61,110,73,0,"*",54,312
,,"West Woods School","=""0621411""","*",48,62,43,0,"*",161,341
,,"Alice Peck Learning Center","=""0628011""",0,16,36,25,0,9,36,122
,,"Bear Path IIC","=""0620911""",0,"*",15,"*",0,"*","*",23
,,"Bear Path School","=""0621211""",0,23,64,77,0,26,226,416
,,"Church Street IIC","=""0621311""",0,"*",6,7,0,0,"*",16
,,"Dunbar Hill IIC","=""0621511""",0,"*",7,"*",0,"*","*",16
,,"Dunbar Hill School","=""0620311""",0,14,101,65,0,21,55,256
,,"Hamden Collaborative Learning Center","=""0620511""",0,"*",20,15,0,"*",14,52
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*",7,0,0,0,"*",10
,,"Helen Street IIC","=""0621611""",0,"*",8,6,0,"*",0,16
,,"Helen Street School","=""0620411""",0,8,140,111,0,22,45,326
,,"Ridge Hill IIC","=""0621711""",0,"*",7,"*",0,0,0,15
,,"Ridge Hill School","=""0621111""",0,27,77,86,0,18,95,303
,,"Spring Glen School","=""0621011""",0,"*",50,55,"*",25,264,406
,,"Wintergreen Program","=""0620711""",0,"*",12,8,0,"*","*",31
,,"Intensive Support Classroom","=""0621911""",0,0,"*","*",0,0,"*","*"
,,"West Woods IIC","=""0621811""",0,0,13,"*",0,"*","*",23
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",0,0,"*",0,"*",79,90
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",93,72,195,"*",6,42,411
,,"Betances STEM Magnet School","=""0643811""","*",13,63,129,0,"*",39,253
,,"Breakthrough Magnet School, North","=""0643511""","*",66,150,72,"*",17,17,325
,,"Breakthrough Magnet School, South","=""0643311""","*",20,75,170,0,"*",49,327
,,"Bulkeley High School","=""0647111""","*",8,140,393,"*","*",13,562
,,"Burns Latino Studies Academy","=""0640611""","*",6,33,221,0,"*",8,272
,,"Burr Middle School","=""0642311""","*",7,97,455,0,"*",15,579
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*",18,77,425,0,"*",27,555
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",34,70,374,0,"*",109,606
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*","*",57,422,"*",6,20,510
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",42,266,504,"*",50,177,1046
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",56,56,26,0,"*",18,161
,,"Hartford Public High School","=""0646211""","*",28,309,602,"*",6,28,976
,,"Kennelly School","=""0641011""","*",12,98,495,"*","*",26,644
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*","*",166,346,0,30,136,711
,,"Montessori Magnet at Batchelder School","=""0640511""","*","*",50,205,0,11,88,367
,,"Montessori Magnet at Fisher School","=""0643711""","*",33,161,68,0,"*",80,358
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",15,48,298,"*","*",56,423
,,"Parkville Community School","=""0641511""","*","*",29,357,"*","*",35,432
,,"Rawson School","=""0641711""","*","*",234,80,"*",9,"*",332
,,"Renzulli Gifted and Talented Academy","=""0644011""","*",12,43,53,0,"*",12,129
,,"SAND School","=""0640111""","*","*",88,234,0,"*","*",333
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",59,161,49,"*",15,50,337
,,"Sport and Medical Sciences Academy","=""0646511""","*",32,146,302,0,"*",141,643
,,"University High School of Science and Engineering","=""0646711""","*",44,173,86,"*",11,110,429
,,"Weaver High School","=""0646311""","*","*",229,178,0,6,"*",423
,,"Webster Micro Society Magnet School","=""0642011""","*",61,279,162,0,"*",104,635
,,"Capital Preparatory Magnet School","=""0646911""",0,10,392,162,0,27,40,631
,,"Classical Magnet School","=""0646411""",0,"*",184,172,"*",10,52,429
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,"*",8,8,0,"*","*",19
,,"Global Communications Academy","=""0643611""",0,"*",326,238,0,11,"*",583
,,"Great Path Academy at CT State Manchester","=""0647911""",0,11,98,144,0,6,61,320
,,"M. D. Fox School","=""0640811""",0,29,72,468,"*",0,"*",583
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",121,42,0,"*","*",169
,,"McDonough Middle School","=""0641211""",0,7,38,335,0,0,11,391
,,"Pathways Academy of Technology and Design","=""0646611""",0,8,122,172,0,18,83,403
,,"Pre-K Integrated - Naylor School","=""0640510""",0,"*",8,29,0,0,"*",41
,,"Pre-K Integrated - West Middle School","=""0640610""",0,"*",7,7,0,0,"*",18
,,"West Middle School","=""0642111""",0,22,191,232,"*","*",11,462
,,"Wish Museum School","=""0642211""",0,"*",129,189,0,"*",6,332
,,"iGOAL 1 - Burns School","=""0644711""",0,"*","*",26,0,0,0,32
,,"Milner Middle School","=""0641911""",0,0,117,194,0,"*","*",320
,,"New Visions","=""0640910""",0,0,"*",25,0,0,"*",41
,,"Pre-K Integrated - Burr School","=""0640310""",0,0,6,24,0,0,0,30
,,"Pre-K Integrated - Parkville School","=""0640410""",0,0,"*",15,0,0,"*",17
,,"RISE - Bulkeley High School","=""0648311""",0,0,"*",14,0,0,"*",20
,,"RISE - Hartford Public High School","=""0648211""",0,0,"*",15,0,0,"*",24
,,"RISE - M.D. Fox School","=""0645911""",0,0,13,"*",0,0,"*",27
,,"RISE - West Middle School","=""0644611""",0,0,"*","*",0,0,0,"*"
,,"STEP at Hartford Public High School","=""0648411""",0,0,15,19,0,0,0,34
,,"Sanchez School","=""0643011""",0,0,35,339,0,"*","*",381
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,11
,,"iGOAL 1 - HPHS","=""0644911""",0,0,"*",18,0,0,"*",30
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,0,"*",26,"*",0,"*",34
,,"iGOAL 1 - McDonough Middle School","=""0648911""",0,0,"*","*",0,0,0,9
,,"iGOAL 1 - Milner School","=""0640110""",0,0,"*","*",0,0,0,20
,,"iGOAL 1 - Moylan School","=""0649811""",0,0,"*","*",0,"*",0,8
,,"iGOAL 1 - Parkville School","=""0648711""",0,0,"*","*",0,0,0,9
,,"iGOAL 1 - Rawson School","=""0644411""",0,0,10,"*",0,"*",0,18
,,"iGOAL 2 - Kennelly School","=""0640210""",0,0,"*","*",0,0,0,9
,,"iGOAL 2 - Moylan School","=""0648511""",0,0,"*","*",0,0,0,6
,,"iGOAL 2 - Weaver High School","=""0645011""",0,0,6,10,0,0,0,16
,,"iGOAL Pre-K - Naylor School","=""0640710""",0,0,"*",6,0,"*","*",9
,,"iGOAL Pre-K - Rawson School","=""0640810""",0,0,"*","*",0,0,"*",8
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*",0,426,20,"*","*",6,460
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",49,"*",63,0,37,166,352
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*",6,42,174,"*",0,49,279
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*","*",650,39,0,8,"*",706
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*",7,"*",41,0,43,294,391
,,"Killingly High School","=""0696111""",10,19,20,62,0,37,633,781
,,"Killingly Intermediate School","=""0695211""","*",22,17,70,"*",26,510,648
,,"Killingly Memorial School","=""0690311""","*",7,6,52,"*",35,422,527
,,"Goodyear Early Childhood Center","=""0698011""",0,"*",0,11,0,"*",93,117
"Learn","=""2450014""","Connecticut River Academy at Goodwin University","=""2456014""","*",17,99,270,"*",15,78,481
,,"Marine Science Magnet High School","=""2456114""","*",11,"*",35,0,17,200,272
,,"Regional Multicultural Magnet School","=""2450114""","*",7,70,210,"*",78,136,505
,,"Riverside Magnet School at Goodwin University","=""2450314""","*",11,133,194,"*",30,105,476
,,"Three Rivers Middle College Magnet School","=""2456214""","*","*","*",14,0,"*",45,67
,,"Learn High School","=""2450614""",0,"*",0,"*",0,0,"*","*"
,,"Learn Intensive Program","=""2451114""",0,"*",7,9,0,"*",12,35
,,"The Friendship School","=""2450214""",0,"*",54,192,"*",55,184,503
,,"Dual Language & Arts Magnet Middle School","=""2455014""",0,0,17,76,0,18,37,148
,,"LEARN SAILS Program","=""2451614""",0,0,"*","*",0,"*",12,18
,,"Learn SAILS Middle School Program","=""2450814""",0,0,"*","*",0,"*","*","*"
,,"LEARN Diagnostic and Wellness Center","=""2451414""",0,0,0,"*",0,0,"*","*"
,,"LEARN Transition Academy","=""2450414""",0,0,0,"*",0,0,"*","*"
,,"LEARN Integrated Program at TFS","=""2451514""",0,0,0,0,0,0,"*","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*","*",29,"*","*",325,371
,,"Lebanon Middle School","=""0715111""","*","*",6,12,"*","*",262,296
,,"Lyman Memorial High School","=""0716211""",0,6,"*",16,"*",0,280,308
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",22,9,26,"*",11,187,258
,,"Gallup Hill School","=""0720411""",31,"*",14,66,"*",29,430,586
,,"Ledyard High School","=""0726111""","*",29,58,93,"*",24,528,754
,,"Ledyard Middle School","=""0725111""",16,"*",22,54,"*",46,390,544
,,"Juliet W. Long School","=""0720311""",0,"*",12,22,"*",8,212,263
,,"Ledyard Transition Academy","=""0720511""",0,"*","*",0,0,0,"*",8
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",41,"*",45,0,34,885,1014
,,"Walter C. Polson Middle School","=""0765211""","*",18,"*",31,"*",34,499,588
,,"Dr. Robert H. Brown Elementary School","=""0760611""",0,12,0,23,0,10,290,335
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,16,"*",15,"*",13,304,351
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,13,"*",15,0,"*",240,283
,,"Town Campus Learning Center","=""0769011""",0,"*",0,"*",0,"*",40,43
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*",45,88,91,0,"*",146,373
,,"Elisabeth M. Bennet Academy","=""0771711""","*",64,231,302,"*",15,290,907
,,"Highland Park School","=""0770411""","*",17,75,77,0,"*",141,316
,,"Illing Middle School","=""0775311""","*",68,203,257,"*",35,272,837
,,"Manchester High School","=""0776111""","*",127,403,443,"*",66,546,1597
,,"New Horizons","=""0770711""","*",0,10,8,0,0,"*",24
,,"Verplanck School","=""0771211""","*",31,139,187,0,"*",107,478
,,"Bowers School","=""0770111""",0,14,78,101,"*","*",138,337
,,"Keeney School","=""0770611""",0,"*",38,80,"*",0,127,274
,,"Manchester Head Start","=""0778011""",0,17,54,81,0,7,37,196
,,"Manchester Preschool - Site 2","=""0770811""",0,11,"*","*",0,0,18,40
,,"Martin School","=""0771611""",0,19,51,52,"*","*",99,225
,,"Waddell School","=""0771311""",0,99,120,128,"*","*",126,484
,,"Manchester High School-Site 2","=""0770211""",0,0,10,15,0,0,16,41
,,"Manchester Middle Academy","=""0771511""",0,0,16,"*",0,"*",13,41
,,"Manchester Regional Academy","=""0779011""",0,0,21,26,0,"*","*",66
,,"Manchester Transition Center","=""0779111""",0,0,7,8,0,0,11,26
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""","*",69,"*",66,0,26,375,552
,,"Southeast Elementary School","=""0780511""","*",17,6,24,0,"*",111,161
,,"Mansfield Elementary at Goodwin","=""0780211""",0,38,"*",16,0,"*",119,192
,,"Mansfield Elementary at Vinton","=""0780411""",0,30,8,42,0,11,135,226
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",8,"*",28,0,15,388,448
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,9,26,197,0,18,167,417
,,"Casimir Pulaski School","=""0801111""","*","*",59,403,0,29,109,610
,,"Community Collaborative Classroom - ACADEMY","=""0802111""","*",0,"*","*",0,0,6,14
,,"Lincoln Middle School","=""0805211""","*","*",94,460,0,25,204,799
,,"Orville H. Platt High School","=""0806211""","*","*",122,578,0,28,227,980
,,"Roger Sherman School","=""0800811""","*",8,35,300,"*",35,94,475
,,"TSC - PHS","=""0801711""","*",0,"*",16,0,0,"*",22
,,"Washington Middle School","=""0805411""","*",14,84,395,"*",24,266,787
,,"Nathan Hale School","=""0800711""",0,11,53,319,0,29,145,557
,,"Benjamin Franklin School","=""0800111""",0,"*",32,193,"*",20,106,356
,,"Francis T. Maloney High School","=""0806111""",0,53,127,605,0,43,369,1197
,,"Hanover School","=""0800311""",0,6,18,255,0,19,153,451
,,"Israel Putnam School","=""0800411""",0,15,45,282,0,29,125,496
,,"John Barry School","=""0800511""",0,13,69,352,0,19,52,505
,,"PRIDE","=""0802611""",0,"*","*",53,0,"*",25,88
,,"STARS - HS","=""0801811""",0,"*",0,"*",0,0,"*",8
,,"TLC - MHS","=""0802011""",0,"*","*",24,0,0,9,39
,,"TLC - PHS","=""0801911""",0,"*","*",10,0,"*","*",20
,,"Community Classroom Collaborative","=""0800211""",0,0,"*",6,0,0,"*",11
,,"SOAR - LMS","=""0802311""",0,0,"*",9,0,0,"*",12
,,"SOAR - Middle","=""0802411""",0,0,"*",9,0,0,"*",22
,,"SOAR- Elementary","=""0802211""",0,0,"*","*",0,0,"*",10
,,"STARS - Hanover","=""0800611""",0,0,"*",32,0,"*",9,49
,,"STARS - MS","=""0801511""",0,0,"*","*",0,"*","*",10
,,"STEP - ES","=""0800911""",0,0,"*",23,0,"*",9,43
,,"STEPS - MS","=""0801211""",0,0,"*",10,0,"*",10,24
,,"Success Academy","=""0801411""",0,0,"*",22,0,"*","*",28
,,"TSC - MHS","=""0801611""",0,0,"*",8,0,"*","*",14
,,"Venture Academy","=""0801311""",0,0,"*",41,0,"*",20,72
,,"SOAR - High","=""0802511""",0,0,0,"*",0,0,"*","*"
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",19,149,126,"*",47,274,618
,,"Farm Hill School","=""0830511""","*","*",50,80,0,38,129,309
,,"Keigwin Middle School","=""0831511""","*",14,51,62,"*",28,159,316
,,"Middletown High School","=""0836211""","*",64,277,211,"*",75,652,1283
,,"Middletown Transition Center","=""0839111""","*",0,"*","*",0,"*",10,18
,,"Spencer School","=""0830111""","*",7,39,73,"*",28,133,283
,,"Bielefield School","=""0830211""",0,19,76,62,0,33,100,290
,,"Lawrence School","=""0831311""",0,36,50,54,0,38,139,317
,,"Moody School","=""0831211""",0,17,30,27,0,29,107,210
,,"Snow School","=""0831111""",0,"*",59,86,"*",39,153,363
,,"Wesley School","=""0831411""",0,9,46,36,0,22,123,236
,,"Evening Program - MHS","=""0831611""",0,0,6,"*",0,"*","*",15
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,0,"*",6
,,"ICM - Moody 3-5","=""0830711""",0,0,"*","*",0,0,"*","*"
,,"ICM - Moody K-2","=""0830811""",0,0,"*","*",0,0,0,"*"
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,"*","*",7
,,"MHS - Alternative Education Program 1","=""0831811""",0,0,"*","*",0,"*","*",10
,,"MHS - Alternative Education Program 2","=""0831911""",0,0,"*","*",0,"*",0,9
,,"MHS- Alternative Education Program 3","=""0832211""",0,0,"*","*",0,0,"*","*"
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,"*","*",0,0,7,16
,,"ICM- Beman Middle School","=""0830411""",0,0,0,"*",0,"*","*",8
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*",44,12,51,0,"*",305,424
,,"Jonathan Law High School","=""0846211""","*",66,41,86,"*",9,608,816
,,"Live Oaks School","=""0841611""","*",32,"*",33,0,19,219,315
,,"West Shore Middle School","=""0845311""","*",60,31,77,"*","*",295,471
,,"Calf Pen Meadow School","=""0840111""",0,8,8,26,0,14,217,273
,,"East Shore Middle School","=""0845111""",0,24,28,29,0,7,319,407
,,"J. F. Kennedy School","=""0841911""",0,35,"*",67,"*",16,198,324
,,"Joseph A. Foran High School","=""0846311""",0,59,50,71,"*","*",687,872
,,"Mathewson School","=""0841711""",0,64,11,40,0,15,229,359
,,"Meadowside School","=""0840711""",0,78,6,47,0,16,130,277
,,"Orange Avenue School","=""0840811""",0,21,18,54,0,11,285,389
,,"Orchard Hills School","=""0841811""",0,"*","*",42,0,11,255,322
,,"Pumpkin Delight School","=""0841011""",0,18,19,48,0,16,171,272
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*","*",0,0,6,8
,,"The Academy","=""0840311""",0,0,"*",8,0,"*",32,45
,,"Post Grad Transitional Academy","=""0840611""",0,0,0,"*",0,0,"*",9
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",33,"*",73,0,23,431,570
,,"Masuk High School","=""0856111""","*",48,"*",102,0,29,798,997
,,"Jockey Hollow School","=""0855211""",0,43,17,66,0,26,603,755
,,"Monroe Elementary School","=""0850111""",0,"*",10,48,"*",9,289,362
,,"Stepney Elementary School","=""0850311""",0,28,10,51,0,24,317,430
,,"Masuk Alternative Program","=""0850211""",0,0,0,"*",0,0,"*",9
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*",33,14,71,"*",61,343,531
,,"Mohegan School","=""0860111""","*",54,11,61,"*",42,152,328
,,"Montville High School","=""0866111""","*",56,"*",70,0,59,335,541
,,"Dr. Charles E. Murphy School","=""0860711""",0,8,10,47,0,37,184,286
,,"Montville Transition and Vocational Training Academy","=""0860611""",0,"*","*",0,0,0,"*",7
,,"Oakdale School","=""0860511""",0,"*","*",29,0,33,195,267
,,"Pre School Program","=""0860311""",0,"*",0,11,0,"*",37,54
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",28,35
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*",13,56,187,"*",33,390,687
,,"Cross Street Intermediate School","=""0880211""","*",19,31,78,0,"*",184,326
,,"Hillside Intermediate School","=""0880411""","*","*",32,116,0,25,157,336
,,"Maple Hill School","=""0880311""","*","*",25,143,0,22,292,496
,,"Western School","=""0880711""","*","*",25,81,0,18,125,253
,,"Andrew Avenue School","=""0880811""",0,"*",21,86,0,"*",129,249
,,"Head Start","=""0888111""",0,"*",17,38,0,"*",63,132
,,"Hop Brook Elementary School","=""0880511""",0,"*",44,89,"*",21,149,313
,,"Naugatuck Community Program","=""0881011""",0,"*","*","*",0,"*",10,17
,,"Naugatuck High School","=""0886111""",0,51,117,349,0,58,665,1240
,,"Salem School","=""0880611""",0,8,29,89,0,27,119,272
,,"Central Avenue Preschool","=""0888211""",0,0,"*","*",0,0,18,27
,,"Genesis Academy","=""0880911""",0,0,"*","*",0,0,"*",11
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*","*",298,175,"*",6,21,505
"New Britain School District","=""0890011""","Chamberlain Elementary School","=""0890311""","*","*",50,313,0,17,54,442
,,"Lincoln Elementary School","=""0890811""","*","*",65,428,0,26,95,620
,,"New Britain High School","=""0896111""","*",68,317,1375,"*",48,407,2221
,,"Pulaski Middle School","=""0895311""","*",23,83,613,0,"*",158,901
,,"Slade Middle School","=""0895211""","*","*",108,588,0,22,118,854
,,"Smalley Elementary School","=""0891211""","*","*",47,469,0,20,70,610
,,"Smith Elementary School","=""0891311""","*","*",60,354,0,16,70,514
,,"Holmes Elementary School","=""0890611""",0,22,53,238,0,32,156,501
,,"DiLoreto Elementary & Middle School","=""0891111""",0,11,58,629,0,20,95,813
,,"Gaffney Elementary School","=""0890511""",0,12,34,324,0,34,89,493
,,"Gaffney KEY Elementary","=""0891611""",0,8,16,63,0,7,14,108
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,13,14,63,0,9,54,153
,,"Jefferson Elementary School","=""0890711""",0,14,39,246,0,12,109,420
,,"Northend Elementary School","=""0890911""",0,"*",39,197,0,"*",18,266
,,"Roosevelt Early Learning Center","=""0890111""",0,11,28,191,0,13,32,275
,,"Slade KEY Middle","=""0891711""",0,"*","*",10,0,"*","*",19
,,"Smith Pathways","=""0891911""",0,"*","*",13,0,"*",0,16
,,"Vance Elementary School","=""0891511""",0,"*",51,361,0,"*",61,496
,,"Brookside School","=""0899111""",0,0,"*",22,0,"*","*",29
,,"CLIMB","=""0899411""",0,0,"*",18,0,"*",6,27
,,"Chamberlain Bridges","=""0890211""",0,0,"*",16,0,0,"*",22
,,"Holmes Bridges","=""0890411""",0,0,"*",14,0,0,"*",18
,,"Lincoln SCS","=""0891011""",0,0,"*",16,0,"*","*",22
,,"New Britain High School Satellite Careers Academy","=""0899511""",0,0,18,113,0,6,14,151
,,"The Catalyst Academy","=""0899011""",0,0,"*",23,0,"*",9,41
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",79,"*",62,0,38,1120,1324
,,"Saxe Middle School","=""0905111""","*",110,18,68,"*",43,1079,1324
,,"South School","=""0900211""","*",46,"*",34,0,30,423,538
,,"East School","=""0900411""",0,30,"*",37,"*",36,434,555
,,"West School","=""0900311""",0,30,"*","*",0,18,398,461
,,"Launch","=""0900111""",0,0,0,"*",0,0,"*",6
"New Fairfield School District","=""0910011""","New Fairfield Elementary School","=""0910211""","*","*",7,77,0,14,338,442
,,"New Fairfield High School","=""0916111""","*",17,10,81,0,"*",581,698
,,"New Fairfield Middle School","=""0915211""","*","*",9,63,0,10,446,537
,,"Consolidated School","=""0910111""",0,"*",7,65,"*",15,401,494
,,"Alternative Learning Center","=""0910311""",0,0,0,"*",0,0,"*",8
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*","*",213,72,0,23,127,443
,,"Augusta Lewis Troup School","=""0931511""","*","*",240,158,0,10,25,437
,,"Beecher School","=""0930311""","*","*",274,133,0,13,64,493
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",127,263,"*",22,91,509
,,"Betsy Ross Arts and Design Academy","=""0935511""","*","*",194,158,0,12,73,444
,,"Brennan Rogers School","=""0932111""","*","*",245,132,"*",7,27,416
