"Student Counts by School and Race"
"All Districts, All Schools"
"2022-23"

"",,,,"Race",,,,,,,
,,"Osborn Hill School","=""0511811""",0,24,6,37,0,30,344,441
,,"Riverfield School","=""0511211""",0,"*","*",34,0,18,324,391
,,"Roger Ludlowe Middle School","=""0515311""",0,34,14,52,0,43,628,771
,,"Sherman School","=""0511311""",0,12,7,25,0,16,329,389
,,"Stratfield School","=""0511411""",0,11,9,45,0,13,262,340
,,"Tomlinson Middle School","=""0515111""",0,40,39,124,0,31,387,621
,,"Walter Fitzgerald Campus","=""0510311""",0,"*","*",14,0,"*",23,44
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",324,57,128,"*",61,689,1263
,,"Irving A. Robbins Middle School","=""0525111""","*",160,"*",77,0,42,311,625
,,"West District School","=""0520311""","*",88,"*",25,0,19,239,391
,,"West Woods Upper Elementary School","=""0520511""","*",163,37,73,0,"*",334,641
,,"East Farms School","=""0520411""",0,143,21,52,0,35,217,468
,,"Farmington Collaborative PK","=""0528011""",0,23,"*",14,0,"*",54,102
,,"Noah Wallace School","=""0520211""",0,75,9,50,0,27,157,318
,,"Union School","=""0520111""",0,42,14,47,0,23,192,318
,,"Farmington Alternative High School","=""0520611""",0,0,"*","*",0,"*","*",10
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*","*",19,0,11,148,186
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*",75,"*",61,0,29,324,508
,,"Glastonbury High School","=""0546111""","*",232,"*",187,0,89,1228,1801
,,"Nayaug Elementary School","=""0540911""","*",32,"*",51,0,35,381,518
,,"PreK-Eastbury","=""0540511""","*",8,"*",12,0,11,46,83
,,"Buttonball Lane School","=""0540211""",0,99,8,36,0,28,271,442
,,"Glastonbury Transition Academy","=""0541411""",0,"*","*","*",0,0,16,22
,,"Hebron Avenue School","=""0540411""",0,68,8,53,0,24,305,458
,,"Hopewell School","=""0540611""",0,86,9,42,0,36,297,470
,,"Naubuc School","=""0540711""",0,65,27,92,0,42,210,436
,,"Smith Middle School","=""0545211""",0,113,27,115,0,54,544,853
,,"Links Academy","=""0540111""",0,0,"*",12,0,"*",34,55
"Goodwin University Educational Services (GUES)","=""2310018""","Riverside Magnet School at Goodwin University","=""2310218""","*",12,137,230,"*",27,66,476
,,"Connecticut River Academy at Goodwin University","=""2310118""",0,17,208,318,0,37,84,664
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",34,24,0,21,461,553
,,"Granby Memorial Middle School","=""0565111""","*",12,22,33,0,"*",325,400
,,"Kelly Lane Primary School","=""0560411""","*",13,20,19,0,"*",333,393
,,"Wells Road Intermediate School","=""0560311""",0,9,28,25,0,12,305,379
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","*","*",288,340,"*",7,22,664
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","*",30,"*",103,0,37,327,506
,,"Greenwich High School","=""0576111""","*",213,"*",656,0,142,1578,2668
,,"Hamilton Avenue School","=""0570511""","*","*",16,148,0,17,96,294
,,"New Lebanon School","=""0570611""","*",17,"*",203,0,9,98,336
,,"North Mianus School","=""0570711""","*",72,"*",64,0,34,319,492
,,"North Street School","=""0570811""","*",22,"*",34,0,24,302,387
,,"Old Greenwich School","=""0570911""","*",16,"*",33,0,22,333,406
,,"Western Middle School","=""0575311""","*",37,25,249,"*",35,267,617
,,"Cos Cob School","=""0570211""",0,32,"*",50,0,"*",223,337
,,"Eastern Middle School","=""0575211""",0,104,"*",114,0,"*",513,784
,,"Glenville School","=""0570411""",0,"*","*",55,0,31,265,382
,,"International School At Dundee","=""0571311""",0,86,6,61,0,28,160,341
,,"Julian Curtiss School","=""0570311""",0,19,17,75,0,25,105,241
,,"Parkway School","=""0571111""",0,14,0,15,0,20,194,243
,,"Riverside School","=""0571011""",0,24,"*",73,0,"*",312,435
,,"Windrose","=""0571511""",0,"*","*",15,0,"*",13,34
,,"Community Connections","=""0571211""",0,0,"*","*",0,0,9,18
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","*",13,22,96,"*",44,510,691
,,"Griswold High School","=""0586211""","*","*",18,74,0,38,394,533
,,"Griswold Middle School","=""0585111""","*",7,8,57,"*",40,357,473
,,"Griswold Soule Street Academy","=""0580111""",0,0,0,"*",0,"*",10,18
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","*",31,"*",102,0,66,121,352
,,"Charles Barnum Magnet School","=""0591811""","*",9,28,88,"*",38,181,347
,,"Groton Middle School","=""0591111""","*",47,66,226,"*",115,442,907
,,"Mystic River Magnet School","=""0591311""","*",33,41,138,"*",59,246,523
,,"New Beginnings Alternative Program","=""0590211""","*",0,"*","*",0,"*",9,17
,,"Robert E. Fitch High School","=""0596111""","*",59,89,253,"*",133,456,1005
,,"Thames River Magnet School","=""0591711""","*",44,46,119,"*",68,244,528
,,"Northeast Academy Magnet School","=""0591911""",0,16,"*",58,"*",34,273,391
,,"Transition Academy","=""0591011""",0,0,"*",0,0,"*",9,11
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","*","*",29,22,0,11,32,104
,,"Church Street School","=""0620211""","*",13,102,139,"*",10,11,277
,,"Hamden High School","=""0626111""","*",109,602,412,"*",94,453,1672
,,"Shepherd Glen School","=""0620111""","*",55,111,50,0,"*",56,288
,,"Bear Path School","=""0621211""",0,24,69,100,0,23,190,406
,,"Dunbar Hill IIC","=""0621511""",0,"*","*",7,0,"*",0,11
,,"Dunbar Hill School","=""0620311""",0,7,100,96,0,31,38,272
,,"Hamden Middle School","=""0625211""",0,"*",262,224,"*",50,227,811
,,"Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,"*",12,"*",0,0,"*",27
,,"Helen Street School","=""0620411""",0,16,122,114,0,22,51,325
,,"Ridge Hill IIC","=""0621711""",0,"*",7,6,0,0,"*",17
,,"Ridge Hill School","=""0621111""",0,27,75,80,0,22,90,294
,,"Spring Glen School","=""0621011""",0,"*",50,61,"*",20,226,370
,,"West Woods IIC","=""0621811""",0,"*",7,"*",0,"*","*",16
,,"West Woods School","=""0621411""",0,41,72,55,"*","*",104,294
,,"Wintergreen Program","=""0620711""",0,11,38,15,0,"*","*",74
,,"Bear Path IIC","=""0620911""",0,0,9,8,0,"*","*",23
,,"Hamden Collaborative Learning Center","=""0620511""",0,0,33,"*",0,"*",16,64
,,"Helen Street IIC","=""0621611""",0,0,14,"*",0,"*",0,19
,,"Intensive Support Classroom","=""0621911""",0,0,"*","*",0,"*","*",15
,,"Intensive Support Classroom 7-8","=""0622011""",0,0,"*",0,0,"*","*","*"
"Hartford School District","=""0640011""","Betances Learning Lab Magnet School","=""0642811""","*",121,60,168,0,"*",26,394
,,"Breakthrough Magnet School, North","=""0643511""","*",64,151,79,0,21,"*",327
,,"Breakthrough Magnet School, South","=""0643311""","*",19,76,204,0,"*",26,343
,,"Bulkeley High School","=""0647111""","*",9,90,421,"*",6,15,548
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""",7,10,84,500,"*","*",17,626
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",30,72,366,"*",21,63,556
,,"Expeditionary Learning Academy at Moylan School","=""0643211""","*",6,27,303,"*","*",14,360
,,"Great Path Academy at CT State Manchester","=""0647911""","*","*",102,164,0,9,34,313
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",31,233,545,"*",26,119,963
,,"Hartford PreKindergarten Magnet School: North Campus","=""0641311""","*",32,31,10,0,"*","*",80
,,"Hartford Public High School","=""0646211""","*",16,145,506,"*","*",35,709
,,"Kennelly School","=""0641011""","*",22,74,472,0,"*",17,598
,,"Kinsella Magnet School of Performing Arts: High School Campus","=""0641710""","*","*",46,75,0,"*",13,140
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*",22,110,254,0,"*",54,465
,,"McDonough Middle School","=""0641211""","*","*",31,261,0,0,19,317
,,"Montessori Magnet at Batchelder School","=""0640511""","*",16,40,239,0,"*",55,363
,,"Montessori Magnet at Fisher School","=""0643711""","*",25,181,68,"*",14,53,343
,,"Naylor/CCSU Leadership Academy","=""0641411""","*",25,41,247,0,"*",35,357
,,"Parkville Community School","=""0641511""","*","*",44,298,"*","*",43,396
,,"Rawson School","=""0641711""","*","*",148,72,0,"*","*",231
,,"SAND School","=""0640111""","*",0,70,210,0,"*","*",286
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",57,181,69,"*",19,16,344
,,"Sanchez School","=""0643011""","*","*",38,266,0,"*",11,322
,,"Sport and Medical Sciences Academy","=""0646511""","*",17,134,279,0,"*",81,530
,,"University High School of Science and Engineering","=""0646711""","*",36,192,94,"*",15,70,412
,,"Weaver High School","=""0646311""","*","*",314,305,"*",10,9,643
,,"West Middle School","=""0642111""","*",11,122,149,0,6,"*",293
,,"Wish Museum School","=""0642211""","*","*",104,164,"*",11,7,291
,,"iGOAL 2 - Moylan School","=""0648511""","*","*","*","*",0,0,0,10
,,"Betances STEM Magnet School","=""0643811""",0,18,45,121,0,7,19,210
,,"Burns Latino Studies Academy","=""0640611""",0,"*",34,170,0,"*",16,224
,,"Burr Middle School","=""0642311""",0,10,45,213,0,"*","*",277
,,"Capital Preparatory Magnet School","=""0646911""",0,"*",376,146,"*",36,13,584
,,"Classical Magnet School","=""0646411""",0,"*",174,213,"*",18,33,445
,,"Early Childhood Development Center (ECDC)","=""0644111""",0,"*",28,32,0,"*","*",64
,,"Global Communications Academy","=""0643611""",0,"*",203,221,"*",6,10,444
,,"Hartford PreKindergarten Magnet School: South Campus","=""0641610""",0,47,22,37,0,"*","*",114
,,"M. D. Fox School","=""0640811""",0,"*",85,373,0,"*",16,493
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",113,75,0,"*",6,203
,,"Milner Middle School","=""0641911""",0,"*",106,169,"*","*","*",284
,,"Pathways Academy of Technology and Design","=""0646611""",0,8,102,206,0,20,53,389
,,"Pre-K Integrated - Parkville School","=""0640410""",0,"*","*","*",0,0,0,6
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,"*",35,46,0,"*",29,119
,,"Webster Micro Society Magnet School","=""0642011""",0,42,264,186,0,36,87,615
,,"iGOAL 1 - HPHS","=""0644911""",0,"*","*",17,0,0,"*",24
,,"iGOAL 1 - Milner School","=""0640110""",0,"*","*",10,0,"*",0,17
,,"New Visions","=""0640910""",0,0,13,18,0,0,0,31
,,"Pre-K Integrated - Naylor School","=""0640510""",0,0,"*","*",0,0,0,21
,,"Pre-K Integrated - West Middle School","=""0640610""",0,0,"*","*",0,0,"*",7
,,"Pre-K Integrated - Wish School","=""0641210""",0,0,"*","*",0,0,0,"*"
,,"RISE - Bulkeley High School","=""0648311""",0,0,6,"*",0,"*",0,11
,,"RISE - Hartford Public High School","=""0648211""",0,0,10,13,0,0,0,23
,,"RISE - M.L. King Middle School","=""0641310""",0,0,9,"*",0,"*",0,17
,,"RISE - West Middle School","=""0644611""",0,0,"*","*",0,0,0,11
,,"STEP at Hartford Public High School","=""0648411""",0,0,18,15,0,0,0,33
,,"Student Engagement Academy","=""0641010""",0,0,6,17,0,"*","*",25
,,"iGOAL - Weaver High School","=""0641410""",0,0,"*","*",0,0,0,18
,,"iGOAL 1 - Breakthrough Magnet School, North","=""0649511""",0,0,"*","*",0,0,0,7
,,"iGOAL 1 - Burns School","=""0644711""",0,0,"*","*",0,0,0,16
,,"iGOAL 1 - M.D. Fox School","=""0645711""",0,0,"*","*",0,0,0,14
,,"iGOAL 1 - Parkville School","=""0648711""",0,0,"*",10,0,"*","*",15
,,"iGOAL 1 - Rawson School","=""0644411""",0,0,11,11,0,0,0,22
,,"iGOAL 2 - Kennelly School","=""0640210""",0,0,"*","*",0,"*",0,8
,,"iGOAL Pre-K - Rawson School","=""0640810""",0,0,"*","*",0,0,0,7
,,"Pre-K Integrated - SAND School","=""0641110""",0,0,0,"*",0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",8,"*",19,0,14,297,345
,,"Hebron Elementary School","=""0670111""","*","*",6,17,0,"*",318,351
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*",0,431,59,0,9,"*",505
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*",48,38,82,0,"*",156,361
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",51,171,0,18,36,281
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*","*",582,37,0,"*",6,629
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*",9,"*",38,0,17,259,332
,,"Killingly High School","=""0696111""","*",26,"*",81,0,38,626,788
,,"Killingly Intermediate School","=""0695211""","*",7,14,79,"*",47,515,667
,,"Killingly Memorial School","=""0690311""","*",12,"*",62,0,55,393,532
,,"Goodyear Early Childhood Center","=""0698011""",0,"*","*",16,"*",7,75,102
"Learn","=""2450014""","Marine Science Magnet High School","=""2456114""","*",10,"*",50,0,25,180,271
,,"Regional Multicultural Magnet School","=""2450114""","*","*",58,235,0,74,126,501
,,"The Friendship School","=""2450214""","*",16,48,185,"*",55,178,484
,,"LEARN Transition Academy","=""2450414""",0,"*",0,"*",0,0,"*",6
,,"Learn High School","=""2450614""",0,"*","*","*",0,0,"*",6
,,"Learn Intensive Program","=""2451114""",0,"*",8,10,0,"*",20,45
,,"Three Rivers Middle College Magnet School","=""2456214""",0,"*",9,22,0,"*",42,79
,,"LEARN SAILS Program","=""2451614""",0,0,0,"*",0,"*",11,18
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*","*",38,"*",9,313,366
,,"Lebanon Middle School","=""0715111""","*","*","*",20,"*","*",235,264
,,"Lyman Memorial High School","=""0716211""","*","*","*",26,"*",7,273,322
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",8,10,26,"*","*",177,231
,,"Gallup Hill School","=""0720411""",30,22,"*",73,"*",26,440,618
,,"Juliet W. Long School","=""0720311""","*",17,"*",38,0,15,188,273
,,"Ledyard High School","=""0726111""",24,"*",35,97,"*",49,513,743
,,"Ledyard Middle School","=""0725111""",15,19,17,61,6,37,379,534
,,"Ledyard Transition Academy","=""0720511""",0,"*",0,0,0,"*",6,8
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*","*",64,0,21,339,434
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","*","*","*",16,0,"*",167,189
,,"Litchfield Middle School","=""0746011""","*","*","*",7,0,"*",109,125
,,"Center School","=""0740211""",0,"*","*",19,0,"*",231,260
,,"Litchfield High School","=""0746111""",0,"*","*",22,"*","*",198,234
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",27,8,50,"*",42,698,828
,,"Kathleen H. Ryerson Elementary School","=""0760311""","*","*",0,19,0,11,282,316
,,"Dr. Robert H. Brown Elementary School","=""0760611""",0,18,6,27,0,11,292,354
,,"J. Milton Jeffrey Elementary School","=""0760111""",0,13,"*",30,"*",19,296,362
,,"Walter C. Polson Middle School","=""0765211""",0,22,"*",40,0,"*",443,520
,,"Town Campus Learning Center","=""0769011""",0,0,"*","*",0,0,43,47
"Manchester School District","=""0770011""","Bowers School","=""0770111""","*",17,58,129,"*",11,101,323
,,"Elisabeth M. Bennet Academy","=""0771711""","*",76,232,252,"*",15,261,843
,,"Illing Middle School","=""0775311""","*",44,211,309,"*",16,260,846
,,"Keeney School","=""0770611""","*",17,79,94,"*",11,120,327
,,"Manchester High School","=""0776111""","*",149,426,550,"*",48,490,1673
,,"Manchester High School-Site 2","=""0770211""","*",0,14,21,0,"*",9,49
,,"Manchester Middle Academy","=""0771511""","*",0,10,19,0,"*","*",34
,,"Martin School","=""0771611""","*",27,52,77,"*",7,85,250
,,"New Horizons","=""0770711""","*",0,9,18,0,"*",9,42
,,"Verplanck School","=""0771211""","*",27,118,203,0,"*",94,457
,,"Waddell School","=""0771311""","*",80,118,154,"*",8,94,461
,,"Buckley School","=""0770311""",0,26,63,72,0,8,119,288
,,"Highland Park School","=""0770411""",0,19,62,115,0,9,113,318
,,"Manchester Head Start","=""0778011""",0,15,37,58,0,8,21,139
,,"Manchester Regional Academy","=""0779011""",0,"*",9,22,0,"*",23,58
,,"Manchester Transition Center","=""0779111""",0,"*",10,8,0,"*",7,27
"Mansfield School District","=""0780011""","Mansfield Elementary at Vinton","=""0780411""","*",37,9,35,0,"*",184,271
,,"Mansfield Middle School","=""0785111""","*",42,"*",78,0,22,303,463
,,"Mansfield Elementary at Goodwin","=""0780211""",0,40,15,54,0,8,174,291
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",8,"*",42,0,10,388,456
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,11,22,194,0,21,106,354
,,"Benjamin Franklin School","=""0800111""","*","*",35,187,0,27,100,354
,,"Casimir Pulaski School","=""0801111""","*","*",54,390,0,29,98,576
,,"Francis T. Maloney High School","=""0806111""","*",41,149,689,"*",45,336,1264
,,"Israel Putnam School","=""0800411""","*","*",62,287,0,28,106,500
,,"John Barry School","=""0800511""","*","*",66,324,0,20,52,472
,,"Lincoln Middle School","=""0805211""","*","*",59,443,0,22,158,688
,,"Nathan Hale School","=""0800711""","*","*",60,301,0,30,119,523
,,"Orville H. Platt High School","=""0806211""","*","*",173,681,0,34,200,1108
,,"Roger Sherman School","=""0800811""","*","*",55,318,0,25,68,475
,,"Community Classroom Collaborative","=""0800211""",0,"*","*",9,0,"*","*",18
,,"Edison Middle School","=""0802711""",0,13,67,417,0,25,143,665
,,"Hanover School","=""0800311""",0,7,27,259,0,14,120,427
,,"PRIDE","=""0802611""",0,"*",14,57,0,"*",25,101
,,"STARS - BARRY","=""0802811""",0,"*","*",12,0,"*","*",20
,,"STARS - HS","=""0801811""",0,"*","*",8,0,0,"*",13
,,"STARS - Hanover","=""0800611""",0,"*","*",29,0,"*",14,55
,,"TLC - MHS","=""0802011""",0,"*","*",22,0,0,7,36
,,"TLC - PHS","=""0801911""",0,"*","*",16,0,0,"*",26
,,"Venture Academy","=""0801311""",0,"*",6,38,0,"*",8,55
,,"Washington Middle School","=""0805411""",0,"*",88,360,"*",23,141,622
,,"Community Collaborative Classroom - ACADEMY","=""0802111""",0,0,"*",9,0,0,"*",18
,,"SOAR - Middle","=""0802411""",0,0,6,26,0,"*","*",39
,,"SOAR- Elementary","=""0802211""",0,0,"*",7,0,0,"*",10
,,"STARS - MS","=""0801511""",0,0,"*","*",0,0,0,16
,,"STEP - ES","=""0800911""",0,0,"*",27,0,"*",6,42
,,"STEPS - MS","=""0801211""",0,0,10,12,0,"*","*",32
,,"Success Academy","=""0801411""",0,0,"*",23,0,"*",12,44
,,"TSC - MHS","=""0801611""",0,0,"*","*",0,0,6,12
,,"TSC - PHS","=""0801711""",0,0,"*",8,0,0,"*",11
,,"SOAR - High","=""0802511""",0,0,0,"*",0,0,"*",8
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",45,198,183,"*",119,417,968
,,"Bielefield School","=""0830211""","*",11,77,63,"*",36,80,271
,,"Farm Hill School","=""0830511""","*","*",64,42,0,32,130,277
,,"Middletown High School","=""0836211""","*",60,292,212,"*",90,550,1214
,,"Moody School","=""0831211""","*",20,33,27,"*",29,103,214
,,"Snow School","=""0831111""","*",24,66,64,"*",32,143,332
,,"Spencer School","=""0830111""","*",11,54,45,"*",32,119,265
,,"Evening Program - MHS","=""0831611""",0,"*","*",6,"*","*","*",14
,,"ICM - Moody K-2","=""0830811""",0,"*","*","*",0,0,0,"*"
,,"Lawrence School","=""0831311""",0,26,65,42,0,38,158,329
,,"Middletown Transition Center","=""0839111""",0,"*","*","*",0,"*",8,18
,,"Wesley School","=""0831411""",0,"*",41,29,0,"*",114,213
,,"ICM - Farm Hill","=""0830611""",0,0,"*","*",0,"*","*",6
,,"ICM - Moody 3-5","=""0830711""",0,0,"*",0,0,0,"*","*"
,,"ICM - Spencer","=""0832011""",0,0,"*","*",0,0,"*","*"
,,"MHS - Alternative Education Program 2","=""0831911""",0,0,"*","*",0,"*","*",7
,,"Virtual Learning Academy - MHS","=""0831711""",0,0,"*","*",0,"*","*",8
,,"ICM- Beman Middle School","=""0830411""",0,0,0,"*",0,0,0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*",20,20,50,0,"*",272,382
,,"Jonathan Law High School","=""0846211""","*",96,55,136,"*",14,512,815
,,"Joseph A. Foran High School","=""0846311""","*",62,36,90,0,"*",559,765
,,"Calf Pen Meadow School","=""0840111""",0,"*","*",42,0,13,202,265
,,"Harborside Middle School","=""0845211""",0,58,18,53,"*","*",261,403
,,"J. F. Kennedy School","=""0841911""",0,23,"*",81,"*",13,200,329
,,"Live Oaks School","=""0841611""",0,29,12,27,0,18,201,287
,,"Mathewson School","=""0841711""",0,34,14,56,0,14,197,315
,,"Meadowside School","=""0840711""",0,67,"*",52,"*",16,124,269
,,"Orange Avenue School","=""0840811""",0,18,28,58,0,20,280,404
,,"Orchard Hills School","=""0841811""",0,11,12,41,0,21,262,347
,,"Pumpkin Delight School","=""0841011""",0,16,7,44,0,22,173,262
,,"The Academy","=""0840311""",0,"*","*","*",0,0,27,35
,,"West Shore Middle School","=""0845311""",0,45,"*",90,"*",24,235,419
,,"Fifth Year Vocational Experience","=""0840411""",0,0,"*",0,0,0,"*",8
,,"Post Grad Transitional Academy","=""0840611""",0,0,"*","*",0,0,17,20
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",24,15,110,"*",21,491,664
,,"Jockey Hollow School","=""0855211""","*",48,28,119,"*",35,542,774
,,"Masuk High School","=""0856111""","*",58,39,148,0,"*",758,1034
,,"Stepney Elementary School","=""0850311""","*",32,22,79,"*",34,316,485
,,"Monroe Elementary School","=""0850111""",0,14,15,72,0,15,294,410
,,"Masuk Alternative Program","=""0850211""",0,0,0,"*",0,0,"*",15
,,"Monroe Oxford Community Program","=""0850711""",0,0,0,0,0,0,"*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*","*",7,51,0,26,191,283
,,"Leonard J. Tyl Middle School","=""0865111""","*",35,"*",89,0,70,289,510
,,"Mohegan School","=""0860111""",7,41,20,56,0,42,140,306
,,"Montville High School","=""0866111""","*",43,17,68,"*",64,303,499
,,"Montville Transition and Vocational Training Academy","=""0860611""","*","*","*","*",0,0,"*",10
,,"Oakdale School","=""0860511""",0,"*","*",48,0,29,216,302
,,"Pre School Program","=""0860311""",0,"*",0,13,0,"*",34,55
,,"The Palmer School","=""0869011""",0,0,"*","*",0,"*",21,30
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",87,225,0,29,279,635
,,"Cross Street Intermediate School","=""0880211""","*","*",31,122,0,22,148,331
,,"Maple Hill School","=""0880311""","*","*",49,161,0,25,203,453
,,"Naugatuck High School","=""0886111""","*",37,164,472,"*",57,550,1288
,,"Western School","=""0880711""","*",6,36,94,"*",17,116,272
,,"Andrew Avenue School","=""0880811""",0,"*",25,104,0,"*",95,239
,,"Head Start","=""0888111""",0,"*",19,28,0,"*",60,124
,,"Hillside Intermediate School","=""0880411""",0,7,39,131,0,18,131,326
,,"Hop Brook Elementary School","=""0880511""",0,"*",40,133,0,"*",136,328
,,"Salem School","=""0880611""",0,"*",26,118,0,"*",89,251
,,"Central Avenue Preschool","=""0888211""",0,0,"*",16,0,"*",14,39
,,"Naugatuck Community Program","=""0881011""",0,0,"*","*",0,0,9,18
,,"Genesis Academy","=""0880911""",0,0,0,"*",0,"*",8,16
"New Britain School District","=""0890011""","Chamberlain Elementary School","=""0890311""","*","*",49,268,0,24,31,381
,,"Holmes Elementary School","=""0890611""","*","*",62,221,0,49,107,460
,,"New Britain High School","=""0896111""","*",61,267,1502,"*",97,400,2331
,,"New Britain High School Satellite Careers Academy","=""0899511""","*","*",14,119,0,"*",25,162
,,"Roosevelt Early Learning Center","=""0890111""","*","*",27,133,0,12,28,210
,,"DiLoreto Elementary & Middle School","=""0891111""",0,9,54,682,0,17,80,842
,,"Gaffney Elementary School","=""0890511""",0,8,44,278,0,28,65,423
,,"Gaffney KEY Elementary","=""0891611""",0,"*",16,64,0,"*",18,110
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,"*",22,59,0,"*",51,140
,,"Jefferson Elementary School","=""0890711""",0,17,40,251,0,21,61,390
,,"Lincoln Elementary School","=""0890811""",0,7,49,366,0,32,73,527
,,"Northend Elementary School","=""0890911""",0,"*",39,159,"*",16,12,231
,,"Pulaski Middle School","=""0895311""",0,"*",93,574,"*",31,152,867
,,"Pulaski Pathways","=""0892311""",0,"*","*",25,0,"*","*",33
,,"Slade Middle School","=""0895211""",0,"*",95,561,"*",36,88,795
,,"Smalley Elementary School","=""0891211""",0,6,48,465,0,28,47,594
,,"Smith Elementary School","=""0891311""",0,9,49,315,0,24,52,449
,,"Smith KEY Elementary","=""0892111""",0,"*","*",12,0,0,"*",17
,,"The Catalyst Academy","=""0899011""",0,"*","*",21,0,"*",6,30
,,"Vance Elementary School","=""0891511""",0,"*",53,293,0,"*",47,411
,,"Brookside School","=""0899111""",0,0,11,38,0,0,6,55
,,"CLIMB","=""0899411""",0,0,8,25,0,"*","*",39
,,"Chamberlain Bridges","=""0890211""",0,0,"*",10,0,0,"*",13
,,"Holmes Bridges","=""0890411""",0,0,"*",6,0,0,"*",10
,,"Lincoln KEY Elementary","=""0892011""",0,0,"*",13,0,"*","*",19
,,"Lincoln SCS","=""0891011""",0,0,"*",8,0,0,"*",14
,,"Slade Bridges","=""0892211""",0,0,"*",19,0,"*",6,28
,,"Slade KEY Middle","=""0891711""",0,0,"*",22,0,"*","*",30
,,"Smith Pathways","=""0891911""",0,0,"*",14,0,"*","*",20
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",91,11,84,"*",46,1058,1294
,,"Saxe Middle School","=""0905111""","*",98,28,80,"*",72,1034,1315
,,"South School","=""0900211""","*",37,"*",34,0,34,397,507
,,"West School","=""0900311""","*",26,"*",25,"*",37,388,483
,,"East School","=""0900411""",0,38,8,36,0,30,438,550
,,"Launch","=""0900111""",0,0,0,"*",0,0,"*",7
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*","*",9,86,"*",13,370,483
,,"New Fairfield High School","=""0916111""","*","*",13,115,0,14,531,686
,,"New Fairfield Middle School","=""0915211""","*","*",18,101,0,20,344,492
,,"New Fairfield Elementary School","=""0910211""",0,"*",7,72,"*",13,361,458
,,"Alternative Learning Center","=""0910311""",0,0,"*",0,0,0,"*","*"
,,"STRIDES - Striving To Reach Individual & Diverse Eductl. Success","=""0910511""",0,0,0,0,0,0,7,7
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",0,"*",85,255,0,"*",166,530
,,"Augusta Lewis Troup School","=""0931511""","*","*",198,154,0,27,18,413
,,"Barnard Environmental Magnet School","=""0930211""","*",72,180,139,0,"*",54,467
,,"Beecher School","=""0930311""","*","*",248,152,0,20,49,480
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",123,289,0,27,54,500
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""","*","*",152,232,0,19,28,438
,,"Brennan Rogers School","=""0932111""","*","*",179,111,0,11,13,317
,,"Clinton Avenue School","=""0930611""","*",6,52,363,"*",8,18,450
,,"Conte/West Hills Magnet School","=""0933111""","*",13,224,317,"*",19,29,606
,,"Cooperative High School - Inter-District Magnet","=""0936411""","*","*",245,198,0,15,90,557
,,"East Rock Community Magnet School","=""0934611""","*",23,158,194,"*",19,51,449
,,"Edgewood School","=""0931211""","*","*",184,81,0,37,89,401
,,"Engineering - Science University Magnet School","=""0931711""","*",52,192,155,0,"*",163,598
