town_code,district_code,town,fiscal_year,entitlement,alliance_portion,education_diversity_portion,non_alliance_portion
53,53,FRANKLIN,2016,948101,0.0,,948101.0
54,54,GLASTONBURY,2016,6623032,0.0,,6623032.0
55,55,GOSHEN,2016,211340,0.0,,211340.0
56,56,GRANBY,2016,5561223,0.0,,5561223.0
57,57,GREENWICH,2016,3037524,0.0,,3037524.0
58,58,GRISWOLD,2016,10977088,0.0,,10977088.0
59,59,GROTON,2016,25622519,0.0,,25622519.0
60,60,GUILFORD,2016,2945592,0.0,,2945592.0
61,61,HADDAM,2016,1925038,0.0,,1925038.0
62,62,HAMDEN,2016,27127960,4097199.0,,23030761.0
63,63,HAMPTON,2016,1339825,0.0,,1339825.0
64,64,HARTFORD,2016,201772044,13797154.0,,187974890.0
65,65,HARTLAND,2016,1358519,0.0,,1358519.0
66,66,HARWINTON,2016,2760315,0.0,,2760315.0
67,67,HEBRON,2016,6991218,0.0,,6991218.0
68,68,KENT,2016,167052,0.0,,167052.0
69,69,KILLINGLY,2016,15870348,624715.0,,15245633.0
70,70,KILLINGWORTH,2016,2244748,0.0,,2244748.0
71,71,LEBANON,2016,5517804,0.0,,5517804.0
72,72,LEDYARD,2016,12216495,0.0,,12216495.0
73,73,LISBON,2016,3911991,0.0,,3911991.0
74,74,LITCHFIELD,2016,1524618,0.0,,1524618.0
75,75,LYME,2016,139702,0.0,,139702.0
76,76,MADISON,2016,1574259,0.0,,1574259.0
77,77,MANCHESTER,2016,34861662,4242562.0,,30619100.0
78,78,MANSFIELD,2016,10186509,0.0,,10186509.0
79,79,MARLBOROUGH,2016,3221395,0.0,,3221395.0
80,80,MERIDEN,2016,60809702,7025991.0,,53783711.0
81,81,MIDDLEBURY,2016,806344,0.0,,806344.0
82,82,MIDDLEFIELD,2016,2141544,0.0,,2141544.0
83,83,MIDDLETOWN,2016,19858991,3206605.0,,16652386.0
84,84,MILFORD,2016,11377600,0.0,,11377600.0
85,85,MONROE,2016,6510618,0.0,,6510618.0
86,86,MONTVILLE,2016,12857281,0.0,,12857281.0
87,87,MORRIS,2016,657773,0.0,,657773.0
88,88,NAUGATUCK,2016,30799313,1587912.0,,29211401.0
89,89,NEW BRITAIN,2016,86675859,12746563.0,,73929296.0
90,90,NEW CANAAN,2016,1209062,0.0,,1209062.0
91,91,NEW FAIRFIELD,2016,4429810,0.0,,4429810.0
92,92,NEW HARTFORD,2016,3180203,0.0,,3180203.0
93,93,NEW HAVEN,2016,155322630,12813105.0,,142509525.0
94,94,NEWINGTON,2016,13224900,0.0,,13224900.0
95,95,NEW LONDON,2016,26057581,3117016.0,,22940565.0
96,96,NEW MILFORD,2016,12168329,0.0,,12168329.0
97,97,NEWTOWN,2016,4757982,0.0,,4757982.0
98,98,NORFOLK,2016,381255,0.0,,381255.0
99,99,NORTH BRANFORD,2016,8206425,0.0,,8206425.0
100,100,NORTH CANAAN,2016,2091575,0.0,,2091575.0
101,101,NORTH HAVEN,2016,3675551,0.0,,3675551.0
102,102,NORTH STONINGTON,2016,2899697,0.0,,2899697.0
103,103,NORWALK,2016,11551095,1455964.0,,10095131.0
104,104,NORWICH,2016,36576102,4259559.0,,32316543.0
105,105,OLD LYME,2016,594612,0.0,,594612.0
106,106,OLD SAYBROOK,2016,646664,0.0,,646664.0
107,107,ORANGE,2016,1348918,0.0,,1348918.0
108,108,OXFORD,2016,4676513,0.0,,4676513.0
109,109,PLAINFIELD,2016,15642047,0.0,,15642047.0
110,110,PLAINVILLE,2016,10443325,0.0,,10443325.0
111,111,PLYMOUTH,2016,9914956,0.0,,9914956.0
112,112,POMFRET,2016,3136355,0.0,,3136355.0
113,113,PORTLAND,2016,4420530,0.0,,4420530.0
114,114,PRESTON,2016,3071731,0.0,,3071731.0
115,115,PROSPECT,2016,5379817,0.0,,5379817.0
116,116,PUTNAM,2016,8497790,425939.0,,8071851.0
117,117,REDDING,2016,686781,0.0,,686781.0
118,118,RIDGEFIELD,2016,1990475,0.0,,1990475.0
119,119,ROCKY HILL,2016,3944732,0.0,,3944732.0
120,120,ROXBURY,2016,133039,0.0,,133039.0
121,121,SALEM,2016,3113963,0.0,,3113963.0
122,122,SALISBURY,2016,148652,0.0,,148652.0
123,123,SCOTLAND,2016,1450575,0.0,,1450575.0
124,124,SEYMOUR,2016,10128311,0.0,,10128311.0
125,125,SHARON,2016,139261,0.0,,139261.0
126,126,SHELTON,2016,5482804,0.0,,5482804.0
127,127,SHERMAN,2016,213125,0.0,,213125.0
128,128,SIMSBURY,2016,5944949,0.0,,5944949.0
129,129,SOMERS,2016,6068039,0.0,,6068039.0
130,130,SOUTHBURY,2016,3033041,0.0,,3033041.0
131,131,SOUTHINGTON,2016,20568713,0.0,,20568713.0
132,132,SOUTH WINDSOR,2016,13035627,0.0,,13035627.0
133,133,SPRAGUE,2016,2661363,0.0,,2661363.0
134,134,STAFFORD,2016,9980702,0.0,,9980702.0
135,135,STAMFORD,2016,10885284,2906407.0,,7978877.0
136,136,STERLING,2016,3248157,0.0,,3248157.0
137,137,STONINGTON,2016,1972863,0.0,,1972863.0
138,138,STRATFORD,2016,21818466,0.0,,21818466.0
139,139,SUFFIELD,2016,6344484,0.0,,6344484.0
140,140,THOMASTON,2016,5740364,0.0,,5740364.0
141,141,THOMPSON,2016,7657722,0.0,,7657722.0
142,142,TOLLAND,2016,10907112,0.0,,10907112.0
143,143,TORRINGTON,2016,24779195,0.0,,24779195.0
144,144,TRUMBULL,2016,3353943,0.0,,3353943.0
145,145,UNION,2016,243820,0.0,,243820.0
146,146,VERNON,2016,19648688,2003523.0,,17645165.0
147,147,VOLUNTOWN,2016,2550020,0.0,,2550020.0
148,148,WALLINGFORD,2016,21863617,0.0,,21863617.0
149,149,WARREN,2016,88775,0.0,,88775.0
150,150,WASHINGTON,2016,221936,0.0,,221935.0
151,151,WATERBURY,2016,134524338,20907156.0,,113617182.0
152,152,WATERFORD,2016,1483954,0.0,,1483954.0
153,153,WATERTOWN,2016,11949758,0.0,,11949758.0
154,154,WESTBROOK,2016,427001,0.0,,427001.0
155,155,WEST HARTFORD,2016,19867867,0.0,,19867867.0
156,156,WEST HAVEN,2016,45994046,4594743.0,,41399303.0
157,157,WESTON,2016,845528,0.0,,845528.0
158,158,WESTPORT,2016,1982936,0.0,,1982936.0
159,159,WETHERSFIELD,2016,9020510,0.0,,9020510.0
160,160,WILLINGTON,2016,3718080,0.0,,3718080.0
161,161,WILTON,2016,1461523,0.0,,1461523.0
162,162,WINCHESTER,2016,8187413,363422.0,,7823991.0
163,163,WINDHAM,2016,26815061,2645344.0,,24169717.0
164,164,WINDSOR,2016,12374959,827296.0,,11547663.0
165,165,WINDSOR LOCKS,2016,5269809,617441.0,,4652368.0
166,166,WOLCOTT,2016,13621228,0.0,,13621228.0
167,167,WOODBRIDGE,2016,690472,0.0,,690472.0
168,168,WOODBURY,2016,1051361,0.0,,1051361.0
169,169,WOODSTOCK,2016,5443228,0.0,,5443228.0
1,1,ANDOVER,2017,2331185,0.0,,2331185.0
2,2,ANSONIA,2017,16473543,1441875.0,,15031668.0
3,3,ASHFORD,2017,3859564,0.0,,3859564.0
4,4,AVON,2017,731456,0.0,,731456.0
5,5,BARKHAMSTED,2017,1633686,0.0,,1633686.0
6,6,BEACON FALLS,2017,4067920,0.0,,4067920.0
7,7,BERLIN,2017,6215712,0.0,,6215712.0
8,8,BETHANY,2017,2000209,0.0,,2000209.0
9,9,BETHEL,2017,8087732,0.0,,8087732.0
10,10,BETHLEHEM,2017,1278838,0.0,,1278838.0
11,11,BLOOMFIELD,2017,6160837,750492.0,,5410345.0
12,12,BOLTON,2017,2983350,0.0,,2983350.0
13,13,BOZRAH,2017,1223830,0.0,,1223830.0
14,14,BRANFORD,2017,2211848,0.0,,2211848.0
15,15,BRIDGEPORT,2017,181105390,16910046.0,,164195344.0
16,16,BRIDGEWATER,2017,23014,0.0,,23014.0
17,17,BRISTOL,2017,44853676,3196362.0,,41657314.0
18,18,BROOKFIELD,2017,1417583,0.0,,1417583.0
19,19,BROOKLYN,2017,6975373,0.0,,6975373.0
20,20,BURLINGTON,2017,4359350,0.0,,4359350.0
21,21,CANAAN,2017,177216,0.0,,177216.0
22,22,CANTERBURY,2017,4665608,0.0,,4665608.0
23,23,CANTON,2017,3403900,0.0,,3403900.0
24,24,CHAPLIN,2017,1856992,0.0,,1856992.0
25,25,CHESHIRE,2017,9436665,0.0,,9436665.0
26,26,CHESTER,2017,659216,0.0,,659216.0
27,27,CLINTON,2017,6326998,0.0,,6326998.0
28,28,COLCHESTER,2017,13503310,0.0,,13503310.0
29,29,COLEBROOK,2017,491388,0.0,,491388.0
30,30,COLUMBIA,2017,2523462,0.0,,2523462.0
31,31,CORNWALL,2017,6976,0.0,,6976.0
32,32,COVENTRY,2017,8756165,0.0,,8756165.0
33,33,CROMWELL,2017,4646922,0.0,,4646922.0
34,34,DANBURY,2017,31290480,8432524.0,,22857956.0
35,35,DARIEN,2017,406683,0.0,,406683.0
36,36,DEEP RIVER,2017,1675092,0.0,,1675092.0
37,37,DERBY,2017,7902388,1036699.0,,6865689.0
38,38,DURHAM,2017,3895303,0.0,,3895303.0
39,39,EASTFORD,2017,1091881,0.0,,1091881.0
40,40,EAST GRANBY,2017,1439845,0.0,,1439845.0
41,41,EAST HADDAM,2017,3686134,0.0,,3686134.0
42,42,EAST HAMPTON,2017,7538993,0.0,,7538993.0
43,43,EAST HARTFORD,2017,49075156,7364339.0,,41710817.0
44,44,EAST HAVEN,2017,19595415,831290.0,,18764125.0
45,45,EAST LYME,2017,6918462,0.0,,6918462.0
46,46,EASTON,2017,177907,0.0,,177907.0
47,47,EAST WINDSOR,2017,5669122,186987.0,,5482135.0
48,48,ELLINGTON,2017,9684435,0.0,,9684435.0
49,49,ENFIELD,2017,28585010,0.0,,28585010.0
50,50,ESSEX,2017,105052,0.0,,105052.0
51,51,FAIRFIELD,2017,1087165,0.0,,1087165.0
52,52,FARMINGTON,2017,1095080,0.0,,1095080.0
53,53,FRANKLIN,2017,923278,0.0,,923278.0
54,54,GLASTONBURY,2017,6654380,0.0,,6654380.0
55,55,GOSHEN,2017,82025,0.0,,82025.0
56,56,GRANBY,2017,5510220,0.0,,5510220.0
57,57,GREENWICH,2017,136859,0.0,,136859.0
58,58,GRISWOLD,2017,10775767,0.0,,10775767.0
59,59,GROTON,2017,25040045,0.0,,25040045.0
60,60,GUILFORD,2017,2740394,0.0,,2740394.0
61,61,HADDAM,2017,1971482,0.0,,1971482.0
62,62,HAMDEN,2017,26945481,3914720.0,,23030761.0
63,63,HAMPTON,2017,1312383,0.0,,1312383.0
64,64,HARTFORD,2017,200518244,12543354.0,,187974890.0
65,65,HARTLAND,2017,1327652,0.0,,1327652.0
66,66,HARWINTON,2017,2708774,0.0,,2708774.0
67,67,HEBRON,2017,6875123,0.0,,6875123.0
68,68,KENT,2017,25634,0.0,,25634.0
69,69,KILLINGLY,2017,15574402,328769.0,,15245633.0
70,70,KILLINGWORTH,2017,2173420,0.0,,2173420.0
71,71,LEBANON,2017,5410404,0.0,,5410404.0
72,72,LEDYARD,2017,11977384,0.0,,11977384.0
73,73,LISBON,2017,3518715,0.0,,3518715.0
74,74,LITCHFIELD,2017,1446598,0.0,,1446598.0
75,75,LYME,2017,63069,0.0,,63069.0
76,76,MADISON,2017,446496,0.0,,446496.0
77,77,MANCHESTER,2017,34440424,3821324.0,,30619100.0
78,78,MANSFIELD,2017,9947410,0.0,,9947410.0
79,79,MARLBOROUGH,2017,3154015,0.0,,3154015.0
80,80,MERIDEN,2017,60258395,6474684.0,,53783711.0
81,81,MIDDLEBURY,2017,855086,0.0,,855086.0
82,82,MIDDLEFIELD,2017,2099315,0.0,,2099315.0
83,83,MIDDLETOWN,2017,19515825,2863439.0,,16652386.0
84,84,MILFORD,2017,10849101,0.0,,10849101.0
85,85,MONROE,2017,6394518,0.0,,6394518.0
86,86,MONTVILLE,2017,12589621,0.0,,12589621.0
87,87,MORRIS,2017,102178,0.0,,102178.0
88,88,NAUGATUCK,2017,30280380,1068979.0,,29211401.0
89,89,NEW BRITAIN,2017,86195269,12265973.0,,73929296.0
90,90,NEW CANAAN,2017,339590,0.0,,339590.0
91,91,NEW FAIRFIELD,2017,4338569,0.0,,4338569.0
92,92,NEW HARTFORD,2017,3113169,0.0,,3113169.0
93,93,NEW HAVEN,2017,154301977,11792452.0,,142509525.0
94,94,NEWINGTON,2017,12983806,0.0,,12983806.0
95,95,NEW LONDON,2017,25806077,2865512.0,,22940565.0
96,96,NEW MILFORD,2017,11832806,0.0,,11832806.0
97,97,NEWTOWN,2017,4893944,0.0,,4893944.0
98,98,NORFOLK,2017,25815,0.0,,25815.0
99,99,NORTH BRANFORD,2017,8076776,0.0,,8076776.0
100,100,NORTH CANAAN,2017,2044243,0.0,,2044243.0
101,101,NORTH HAVEN,2017,3842088,0.0,,3842088.0
102,102,NORTH STONINGTON,2017,2834470,0.0,,2834470.0
103,103,NORWALK,2017,11243340,1148209.0,,10095131.0
104,104,NORWICH,2017,36209664,3893121.0,,32316543.0
105,105,OLD LYME,2017,247462,0.0,,247462.0
106,106,OLD SAYBROOK,2017,122907,0.0,,122907.0
107,107,ORANGE,2017,1509226,0.0,,1509226.0
108,108,OXFORD,2017,4528763,0.0,,4528763.0
109,109,PLAINFIELD,2017,15364444,0.0,,15364444.0
110,110,PLAINVILLE,2017,10272197,0.0,,10272197.0
111,111,PLYMOUTH,2017,9761632,0.0,,9761632.0
112,112,POMFRET,2017,3073015,0.0,,3073015.0
113,113,PORTLAND,2017,4363751,0.0,,4363751.0
114,114,PRESTON,2017,3012017,0.0,,3012017.0
115,115,PROSPECT,2017,5297609,0.0,,5297609.0
116,116,PUTNAM,2017,8340282,268431.0,,8071851.0
117,117,REDDING,2017,180135,0.0,,180135.0
118,118,RIDGEFIELD,2017,571648,0.0,,571648.0
119,119,ROCKY HILL,2017,4250230,0.0,,4250230.0
120,120,ROXBURY,2017,33612,0.0,,33612.0
121,121,SALEM,2017,3049314,0.0,,3049314.0
122,122,SALISBURY,2017,10871,0.0,,10871.0
123,123,SCOTLAND,2017,1423001,0.0,,1423001.0
124,124,SEYMOUR,2017,10040987,0.0,,10040987.0
125,125,SHARON,2017,9960,0.0,,9960.0
126,126,SHELTON,2017,5893771,0.0,,5893771.0
127,127,SHERMAN,2017,46611,0.0,,46611.0
128,128,SIMSBURY,2017,6087799,0.0,,6087799.0
129,129,SOMERS,2017,5929453,0.0,,5929453.0
130,130,SOUTHBURY,2017,3458266,0.0,,3458266.0
131,131,SOUTHINGTON,2017,20268059,0.0,,20268059.0
132,132,SOUTH WINDSOR,2017,12826469,0.0,,12826469.0
133,133,SPRAGUE,2017,2612273,0.0,,2612273.0
134,134,STAFFORD,2017,9790490,0.0,,9790490.0
135,135,STAMFORD,2017,10803759,2824882.0,,7978877.0
136,136,STERLING,2017,3196216,0.0,,3196216.0
137,137,STONINGTON,2017,1649159,0.0,,1649159.0
138,138,STRATFORD,2017,21461782,0.0,,21461782.0
139,139,SUFFIELD,2017,6221145,0.0,,6221145.0
140,140,THOMASTON,2017,5624815,0.0,,5624815.0
141,141,THOMPSON,2017,7534704,0.0,,7534704.0
142,142,TOLLAND,2017,10699177,0.0,,10699177.0
143,143,TORRINGTON,2017,24482865,0.0,,24482865.0
144,144,TRUMBULL,2017,3418401,0.0,,3418401.0
145,145,UNION,2017,237166,0.0,,237166.0
146,146,VERNON,2017,19250233,1605068.0,,17645165.0
147,147,VOLUNTOWN,2017,2502621,0.0,,2502621.0
148,148,WALLINGFORD,2017,21301522,0.0,,21301522.0
149,149,WARREN,2017,33205,0.0,,33205.0
150,150,WASHINGTON,2017,50646,0.0,,50646.0
151,151,WATERBURY,2017,133606066,19988884.0,,113617182.0
152,152,WATERFORD,2017,321279,0.0,,321279.0
153,153,WATERTOWN,2017,11753175,0.0,,11753175.0
154,154,WESTBROOK,2017,70393,0.0,,70393.0
155,155,WEST HARTFORD,2017,20961352,0.0,,20961352.0
156,156,WEST HAVEN,2017,45140487,3741184.0,,41399303.0
157,157,WESTON,2017,263431,0.0,,263431.0
158,158,WESTPORT,2017,465334,0.0,,465334.0
159,159,WETHERSFIELD,2017,9348852,0.0,,9348852.0
160,160,WILLINGTON,2017,3637161,0.0,,3637161.0
161,161,WILTON,2017,462941,0.0,,462941.0
162,162,WINCHESTER,2017,8024957,200966.0,,7823991.0
163,163,WINDHAM,2017,26582071,2412354.0,,24169717.0
164,164,WINDSOR,2017,12130392,582729.0,,11547663.0
165,165,WINDSOR LOCKS,2017,5167806,515438.0,,4652368.0
166,166,WOLCOTT,2017,13423576,0.0,,13423576.0
167,167,WOODBRIDGE,2017,656185,0.0,,656185.0
168,168,WOODBURY,2017,1276811,0.0,,1276811.0
169,169,WOODSTOCK,2017,5356542,0.0,,5356542.0
1,1,ANDOVER,2018,2023607,0.0,,2023607.0
2,2,ANSONIA,2018,16423029,1441875.0,,14981154.0
3,3,ASHFORD,2018,3351499,0.0,,3351499.0
4,4,AVON,2018,618535,0.0,,618535.0
5,5,BARKHAMSTED,2018,1420504,0.0,,1420504.0
6,6,BEACON FALLS,2018,3537089,0.0,,3537089.0
7,7,BERLIN,2018,5360578,0.0,,5360578.0
8,8,BETHANY,2018,1741182,0.0,,1741182.0
9,9,BETHEL,2018,7007691,0.0,,7007691.0
10,10,BETHLEHEM,2018,1107887,0.0,,1107887.0
11,11,BLOOMFIELD,2018,6067944,750492.0,,5317452.0
12,12,BOLTON,2018,2595684,0.0,,2595684.0
13,13,BOZRAH,2018,1064917,0.0,,1064917.0
14,14,BRANFORD,2018,1850459,0.0,,1850459.0
15,15,BRIDGEPORT,2018,180855390,16910046.0,,163945344.0
16,16,BRIDGEWATER,2018,19809,0.0,,19809.0
17,17,BRISTOL,2018,44603676,3196362.0,,41407314.0
18,18,BROOKFIELD,2018,1224729,0.0,,1224729.0
19,19,BROOKLYN,2018,6050118,0.0,,6050118.0
20,20,BURLINGTON,2018,3792970,0.0,,3792970.0
21,21,CANAAN,2018,154267,0.0,,154267.0
22,22,CANTERBURY,2018,4051961,0.0,,4051961.0
23,23,CANTON,2018,2939861,0.0,,2939861.0
24,24,CHAPLIN,2018,1614284,0.0,,1614284.0
25,25,CHESHIRE,2018,8186108,0.0,,8186108.0
26,26,CHESTER,2018,572230,0.0,,572230.0
27,27,CLINTON,2018,5485013,0.0,,5485013.0
28,28,COLCHESTER,2018,11726448,0.0,,11726448.0
29,29,COLEBROOK,2018,427753,0.0,,427753.0
30,30,COLUMBIA,2018,2193368,0.0,,2193368.0
31,31,CORNWALL,2018,2399,0.0,,2399.0
32,32,COVENTRY,2018,7602373,0.0,,7602373.0
33,33,CROMWELL,2018,4018686,0.0,,4018686.0
34,34,DANBURY,2018,31079800,8432524.0,,22647276.0
35,35,DARIEN,2018,343613,0.0,,343613.0
36,36,DEEP RIVER,2018,1451786,0.0,,1451786.0
37,37,DERBY,2018,7858091,1036699.0,,6821392.0
38,38,DURHAM,2018,3387932,0.0,,3387932.0
39,39,EASTFORD,2018,950482,0.0,,950482.0
40,40,EAST GRANBY,2018,1241785,0.0,,1241785.0
41,41,EAST HADDAM,2018,3203206,0.0,,3203206.0
42,42,EAST HAMPTON,2018,6547921,0.0,,6547921.0
43,43,EAST HARTFORD,2018,48825156,7364339.0,,41460817.0
44,44,EAST HAVEN,2018,19470328,831290.0,,18639038.0
45,45,EAST LYME,2018,5977059,0.0,,5977059.0
46,46,EASTON,2018,154868,0.0,,154868.0
47,47,EAST WINDSOR,2018,5628355,186987.0,,5441368.0
48,48,ELLINGTON,2018,8407694,0.0,,8407694.0
49,49,ENFIELD,2018,24811174,0.0,,24811174.0
50,50,ESSEX,2018,83809,0.0,,83809.0
51,51,FAIRFIELD,2018,904608,0.0,,904608.0
52,52,FARMINGTON,2018,884803,0.0,,884803.0
53,53,FRANKLIN,2018,798875,0.0,,798875.0
54,54,GLASTONBURY,2018,5725117,0.0,,5725117.0
55,55,GOSHEN,2018,71403,0.0,,71403.0
56,56,GRANBY,2018,4787439,0.0,,4787439.0
57,57,GREENWICH,2018,32812,0.0,,32812.0
58,58,GRISWOLD,2018,9349526,0.0,,9349526.0
59,59,GROTON,2018,24901765,0.0,,24901765.0
60,60,GUILFORD,2018,2349999,0.0,,2349999.0
61,61,HADDAM,2018,1710580,0.0,,1710580.0
62,62,HAMDEN,2018,26793426,3914720.0,,22878706.0
63,63,HAMPTON,2018,1142429,0.0,,1142429.0
64,64,HARTFORD,2018,200268244,12543354.0,,187724890.0
65,65,HARTLAND,2018,1155406,0.0,,1155406.0
66,66,HARWINTON,2018,2354462,0.0,,2354462.0
67,67,HEBRON,2018,5978292,0.0,,5978292.0
68,68,KENT,2018,13462,0.0,,13462.0
69,69,KILLINGLY,2018,15497109,328769.0,,15168340.0
70,70,KILLINGWORTH,2018,1885954,0.0,,1885954.0
71,71,LEBANON,2018,4706713,0.0,,4706713.0
72,72,LEDYARD,2018,10418681,0.0,,10418681.0
73,73,LISBON,2018,3061484,0.0,,3061484.0
74,74,LITCHFIELD,2018,1237601,0.0,,1237601.0
75,75,LYME,2018,54587,0.0,,54587.0
76,76,MADISON,2018,371415,0.0,,371415.0
77,77,MANCHESTER,2018,34190424,3821324.0,,30369100.0
78,78,MANSFIELD,2018,8624797,0.0,,8624797.0
79,79,MARLBOROUGH,2018,2740881,0.0,,2740881.0
80,80,MERIDEN,2018,60008395,6474684.0,,53533711.0
81,81,MIDDLEBURY,2018,729636,0.0,,729636.0
82,82,MIDDLEFIELD,2018,1822620,0.0,,1822620.0
83,83,MIDDLETOWN,2018,19292033,2863439.0,,16428594.0
84,84,MILFORD,2018,9326827,0.0,,9326827.0
85,85,MONROE,2018,5556078,0.0,,5556078.0
86,86,MONTVILLE,2018,10937067,0.0,,10937067.0
87,87,MORRIS,2018,84636,0.0,,84636.0
88,88,NAUGATUCK,2018,30197453,1068979.0,,29128474.0
89,89,NEW BRITAIN,2018,85945269,12265973.0,,73679296.0
90,90,NEW CANAAN,2018,282693,0.0,,282693.0
91,91,NEW FAIRFIELD,2018,3776227,0.0,,3776227.0
92,92,NEW HARTFORD,2018,2710014,0.0,,2710014.0
93,93,NEW HAVEN,2018,154051977,11792452.0,,142259525.0
94,94,NEWINGTON,2018,11227687,0.0,,11227687.0
95,95,NEW LONDON,2018,25624223,2865512.0,,22758711.0
96,96,NEW MILFORD,2018,10244664,0.0,,10244664.0
97,97,NEWTOWN,2018,4244097,0.0,,4244097.0
98,98,NORFOLK,2018,18324,0.0,,18324.0
99,99,NORTH BRANFORD,2018,7012307,0.0,,7012307.0
100,100,NORTH CANAAN,2018,1758208,0.0,,1758208.0
101,101,NORTH HAVEN,2018,3285498,0.0,,3285498.0
102,102,NORTH STONINGTON,2018,2463918,0.0,,2463918.0
103,103,NORWALK,2018,11055416,1148209.0,,9907207.0
104,104,NORWICH,2018,35959664,3893121.0,,32066543.0
105,105,OLD LYME,2018,205434,0.0,,205434.0
106,106,OLD SAYBROOK,2018,98564,0.0,,98564.0
107,107,ORANGE,2018,1299265,0.0,,1299265.0
108,108,OXFORD,2018,3937855,0.0,,3937855.0
109,109,PLAINFIELD,2018,13332473,0.0,,13332473.0
110,110,PLAINVILLE,2018,8894767,0.0,,8894767.0
111,111,PLYMOUTH,2018,8471598,0.0,,8471598.0
112,112,POMFRET,2018,2668899,0.0,,2668899.0
113,113,PORTLAND,2018,3779318,0.0,,3779318.0
114,114,PRESTON,2018,2614126,0.0,,2614126.0
115,115,PROSPECT,2018,4606367,0.0,,4606367.0
116,116,PUTNAM,2018,8285483,268431.0,,8017052.0
117,117,REDDING,2018,156245,0.0,,156245.0
118,118,RIDGEFIELD,2018,480648,0.0,,480648.0
119,119,ROCKY HILL,2018,3678934,0.0,,3678934.0
120,120,ROXBURY,2018,26939,0.0,,26939.0
121,121,SALEM,2018,2654293,0.0,,2654293.0
122,122,SALISBURY,2018,6946,0.0,,6946.0
123,123,SCOTLAND,2018,1238722,0.0,,1238722.0
124,124,SEYMOUR,2018,8696826,0.0,,8696826.0
125,125,SHARON,2018,6825,0.0,,6825.0
126,126,SHELTON,2018,5066607,0.0,,5066607.0
127,127,SHERMAN,2018,40282,0.0,,40282.0
128,128,SIMSBURY,2018,5270827,0.0,,5270827.0
129,129,SOMERS,2018,5142773,0.0,,5142773.0
130,130,SOUTHBURY,2018,2992048,0.0,,2992048.0
131,131,SOUTHINGTON,2018,17543923,0.0,,17543923.0
132,132,SOUTH WINDSOR,2018,11123863,0.0,,11123863.0
133,133,SPRAGUE,2018,2269729,0.0,,2269729.0
134,134,STAFFORD,2018,8486917,0.0,,8486917.0
135,135,STAMFORD,2018,10553759,2824882.0,,7728877.0
136,136,STERLING,2018,2781001,0.0,,2781001.0
137,137,STONINGTON,2018,1380018,0.0,,1380018.0
138,138,STRATFORD,2018,18571466,0.0,,18571466.0
139,139,SUFFIELD,2018,5394141,0.0,,5394141.0
140,140,THOMASTON,2018,4875923,0.0,,4875923.0
141,141,THOMPSON,2018,7521722,0.0,,7521722.0
142,142,TOLLAND,2018,9298958,0.0,,9298958.0
143,143,TORRINGTON,2018,24337555,549522.0,,23788033.0
144,144,TRUMBULL,2018,2937522,0.0,,2937522.0
145,145,UNION,2018,206385,0.0,,206385.0
146,146,VERNON,2018,19101426,1605068.0,,17496358.0
147,147,VOLUNTOWN,2018,2174807,0.0,,2174807.0
148,148,WALLINGFORD,2018,18462436,0.0,,18462436.0
149,149,WARREN,2018,28680,0.0,,28680.0
150,150,WASHINGTON,2018,42392,0.0,,42392.0
151,151,WATERBURY,2018,133356066,19988884.0,,113367182.0
152,152,WATERFORD,2018,252429,0.0,,252429.0
153,153,WATERTOWN,2018,10186446,0.0,,10186446.0
154,154,WESTBROOK,2018,36497,0.0,,36497.0
155,155,WEST HARTFORD,2018,18113857,0.0,,18113857.0
156,156,WEST HAVEN,2018,44899746,3741184.0,,41158562.0
157,157,WESTON,2018,229317,0.0,,229317.0
158,158,WESTPORT,2018,385065,0.0,,385065.0
159,159,WETHERSFIELD,2018,8017284,0.0,,8017284.0
160,160,WILLINGTON,2018,3156593,0.0,,3156593.0
161,161,WILTON,2018,388032,0.0,,388032.0
162,162,WINCHESTER,2018,7965127,200966.0,,7764161.0
163,163,WINDHAM,2018,26409900,2412354.0,,23997546.0
164,164,WINDSOR,2018,12094743,582729.0,,11512014.0
165,165,WINDSOR LOCKS,2018,5140604,515438.0,,4625166.0
166,166,WOLCOTT,2018,11646480,0.0,,11646480.0
167,167,WOODBRIDGE,2018,569409,0.0,,569409.0
168,168,WOODBURY,2018,1095506,0.0,,1095506.0
169,169,WOODSTOCK,2018,4656772,0.0,,4656772.0
1,1,ANDOVER,2019,2132334,0.0,,2132334.0
2,2,ANSONIA,2019,16722772,1691104.0,,15031668.0
3,3,ASHFORD,2019,3604370,0.0,,3604370.0
4,4,AVON,2019,643198,0.0,,643198.0
5,5,BARKHAMSTED,2019,1576089,0.0,,1576089.0
6,6,BEACON FALLS,2019,4021856,0.0,,4021856.0
7,7,BERLIN,2019,6037873,0.0,,6037873.0
8,8,BETHANY,2019,1877614,0.0,,1877614.0
9,9,BETHEL,2019,7914298,0.0,,7914298.0
10,10,BETHLEHEM,2019,1184697,0.0,,1184697.0
11,11,BLOOMFIELD,2019,6225402,815057.0,,5410345.0
12,12,BOLTON,2019,2795888,0.0,,2795888.0
13,13,BOZRAH,2019,1222673,0.0,,1222673.0
14,14,BRANFORD,2019,2288420,0.0,,2288420.0
15,15,BRIDGEPORT,2019,182231356,18036012.0,,164195344.0
16,16,BRIDGEWATER,2019,23079,0.0,,23079.0
17,17,BRISTOL,2019,45264509,3607195.0,,41657314.0
