town_code,district_code,town,fiscal_year,entitlement,alliance_portion,education_diversity_portion,non_alliance_portion
1,1,ANDOVER,2001,1387386,,,
2,2,ANSONIA,2001,10511260,,,
3,3,ASHFORD,2001,2871643,,,
4,4,AVON,2001,109878,,,
5,5,BARKHAMSTED,2001,1157016,,,
6,6,BEACON FALLS,2001,2887266,,,
7,7,BERLIN,2001,3301838,,,
8,8,BETHANY,2001,1448766,,,
9,9,BETHEL,2001,7020115,,,
10,10,BETHLEHEM,2001,1081506,,,
11,11,BLOOMFIELD,2001,2288149,,,
12,12,BOLTON,2001,2069781,,,
13,13,BOZRAH,2001,1010171,,,
14,14,BRANFORD,2001,1175917,,,
15,15,BRIDGEPORT,2001,128377230,,,
16,16,BRIDGEWATER,2001,59682,,,
17,17,BRISTOL,2001,29950269,,,
18,18,BROOKFIELD,2001,1145316,,,
19,19,BROOKLYN,2001,5690733,,,
20,20,BURLINGTON,2001,3056579,,,
21,21,CANAAN,2001,170916,,,
22,22,CANTERBURY,2001,4129988,,,
23,23,CANTON,2001,2064663,,,
24,24,CHAPLIN,2001,1593072,,,
25,25,CHESHIRE,2001,7227192,,,
26,26,CHESTER,2001,581186,,,
27,27,CLINTON,2001,5649032,,,
28,28,COLCHESTER,2001,8771715,,,
29,29,COLEBROOK,2001,210184,,,
30,30,COLUMBIA,2001,1917898,,,
31,31,CORNWALL,2001,11381,,,
32,32,COVENTRY,2001,7088752,,,
33,33,CROMWELL,2001,2905842,,,
34,34,DANBURY,2001,13645882,,,
35,35,DARIEN,2001,99386,,,
36,36,DEEP RIVER,2001,1439435,,,
37,37,DERBY,2001,4657203,,,
38,38,DURHAM,2001,2969977,,,
39,39,EASTFORD,2001,914053,,,
40,40,EAST GRANBY,2001,516399,,,
41,41,EAST HADDAM,2001,2703833,,,
42,42,EAST HAMPTON,2001,5827719,,,
43,43,EAST HARTFORD,2001,23994316,,,
44,44,EAST HAVEN,2001,13740209,,,
45,45,EAST LYME,2001,5465312,,,
46,46,EASTON,2001,109426,,,
47,47,EAST WINDSOR,2001,3791597,,,
48,48,ELLINGTON,2001,7162282,,,
49,49,ENFIELD,2001,22516404,,,
50,50,ESSEX,2001,128319,,,
51,51,FAIRFIELD,2001,938171,,,
52,52,FARMINGTON,2001,190826,,,
53,53,FRANKLIN,2001,686484,,,
54,54,GLASTONBURY,2001,2641874,,,
55,55,GOSHEN,2001,95927,,,
56,56,GRANBY,2001,3030426,,,
57,57,GREENWICH,2001,310025,,,
58,58,GRISWOLD,2001,9056270,,,
59,59,GROTON,2001,21907084,,,
60,60,GUILFORD,2001,2672410,,,
61,61,HADDAM,2001,267015,,,
62,62,HAMDEN,2001,12638264,,,
63,63,HAMPTON,2001,1118826,,,
64,64,HARTFORD,2001,157876239,,,
65,65,HARTLAND,2001,1167531,,,
66,66,HARWINTON,2001,2273453,,,
67,67,HEBRON,2001,5065169,,,
68,68,KENT,2001,74879,,,
69,69,KILLINGLY,2001,12829533,,,
70,70,KILLINGWORTH,2001,1836872,,,
71,71,LEBANON,2001,4422541,,,
72,72,LEDYARD,2001,10040387,,,
73,73,LISBON,2001,3297401,,,
74,74,LITCHFIELD,2001,668819,,,
75,75,LYME,2001,26538,,,
76,76,MADISON,2001,587990,,,
77,77,MANCHESTER,2001,22647198,,,
78,78,MANSFIELD,2001,7947813,,,
79,79,MARLBOROUGH,2001,2610366,,,
80,80,MERIDEN,2001,37526731,,,
81,81,MIDDLEBURY,2001,210673,,,
82,82,MIDDLEFIELD,2001,1367057,,,
83,83,MIDDLETOWN,2001,9728942,,,
84,84,MILFORD,2001,9357455,,,
85,85,MONROE,2001,5411708,,,
86,86,MONTVILLE,2001,9855754,,,
87,87,MORRIS,2001,563868,,,
88,88,NAUGATUCK,2001,24369872,,,
89,89,NEW BRITAIN,2001,49281254,,,
90,90,NEW CANAAN,2001,67217,,,
91,91,NEW FAIRFIELD,2001,3827214,,,
92,92,NEW HARTFORD,2001,2394611,,,
93,93,NEW HAVEN,2001,117878616,,,
94,94,NEWINGTON,2001,7380051,,,
95,95,NEW LONDON,2001,19018332,,,
96,96,NEW MILFORD,2001,9674492,,,
97,97,NEWTOWN,2001,3739607,,,
98,98,NORFOLK,2001,333424,,,
99,99,NORTH BRANFORD,2001,6697070,,,
100,100,NORTH CANAAN,2001,1736163,,,
101,101,NORTH HAVEN,2001,1630383,,,
102,102,NORTH STONINGTON,2001,2527037,,,
103,103,NORWALK,2001,8129564,,,
104,104,NORWICH,2001,25229624,,,
105,105,OLD LYME,2001,145721,,,
106,106,OLD SAYBROOK,2001,215324,,,
107,107,ORANGE,2001,306315,,,
108,108,OXFORD,2001,3704301,,,
109,109,PLAINFIELD,2001,12862910,,,
110,110,PLAINVILLE,2001,7228526,,,
111,111,PLYMOUTH,2001,7969825,,,
112,112,POMFRET,2001,2252203,,,
113,113,PORTLAND,2001,2878787,,,
114,114,PRESTON,2001,2485920,,,
115,115,PROSPECT,2001,4041279,,,
116,116,PUTNAM,2001,6665231,,,
117,117,REDDING,2001,76897,,,
118,118,RIDGEFIELD,2001,231380,,,
119,119,ROCKY HILL,2001,2099653,,,
120,120,ROXBURY,2001,27168,,,
121,121,SALEM,2001,2468243,,,
122,122,SALISBURY,2001,40286,,,
123,123,SCOTLAND,2001,1222536,,,
124,124,SEYMOUR,2001,7005901,,,
125,125,SHARON,2001,43990,,,
126,126,SHELTON,2001,4347600,,,
127,127,SHERMAN,2001,13287,,,
128,128,SIMSBURY,2001,1853512,,,
129,129,SOMERS,2001,4211437,,,
130,130,SOUTHBURY,2001,678283,,,
131,131,SOUTHINGTON,2001,14871043,,,
132,132,SOUTH WINDSOR,2001,7638079,,,
133,133,SPRAGUE,2001,2229291,,,
134,134,STAFFORD,2001,8208503,,,
135,135,STAMFORD,2001,4447749,,,
136,136,STERLING,2001,2484982,,,
137,137,STONINGTON,2001,1801112,,,
138,138,STRATFORD,2001,9415699,,,
139,139,SUFFIELD,2001,3089258,,,
140,140,THOMASTON,2001,4054719,,,
141,141,THOMPSON,2001,6309903,,,
142,142,TOLLAND,2001,7360460,,,
143,143,TORRINGTON,2001,17563940,,,
144,144,TRUMBULL,2001,1879438,,,
145,145,UNION,2001,196880,,,
146,146,VERNON,2001,14684548,,,
147,147,VOLUNTOWN,2001,2162706,,,
148,148,WALLINGFORD,2001,17515608,,,
149,149,WARREN,2001,47740,,,
150,150,WASHINGTON,2001,73428,,,
151,151,WATERBURY,2001,79671148,,,
152,152,WATERFORD,2001,124762,,,
153,153,WATERTOWN,2001,9619084,,,
154,154,WESTBROOK,2001,141380,,,
155,155,WEST HARTFORD,2001,4239847,,,
156,156,WEST HAVEN,2001,33675820,,,
157,157,WESTON,2001,98599,,,
158,158,WESTPORT,2001,140924,,,
159,159,WETHERSFIELD,2001,2172848,,,
160,160,WILLINGTON,2001,3100705,,,
161,161,WILTON,2001,47674,,,
162,162,WINCHESTER,2001,6536849,,,
163,163,WINDHAM,2001,19268354,,,
164,164,WINDSOR,2001,7117868,,,
165,165,WINDSOR LOCKS,2001,1538599,,,
166,166,WOLCOTT,2001,9622185,,,
167,167,WOODBRIDGE,2001,194751,,,
168,168,WOODBURY,2001,425631,,,
169,169,WOODSTOCK,2001,3771504,,,
1,1,ANDOVER,2002,1509470,,,
2,2,ANSONIA,2002,11218572,,,
3,3,ASHFORD,2002,3036660,,,
4,4,AVON,2002,311777,,,
5,5,BARKHAMSTED,2002,1176454,,,
6,6,BEACON FALLS,2002,3010322,,,
7,7,BERLIN,2002,3663534,,,
8,8,BETHANY,2002,1473105,,,
9,9,BETHEL,2002,7138053,,,
10,10,BETHLEHEM,2002,1099675,,,
11,11,BLOOMFIELD,2002,2371576,,,
12,12,BOLTON,2002,2209545,,,
13,13,BOZRAH,2002,1027142,,,
14,14,BRANFORD,2002,1250097,,,
15,15,BRIDGEPORT,2002,136818542,,,
16,16,BRIDGEWATER,2002,75546,,,
17,17,BRISTOL,2002,31683759,,,
18,18,BROOKFIELD,2002,1164557,,,
19,19,BROOKLYN,2002,5786337,,,
20,20,BURLINGTON,2002,3107930,,,
21,21,CANAAN,2002,181707,,,
22,22,CANTERBURY,2002,4199372,,,
23,23,CANTON,2002,2204176,,,
24,24,CHAPLIN,2002,1619836,,,
25,25,CHESHIRE,2002,7348609,,,
26,26,CHESTER,2002,590950,,,
27,27,CLINTON,2002,5743936,,,
28,28,COLCHESTER,2002,9728469,,,
29,29,COLEBROOK,2002,263530,,,
30,30,COLUMBIA,2002,2001793,,,
31,31,CORNWALL,2002,28918,,,
32,32,COVENTRY,2002,7418066,,,
33,33,CROMWELL,2002,3081286,,,
34,34,DANBURY,2002,14161519,,,
35,35,DARIEN,2002,379724,,,
36,36,DEEP RIVER,2002,1491196,,,
37,37,DERBY,2002,5108007,,,
38,38,DURHAM,2002,3076168,,,
39,39,EASTFORD,2002,929409,,,
40,40,EAST GRANBY,2002,525075,,,
41,41,EAST HADDAM,2002,2878247,,,
42,42,EAST HAMPTON,2002,5925625,,,
43,43,EAST HARTFORD,2002,26941033,,,
44,44,EAST HAVEN,2002,15132798,,,
45,45,EAST LYME,2002,5944240,,,
46,46,EASTON,2002,194778,,,
47,47,EAST WINDSOR,2002,3953672,,,
48,48,ELLINGTON,2002,7504348,,,
49,49,ENFIELD,2002,22894680,,,
50,50,ESSEX,2002,173177,,,
51,51,FAIRFIELD,2002,1388821,,,
52,52,FARMINGTON,2002,474672,,,
53,53,FRANKLIN,2002,698017,,,
54,54,GLASTONBURY,2002,3165304,,,
55,55,GOSHEN,2002,119206,,,
56,56,GRANBY,2002,3339861,,,
57,57,GREENWICH,2002,931827,,,
58,58,GRISWOLD,2002,9208415,,,
59,59,GROTON,2002,22275123,,,
60,60,GUILFORD,2002,2717306,,,
61,61,HADDAM,2002,369328,,,
62,62,HAMDEN,2002,14640699,,,
63,63,HAMPTON,2002,1177704,,,
64,64,HARTFORD,2002,160649688,,,
65,65,HARTLAND,2002,1187146,,,
66,66,HARWINTON,2002,2311647,,,
67,67,HEBRON,2002,5150264,,,
68,68,KENT,2002,92218,,,
69,69,KILLINGLY,2002,13045069,,,
70,70,KILLINGWORTH,2002,1977102,,,
71,71,LEBANON,2002,4496840,,,
72,72,LEDYARD,2002,10209066,,,
73,73,LISBON,2002,3352797,,,
74,74,LITCHFIELD,2002,867030,,,
75,75,LYME,2002,50852,,,
76,76,MADISON,2002,744101,,,
77,77,MANCHESTER,2002,23920517,,,
78,78,MANSFIELD,2002,8372503,,,
79,79,MARLBOROUGH,2002,2654220,,,
80,80,MERIDEN,2002,40448722,,,
81,81,MIDDLEBURY,2002,282233,,,
82,82,MIDDLEFIELD,2002,1483799,,,
83,83,MIDDLETOWN,2002,10675284,,,
84,84,MILFORD,2002,9514660,,,
85,85,MONROE,2002,5502625,,,
86,86,MONTVILLE,2002,10301099,,,
87,87,MORRIS,2002,583574,,,
88,88,NAUGATUCK,2002,24779286,,,
89,89,NEW BRITAIN,2002,53906442,,,
90,90,NEW CANAAN,2002,345712,,,
91,91,NEW FAIRFIELD,2002,3891511,,,
92,92,NEW HARTFORD,2002,2516823,,,
93,93,NEW HAVEN,2002,120560079,,,
94,94,NEWINGTON,2002,8024037,,,
95,95,NEW LONDON,2002,19337840,,,
96,96,NEW MILFORD,2002,10084016,,,
97,97,NEWTOWN,2002,3802432,,,
98,98,NORFOLK,2002,339026,,,
99,99,NORTH BRANFORD,2002,6809581,,,
100,100,NORTH CANAAN,2002,1765331,,,
101,101,NORTH HAVEN,2002,1657773,,,
102,102,NORTH STONINGTON,2002,2569491,,,
103,103,NORWALK,2002,8266141,,,
104,104,NORWICH,2002,25653482,,,
105,105,OLD LYME,2002,242772,,,
106,106,OLD SAYBROOK,2002,296598,,,
107,107,ORANGE,2002,442059,,,
108,108,OXFORD,2002,3766533,,,
109,109,PLAINFIELD,2002,13079007,,,
110,110,PLAINVILLE,2002,7750079,,,
111,111,PLYMOUTH,2002,8103718,,,
112,112,POMFRET,2002,2360430,,,
113,113,PORTLAND,2002,3044672,,,
114,114,PRESTON,2002,2527683,,,
115,115,PROSPECT,2002,4109172,,,
116,116,PUTNAM,2002,6777207,,,
117,117,REDDING,2002,193291,,,
118,118,RIDGEFIELD,2002,566942,,,
119,119,ROCKY HILL,2002,2174508,,,
120,120,ROXBURY,2002,53707,,,
121,121,SALEM,2002,2577529,,,
122,122,SALISBURY,2002,74258,,,
123,123,SCOTLAND,2002,1243075,,,
124,124,SEYMOUR,2002,7614312,,,
125,125,SHARON,2002,64412,,,
126,126,SHELTON,2002,4420640,,,
127,127,SHERMAN,2002,59402,,,
128,128,SIMSBURY,2002,1905649,,,
129,129,SOMERS,2002,4282189,,,
130,130,SOUTHBURY,2002,858029,,,
131,131,SOUTHINGTON,2002,15337543,,,
132,132,SOUTH WINDSOR,2002,8378675,,,
133,133,SPRAGUE,2002,2266743,,,
134,134,STAFFORD,2002,8346406,,,
135,135,STAMFORD,2002,4873122,,,
136,136,STERLING,2002,2526730,,,
137,137,STONINGTON,2002,1831371,,,
138,138,STRATFORD,2002,11346169,,,
139,139,SUFFIELD,2002,3300260,,,
140,140,THOMASTON,2002,4286017,,,
141,141,THOMPSON,2002,6415909,,,
142,142,TOLLAND,2002,7731821,,,
143,143,TORRINGTON,2002,18473616,,,
144,144,TRUMBULL,2002,1988639,,,
145,145,UNION,2002,200188,,,
146,146,VERNON,2002,14931248,,,
147,147,VOLUNTOWN,2002,2226291,,,
148,148,WALLINGFORD,2002,17819732,,,
149,149,WARREN,2002,55517,,,
150,150,WASHINGTON,2002,109492,,,
151,151,WATERBURY,2002,85221570,,,
152,152,WATERFORD,2002,340435,,,
153,153,WATERTOWN,2002,9780685,,,
154,154,WESTBROOK,2002,195745,,,
155,155,WEST HARTFORD,2002,6488793,,,
156,156,WEST HAVEN,2002,34241574,,,
157,157,WESTON,2002,262733,,,
158,158,WESTPORT,2002,490437,,,
159,159,WETHERSFIELD,2002,2675583,,,
160,160,WILLINGTON,2002,3152797,,,
161,161,WILTON,2002,342110,,,
162,162,WINCHESTER,2002,6646668,,,
163,163,WINDHAM,2002,19908719,,,
164,164,WINDSOR,2002,7632192,,,
165,165,WINDSOR LOCKS,2002,2092359,,,
166,166,WOLCOTT,2002,10047208,,,
167,167,WOODBRIDGE,2002,300817,,,
168,168,WOODBURY,2002,570907,,,
169,169,WOODSTOCK,2002,3953598,,,
1,1,ANDOVER,2003,1676656,,,
2,2,ANSONIA,2003,11760564,,,
3,3,ASHFORD,2003,3281116,,,
4,4,AVON,2003,578168,,,
5,5,BARKHAMSTED,2003,1176454,,,
6,6,BEACON FALLS,2003,3103358,,,
7,7,BERLIN,2003,4160838,,,
8,8,BETHANY,2003,1537023,,,
9,9,BETHEL,2003,7138053,,,
10,10,BETHLEHEM,2003,1169896,,,
11,11,BLOOMFIELD,2003,2490779,,,
12,12,BOLTON,2003,2394803,,,
13,13,BOZRAH,2003,1027142,,,
14,14,BRANFORD,2003,1321343,,,
15,15,BRIDGEPORT,2003,140249047,,,
16,16,BRIDGEWATER,2003,92683,,,
17,17,BRISTOL,2003,33045517,,,
18,18,BROOKFIELD,2003,1164557,,,
19,19,BROOKLYN,2003,5786337,,,
20,20,BURLINGTON,2003,3355317,,,
21,21,CANAAN,2003,184156,,,
22,22,CANTERBURY,2003,4199372,,,
23,23,CANTON,2003,2426890,,,
24,24,CHAPLIN,2003,1619836,,,
25,25,CHESHIRE,2003,7348609,,,
26,26,CHESTER,2003,590950,,,
27,27,CLINTON,2003,5743936,,,
28,28,COLCHESTER,2003,10723831,,,
29,29,COLEBROOK,2003,324411,,,
30,30,COLUMBIA,2003,2080658,,,
31,31,CORNWALL,2003,50920,,,
32,32,COVENTRY,2003,7492707,,,
33,33,CROMWELL,2003,3217619,,,
34,34,DANBURY,2003,15076499,,,
35,35,DARIEN,2003,752356,,,
36,36,DEEP RIVER,2003,1498311,,,
37,37,DERBY,2003,5540083,,,
38,38,DURHAM,2003,3200112,,,
39,39,EASTFORD,2003,929409,,,
40,40,EAST GRANBY,2003,629024,,,
41,41,EAST HADDAM,2003,2929615,,,
42,42,EAST HAMPTON,2003,5952965,,,
43,43,EAST HARTFORD,2003,30339443,,,
44,44,EAST HAVEN,2003,16256391,,,
45,45,EAST LYME,2003,6310062,,,
46,46,EASTON,2003,307150,,,
47,47,EAST WINDSOR,2003,4206328,,,
48,48,ELLINGTON,2003,7587545,,,
49,49,ENFIELD,2003,22894680,,,
50,50,ESSEX,2003,229878,,,
51,51,FAIRFIELD,2003,1988976,,,
52,52,FARMINGTON,2003,836495,,,
53,53,FRANKLIN,2003,698017,,,
54,54,GLASTONBURY,2003,3677295,,,
55,55,GOSHEN,2003,149031,,,
56,56,GRANBY,2003,3732576,,,
57,57,GREENWICH,2003,1739348,,,
58,58,GRISWOLD,2003,9208415,,,
59,59,GROTON,2003,22275123,,,
60,60,GUILFORD,2003,2717306,,,
61,61,HADDAM,2003,585740,,,
62,62,HAMDEN,2003,16778072,,,
63,63,HAMPTON,2003,1186063,,,
64,64,HARTFORD,2003,162565588,,,
65,65,HARTLAND,2003,1187146,,,
66,66,HARWINTON,2003,2311647,,,
67,67,HEBRON,2003,5250945,,,
68,68,KENT,2003,114227,,,
69,69,KILLINGLY,2003,13079746,,,
70,70,KILLINGWORTH,2003,1977102,,,
71,71,LEBANON,2003,4496840,,,
72,72,LEDYARD,2003,10209066,,,
73,73,LISBON,2003,3352797,,,
74,74,LITCHFIELD,2003,1087772,,,
75,75,LYME,2003,84874,,,
76,76,MADISON,2003,947965,,,
77,77,MANCHESTER,2003,24692759,,,
78,78,MANSFIELD,2003,8511186,,,
79,79,MARLBOROUGH,2003,2654220,,,
80,80,MERIDEN,2003,43174723,,,
81,81,MIDDLEBURY,2003,376049,,,
82,82,MIDDLEFIELD,2003,1658087,,,
83,83,MIDDLETOWN,2003,12154862,,,
84,84,MILFORD,2003,9514660,,,
85,85,MONROE,2003,5502625,,,
86,86,MONTVILLE,2003,10394648,,,
87,87,MORRIS,2003,584520,,,
88,88,NAUGATUCK,2003,24779286,,,
89,89,NEW BRITAIN,2003,58537559,,,
90,90,NEW CANAAN,2003,716628,,,
91,91,NEW FAIRFIELD,2003,3891511,,,
92,92,NEW HARTFORD,2003,2624685,,,
93,93,NEW HAVEN,2003,122545576,,,
94,94,NEWINGTON,2003,8882826,,,
95,95,NEW LONDON,2003,19774693,,,
96,96,NEW MILFORD,2003,10228680,,,
97,97,NEWTOWN,2003,3802432,,,
98,98,NORFOLK,2003,339026,,,
99,99,NORTH BRANFORD,2003,6809581,,,
100,100,NORTH CANAAN,2003,1765331,,,
101,101,NORTH HAVEN,2003,1657773,,,
102,102,NORTH STONINGTON,2003,2569491,,,
103,103,NORWALK,2003,8335822,,,
104,104,NORWICH,2003,26803586,,,
105,105,OLD LYME,2003,368115,,,
106,106,OLD SAYBROOK,2003,400258,,,
107,107,ORANGE,2003,612845,,,
108,108,OXFORD,2003,3766533,,,
109,109,PLAINFIELD,2003,13079007,,,
110,110,PLAINVILLE,2003,8229143,,,
111,111,PLYMOUTH,2003,8126434,,,
112,112,POMFRET,2003,2444796,,,
113,113,PORTLAND,2003,3274918,,,
114,114,PRESTON,2003,2527683,,,
115,115,PROSPECT,2003,4109172,,,
116,116,PUTNAM,2003,6995267,,,
117,117,REDDING,2003,345203,,,
118,118,RIDGEFIELD,2003,1022480,,,
119,119,ROCKY HILL,2003,2174508,,,
120,120,ROXBURY,2003,88716,,,
121,121,SALEM,2003,2624813,,,
122,122,SALISBURY,2003,114144,,,
123,123,SCOTLAND,2003,1243075,,,
124,124,SEYMOUR,2003,8112260,,,
125,125,SHARON,2003,89283,,,
126,126,SHELTON,2003,4420640,,,
127,127,SHERMAN,2003,119137,,,
128,128,SIMSBURY,2003,1930169,,,
129,129,SOMERS,2003,4388553,,,
130,130,SOUTHBURY,2003,1063673,,,
131,131,SOUTHINGTON,2003,15504997,,,
132,132,SOUTH WINDSOR,2003,9133931,,,
133,133,SPRAGUE,2003,2266743,,,
134,134,STAFFORD,2003,8346406,,,
135,135,STAMFORD,2003,5353772,,,
136,136,STERLING,2003,2600935,,,
137,137,STONINGTON,2003,1831371,,,
138,138,STRATFORD,2003,13548545,,,
139,139,SUFFIELD,2003,3728702,,,
140,140,THOMASTON,2003,4445270,,,
141,141,THOMPSON,2003,6415909,,,
142,142,TOLLAND,2003,8113724,,,
143,143,TORRINGTON,2003,19059005,,,
144,144,TRUMBULL,2003,2138770,,,
145,145,UNION,2003,200188,,,
146,146,VERNON,2003,14952503,,,
147,147,VOLUNTOWN,2003,2253006,,,
148,148,WALLINGFORD,2003,18033162,,,
149,149,WARREN,2003,63889,,,
150,150,WASHINGTON,2003,155879,,,
151,151,WATERBURY,2003,90120162,,,
152,152,WATERFORD,2003,615116,,,
153,153,WATERTOWN,2003,9791503,,,
154,154,WESTBROOK,2003,262065,,,
155,155,WEST HARTFORD,2003,8753470,,,
156,156,WEST HAVEN,2003,34897776,,,
157,157,WESTON,2003,468685,,,
158,158,WESTPORT,2003,961810,,,
159,159,WETHERSFIELD,2003,3744653,,,
160,160,WILLINGTON,2003,3152797,,,
161,161,WILTON,2003,728869,,,
162,162,WINCHESTER,2003,6646668,,,
163,163,WINDHAM,2003,20320839,,,
164,164,WINDSOR,2003,8126265,,,
165,165,WINDSOR LOCKS,2003,2611851,,,
166,166,WOLCOTT,2003,10574385,,,
167,167,WOODBRIDGE,2003,429731,,,
168,168,WOODBURY,2003,679901,,,
169,169,WOODSTOCK,2003,4121482,,,
1,1,ANDOVER,2004,1758806,,,
2,2,ANSONIA,2004,12004714,,,
3,3,ASHFORD,2004,3282345,,,
4,4,AVON,2004,643433,,,
5,5,BARKHAMSTED,2004,1129368,,,
6,6,BEACON FALLS,2004,3159634,,,
7,7,BERLIN,2004,4113459,,,
8,8,BETHANY,2004,1465759,,,
9,9,BETHEL,2004,6827506,,,
10,10,BETHLEHEM,2004,1134498,,,
11,11,BLOOMFIELD,2004,2768525,,,
12,12,BOLTON,2004,2438042,,,
13,13,BOZRAH,2004,984704,,,
14,14,BRANFORD,2004,1276911,,,
15,15,BRIDGEPORT,2004,141249047,,,
16,16,BRIDGEWATER,2004,95728,,,
17,17,BRISTOL,2004,33208679,,,
18,18,BROOKFIELD,2004,1116442,,,
19,19,BROOKLYN,2004,5628569,,,
20,20,BURLINGTON,2004,3323686,,,
21,21,CANAAN,2004,174211,,,
22,22,CANTERBURY,2004,4025868,,,
23,23,CANTON,2004,2284222,,,
24,24,CHAPLIN,2004,1627834,,,
25,25,CHESHIRE,2004,7044990,,,
26,26,CHESTER,2004,566534,,,
27,27,CLINTON,2004,5506616,,,
28,28,COLCHESTER,2004,10916825,,,
29,29,COLEBROOK,2004,387798,,,
30,30,COLUMBIA,2004,1981060,,,
31,31,CORNWALL,2004,52146,,,
32,32,COVENTRY,2004,7308002,,,
33,33,CROMWELL,2004,2978451,,,
34,34,DANBURY,2004,15245564,,,
35,35,DARIEN,2004,831082,,,
36,36,DEEP RIVER,2004,1443219,,,
37,37,DERBY,2004,5725498,,,
38,38,DURHAM,2004,3275728,,,
39,39,EASTFORD,2004,891009,,,
40,40,EAST GRANBY,2004,675407,,,
41,41,EAST HADDAM,2004,2982556,,,
42,42,EAST HAMPTON,2004,5888109,,,
43,43,EAST HARTFORD,2004,31474021,,,
44,44,EAST HAVEN,2004,15969794,,,
45,45,EAST LYME,2004,6225347,,,
46,46,EASTON,2004,336784,,,
47,47,EAST WINDSOR,2004,4207316,,,
48,48,ELLINGTON,2004,7714584,,,
49,49,ENFIELD,2004,22414160,,,
50,50,ESSEX,2004,242225,,,
51,51,FAIRFIELD,2004,2059198,,,
52,52,FARMINGTON,2004,907731,,,
53,53,FRANKLIN,2004,778611,,,
54,54,GLASTONBURY,2004,3728408,,,
55,55,GOSHEN,2004,148608,,,
56,56,GRANBY,2004,3887140,,,
57,57,GREENWICH,2004,1896485,,,
58,58,GRISWOLD,2004,8909206,,,
59,59,GROTON,2004,22385106,,,
60,60,GUILFORD,2004,2605037,,,
61,61,HADDAM,2004,930856,,,
62,62,HAMDEN,2004,17300537,,,
63,63,HAMPTON,2004,1142452,,,
64,64,HARTFORD,2004,163565588,,,
65,65,HARTLAND,2004,1138097,,,
66,66,HARWINTON,2004,2216137,,,
67,67,HEBRON,2004,5365390,,,
68,68,KENT,2004,113197,,,
69,69,KILLINGLY,2004,13144327,,,
70,70,KILLINGWORTH,2004,1880998,,,
71,71,LEBANON,2004,4357022,,,
72,72,LEDYARD,2004,9885697,,,
73,73,LISBON,2004,3214271,,,
74,74,LITCHFIELD,2004,1041447,,,
75,75,LYME,2004,89058,,,
76,76,MADISON,2004,990733,,,
77,77,MANCHESTER,2004,24814679,,,
78,78,MANSFIELD,2004,8440787,,,
79,79,MARLBOROUGH,2004,2544557,,,
80,80,MERIDEN,2004,43690576,,,
81,81,MIDDLEBURY,2004,382732,,,
82,82,MIDDLEFIELD,2004,1620275,,,
83,83,MIDDLETOWN,2004,12214876,,,
84,84,MILFORD,2004,9048139,,,
85,85,MONROE,2004,5275276,,,
86,86,MONTVILLE,2004,10313587,,,
87,87,MORRIS,2004,563027,,,
88,88,NAUGATUCK,2004,24901633,,,
89,89,NEW BRITAIN,2004,59167338,,,
90,90,NEW CANAAN,2004,797357,,,
91,91,NEW FAIRFIELD,2004,3730728,,,
92,92,NEW HARTFORD,2004,2572315,,,
93,93,NEW HAVEN,2004,123545576,,,
94,94,NEWINGTON,2004,9346622,,,
95,95,NEW LONDON,2004,19872330,,,
96,96,NEW MILFORD,2004,10208090,,,
97,97,NEWTOWN,2004,3645329,,,
98,98,NORFOLK,2004,325018,,,
99,99,NORTH BRANFORD,2004,6528233,,,
100,100,NORTH CANAAN,2004,1692393,,,
101,101,NORTH HAVEN,2004,1572412,,,
102,102,NORTH STONINGTON,2004,2463329,,,
103,103,NORWALK,2004,8376980,,,
104,104,NORWICH,2004,26935928,,,
105,105,OLD LYME,2004,384911,,,
106,106,OLD SAYBROOK,2004,412707,,,
107,107,ORANGE,2004,649126,,,
108,108,OXFORD,2004,3610913,,,
109,109,PLAINFIELD,2004,12538628,,,
110,110,PLAINVILLE,2004,8179950,,,
111,111,PLYMOUTH,2004,7827630,,,
112,112,POMFRET,2004,2517607,,,
113,113,PORTLAND,2004,3271998,,,
114,114,PRESTON,2004,2426476,,,
115,115,PROSPECT,2004,4252513,,,
116,116,PUTNAM,2004,7029806,,,
117,117,REDDING,2004,388812,,,
118,118,RIDGEFIELD,2004,1149907,,,
119,119,ROCKY HILL,2004,2078865,,,
120,120,ROXBURY,2004,99055,,,
121,121,SALEM,2004,2662853,,,
122,122,SALISBURY,2004,114675,,,
123,123,SCOTLAND,2004,1191715,,,
124,124,SEYMOUR,2004,8040276,,,
125,125,SHARON,2004,93513,,,
126,126,SHELTON,2004,4209012,,,
127,127,SHERMAN,2004,133410,,,
128,128,SIMSBURY,2004,1879473,,,
129,129,SOMERS,2004,4453390,,,
130,130,SOUTHBURY,2004,1115708,,,
131,131,SOUTHINGTON,2004,15001104,,,
132,132,SOUTH WINDSOR,2004,9168537,,,
133,133,SPRAGUE,2004,2180719,,,
134,134,STAFFORD,2004,8001562,,,
135,135,STAMFORD,2004,5380206,,,
136,136,STERLING,2004,2535364,,,
137,137,STONINGTON,2004,1755705,,,
138,138,STRATFORD,2004,14332563,,,
139,139,SUFFIELD,2004,3772415,,,
140,140,THOMASTON,2004,4562833,,,
141,141,THOMPSON,2004,6447587,,,
142,142,TOLLAND,2004,8421803,,,
143,143,TORRINGTON,2004,19070633,,,
144,144,TRUMBULL,2004,2104978,,,
145,145,UNION,2004,194415,,,
146,146,VERNON,2004,14372018,,,
