"Smarter Balanced Assessments, 2021-22"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,"Math","N",799,796,99.6,796,118,14.8,229,28.8,249,31.3,200,25.1,449,56.4
,,,"Y",959,940,98.0,939,416,44.3,277,29.5,164,17.5,82,8.7,246,26.2
"Guilford School District","=""0600011""","ELA","N",1066,1064,99.8,1063,41,3.9,130,12.2,379,35.7,513,48.3,892,83.9
,,,"Y",324,319,98.5,319,103,32.3,71,22.3,91,28.5,54,16.9,145,45.5
,,"Math","N",1066,1064,99.8,1063,41,3.9,202,19.0,321,30.2,499,46.9,820,77.1
,,,"Y",324,318,98.1,318,113,35.5,91,28.6,62,19.5,52,16.4,114,35.8
"Hamden School District","=""0620011""","ELA","N",1106,1097,99.2,1097,160,14.6,233,21.2,342,31.2,362,33.0,704,64.2
,,,"Y",1326,1299,98.0,1299,632,48.7,325,25.0,240,18.5,102,7.9,342,26.3
,,"Math","N",1104,1092,98.9,1092,219,20.1,299,27.4,254,23.3,320,29.3,574,52.6
,,,"Y",1325,1290,97.4,1289,737,57.2,305,23.7,160,12.4,87,6.7,247,19.2
"Hampton School District","=""0630011""","ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","N",1029,1017,98.8,1017,347,34.1,230,22.6,276,27.1,164,16.1,440,43.3
,,,"Y",6343,6270,98.8,6269,4122,65.8,1192,19.0,748,11.9,207,3.3,955,15.2
,,"Math","N",1024,1000,97.7,1000,415,41.5,272,27.2,158,15.8,155,15.5,313,31.3
,,,"Y",6329,6207,98.1,6198,4508,72.7,1093,17.6,430,6.9,167,2.7,597,9.6
"Hartland School District","=""0650011""","ELA","N",66,66,100.0,66,"*","*",13,19.7,19,28.8,"*","*","*","*"
,,,"Y",30,30,100.0,30,"*","*",8,26.7,11,36.7,"*","*","*","*"
,,"Math","N",66,66,100.0,66,"*","*",15,22.7,28,42.4,"*","*","*","*"
,,,"Y",30,30,100.0,30,13,43.3,10,33.3,"*","*","*","*",7,23.3
"Hebron School District","=""0670011""","ELA","N",261,260,99.6,260,12,4.6,58,22.3,96,36.9,94,36.2,190,73.1
,,,"Y",93,93,100.0,93,35,37.6,15,16.1,27,29.0,16,17.2,43,46.2
,,"Math","N",261,259,99.2,259,17,6.6,69,26.6,90,34.7,83,32.0,173,66.8
,,,"Y",93,93,100.0,93,33,35.5,21,22.6,23,24.7,16,17.2,39,41.9
"Highville Charter School District","=""2860013""","ELA","N",41,40,97.6,40,16,40.0,12,30.0,"*","*","*","*",12,30.0
,,,"Y",161,160,99.4,160,93,58.1,46,28.8,"*","*","*","*",21,13.1
,,"Math","N",41,40,97.6,40,22,55.0,"*","*","*","*",0,0.0,"*","*"
,,,"Y",161,159,98.8,159,118,74.2,"*","*","*","*",0,0.0,"*","*"
"Integrated Day Charter School District","=""2640013""","ELA","N",89,88,98.9,88,6,6.8,20,22.7,38,43.2,24,27.3,62,70.5
,,,"Y",125,125,100.0,125,27,21.6,31,24.8,43,34.4,24,19.2,67,53.6
,,"Math","N",89,88,98.9,88,10,11.4,28,31.8,23,26.1,27,30.7,50,56.8
,,,"Y",125,125,100.0,125,42,33.6,38,30.4,24,19.2,21,16.8,45,36.0
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",61,61,100.0,61,6,9.8,22,36.1,23,37.7,10,16.4,33,54.1
,,,"Y",210,209,99.5,209,90,43.1,59,28.2,50,23.9,10,4.8,60,28.7
,,"Math","N",61,61,100.0,61,12,19.7,30,49.2,"*","*","*","*",19,31.1
,,,"Y",210,209,99.5,209,135,64.6,58,27.8,"*","*","*","*",16,7.7
"Jumoke Academy District","=""2610013""","ELA","N",227,226,99.6,226,113,50.0,53,23.5,43,19.0,17,7.5,60,26.5
,,,"Y",139,139,100.0,139,93,66.9,24,17.3,15,10.8,7,5.0,22,15.8
,,"Math","N",227,225,99.1,225,122,54.2,50,22.2,"*","*","*","*",53,23.6
,,,"Y",139,139,100.0,139,97,69.8,30,21.6,"*","*","*","*",12,8.6
"Kent School District","=""0680011""","ELA","N",91,91,100.0,91,"*","*",9,9.9,28,30.8,"*","*","*","*"
,,,"Y",31,30,96.8,30,9,30.0,"*","*",9,30.0,"*","*","*","*"
,,"Math","N",91,91,100.0,91,10,11.0,17,18.7,20,22.0,44,48.4,64,70.3
,,,"Y",31,30,96.8,30,8,26.7,7,23.3,8,26.7,7,23.3,15,50.0
"Killingly School District","=""0690011""","ELA","N",410,409,99.8,409,55,13.4,101,24.7,172,42.1,81,19.8,253,61.9
,,,"Y",583,574,98.5,573,233,40.7,166,29.0,136,23.7,38,6.6,174,30.4
,,"Math","N",410,409,99.8,409,102,24.9,148,36.2,101,24.7,58,14.2,159,38.9
,,,"Y",582,570,97.9,570,301,52.8,173,30.4,69,12.1,27,4.7,96,16.8
"Learn","=""2450014""","ELA","N",71,70,98.6,70,"*","*","*","*",19,27.1,29,41.4,48,68.6
,,,"Y",186,184,98.9,184,"*","*",44,23.9,30,16.3,"*","*","*","*"
,,"Math","N",71,70,98.6,70,10,14.3,18,25.7,23,32.9,19,27.1,42,60.0
,,,"Y",186,182,97.8,182,98,53.8,50,27.5,23,12.6,11,6.0,34,18.7
"Lebanon School District","=""0710011""","ELA","N",245,245,100.0,245,15,6.1,46,18.8,91,37.1,93,38.0,184,75.1
,,,"Y",147,144,98.0,144,50,34.7,23,16.0,44,30.6,27,18.8,71,49.3
,,"Math","N",245,245,100.0,245,18,7.3,64,26.1,73,29.8,90,36.7,163,66.5
,,,"Y",147,141,95.9,141,46,32.6,40,28.4,30,21.3,25,17.7,55,39.0
"Ledyard School District","=""0720011""","ELA","N",718,716,99.7,716,133,18.6,163,22.8,242,33.8,178,24.9,420,58.7
,,,"Y",355,351,98.9,351,158,45.0,89,25.4,80,22.8,24,6.8,104,29.6
,,"Math","N",718,716,99.7,716,136,19.0,216,30.2,196,27.4,168,23.5,364,50.8
,,,"Y",356,351,98.6,351,176,50.1,108,30.8,46,13.1,21,6.0,67,19.1
"Lisbon School District","=""0730011""","ELA","N",147,147,100.0,147,17,11.6,37,25.2,57,38.8,36,24.5,93,63.3
,,,"Y",105,102,97.1,102,29,28.4,30,29.4,30,29.4,13,12.7,43,42.2
,,"Math","N",147,147,100.0,147,14,9.5,31,21.1,57,38.8,45,30.6,102,69.4
,,,"Y",104,101,97.1,101,29,28.7,37,36.6,22,21.8,13,12.9,35,34.7
"Litchfield School District","=""0740011""","ELA","N",258,253,98.1,253,20,7.9,41,16.2,98,38.7,94,37.2,192,75.9
,,,"Y",129,127,98.4,127,44,34.6,33,26.0,22,17.3,28,22.0,50,39.4
,,"Math","N",258,253,98.1,253,12,4.7,55,21.7,79,31.2,107,42.3,186,73.5
,,,"Y",128,126,98.4,126,41,32.5,29,23.0,37,29.4,19,15.1,56,44.4
"Madison School District","=""0760011""","ELA","N",843,837,99.3,837,38,4.5,108,12.9,300,35.8,391,46.7,691,82.6
,,,"Y",199,193,97.0,193,69,35.8,59,30.6,43,22.3,22,11.4,65,33.7
,,"Math","N",843,837,99.3,837,26,3.1,138,16.5,245,29.3,428,51.1,673,80.4
,,,"Y",199,193,97.0,193,67,34.7,63,32.6,42,21.8,21,10.9,63,32.6
"Manchester School District","=""0770011""","ELA","N",933,912,97.7,911,258,28.3,241,26.5,256,28.1,156,17.1,412,45.2
,,,"Y",1731,1660,95.9,1659,977,58.9,372,22.4,240,14.5,70,4.2,310,18.7
,,"Math","N",933,908,97.3,908,317,34.9,268,29.5,190,20.9,133,14.6,323,35.6
,,,"Y",1732,1641,94.7,1640,1078,65.7,372,22.7,135,8.2,55,3.4,190,11.6
"Mansfield School District","=""0780011""","ELA","N",421,412,97.9,412,12,2.9,41,10.0,154,37.4,205,49.8,359,87.1
,,,"Y",238,232,97.5,232,69,29.7,55,23.7,75,32.3,33,14.2,108,46.6
,,"Math","N",421,410,97.4,410,20,4.9,78,19.0,120,29.3,192,46.8,312,76.1
,,,"Y",238,229,96.2,229,81,35.4,65,28.4,48,21.0,35,15.3,83,36.2
"Marlborough School District","=""0790011""","ELA","N",169,167,98.8,167,15,9.0,27,16.2,69,41.3,56,33.5,125,74.9
,,,"Y",64,62,96.9,62,24,38.7,12,19.4,14,22.6,12,19.4,26,41.9
,,"Math","N",169,167,98.8,167,8,4.8,38,22.8,49,29.3,72,43.1,121,72.5
,,,"Y",64,62,96.9,62,14,22.6,15,24.2,20,32.3,13,21.0,33,53.2
"Meriden School District","=""0800011""","ELA","N",658,655,99.5,655,64,9.8,139,21.2,221,33.7,231,35.3,452,69.0
,,,"Y",3291,3252,98.8,3250,1260,38.8,796,24.5,798,24.6,396,12.2,1194,36.7
,,"Math","N",657,653,99.4,653,114,17.5,175,26.8,196,30.0,168,25.7,364,55.7
,,,"Y",3287,3230,98.3,3228,1534,47.5,873,27.0,519,16.1,302,9.4,821,25.4
"Middletown School District","=""0830011""","ELA","N",914,912,99.8,912,135,14.8,198,21.7,306,33.6,273,29.9,579,63.5
,,,"Y",1104,1100,99.6,1100,486,44.2,267,24.3,240,21.8,107,9.7,347,31.5
,,"Math","N",914,911,99.7,911,232,25.5,289,31.7,213,23.4,177,19.4,390,42.8
,,,"Y",1103,1095,99.3,1095,659,60.2,259,23.7,123,11.2,54,4.9,177,16.2
"Milford School District","=""0840011""","ELA","N",1511,1506,99.7,1506,159,10.6,330,21.9,582,38.6,435,28.9,1017,67.5
,,,"Y",858,828,96.5,828,299,36.1,232,28.0,215,26.0,82,9.9,297,35.9
,,"Math","N",1514,1508,99.6,1508,191,12.7,439,29.1,475,31.5,403,26.7,878,58.2
,,,"Y",858,823,95.9,823,341,41.4,262,31.8,148,18.0,72,8.7,220,26.7
"Monroe School District","=""0850011""","ELA","N",1099,1094,99.5,1094,32,2.9,127,11.6,435,39.8,500,45.7,935,85.5
,,,"Y",413,398,96.4,398,101,25.4,101,25.4,109,27.4,87,21.9,196,49.2
,,"Math","N",1099,1091,99.3,1090,71,6.5,269,24.7,351,32.2,399,36.6,750,68.8
,,,"Y",413,394,95.4,394,146,37.1,110,27.9,86,21.8,52,13.2,138,35.0
"Montville School District","=""0860011""","ELA","N",465,464,99.8,464,49,10.6,110,23.7,172,37.1,133,28.7,305,65.7
,,,"Y",500,496,99.2,496,170,34.3,136,27.4,129,26.0,61,12.3,190,38.3
,,"Math","N",465,464,99.8,464,90,19.4,137,29.5,119,25.6,118,25.4,237,51.1
,,,"Y",499,494,99.0,494,209,42.3,144,29.1,81,16.4,60,12.1,141,28.5
"Naugatuck School District","=""0880011""","ELA","N",646,642,99.4,642,111,17.3,145,22.6,215,33.5,171,26.6,386,60.1
,,,"Y",1306,1280,98.0,1280,555,43.4,341,26.6,270,21.1,114,8.9,384,30.0
,,"Math","N",646,642,99.4,642,121,18.8,173,26.9,185,28.8,163,25.4,348,54.2
,,,"Y",1306,1275,97.6,1275,645,50.6,354,27.8,184,14.4,92,7.2,276,21.6
"New Beginnings Inc Family Academy District","=""2800013""","ELA","Y",246,244,99.2,244,111,45.5,58,23.8,61,25.0,14,5.7,75,30.7
,,"Math","Y",245,242,98.8,242,150,62.0,62,25.6,"*","*","*","*",30,12.4
"New Britain School District","=""0890011""","ELA","N",740,733,99.1,733,314,42.8,172,23.5,173,23.6,74,10.1,247,33.7
,,,"Y",3746,3683,98.3,3682,2570,69.8,637,17.3,387,10.5,88,2.4,475,12.9
,,"Math","N",740,728,98.4,728,402,55.2,192,26.4,88,12.1,46,6.3,134,18.4
,,,"Y",3747,3659,97.7,3654,2955,80.9,506,13.8,139,3.8,54,1.5,193,5.3
"New Canaan School District","=""0900011""","ELA","N",1684,1681,99.8,1681,25,1.5,165,9.8,509,30.3,982,58.4,1491,88.7
,,,"Y",232,227,97.8,227,49,21.6,65,28.6,74,32.6,39,17.2,113,49.8
,,"Math","N",1684,1681,99.8,1681,18,1.1,187,11.1,406,24.2,1070,63.7,1476,87.8
,,,"Y",232,227,97.8,227,63,27.8,75,33.0,53,23.3,36,15.9,89,39.2
"New Fairfield School District","=""0910011""","ELA","N",649,646,99.5,646,23,3.6,123,19.0,242,37.5,258,39.9,500,77.4
,,,"Y",307,303,98.7,303,85,28.1,81,26.7,94,31.0,43,14.2,137,45.2
,,"Math","N",649,645,99.4,645,29,4.5,137,21.2,218,33.8,261,40.5,479,74.3
,,,"Y",307,303,98.7,303,93,30.7,87,28.7,76,25.1,47,15.5,123,40.6
"New Hartford School District","=""0920011""","ELA","N",165,164,99.4,164,16,9.8,45,27.4,49,29.9,54,32.9,103,62.8
,,,"Y",91,88,96.7,88,34,38.6,17,19.3,21,23.9,16,18.2,37,42.0
,,"Math","N",165,164,99.4,164,21,12.8,49,29.9,50,30.5,44,26.8,94,57.3
,,,"Y",91,87,95.6,86,26,30.2,31,36.0,22,25.6,7,8.1,29,33.7
"New Haven School District","=""0930011""","ELA","N",1542,1530,99.2,1530,392,25.6,379,24.8,436,28.5,323,21.1,759,49.6
,,,"Y",6845,6720,98.2,6718,3994,59.5,1540,22.9,902,13.4,282,4.2,1184,17.6
,,"Math","N",1541,1522,98.8,1522,636,41.8,427,28.1,253,16.6,206,13.5,459,30.2
,,,"Y",6849,6660,97.2,6657,4941,74.2,1233,18.5,373,5.6,110,1.7,483,7.3
"New London School District","=""0950011""","ELA","N",113,113,100.0,113,23,20.4,24,21.2,38,33.6,28,24.8,66,58.4
,,,"Y",1292,1265,97.9,1265,806,63.7,238,18.8,161,12.7,60,4.7,221,17.5
,,"Math","N",112,111,99.1,110,35,31.8,35,31.8,16,14.5,24,21.8,40,36.4
,,,"Y",1288,1252,97.2,1251,920,73.5,218,17.4,89,7.1,24,1.9,113,9.0
"New Milford School District","=""0960011""","ELA","N",859,850,99.0,850,138,16.2,197,23.2,352,41.4,163,19.2,515,60.6
,,,"Y",706,690,97.7,690,334,48.4,180,26.1,132,19.1,44,6.4,176,25.5
,,"Math","N",859,846,98.5,846,160,18.9,275,32.5,253,29.9,158,18.7,411,48.6
,,,"Y",706,680,96.3,679,367,54.1,195,28.7,84,12.4,33,4.9,117,17.2
"Newington School District","=""0940011""","ELA","N",954,953,99.9,953,99,10.4,221,23.2,348,36.5,285,29.9,633,66.4
,,,"Y",769,752,97.8,752,298,39.6,196,26.1,166,22.1,92,12.2,258,34.3
,,"Math","N",954,945,99.1,945,137,14.5,287,30.4,297,31.4,224,23.7,521,55.1
,,,"Y",767,747,97.4,747,338,45.2,215,28.8,129,17.3,65,8.7,194,26.0
"Newtown School District","=""0970011""","ELA","N",1281,1277,99.7,1277,43,3.4,172,13.5,495,38.8,567,44.4,1062,83.2
,,,"Y",463,457,98.7,457,154,33.7,121,26.5,115,25.2,67,14.7,182,39.8
,,"Math","N",1281,1277,99.7,1277,47,3.7,266,20.8,394,30.9,570,44.6,964,75.5
,,,"Y",463,455,98.3,455,155,34.1,150,33.0,81,17.8,69,15.2,150,33.0
"Norfolk School District","=""0980011""","ELA","N",25,25,100.0,25,"*","*",6,24.0,"*","*","*","*","*","*"
,,,"Y",20,20,100.0,20,"*","*",6,30.0,"*","*","*","*","*","*"
,,"Math","N",25,23,92.0,23,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","N",491,489,99.6,489,38,7.8,101,20.7,186,38.0,164,33.5,350,71.6
,,,"Y",237,235,99.2,235,77,32.8,66,28.1,65,27.7,27,11.5,92,39.1
,,"Math","N",491,488,99.4,488,40,8.2,135,27.7,158,32.4,155,31.8,313,64.1
,,,"Y",237,234,98.7,234,83,35.5,82,35.0,40,17.1,29,12.4,69,29.5
"North Canaan School District","=""1000011""","ELA","N",78,78,100.0,78,"*","*","*","*",27,34.6,33,42.3,60,76.9
,,,"Y",79,79,100.0,79,"*","*","*","*",25,31.6,19,24.1,44,55.7
,,"Math","N",78,78,100.0,78,9,11.5,25,32.1,15,19.2,29,37.2,44,56.4
,,,"Y",78,78,100.0,78,27,34.6,19,24.4,16,20.5,16,20.5,32,41.0
"North Haven School District","=""1010011""","ELA","N",957,951,99.4,951,70,7.4,158,16.6,337,35.4,386,40.6,723,76.0
,,,"Y",455,440,96.7,440,131,29.8,118,26.8,128,29.1,63,14.3,191,43.4
,,"Math","N",957,949,99.2,949,85,9.0,248,26.1,260,27.4,356,37.5,616,64.9
,,,"Y",455,439,96.5,439,156,35.5,128,29.2,90,20.5,65,14.8,155,35.3
"North Stonington School District","=""1020011""","ELA","N",249,242,97.2,242,12,5.0,47,19.4,93,38.4,90,37.2,183,75.6
,,,"Y",103,102,99.0,102,24,23.5,21,20.6,39,38.2,18,17.6,57,55.9
,,"Math","N",249,242,97.2,242,11,4.5,46,19.0,89,36.8,96,39.7,185,76.4
,,,"Y",103,102,99.0,102,22,21.6,34,33.3,27,26.5,19,18.6,46,45.1
"Norwalk School District","=""1030011""","ELA","N",1712,1700,99.3,1700,202,11.9,380,22.4,626,36.8,492,28.9,1118,65.8
,,,"Y",3215,3166,98.5,3165,1513,47.8,808,25.5,611,19.3,233,7.4,844,26.7
,,"Math","N",1712,1694,98.9,1694,317,18.7,516,30.5,407,24.0,454,26.8,861,50.8
,,,"Y",3215,3151,98.0,3148,1680,53.4,877,27.9,391,12.4,200,6.4,591,18.8
"Norwich School District","=""1040011""","ELA","N",502,501,99.8,501,156,31.1,123,24.6,145,28.9,77,15.4,222,44.3
,,,"Y",1604,1571,97.9,1569,913,58.2,355,22.6,218,13.9,83,5.3,301,19.2
,,"Math","N",502,501,99.8,501,219,43.7,128,25.5,90,18.0,64,12.8,154,30.7
,,,"Y",1599,1551,97.0,1550,1047,67.5,320,20.6,131,8.5,52,3.4,183,11.8
"Odyssey Community School District","=""2630013""","ELA","N",101,99,98.0,99,17,17.2,17,17.2,38,38.4,27,27.3,65,65.7
,,,"Y",107,105,98.1,105,33,31.4,31,29.5,30,28.6,11,10.5,41,39.0
,,"Math","N",101,99,98.0,99,21,21.2,29,29.3,26,26.3,23,23.2,49,49.5
,,,"Y",107,105,98.1,105,37,35.2,34,32.4,28,26.7,6,5.7,34,32.4
"Old Saybrook School District","=""1060011""","ELA","N",282,278,98.6,277,7,2.5,47,17.0,103,37.2,120,43.3,223,80.5
,,,"Y",197,196,99.5,196,51,26.0,58,29.6,59,30.1,28,14.3,87,44.4
,,"Math","N",282,276,97.9,276,14,5.1,55,19.9,97,35.1,110,39.9,207,75.0
,,,"Y",197,193,98.0,193,68,35.2,58,30.1,41,21.2,26,13.5,67,34.7
"Orange School District","=""1070011""","ELA","N",517,514,99.4,514,28,5.4,77,15.0,163,31.7,246,47.9,409,79.6
,,,"Y",164,163,99.4,163,43,26.4,40,24.5,51,31.3,29,17.8,80,49.1
,,"Math","N",517,514,99.4,514,37,7.2,110,21.4,159,30.9,208,40.5,367,71.4
,,,"Y",164,163,99.4,163,44,27.0,54,33.1,38,23.3,27,16.6,65,39.9
"Oxford School District","=""1080011""","ELA","N",554,544,98.2,544,47,8.6,125,23.0,188,34.6,184,33.8,372,68.4
,,,"Y",208,204,98.1,204,66,32.4,57,27.9,66,32.4,15,7.4,81,39.7
,,"Math","N",554,542,97.8,542,49,9.0,184,33.9,167,30.8,142,26.2,309,57.0
,,,"Y",208,203,97.6,203,81,39.9,70,34.5,34,16.7,18,8.9,52,25.6
"Park City Prep Charter School District","=""2830013""","ELA","N",63,63,100.0,63,10,15.9,14,22.2,23,36.5,16,25.4,39,61.9
,,,"Y",273,273,100.0,273,78,28.6,74,27.1,90,33.0,31,11.4,121,44.3
,,"Math","N",62,62,100.0,62,13,21.0,22,35.5,14,22.6,13,21.0,27,43.5
,,,"Y",272,267,98.2,267,107,40.1,86,32.2,49,18.4,25,9.4,74,27.7
"Plainfield School District","=""1090011""","ELA","N",341,339,99.4,339,49,14.5,95,28.0,111,32.7,84,24.8,195,57.5
,,,"Y",553,547,98.9,547,183,33.5,174,31.8,144,26.3,46,8.4,190,34.7
,,"Math","N",341,339,99.4,339,67,19.8,121,35.7,91,26.8,60,17.7,151,44.5
,,,"Y",553,546,98.7,546,245,44.9,191,35.0,90,16.5,20,3.7,110,20.1
"Plainville School District","=""1100011""","ELA","N",509,508,99.8,508,45,8.9,105,20.7,212,41.7,146,28.7,358,70.5
,,,"Y",537,531,98.9,531,205,38.6,122,23.0,142,26.7,62,11.7,204,38.4
,,"Math","N",509,508,99.8,508,84,16.5,146,28.7,155,30.5,123,24.2,278,54.7
,,,"Y",537,530,98.7,530,233,44.0,163,30.8,92,17.4,42,7.9,134,25.3
"Plymouth School District","=""1110011""","ELA","N",270,269,99.6,269,29,10.8,51,19.0,102,37.9,87,32.3,189,70.3
,,,"Y",323,316,97.8,316,111,35.1,78,24.7,92,29.1,35,11.1,127,40.2
,,"Math","N",271,270,99.6,270,25,9.3,77,28.5,109,40.4,59,21.9,168,62.2
,,,"Y",323,314,97.2,314,122,38.9,100,31.8,69,22.0,23,7.3,92,29.3
"Pomfret School District","=""1120011""","ELA","N",178,178,100.0,178,12,6.7,40,22.5,58,32.6,68,38.2,126,70.8
,,,"Y",68,68,100.0,67,14,20.9,18,26.9,20,29.9,15,22.4,35,52.2
,,"Math","N",178,178,100.0,178,12,6.7,46,25.8,50,28.1,70,39.3,120,67.4
,,,"Y",68,67,98.5,67,15,22.4,19,28.4,19,28.4,14,20.9,33,49.3
"Portland School District","=""1130011""","ELA","N",377,373,98.9,373,36,9.7,61,16.4,119,31.9,157,42.1,276,74.0
,,,"Y",222,221,99.5,221,92,41.6,50,22.6,55,24.9,24,10.9,79,35.7
,,"Math","N",377,373,98.9,373,42,11.3,74,19.8,95,25.5,162,43.4,257,68.9
,,,"Y",222,221,99.5,221,97,43.9,70,31.7,28,12.7,26,11.8,54,24.4
"Preston School District","=""1140011""","ELA","N",167,167,100.0,167,17,10.2,45,26.9,46,27.5,59,35.3,105,62.9
,,,"Y",98,97,99.0,96,25,26.0,36,37.5,23,24.0,12,12.5,35,36.5
,,"Math","N",167,167,100.0,167,27,16.2,57,34.1,44,26.3,39,23.4,83,49.7
,,,"Y",98,97,99.0,96,41,42.7,32,33.3,16,16.7,7,7.3,23,24.0
"Putnam School District","=""1160011""","ELA","N",224,221,98.7,221,46,20.8,56,25.3,69,31.2,50,22.6,119,53.8
,,,"Y",297,285,96.0,285,150,52.6,61,21.4,58,20.4,16,5.6,74,26.0
,,"Math","N",224,221,98.7,221,50,22.6,69,31.2,62,28.1,40,18.1,102,46.2
,,,"Y",297,278,93.6,278,154,55.4,67,24.1,42,15.1,15,5.4,57,20.5
"Redding School District","=""1170011""","ELA","N",387,385,99.5,385,15,3.9,56,14.5,138,35.8,176,45.7,314,81.6
,,,"Y",120,118,98.3,118,31,26.3,30,25.4,37,31.4,20,16.9,57,48.3
,,"Math","N",386,384,99.5,384,8,2.1,73,19.0,112,29.2,191,49.7,303,78.9
,,,"Y",120,114,95.0,114,38,33.3,23,20.2,28,24.6,25,21.9,53,46.5
"Regional School District 01","=""2010012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",152,152,100.0,152,"*","*",36,23.7,65,42.8,"*","*","*","*"
,,,"Y",92,87,94.6,87,36,41.4,"*","*",28,32.2,"*","*","*","*"
,,"Math","N",152,151,99.3,151,"*","*",46,30.5,"*","*",30,19.9,"*","*"
,,,"Y",92,87,94.6,87,46,52.9,27,31.0,"*","*","*","*",14,16.1
"Regional School District 05","=""2050012""","ELA","N",528,525,99.4,525,17,3.2,71,13.5,197,37.5,240,45.7,437,83.2
,,,"Y",187,181,96.8,181,43,23.8,55,30.4,59,32.6,24,13.3,83,45.9
,,"Math","N",528,524,99.2,524,39,7.4,111,21.2,129,24.6,245,46.8,374,71.4
,,,"Y",187,177,94.7,177,75,42.4,36,20.3,38,21.5,28,15.8,66,37.3
"Regional School District 06","=""2060012""","ELA","N",204,204,100.0,204,8,3.9,24,11.8,81,39.7,91,44.6,172,84.3
,,,"Y",106,104,98.1,104,16,15.4,28,26.9,37,35.6,23,22.1,60,57.7
,,"Math","N",204,203,99.5,203,10,4.9,35,17.2,67,33.0,91,44.8,158,77.8
,,,"Y",106,103,97.2,103,28,27.2,30,29.1,31,30.1,14,13.6,45,43.7
"Regional School District 07","=""2070012""","ELA","N",140,139,99.3,139,"*","*","*","*",68,48.9,36,25.9,104,74.8
,,,"Y",98,95,96.9,95,"*","*",30,31.6,33,34.7,"*","*","*","*"
,,"Math","N",140,139,99.3,139,9,6.5,43,30.9,53,38.1,34,24.5,87,62.6
,,,"Y",98,92,93.9,92,30,32.6,36,39.1,16,17.4,10,10.9,26,28.3
"Regional School District 08","=""2080012""","ELA","N",259,258,99.6,258,21,8.1,51,19.8,128,49.6,58,22.5,186,72.1
,,,"Y",121,118,97.5,118,32,27.1,36,30.5,38,32.2,12,10.2,50,42.4
,,"Math","N",259,257,99.2,257,19,7.4,90,35.0,60,23.3,88,34.2,148,57.6
,,,"Y",121,118,97.5,118,41,34.7,37,31.4,23,19.5,17,14.4,40,33.9
"Regional School District 10","=""2100012""","ELA","N",742,740,99.7,740,58,7.8,163,22.0,300,40.5,219,29.6,519,70.1
,,,"Y",260,255,98.1,255,80,31.4,81,31.8,66,25.9,28,11.0,94,36.9
,,"Math","N",742,738,99.5,738,66,8.9,230,31.2,218,29.5,224,30.4,442,59.9
,,,"Y",260,255,98.1,255,102,40.0,73,28.6,52,20.4,28,11.0,80,31.4
"Regional School District 11","=""2110012""","ELA","N",48,48,100.0,48,"*","*","*","*",21,43.8,"*","*","*","*"
,,,"Y",31,31,100.0,31,"*","*","*","*",13,41.9,"*","*","*","*"
,,"Math","N",48,48,100.0,48,"*","*",17,35.4,14,29.2,"*","*","*","*"
,,,"Y",31,31,100.0,31,11,35.5,9,29.0,"*","*","*","*",11,35.5
"Regional School District 12","=""2120012""","ELA","N",185,185,100.0,185,"*","*","*","*",71,38.4,101,54.6,172,93.0
,,,"Y",88,87,98.9,87,"*","*",27,31.0,"*","*",24,27.6,"*","*"
,,"Math","N",185,185,100.0,185,"*","*","*","*",56,30.3,96,51.9,152,82.2
,,,"Y",88,87,98.9,87,"*","*",30,34.5,26,29.9,"*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N",391,385,98.5,385,29,7.5,61,15.8,145,37.7,150,39.0,295,76.6
,,,"Y",219,213,97.3,213,80,37.6,64,30.0,48,22.5,21,9.9,69,32.4
,,"Math","N",391,384,98.2,384,30,7.8,118,30.7,121,31.5,115,29.9,236,61.5
,,,"Y",219,212,96.8,212,106,50.0,69,32.5,20,9.4,17,8.0,37,17.5
"Regional School District 14","=""2140012""","ELA","N",373,372,99.7,372,25,6.7,79,21.2,153,41.1,115,30.9,268,72.0
,,,"Y",220,216,98.2,216,88,40.7,43,19.9,51,23.6,34,15.7,85,39.4
,,"Math","N",373,369,98.9,369,31,8.4,93,25.2,123,33.3,122,33.1,245,66.4
,,,"Y",220,216,98.2,216,81,37.5,57,26.4,46,21.3,32,14.8,78,36.1
"Regional School District 15","=""2150012""","ELA","N",1190,1184,99.5,1184,115,9.7,274,23.1,441,37.2,354,29.9,795,67.1
