"Smarter Balanced Assessments, 2022-23"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 16","=""2160012""","ELA","N",558,556,99.6,556,34,6.1,91,16.4,205,36.9,226,40.6,431,77.5
,,,"Y",322,318,98.8,318,107,33.6,88,27.7,80,25.2,43,13.5,123,38.7
,,"Math","N",557,554,99.5,554,18,3.2,126,22.7,164,29.6,246,44.4,410,74.0
,,,"Y",322,319,99.1,319,99,31.0,94,29.5,77,24.1,49,15.4,126,39.5
"Regional School District 17","=""2170012""","ELA","N",562,560,99.6,560,21,3.8,75,13.4,223,39.8,241,43.0,464,82.9
,,,"Y",241,238,98.8,238,61,25.6,58,24.4,78,32.8,41,17.2,119,50.0
,,"Math","N",562,559,99.5,559,35,6.3,116,20.8,185,33.1,223,39.9,408,73.0
,,,"Y",241,237,98.3,237,75,31.6,79,33.3,50,21.1,33,13.9,83,35.0
"Regional School District 18","=""2180012""","ELA","N",377,377,100.0,376,13,3.5,60,16.0,139,37.0,164,43.6,303,80.6
,,,"Y",153,152,99.3,151,41,27.2,40,26.5,40,26.5,30,19.9,70,46.4
,,"Math","N",377,377,100.0,376,7,1.9,57,15.2,118,31.4,194,51.6,312,83.0
,,,"Y",153,152,99.3,151,36,23.8,41,27.2,41,27.2,33,21.9,74,49.0
"Ridgefield School District","=""1180011""","ELA","N",1549,1539,99.4,1539,20,1.3,162,10.5,554,36.0,803,52.2,1357,88.2
,,,"Y",498,480,96.4,479,102,21.3,133,27.8,133,27.8,111,23.2,244,50.9
,,"Math","N",1549,1528,98.6,1528,18,1.2,212,13.9,459,30.0,839,54.9,1298,84.9
,,,"Y",497,476,95.8,475,108,22.7,149,31.4,123,25.9,95,20.0,218,45.9
"Rocky Hill School District","=""1190011""","ELA","N",782,780,99.7,780,18,2.3,107,13.7,255,32.7,400,51.3,655,84.0
,,,"Y",388,384,99.0,384,121,31.5,126,32.8,87,22.7,50,13.0,137,35.7
,,"Math","N",782,779,99.6,779,24,3.1,121,15.5,203,26.1,431,55.3,634,81.4
,,,"Y",388,383,98.7,383,127,33.2,119,31.1,84,21.9,53,13.8,137,35.8
"Salem School District","=""1210011""","ELA","N",173,173,100.0,173,16,9.2,33,19.1,67,38.7,57,32.9,124,71.7
,,,"Y",94,90,95.7,90,32,35.6,26,28.9,21,23.3,11,12.2,32,35.6
,,"Math","N",173,173,100.0,173,11,6.4,45,26.0,55,31.8,62,35.8,117,67.6
,,,"Y",94,90,95.7,90,34,37.8,33,36.7,14,15.6,9,10.0,23,25.6
"Salisbury School District","=""1220011""","ELA","N",140,140,100.0,140,7,5.0,32,22.9,43,30.7,58,41.4,101,72.1
,,,"Y",45,45,100.0,45,15,33.3,11,24.4,10,22.2,9,20.0,19,42.2
,,"Math","N",140,140,100.0,140,17,12.1,28,20.0,37,26.4,58,41.4,95,67.9
,,,"Y",45,45,100.0,45,12,26.7,14,31.1,9,20.0,10,22.2,19,42.2
"Scotland School District","=""1230011""","ELA","N",22,22,100.0,22,6,27.3,"*","*",6,27.3,"*","*","*","*"
,,,"Y",23,21,91.3,21,6,28.6,"*","*",10,47.6,"*","*","*","*"
,,"Math","N",22,22,100.0,22,"*","*",11,50.0,"*","*","*","*","*","*"
,,,"Y",23,21,91.3,21,"*","*",8,38.1,"*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",469,469,100.0,469,58,12.4,105,22.4,188,40.1,118,25.2,306,65.2
,,,"Y",482,477,99.0,477,166,34.8,124,26.0,122,25.6,65,13.6,187,39.2
,,"Math","N",469,469,100.0,469,54,11.5,123,26.2,144,30.7,148,31.6,292,62.3
,,,"Y",482,476,98.8,476,169,35.5,145,30.5,93,19.5,69,14.5,162,34.0
"Sharon School District","=""1250011""","ELA","N",29,29,100.0,29,"*","*","*","*",12,41.4,"*","*","*","*"
,,,"Y",34,34,100.0,34,"*","*","*","*",11,32.4,"*","*","*","*"
,,"Math","N",29,29,100.0,29,"*","*",9,31.0,8,27.6,"*","*","*","*"
,,,"Y",34,34,100.0,34,"*","*",13,38.2,8,23.5,"*","*","*","*"
"Shelton School District","=""1260011""","ELA","N",1191,1187,99.7,1187,106,8.9,273,23.0,435,36.6,373,31.4,808,68.1
,,,"Y",938,936,99.8,936,299,31.9,279,29.8,237,25.3,121,12.9,358,38.2
,,"Math","N",1191,1183,99.3,1183,100,8.5,275,23.2,363,30.7,445,37.6,808,68.3
,,,"Y",938,934,99.6,934,319,34.2,263,28.2,192,20.6,160,17.1,352,37.7
"Sherman School District","=""1270011""","ELA","N",132,124,93.9,124,"*","*",15,12.1,53,42.7,"*","*","*","*"
,,,"Y",35,32,91.4,32,"*","*",13,40.6,8,25.0,"*","*","*","*"
,,"Math","N",132,124,93.9,124,6,4.8,22,17.7,"*","*","*","*",96,77.4
,,,"Y",35,31,88.6,30,13,43.3,11,36.7,"*","*","*","*",6,20.0
"Side By Side Charter School District","=""2700013""","ELA","N",55,55,100.0,55,"*","*",15,27.3,23,41.8,"*","*","*","*"
,,,"Y",75,75,100.0,75,"*","*",23,30.7,24,32.0,"*","*","*","*"
,,"Math","N",55,55,100.0,55,"*","*","*","*",27,49.1,14,25.5,41,74.5
,,,"Y",75,75,100.0,75,"*","*",22,29.3,"*","*",16,21.3,"*","*"
"Simsbury School District","=""1280011""","ELA","N",1361,1356,99.6,1356,37,2.7,165,12.2,452,33.3,702,51.8,1154,85.1
,,,"Y",518,494,95.4,494,136,27.5,113,22.9,165,33.4,80,16.2,245,49.6
,,"Math","N",1361,1355,99.6,1355,42,3.1,201,14.8,414,30.6,698,51.5,1112,82.1
,,,"Y",518,493,95.2,493,159,32.3,124,25.2,110,22.3,100,20.3,210,42.6
"Somers School District","=""1290011""","ELA","N",476,470,98.7,470,43,9.1,91,19.4,186,39.6,150,31.9,336,71.5
,,,"Y",139,138,99.3,138,51,37.0,43,31.2,33,23.9,11,8.0,44,31.9
,,"Math","N",476,470,98.7,470,38,8.1,141,30.0,146,31.1,145,30.9,291,61.9
,,,"Y",139,138,99.3,138,66,47.8,38,27.5,25,18.1,9,6.5,34,24.6
"South Windsor School District","=""1320011""","ELA","N",1696,1692,99.8,1692,81,4.8,226,13.4,550,32.5,835,49.3,1385,81.9
,,,"Y",658,651,98.9,651,229,35.2,183,28.1,129,19.8,110,16.9,239,36.7
,,"Math","N",1694,1684,99.4,1684,90,5.3,251,14.9,419,24.9,924,54.9,1343,79.8
,,,"Y",657,643,97.9,643,235,36.5,174,27.1,129,20.1,105,16.3,234,36.4
"Southington School District","=""1310011""","ELA","N",1838,1831,99.6,1831,106,5.8,378,20.6,693,37.8,654,35.7,1347,73.6
,,,"Y",954,937,98.2,937,288,30.7,258,27.5,249,26.6,142,15.2,391,41.7
,,"Math","N",1838,1831,99.6,1831,94,5.1,393,21.5,600,32.8,744,40.6,1344,73.4
,,,"Y",953,931,97.7,931,289,31.0,297,31.9,210,22.6,135,14.5,345,37.1
"Sprague School District","=""1330011""","ELA","N",69,69,100.0,69,23,33.3,"*","*",21,30.4,"*","*","*","*"
,,,"Y",104,104,100.0,104,53,51.0,"*","*",23,22.1,"*","*","*","*"
,,"Math","N",69,68,98.6,68,25,36.8,20,29.4,"*","*","*","*",23,33.8
,,,"Y",104,104,100.0,104,62,59.6,21,20.2,"*","*","*","*",21,20.2
"Stafford School District","=""1340011""","ELA","N",295,295,100.0,295,38,12.9,71,24.1,125,42.4,61,20.7,186,63.1
,,,"Y",319,313,98.1,313,113,36.1,83,26.5,82,26.2,35,11.2,117,37.4
,,"Math","N",295,295,100.0,295,39,13.2,103,34.9,91,30.8,62,21.0,153,51.9
,,,"Y",318,309,97.2,309,112,36.2,104,33.7,69,22.3,24,7.8,93,30.1
"Stamford Charter School for Excellence District","=""2960013""","ELA","N",116,115,99.1,115,6,5.2,10,8.7,23,20.0,76,66.1,99,86.1
,,,"Y",182,182,100.0,182,23,12.6,34,18.7,68,37.4,57,31.3,125,68.7
,,"Math","N",116,115,99.1,115,"*","*","*","*",14,12.2,87,75.7,101,87.8
,,,"Y",182,182,100.0,182,"*","*","*","*",49,26.9,63,34.6,112,61.5
"Stamford School District","=""1350011""","ELA","N",2520,2504,99.4,2504,385,15.4,511,20.4,807,32.2,801,32.0,1608,64.2
,,,"Y",4679,4614,98.6,4613,2552,55.3,981,21.3,788,17.1,292,6.3,1080,23.4
,,"Math","N",2520,2500,99.2,2500,447,17.9,630,25.2,621,24.8,802,32.1,1423,56.9
,,,"Y",4676,4594,98.2,4594,2637,57.4,1083,23.6,607,13.2,267,5.8,874,19.0
"Sterling School District","=""1360011""","ELA","N",102,102,100.0,102,23,22.5,30,29.4,31,30.4,18,17.6,49,48.0
,,,"Y",98,94,95.9,93,45,48.4,23,24.7,18,19.4,7,7.5,25,26.9
,,"Math","N",102,102,100.0,102,43,42.2,25,24.5,23,22.5,11,10.8,34,33.3
,,,"Y",98,94,95.9,93,52,55.9,28,30.1,6,6.5,7,7.5,13,14.0
"Stonington School District","=""1370011""","ELA","N",495,490,99.0,490,12,2.4,62,12.7,189,38.6,227,46.3,416,84.9
,,,"Y",271,266,98.2,266,78,29.3,64,24.1,62,23.3,62,23.3,124,46.6
,,"Math","N",495,490,99.0,490,14,2.9,77,15.7,135,27.6,264,53.9,399,81.4
,,,"Y",271,266,98.2,265,86,32.5,63,23.8,57,21.5,59,22.3,116,43.8
"Stratford School District","=""1380011""","ELA","N",1218,1216,99.8,1216,253,20.8,273,22.5,390,32.1,300,24.7,690,56.7
,,,"Y",1786,1767,98.9,1766,849,48.1,454,25.7,325,18.4,138,7.8,463,26.2
,,"Math","N",1218,1208,99.2,1207,349,28.9,363,30.1,272,22.5,223,18.5,495,41.0
,,,"Y",1786,1743,97.6,1740,975,56.0,435,25.0,225,12.9,105,6.0,330,19.0
"Suffield School District","=""1390011""","ELA","N",621,621,100.0,621,65,10.5,114,18.4,240,38.6,202,32.5,442,71.2
,,,"Y",251,246,98.0,246,91,37.0,66,26.8,61,24.8,28,11.4,89,36.2
,,"Math","N",621,619,99.7,619,38,6.1,134,21.6,219,35.4,228,36.8,447,72.2
,,,"Y",251,246,98.0,246,85,34.6,86,35.0,44,17.9,31,12.6,75,30.5
"The Bridge Academy District","=""2690013""","ELA","N",35,35,100.0,35,13,37.1,"*","*",13,37.1,"*","*","*","*"
,,,"Y",61,61,100.0,61,22,36.1,22,36.1,"*","*","*","*",17,27.9
,,"Math","N",35,35,100.0,35,14,40.0,13,37.1,"*","*","*","*",8,22.9
,,,"Y",61,61,100.0,61,43,70.5,11,18.0,"*","*","*","*",7,11.5
"The Gilbert School District","=""9020022""","ELA","N",53,53,100.0,53,11,20.8,13,24.5,23,43.4,6,11.3,29,54.7
,,,"Y",83,83,100.0,83,29,34.9,23,27.7,23,27.7,8,9.6,31,37.3
,,"Math","N",53,53,100.0,53,"*","*",20,37.7,16,30.2,"*","*","*","*"
,,,"Y",83,82,98.8,82,40,48.8,22,26.8,"*","*","*","*",20,24.4
"Thomaston School District","=""1400011""","ELA","N",225,223,99.1,223,42,18.8,43,19.3,83,37.2,55,24.7,138,61.9
,,,"Y",160,160,100.0,160,63,39.4,50,31.3,28,17.5,19,11.9,47,29.4
,,"Math","N",225,223,99.1,223,39,17.5,60,26.9,81,36.3,43,19.3,124,55.6
,,,"Y",160,158,98.8,158,70,44.3,46,29.1,30,19.0,12,7.6,42,26.6
"Thompson School District","=""1410011""","ELA","N",190,189,99.5,189,56,29.6,47,24.9,44,23.3,42,22.2,86,45.5
,,,"Y",239,232,97.1,232,97,41.8,58,25.0,53,22.8,24,10.3,77,33.2
,,"Math","N",190,189,99.5,189,38,20.1,74,39.2,45,23.8,32,16.9,77,40.7
,,,"Y",238,227,95.4,227,93,41.0,65,28.6,41,18.1,28,12.3,69,30.4
"Tolland School District","=""1420011""","ELA","N",699,682,97.6,682,39,5.7,131,19.2,259,38.0,253,37.1,512,75.1
,,,"Y",287,266,92.7,265,80,30.2,75,28.3,86,32.5,24,9.1,110,41.5
,,"Math","N",699,681,97.4,681,22,3.2,127,18.6,192,28.2,340,49.9,532,78.1
,,,"Y",287,265,92.3,264,81,30.7,74,28.0,74,28.0,35,13.3,109,41.3
"Torrington School District","=""1430011""","ELA","N",499,496,99.4,495,68,13.7,121,24.4,185,37.4,121,24.4,306,61.8
,,,"Y",1366,1345,98.5,1341,516,38.5,384,28.6,318,23.7,123,9.2,441,32.9
,,"Math","N",499,496,99.4,495,131,26.5,153,30.9,102,20.6,109,22.0,211,42.6
,,,"Y",1365,1338,98.0,1332,666,50.0,392,29.4,193,14.5,81,6.1,274,20.6
"Trumbull School District","=""1440011""","ELA","N",2119,2115,99.8,2115,47,2.2,276,13.0,709,33.5,1083,51.2,1792,84.7
,,,"Y",967,960,99.3,959,210,21.9,253,26.4,290,30.2,206,21.5,496,51.7
,,"Math","N",2119,2114,99.8,2114,74,3.5,307,14.5,607,28.7,1126,53.3,1733,82.0
,,,"Y",967,958,99.1,957,268,28.0,222,23.2,235,24.6,232,24.2,467,48.8
"Unified School District #2","=""3470015""","ELA","Y",24,22,91.7,22,17,77.3,"*","*","*","*",0,0.0,"*","*"
,,"Math","Y",23,21,91.3,21,21,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",534,529,99.1,529,51,9.6,102,19.3,194,36.7,182,34.4,376,71.1
,,,"Y",819,806,98.4,806,265,32.9,216,26.8,210,26.1,115,14.3,325,40.3
,,"Math","N",534,529,99.1,529,53,10.0,140,26.5,156,29.5,180,34.0,336,63.5
,,,"Y",820,805,98.2,805,297,36.9,257,31.9,157,19.5,94,11.7,251,31.2
"Voluntown School District","=""1470011""","ELA","N",82,82,100.0,82,"*","*",18,22.0,31,37.8,"*","*","*","*"
,,,"Y",59,59,100.0,59,19,32.2,"*","*",19,32.2,"*","*","*","*"
,,"Math","N",82,82,100.0,82,"*","*",27,32.9,25,30.5,"*","*","*","*"
,,,"Y",59,59,100.0,59,26,44.1,17,28.8,"*","*","*","*",16,27.1
"Wallingford School District","=""1480011""","ELA","N",1276,1274,99.8,1274,130,10.2,337,26.5,471,37.0,336,26.4,807,63.3
,,,"Y",1002,992,99.0,991,449,45.3,264,26.6,191,19.3,87,8.8,278,28.1
,,"Math","N",1276,1272,99.7,1272,187,14.7,392,30.8,366,28.8,327,25.7,693,54.5
,,,"Y",1002,981,97.9,980,475,48.5,279,28.5,156,15.9,70,7.1,226,23.1
"Waterbury School District","=""1510011""","ELA","N",955,953,99.8,953,288,30.2,246,25.8,257,27.0,162,17.0,419,44.0
,,,"Y",7196,7138,99.2,7138,4115,57.6,1611,22.6,1086,15.2,326,4.6,1412,19.8
,,"Math","N",955,953,99.8,953,373,39.1,284,29.8,177,18.6,119,12.5,296,31.1
,,,"Y",7185,7102,98.8,7102,4726,66.5,1528,21.5,585,8.2,263,3.7,848,11.9
"Waterford School District","=""1520011""","ELA","N",586,585,99.8,585,45,7.7,132,22.6,221,37.8,187,32.0,408,69.7
,,,"Y",450,446,99.1,446,147,33.0,138,30.9,108,24.2,53,11.9,161,36.1
,,"Math","N",584,583,99.8,583,43,7.4,141,24.2,186,31.9,213,36.5,399,68.4
,,,"Y",450,444,98.7,444,148,33.3,151,34.0,88,19.8,57,12.8,145,32.7
"Watertown School District","=""1530011""","ELA","N",627,617,98.4,617,77,12.5,164,26.6,224,36.3,152,24.6,376,60.9
,,,"Y",570,564,98.9,564,208,36.9,148,26.2,157,27.8,51,9.0,208,36.9
,,"Math","N",627,616,98.2,616,73,11.9,185,30.0,202,32.8,156,25.3,358,58.1
,,,"Y",570,564,98.9,564,211,37.4,172,30.5,119,21.1,62,11.0,181,32.1
"West Hartford School District","=""1550011""","ELA","N",2461,2457,99.8,2456,81,3.3,330,13.4,833,33.9,1212,49.3,2045,83.3
,,,"Y",1557,1543,99.1,1541,631,40.9,393,25.5,322,20.9,195,12.7,517,33.5
,,"Math","N",2460,2455,99.8,2454,126,5.1,403,16.4,663,27.0,1262,51.4,1925,78.4
,,,"Y",1555,1529,98.3,1528,680,44.5,407,26.6,247,16.2,194,12.7,441,28.9
"West Haven School District","=""1560011""","ELA","N",730,726,99.5,725,110,15.2,203,28.0,255,35.2,157,21.7,412,56.8
,,,"Y",1861,1842,99.0,1841,735,39.9,540,29.3,410,22.3,156,8.5,566,30.7
,,"Math","N",730,724,99.2,722,136,18.8,225,31.2,185,25.6,176,24.4,361,50.0
,,,"Y",1862,1831,98.3,1829,828,45.3,513,28.0,330,18.0,158,8.6,488,26.7
"Westbrook School District","=""1540011""","ELA","N",134,133,99.3,133,"*","*","*","*",52,39.1,54,40.6,106,79.7
,,,"Y",104,103,99.0,103,"*","*",27,26.2,26,25.2,"*","*","*","*"
,,"Math","N",134,133,99.3,133,"*","*","*","*",41,30.8,70,52.6,111,83.5
,,,"Y",104,103,99.0,103,"*","*",32,31.1,23,22.3,"*","*","*","*"
"Weston School District","=""1570011""","ELA","N",828,828,100.0,828,15,1.8,85,10.3,296,35.7,432,52.2,728,87.9
,,,"Y",155,153,98.7,153,45,29.4,55,35.9,35,22.9,18,11.8,53,34.6
,,"Math","N",828,828,100.0,828,8,1.0,137,16.5,229,27.7,454,54.8,683,82.5
,,,"Y",155,153,98.7,153,55,35.9,37,24.2,40,26.1,21,13.7,61,39.9
"Westport School District","=""1580011""","ELA","N",1993,1984,99.5,1984,40,2.0,228,11.5,708,35.7,1008,50.8,1716,86.5
,,,"Y",406,395,97.3,395,144,36.5,105,26.6,90,22.8,56,14.2,146,37.0
,,"Math","N",1993,1980,99.3,1980,26,1.3,204,10.3,542,27.4,1208,61.0,1750,88.4
,,,"Y",406,395,97.3,395,147,37.2,109,27.6,74,18.7,65,16.5,139,35.2
"Wethersfield School District","=""1590011""","ELA","N",1004,1000,99.6,996,71,7.1,190,19.1,381,38.3,354,35.5,735,73.8
,,,"Y",626,625,99.8,624,236,37.8,175,28.0,141,22.6,72,11.5,213,34.1
,,"Math","N",1004,999,99.5,997,115,11.5,268,26.9,305,30.6,309,31.0,614,61.6
,,,"Y",626,622,99.4,619,287,46.4,187,30.2,91,14.7,54,8.7,145,23.4
"Willington School District","=""1600011""","ELA","N",131,130,99.2,130,22,16.9,30,23.1,48,36.9,30,23.1,78,60.0
,,,"Y",132,129,97.7,129,59,45.7,35,27.1,24,18.6,11,8.5,35,27.1
,,"Math","N",131,130,99.2,130,9,6.9,38,29.2,51,39.2,32,24.6,83,63.8
,,,"Y",132,129,97.7,129,52,40.3,43,33.3,18,14.0,16,12.4,34,26.4
"Wilton School District","=""1610011""","ELA","N",1311,1301,99.2,1301,29,2.2,131,10.1,467,35.9,674,51.8,1141,87.7
,,,"Y",360,333,92.5,333,76,22.8,104,31.2,104,31.2,49,14.7,153,45.9
,,"Math","N",1311,1299,99.1,1299,18,1.4,142,10.9,345,26.6,794,61.1,1139,87.7
,,,"Y",361,330,91.4,330,72,21.8,109,33.0,79,23.9,70,21.2,149,45.2
"Winchester School District","=""1620011""","ELA","N",123,123,100.0,123,20,16.3,33,26.8,35,28.5,35,28.5,70,56.9
,,,"Y",201,197,98.0,197,77,39.1,52,26.4,40,20.3,28,14.2,68,34.5
,,"Math","N",123,123,100.0,123,18,14.6,38,30.9,32,26.0,35,28.5,67,54.5
,,,"Y",201,197,98.0,197,67,34.0,55,27.9,48,24.4,27,13.7,75,38.1
"Windham School District","=""1630011""","ELA","N",308,307,99.7,307,56,18.2,59,19.2,114,37.1,78,25.4,192,62.5
,,,"Y",1225,1211,98.9,1211,696,57.5,276,22.8,187,15.4,52,4.3,239,19.7
,,"Math","N",308,307,99.7,307,50,16.3,94,30.6,91,29.6,72,23.5,163,53.1
,,,"Y",1224,1203,98.3,1202,720,59.9,292,24.3,134,11.1,56,4.7,190,15.8
"Windsor Locks School District","=""1650011""","ELA","N",293,292,99.7,292,39,13.4,67,22.9,106,36.3,80,27.4,186,63.7
,,,"Y",379,374,98.7,374,141,37.7,115,30.7,82,21.9,36,9.6,118,31.6
,,"Math","N",292,291,99.7,291,45,15.5,82,28.2,84,28.9,80,27.5,164,56.4
,,,"Y",379,374,98.7,374,177,47.3,109,29.1,56,15.0,32,8.6,88,23.5
"Windsor School District","=""1640011""","ELA","N",607,603,99.3,603,103,17.1,150,24.9,197,32.7,153,25.4,350,58.0
,,,"Y",782,770,98.5,770,377,49.0,182,23.6,146,19.0,65,8.4,211,27.4
,,"Math","N",607,599,98.7,599,117,19.5,167,27.9,176,29.4,139,23.2,315,52.6
,,,"Y",782,758,96.9,758,414,54.6,189,24.9,93,12.3,62,8.2,155,20.4
"Wolcott School District","=""1660011""","ELA","N",542,541,99.8,541,35,6.5,114,21.1,205,37.9,187,34.6,392,72.5
,,,"Y",416,411,98.8,411,113,27.5,102,24.8,136,33.1,60,14.6,196,47.7
,,"Math","N",542,542,100.0,542,38,7.0,141,26.0,177,32.7,186,34.3,363,67.0
,,,"Y",415,408,98.3,408,130,31.9,117,28.7,109,26.7,52,12.7,161,39.5
"Woodbridge School District","=""1670011""","ELA","N",360,355,98.6,355,9,2.5,22,6.2,88,24.8,236,66.5,324,91.3
,,,"Y",125,114,91.2,114,23,20.2,32,28.1,29,25.4,30,26.3,59,51.8
,,"Math","N",360,356,98.9,356,7,2.0,28,7.9,102,28.7,219,61.5,321,90.2
,,,"Y",125,115,92.0,115,28,24.3,28,24.3,30,26.1,29,25.2,59,51.3
"Woodstock School District","=""1690011""","ELA","N",350,342,97.7,342,24,7.0,82,24.0,135,39.5,101,29.5,236,69.0
,,,"Y",171,167,97.7,167,58,34.7,47,28.1,42,25.1,20,12.0,62,37.1
,,"Math","N",350,342,97.7,342,53,15.5,116,33.9,97,28.4,76,22.2,173,50.6
,,,"Y",171,167,97.7,167,82,49.1,48,28.7,30,18.0,7,4.2,37,22.2

