"Smarter Balanced Assessments, 2023-24"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","Subject","High Needs (F/R, EL or SWD)","Total Number of Students","Total Number Tested","Smarter Balanced Participation Rate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%"
"Achievement First Bridgeport Academy District","=""2850013""","ELA","N",116,116,100.0,116,25,21.6,26,22.4,36,31.0,29,25.0,65,56.0
,,,"Y",442,442,100.0,442,167,37.8,124,28.1,108,24.4,43,9.7,151,34.2
,,"Math","N",116,116,100.0,116,37,31.9,39,33.6,22,19.0,18,15.5,40,34.5
,,,"Y",442,431,97.5,431,236,54.8,117,27.1,54,12.5,24,5.6,78,18.1
"Achievement First Hartford Academy District","=""2880013""","ELA","N",77,77,100.0,77,19,24.7,22,28.6,25,32.5,11,14.3,36,46.8
,,,"Y",383,380,99.2,380,140,36.8,97,25.5,83,21.8,60,15.8,143,37.6
,,"Math","N",75,74,98.7,74,33,44.6,27,36.5,"*","*","*","*",14,18.9
,,,"Y",383,377,98.4,376,198,52.7,109,29.0,"*","*","*","*",69,18.4
"Amistad Academy District","=""2790013""","ELA","N",81,81,100.0,81,19,23.5,17,21.0,23,28.4,22,27.2,45,55.6
,,,"Y",458,456,99.6,456,177,38.8,131,28.7,99,21.7,49,10.7,148,32.5
,,"Math","N",81,80,98.8,80,20,25.0,29,36.3,12,15.0,19,23.8,31,38.8
,,,"Y",458,441,96.3,441,238,54.0,109,24.7,60,13.6,34,7.7,94,21.3
"Andover School District","=""0010011""","ELA","N",57,57,100.0,57,"*","*",13,22.8,18,31.6,"*","*","*","*"
,,,"Y",35,35,100.0,35,"*","*",11,31.4,12,34.3,"*","*","*","*"
,,"Math","N",57,57,100.0,57,"*","*",12,21.1,20,35.1,"*","*","*","*"
,,,"Y",35,35,100.0,35,"*","*",9,25.7,12,34.3,"*","*","*","*"
"Ansonia School District","=""0020011""","ELA","N",299,298,99.7,298,102,34.2,79,26.5,79,26.5,38,12.8,117,39.3
,,,"Y",832,825,99.2,825,471,57.1,184,22.3,126,15.3,44,5.3,170,20.6
,,"Math","N",299,298,99.7,298,109,36.6,95,31.9,57,19.1,37,12.4,94,31.5
,,,"Y",833,821,98.6,821,501,61.0,200,24.4,90,11.0,30,3.7,120,14.6
"Area Cooperative Educational Services","=""2440014""","ELA","N",440,438,99.5,438,123,28.1,113,25.8,133,30.4,69,15.8,202,46.1
,,,"Y",623,603,96.8,602,335,55.6,147,24.4,102,16.9,18,3.0,120,19.9
,,"Math","N",441,435,98.6,435,144,33.1,126,29.0,92,21.1,73,16.8,165,37.9
,,,"Y",624,591,94.7,590,380,64.4,125,21.2,49,8.3,36,6.1,85,14.4
"Ashford School District","=""0030011""","ELA","N",128,125,97.7,125,19,15.2,33,26.4,34,27.2,39,31.2,73,58.4
,,,"Y",103,101,98.1,101,40,39.6,20,19.8,28,27.7,13,12.9,41,40.6
,,"Math","N",128,125,97.7,125,14,11.2,41,32.8,37,29.6,33,26.4,70,56.0
,,,"Y",103,101,98.1,101,44,43.6,26,25.7,14,13.9,17,16.8,31,30.7
"Avon School District","=""0040011""","ELA","N",1078,1078,100.0,1078,47,4.4,133,12.3,381,35.3,517,48.0,898,83.3
,,,"Y",351,349,99.4,349,129,37.0,80,22.9,87,24.9,53,15.2,140,40.1
,,"Math","N",1078,1077,99.9,1077,45,4.2,210,19.5,300,27.9,522,48.5,822,76.3
,,,"Y",351,348,99.1,348,138,39.7,95,27.3,68,19.5,47,13.5,115,33.0
"Barkhamsted School District","=""0050011""","ELA","N",56,56,100.0,56,"*","*",18,32.1,19,33.9,"*","*","*","*"
,,,"Y",59,58,98.3,58,"*","*",16,27.6,12,20.7,"*","*","*","*"
,,"Math","N",56,56,100.0,56,"*","*","*","*",17,30.4,26,46.4,43,76.8
,,,"Y",59,58,98.3,58,"*","*",21,36.2,17,29.3,"*","*","*","*"
"Berlin School District","=""0070011""","ELA","N",749,740,98.8,740,45,6.1,145,19.6,286,38.6,264,35.7,550,74.3
,,,"Y",418,408,97.6,408,126,30.9,112,27.5,121,29.7,49,12.0,170,41.7
,,"Math","N",749,738,98.5,738,42,5.7,141,19.1,233,31.6,322,43.6,555,75.2
,,,"Y",418,409,97.8,409,136,33.3,104,25.4,99,24.2,70,17.1,169,41.3
"Bethany School District","=""0080011""","ELA","N",181,179,98.9,179,"*","*","*","*",50,27.9,103,57.5,153,85.5
,,,"Y",74,72,97.3,72,"*","*","*","*",20,27.8,20,27.8,40,55.6
,,"Math","N",181,179,98.9,179,"*","*","*","*",50,27.9,97,54.2,147,82.1
,,,"Y",74,72,97.3,72,"*","*","*","*",23,31.9,16,22.2,39,54.2
"Bethel School District","=""0090011""","ELA","N",807,807,100.0,807,53,6.6,150,18.6,286,35.4,318,39.4,604,74.8
,,,"Y",634,625,98.6,625,210,33.6,185,29.6,155,24.8,75,12.0,230,36.8
,,"Math","N",807,807,100.0,807,47,5.8,176,21.8,220,27.3,364,45.1,584,72.4
,,,"Y",634,624,98.4,624,214,34.3,175,28.0,137,22.0,98,15.7,235,37.7
"Bloomfield School District","=""0110011""","ELA","N",266,262,98.5,262,55,21.0,82,31.3,90,34.4,35,13.4,125,47.7
,,,"Y",450,446,99.1,446,219,49.1,123,27.6,78,17.5,26,5.8,104,23.3
,,"Math","N",266,262,98.5,262,78,29.8,92,35.1,54,20.6,38,14.5,92,35.1
,,,"Y",450,444,98.7,443,258,58.2,112,25.3,50,11.3,23,5.2,73,16.5
"Bolton School District","=""0120011""","ELA","N",226,216,95.6,216,12,5.6,39,18.1,79,36.6,86,39.8,165,76.4
,,,"Y",97,92,94.8,92,39,42.4,27,29.3,19,20.7,7,7.6,26,28.3
,,"Math","N",226,216,95.6,216,8,3.7,53,24.5,61,28.2,94,43.5,155,71.8
,,,"Y",97,92,94.8,92,42,45.7,27,29.3,10,10.9,13,14.1,23,25.0
"Booker T. Washington Academy District","=""2950013""","ELA","N",25,25,100.0,25,"*","*","*","*",8,32.0,8,32.0,16,64.0
,,,"Y",223,223,100.0,223,"*","*",71,31.8,51,22.9,"*","*","*","*"
,,"Math","N",25,25,100.0,25,"*","*",8,32.0,7,28.0,"*","*","*","*"
,,,"Y",223,223,100.0,223,"*","*",55,24.7,51,22.9,"*","*","*","*"
"Bozrah School District","=""0130011""","ELA","N",49,49,100.0,49,"*","*","*","*",22,44.9,16,32.7,38,77.6
,,,"Y",49,49,100.0,49,18,36.7,"*","*",9,18.4,"*","*","*","*"
,,"Math","N",49,49,100.0,49,"*","*","*","*",19,38.8,18,36.7,37,75.5
,,,"Y",49,49,100.0,49,"*","*",19,38.8,12,24.5,"*","*","*","*"
"Branford School District","=""0140011""","ELA","N",594,592,99.7,592,43,7.3,122,20.6,222,37.5,205,34.6,427,72.1
,,,"Y",541,536,99.1,535,180,33.6,161,30.1,110,20.6,84,15.7,194,36.3
,,"Math","N",595,590,99.2,590,37,6.3,146,24.7,194,32.9,213,36.1,407,69.0
,,,"Y",541,526,97.2,525,179,34.1,149,28.4,125,23.8,72,13.7,197,37.5
"Brass City Charter School District","=""2900013""","ELA","N",58,58,100.0,58,8,13.8,16,27.6,19,32.8,15,25.9,34,58.6
,,,"Y",152,152,100.0,152,53,34.9,39,25.7,40,26.3,20,13.2,60,39.5
,,"Math","N",58,58,100.0,58,18,31.0,15,25.9,12,20.7,13,22.4,25,43.1
,,,"Y",152,152,100.0,152,67,44.1,41,27.0,25,16.4,19,12.5,44,28.9
"Bridgeport School District","=""0150011""","ELA","N",684,680,99.4,680,209,30.7,179,26.3,186,27.4,106,15.6,292,42.9
,,,"Y",7975,7906,99.1,7905,4910,62.1,1580,20.0,1113,14.1,302,3.8,1415,17.9
,,"Math","N",684,679,99.3,679,273,40.2,211,31.1,124,18.3,71,10.5,195,28.7
,,,"Y",7975,7884,98.9,7882,5334,67.7,1686,21.4,658,8.3,204,2.6,862,10.9
