"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,"Math","N",2090,2034,97.3,2034,95,4.7,384,18.9,661,32.5,894,44.0,1555,76.5
,,,"Y",293,284,96.9,284,110,38.7,94,33.1,53,18.7,27,9.5,80,28.2
"Rocky Hill School District","=""1190011""","ELA","N",867,864,99.7,864,49,5.7,150,17.4,316,36.6,349,40.4,665,77.0
,,,"Y",272,270,99.3,270,91,33.7,76,28.1,67,24.8,36,13.3,103,38.1
,,"Math","N",867,863,99.5,863,71,8.2,225,26.1,239,27.7,328,38.0,567,65.7
,,,"Y",272,270,99.3,270,103,38.1,90,33.3,46,17.0,31,11.5,77,28.5
"Salem School District","=""1210011""","ELA","N",180,180,100.0,180,"*","*","*","*",60,33.3,109,60.6,169,93.9
,,,"Y",66,66,100.0,66,"*","*",18,27.3,23,34.8,"*","*","*","*"
,,"Math","N",180,180,100.0,180,"*","*","*","*",57,31.7,95,52.8,152,84.4
,,,"Y",66,66,100.0,66,"*","*",27,40.9,11,16.7,"*","*","*","*"
"Salisbury School District","=""1220011""","ELA","N",129,129,100.0,129,"*","*","*","*",47,36.4,66,51.2,113,87.6
,,,"Y",31,31,100.0,31,"*","*",10,32.3,11,35.5,"*","*","*","*"
,,"Math","N",129,129,100.0,129,"*","*","*","*",39,30.2,62,48.1,101,78.3
,,,"Y",31,31,100.0,31,"*","*",12,38.7,"*","*",7,22.6,"*","*"
"Scotland School District","=""1230011""","ELA","N",37,35,94.6,35,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",37,35,94.6,35,"*","*",15,42.9,"*","*","*","*","*","*"
,,,"Y",20,20,100.0,20,"*","*",8,40.0,"*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",665,659,99.1,659,62,9.4,153,23.2,269,40.8,175,26.6,444,67.4
,,,"Y",398,397,99.7,397,146,36.8,110,27.7,107,27.0,34,8.6,141,35.5
,,"Math","N",665,658,98.9,658,70,10.6,197,29.9,210,31.9,181,27.5,391,59.4
,,,"Y",398,397,99.7,397,148,37.3,129,32.5,80,20.2,40,10.1,120,30.2
"Sharon School District","=""1250011""","ELA","N",64,63,98.4,63,10,15.9,12,19.0,"*","*","*","*",41,65.1
,,,"Y",40,39,97.5,39,16,41.0,13,33.3,"*","*","*","*",10,25.6
,,"Math","N",64,63,98.4,63,"*","*",20,31.7,19,30.2,"*","*","*","*"
,,,"Y",40,39,97.5,39,19,48.7,"*","*",9,23.1,"*","*","*","*"
"Shelton School District","=""1260011""","ELA","N",1541,1530,99.3,1530,52,3.4,197,12.9,574,37.5,707,46.2,1281,83.7
,,,"Y",774,761,98.3,760,204,26.8,216,28.4,230,30.3,110,14.5,340,44.7
,,"Math","N",1541,1528,99.2,1528,78,5.1,396,25.9,517,33.8,537,35.1,1054,69.0
,,,"Y",774,758,97.9,758,279,36.8,240,31.7,160,21.1,79,10.4,239,31.5
"Sherman School District","=""1270011""","ELA","N",180,145,80.6,145,7,4.8,"*","*","*","*",50,34.5,"*","*"
,,,"Y",42,29,69.0,29,15,51.7,"*","*","*","*",6,20.7,"*","*"
,,"Math","N",180,145,80.6,145,6,4.1,35,24.1,"*","*","*","*",104,71.7
,,,"Y",42,29,69.0,29,17,58.6,6,20.7,"*","*","*","*",6,20.7
"Side By Side Charter School District","=""2700013""","ELA","N",52,52,100.0,52,"*","*","*","*",25,48.1,14,26.9,39,75.0
,,,"Y",77,77,100.0,77,"*","*",26,33.8,30,39.0,"*","*","*","*"
,,"Math","N",52,52,100.0,52,"*","*",23,44.2,15,28.8,"*","*","*","*"
,,,"Y",77,76,98.7,76,"*","*",25,32.9,18,23.7,"*","*","*","*"
"Simsbury School District","=""1280011""","ELA","N",1548,1546,99.9,1546,33,2.1,140,9.1,512,33.1,861,55.7,1373,88.8
,,,"Y",387,384,99.2,384,86,22.4,119,31.0,109,28.4,70,18.2,179,46.6
,,"Math","N",1545,1541,99.7,1541,59,3.8,297,19.3,487,31.6,698,45.3,1185,76.9
,,,"Y",380,376,98.9,376,134,35.6,131,34.8,71,18.9,40,10.6,111,29.5
"Somers School District","=""1290011""","ELA","N",559,537,96.1,537,33,6.1,93,17.3,200,37.2,211,39.3,411,76.5
,,,"Y",129,128,99.2,128,51,39.8,39,30.5,25,19.5,13,10.2,38,29.7
,,"Math","N",559,535,95.7,535,34,6.4,171,32.0,167,31.2,163,30.5,330,61.7
,,,"Y",129,128,99.2,128,67,52.3,38,29.7,17,13.3,6,4.7,23,18.0
"South Windsor School District","=""1320011""","ELA","N",1408,1401,99.5,1401,45,3.2,157,11.2,519,37.0,680,48.5,1199,85.6
,,,"Y",456,444,97.4,444,101,22.7,128,28.8,148,33.3,67,15.1,215,48.4
,,"Math","N",1408,1398,99.3,1398,39,2.8,249,17.8,386,27.6,724,51.8,1110,79.4
,,,"Y",456,443,97.1,443,123,27.8,149,33.6,108,24.4,63,14.2,171,38.6
"Southington School District","=""1310011""","ELA","N",2313,2302,99.5,2302,141,6.1,434,18.9,930,40.4,797,34.6,1727,75.0
,,,"Y",797,785,98.5,785,263,33.5,210,26.8,222,28.3,90,11.5,312,39.7
,,"Math","N",2313,2300,99.4,2300,144,6.3,627,27.3,823,35.8,706,30.7,1529,66.5
,,,"Y",795,783,98.5,783,305,39.0,257,32.8,157,20.1,64,8.2,221,28.2
"Sprague School District","=""1330011""","ELA","N",93,93,100.0,93,8,8.6,19,20.4,44,47.3,22,23.7,66,71.0
,,,"Y",127,126,99.2,126,44,34.9,33,26.2,40,31.7,9,7.1,49,38.9
,,"Math","N",93,93,100.0,93,10,10.8,38,40.9,29,31.2,16,17.2,45,48.4
,,,"Y",127,126,99.2,126,46,36.5,48,38.1,26,20.6,6,4.8,32,25.4
"Stafford School District","=""1340011""","ELA","N",380,377,99.2,377,21,5.6,79,21.0,154,40.8,123,32.6,277,73.5
,,,"Y",300,292,97.3,292,72,24.7,66,22.6,115,39.4,39,13.4,154,52.7
,,"Math","N",380,377,99.2,377,21,5.6,124,32.9,141,37.4,91,24.1,232,61.5
,,,"Y",300,292,97.3,292,78,26.7,105,36.0,73,25.0,36,12.3,109,37.3
"Stamford School District","=""1350011""","ELA","N",2780,2757,99.2,2757,198,7.2,469,17.0,995,36.1,1095,39.7,2090,75.8
,,,"Y",4275,4235,99.1,4235,1670,39.4,1180,27.9,1048,24.7,337,8.0,1385,32.7
,,"Math","N",2780,2754,99.1,2754,249,9.0,617,22.4,838,30.4,1050,38.1,1888,68.6
,,,"Y",4276,4231,98.9,4231,1921,45.4,1332,31.5,689,16.3,289,6.8,978,23.1
"Sterling School District","=""1360011""","ELA","N",174,170,97.7,170,17,10.0,42,24.7,61,35.9,50,29.4,111,65.3
,,,"Y",112,109,97.3,109,35,32.1,30,27.5,36,33.0,8,7.3,44,40.4
,,"Math","N",174,170,97.7,170,45,26.5,63,37.1,"*","*","*","*",62,36.5
,,,"Y",112,109,97.3,109,51,46.8,44,40.4,"*","*","*","*",14,12.8
"Stonington School District","=""1370011""","ELA","N",694,686,98.8,686,33,4.8,94,13.7,240,35.0,319,46.5,559,81.5
,,,"Y",301,286,95.0,286,90,31.5,63,22.0,93,32.5,40,14.0,133,46.5
,,"Math","N",694,686,98.8,686,36,5.2,144,21.0,217,31.6,289,42.1,506,73.8
,,,"Y",302,286,94.7,286,95,33.2,84,29.4,65,22.7,42,14.7,107,37.4
"Stratford School District","=""1380011""","ELA","N",1535,1524,99.3,1524,173,11.4,346,22.7,588,38.6,417,27.4,1005,65.9
,,,"Y",1694,1683,99.4,1681,630,37.5,467,27.8,425,25.3,159,9.5,584,34.7
,,"Math","N",1535,1521,99.1,1521,358,23.5,500,32.9,409,26.9,254,16.7,663,43.6
,,,"Y",1694,1679,99.1,1679,835,49.7,542,32.3,226,13.5,76,4.5,302,18.0
"Suffield School District","=""1390011""","ELA","N",823,810,98.4,810,52,6.4,134,16.5,305,37.7,319,39.4,624,77.0
,,,"Y",209,200,95.7,200,71,35.5,63,31.5,46,23.0,20,10.0,66,33.0
,,"Math","N",823,808,98.2,807,88,10.9,254,31.5,266,33.0,199,24.7,465,57.6
,,,"Y",209,199,95.2,199,100,50.3,59,29.6,26,13.1,14,7.0,40,20.1
"The Bridge Academy District","=""2690013""","ELA","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","N",81,78,96.3,78,11,14.1,21,26.9,34,43.6,12,15.4,46,59.0
,,,"Y",91,90,98.9,90,27,30.0,31,34.4,23,25.6,9,10.0,32,35.6
,,"Math","N",81,77,95.1,77,25,32.5,26,33.8,"*","*","*","*",26,33.8
,,,"Y",91,90,98.9,90,47,52.2,23,25.6,"*","*","*","*",20,22.2
"Thomaston School District","=""1400011""","ELA","N",298,298,100.0,298,33,11.1,74,24.8,114,38.3,77,25.8,191,64.1
,,,"Y",158,154,97.5,154,71,46.1,38,24.7,36,23.4,9,5.8,45,29.2
,,"Math","N",298,298,100.0,298,26,8.7,101,33.9,111,37.2,60,20.1,171,57.4
,,,"Y",158,155,98.1,155,70,45.2,59,38.1,17,11.0,9,5.8,26,16.8
"Thompson School District","=""1410011""","ELA","N",297,284,95.6,284,53,18.7,108,38.0,85,29.9,38,13.4,123,43.3
,,,"Y",203,192,94.6,192,92,47.9,51,26.6,43,22.4,6,3.1,49,25.5
,,"Math","N",297,285,96.0,285,74,26.0,116,40.7,"*","*","*","*",95,33.3
,,,"Y",203,192,94.6,192,103,53.6,60,31.3,"*","*","*","*",29,15.1
"Tolland School District","=""1420011""","ELA","N",984,980,99.6,980,43,4.4,160,16.3,383,39.1,394,40.2,777,79.3
,,,"Y",229,226,98.7,226,70,31.0,80,35.4,54,23.9,22,9.7,76,33.6
,,"Math","N",983,978,99.5,978,32,3.3,216,22.1,387,39.6,343,35.1,730,74.6
,,,"Y",228,226,99.1,226,72,31.9,84,37.2,55,24.3,15,6.6,70,31.0
"Torrington School District","=""1430011""","ELA","N",847,811,95.7,811,119,14.7,218,26.9,305,37.6,169,20.8,474,58.4
,,,"Y",1229,1188,96.7,1188,413,34.8,358,30.1,302,25.4,115,9.7,417,35.1
,,"Math","N",847,808,95.4,808,165,20.4,329,40.7,234,29.0,80,9.9,314,38.9
,,,"Y",1231,1182,96.0,1182,537,45.4,433,36.6,164,13.9,48,4.1,212,17.9
"Trailblazers Academy District","=""2780013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trumbull School District","=""1440011""","ELA","N",2446,2413,98.7,2412,42,1.7,218,9.0,787,32.6,1365,56.6,2152,89.2
,,,"Y",560,552,98.6,552,122,22.1,158,28.6,159,28.8,113,20.5,272,49.3
,,"Math","N",2446,2412,98.6,2411,51,2.1,325,13.5,724,30.0,1311,54.4,2035,84.4
,,,"Y",560,552,98.6,552,137,24.8,188,34.1,141,25.5,86,15.6,227,41.1
"Unified School District #2","=""3470015""","ELA","Y",31,31,100.0,30,25,83.3,"*","*","*","*",0,0.0,"*","*"
,,"Math","Y",31,31,100.0,31,31,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA","N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",647,641,99.1,641,98,15.3,139,21.7,237,37.0,167,26.1,404,63.0
,,,"Y",763,749,98.2,748,326,43.6,206,27.5,163,21.8,53,7.1,216,28.9
,,"Math","N",647,641,99.1,641,105,16.4,218,34.0,204,31.8,114,17.8,318,49.6
,,,"Y",765,747,97.6,746,362,48.5,243,32.6,112,15.0,29,3.9,141,18.9
"Voluntown School District","=""1470011""","ELA","N",105,105,100.0,105,"*","*",17,16.2,46,43.8,"*","*","*","*"
,,,"Y",69,69,100.0,69,"*","*",22,31.9,21,30.4,"*","*","*","*"
,,"Math","N",105,105,100.0,105,7,6.7,22,21.0,50,47.6,26,24.8,76,72.4
,,,"Y",69,69,100.0,69,17,24.6,29,42.0,16,23.2,7,10.1,23,33.3
"Wallingford School District","=""1480011""","ELA","N",1879,1862,99.1,1862,166,8.9,430,23.1,766,41.1,500,26.9,1266,68.0
,,,"Y",815,804,98.7,804,303,37.7,250,31.1,204,25.4,47,5.8,251,31.2
,,"Math","N",1879,1860,99.0,1860,202,10.9,612,32.9,634,34.1,412,22.2,1046,56.2
,,,"Y",815,804,98.7,804,347,43.2,262,32.6,158,19.7,37,4.6,195,24.3
"Waterbury School District","=""1510011""","ELA","N",1278,1274,99.7,1274,292,22.9,356,27.9,390,30.6,236,18.5,626,49.1
,,,"Y",7158,7121,99.5,7120,3662,51.4,1829,25.7,1241,17.4,388,5.4,1629,22.9
,,"Math","N",1279,1275,99.7,1275,423,33.2,420,32.9,313,24.5,119,9.3,432,33.9
,,,"Y",7158,7123,99.5,7123,4390,61.6,1822,25.6,727,10.2,184,2.6,911,12.8
"Waterford School District","=""1520011""","ELA","N",819,818,99.9,818,40,4.9,137,16.7,322,39.4,319,39.0,641,78.4
,,,"Y",395,395,100.0,395,123,31.1,112,28.4,109,27.6,51,12.9,160,40.5
,,"Math","N",818,817,99.9,817,64,7.8,234,28.6,261,31.9,258,31.6,519,63.5
,,,"Y",397,397,100.0,397,166,41.8,133,33.5,68,17.1,30,7.6,98,24.7
"Watertown School District","=""1530011""","ELA","N",829,821,99.0,821,50,6.1,182,22.2,313,38.1,276,33.6,589,71.7
,,,"Y",490,485,99.0,485,145,29.9,131,27.0,145,29.9,64,13.2,209,43.1
,,"Math","N",828,820,99.0,820,118,14.4,301,36.7,259,31.6,142,17.3,401,48.9
,,,"Y",490,485,99.0,485,209,43.1,165,34.0,86,17.7,25,5.2,111,22.9
"West Hartford School District","=""1550011""","ELA","N",3160,3143,99.5,3140,125,4.0,398,12.7,1103,35.1,1514,48.2,2617,83.3
,,,"Y",1264,1252,99.1,1251,395,31.6,349,27.9,355,28.4,152,12.2,507,40.5
,,"Math","N",3158,3135,99.3,3133,214,6.8,736,23.5,1013,32.3,1170,37.3,2183,69.7
,,,"Y",1263,1245,98.6,1244,519,41.7,373,30.0,253,20.3,99,8.0,352,28.3
"West Haven School District","=""1560011""","ELA","N",800,791,98.9,791,88,11.1,184,23.3,294,37.2,225,28.4,519,65.6
,,,"Y",1837,1821,99.1,1821,646,35.5,472,25.9,499,27.4,204,11.2,703,38.6
,,"Math","N",797,789,99.0,789,110,13.9,242,30.7,252,31.9,185,23.4,437,55.4
,,,"Y",1835,1818,99.1,1818,677,37.2,616,33.9,368,20.2,157,8.6,525,28.9
"Westbrook School District","=""1540011""","ELA","N",233,232,99.6,232,"*","*","*","*",80,34.5,118,50.9,198,85.3
,,,"Y",90,90,100.0,90,"*","*",25,27.8,28,31.1,"*","*","*","*"
,,"Math","N",233,232,99.6,232,8,3.4,56,24.1,65,28.0,103,44.4,168,72.4
,,,"Y",90,90,100.0,90,21,23.3,34,37.8,24,26.7,11,12.2,35,38.9
"Weston School District","=""1570011""","ELA","N",993,982,98.9,982,32,3.3,127,12.9,396,40.3,427,43.5,823,83.8
,,,"Y",116,103,88.8,103,39,37.9,27,26.2,27,26.2,10,9.7,37,35.9
,,"Math","N",992,980,98.8,980,"*","*",199,20.3,354,36.1,"*","*","*","*"
,,,"Y",116,103,88.8,103,45,43.7,27,26.2,"*","*","*","*",31,30.1
"Westport School District","=""1580011""","ELA","N",2293,2247,98.0,2243,45,2.0,224,10.0,788,35.1,1186,52.9,1974,88.0
,,,"Y",368,356,96.7,355,86,24.2,106,29.9,107,30.1,56,15.8,163,45.9
,,"Math","N",2293,2243,97.8,2239,77,3.4,335,15.0,700,31.3,1127,50.3,1827,81.6
,,,"Y",368,356,96.7,354,129,36.4,122,34.5,56,15.8,47,13.3,103,29.1
"Wethersfield School District","=""1590011""","ELA","N",1141,1126,98.7,1126,64,5.7,173,15.4,441,39.2,448,39.8,889,79.0
,,,"Y",483,477,98.8,477,163,34.2,137,28.7,128,26.8,49,10.3,177,37.1
,,"Math","N",1143,1128,98.7,1128,67,5.9,267,23.7,359,31.8,435,38.6,794,70.4
,,,"Y",483,477,98.8,477,193,40.5,141,29.6,106,22.2,37,7.8,143,30.0
"Willington School District","=""1600011""","ELA","N",192,183,95.3,183,26,14.2,33,18.0,85,46.4,39,21.3,124,67.8
,,,"Y",96,93,96.9,93,29,31.2,29,31.2,24,25.8,11,11.8,35,37.6
,,"Math","N",192,183,95.3,183,13,7.1,60,32.8,68,37.2,42,23.0,110,60.1
,,,"Y",96,91,94.8,91,36,39.6,33,36.3,15,16.5,7,7.7,22,24.2
"Wilton School District","=""1610011""","ELA","N",1687,1658,98.3,1658,34,2.1,187,11.3,628,37.9,809,48.8,1437,86.7
,,,"Y",300,291,97.0,291,80,27.5,93,32.0,95,32.6,23,7.9,118,40.5
,,"Math","N",1687,1657,98.2,1657,57,3.4,369,22.3,579,34.9,652,39.3,1231,74.3
,,,"Y",301,292,97.0,291,120,41.2,101,34.7,43,14.8,27,9.3,70,24.1
"Winchester School District","=""1620011""","ELA","N",124,122,98.4,122,21,17.2,36,29.5,36,29.5,29,23.8,65,53.3
,,,"Y",209,204,97.6,204,75,36.8,57,27.9,54,26.5,18,8.8,72,35.3
,,"Math","N",124,121,97.6,121,29,24.0,49,40.5,30,24.8,13,10.7,43,35.5
,,,"Y",209,202,96.7,202,96,47.5,54,26.7,38,18.8,14,6.9,52,25.7
"Windham School District","=""1630011""","ELA","N",262,261,99.6,261,15,5.7,57,21.8,97,37.2,92,35.2,189,72.4
,,,"Y",1313,1303,99.2,1303,591,45.4,333,25.6,289,22.2,90,6.9,379,29.1
,,"Math","N",262,259,98.9,259,32,12.4,76,29.3,91,35.1,60,23.2,151,58.3
,,,"Y",1315,1302,99.0,1299,648,49.9,409,31.5,174,13.4,68,5.2,242,18.6
"Windsor Locks School District","=""1650011""","ELA","N",370,366,98.9,366,41,11.2,83,22.7,147,40.2,95,26.0,242,66.1
,,,"Y",350,347,99.1,347,138,39.8,104,30.0,73,21.0,32,9.2,105,30.3
,,"Math","N",370,361,97.6,361,55,15.2,115,31.9,119,33.0,72,19.9,191,52.9
,,,"Y",350,339,96.9,339,167,49.3,103,30.4,49,14.5,20,5.9,69,20.4
"Windsor School District","=""1640011""","ELA","N",732,725,99.0,725,119,16.4,167,23.0,258,35.6,181,25.0,439,60.6
,,,"Y",635,628,98.9,628,281,44.7,167,26.6,124,19.7,56,8.9,180,28.7
,,"Math","N",736,729,99.0,729,118,16.2,223,30.6,222,30.5,166,22.8,388,53.2
,,,"Y",635,623,98.1,623,304,48.8,178,28.6,104,16.7,37,5.9,141,22.6
"Wolcott School District","=""1660011""","ELA","N",792,790,99.7,790,39,4.9,164,20.8,328,41.5,259,32.8,587,74.3
,,,"Y",298,294,98.7,294,87,29.6,66,22.4,86,29.3,55,18.7,141,48.0
,,"Math","N",792,790,99.7,790,42,5.3,244,30.9,258,32.7,246,31.1,504,63.8
,,,"Y",298,294,98.7,294,82,27.9,90,30.6,71,24.1,51,17.3,122,41.5
"Woodbridge School District","=""1670011""","ELA","N",354,342,96.6,342,13,3.8,34,9.9,102,29.8,193,56.4,295,86.3
,,,"Y",84,75,89.3,75,18,24.0,18,24.0,24,32.0,15,20.0,39,52.0
,,"Math","N",354,342,96.6,342,14,4.1,56,16.4,114,33.3,158,46.2,272,79.5
,,,"Y",84,74,88.1,74,23,31.1,27,36.5,16,21.6,8,10.8,24,32.4
"Woodstock School District","=""1690011""","ELA","N",452,437,96.7,437,31,7.1,63,14.4,177,40.5,166,38.0,343,78.5
,,,"Y",135,128,94.8,128,37,28.9,39,30.5,35,27.3,17,13.3,52,40.6
,,"Math","N",452,437,96.7,437,40,9.2,144,33.0,156,35.7,97,22.2,253,57.9
,,,"Y",135,126,93.3,126,50,39.7,40,31.7,25,19.8,11,8.7,36,28.6

