"Smarter Balanced Assessments, 2016-17"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,,"Y",107,105,98.1,105,28,26.7,23,21.9,33,31.4,21,20.0,54,51.4
,,"Math","N",455,449,98.7,449,9,2.0,54,12.0,138,30.7,248,55.2,386,86.0
,,,"Y",107,104,97.2,104,24,23.1,34,32.7,22,21.2,24,23.1,46,44.2
"Ridgefield School District","=""1180011""","ELA","N",2013,1958,97.3,1958,47,2.4,223,11.4,688,35.1,1000,51.1,1688,86.2
,,,"Y",330,312,94.5,312,92,29.5,101,32.4,76,24.4,43,13.8,119,38.1
,,"Math","N",2013,1951,96.9,1951,69,3.5,394,20.2,599,30.7,889,45.6,1488,76.3
,,,"Y",330,312,94.5,312,120,38.5,100,32.1,62,19.9,30,9.6,92,29.5
"Rocky Hill School District","=""1190011""","ELA","N",887,887,100.0,887,33,3.7,143,16.1,337,38.0,374,42.2,711,80.2
,,,"Y",284,283,99.6,283,90,31.8,79,27.9,76,26.9,38,13.4,114,40.3
,,"Math","N",887,887,100.0,887,52,5.9,209,23.6,252,28.4,374,42.2,626,70.6
,,,"Y",284,283,99.6,283,106,37.5,90,31.8,54,19.1,33,11.7,87,30.7
"Salem School District","=""1210011""","ELA","N",193,193,100.0,193,"*","*","*","*",75,38.9,99,51.3,174,90.2
,,,"Y",69,69,100.0,69,"*","*",18,26.1,31,44.9,"*","*","*","*"
,,"Math","N",193,193,100.0,193,"*","*",27,14.0,64,33.2,"*","*","*","*"
,,,"Y",69,69,100.0,69,"*","*",27,39.1,19,27.5,"*","*","*","*"
"Salisbury School District","=""1220011""","ELA","N",132,132,100.0,132,"*","*",20,15.2,"*","*",62,47.0,"*","*"
,,,"Y",39,37,94.9,37,"*","*",17,45.9,"*","*",9,24.3,"*","*"
,,"Math","N",132,132,100.0,132,"*","*","*","*",40,30.3,53,40.2,93,70.5
,,,"Y",39,37,94.9,37,"*","*",8,21.6,12,32.4,"*","*","*","*"
"Scotland School District","=""1230011""","ELA","N",36,36,100.0,36,0,0.0,"*","*",16,44.4,"*","*","*","*"
,,,"Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*"
,,"Math","N",36,36,100.0,36,"*","*",12,33.3,12,33.3,"*","*","*","*"
,,,"Y",22,22,100.0,22,"*","*",7,31.8,6,27.3,"*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",678,673,99.3,673,73,10.8,157,23.3,268,39.8,175,26.0,443,65.8
,,,"Y",388,384,99.0,384,144,37.5,93,24.2,108,28.1,39,10.2,147,38.3
,,"Math","N",677,671,99.1,671,88,13.1,210,31.3,182,27.1,191,28.5,373,55.6
,,,"Y",388,383,98.7,383,161,42.0,110,28.7,70,18.3,42,11.0,112,29.2
"Sharon School District","=""1250011""","ELA","N",64,64,100.0,64,"*","*",15,23.4,24,37.5,"*","*","*","*"
,,,"Y",37,37,100.0,37,13,35.1,10,27.0,"*","*","*","*",14,37.8
,,"Math","N",63,63,100.0,63,"*","*",27,42.9,22,34.9,"*","*","*","*"
,,,"Y",37,37,100.0,37,15,40.5,13,35.1,"*","*","*","*",9,24.3
"Shelton School District","=""1260011""","ELA","N",1468,1461,99.5,1461,62,4.2,210,14.4,569,38.9,620,42.4,1189,81.4
,,,"Y",709,704,99.3,702,191,27.2,197,28.1,205,29.2,109,15.5,314,44.7
,,"Math","N",1468,1460,99.5,1460,86,5.9,357,24.5,438,30.0,579,39.7,1017,69.7
,,,"Y",709,703,99.2,701,246,35.1,221,31.5,140,20.0,94,13.4,234,33.4
"Sherman School District","=""1270011""","ELA","N",172,161,93.6,161,10,6.2,28,17.4,"*","*","*","*",123,76.4
,,,"Y",34,23,67.6,23,9,39.1,6,26.1,"*","*","*","*",8,34.8
,,"Math","N",172,159,92.4,159,10,6.3,44,27.7,"*","*","*","*",105,66.0
,,,"Y",34,23,67.6,23,6,26.1,10,43.5,"*","*","*","*",7,30.4
"Side By Side Charter School District","=""2700013""","ELA","N",58,58,100.0,58,"*","*",15,25.9,25,43.1,"*","*","*","*"
,,,"Y",70,70,100.0,70,"*","*",20,28.6,24,34.3,"*","*","*","*"
,,"Math","N",58,58,100.0,58,"*","*",19,32.8,"*","*",18,31.0,"*","*"
,,,"Y",70,70,100.0,70,"*","*",20,28.6,23,32.9,"*","*","*","*"
"Simsbury School District","=""1280011""","ELA","N",1486,1483,99.8,1483,34,2.3,133,9.0,519,35.0,797,53.7,1316,88.7
,,,"Y",377,366,97.1,366,100,27.3,98,26.8,116,31.7,52,14.2,168,45.9
,,"Math","N",1483,1478,99.7,1478,39,2.6,271,18.3,425,28.8,743,50.3,1168,79.0
,,,"Y",377,361,95.8,360,123,34.2,131,36.4,62,17.2,44,12.2,106,29.4
"Somers School District","=""1290011""","ELA","N",540,534,98.9,534,52,9.7,102,19.1,219,41.0,161,30.1,380,71.2
,,,"Y",130,128,98.5,128,66,51.6,32,25.0,21,16.4,9,7.0,30,23.4
,,"Math","N",540,532,98.5,532,44,8.3,182,34.2,156,29.3,150,28.2,306,57.5
,,,"Y",130,128,98.5,128,74,57.8,29,22.7,17,13.3,8,6.3,25,19.5
"South Windsor School District","=""1320011""","ELA","N",1441,1435,99.6,1435,40,2.8,186,13.0,544,37.9,665,46.3,1209,84.3
,,,"Y",459,451,98.3,451,132,29.3,113,25.1,139,30.8,67,14.9,206,45.7
,,"Math","N",1441,1434,99.5,1434,49,3.4,231,16.1,394,27.5,760,53.0,1154,80.5
,,,"Y",459,450,98.0,450,124,27.6,167,37.1,90,20.0,69,15.3,159,35.3
"Southington School District","=""1310011""","ELA","N",2284,2273,99.5,2273,109,4.8,416,18.3,941,41.4,807,35.5,1748,76.9
,,,"Y",775,762,98.3,762,239,31.4,230,30.2,210,27.6,83,10.9,293,38.5
,,"Math","N",2285,2272,99.4,2272,137,6.0,566,24.9,777,34.2,792,34.9,1569,69.1
,,,"Y",775,761,98.2,761,278,36.5,264,34.7,158,20.8,61,8.0,219,28.8
"Sprague School District","=""1330011""","ELA","N",76,76,100.0,76,14,18.4,20,26.3,28,36.8,14,18.4,42,55.3
,,,"Y",118,117,99.2,117,43,36.8,38,32.5,28,23.9,8,6.8,36,30.8
,,"Math","N",76,76,100.0,76,9,11.8,35,46.1,22,28.9,10,13.2,32,42.1
,,,"Y",118,117,99.2,117,48,41.0,43,36.8,15,12.8,11,9.4,26,22.2
"Stafford School District","=""1340011""","ELA","N",419,413,98.6,413,30,7.3,88,21.3,175,42.4,120,29.1,295,71.4
,,,"Y",271,262,96.7,261,86,33.0,74,28.4,66,25.3,35,13.4,101,38.7
,,"Math","N",418,411,98.3,411,53,12.9,139,33.8,139,33.8,80,19.5,219,53.3
,,,"Y",271,262,96.7,261,93,35.6,92,35.2,59,22.6,17,6.5,76,29.1
"Stamford School District","=""1350011""","ELA","N",2916,2887,99.0,2887,239,8.3,510,17.7,1026,35.5,1112,38.5,2138,74.1
,,,"Y",4254,4194,98.6,4194,1711,40.8,1218,29.0,962,22.9,303,7.2,1265,30.2
,,"Math","N",2916,2886,99.0,2886,284,9.8,609,21.1,774,26.8,1219,42.2,1993,69.1
,,,"Y",4253,4182,98.3,4182,1831,43.8,1239,29.6,781,18.7,331,7.9,1112,26.6
"Sterling School District","=""1360011""","ELA","N",175,172,98.3,172,26,15.1,48,27.9,52,30.2,46,26.7,98,57.0
,,,"Y",107,102,95.3,102,39,38.2,25,24.5,29,28.4,9,8.8,38,37.3
,,"Math","N",175,171,97.7,171,49,28.7,60,35.1,44,25.7,18,10.5,62,36.3
,,,"Y",107,102,95.3,102,60,58.8,30,29.4,12,11.8,0,0.0,12,11.8
"Stonington School District","=""1370011""","ELA","N",675,670,99.3,670,25,3.7,77,11.5,274,40.9,294,43.9,568,84.8
,,,"Y",283,277,97.9,277,79,28.5,59,21.3,79,28.5,60,21.7,139,50.2
,,"Math","N",675,670,99.3,670,45,6.7,108,16.1,213,31.8,304,45.4,517,77.2
,,,"Y",283,277,97.9,276,99,35.9,72,26.1,66,23.9,39,14.1,105,38.0
"Stratford School District","=""1380011""","ELA","N",1543,1533,99.4,1533,187,12.2,353,23.0,581,37.9,412,26.9,993,64.8
,,,"Y",1711,1704,99.6,1704,659,38.7,480,28.2,419,24.6,146,8.6,565,33.2
,,"Math","N",1543,1533,99.4,1533,334,21.8,528,34.4,420,27.4,251,16.4,671,43.8
,,,"Y",1710,1701,99.5,1701,854,50.2,513,30.2,251,14.8,83,4.9,334,19.6
"Suffield School District","=""1390011""","ELA","N",786,776,98.7,776,51,6.6,150,19.3,320,41.2,255,32.9,575,74.1
,,,"Y",205,191,93.2,191,75,39.3,53,27.7,44,23.0,19,9.9,63,33.0
,,"Math","N",786,774,98.5,774,77,9.9,227,29.3,247,31.9,223,28.8,470,60.7
,,,"Y",205,188,91.7,188,97,51.6,54,28.7,27,14.4,10,5.3,37,19.7
"The Bridge Academy District","=""2690013""","ELA","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","N",66,66,100.0,66,"*","*",18,27.3,24,36.4,"*","*","*","*"
,,,"Y",100,99,99.0,99,"*","*",35,35.4,33,33.3,"*","*","*","*"
,,"Math","N",66,66,100.0,66,25,37.9,22,33.3,"*","*","*","*",19,28.8
,,,"Y",100,98,98.0,98,66,67.3,21,21.4,"*","*","*","*",11,11.2
"Thomaston School District","=""1400011""","ELA","N",287,286,99.7,286,21,7.3,54,18.9,125,43.7,86,30.1,211,73.8
,,,"Y",149,146,98.0,146,60,41.1,32,21.9,38,26.0,16,11.0,54,37.0
,,"Math","N",287,286,99.7,286,30,10.5,97,33.9,97,33.9,62,21.7,159,55.6
,,,"Y",149,146,98.0,146,71,48.6,45,30.8,22,15.1,8,5.5,30,20.5
"Thompson School District","=""1410011""","ELA","N",296,288,97.3,288,45,15.6,88,30.6,107,37.2,48,16.7,155,53.8
,,,"Y",200,191,95.5,191,87,45.5,48,25.1,45,23.6,11,5.8,56,29.3
,,"Math","N",296,288,97.3,288,50,17.4,127,44.1,82,28.5,29,10.1,111,38.5
,,,"Y",200,191,95.5,191,89,46.6,67,35.1,29,15.2,6,3.1,35,18.3
"Tolland School District","=""1420011""","ELA","N",950,941,99.1,941,40,4.3,166,17.6,398,42.3,337,35.8,735,78.1
,,,"Y",200,197,98.5,197,67,34.0,73,37.1,43,21.8,14,7.1,57,28.9
,,"Math","N",949,940,99.1,940,56,6.0,233,24.8,329,35.0,322,34.3,651,69.3
,,,"Y",200,197,98.5,197,80,40.6,72,36.5,30,15.2,15,7.6,45,22.8
"Torrington School District","=""1430011""","ELA","N",828,798,96.4,798,115,14.4,227,28.4,282,35.3,174,21.8,456,57.1
,,,"Y",1213,1189,98.0,1189,434,36.5,352,29.6,289,24.3,114,9.6,403,33.9
,,"Math","N",828,797,96.3,797,203,25.5,282,35.4,226,28.4,86,10.8,312,39.1
,,,"Y",1215,1187,97.7,1187,566,47.7,391,32.9,179,15.1,51,4.3,230,19.4
"Trailblazers Academy District","=""2780013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trumbull School District","=""1440011""","ELA","N",2492,2476,99.4,2476,54,2.2,235,9.5,865,34.9,1322,53.4,2187,88.3
,,,"Y",585,574,98.1,574,131,22.8,146,25.4,186,32.4,111,19.3,297,51.7
,,"Math","N",2493,2475,99.3,2475,48,1.9,335,13.5,690,27.9,1402,56.6,2092,84.5
,,,"Y",584,571,97.8,571,135,23.6,174,30.5,152,26.6,110,19.3,262,45.9
"Unified School District #2","=""3470015""","ELA","Y",25,24,96.0,24,16,66.7,"*","*","*","*","*","*","*","*"
,,"Math","Y",25,23,92.0,23,17,73.9,"*","*","*","*",0,0.0,"*","*"
"Union School District","=""1450011""","ELA","N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",672,668,99.4,668,66,9.9,141,21.1,261,39.1,200,29.9,461,69.0
,,,"Y",742,731,98.5,731,276,37.8,220,30.1,178,24.4,57,7.8,235,32.1
,,"Math","N",672,668,99.4,668,68,10.2,197,29.5,212,31.7,191,28.6,403,60.3
,,,"Y",742,728,98.1,728,310,42.6,237,32.6,129,17.7,52,7.1,181,24.9
"Voluntown School District","=""1470011""","ELA","N",108,108,100.0,108,"*","*","*","*",46,42.6,45,41.7,91,84.3
,,,"Y",69,69,100.0,69,"*","*",16,23.2,25,36.2,"*","*","*","*"
,,"Math","N",108,108,100.0,108,"*","*","*","*",45,41.7,43,39.8,88,81.5
,,,"Y",69,69,100.0,69,"*","*",21,30.4,17,24.6,"*","*","*","*"
"Wallingford School District","=""1480011""","ELA","N",1761,1740,98.8,1740,168,9.7,425,24.4,721,41.4,426,24.5,1147,65.9
,,,"Y",875,860,98.3,860,333,38.7,291,33.8,177,20.6,59,6.9,236,27.4
,,"Math","N",1761,1737,98.6,1737,198,11.4,579,33.3,551,31.7,409,23.5,960,55.3
,,,"Y",874,857,98.1,857,390,45.5,295,34.4,130,15.2,42,4.9,172,20.1
"Waterbury School District","=""1510011""","ELA","N",1246,1239,99.4,1239,291,23.5,333,26.9,407,32.8,208,16.8,615,49.6
,,,"Y",7285,7253,99.6,7252,3799,52.4,1855,25.6,1253,17.3,345,4.8,1598,22.0
,,"Math","N",1246,1239,99.4,1239,415,33.5,379,30.6,286,23.1,159,12.8,445,35.9
,,,"Y",7281,7243,99.5,7242,4288,59.2,1909,26.4,793,11.0,252,3.5,1045,14.4
"Waterford School District","=""1520011""","ELA","N",825,824,99.9,823,50,6.1,144,17.5,353,42.9,276,33.5,629,76.4
,,,"Y",371,371,100.0,371,108,29.1,108,29.1,107,28.8,48,12.9,155,41.8
,,"Math","N",825,824,99.9,823,65,7.9,237,28.8,249,30.3,272,33.0,521,63.3
,,,"Y",372,371,99.7,371,133,35.8,123,33.2,81,21.8,34,9.2,115,31.0
"Watertown School District","=""1530011""","ELA","N",829,820,98.9,820,49,6.0,169,20.6,340,41.5,262,32.0,602,73.4
,,,"Y",457,449,98.2,449,110,24.5,139,31.0,139,31.0,61,13.6,200,44.5
,,"Math","N",828,817,98.7,817,98,12.0,263,32.2,267,32.7,189,23.1,456,55.8
,,,"Y",457,448,98.0,448,152,33.9,164,36.6,90,20.1,42,9.4,132,29.5
"West Hartford School District","=""1550011""","ELA","N",3192,3170,99.3,3170,115,3.6,396,12.5,1215,38.3,1444,45.6,2659,83.9
,,,"Y",1300,1284,98.8,1275,449,35.2,327,25.6,332,26.0,167,13.1,499,39.1
,,"Math","N",3192,3166,99.2,3166,175,5.5,647,20.4,1038,32.8,1306,41.3,2344,74.0
,,,"Y",1299,1278,98.4,1274,534,41.9,370,29.0,229,18.0,141,11.1,370,29.0
"West Haven School District","=""1560011""","ELA","N",821,815,99.3,815,87,10.7,194,23.8,317,38.9,217,26.6,534,65.5
,,,"Y",1846,1832,99.2,1832,601,32.8,553,30.2,488,26.6,190,10.4,678,37.0
,,"Math","N",820,813,99.1,813,91,11.2,264,32.5,240,29.5,218,26.8,458,56.3
,,,"Y",1846,1830,99.1,1830,644,35.2,604,33.0,401,21.9,181,9.9,582,31.8
"Westbrook School District","=""1540011""","ELA","N",221,220,99.5,220,"*","*","*","*",86,39.1,111,50.5,197,89.5
,,,"Y",109,109,100.0,109,"*","*",28,25.7,29,26.6,"*","*","*","*"
,,"Math","N",221,220,99.5,220,"*","*","*","*",66,30.0,122,55.5,188,85.5
,,,"Y",109,109,100.0,109,"*","*",37,33.9,35,32.1,"*","*","*","*"
"Weston School District","=""1570011""","ELA","N",974,969,99.5,969,40,4.1,161,16.6,401,41.4,367,37.9,768,79.3
,,,"Y",132,121,91.7,121,51,42.1,27,22.3,33,27.3,10,8.3,43,35.5
,,"Math","N",974,966,99.2,966,30,3.1,174,18.0,337,34.9,425,44.0,762,78.9
,,,"Y",132,121,91.7,121,50,41.3,39,32.2,22,18.2,10,8.3,32,26.4
"Westport School District","=""1580011""","ELA","N",2273,2213,97.4,2213,59,2.7,228,10.3,767,34.7,1159,52.4,1926,87.0
,,,"Y",372,346,93.0,346,108,31.2,98,28.3,88,25.4,52,15.0,140,40.5
,,"Math","N",2273,2208,97.1,2208,70,3.2,346,15.7,624,28.3,1168,52.9,1792,81.2
,,,"Y",372,346,93.0,346,136,39.3,105,30.3,55,15.9,50,14.5,105,30.3
"Wethersfield School District","=""1590011""","ELA","N",1124,1111,98.8,1111,53,4.8,183,16.5,427,38.4,448,40.3,875,78.8
,,,"Y",481,476,99.0,476,174,36.6,136,28.6,122,25.6,44,9.2,166,34.9
,,"Math","N",1123,1110,98.8,1109,55,5.0,254,22.9,333,30.0,467,42.1,800,72.1
,,,"Y",481,475,98.8,475,178,37.5,164,34.5,81,17.1,52,10.9,133,28.0
"Willington School District","=""1600011""","ELA","N",185,181,97.8,180,22,12.2,42,23.3,73,40.6,43,23.9,116,64.4
,,,"Y",96,94,97.9,94,33,35.1,25,26.6,18,19.1,18,19.1,36,38.3
,,"Math","N",185,181,97.8,180,17,9.4,51,28.3,68,37.8,44,24.4,112,62.2
,,,"Y",96,94,97.9,94,30,31.9,34,36.2,22,23.4,8,8.5,30,31.9
"Wilton School District","=""1610011""","ELA","N",1614,1583,98.1,1583,39,2.5,220,13.9,644,40.7,680,43.0,1324,83.6
,,,"Y",279,271,97.1,271,96,35.4,92,33.9,60,22.1,23,8.5,83,30.6
,,"Math","N",1614,1583,98.1,1583,67,4.2,311,19.6,508,32.1,697,44.0,1205,76.1
,,,"Y",279,269,96.4,269,119,44.2,76,28.3,49,18.2,25,9.3,74,27.5
"Winchester School District","=""1620011""","ELA","N",127,127,100.0,127,20,15.7,33,26.0,52,40.9,22,17.3,74,58.3
,,,"Y",197,192,97.5,191,94,49.2,41,21.5,33,17.3,23,12.0,56,29.3
,,"Math","N",127,126,99.2,126,26,20.6,55,43.7,27,21.4,18,14.3,45,35.7
,,,"Y",196,191,97.4,190,88,46.3,57,30.0,32,16.8,13,6.8,45,23.7
"Windham School District","=""1630011""","ELA","N",265,264,99.6,264,22,8.3,45,17.0,108,40.9,89,33.7,197,74.6
,,,"Y",1317,1308,99.3,1306,576,44.1,334,25.6,301,23.0,95,7.3,396,30.3
,,"Math","N",265,264,99.6,264,28,10.6,76,28.8,83,31.4,77,29.2,160,60.6
,,,"Y",1317,1304,99.0,1303,632,48.5,401,30.8,180,13.8,90,6.9,270,20.7
"Windsor Locks School District","=""1650011""","ELA","N",339,335,98.8,335,48,14.3,61,18.2,148,44.2,78,23.3,226,67.5
,,,"Y",351,348,99.1,348,136,39.1,102,29.3,78,22.4,32,9.2,110,31.6
,,"Math","N",339,335,98.8,335,46,13.7,99,29.6,117,34.9,73,21.8,190,56.7
,,,"Y",351,348,99.1,346,161,46.5,97,28.0,58,16.8,30,8.7,88,25.4
"Windsor School District","=""1640011""","ELA","N",786,781,99.4,781,123,15.7,179,22.9,282,36.1,197,25.2,479,61.3
,,,"Y",592,582,98.3,582,266,45.7,155,26.6,108,18.6,53,9.1,161,27.7
,,"Math","N",786,781,99.4,781,120,15.4,228,29.2,234,30.0,199,25.5,433,55.4
,,,"Y",592,578,97.6,576,279,48.4,156,27.1,96,16.7,45,7.8,141,24.5
"Wolcott School District","=""1660011""","ELA","N",716,711,99.3,711,54,7.6,157,22.1,288,40.5,212,29.8,500,70.3
,,,"Y",312,307,98.4,307,82,26.7,91,29.6,92,30.0,42,13.7,134,43.6
,,"Math","N",716,711,99.3,711,53,7.5,196,27.6,229,32.2,233,32.8,462,65.0
,,,"Y",312,307,98.4,307,75,24.4,98,31.9,77,25.1,57,18.6,134,43.6
"Woodbridge School District","=""1670011""","ELA","N",344,340,98.8,340,13,3.8,36,10.6,95,27.9,196,57.6,291,85.6
,,,"Y",90,83,92.2,83,28,33.7,23,27.7,19,22.9,13,15.7,32,38.6
,,"Math","N",344,340,98.8,340,12,3.5,50,14.7,107,31.5,171,50.3,278,81.8
,,,"Y",90,82,91.1,82,30,36.6,28,34.1,12,14.6,12,14.6,24,29.3
"Woodstock School District","=""1690011""","ELA","N",482,467,96.9,467,44,9.4,96,20.6,193,41.3,134,28.7,327,70.0
,,,"Y",112,105,93.8,105,37,35.2,35,33.3,26,24.8,7,6.7,33,31.4
,,"Math","N",482,464,96.3,463,"*","*",182,39.3,144,31.1,"*","*","*","*"
,,,"Y",112,104,92.9,104,51,49.0,31,29.8,"*","*","*","*",22,21.2

