"Smarter Balanced Assessments, 2018-19"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"Ashford School District","=""0030011""","ELA","N",129,128,99.2,128,10,7.8,32,25.0,38,29.7,48,37.5,86,67.2
,,,"Y",117,115,98.3,115,37,32.2,33,28.7,20,17.4,25,21.7,45,39.1
,,"Math","N",129,126,97.7,126,18,14.3,37,29.4,40,31.7,31,24.6,71,56.3
,,,"Y",117,114,97.4,114,44,38.6,37,32.5,24,21.1,9,7.9,33,28.9
"Avon School District","=""0040011""","ELA","N",1217,1214,99.8,1214,34,2.8,118,9.7,381,31.4,681,56.1,1062,87.5
,,,"Y",282,282,100.0,282,75,26.6,88,31.2,73,25.9,46,16.3,119,42.2
,,"Math","N",1217,1212,99.6,1212,39,3.2,159,13.1,350,28.9,664,54.8,1014,83.7
,,,"Y",282,282,100.0,282,106,37.6,74,26.2,67,23.8,35,12.4,102,36.2
"Barkhamsted School District","=""0050011""","ELA","N",82,80,97.6,80,"*","*","*","*",28,35.0,33,41.3,61,76.3
,,,"Y",57,55,96.5,55,"*","*",17,30.9,19,34.5,"*","*","*","*"
,,"Math","N",82,80,97.6,80,"*","*",17,21.3,28,35.0,"*","*","*","*"
,,,"Y",57,55,96.5,55,"*","*",20,36.4,15,27.3,"*","*","*","*"
"Berlin School District","=""0070011""","ELA","N",891,873,98.0,873,57,6.5,155,17.8,369,42.3,292,33.4,661,75.7
,,,"Y",387,377,97.4,376,133,35.4,90,23.9,109,29.0,44,11.7,153,40.7
,,"Math","N",889,871,98.0,871,45,5.2,194,22.3,253,29.0,379,43.5,632,72.6
,,,"Y",387,377,97.4,376,133,35.4,102,27.1,80,21.3,61,16.2,141,37.5
"Bethany School District","=""0080011""","ELA","N",152,149,98.0,145,"*","*","*","*",44,30.3,79,54.5,123,84.8
,,,"Y",59,59,100.0,57,"*","*",18,31.6,"*","*",13,22.8,"*","*"
,,"Math","N",152,149,98.0,145,"*","*","*","*",49,33.8,64,44.1,113,77.9
,,,"Y",59,59,100.0,57,"*","*",20,35.1,"*","*",11,19.3,"*","*"
"Bethel School District","=""0090011""","ELA","N",894,890,99.6,890,50,5.6,123,13.8,338,38.0,379,42.6,717,80.6
,,,"Y",558,551,98.7,551,143,26.0,161,29.2,162,29.4,85,15.4,247,44.8
,,"Math","N",895,890,99.4,890,48,5.4,194,21.8,282,31.7,366,41.1,648,72.8
,,,"Y",557,548,98.4,548,166,30.3,183,33.4,126,23.0,73,13.3,199,36.3
"Bloomfield School District","=""0110011""","ELA","N",263,263,100.0,263,52,19.8,62,23.6,99,37.6,50,19.0,149,56.7
,,,"Y",578,576,99.7,576,236,41.0,146,25.3,139,24.1,55,9.5,194,33.7
,,"Math","N",263,263,100.0,263,52,19.8,92,35.0,74,28.1,45,17.1,119,45.2
,,,"Y",578,575,99.5,574,259,45.1,173,30.1,101,17.6,41,7.1,142,24.7
"Bolton School District","=""0120011""","ELA","N",246,240,97.6,240,"*","*","*","*",99,41.3,108,45.0,207,86.3
,,,"Y",112,111,99.1,111,"*","*",27,24.3,33,29.7,"*","*","*","*"
,,"Math","N",246,240,97.6,240,"*","*","*","*",75,31.3,114,47.5,189,78.8
,,,"Y",112,110,98.2,110,"*","*",33,30.0,29,26.4,"*","*","*","*"
"Booker T. Washington Academy District","=""2950013""","ELA","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",118,118,100.0,118,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",118,118,100.0,118,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","ELA","N",71,71,100.0,71,"*","*",25,35.2,28,39.4,"*","*","*","*"
,,,"Y",56,54,96.4,54,"*","*",10,18.5,18,33.3,"*","*","*","*"
,,"Math","N",71,71,100.0,71,8,11.3,25,35.2,24,33.8,14,19.7,38,53.5
,,,"Y",56,54,96.4,54,20,37.0,20,37.0,7,13.0,7,13.0,14,25.9
"Branford School District","=""0140011""","ELA","N",710,707,99.6,707,51,7.2,141,19.9,264,37.3,251,35.5,515,72.8
,,,"Y",545,539,98.9,539,170,31.5,139,25.8,162,30.1,68,12.6,230,42.7
,,"Math","N",710,707,99.6,706,52,7.4,153,21.7,233,33.0,268,38.0,501,71.0
,,,"Y",545,536,98.3,536,175,32.6,164,30.6,120,22.4,77,14.4,197,36.8
"Brass City Charter School District","=""2900013""","ELA","N",39,39,100.0,39,"*","*","*","*",15,38.5,15,38.5,30,76.9
,,,"Y",104,104,100.0,104,"*","*",25,24.0,30,28.8,"*","*","*","*"
,,"Math","N",39,39,100.0,39,"*","*",12,30.8,"*","*",13,33.3,"*","*"
,,,"Y",104,104,100.0,104,"*","*",30,28.8,30,28.8,"*","*","*","*"
"Bridgeport School District","=""0150011""","ELA","N",1690,1687,99.8,1687,434,25.7,465,27.6,531,31.5,257,15.2,788,46.7
,,,"Y",7684,7643,99.5,7643,4067,53.2,1811,23.7,1313,17.2,452,5.9,1765,23.1
,,"Math","N",1687,1682,99.7,1681,647,38.5,562,33.4,322,19.2,150,8.9,472,28.1
,,,"Y",7670,7624,99.4,7622,4795,62.9,1838,24.1,716,9.4,273,3.6,989,13.0
"Bristol School District","=""0170011""","ELA","N",1440,1438,99.9,1438,145,10.1,338,23.5,545,37.9,410,28.5,955,66.4
,,,"Y",2201,2191,99.5,2191,821,37.5,573,26.2,552,25.2,245,11.2,797,36.4
,,"Math","N",1440,1437,99.8,1436,206,14.3,408,28.4,462,32.2,360,25.1,822,57.2
,,,"Y",2193,2175,99.2,2175,936,43.0,677,31.1,373,17.1,189,8.7,562,25.8
"Brookfield School District","=""0180011""","ELA","N",820,792,96.6,792,54,6.8,124,15.7,311,39.3,303,38.3,614,77.5
,,,"Y",379,362,95.5,361,99,27.4,93,25.8,128,35.5,41,11.4,169,46.8
,,"Math","N",820,791,96.5,790,35,4.4,186,23.5,265,33.5,304,38.5,569,72.0
,,,"Y",379,360,95.0,359,91,25.3,112,31.2,93,25.9,63,17.5,156,43.5
"Brooklyn School District","=""0190011""","ELA","N",301,301,100.0,301,19,6.3,52,17.3,125,41.5,105,34.9,230,76.4
,,,"Y",236,234,99.2,234,74,31.6,56,23.9,64,27.4,40,17.1,104,44.4
,,"Math","N",301,301,100.0,301,28,9.3,88,29.2,95,31.6,90,29.9,185,61.5
,,,"Y",236,234,99.2,234,85,36.3,78,33.3,49,20.9,22,9.4,71,30.3
"Canaan School District","=""0210011""","ELA","N",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*"
,,,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","ELA","N",155,155,100.0,155,21,13.5,30,19.4,59,38.1,45,29.0,104,67.1
,,,"Y",121,119,98.3,119,29,24.4,36,30.3,42,35.3,12,10.1,54,45.4
,,"Math","N",155,155,100.0,155,19,12.3,54,34.8,52,33.5,30,19.4,82,52.9
,,,"Y",121,118,97.5,118,34,28.8,43,36.4,31,26.3,10,8.5,41,34.7
"Canton School District","=""0230011""","ELA","N",544,540,99.3,540,22,4.1,71,13.1,213,39.4,234,43.3,447,82.8
,,,"Y",175,170,97.1,170,65,38.2,36,21.2,41,24.1,28,16.5,69,40.6
,,"Math","N",544,539,99.1,539,23,4.3,88,16.3,168,31.2,260,48.2,428,79.4
,,,"Y",175,169,96.6,169,65,38.5,44,26.0,34,20.1,26,15.4,60,35.5
"Capital Preparatory Harbor School District","=""2970013""","ELA","N",48,48,100.0,48,16,33.3,"*","*",15,31.3,"*","*","*","*"
,,,"Y",230,230,100.0,230,90,39.1,73,31.7,"*","*","*","*",67,29.1
,,"Math","N",47,47,100.0,47,18,38.3,"*","*",13,27.7,"*","*","*","*"
,,,"Y",230,230,100.0,230,105,45.7,71,30.9,"*","*","*","*",54,23.5
"Capitol Region Education Council","=""2410014""","ELA","N",1217,1199,98.5,1199,130,10.8,222,18.5,399,33.3,448,37.4,847,70.6
,,,"Y",2404,2371,98.6,2369,904,38.2,629,26.6,587,24.8,249,10.5,836,35.3
,,"Math","N",1218,1196,98.2,1196,205,17.1,314,26.3,307,25.7,370,30.9,677,56.6
,,,"Y",2404,2353,97.9,2348,1186,50.5,656,27.9,344,14.7,162,6.9,506,21.6
"Chaplin School District","=""0240011""","ELA","N",37,37,100.0,37,"*","*","*","*",13,35.1,13,35.1,26,70.3
,,,"Y",43,43,100.0,43,"*","*","*","*",10,23.3,12,27.9,22,51.2
,,"Math","N",37,37,100.0,37,"*","*","*","*",17,45.9,10,27.0,27,73.0
,,,"Y",42,42,100.0,42,"*","*",15,35.7,"*","*",11,26.2,"*","*"
"Cheshire School District","=""0250011""","ELA","N",1452,1435,98.8,1435,31,2.2,116,8.1,486,33.9,802,55.9,1288,89.8
,,,"Y",399,390,97.7,390,75,19.2,95,24.4,137,35.1,83,21.3,220,56.4
,,"Math","N",1452,1434,98.8,1434,35,2.4,208,14.5,372,25.9,819,57.1,1191,83.1
,,,"Y",399,387,97.0,387,99,25.6,109,28.2,110,28.4,69,17.8,179,46.3
"Chester School District","=""0260011""","ELA","N",61,61,100.0,61,0,0.0,"*","*","*","*",33,54.1,"*","*"
,,,"Y",41,41,100.0,41,"*","*","*","*",13,31.7,13,31.7,26,63.4
,,"Math","N",61,61,100.0,61,0,0.0,"*","*","*","*",38,62.3,"*","*"
,,,"Y",41,41,100.0,41,"*","*","*","*",8,19.5,11,26.8,19,46.3
"Clinton School District","=""0270011""","ELA","N",447,439,98.2,439,21,4.8,89,20.3,190,43.3,139,31.7,329,74.9
,,,"Y",349,340,97.4,340,104,30.6,87,25.6,110,32.4,39,11.5,149,43.8
,,"Math","N",447,439,98.2,439,25,5.7,105,23.9,160,36.4,149,33.9,309,70.4
,,,"Y",349,340,97.4,340,96,28.2,123,36.2,86,25.3,35,10.3,121,35.6
"Colchester School District","=""0280011""","ELA","N",682,679,99.6,679,31,4.6,81,11.9,297,43.7,270,39.8,567,83.5
,,,"Y",328,326,99.4,326,82,25.2,104,31.9,90,27.6,50,15.3,140,42.9
,,"Math","N",682,679,99.6,679,19,2.8,95,14.0,225,33.1,340,50.1,565,83.2
,,,"Y",328,324,98.8,324,88,27.2,103,31.8,88,27.2,45,13.9,133,41.0
"Colebrook School District","=""0290011""","ELA","N",28,28,100.0,28,0,0.0,0,0.0,10,35.7,18,64.3,28,100.0
,,,"Y",27,24,88.9,24,"*","*","*","*",9,37.5,7,29.2,16,66.7
,,"Math","N",28,28,100.0,28,0,0.0,"*","*","*","*",14,50.0,"*","*"
,,,"Y",27,24,88.9,24,"*","*","*","*",6,25.0,6,25.0,12,50.0
"Columbia School District","=""0300011""","ELA","N",170,169,99.4,169,13,7.7,22,13.0,78,46.2,56,33.1,134,79.3
,,,"Y",78,73,93.6,73,17,23.3,26,35.6,20,27.4,10,13.7,30,41.1
,,"Math","N",170,168,98.8,168,15,8.9,56,33.3,56,33.3,41,24.4,97,57.7
,,,"Y",78,71,91.0,71,25,35.2,28,39.4,11,15.5,7,9.9,18,25.4
"Cooperative Educational Services","=""2430014""","ELA","N",148,148,100.0,148,14,9.5,40,27.0,63,42.6,31,20.9,94,63.5
,,,"Y",183,181,98.9,181,95,52.5,37,20.4,31,17.1,18,9.9,49,27.1
,,"Math","N",148,148,100.0,148,21,14.2,54,36.5,49,33.1,24,16.2,73,49.3
,,,"Y",183,180,98.4,180,105,58.3,38,21.1,26,14.4,11,6.1,37,20.6
"Cornwall School District","=""0310011""","ELA","N",50,47,94.0,47,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",50,47,94.0,47,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","ELA","N",501,500,99.8,500,11,2.2,55,11.0,186,37.2,248,49.6,434,86.8
,,,"Y",228,223,97.8,223,37,16.6,69,30.9,73,32.7,44,19.7,117,52.5
,,"Math","N",501,500,99.8,500,9,1.8,88,17.6,176,35.2,227,45.4,403,80.6
,,,"Y",228,222,97.4,222,58,26.1,68,30.6,59,26.6,37,16.7,96,43.2
"Cromwell School District","=""0330011""","ELA","N",639,639,100.0,639,42,6.6,98,15.3,257,40.2,242,37.9,499,78.1
,,,"Y",297,296,99.7,296,87,29.4,77,26.0,91,30.7,41,13.9,132,44.6
,,"Math","N",639,639,100.0,639,49,7.7,138,21.6,183,28.6,269,42.1,452,70.7
,,,"Y",297,295,99.3,295,90,30.5,95,32.2,64,21.7,46,15.6,110,37.3
"Danbury School District","=""0340011""","ELA","N",1431,1420,99.2,1420,118,8.3,303,21.3,549,38.7,450,31.7,999,70.4
,,,"Y",3978,3963,99.6,3956,1377,34.8,1093,27.6,1039,26.3,447,11.3,1486,37.6
,,"Math","N",1428,1415,99.1,1415,213,15.1,392,27.7,394,27.8,416,29.4,810,57.2
,,,"Y",3980,3957,99.4,3945,1550,39.3,1191,30.2,796,20.2,408,10.3,1204,30.5
"Darien School District","=""0350011""","ELA","N",1820,1815,99.7,1815,23,1.3,147,8.1,559,30.8,1086,59.8,1645,90.6
,,,"Y",384,377,98.2,376,66,17.6,105,27.9,135,35.9,70,18.6,205,54.5
,,"Math","N",1820,1816,99.8,1816,15,0.8,154,8.5,412,22.7,1235,68.0,1647,90.7
,,,"Y",384,375,97.7,374,66,17.6,97,25.9,110,29.4,101,27.0,211,56.4
"Deep River School District","=""0360011""","ELA","N",87,87,100.0,87,"*","*","*","*",32,36.8,42,48.3,74,85.1
,,,"Y",67,67,100.0,67,"*","*",23,34.3,20,29.9,"*","*","*","*"
,,"Math","N",87,87,100.0,87,"*","*","*","*",27,31.0,49,56.3,76,87.4
,,,"Y",67,67,100.0,67,"*","*",20,29.9,"*","*",21,31.3,"*","*"
"Derby School District","=""0370011""","ELA","N",200,200,100.0,200,43,21.5,45,22.5,71,35.5,41,20.5,112,56.0
,,,"Y",459,456,99.3,456,219,48.0,112,24.6,90,19.7,35,7.7,125,27.4
,,"Math","N",200,200,100.0,200,52,26.0,49,24.5,56,28.0,43,21.5,99,49.5
,,,"Y",459,457,99.6,457,242,53.0,103,22.5,80,17.5,32,7.0,112,24.5
"East Granby School District","=""0400011""","ELA","N",282,280,99.3,280,15,5.4,34,12.1,94,33.6,137,48.9,231,82.5
,,,"Y",112,112,100.0,112,34,30.4,28,25.0,28,25.0,22,19.6,50,44.6
,,"Math","N",283,281,99.3,281,8,2.8,46,16.4,89,31.7,138,49.1,227,80.8
,,,"Y",112,111,99.1,111,35,31.5,37,33.3,22,19.8,17,15.3,39,35.1
"East Haddam School District","=""0410011""","ELA","N",285,282,98.9,282,18,6.4,40,14.2,98,34.8,126,44.7,224,79.4
,,,"Y",158,158,100.0,158,32,20.3,43,27.2,51,32.3,32,20.3,83,52.5
,,"Math","N",285,279,97.9,279,21,7.5,67,24.0,87,31.2,104,37.3,191,68.5
,,,"Y",158,156,98.7,156,46,29.5,45,28.8,38,24.4,27,17.3,65,41.7
"East Hampton School District","=""0420011""","ELA","N",644,635,98.6,635,45,7.1,123,19.4,263,41.4,204,32.1,467,73.5
,,,"Y",251,243,96.8,243,67,27.6,64,26.3,79,32.5,33,13.6,112,46.1
,,"Math","N",644,635,98.6,635,41,6.5,177,27.9,254,40.0,163,25.7,417,65.7
,,,"Y",250,242,96.8,242,78,32.2,78,32.2,68,28.1,18,7.4,86,35.5
"East Hartford School District","=""0430011""","ELA","N",794,794,100.0,793,122,15.4,196,24.7,291,36.7,184,23.2,475,59.9
,,,"Y",2138,2129,99.6,2127,1008,47.4,532,25.0,440,20.7,147,6.9,587,27.6
,,"Math","N",796,793,99.6,791,207,26.2,267,33.8,208,26.3,109,13.8,317,40.1
,,,"Y",2134,2116,99.2,2114,1267,59.9,518,24.5,225,10.6,104,4.9,329,15.6
"East Haven School District","=""0440011""","ELA","N",416,414,99.5,414,56,13.5,98,23.7,160,38.6,100,24.2,260,62.8
,,,"Y",811,801,98.8,801,298,37.2,199,24.8,212,26.5,92,11.5,304,38.0
,,"Math","N",416,415,99.8,415,83,20.0,130,31.3,109,26.3,93,22.4,202,48.7
,,,"Y",811,797,98.3,797,346,43.4,239,30.0,140,17.6,72,9.0,212,26.6
"East Lyme School District","=""0450011""","ELA","N",771,762,98.8,762,26,3.4,85,11.2,260,34.1,391,51.3,651,85.4
,,,"Y",369,352,95.4,352,72,20.5,102,29.0,109,31.0,69,19.6,178,50.6
,,"Math","N",771,762,98.8,762,30,3.9,137,18.0,214,28.1,381,50.0,595,78.1
,,,"Y",369,352,95.4,352,96,27.3,96,27.3,88,25.0,72,20.5,160,45.5
"East Windsor School District","=""0470011""","ELA","N",164,162,98.8,162,19,11.7,52,32.1,56,34.6,35,21.6,91,56.2
,,,"Y",299,295,98.7,294,124,42.2,84,28.6,66,22.4,20,6.8,86,29.3
,,"Math","N",164,163,99.4,163,45,27.6,54,33.1,44,27.0,20,12.3,64,39.3
,,,"Y",299,294,98.3,294,150,51.0,88,29.9,39,13.3,17,5.8,56,19.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","Y",59,55,93.2,55,48,87.3,"*","*","*","*",0,0.0,"*","*"
,,"Math","Y",59,53,89.8,53,48,90.6,"*","*",0,0.0,"*","*","*","*"
"Eastford School District","=""0390011""","ELA","N",49,49,100.0,49,6,12.2,9,18.4,18,36.7,16,32.7,34,69.4
,,,"Y",41,41,100.0,41,7,17.1,10,24.4,17,41.5,7,17.1,24,58.5
,,"Math","N",49,49,100.0,49,"*","*","*","*",17,34.7,17,34.7,34,69.4
,,,"Y",41,41,100.0,41,"*","*","*","*",11,26.8,10,24.4,21,51.2
"Easton School District","=""0460011""","ELA","N",466,461,98.9,461,11,2.4,38,8.2,158,34.3,254,55.1,412,89.4
,,,"Y",155,148,95.5,148,33,22.3,35,23.6,41,27.7,39,26.4,80,54.1
,,"Math","N",466,461,98.9,461,11,2.4,69,15.0,123,26.7,258,56.0,381,82.6
,,,"Y",155,146,94.2,146,30,20.5,46,31.5,36,24.7,34,23.3,70,47.9
"EdAdvance","=""2420014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Ellington School District","=""0480011""","ELA","N",886,882,99.5,882,60,6.8,114,12.9,333,37.8,375,42.5,708,80.3
,,,"Y",339,335,98.8,334,110,32.9,110,32.9,73,21.9,41,12.3,114,34.1
,,"Math","N",886,882,99.5,882,42,4.8,173,19.6,264,29.9,403,45.7,667,75.6
,,,"Y",339,335,98.8,334,116,34.7,119,35.6,59,17.7,40,12.0,99,29.6
"Elm City College Preparatory School District","=""2890013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City Montessori School District","=""2910013""","ELA","N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","ELA","N",1011,1006,99.5,1006,109,10.8,248,24.7,398,39.6,251,25.0,649,64.5
,,,"Y",1258,1256,99.8,1255,452,36.0,328,26.1,345,27.5,130,10.4,475,37.8
,,"Math","N",1008,1003,99.5,1003,162,16.2,298,29.7,328,32.7,215,21.4,543,54.1
,,,"Y",1250,1249,99.9,1248,493,39.5,409,32.8,243,19.5,103,8.3,346,27.7
"Essex School District","=""0500011""","ELA","N",133,129,97.0,129,"*","*","*","*",39,30.2,80,62.0,119,92.2
,,,"Y",56,54,96.4,54,"*","*",13,24.1,20,37.0,"*","*","*","*"
,,"Math","N",133,129,97.0,129,"*","*","*","*",36,27.9,71,55.0,107,82.9
,,,"Y",56,54,96.4,54,"*","*",16,29.6,14,25.9,"*","*","*","*"
"Fairfield School District","=""0510011""","ELA","N",3408,3397,99.7,3397,65,1.9,356,10.5,1304,38.4,1672,49.2,2976,87.6
,,,"Y",1189,1169,98.3,1169,251,21.5,331,28.3,369,31.6,218,18.6,587,50.2
,,"Math","N",3408,3394,99.6,3394,87,2.6,507,14.9,1025,30.2,1775,52.3,2800,82.5
,,,"Y",1189,1163,97.8,1163,306,26.3,354,30.4,291,25.0,212,18.2,503,43.3
"Farmington School District","=""0520011""","ELA","N",1403,1398,99.6,1398,17,1.2,103,7.4,424,30.3,854,61.1,1278,91.4
,,,"Y",500,495,99.0,495,120,24.2,107,21.6,142,28.7,126,25.5,268,54.1
,,"Math","N",1403,1398,99.6,1398,30,2.1,182,13.0,340,24.3,846,60.5,1186,84.8
,,,"Y",499,493,98.8,493,141,28.6,130,26.4,107,21.7,115,23.3,222,45.0
"Franklin School District","=""0530011""","ELA","N",70,70,100.0,70,"*","*",12,17.1,"*","*","*","*","*","*"
,,,"Y",23,23,100.0,23,"*","*",7,30.4,"*","*","*","*","*","*"
,,"Math","N",70,70,100.0,70,6,8.6,"*","*","*","*","*","*","*","*"
,,,"Y",23,23,100.0,23,10,43.5,"*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELA","N",2086,2083,99.9,2083,51,2.4,209,10.0,700,33.6,1123,53.9,1823,87.5
,,,"Y",572,567,99.1,567,156,27.5,164,28.9,152,26.8,95,16.8,247,43.6
,,"Math","N",2086,2081,99.8,2081,43,2.1,258,12.4,560,26.9,1220,58.6,1780,85.5
,,,"Y",573,568,99.1,568,178,31.3,169,29.8,110,19.4,111,19.5,221,38.9
"Granby School District","=""0560011""","ELA","N",600,599,99.8,599,19,3.2,66,11.0,230,38.4,284,47.4,514,85.8
,,,"Y",214,210,98.1,210,58,27.6,52,24.8,70,33.3,30,14.3,100,47.6
,,"Math","N",601,599,99.7,599,29,4.8,128,21.4,201,33.6,241,40.2,442,73.8
,,,"Y",214,208,97.2,207,64,30.9,78,37.7,42,20.3,23,11.1,65,31.4
"Great Oaks Charter School District","=""2940013""","ELA","N",54,53,98.1,53,"*","*",20,37.7,17,32.1,"*","*","*","*"
,,,"Y",247,245,99.2,245,128,52.2,79,32.2,"*","*","*","*",38,15.5
,,"Math","N",54,53,98.1,53,20,37.7,21,39.6,"*","*","*","*",12,22.6
,,,"Y",247,245,99.2,245,177,72.2,45,18.4,"*","*","*","*",23,9.4
"Greenwich School District","=""0570011""","ELA","N",2859,2853,99.8,2853,53,1.9,245,8.6,910,31.9,1645,57.7,2555,89.6
,,,"Y",1267,1257,99.2,1255,304,24.2,323,25.7,404,32.2,224,17.8,628,50.0
,,"Math","N",2860,2852,99.7,2852,66,2.3,337,11.8,740,25.9,1709,59.9,2449,85.9
,,,"Y",1267,1253,98.9,1253,339,27.1,384,30.6,293,23.4,237,18.9,530,42.3
"Griswold School District","=""0580011""","ELA","N",378,377,99.7,377,29,7.7,78,20.7,156,41.4,114,30.2,270,71.6
,,,"Y",395,392,99.2,392,112,28.6,132,33.7,103,26.3,45,11.5,148,37.8
,,"Math","N",378,377,99.7,377,26,6.9,86,22.8,123,32.6,142,37.7,265,70.3
,,,"Y",395,392,99.2,392,114,29.1,119,30.4,99,25.3,60,15.3,159,40.6
"Groton School District","=""0590011""","ELA","N",820,818,99.8,818,31,3.8,135,16.5,342,41.8,310,37.9,652,79.7
,,,"Y",1087,1084,99.7,1084,340,31.4,260,24.0,321,29.6,163,15.0,484,44.6
,,"Math","N",819,817,99.8,817,68,8.3,202,24.7,283,34.6,264,32.3,547,67.0
,,,"Y",1084,1078,99.4,1078,348,32.3,348,32.3,252,23.4,130,12.1,382,35.4
"Guilford School District","=""0600011""","ELA","N",1188,1188,100.0,1188,19,1.6,104,8.8,401,33.8,664,55.9,1065,89.6
,,,"Y",347,347,100.0,347,93,26.8,72,20.7,109,31.4,73,21.0,182,52.4
,,"Math","N",1187,1187,100.0,1187,22,1.9,135,11.4,322,27.1,708,59.6,1030,86.8
,,,"Y",347,347,100.0,347,84,24.2,103,29.7,87,25.1,73,21.0,160,46.1
"Hamden School District","=""0620011""","ELA","N",1111,1096,98.6,1096,112,10.2,191,17.4,378,34.5,415,37.9,793,72.4
,,,"Y",1403,1369,97.6,1369,578,42.2,376,27.5,281,20.5,134,9.8,415,30.3
,,"Math","N",1111,1096,98.6,1096,99,9.0,256,23.4,293,26.7,448,40.9,741,67.6
,,,"Y",1404,1369,97.5,1369,599,43.8,402,29.4,255,18.6,113,8.3,368,26.9
"Hampton School District","=""0630011""","ELA","N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
