"Student Counts by District and English Learner Status"
"All Districts"
"2015-16"

"",,"English Learner Status",,
"East Windsor School District","=""0470011""",1070,35,1105
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",417,8,425
"Eastford School District","=""0390011""",134,0,134
"Easton School District","=""0460011""",915,7,922
"EdAdvance","=""2420014""",227,0,227
"Ellington School District","=""0480011""",2591,42,2633
"Elm City College Preparatory School District","=""2890013""",676,27,703
"Elm City Montessori School District","=""2910013""",106,7,113
"Enfield School District","=""0490011""",5082,107,5189
"Essex School District","=""0500011""",410,10,420
"Explorations District","=""2720013""",92,0,92
"Fairfield School District","=""0510011""",9878,213,10091
"Farmington School District","=""0520011""",3988,108,4096
"Franklin School District","=""0530011""",170,0,170
"Glastonbury School District","=""0540011""",5990,79,6069
"Granby School District","=""0560011""",1952,9,1961
"Great Oaks Charter School District","=""2940013""",188,38,226
"Greenwich School District","=""0570011""",8379,446,8825
"Griswold School District","=""0580011""",1870,21,1891
"Groton School District","=""0590011""",4405,114,4519
"Guilford School District","=""0600011""",3375,44,3419
"Hamden School District","=""0620011""",5273,274,5547
"Hampton School District","=""0630011""",101,0,101
"Hartford School District","=""0640011""",17613,3850,21463
"Hartland School District","=""0650011""",188,0,188
"Hebron School District","=""0670011""",732,0,732
"Highville Charter School District","=""2860013""",462,0,462
"Integrated Day Charter School District","=""2640013""",303,28,331
"Interdistrict School for Arts and Comm District","=""2650013""",243,28,271
"Jumoke Academy District","=""2610013""",734,0,734
"Kent School District","=""0680011""","*","*",237
"Killingly School District","=""0690011""",2524,72,2596
"Learn","=""2450014""",2200,173,2373
"Lebanon School District","=""0710011""","*","*",1054
"Ledyard School District","=""0720011""",2425,20,2445
"Lisbon School District","=""0730011""","*","*",392
"Litchfield School District","=""0740011""","*","*",971
"Madison School District","=""0760011""",3012,15,3027
"Manchester School District","=""0770011""",5875,368,6243
"Mansfield School District","=""0780011""",1185,66,1251
"Marlborough School District","=""0790011""",556,0,556
"Meriden School District","=""0800011""",6824,1169,7993
"Middletown School District","=""0830011""",4529,172,4701
"Milford School District","=""0840011""",5997,155,6152
"Monroe School District","=""0850011""",3169,11,3180
"Montville School District","=""0860011""",2178,78,2256
"Naugatuck School District","=""0880011""",4076,170,4246
"New Beginnings Inc Family Academy District","=""2800013""","*","*",499
"New Britain School District","=""0890011""",8484,1587,10071
"New Canaan School District","=""0900011""",4181,46,4227
"New Fairfield School District","=""0910011""",2466,31,2497
"New Hartford School District","=""0920011""","*","*",470
"New Haven School District","=""0930011""",18561,3164,21725
"New London School District","=""0950011""",2586,795,3381
"New Milford School District","=""0960011""",4121,124,4245
"Newington School District","=""0940011""",3886,174,4060
"Newtown School District","=""0970011""",4573,15,4588
"Norfolk School District","=""0980011""",116,0,116
"North Branford School District","=""0990011""",1866,23,1889
"North Canaan School District","=""1000011""",251,9,260
"North Haven School District","=""1010011""",3124,64,3188
"North Stonington School District","=""1020011""","*","*",728
"Norwalk School District","=""1030011""",9824,1585,11409
"Norwich Free Academy District","=""9010022""",2131,151,2282
"Norwich School District","=""1040011""",3183,522,3705
"Odyssey Community School District","=""2630013""",311,17,328
"Old Saybrook School District","=""1060011""",1311,35,1346
"Orange School District","=""1070011""",1124,55,1179
"Oxford School District","=""1080011""",1927,47,1974
"Park City Prep Charter School District","=""2830013""","*","*",360
"Path Academy District","=""2930013""",99,44,143
"Plainfield School District","=""1090011""",2299,31,2330
"Plainville School District","=""1100011""",2305,104,2409
"Plymouth School District","=""1110011""",1507,15,1522
"Pomfret School District","=""1120011""","*","*",402
"Portland School District","=""1130011""",1340,20,1360
"Preston School District","=""1140011""",439,6,445
"Putnam School District","=""1160011""",1170,25,1195
"Redding School District","=""1170011""",936,18,954
"Regional School District 01","=""2010012""","*","*",446
"Regional School District 04","=""2040012""",922,6,928
"Regional School District 05","=""2050012""",2259,11,2270
"Regional School District 06","=""2060012""",978,8,986
"Regional School District 07","=""2070012""",1100,0,1100
"Regional School District 08","=""2080012""",1601,0,1601
"Regional School District 09","=""2090012""","*","*",1028
"Regional School District 10","=""2100012""",2383,33,2416
"Regional School District 11","=""2110012""","*","*",253
"Regional School District 12","=""2120012""",718,14,732
"Regional School District 13","=""2130012""","*","*",1751
"Regional School District 14","=""2140012""",1748,20,1768
"Regional School District 15","=""2150012""",3756,37,3793
"Regional School District 16","=""2160012""",2248,22,2270
"Regional School District 17","=""2170012""",2127,6,2133
"Regional School District 18","=""2180012""",1331,8,1339
"Regional School District 19","=""2190012""",1194,19,1213
"Ridgefield School District","=""1180011""",4996,56,5052
"Rocky Hill School District","=""1190011""",2419,191,2610
"Salem School District","=""1210011""",384,0,384
"Salisbury School District","=""1220011""",267,7,274
"Scotland School District","=""1230011""",119,0,119
"Seymour School District","=""1240011""",2161,54,2215
"Sharon School District","=""1250011""","*","*",160
"Shelton School District","=""1260011""",4713,212,4925
"Sherman School District","=""1270011""","*","*",337
"Side By Side Charter School District","=""2700013""",222,14,236
"Simsbury School District","=""1280011""",4137,53,4190
"Somers School District","=""1290011""","*","*",1435
"South Windsor School District","=""1320011""",4003,153,4156
"Southington School District","=""1310011""",6490,93,6583
"Sprague School District","=""1330011""","*","*",362
"Stafford School District","=""1340011""","*","*",1544
"Stamford Academy District","=""2820013""",150,0,150
"Stamford Charter School for Excellence District","=""2960013""",164,0,164
"Stamford School District","=""1350011""",13939,2007,15946
"Sterling School District","=""1360011""",454,0,454
"Stonington School District","=""1370011""",2159,15,2174
"Stratford School District","=""1380011""",6608,293,6901
"Suffield School District","=""1390011""",2344,14,2358
"The Bridge Academy District","=""2690013""",271,8,279
"The Gilbert School District","=""9020022""",539,14,553
"The Woodstock Academy District","=""9030022""","*","*",1022
"Thomaston School District","=""1400011""","*","*",900
"Thompson School District","=""1410011""","*","*",1007
"Tolland School District","=""1420011""",2585,15,2600
"Torrington School District","=""1430011""",3899,367,4266
"Trailblazers Academy District","=""2780013""","*","*",125
"Trumbull School District","=""1440011""",6554,133,6687
"Unified School District #1","=""3360015""",390,0,390
"Unified School District #2","=""3470015""",173,0,173
"Union School District","=""1450011""",80,0,80
"Vernon School District","=""1460011""",3099,105,3204
"Voluntown School District","=""1470011""",303,0,303
"Wallingford School District","=""1480011""",5691,329,6020
"Waterbury School District","=""1510011""",16428,2434,18862
"Waterford School District","=""1520011""",2485,43,2528
"Watertown School District","=""1530011""",2752,76,2828
"West Hartford School District","=""1550011""",9265,492,9757
"West Haven School District","=""1560011""",5087,755,5842
"Westbrook School District","=""1540011""",736,46,782
"Weston School District","=""1570011""",2390,18,2408
"Westport School District","=""1580011""",5672,42,5714
"Wethersfield School District","=""1590011""",3394,257,3651
"Willington School District","=""1600011""","*","*",435
"Wilton School District","=""1610011""",4156,17,4173
"Winchester School District","=""1620011""",555,34,589
"Windham School District","=""1630011""",2495,801,3296
"Windsor Locks School District","=""1650011""",1556,82,1638
"Windsor School District","=""1640011""",3094,120,3214
"Wolcott School District","=""1660011""",2292,54,2346
"Woodbridge School District","=""1670011""",765,10,775
"Woodstock School District","=""1690011""",856,6,862
"Total","=""""",506668,35147,541815

