town_code,grade,subject,fiscal_year,policy_year,delta_2018,exposure,delta_sd,delta_gcs,k,gcs_baseline,gcs_simulated,n_tests,town,resident_students,frpl_share,delta_nominal_per_student
1,3,mth,2019,1,221.67963026847067,1,0.0010500443068456075,0.0028327945752603238,2.6977857570317187,3.497912615803232,3.5007454103784923,25.0,Andover,440.52,0.14074275855806775,225.6991737038046
1,3,rla,2019,1,221.67963026847067,1,0.0010500443068456075,0.003635447516137733,3.462184873949579,4.137821115168416,4.141456562684554,34.0,Andover,440.52,0.14074275855806775,225.6991737038046
1,4,rla,2019,1,221.67963026847067,1,0.0010500443068456075,0.003576621504549744,3.406162464985994,4.607834709244338,4.611411330748888,24.0,Andover,440.52,0.14074275855806775,225.6991737038046
1,5,rla,2019,1,221.67963026847067,1,0.0010500443068456075,0.003538972857133431,3.3703081232492997,6.12569787699433,6.1292368498514636,24.5,Andover,440.52,0.14074275855806775,225.6991737038046
1,6,mth,2019,1,221.67963026847067,1,0.0010500443068456075,0.003443592340822221,3.279473369239977,8.361706039893576,8.365149632234399,20.0,Andover,440.52,0.14074275855806775,225.6991737038046
1,3,mth,2020,2,313.3504250033954,2,0.0025343116228095717,0.006837029799895604,2.6977857570317187,3.497912615803232,3.5047496456031273,25.0,Andover,412.02,0.17717586524925974,323.0292218824329
1,3,rla,2020,2,313.3504250033954,2,0.0025343116228095717,0.00877425536636591,3.462184873949579,4.137821115168416,4.146595370534782,34.0,Andover,412.02,0.17717586524925974,323.0292218824329
1,4,rla,2020,2,313.3504250033954,2,0.0025343116228095717,0.008632277124191704,3.406162464985994,4.607834709244338,4.61646698636853,24.0,Andover,412.02,0.17717586524925974,323.0292218824329
1,5,rla,2020,2,313.3504250033954,2,0.0025343116228095717,0.008541411049200216,3.3703081232492997,6.12569787699433,6.13423928804353,24.5,Andover,412.02,0.17717586524925974,323.0292218824329
1,6,mth,2020,2,313.3504250033954,2,0.0025343116228095717,0.00831120747635934,3.279473369239977,8.361706039893576,8.370017247369935,20.0,Andover,412.02,0.17717586524925974,323.0292218824329
1,3,mth,2021,3,355.4718289677154,3,0.004218098129488141,0.01137952505549524,2.6977857570317187,3.497912615803232,3.509292140858727,25.0,Andover,425.44,0.20449417074088003,383.6052087250846
1,3,rla,2021,3,355.4718289677154,3,0.004218098129488141,0.014603835540748854,3.462184873949579,4.137821115168416,4.152424950709165,34.0,Andover,425.44,0.20449417074088003,383.6052087250846
1,4,rla,2021,3,355.4718289677154,3,0.004218098129488141,0.014367527522290134,3.406162464985994,4.607834709244338,4.622202236766628,24.0,Andover,425.44,0.20449417074088003,383.6052087250846
1,5,rla,2021,3,355.4718289677154,3,0.004218098129488141,0.014216290390476557,3.3703081232492997,6.12569787699433,6.1399141673848066,24.5,Andover,425.44,0.20449417074088003,383.6052087250846
1,6,mth,2021,3,355.4718289677154,3,0.004218098129488141,0.013833140484497318,3.279473369239977,8.361706039893576,8.375539180378073,20.0,Andover,425.44,0.20449417074088003,383.6052087250846
1,3,mth,2022,4,361.892281024859,4,0.00593229680855176,0.01600406583659566,2.6977857570317187,3.497912615803232,3.5139166816398277,25.0,Andover,386.97,0.2377445279995865,421.7407034137013
1,3,rla,2022,4,361.892281024859,4,0.00593229680855176,0.020538708278347268,3.462184873949579,4.137821115168416,4.158359823446763,34.0,Andover,386.97,0.2377445279995865,421.7407034137013
1,4,rla,2022,4,361.892281024859,4,0.00593229680855176,0.020206366720445207,3.406162464985994,4.607834709244338,4.628041075964783,24.0,Andover,386.97,0.2377445279995865,421.7407034137013
1,5,rla,2022,4,361.892281024859,4,0.00593229680855176,0.019993668123387893,3.3703081232492997,6.12569787699433,6.145691545117718,24.5,Andover,386.97,0.2377445279995865,421.7407034137013
1,6,mth,2022,4,361.892281024859,4,0.00593229680855176,0.019454809402072806,3.279473369239977,8.361706039893576,8.381160849295648,20.0,Andover,386.97,0.2377445279995865,421.7407034137013
1,3,mth,2023,5,352.6981760333825,4,0.006552900866331098,0.01767832262442885,2.6977857570317187,3.497912615803232,3.515590938427661,25.0,Andover,381.32,0.2097975453687192,427.9896150215043
1,3,rla,2023,5,352.6981760333825,4,0.006552900866331098,0.02268735425990262,3.462184873949579,4.137821115168416,4.1605084694283185,34.0,Andover,381.32,0.2097975453687192,427.9896150215043
1,4,rla,2023,5,352.6981760333825,5,0.007602945173176706,0.025896866472220934,3.406162464985994,4.607834709244338,4.633731575716559,24.0,Andover,381.32,0.2097975453687192,427.9896150215043
1,5,rla,2023,5,352.6981760333825,5,0.007602945173176706,0.025624267877776507,3.3703081232492997,6.12569787699433,6.151322144872107,24.5,Andover,381.32,0.2097975453687192,427.9896150215043
1,6,mth,2023,5,352.6981760333825,5,0.007602945173176706,0.024933656223224635,3.279473369239977,8.361706039893576,8.3866396961168,20.0,Andover,381.32,0.2097975453687192,427.9896150215043
1,3,mth,2024,6,362.87352007344646,4,0.006787480128181649,0.018311167215944276,2.6977857570317187,3.497912615803232,3.5162237830191763,25.0,Andover,360.0,0.2222222222222222,453.3361111111111
1,3,rla,2024,6,362.87352007344646,4,0.006787480128181649,0.023499511032023853,3.462184873949579,4.137821115168416,4.16132062620044,34.0,Andover,360.0,0.2222222222222222,453.3361111111111
1,4,rla,2024,6,362.87352007344646,5,0.008271747444145612,0.028174915664092613,3.406162464985994,4.607834709244338,4.636009624908431,24.0,Andover,360.0,0.2222222222222222,453.3361111111111
1,5,rla,2024,6,362.87352007344646,6,0.00932179175099122,0.03141731046160402,3.3703081232492997,6.12569787699433,6.1571151874559344,24.5,Andover,360.0,0.2222222222222222,453.3361111111111
1,6,mth,2024,6,362.87352007344646,6,0.00932179175099122,0.0305705678009766,3.279473369239977,8.361706039893576,8.392276607694553,20.0,Andover,360.0,0.2222222222222222,453.3361111111111
1,3,mth,2025,7,369.9825320068883,4,0.006856213918003284,0.018496596255151897,2.6977857570317187,3.497912615803232,3.5164092120583836,25.0,Andover,344.02,0.24707865821754552,474.3939305854311
1,3,rla,2025,7,369.9825320068883,4,0.006856213918003284,0.02373748011947355,3.462184873949579,4.137821115168416,4.1615585952878895,34.0,Andover,344.02,0.24707865821754552,474.3939305854311
1,4,rla,2025,7,369.9825320068883,5,0.008540000424681853,0.029088628897515775,3.406162464985994,4.607834709244338,4.636923338141854,24.0,Andover,344.02,0.24707865821754552,474.3939305854311
1,5,rla,2025,7,369.9825320068883,6,0.010024267740645819,0.03378487099592451,3.3703081232492997,6.12569787699433,6.159482747990254,24.5,Andover,344.02,0.24707865821754552,474.3939305854311
1,6,mth,2025,7,369.9825320068883,7,0.011074312047491425,0.036317911442401575,3.279473369239977,8.361706039893576,8.398023951335977,20.0,Andover,344.02,0.24707865821754552,474.3939305854311
2,3,mth,2019,1,3409.0053961398194,1,0.02082213902931161,0.056173670104211114,2.6977857570317187,1.333130747650036,1.389304417754247,181.0,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,3,rla,2019,1,3409.0053961398194,1,0.02082213902931161,0.07209009479055782,3.462184873949579,0.8643912307336484,0.9364813255242063,181.0,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,4,mth,2019,1,3409.0053961398194,1,0.02082213902931161,0.059961779179561636,2.8797127468581696,2.2990958688755607,2.3590576480551224,181.66666666666663,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,4,rla,2019,1,3409.0053961398194,1,0.02082213902931161,0.0709235884023611,3.406162464985994,1.5008368040646898,1.571760392467051,181.66666666666663,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,5,mth,2019,1,3409.0053961398194,1,0.02082213902931161,0.06414863657863326,3.0807899461400368,2.523409155704712,2.587557792283345,187.33333333333331,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,5,rla,2019,1,3409.0053961398194,1,0.02082213902931161,0.0701770243139152,3.3703081232492997,2.386893160039721,2.457070184353636,187.66666666666663,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,6,mth,2019,1,3409.0053961398194,1,0.02082213902931161,0.06828565043723976,3.279473369239977,2.8653200534375203,2.93360570387476,179.33333333333334,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,6,rla,2019,1,3409.0053961398194,1,0.02082213902931161,0.06938379996994141,3.332212885154061,3.3042090491779903,3.373592849147932,179.33333333333334,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,7,mth,2019,1,3409.0053961398194,1,0.02082213902931161,0.07272172553863711,3.49251944943148,3.808966518739536,3.8816882442781733,187.0,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,7,rla,2019,1,3409.0053961398194,1,0.02082213902931161,0.06891719741466273,3.3098039215686272,4.1735439036110416,4.242461101025704,188.66666666666663,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,8,mth,2019,1,3409.0053961398194,1,0.02082213902931161,0.07715780064003441,3.705565529622981,4.458675140057559,4.535832940697594,186.66666666666663,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,8,rla,2019,1,3409.0053961398194,1,0.02082213902931161,0.06873055639255125,3.3008403361344536,5.452037733888308,5.520768290280859,188.0,Ansonia,2471.2,0.6709291032696666,3470.8182259630953
2,3,mth,2020,2,3236.3491407137735,2,0.04058969698966031,0.1095023064209388,2.6977857570317187,1.333130747650036,1.4426330540709749,181.0,Ansonia,2476.8,0.5951227390180878,3336.313791989664
