fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.002064621958273475,0.006046844865001094,0.060611192154250836,0.05854657019597736
2020,2,0.0049269066463873855,0.01319025028930511,0.12415352823661376,0.11922662159022637
2021,3,0.008464773761161358,0.020873347713380164,0.18528994819055813,0.17682517442939677
2022,4,0.014183483057474225,0.02938577020596191,0.24282728516948765,0.22864380211201343
2023,5,0.01943946354797117,0.037069844286001775,0.29030189907512804,0.2708624355271569
2024,6,0.024931138855827643,0.0462330431059465,0.3365409516090524,0.31160981275322475
2025,7,0.029339242596791774,0.0545811424836922,0.3725690663163386,0.34322982371954686
