town_code,town,fiscal_year,policy_year,delta_2018,delta_nominal,delta_sd,delta_gcs,n_tests,frpl_share
1,Andover,2019,1,221.67963026847067,225.6991737038046,0.0019009028295521359,0.006188278763196126,127.5,0.14074275855806775
1,Andover,2020,2,313.3504250033954,323.0292218824329,0.0045878827239562514,0.014935585758153652,127.5,0.17717586524925974
1,Andover,2021,3,355.4718289677154,383.6052087250846,0.007636053657354409,0.024858729203725647,127.5,0.20449417074088003
1,Andover,2022,4,361.892281024859,421.7407034137013,0.010739279967142577,0.03496110222969358,127.5,0.2377445279995865
1,Andover,2023,5,352.6981760333825,427.9896150215043,0.012884033360404706,0.042046275782226084,127.5,0.2097975453687192
1,Andover,2024,6,362.87352007344646,453.3361111111111,0.014394470017159261,0.047055153177186906,127.5,0.2222222222222222
1,Andover,2025,7,369.9825320068883,474.3939305854311,0.015285488096881327,0.05000287149371861,127.5,0.24707865821754552
2,Ansonia,2019,1,3409.0053961398194,3470.8182259630953,0.02923222127189895,0.09582101501093149,2209.333333333333,0.6709291032696666
2,Ansonia,2020,2,3236.3491407137735,3336.313791989664,0.05698391515351956,0.18678897298016867,2209.333333333333,0.5951227390180878
2,Ansonia,2021,3,3151.935795119084,3401.391868621281,0.0840117645966657,0.27538422351265296,2209.333333333333,0.6566493378548369
2,Ansonia,2022,4,2819.1046330130966,3285.317850816768,0.10818558682475299,0.35462418824348474,2209.333333333333,0.6637158877252342
2,Ansonia,2023,5,2667.900138127238,3237.4240373866337,0.1262731213508835,0.41486183249517194,2209.333333333333,0.6825077958864616
2,Ansonia,2024,6,2942.980540065059,3676.651172669569,0.14215470441528333,0.46846944675909347,2209.333333333333,0.6416802137027929
2,Ansonia,2025,7,2742.3920544216007,3516.312348170798,0.15171660648153976,0.5015645150979167,2209.333333333333,0.6272585538004133
3,Ashford,2019,1,223.8667398964462,227.92594048086883,0.0019196572946120264,0.0062976080797911595,468.99999999999994,0.2947375942267157
3,Ashford,2020,2,282.7232650116513,291.4560473431143,0.0043440092920869365,0.014250912438026364,468.99999999999994,0.36810680381140254
3,Ashford,2021,3,340.59904757245835,367.55533937814323,0.007264646125020768,0.02383232374974547,468.99999999999994,0.37810653059726146
3,Ashford,2022,4,331.841547038417,386.7202889034799,0.010110187390875191,0.0331673773124418,468.99999999999994,0.36692286895060056
3,Ashford,2023,5,325.57359342132446,395.0746739795214,0.012637976912879946,0.041505938451359935,468.99999999999994,0.31763568567877365
3,Ashford,2024,6,322.60267561952725,403.0259423994204,0.014725016081835839,0.04846203152115066,468.99999999999994,0.3522048020609012
3,Ashford,2025,7,326.78541788551894,419.00631904921323,0.016355834417305856,0.05396515454028722,468.99999999999994,0.35361566789420823
4,Avon,2019,1,13.389275618440626,13.632052886026289,0.00011481303842812836,0.00037664152624677574,2848.6666666666665,0.03552507606999984
4,Avon,2020,2,18.041969712302883,18.59925173973666,0.0002695229287111256,0.000884163755424046,2848.6666666666665,0.07476293524961988
4,Avon,2021,3,21.452726498519297,23.150576095114577,0.00045348005843592854,0.0014876308794728368,2848.6666666666665,0.07693829548701941
4,Avon,2022,4,20.18685391955569,23.525282019370383,0.0006265823307961186,0.0020554888941297688,2848.6666666666665,0.05712188661784181
4,Avon,2023,5,19.41654501508377,23.561447693074747,0.0007740825232406239,0.00254315828189899,2848.6666666666665,0.07574692218202272
4,Avon,2024,6,138.24334529696415,172.70673410182025,0.0019147902656116804,0.006292973337608208,2848.6666666666665,0.08215450180996638
4,Avon,2025,7,113.6020124926073,145.66121523753418,0.0028144402775384892,0.009254877943944398,2848.6666666666665,0.09989306319516927
5,Barkhamsted,2019,1,53.2715953510445,54.23752754392903,0.0004568039301352066,0.0014541551142934423,239.66666666666669,0.09228393317889899
5,Barkhamsted,2020,2,84.63294507754746,87.24709530463412,0.001182531434175176,0.0037643812134226214,239.66666666666669,0.15695882701988784
5,Barkhamsted,2021,3,131.32636063594865,141.72002357867348,0.0023086549766284355,0.00734919780661604,239.66666666666669,0.1809053397564892
5,Barkhamsted,2022,4,125.57802647520279,146.34566139120943,0.003385486553653299,0.01077710208165129,239.66666666666669,0.19730489903866336
5,Barkhamsted,2023,5,127.59623861772387,154.8345547412836,0.004354463834937089,0.013876304880022745,239.66666666666669,0.2043082389518099
5,Barkhamsted,2024,6,383.1239850177533,478.6349177702078,0.007327501909350263,0.023366522530144644,239.66666666666669,0.22334017641617976
5,Barkhamsted,2025,7,386.2832747165064,495.29484545709215,0.010038708538071622,0.03203326265178743,239.66666666666669,0.2474554113362592
6,Beacon Falls,2019,1,183.49537551140008,186.82255370615678,0.0015734728450102558,0.0051578115014526485,1719.9999999999998,0.18775557219374533
6,Beacon Falls,2020,2,205.80952450190188,212.16658811017248,0.0033382895176140653,0.010942844119446123,1719.9999999999998,0.22720955246969535
6,Beacon Falls,2021,3,235.50762287716586,254.14658340857932,0.005357767383785762,0.01756265087245147,1719.9999999999998,0.26452671338276257
6,Beacon Falls,2022,4,541.5183425280544,631.0726662708659,0.01000128717096383,0.03278401286892996,1719.9999999999998,0.26233310781890734
6,Beacon Falls,2023,5,640.7448971644998,777.5264532087398,0.015243797034308625,0.050018722238249165,1719.9999999999998,0.24048371581695752
6,Beacon Falls,2024,6,623.0100889359551,778.323452325891,0.020041355597655457,0.06583636904652251,1719.9999999999998,0.27050133849107905
6,Beacon Falls,2025,7,706.8795618523852,906.3654221151639,0.025214045149075274,0.08291029464087672,1719.9999999999998,0.3211745813259922
7,Berlin,2019,1,30.460789087611495,31.013110763102915,0.0002612012664262685,0.0008564319135113902,2301.6666666666665,0.1325376424343677
7,Berlin,2020,2,45.34132290963058,46.74182988090535,0.0006500031103763507,0.00213124314144592,2301.6666666666665,0.17779533781114185
