"NAME","S1901_C01_001E","S1901_C01_012E","S1901_C01_013E","state","county","county subdivision"
"Prospect town, Naugatuck Valley Planning Region, Connecticut","3276","125556","147589","09","140","62290"
"Seymour town, Naugatuck Valley Planning Region, Connecticut","6287","103682","125321","09","140","67610"
"Shelton town, Naugatuck Valley Planning Region, Connecticut","15741","114739","142197","09","140","68170"
"Southbury town, Naugatuck Valley Planning Region, Connecticut","8123","112434","159270","09","140","69640"
"Thomaston town, Naugatuck Valley Planning Region, Connecticut","3038","104074","136293","09","140","75730"
"Waterbury town, Naugatuck Valley Planning Region, Connecticut","45962","51642","70578","09","140","80070"
"Watertown town, Naugatuck Valley Planning Region, Connecticut","8560","97664","123393","09","140","80490"
"Wolcott town, Naugatuck Valley Planning Region, Connecticut","6067","114406","134215","09","140","87560"
"Woodbury town, Naugatuck Valley Planning Region, Connecticut","4329","129427","136164","09","140","87910"
"Ashford town, Northeastern Connecticut Planning Region, Connecticut","1827","129219","154197","09","150","01430"
"Brooklyn town, Northeastern Connecticut Planning Region, Connecticut","2889","90575","108998","09","150","09190"
"Canterbury town, Northeastern Connecticut Planning Region, Connecticut","2230","99487","114158","09","150","12130"
"Chaplin town, Northeastern Connecticut Planning Region, Connecticut","902","96582","98489","09","150","13810"
"Eastford town, Northeastern Connecticut Planning Region, Connecticut","604","108500","129007","09","150","21860"
"Hampton town, Northeastern Connecticut Planning Region, Connecticut","686","112344","132165","09","150","36000"
"Killingly town, Northeastern Connecticut Planning Region, Connecticut","7202","81881","92976","09","150","40500"
"Plainfield town, Northeastern Connecticut Planning Region, Connecticut","6132","75631","88014","09","150","59980"
"Pomfret town, Northeastern Connecticut Planning Region, Connecticut","1651","105642","137302","09","150","61030"
"Putnam town, Northeastern Connecticut Planning Region, Connecticut","4128","67416","83707","09","150","62710"
"Scotland town, Northeastern Connecticut Planning Region, Connecticut","549","94946","111890","09","150","67400"
"Sterling town, Northeastern Connecticut Planning Region, Connecticut","1272","89167","100525","09","150","73420"
"Thompson town, Northeastern Connecticut Planning Region, Connecticut","4006","88421","107302","09","150","75870"
"Union town, Northeastern Connecticut Planning Region, Connecticut","414","89375","121786","09","150","77830"
"Voluntown town, Northeastern Connecticut Planning Region, Connecticut","1099","92438","110750","09","150","78600"
"Woodstock town, Northeastern Connecticut Planning Region, Connecticut","3564","104487","142689","09","150","88190"
"Barkhamsted town, Northwest Hills Planning Region, Connecticut","1372","119255","137103","09","160","02760"
"Burlington town, Northwest Hills Planning Region, Connecticut","3252","158357","180397","09","160","10100"
"Canaan town, Northwest Hills Planning Region, Connecticut","494","87000","118638","09","160","10940"
"Colebrook town, Northwest Hills Planning Region, Connecticut","601","114904","145971","09","160","16050"
"Cornwall town, Northwest Hills Planning Region, Connecticut","659","101339","172168","09","160","17240"
"Goshen town, Northwest Hills Planning Region, Connecticut","1209","161354","228299","09","160","32290"
"Hartland town, Northwest Hills Planning Region, Connecticut","775","117109","143302","09","160","37140"
"Harwinton town, Northwest Hills Planning Region, Connecticut","2149","107440","141012","09","160","37280"
"Kent town, Northwest Hills Planning Region, Connecticut","1307","101023","179501","09","160","40290"
"Litchfield town, Northwest Hills Planning Region, Connecticut","3436","106912","143186","09","160","43370"
"Morris town, Northwest Hills Planning Region, Connecticut","920","111000","169191","09","160","49460"
"New Hartford town, Northwest Hills Planning Region, Connecticut","2652","116618","177277","09","160","51350"
"Norfolk town, Northwest Hills Planning Region, Connecticut","737","85859","140481","09","160","53470"
"North Canaan town, Northwest Hills Planning Region, Connecticut","1297","68295","94973","09","160","54030"
"Roxbury town, Northwest Hills Planning Region, Connecticut","1029","120250","187028","09","160","65930"
"Salisbury town, Northwest Hills Planning Region, Connecticut","1564","99382","170432","09","160","66420"
"Sharon town, Northwest Hills Planning Region, Connecticut","1439","106951","179508","09","160","67960"
"Torrington town, Northwest Hills Planning Region, Connecticut","15167","69611","87296","09","160","76570"
"Warren town, Northwest Hills Planning Region, Connecticut","580","119167","212189","09","160","79510"
"Washington town, Northwest Hills Planning Region, Connecticut","1395","89135","174145","09","160","79720"
"Winchester town, Northwest Hills Planning Region, Connecticut","5001","68890","86830","09","160","86440"
"County subdivisions not defined, South Central Connecticut Planning Region, Connecticut","0","-666666666","-666666666","09","170","00000"
"Bethany town, South Central Connecticut Planning Region, Connecticut","1816","153879","215110","09","170","04580"
"Branford town, South Central Connecticut Planning Region, Connecticut","13103","97223","145533","09","170","07310"
"East Haven town, South Central Connecticut Planning Region, Connecticut","11282","86498","101354","09","170","22910"
"Guilford town, South Central Connecticut Planning Region, Connecticut","8770","130036","175248","09","170","34950"
"Hamden town, South Central Connecticut Planning Region, Connecticut","23195","92176","114055","09","170","35650"
"Madison town, South Central Connecticut Planning Region, Connecticut","6879","168341","213690","09","170","44560"
"Meriden town, South Central Connecticut Planning Region, Connecticut","24709","68617","88732","09","170","46520"
"Milford town, South Central Connecticut Planning Region, Connecticut","22098","109580","140882","09","170","47535"
"New Haven town, South Central Connecticut Planning Region, Connecticut","53424","53771","83338","09","170","52070"
"North Branford town, South Central Connecticut Planning Region, Connecticut","5015","113687","144847","09","170","53890"
"North Haven town, South Central Connecticut Planning Region, Connecticut","9627","126807","148569","09","170","54870"
"Orange town, South Central Connecticut Planning Region, Connecticut","5252","145625","173999","09","170","57600"
"Wallingford town, South Central Connecticut Planning Region, Connecticut","18654","101572","120987","09","170","78740"
"West Haven town, South Central Connecticut Planning Region, Connecticut","20730","73566","93039","09","170","82870"
"Woodbridge town, South Central Connecticut Planning Region, Connecticut","3185","201926","248252","09","170","87700"
"County subdivisions not defined, Southeastern Connecticut Planning Region, Connecticut","0","-666666666","-666666666","09","180","00000"
"Bozrah town, Southeastern Connecticut Planning Region, Connecticut","938","110250","123456","09","180","06820"
"Colchester town, Southeastern Connecticut Planning Region, Connecticut","6138","118839","138655","09","180","15910"
"East Lyme town, Southeastern Connecticut Planning Region, Connecticut","7894","107667","136471","09","180","23400"
"Franklin town, Southeastern Connecticut Planning Region, Connecticut","725","100179","116893","09","180","29910"
"Griswold town, Southeastern Connecticut Planning Region, Connecticut","4901","80694","97791","09","180","33900"
"Groton town, Southeastern Connecticut Planning Region, Connecticut","16499","83547","110683","09","180","34250"
"Lebanon town, Southeastern Connecticut Planning Region, Connecticut","2821","106594","127374","09","180","42390"
"Ledyard town, Southeastern Connecticut Planning Region, Connecticut","5504","107774","122321","09","180","42600"
"Lisbon town, Southeastern Connecticut Planning Region, Connecticut","1626","94302","105781","09","180","43230"
"Montville town, Southeastern Connecticut Planning Region, Connecticut","6610","87752","106921","09","180","48900"
"New London town, Southeastern Connecticut Planning Region, Connecticut","11569","60123","75979","09","180","52350"
"North Stonington town, Southeastern Connecticut Planning Region, Connecticut","2051","115069","126621","09","180","55500"
"Norwich town, Southeastern Connecticut Planning Region, Connecticut","16840","64185","86431","09","180","56270"
"Preston town, Southeastern Connecticut Planning Region, Connecticut","1897","109375","117173","09","180","62150"
"Salem town, Southeastern Connecticut Planning Region, Connecticut","1673","118378","157189","09","180","66210"
"Sprague town, Southeastern Connecticut Planning Region, Connecticut","1081","89838","106235","09","180","71670"
"Stonington town, Southeastern Connecticut Planning Region, Connecticut","8364","108922","148756","09","180","73770"
"Waterford town, Southeastern Connecticut Planning Region, Connecticut","8047","109485","126348","09","180","80280"
"Windham town, Southeastern Connecticut Planning Region, Connecticut","9399","55034","68695","09","180","86790"
"County subdivisions not defined, Western Connecticut Planning Region, Connecticut","0","-666666666","-666666666","09","190","00000"
"Bethel town, Western Connecticut Planning Region, Connecticut","7538","115135","150792","09","190","04720"
"Bridgewater town, Western Connecticut Planning Region, Connecticut","703","156682","231279","09","190","08210"
"Brookfield town, Western Connecticut Planning Region, Connecticut","6542","142432","176480","09","190","08980"
"Danbury town, Western Connecticut Planning Region, Connecticut","32652","83422","114435","09","190","18500"
"Darien town, Western Connecticut Planning Region, Connecticut","7111","250001","455045","09","190","18850"
"Greenwich town, Western Connecticut Planning Region, Connecticut","22800","198458","357112","09","190","33620"
"New Canaan town, Western Connecticut Planning Region, Connecticut","7021","250001","402253","09","190","50580"
"New Fairfield town, Western Connecticut Planning Region, Connecticut","4500","143864","171690","09","190","50860"
"New Milford town, Western Connecticut Planning Region, Connecticut","10523","103630","128802","09","190","52630"
"Newtown town, Western Connecticut Planning Region, Connecticut","9496","148067","194459","09","190","52980"
"Norwalk town, Western Connecticut Planning Region, Connecticut","35476","105301","151199","09","190","56060"
"Redding town, Western Connecticut Planning Region, Connecticut","3473","176719","248500","09","190","63480"
"Ridgefield town, Western Connecticut Planning Region, Connecticut","9237","168810","243205","09","190","63970"
"Sherman town, Western Connecticut Planning Region, Connecticut","1592","107375","221125","09","190","68310"
"Stamford town, Western Connecticut Planning Region, Connecticut","54165","107474","157064","09","190","73070"
"Weston town, Western Connecticut Planning Region, Connecticut","3549","250001","354274","09","190","83430"
"Westport town, Western Connecticut Planning Region, Connecticut","9698","250001","376394","09","190","83500"
"Wilton town, Western Connecticut Planning Region, Connecticut","6203","227165","318848","09","190","86370"
