District,District Code,fiscal_year,ppe_total,cpi_u,deflator,ppe_total_real
East Haven School District,440011.0,2013,13681.0,232.952,1.3820958824135443,18908.4537672997
East Haven School District,440011.0,2014,14930.0,236.715,1.3601250448851994,20306.666920136027
East Haven School District,440011.0,2015,15518.0,237.002,1.3584779875275312,21080.86141045223
East Haven School District,440011.0,2016,16354.0,240.005,1.3414803858252953,21938.57022978688
East Haven School District,440011.0,2017,16008.0,245.121,1.3134819130143889,21026.218463534333
East Haven School District,440011.0,2018,16557.0,251.1,1.282206292313819,21229.4895818399
East Haven School District,440011.0,2019,16465.0,255.653,1.2593711006716135,20735.545172558115
East Haven School District,440011.0,2020,16348.0,258.856,1.2437880520443798,20333.44707482152
East Haven School District,440011.0,2021,18163.0,270.973,1.1881700390813843,21580.73241983518
East Haven School District,440011.0,2022,18872.0,292.626,1.1002508321201807,20763.93370377205
East Haven School District,440011.0,2023,18284.0,304.703,1.056642041594602,19319.643088515702
East Haven School District,440011.0,2024,18985.0,313.698,1.026343808376209,19485.137202022328
East Haven School District,440011.0,2025,19476.0,321.962,1.0,19476.0
East Lyme School District,450011.0,2007,11688.0,207.344,1.5527914962574272,18149.02700825681
East Lyme School District,450011.0,2008,11960.0,215.254,1.4957306252148626,17888.938277569756
East Lyme School District,450011.0,2009,12764.0,214.565,1.5005336378253675,19152.811353202997
East Lyme School District,450011.0,2010,13220.0,218.076,1.4763752086428583,19517.68025825859
East Lyme School District,450011.0,2011,13354.0,224.923,1.431432090093054,19115.344131102644
East Lyme School District,450011.0,2012,14026.0,229.586,1.402359028860645,19669.4877387994
East Lyme School District,450011.0,2013,14493.0,232.952,1.3820958824135443,20030.7156238195
East Lyme School District,450011.0,2014,15236.0,236.715,1.3601250448851994,20722.865183870897
East Lyme School District,450011.0,2015,15515.0,237.002,1.3584779875275312,21076.78597648965
East Lyme School District,450011.0,2016,15993.0,240.005,1.3414803858252953,21454.295810503947
East Lyme School District,450011.0,2017,16684.0,245.121,1.3134819130143889,21914.13223673206
East Lyme School District,450011.0,2018,16720.0,251.1,1.282206292313819,21438.48920748705
East Lyme School District,450011.0,2019,17754.0,255.653,1.2593711006716135,22358.874521323825
East Lyme School District,450011.0,2020,18053.0,258.856,1.2437880520443798,22454.10570355719
East Lyme School District,450011.0,2021,19734.0,270.973,1.1881700390813843,23447.34755123204
East Lyme School District,450011.0,2022,20323.0,292.626,1.1002508321201807,22360.39766117843
East Lyme School District,450011.0,2023,21125.0,304.703,1.056642041594602,22321.563128685968
East Lyme School District,450011.0,2024,23370.0,313.698,1.026343808376209,23985.654801752007
East Lyme School District,450011.0,2025,24278.0,321.962,1.0,24278.0
East Windsor School District,470011.0,2007,10853.0,207.344,1.5527914962574272,16852.446108881857
East Windsor School District,470011.0,2008,12074.0,215.254,1.4957306252148626,18059.45156884425
East Windsor School District,470011.0,2009,13452.0,214.565,1.5005336378253675,20185.178496026845
East Windsor School District,470011.0,2010,13576.0,218.076,1.4763752086428583,20043.269832535447
East Windsor School District,470011.0,2011,15095.0,224.923,1.431432090093054,21607.46739995465
East Windsor School District,470011.0,2012,15439.0,229.586,1.402359028860645,21651.02104657949
East Windsor School District,470011.0,2013,15426.0,232.952,1.3820958824135443,21320.21108211133
East Windsor School District,470011.0,2014,16359.0,236.715,1.3601250448851994,22250.285609276976
East Windsor School District,470011.0,2015,17837.0,237.002,1.3584779875275312,24231.171863528576
East Windsor School District,470011.0,2016,19235.0,240.005,1.3414803858252953,25803.375221349557
East Windsor School District,470011.0,2017,21605.0,245.121,1.3134819130143889,28377.77673067587
East Windsor School District,470011.0,2018,22339.0,251.1,1.282206292313819,28643.206363998404
East Windsor School District,470011.0,2019,21768.0,255.653,1.2593711006716135,27413.990119419683
East Windsor School District,470011.0,2020,21235.0,258.856,1.2437880520443798,26411.839285162405
East Windsor School District,470011.0,2021,22550.0,270.973,1.1881700390813843,26793.234381285216
East Windsor School District,470011.0,2022,24076.0,292.626,1.1002508321201807,26489.63903412547
East Windsor School District,470011.0,2023,25467.0,304.703,1.056642041594602,26909.50287328973
East Windsor School District,470011.0,2024,25949.0,313.698,1.026343808376209,26632.59548355425
East Windsor School District,470011.0,2025,27076.0,321.962,1.0,27076.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2018,38709.0,251.1,1.282206292313819,49632.92336917562
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2019,36866.0,255.653,1.2593711006716135,46427.974997359706
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2020,39298.0,258.856,1.2437880520443798,48878.38286924004
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2021,43131.0,270.973,1.1881700390813843,51246.96195561918
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2022,56455.0,292.626,1.1002508321201807,62114.6607273448
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2023,48531.0,304.703,1.056642041594602,51279.89492062763
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2024,48835.0,313.698,1.026343808376209,50121.49988205217
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014.0,2025,65316.0,321.962,1.0,65316.0
Eastford School District,390011.0,2007,13563.0,207.344,1.5527914962574272,21060.511063739486
Eastford School District,390011.0,2008,14827.0,215.254,1.4957306252148626,22177.19798006077
Eastford School District,390011.0,2009,14982.0,214.565,1.5005336378253675,22480.994961899654
Eastford School District,390011.0,2010,17081.0,218.076,1.4763752086428583,25217.964938828667
Eastford School District,390011.0,2011,16369.0,224.923,1.431432090093054,23431.1118827332
Eastford School District,390011.0,2012,17584.0,229.586,1.402359028860645,24659.08116348557
Eastford School District,390011.0,2013,19178.0,232.952,1.3820958824135443,26505.834832926957
Eastford School District,390011.0,2014,21839.0,236.715,1.3601250448851994,29703.77085524787
Eastford School District,390011.0,2015,24309.0,237.002,1.3584779875275312,33023.24139880676
Eastford School District,390011.0,2016,25137.0,240.005,1.3414803858252953,33720.79245849045
Eastford School District,390011.0,2017,24297.0,245.121,1.3134819130143889,31913.6700405106
Eastford School District,390011.0,2018,19620.0,251.1,1.282206292313819,25156.88745519713
Eastford School District,390011.0,2019,19207.0,255.653,1.2593711006716135,24188.74073059968
Eastford School District,390011.0,2020,20527.0,258.856,1.2437880520443798,25531.237344314985
Eastford School District,390011.0,2021,22596.0,270.973,1.1881700390813843,26847.89020308296
Eastford School District,390011.0,2022,22753.0,292.626,1.1002508321201807,25034.00718323047
Eastford School District,390011.0,2023,22321.0,304.703,1.056642041594602,23585.307010433116
Eastford School District,390011.0,2024,22285.0,313.698,1.026343808376209,22872.07176966382
Eastford School District,390011.0,2025,22476.0,321.962,1.0,22476.0
Easton School District,460011.0,2007,12121.0,207.344,1.5527914962574272,18821.385726136275
Easton School District,460011.0,2008,12670.0,215.254,1.4957306252148626,18950.907021472307
Easton School District,460011.0,2009,13443.0,214.565,1.5005336378253675,20171.67369328641
Easton School District,460011.0,2010,13873.0,218.076,1.4763752086428583,20481.753269502376
Easton School District,460011.0,2011,14359.0,224.923,1.431432090093054,20553.93338164616
Easton School District,460011.0,2012,15287.0,229.586,1.402359028860645,21437.86247419268
Easton School District,460011.0,2013,16068.0,232.952,1.3820958824135443,22207.51663862083
Easton School District,460011.0,2014,17431.0,236.715,1.3601250448851994,23708.33965739391
Easton School District,460011.0,2015,17990.0,237.002,1.3584779875275312,24439.01899562029
Easton School District,460011.0,2016,19888.0,240.005,1.3414803858252953,26679.361913293476
Easton School District,460011.0,2017,18855.0,245.121,1.3134819130143889,24765.7014698863
Easton School District,460011.0,2018,18907.0,251.1,1.282206292313819,24242.674368777374
Easton School District,460011.0,2019,19241.0,255.653,1.2593711006716135,24231.559348022514
Easton School District,460011.0,2020,19091.0,258.856,1.2437880520443798,23745.157701579254
Easton School District,460011.0,2021,20605.0,270.973,1.1881700390813843,24482.243655271923
Easton School District,460011.0,2022,20108.0,292.626,1.1002508321201807,22123.843732272595
Easton School District,460011.0,2023,20595.0,304.703,1.056642041594602,21761.54284664083
Easton School District,460011.0,2024,22599.0,313.698,1.026343808376209,23194.34372549395
Easton School District,460011.0,2025,23151.0,321.962,1.0,23151.0
EdAdvance,2420014.0,2018,12929.0,251.1,1.282206292313819,16577.645153325368
EdAdvance,2420014.0,2019,19387.0,255.653,1.2593711006716135,24415.42752872057
EdAdvance,2420014.0,2020,43471.0,258.856,1.2437880520443798,54068.710410421234
EdAdvance,2420014.0,2021,60116.0,270.973,1.1881700390813843,71428.0300694165
EdAdvance,2420014.0,2022,50946.0,292.626,1.1002508321201807,56053.37889319473
EdAdvance,2420014.0,2023,53258.0,304.703,1.056642041594602,56274.64185124532
EdAdvance,2420014.0,2024,59528.0,313.698,1.026343808376209,61096.194225018975
EdAdvance,2420014.0,2025,66937.0,321.962,1.0,66937.0
Ellington School District,480011.0,2007,10415.0,207.344,1.5527914962574272,16172.323433521104
Ellington School District,480011.0,2008,10768.0,215.254,1.4957306252148626,16106.02737231364
Ellington School District,480011.0,2009,11208.0,214.565,1.5005336378253675,16817.98101274672
Ellington School District,480011.0,2010,11021.0,218.076,1.4763752086428583,16271.131174452945
Ellington School District,480011.0,2011,11172.0,224.923,1.431432090093054,15991.959310519598
Ellington School District,480011.0,2012,11436.0,229.586,1.402359028860645,16037.377854050332
Ellington School District,480011.0,2013,11825.0,232.952,1.3820958824135443,16343.283809540162
Ellington School District,480011.0,2014,12804.0,236.715,1.3601250448851994,17415.041074710094
Ellington School District,480011.0,2015,13173.0,237.002,1.3584779875275312,17895.23052970017
Ellington School District,480011.0,2016,13632.0,240.005,1.3414803858252953,18287.060619570424
Ellington School District,480011.0,2017,14051.0,245.121,1.3134819130143889,18455.73435976517
Ellington School District,480011.0,2018,14292.0,251.1,1.282206292313819,18325.292329749103
Ellington School District,480011.0,2019,14520.0,255.653,1.2593711006716135,18286.06838175183
Ellington School District,480011.0,2020,15056.0,258.856,1.2437880520443798,18726.472911580186
Ellington School District,480011.0,2021,16216.0,270.973,1.1881700390813843,19267.365353743728
Ellington School District,480011.0,2022,16776.0,292.626,1.1002508321201807,18457.80795964815
Ellington School District,480011.0,2023,17833.0,304.703,1.056642041594602,18843.097527756538
Ellington School District,480011.0,2024,19106.0,313.698,1.026343808376209,19609.32480283585
Ellington School District,480011.0,2025,20298.0,321.962,1.0,20298.0
Elm City College Preparatory School,2810013.0,2007,9271.0,207.344,1.5527914962574272,14395.929961802609
Elm City College Preparatory School,2810013.0,2008,9253.0,215.254,1.4957306252148626,13839.995475113124
Elm City College Preparatory School District,2890013.0,2009,12930.0,214.565,1.5005336378253675,19401.899937082
Elm City College Preparatory School District,2890013.0,2010,11996.0,218.076,1.4763752086428583,17710.59700287973
Elm City College Preparatory School District,2890013.0,2011,13398.0,224.923,1.431432090093054,19178.327143066737
Elm City College Preparatory School District,2890013.0,2012,14287.0,229.586,1.402359028860645,20035.50344533203
Elm City College Preparatory School District,2890013.0,2013,14029.0,232.952,1.3820958824135443,19389.423134379613
Elm City College Preparatory School District,2890013.0,2014,13954.0,236.715,1.3601250448851994,18979.184876328072
Elm City College Preparatory School District,2890013.0,2015,15794.0,237.002,1.3584779875275312,21455.80133500983
Elm City College Preparatory School District,2890013.0,2016,14612.0,240.005,1.3414803858252953,19601.711397679213
Elm City College Preparatory School District,2890013.0,2017,15698.0,245.121,1.3134819130143889,20619.03907049987
Elm City College Preparatory School District,2890013.0,2018,16430.0,251.1,1.282206292313819,21066.64938271605
Elm City College Preparatory School District,2890013.0,2019,15370.0,255.653,1.2593711006716135,19356.5338173227
Elm City College Preparatory School District,2890013.0,2020,14786.0,258.856,1.2437880520443798,18390.6501375282
Elm City College Preparatory School District,2890013.0,2021,14674.0,270.973,1.1881700390813843,17435.207153480234
Elm City College Preparatory School District,2890013.0,2022,15651.0,292.626,1.1002508321201807,17220.02577351295
Elm City College Preparatory School District,2890013.0,2023,15732.0,304.703,1.056642041594602,16623.09259836628
Elm City College Preparatory School District,2890013.0,2024,16606.0,313.698,1.026343808376209,17043.46528189533
Elm City College Preparatory School District,2890013.0,2025,17239.0,321.962,1.0,17239.0
Elm City Montessori School District,2910013.0,2015,25129.0,237.002,1.3584779875275312,34137.193348579334
Elm City Montessori School District,2910013.0,2016,19955.0,240.005,1.3414803858252953,26769.24109914377
Elm City Montessori School District,2910013.0,2017,18767.0,245.121,1.3134819130143889,24650.115061541037
Elm City Montessori School District,2910013.0,2018,15248.0,251.1,1.282206292313819,19551.081545201112
Elm City Montessori School District,2910013.0,2019,16540.0,255.653,1.2593711006716135,20829.99800510849
Elm City Montessori School District,2910013.0,2020,15603.0,258.856,1.2437880520443798,19406.824976048458
Elm City Montessori School District,2910013.0,2021,16177.0,270.973,1.1881700390813843,19221.026722219554
Elm City Montessori School District,2910013.0,2022,13616.0,292.626,1.1002508321201807,14981.01533014838
Elm City Montessori School District,2910013.0,2023,17658.0,304.703,1.056642041594602,18658.18517047748
Elm City Montessori School District,2910013.0,2024,17804.0,313.698,1.026343808376209,18273.025164330025
Elm City Montessori School District,2910013.0,2025,18508.0,321.962,1.0,18508.0
Enfield School District,490011.0,2007,11105.0,207.344,1.5527914962574272,17243.749565938728
Enfield School District,490011.0,2008,11712.0,215.254,1.4957306252148626,17517.99708251647
Enfield School District,490011.0,2009,12089.0,214.565,1.5005336378253675,18139.95114767087
Enfield School District,490011.0,2010,12147.0,218.076,1.4763752086428583,17933.529659384803
Enfield School District,490011.0,2011,12381.0,224.923,1.431432090093054,17722.560707442102
Enfield School District,490011.0,2012,12754.0,229.586,1.402359028860645,17885.687054088663
Enfield School District,490011.0,2013,13310.0,232.952,1.3820958824135443,18395.69619492428
Enfield School District,490011.0,2014,14033.0,236.715,1.3601250448851994,19086.634754874
Enfield School District,490011.0,2015,14177.0,237.002,1.3584779875275312,19259.14242917781
Enfield School District,490011.0,2016,14371.0,240.005,1.3414803858252953,19278.41462469532
Enfield School District,490011.0,2017,14841.0,245.121,1.3134819130143889,19493.38507104654
Enfield School District,490011.0,2018,14911.0,251.1,1.282206292313819,19118.97802469136
Enfield School District,490011.0,2019,15819.0,255.653,1.2593711006716135,19921.991441524253
Enfield School District,490011.0,2020,16061.0,258.856,1.2437880520443798,19976.479903884785
Enfield School District,490011.0,2021,16601.0,270.973,1.1881700390813843,19724.81081879006
Enfield School District,490011.0,2022,18517.0,292.626,1.1002508321201807,20373.344658369388
Enfield School District,490011.0,2023,18637.0,304.703,1.056642041594602,19692.6377291986
Enfield School District,490011.0,2024,18781.0,313.698,1.026343808376209,19275.763065113584
Enfield School District,490011.0,2025,19405.0,321.962,1.0,19405.0
Essex School District,500011.0,2007,11083.0,207.344,1.5527914962574272,17209.588153021064
Essex School District,500011.0,2008,11469.0,215.254,1.4957306252148626,17154.53454058926
Essex School District,500011.0,2009,12090.0,214.565,1.5005336378253675,18141.45168130869
Essex School District,500011.0,2010,12621.0,218.076,1.4763752086428583,18633.33150828152
Essex School District,500011.0,2011,12974.0,224.923,1.431432090093054,18571.39993686728
Essex School District,500011.0,2012,14227.0,229.586,1.402359028860645,19951.36190360039
Essex School District,500011.0,2013,15547.0,232.952,1.3820958824135443,21487.44468388337
Essex School District,500011.0,2014,16112.0,236.715,1.3601250448851994,21914.33472319033
Essex School District,500011.0,2015,17944.0,237.002,1.3584779875275312,24376.529008194026
Essex School District,500011.0,2016,20887.0,240.005,1.3414803858252953,28019.500818732944
Essex School District,500011.0,2017,22616.0,245.121,1.3134819130143889,29705.70694473341
Essex School District,500011.0,2018,22014.0,251.1,1.282206292313819,28226.489318996413
Essex School District,500011.0,2019,23392.0,255.653,1.2593711006716135,29459.20878691038
Essex School District,500011.0,2020,21649.0,258.856,1.2437880520443798,26926.76753870878
Essex School District,500011.0,2021,24177.0,270.973,1.1881700390813843,28726.38703487063
Essex School District,500011.0,2022,25641.0,292.626,1.1002508321201807,28211.531586393558
Essex School District,500011.0,2023,27650.0,304.703,1.056642041594602,29216.152450090747
Essex School District,500011.0,2024,27679.0,313.698,1.026343808376209,28408.17027204509
Essex School District,500011.0,2025,28206.0,321.962,1.0,28206.0
Explorations District,2720013.0,2007,9440.0,207.344,1.5527914962574272,14658.351724670112
Explorations District,2720013.0,2008,10984.0,215.254,1.4957306252148626,16429.10518736005
Explorations District,2720013.0,2009,11634.0,214.565,1.5005336378253675,17457.208342460326
Explorations District,2720013.0,2010,12871.0,218.076,1.4763752086428583,19002.42531044223
Explorations District,2720013.0,2011,14056.0,224.923,1.431432090093054,20120.209458347967
Explorations District,2720013.0,2012,15382.0,229.586,1.402359028860645,21571.08658193444
Explorations District,2720013.0,2013,16881.0,232.952,1.3820958824135443,23331.160591023043
Explorations District,2720013.0,2014,15647.0,236.715,1.3601250448851994,21281.876577318715
Explorations District,2720013.0,2015,16088.0,237.002,1.3584779875275312,21855.193863342924
Explorations District,2720013.0,2016,20464.0,240.005,1.3414803858252953,27452.054615528843
Explorations District,2720013.0,2017,19815.0,245.121,1.3134819130143889,26026.64410638011
Explorations District,2720013.0,2018,19703.0,251.1,1.282206292313819,25263.31057745918
Explorations District,2720013.0,2019,21479.0,255.653,1.2593711006716135,27050.031871325587
Explorations District,2720013.0,2020,19005.0,258.856,1.2437880520443798,23638.19192910344
Explorations District,2720013.0,2021,20001.0,270.973,1.1881700390813843,23764.588951666767
Explorations District,2720013.0,2022,19608.0,292.626,1.1002508321201807,21573.718316212504
Explorations District,2720013.0,2023,19146.0,304.703,1.056642041594602,20230.468528370253
Explorations District,2720013.0,2024,19094.0,313.698,1.026343808376209,19597.008677135334
Explorations District,2720013.0,2025,22438.0,321.962,1.0,22438.0
Fairfield School District,510011.0,2007,13975.0,207.344,1.5527914962574272,21700.261160197544
Fairfield School District,510011.0,2008,14323.0,215.254,1.4957306252148626,21423.34974495248
Fairfield School District,510011.0,2009,14812.0,214.565,1.5005336378253675,22225.904243469344
Fairfield School District,510011.0,2010,14834.0,218.076,1.4763752086428583,21900.549845008165
Fairfield School District,510011.0,2011,14815.0,224.923,1.431432090093054,21206.6664147286
Fairfield School District,510011.0,2012,14981.0,229.586,1.402359028860645,21008.74061136132
Fairfield School District,510011.0,2013,15381.0,232.952,1.3820958824135443,21258.016767402725
Fairfield School District,510011.0,2014,15660.0,236.715,1.3601250448851994,21299.558202902223
Fairfield School District,510011.0,2015,16407.0,237.002,1.3584779875275312,22288.548341364203
Fairfield School District,510011.0,2016,17063.0,240.005,1.3414803858252953,22889.679823337014
Fairfield School District,510011.0,2017,17505.0,245.121,1.3134819130143889,22992.500887316877
Fairfield School District,510011.0,2018,17928.0,251.1,1.282206292313819,22987.394408602147
Fairfield School District,510011.0,2019,18942.0,255.653,1.2593711006716135,23855.007388921706
Fairfield School District,510011.0,2020,19596.0,258.856,1.2437880520443798,24373.270667861667
Fairfield School District,510011.0,2021,21132.0,270.973,1.1881700390813843,25108.409265867813
Fairfield School District,510011.0,2022,22012.0,292.626,1.1002508321201807,24218.721316629417
Fairfield School District,510011.0,2023,23083.0,304.703,1.056642041594602,24390.4682461282
Fairfield School District,510011.0,2024,24113.0,313.698,1.026343808376209,24748.22825137553
Fairfield School District,510011.0,2025,25369.0,321.962,1.0,25369.0
Farmington School District,520011.0,2007,11662.0,207.344,1.5527914962574272,18108.65442935412
Farmington School District,520011.0,2008,12270.0,215.254,1.4957306252148626,18352.614771386365
Farmington School District,520011.0,2009,12338.0,214.565,1.5005336378253675,18513.584023489384
Farmington School District,520011.0,2010,12972.0,218.076,1.4763752086428583,19151.53920651516
Farmington School District,520011.0,2011,13534.0,224.923,1.431432090093054,19373.00190731939
Farmington School District,520011.0,2012,14459.0,229.586,1.402359028860645,20276.709198296063
Farmington School District,520011.0,2013,14785.0,232.952,1.3820958824135443,20434.28762148425
Farmington School District,520011.0,2014,15518.0,236.715,1.3601250448851994,21106.42044652852
Farmington School District,520011.0,2015,16183.0,237.002,1.3584779875275312,21984.24927215804
Farmington School District,520011.0,2016,16613.0,240.005,1.3414803858252953,22286.01364971563
Farmington School District,520011.0,2017,16805.0,245.121,1.3134819130143889,22073.063548206803
Farmington School District,520011.0,2018,16714.0,251.1,1.282206292313819,21430.79596973317
Farmington School District,520011.0,2019,17503.0,255.653,1.2593711006716135,22042.77237505525
Farmington School District,520011.0,2020,17551.0,258.856,1.2437880520443798,21829.72410143091
Farmington School District,520011.0,2021,18734.0,270.973,1.1881700390813843,22259.17751215065
Farmington School District,520011.0,2022,19398.0,292.626,1.1002508321201807,21342.665641467265
Farmington School District,520011.0,2023,20158.0,304.703,1.056642041594602,21299.790274463987
Farmington School District,520011.0,2024,19986.0,313.698,1.026343808376209,20512.507354206915
Farmington School District,520011.0,2025,21032.0,321.962,1.0,21032.0
Franklin School District,530011.0,2007,12783.0,207.344,1.5527914962574272,19849.33369665869
Franklin School District,530011.0,2008,13605.0,215.254,1.4957306252148626,20349.41515604821
Franklin School District,530011.0,2009,14308.0,214.565,1.5005336378253675,21469.63529000536
Franklin School District,530011.0,2010,15001.0,218.076,1.4763752086428583,22147.104504851523
Franklin School District,530011.0,2011,13713.0,224.923,1.431432090093054,19629.22825144605
Franklin School District,530011.0,2012,15020.0,229.586,1.402359028860645,21063.43261348688
Franklin School District,530011.0,2013,14816.0,232.952,1.3820958824135443,20477.132593839076
Franklin School District,530011.0,2014,16672.0,236.715,1.3601250448851994,22676.00474832604
Franklin School District,530011.0,2015,17601.0,237.002,1.3584779875275312,23910.57105847208
Franklin School District,530011.0,2016,17307.0,240.005,1.3414803858252953,23217.001037478385
Franklin School District,530011.0,2017,18200.0,245.121,1.3134819130143889,23905.370816861872
Franklin School District,530011.0,2018,16590.0,251.1,1.282206292313819,21271.80238948626
Franklin School District,530011.0,2019,18694.0,255.653,1.2593711006716135,23542.68335595514
Franklin School District,530011.0,2020,19464.0,258.856,1.2437880520443798,24209.090644991807
Franklin School District,530011.0,2021,23641.0,270.973,1.1881700390813843,28089.527893923005
Franklin School District,530011.0,2022,21691.0,292.626,1.1002508321201807,23865.54079951884
Franklin School District,530011.0,2023,20287.0,304.703,1.056642041594602,21436.097097829694
Franklin School District,530011.0,2024,19849.0,313.698,1.026343808376209,20371.89825245937
Franklin School District,530011.0,2025,23258.0,321.962,1.0,23258.0
Glastonbury School District,540011.0,2007,10922.0,207.344,1.5527914962574272,16959.58872212362
Glastonbury School District,540011.0,2008,11391.0,215.254,1.4957306252148626,17037.8675518225
Glastonbury School District,540011.0,2009,12115.0,214.565,1.5005336378253675,18178.965022254328
Glastonbury School District,540011.0,2010,12547.0,218.076,1.4763752086428583,18524.079742841943
Glastonbury School District,540011.0,2011,13011.0,224.923,1.431432090093054,18624.362924200726
Glastonbury School District,540011.0,2012,13538.0,229.586,1.402359028860645,18985.13653271541
Glastonbury School District,540011.0,2013,13841.0,232.952,1.3820958824135443,19129.589108485867
Glastonbury School District,540011.0,2014,14767.0,236.715,1.3601250448851994,20084.96653781974
Glastonbury School District,540011.0,2015,15741.0,237.002,1.3584779875275312,21383.80200167087
Glastonbury School District,540011.0,2016,16300.0,240.005,1.3414803858252953,21866.130288952318
Glastonbury School District,540011.0,2017,16758.0,245.121,1.3134819130143889,22011.329898295124
Glastonbury School District,540011.0,2018,17791.0,251.1,1.282206292313819,22811.732146555158
Glastonbury School District,540011.0,2019,17874.0,255.653,1.2593711006716135,22509.99905340442
Glastonbury School District,540011.0,2020,18466.0,258.856,1.2437880520443798,22967.79016905152
Glastonbury School District,540011.0,2021,19354.0,270.973,1.1881700390813843,22995.842936381112
Glastonbury School District,540011.0,2022,20268.0,292.626,1.1002508321201807,22299.883865411823
Glastonbury School District,540011.0,2023,20782.0,304.703,1.056642041594602,21959.13490841902
Glastonbury School District,540011.0,2024,21545.0,313.698,1.026343808376209,22112.577351465425
Glastonbury School District,540011.0,2025,22603.0,321.962,1.0,22603.0
Goodwin University Educational Services (GUES),2310018.0,2022,16850.0,292.626,1.1002508321201807,18539.22652122505
Goodwin University Educational Services (GUES),2310018.0,2023,17580.0,304.703,1.056642041594602,18575.767091233105
Goodwin University Educational Services (GUES),2310018.0,2024,20132.0,313.698,1.026343808376209,20662.35355022984
Goodwin University Educational Services (GUES),2310018.0,2025,22900.0,321.962,1.0,22900.0
Granby School District,560011.0,2007,10693.0,207.344,1.5527914962574272,16603.99946948067
Granby School District,560011.0,2008,11270.0,215.254,1.4957306252148626,16856.884146171502
Granby School District,560011.0,2009,11870.0,214.565,1.5005336378253675,17811.334280987114
Granby School District,560011.0,2010,12014.0,218.076,1.4763752086428583,17737.171756635304
Granby School District,560011.0,2011,12263.0,224.923,1.431432090093054,17553.65172081112
Granby School District,560011.0,2012,12710.0,229.586,1.402359028860645,17823.983256818792
Granby School District,560011.0,2013,13205.0,232.952,1.3820958824135443,18250.57612727085
Granby School District,560011.0,2014,13645.0,236.715,1.3601250448851994,18558.906237458545
Granby School District,560011.0,2015,14656.0,237.002,1.3584779875275312,19909.853385203496
Granby School District,560011.0,2016,14888.0,240.005,1.3414803858252953,19971.959984166995
Granby School District,560011.0,2017,15353.0,245.121,1.3134819130143889,20165.88781050991
Granby School District,560011.0,2018,15519.0,251.1,1.282206292313819,19898.55945041816
Granby School District,560011.0,2019,16305.0,255.653,1.2593711006716135,20534.045796450657
Granby School District,560011.0,2020,17036.0,258.856,1.2437880520443798,21189.17325462805
Granby School District,560011.0,2021,19026.0,270.973,1.1881700390813843,22606.123163562417
Granby School District,560011.0,2022,19021.0,292.626,1.1002508321201807,20927.87107775796
Granby School District,560011.0,2023,20372.0,304.703,1.056642041594602,21525.911671365237
Granby School District,560011.0,2024,20961.0,313.698,1.026343808376209,21513.19256737372
Granby School District,560011.0,2025,22065.0,321.962,1.0,22065.0
Great Oaks Charter School District,2940013.0,2015,15378.0,237.002,1.3584779875275312,20890.674492198374
Great Oaks Charter School District,2940013.0,2016,18182.0,240.005,1.3414803858252953,24390.79637507552
Great Oaks Charter School District,2940013.0,2017,18515.0,245.121,1.3134819130143889,24319.117619461405
Great Oaks Charter School District,2940013.0,2018,13667.0,251.1,1.282206292313819,17523.913397052966
Great Oaks Charter School District,2940013.0,2019,14322.0,255.653,1.2593711006716135,18036.71290381885
Great Oaks Charter School District,2940013.0,2020,15439.0,258.856,1.2437880520443798,19202.84373551318
Great Oaks Charter School District,2940013.0,2021,14297.0,270.973,1.1881700390813843,16987.26704874655
Great Oaks Charter School District,2940013.0,2022,15492.0,292.626,1.1002508321201807,17045.08589120584
Great Oaks Charter School District,2940013.0,2023,17634.0,304.703,1.056642041594602,18632.825761479213
Great Oaks Charter School District,2940013.0,2024,17851.0,313.698,1.026343808376209,18321.26332332371
Great Oaks Charter School District,2940013.0,2025,19046.0,321.962,1.0,19046.0
Greenwich School District,570011.0,2007,17120.0,207.344,1.5527914962574272,26583.790415927157
Greenwich School District,570011.0,2008,17328.0,215.254,1.4957306252148626,25918.020273723138
Greenwich School District,570011.0,2009,17909.0,214.565,1.5005336378253675,26873.056919814506
Greenwich School District,570011.0,2010,18020.0,218.076,1.4763752086428583,26604.28125974431
Greenwich School District,570011.0,2011,18698.0,224.923,1.431432090093054,26764.917220559924
Greenwich School District,570011.0,2012,18196.0,229.586,1.402359028860645,25517.32488914829
Greenwich School District,570011.0,2013,18494.0,232.952,1.3820958824135443,25560.48124935609
Greenwich School District,570011.0,2014,21059.0,236.715,1.3601250448851994,28642.873320237413
Greenwich School District,570011.0,2015,21964.0,237.002,1.3584779875275312,29837.61051805469
Greenwich School District,570011.0,2016,21518.0,240.005,1.3414803858252953,28865.974942188703
Greenwich School District,570011.0,2017,21502.0,245.121,1.3134819130143889,28242.488093635384
Greenwich School District,570011.0,2018,21672.0,251.1,1.282206292313819,27787.974767025087
Greenwich School District,570011.0,2019,22370.0,255.653,1.2593711006716135,28172.131522024
