District,District Code,fiscal_year,ppe_total,cpi_u,deflator,ppe_total_real
New Hartford School District,920011.0,2010,13086.0,218.076,1.4763752086428583,19319.845980300448
New Hartford School District,920011.0,2011,13875.0,224.923,1.431432090093054,19861.120250041124
New Hartford School District,920011.0,2012,13529.0,229.586,1.402359028860645,18972.515301455664
New Hartford School District,920011.0,2013,14294.0,232.952,1.3820958824135443,19755.6785432192
New Hartford School District,920011.0,2014,14761.0,236.715,1.3601250448851994,20076.805787550427
New Hartford School District,920011.0,2015,15754.0,237.002,1.3584779875275312,21401.462215508727
New Hartford School District,920011.0,2016,16887.0,240.005,1.3414803858252953,22653.579275431763
New Hartford School District,920011.0,2017,17631.0,245.121,1.3134819130143889,23157.999608356688
New Hartford School District,920011.0,2018,16691.0,251.1,1.282206292313819,21401.305225009957
New Hartford School District,920011.0,2019,17674.0,255.653,1.2593711006716135,22258.124833270096
New Hartford School District,920011.0,2020,18612.0,258.856,1.2437880520443798,23149.38322465
New Hartford School District,920011.0,2021,20378.0,270.973,1.1881700390813843,24212.52905640045
New Hartford School District,920011.0,2022,20611.0,292.626,1.1002508321201807,22677.269900829044
New Hartford School District,920011.0,2023,20891.0,304.703,1.056642041594602,22074.30889095283
New Hartford School District,920011.0,2024,21588.0,313.698,1.026343808376209,22156.710135225603
New Hartford School District,920011.0,2025,24538.0,321.962,1.0,24538.0
New Haven School District,930011.0,2007,14516.0,207.344,1.5527914962574272,22540.321359672813
New Haven School District,930011.0,2008,15413.0,215.254,1.4957306252148626,23053.69612643668
New Haven School District,930011.0,2009,16015.0,214.565,1.5005336378253675,24031.04620977326
New Haven School District,930011.0,2010,16499.0,218.076,1.4763752086428583,24358.71456739852
New Haven School District,930011.0,2011,16996.0,224.923,1.431432090093054,24328.619803221543
New Haven School District,930011.0,2012,16221.0,229.586,1.402359028860645,22747.66580714852
New Haven School District,930011.0,2013,15520.0,232.952,1.3820958824135443,21450.128095058208
New Haven School District,930011.0,2014,15882.0,236.715,1.3601250448851994,21601.505962866737
New Haven School District,930011.0,2015,16062.0,237.002,1.3584779875275312,21819.873435667207
New Haven School District,930011.0,2016,17057.0,240.005,1.3414803858252953,22881.63094102206
New Haven School District,930011.0,2017,16893.0,245.121,1.3134819130143889,22188.649956552068
New Haven School District,930011.0,2018,16892.0,251.1,1.282206292313819,21659.028689765037
New Haven School District,930011.0,2019,16751.0,255.653,1.2593711006716135,21095.7253073502
New Haven School District,930011.0,2020,16929.0,258.856,1.2437880520443798,21056.087933059305
New Haven School District,930011.0,2021,17550.0,270.973,1.1881700390813843,20852.38418587829
New Haven School District,930011.0,2022,19514.0,292.626,1.1002508321201807,21470.294737993205
New Haven School District,930011.0,2023,20451.0,304.703,1.056642041594602,21609.38639265121
New Haven School District,930011.0,2024,21371.0,313.698,1.026343808376209,21933.993528807965
New Haven School District,930011.0,2025,21346.0,321.962,1.0,21346.0
New London School District,950011.0,2007,13070.0,207.344,1.5527914962574272,20294.98485608457
New London School District,950011.0,2008,13816.0,215.254,1.4957306252148626,20665.01431796854
New London School District,950011.0,2009,13624.0,214.565,1.5005336378253675,20443.270281732806
New London School District,950011.0,2010,13824.0,218.076,1.4763752086428583,20409.41088427888
New London School District,950011.0,2011,13505.0,224.923,1.431432090093054,19331.490376706693
New London School District,950011.0,2012,13946.0,229.586,1.402359028860645,19557.29901649055
New London School District,950011.0,2013,13353.0,232.952,1.3820958824135443,18455.126317868057
New London School District,950011.0,2014,14908.0,236.715,1.3601250448851994,20276.74416914855
New London School District,950011.0,2015,15134.0,237.002,1.3584779875275312,20559.20586324166
New London School District,950011.0,2016,16103.0,240.005,1.3414803858252953,21601.85865294473
New London School District,950011.0,2017,15897.0,245.121,1.3134819130143889,20880.42197118973
New London School District,950011.0,2018,15461.0,251.1,1.282206292313819,19824.19148546396
New London School District,950011.0,2019,15913.0,255.653,1.2593711006716135,20040.372324987387
New London School District,950011.0,2020,16498.0,258.856,1.2437880520443798,20520.015282628177
New London School District,950011.0,2021,17824.0,270.973,1.1881700390813843,21177.942776586595
New London School District,950011.0,2022,19729.0,292.626,1.1002508321201807,21706.848666899044
New London School District,950011.0,2023,22725.0,304.703,1.056642041594602,24012.19039523733
New London School District,950011.0,2024,23663.0,313.698,1.026343808376209,24286.37353760624
New London School District,950011.0,2025,23265.0,321.962,1.0,23265.0
New Milford School District,960011.0,2007,10928.0,207.344,1.5527914962574272,16968.905471101163
New Milford School District,960011.0,2008,11429.0,215.254,1.4957306252148626,17094.705315580664
New Milford School District,960011.0,2009,12193.0,214.565,1.5005336378253675,18296.006646004706
New Milford School District,960011.0,2010,12125.0,218.076,1.4763752086428583,17901.04940479466
New Milford School District,960011.0,2011,12956.0,224.923,1.431432090093054,18545.63415924561
New Milford School District,960011.0,2012,12750.0,229.586,1.402359028860645,17880.07761797322
New Milford School District,960011.0,2013,12970.0,232.952,1.3820958824135443,17925.78359490367
New Milford School District,960011.0,2014,13832.0,236.715,1.3601250448851994,18813.24962085208
New Milford School District,960011.0,2015,14574.0,237.002,1.3584779875275312,19798.45819022624
New Milford School District,960011.0,2016,14990.0,240.005,1.3414803858252953,20108.790983521176
New Milford School District,960011.0,2017,15272.0,245.121,1.3134819130143889,20059.495775555744
New Milford School District,960011.0,2018,15684.0,251.1,1.282206292313819,20110.12348864994
New Milford School District,960011.0,2019,16325.0,255.653,1.2593711006716135,20559.23321846409
New Milford School District,960011.0,2020,16089.0,258.856,1.2437880520443798,20011.305969342025
New Milford School District,960011.0,2021,17047.0,270.973,1.1881700390813843,20254.73465622036
New Milford School District,960011.0,2022,17815.0,292.626,1.1002508321201807,19600.96857422102
New Milford School District,960011.0,2023,19376.0,304.703,1.056642041594602,20473.49619793701
New Milford School District,960011.0,2024,20708.0,313.698,1.026343808376209,21253.52758385454
New Milford School District,960011.0,2025,21973.0,321.962,1.0,21973.0
Newington School District,940011.0,2007,11644.0,207.344,1.5527914962574272,18080.704182421483
Newington School District,940011.0,2008,12285.0,215.254,1.4957306252148626,18375.050730764586
Newington School District,940011.0,2009,12862.0,214.565,1.5005336378253675,19299.86364970988
Newington School District,940011.0,2010,13818.0,218.076,1.4763752086428583,20400.55263302702
Newington School District,940011.0,2011,14393.0,224.923,1.431432090093054,20602.602072709324
Newington School District,940011.0,2012,14784.0,229.586,1.402359028860645,20732.47588267577
Newington School District,940011.0,2013,14962.0,232.952,1.3820958824135443,20678.91859267145
Newington School District,940011.0,2014,15506.0,236.715,1.3601250448851994,21090.098945989903
Newington School District,940011.0,2015,16253.0,237.002,1.3584779875275312,22079.342731284964
Newington School District,940011.0,2016,16849.0,240.005,1.3414803858252953,22602.6030207704
Newington School District,940011.0,2017,17128.0,245.121,1.3134819130143889,22497.31820611045
Newington School District,940011.0,2018,17895.0,251.1,1.282206292313819,22945.081600955797
Newington School District,940011.0,2019,17770.0,255.653,1.2593711006716135,22379.02445893457
Newington School District,940011.0,2020,18117.0,258.856,1.2437880520443798,22533.70813888803
Newington School District,940011.0,2021,19325.0,270.973,1.1881700390813843,22961.38600524775
Newington School District,940011.0,2022,20120.0,292.626,1.1002508321201807,22137.04674225804
Newington School District,940011.0,2023,21046.0,304.703,1.056642041594602,22238.088407399995
Newington School District,940011.0,2024,21922.0,313.698,1.026343808376209,22499.508967223257
Newington School District,940011.0,2025,23083.0,321.962,1.0,23083.0
Newtown School District,970011.0,2007,10969.0,207.344,1.5527914962574272,17032.569922447718
Newtown School District,970011.0,2008,11591.0,215.254,1.4957306252148626,17337.01367686547
Newtown School District,970011.0,2009,12235.0,214.565,1.5005336378253675,18359.02905879337
Newtown School District,970011.0,2010,12633.0,218.076,1.4763752086428583,18651.04801078523
Newtown School District,970011.0,2011,12856.0,224.923,1.431432090093054,18402.4909502363
Newtown School District,970011.0,2012,13374.0,229.586,1.402359028860645,18755.14965198226
Newtown School District,970011.0,2013,13995.0,232.952,1.3820958824135443,19342.43187437755
Newtown School District,970011.0,2014,15695.0,236.715,1.3601250448851994,21347.162579473203
Newtown School District,970011.0,2015,16251.0,237.002,1.3584779875275312,22076.62577530991
Newtown School District,970011.0,2016,16685.0,240.005,1.3414803858252953,22382.60023749505
Newtown School District,970011.0,2017,17372.0,245.121,1.3134819130143889,22817.80779288596
Newtown School District,970011.0,2018,17592.0,251.1,1.282206292313819,22556.573094384705
Newtown School District,970011.0,2019,18488.0,255.653,1.2593711006716135,23283.25290921679
Newtown School District,970011.0,2020,19217.0,258.856,1.2437880520443798,23901.87499613685
Newtown School District,970011.0,2021,20503.0,270.973,1.1881700390813843,24361.050311285624
Newtown School District,970011.0,2022,20803.0,292.626,1.1002508321201807,22888.51806059612
Newtown School District,970011.0,2023,21714.0,304.703,1.056642041594602,22943.92529118519
Newtown School District,970011.0,2024,22491.0,313.698,1.026343808376209,23083.49859418932
Newtown School District,970011.0,2025,23196.0,321.962,1.0,23196.0
Norfolk School District,980011.0,2007,13352.0,207.344,1.5527914962574272,20732.872058029167
Norfolk School District,980011.0,2008,14880.0,215.254,1.4957306252148626,22256.47170319716
Norfolk School District,980011.0,2009,15856.0,214.565,1.5005336378253675,23792.461361359023
Norfolk School District,980011.0,2010,17768.0,218.076,1.4763752086428583,26232.23470716631
