fiscal_year,lea_id,district,required_nss,actual_nss,foundation_budget,actual_to_required,actual_to_foundation
2025,40,Braintree,76368108.0,98276931.07,73532608.81,1.286884,1.336508
2025,41,Brewster,6358343.0,11345869.25,5984373.99,1.784407,1.895916
2025,43,Brimfield,3675840.0,4880207.05,3675840.46,1.327644,1.327644
2025,44,Brockton,321491912.486527,307566021.76502,314919037.4,0.956684,0.976651
2025,45,Brookfield,3341939.0,4205376.27,3232462.2,1.258364,1.300982
2025,46,Brookline,92647588.0,184140724.23,91993751.56,1.987539,2.001666
2025,48,Burlington,49033422.0,91710878.41,49033422.45,1.870375,1.870375
2025,49,Cambridge,118963463.0,286416874.186706,118963463.1,2.407604,2.407604
2025,50,Canton,45596132.0,72928987.73,44999693.3,1.599456,1.620655
2025,51,Carlisle,7101494.0,13219635.0,6853478.081,1.861529,1.928894
2025,52,Carver,22033938.0,29986598.2,20958681.78,1.360928,1.430748
2025,56,Chelmsford,67143896.0,88293649.42,66887500.86,1.314991,1.320032
2025,57,Chelsea,146924933.0,154645233.45,146924932.9,1.052546,1.052546
2025,61,Chicopee,129158251.0,138261944.983014,129158251.1,1.070485,1.070485
2025,63,Clarksburg,2889718.0,3228528.24,2889718.21,1.117247,1.117247
2025,64,Clinton,34438021.0,38081236.33,34438020.57,1.10579,1.105791
2025,65,Cohasset,17839057.0,31504045.68062,17839057.45,1.766015,1.766015
2025,67,Concord,24173454.0,49710391.51,24161392.54,2.056404,2.057431
2025,68,Conway,1444143.0,2768813.0,969244.92,1.917271,2.85667
2025,71,Danvers,44559358.0,64127160.264932,44328380.18,1.43914,1.446639
2025,72,Dartmouth,46957050.0,57282076.730103,44678547.48,1.219882,1.282094
2025,73,Dedham,39060888.0,65620578.41,39060888.15,1.679956,1.679956
2025,74,Deerfield,4112720.0,6605584.237387,3547455.86,1.606135,1.862062
2025,77,Douglas,17889999.0,19026503.09,14237865.39,1.063527,1.336331
2025,78,Dover,6000334.0,13385070.68,5959421.474,2.230721,2.246035
2025,79,Dracut,56303512.317006,55760516.43,54583406.89,0.990356,1.021565
2025,82,Duxbury,34711429.0,50577894.124,33652713.46,1.457096,1.502937
2025,83,East Bridgewater,27821994.0,32112615.733391,26713492.3,1.154217,1.202112
2025,85,Eastham,2914705.0,5008840.38,2893667.62,1.718472,1.730966
2025,86,Easthampton,23765425.0,27589226.77,23097746.73,1.160898,1.194455
2025,87,East Longmeadow,34963344.0,45430310.39,34416160.82,1.29937,1.320028
2025,88,Easton,45701456.0,57578071.61,44308894.52,1.259874,1.29947
2025,89,Edgartown,6750615.0,14523104.616757,6714943.73,2.151375,2.162804
2025,91,Erving,2797879.0,5364234.993505,2756151.77,1.917251,1.946277
2025,93,Everett,161811105.0,163179106.29555,161811104.9,1.008454,1.008454
2025,94,Fairhaven,24687013.0,25920408.71,23598054.43,1.049961,1.098413
2025,95,Fall River,244151983.198372,252317856.069897,243053149.8,1.033446,1.038118
2025,96,Falmouth,45276621.0,72052805.411086,43218462.88,1.591391,1.667176
2025,97,Fitchburg,101852620.688056,101652710.947504,101071841.4,0.998037,1.005747
2025,98,Florida,1005379.0,1614686.08,865066.34,1.606047,1.866546
2025,99,Foxborough,38279575.0,51849265.28,35604499.84,1.354489,1.456256
2025,100,Framingham,164019780.0,211804334.290468,164084535.7,1.291334,1.290824
2025,101,Franklin,79622459.0,92529606.105053,66584573.91,1.162104,1.389655
2025,103,Gardner,41586508.0,42130345.785258,41586508.2,1.013077,1.013077
2025,105,Georgetown,17779961.0,21456668.99,15097839.61,1.206789,1.421175
2025,107,Gloucester,49375947.0,67239306.89,49375946.82,1.361783,1.361783
2025,110,Grafton,38912994.0,49672955.34,37107723.81,1.276513,1.338615
2025,111,Granby,10750093.0,11631323.87,9658208.78,1.081974,1.204294
2025,114,Greenfield,27960951.0,35759854.731431,27960950.6,1.278921,1.278921
2025,117,Hadley,6520666.0,10042750.62,6210751.32,1.540142,1.616994
2025,118,Halifax,7618209.0,8500327.8,7511760.556,1.115791,1.131603
2025,121,Hancock,1270683.0,1785106.69,1270682.74,1.40484,1.404841
2025,122,Hanover,32076743.0,40872940.33,31861566.58,1.274224,1.282829
2025,125,Harvard,10986323.0,19241826.46,10978851.09,1.751435,1.752627
2025,127,Hatfield,4365891.0,8195271.961172,4167872.81,1.877113,1.966296
2025,128,Haverhill,140921702.0,151340631.51,140921702.3,1.073934,1.073934
2025,131,Hingham,46765066.0,77660850.71,45884665.99,1.660659,1.692523
2025,133,Holbrook,21278519.0,21658084.15,21278519.47,1.017838,1.017838
2025,135,Holland,2545553.0,3573904.52,2372741.1,1.40398,1.506235
2025,136,Holliston,34611807.0,46904557.19,33400106.24,1.355161,1.404324
2025,137,Holyoke,116648903.046393,112912403.35,114374878.1,0.967968,0.987213
2025,138,Hopedale,13153653.0,18804288.299075,11657637.4,1.429587,1.613045
2025,139,Hopkinton,53684543.0,70351554.63,52668757.26,1.310462,1.335736
2025,141,Hudson,35681114.0,54973198.68,35386035.23,1.540681,1.553528
2025,142,Hull,12995847.0,21448821.57,10813118.21,1.650437,1.983593
2025,144,Ipswich,21503197.0,37750263.6,21036885.2,1.755565,1.79448
2025,145,Kingston,14947184.0,15590543.99,14866128.2,1.043042,1.048729
2025,149,Lawrence,302529192.834401,302140682.299568,301454148.4,0.998716,1.002277
2025,150,Lee,9294590.0,13529924.79,8566370.2,1.455677,1.579423
2025,151,Leicester,21855002.0,24996169.17,21380842.22,1.143728,1.169092
2025,152,Lenox,7024851.0,17786973.285,6823610.07,2.532007,2.606681
2025,153,Leominster,103734762.0,104344604.66,103734761.7,1.005879,1.005879
2025,154,Leverett,1491818.0,2624506.0,1407132.92,1.759267,1.865144
2025,155,Lexington,93775242.0,177565148.57,91458917.92,1.893518,1.941474
2025,157,Lincoln,7548192.0,15216727.070755,7515362.228,2.015943,2.02475
2025,158,Littleton,20961874.0,30813776.42,20185599.03,1.469991,1.526523
2025,159,Longmeadow,34710107.0,48782540.13,34218165.74,1.405428,1.425633
2025,160,Lowell,308040584.0,315976918.34,308040584.4,1.025764,1.025764
2025,161,Ludlow,33567358.0,46619483.318763,33328396.51,1.388834,1.398792
2025,162,Lunenburg,21584939.0,25420399.654625,21553250.21,1.177692,1.179423
2025,163,Lynn,351967449.0,360178608.97,351967448.9,1.023329,1.023329
2025,164,Lynnfield,28581036.0,41099603.38,27975039.2,1.438003,1.469153
2025,165,Malden,121557819.0,121495087.12,121527751.1,0.999484,0.999731
2025,167,Mansfield,54839043.0,70159756.705909,46131542.89,1.279376,1.520863
2025,168,Marblehead,33787579.0,58092472.45,32926181.66,1.719344,1.764325
2025,169,Marion,5147851.0,8134377.8,5105842.0,1.58015,1.593151
2025,170,Marlborough,91366537.0,96782337.971934,91366536.51,1.059276,1.059276
2025,171,Marshfield,56001156.0,62558850.69,49730334.69,1.117099,1.257962
2025,172,Mashpee,22208559.0,36676390.677459,21264618.64,1.651453,1.724761
2025,173,Mattapoisett,5059434.0,9655683.69,4865916.08,1.908451,1.984351
2025,174,Maynard,18607509.0,28782530.56,17943402.25,1.546823,1.604073
2025,175,Medfield,31626330.0,47743790.0,29971700.25,1.509622,1.592962
2025,176,Medford,75137283.0,101958378.87,73681605.55,1.356961,1.38377
2025,177,Medway,31419716.0,37165943.2,28282405.94,1.182886,1.314101
2025,178,Melrose,53741064.0,59347393.09,53488054.66,1.104321,1.109545
2025,181,Methuen,115622808.0,118012311.39,115622808.2,1.020666,1.020666
2025,182,Middleborough,45670936.0,51449556.86,45255834.98,1.126527,1.13686
2025,184,Middleton,9021160.0,15704634.73,8701795.6,1.740866,1.804758
2025,185,Milford,79260184.0,92276008.50039,79260184.29,1.164216,1.164216
2025,186,Millbury,23356798.0,31509359.28,23341579.9,1.349044,1.349924
2025,187,Millis,16984392.0,23633351.85,14399304.71,1.391475,1.641284
2025,189,Milton,56878295.0,80160986.78,55677434.43,1.409342,1.439739
2025,191,Monson,14296277.0,14964005.71,11739604.36,1.046706,1.27466
2025,196,Nahant,2982399.0,5197774.58,2904538.07,1.742817,1.789536
2025,197,Nantucket,25650204.0,49657719.53,25535123.51,1.935958,1.944683
2025,198,Natick,68367181.0,104314772.7,67714131.17,1.525802,1.540517
2025,199,Needham,73960836.0,134490362.12,72809517.78,1.8184,1.847154
2025,201,New Bedford,274431862.0,276096979.160205,274431862.4,1.006068,1.006068
2025,204,Newburyport,28551281.0,46789386.904485,27513365.69,1.638784,1.700606
2025,207,Newton,160334562.0,291710871.024613,159609730.4,1.819389,1.827651
2025,208,Norfolk,13520106.0,18444259.8,12579945.42,1.36421,1.466164
2025,209,North Adams,22174984.0,25473747.146,22174984.27,1.148761,1.148761
2025,210,Northampton,37272591.0,52607727.964192,35941837.47,1.411432,1.463691
2025,211,North Andover,59879590.0,78477380.52,58940201.54,1.310586,1.331475
2025,212,North Attleborough,56107454.0,65987768.133146,52550990.75,1.176096,1.25569
2025,213,Northborough,21083875.0,33638568.88,20846041.26,1.595464,1.613667
2025,214,Northbridge,31314112.0,30975933.327397,27773856.9,0.9892,1.115291
2025,215,North Brookfield,8487634.0,9771200.59902,8161429.12,1.151228,1.197241
2025,217,North Reading,31774979.0,47633295.110643,29675954.01,1.499082,1.605114
2025,218,Norton,35664755.0,42329944.75,29386897.03,1.186884,1.440436
2025,219,Norwell,27257646.0,40380432.03,26697645.46,1.481435,1.512509
2025,220,Norwood,56535316.0,78512316.09,56535316.26,1.38873,1.38873
2025,221,Oak Bluffs,7138275.0,13644910.84,6233849.85,1.911514,2.188842
2025,223,Orange,9418169.0,9905420.51,9418168.63,1.051735,1.051735
2025,224,Orleans,2163038.0,5339198.41,2052611.25,2.468379,2.601174
2025,226,Oxford,23877644.0,25823786.083505,23877644.36,1.081505,1.081505
2025,227,Palmer,19429543.0,22866130.48,19106951.32,1.176874,1.196744
2025,229,Peabody,95329653.0,104176069.39,95329652.76,1.092798,1.092798
2025,230,Pelham,916609.0,2187406.34,910076.45,2.386412,2.403541
2025,231,Pembroke,39527235.0,44634026.63,33089290.71,1.129197,1.348896
2025,234,Petersham,1204092.0,2168996.8,1204091.58,1.801355,1.801355
2025,236,Pittsfield,97815674.0,113305349.34,97815674.27,1.158356,1.158356
2025,238,Plainville,9467671.0,12450216.7,8367252.29,1.315024,1.48797
2025,239,Plymouth,117559506.0,152872759.939058,112170810.5,1.300386,1.362857
2025,240,Plympton,3445673.0,4418885.11,3445673.115,1.282445,1.282445
2025,242,Provincetown,1618748.0,7403391.03,1580908.48,4.573529,4.682998
2025,243,Quincy,173605027.0,197532684.68,167877095.9,1.137828,1.176651
2025,244,Randolph,53653467.0,66404496.139951,53653467.41,1.237655,1.237655
2025,246,Reading,50585373.0,67511937.4,47040957.59,1.334614,1.435174
2025,248,Revere,157805323.230068,153848732.159212,150716408.5,0.974927,1.020783
2025,249,Richmond,1905012.0,4135138.702,1660447.39,2.170663,2.490376
2025,250,Rochester,6627845.0,8362196.99,6292946.62,1.261677,1.328821
2025,251,Rockland,35867597.0,42626324.43,35665890.65,1.188435,1.195157
2025,252,Rockport,7962029.0,18399183.25,7652804.318,2.310866,2.404241
2025,253,Rowe,797846.0,2190801.118,784243.28,2.745895,2.793522
2025,258,Salem,75190968.0,92107363.36584,75190968.38,1.224979,1.224979
2025,261,Sandwich,32055259.0,55528071.22,29473433.75,1.732261,1.884004
2025,262,Saugus,46319898.0,49155555.488714,46319897.8,1.061219,1.061219
2025,263,Savoy,951361.0,1111527.04,622293.56,1.168355,1.786178
2025,264,Scituate,35744637.0,56406630.19,35051638.61,1.578045,1.609244
2025,265,Seekonk,27271149.0,37674941.41,26822442.26,1.381494,1.404605
2025,266,Sharon,46239286.0,69456338.34,45602230.37,1.502107,1.523091
2025,269,Sherborn,4905989.0,9003118.0,4869362.174,1.835128,1.848932
2025,271,Shrewsbury,82453989.0,104601335.2,77754351.17,1.268602,1.34528
2025,272,Shutesbury,1478637.0,2985412.78,1330308.45,2.01903,2.244151
2025,273,Somerset,21705285.0,30155445.863065,20961593.84,1.389314,1.438605
2025,274,Somerville,97906036.0,137018986.611829,92273702.11,1.399495,1.484919
2025,275,Southampton,7093012.0,8303639.51,6090235.14,1.170679,1.363435
2025,276,Southborough,15301788.0,28582681.17,14839839.36,1.867931,1.926078
2025,277,Southbridge,41980390.0,42685321.358098,41980389.5,1.016792,1.016792
2025,278,South Hadley,26801755.0,31916128.72075,26078106.46,1.190822,1.223867
2025,281,Springfield,557622643.155082,557821355.959151,557622637.5,1.000356,1.000356
2025,284,Stoneham,33590088.0,50129562.72,33190354.09,1.492392,1.510365
2025,285,Stoughton,60534150.0,74013268.17,60534150.37,1.22267,1.22267
2025,287,Sturbridge,11550189.0,15183448.98,11550189.47,1.314563,1.314563
2025,288,Sudbury,29786643.0,54514856.04,29591077.41,1.830178,1.842273
2025,289,Sunderland,2588613.0,4626038.65,2077119.52,1.787072,2.227141
2025,290,Sutton,19287592.0,22873421.41,16892397.65,1.185914,1.354066
2025,291,Swampscott,26943739.0,38686062.69,26943739.01,1.435809,1.435809
2025,292,Swansea,28125194.0,32416593.352,28125194.14,1.152582,1.152582
2025,293,Taunton,140024274.0,140924689.981111,140024274.2,1.00643,1.00643
2025,295,Tewksbury,48315240.0,66442661.953924,42576904.1,1.375191,1.560533
2025,296,Tisbury,6214311.0,13467207.127088,5499468.68,2.167128,2.44882
2025,298,Topsfield,7135071.0,12989421.0,7135071.279,1.820503,1.820503
2025,300,Truro,2338127.0,6719291.77,2291577.26,2.873792,2.932169
2025,301,Tyngsborough,22721133.0,29125226.12,21384094.8,1.281856,1.362004
2025,304,Uxbridge,25475954.0,28478257.23,22397904.87,1.117849,1.27147
2025,305,Wakefield,45106858.0,65912476.43,44741734.35,1.461252,1.473177
2025,306,Wales,1787669.0,2256091.62,1625333.84,1.26203,1.388079
2025,307,Walpole,49427544.0,67261248.79,47733569.97,1.360805,1.409097
2025,308,Waltham,103566216.0,147404835.956667,103566216.3,1.423291,1.423291
2025,309,Ware,20308799.0,21297059.89,20308799.12,1.048662,1.048662
2025,310,Wareham,39210702.0,46406421.342192,37911821.28,1.183514,1.224062
2025,314,Watertown,42975907.0,69034674.403785,42285807.33,1.606358,1.632573
2025,315,Wayland,35516744.0,60420331.2,33905314.11,1.701179,1.782031
2025,316,Webster,33656708.0,34916498.97024,33656707.75,1.037431,1.037431
2025,317,Wellesley,54537874.0,109790839.592,53567076.59,2.013112,2.049596
2025,318,Wellfleet,1506714.0,3612593.35,1446546.9,2.397664,2.497391
2025,321,Westborough,50405177.0,77256454.876854,49809693.65,1.532709,1.551033
2025,322,West Boylston,12215551.0,16726896.24,11804797.72,1.369312,1.416957
2025,323,West Bridgewater,15992142.0,21225127.53,15992142.17,1.327222,1.327222
2025,325,Westfield,77785676.0,84354545.401237,77785675.98,1.084448,1.084448
2025,326,Westford,62121613.0,78515900.62,56506301.35,1.263906,1.389507
2025,327,Westhampton,1573210.0,3286023.0821,1321578.76,2.088738,2.486438
2025,330,Weston,26420983.0,56849676.49,26381907.9,2.151687,2.154874
2025,331,Westport,22168977.0,25924188.85,22168976.7,1.16939,1.16939
2025,332,West Springfield,68366793.0,70362146.867,68366792.9,1.029186,1.029186
2025,335,Westwood,37525199.0,65483928.34,36920748.45,1.745065,1.773635
2025,336,Weymouth,99758838.0,106988004.775239,92545801.94,1.072466,1.156055
2025,337,Whately,1197441.0,2468033.78,1124388.75,2.06109,2.195
2025,340,Williamsburg,2210881.0,3338851.06,2006164.92,1.51019,1.664295
2025,342,Wilmington,41963364.0,67758472.21,36803962.05,1.614705,1.841065
2025,343,Winchendon,20598406.0,21205278.59,20484346.35,1.029462,1.035194
2025,344,Winchester,56393820.0,81294428.1,55351171.17,1.441549,1.468703
2025,346,Winthrop,30384003.0,33974599.588,30384003.3,1.118174,1.118174
2025,347,Woburn,70723977.0,107093691.93,70723977.38,1.514249,1.514249
2025,348,Worcester,510003263.10042,508042613.377274,505110665.8,0.996156,1.005805
2025,349,Worthington,1652362.0,2244265.12,1599602.04,1.358216,1.403015
2025,350,Wrentham,13468880.0,17480009.88,12020258.95,1.297807,1.454212
2025,406,Northampton Smith,4038390.0,4461885.81,3830697.23,1.104867,1.164771
2025,600,Acton Boxborough,68772700.0,101986830.49,65611192.99,1.482955,1.554412
2025,603,Hoosac Valley,18240973.0,20351060.135,18240972.63,1.115678,1.115678
2025,605,Amherst Pelham,24190895.999999,32312846.908801,17938493.4,1.335744,1.801313
2025,610,Ashburnham Westminster,30783032.0,34772532.102742,29665602.81,1.129601,1.17215
2025,615,Athol Royalston,29763082.926761,29772802.71,28689338.05,1.000327,1.037765
2025,616,Ayer Shirley,24382644.0,30302436.82,23852633.54,1.242787,1.270402
2025,618,Berkshire Hills,15185337.0,28094502.30637,15185337.22,1.850107,1.850107
2025,620,Berlin Boylston,13467608.0,22192974.73,13467608.22,1.647878,1.647878
2025,622,Blackstone Millville,22605895.0,25189216.95,22150137.41,1.114276,1.137204
2025,625,Bridgewater Raynham,76506951.0,81291658.769134,76500993.25,1.06254,1.062622
2025,632,Chesterfield Goshen,1905645.0,2538946.6722,1573384.08,1.332329,1.613685
2025,635,Central Berkshire,22485790.0,28574786.35,22485789.99,1.270793,1.270793
2025,640,Concord Carlisle,18059974.0,32837753.549,17738546.52,1.818261,1.851209
2025,645,Dennis Yarmouth,53177397.0,69760495.05,53177397.43,1.311845,1.311845
2025,650,Dighton Rehoboth,37420550.0,44720284.55,34651952.3,1.195073,1.290556
2025,655,Dover Sherborn,15179193.0,25977123.41,15036111.26,1.711364,1.727649
2025,658,Dudley Charlton,47360996.0,54348363.72,46546244.08,1.147534,1.167621
2025,660,Nauset,18046440.0,29492645.371597,17234196.51,1.634264,1.711286
2025,662,Farmington River,3242283.0,5023300.888,3242282.61,1.54931,1.54931
2025,665,Freetown Lakeville,36933053.0,40731939.38,35494251.23,1.102859,1.147564
2025,670,Frontier,8596140.0,12603785.51,6897529.56,1.466215,1.82729
2025,672,Gateway,12121904.0,14357490.68,12121904.29,1.184425,1.184425
2025,673,Groton Dunstable,34306803.0,45029412.61,27803440.19,1.312551,1.619563
2025,674,Gill Montague,15294642.0,21694890.82,15171727.36,1.418463,1.429955
2025,675,Hamilton Wenham,20722521.0,38258393.78,20510939.06,1.846223,1.865268
2025,680,Hampden Wilbraham,37421294.0,47998522.121199,36624239.56,1.282653,1.310567
2025,683,Hampshire,9222973.000001,14496288.15,7980532.26,1.571759,1.816456
2025,685,Hawlemont,1352068.0,2215541.373756,1168904.86,1.638632,1.895399
2025,690,King Philip,28522152.999998,36338614.214091,26298806.64,1.274049,1.381759
2025,695,Lincoln Sudbury,20586671.0,35206519.77,20426551.25,1.710161,1.723567
2025,698,Manchester Essex,15374155.0,28203492.32,14742042.94,1.834474,1.913133
2025,700,Marthas Vineyard,15202051.0,24119922.09,14025834.07,1.586623,1.719678
2025,705,Masconomet,22424313.0,38691588.57,21025301.58,1.72543,1.840239
2025,710,Mendon Upton,32755840.0,37013432.97,25098754.04,1.12998,1.474712
2025,712,Monomoy,24191974.0,42363203.31,24010799.07,1.751126,1.76434
2025,715,Mount Greylock,15022262.0,23533081.86,15022012.14,1.566547,1.566573
2025,717,Mohawk Trail,13524402.000001,19273812.879463,11760100.91,1.425114,1.638916
2025,720,Narragansett,19494069.0,22372862.93,19056826.82,1.147675,1.174008
2025,725,Nashoba,40216015.0,51315448.059329,39516916.72,1.275995,1.298569
2025,728,New Salem Wendell,1703387.0,3202592.6,1606229.68,1.880132,1.993857
2025,730,Northboro Southboro,16979853.0,26028826.3,16786924.07,1.532924,1.550542
2025,735,North Middlesex,43540422.000001,53835463.770997,41616153.9,1.236448,1.293619
2025,740,Old Rochester,13610881.0,20247903.44,13306821.64,1.487626,1.521618
2025,745,Pentucket,35176583.0,40722513.58,28773485.36,1.15766,1.415279
2025,750,Pioneer Valley,9083187.0,12500315.088828,7649537.53,1.376204,1.634127
2025,753,Quabbin,29906832.000001,35334890.65,27702274.3,1.181499,1.275523
2025,755,Ralph C Mahar,9180437.0,13120368.56,9180437.47,1.429166,1.429166
2025,760,Silver Lake,26861457.0,39042403.18,26861456.85,1.453473,1.453473
2025,763,Somerset Berkley,14580107.0,18119955.035395,14145681.89,1.242786,1.280953
2025,765,Southern Berkshire,9665959.999999,16562908.52,9110625.48,1.71353,1.817977
2025,766,Southwick Tolland,22774240.000001,23446008.9,18485700.38,1.029497,1.268332
2025,767,Spencer East Brookfield,25260849.905167,26070958.937774,24082014.09,1.03207,1.08259
2025,770,Tantasqua,23965742.0,26490259.04,23965742.4,1.105339,1.105339
2025,773,Triton,33481558.999999,48778239.6,30126360.85,1.456869,1.619122
2025,774,Upisland,5257774.0,15952345.52324,5151589.76,3.034049,3.096587
2025,775,Wachusett,87752068.0,110206461.32,86493263.78,1.255884,1.274162
2025,778,Quaboag,17067473.0,18563693.715235,15692440.66,1.087665,1.18297
2025,780,Whitman Hanson,50358967.0,58676400.26,48997412.14,1.165163,1.197541
2025,801,Assabet Valley,23652656.895225,23495310.81,23337072.61,0.993348,1.006781
2025,805,Blackstone Valley,24688461.0,26808661.31,24426954.56,1.085878,1.097503
2025,806,Blue Hills,20640945.0,22134692.99,20640945.17,1.072368,1.072368
2025,810,Bristol Plymouth,27715266.000001,28784114.11,27594090.62,1.038565,1.043126
2025,815,Cape Cod,14750072.000001,16182350.607065,14535867.46,1.097103,1.11327
2025,817,Essex North Shore,28509098.0,28633648.6,28509097.57,1.004369,1.004369
2025,818,Franklin County,12610483.740358,12431386.15,12480308.01,0.985798,0.99608
2025,821,Greater Fall River,33837634.565429,32365424.83,32450539.06,0.956492,0.997377
2025,823,Greater Lawrence,47152759.94255,45289523.54,46223891.29,0.960485,0.979786
2025,825,Greater New Bedford,49088629.0,53715227.18,49088629.35,1.09425,1.09425
2025,828,Greater Lowell,54658513.8421,54139249.1,53599212.04,0.9905,1.010075
2025,829,South Middlesex,20362349.0,23157315.63,20411990.15,1.137262,1.134496
2025,830,Minuteman,13759387.000001,16331223.0,13658261.27,1.186915,1.195703
2025,832,Montachusett,30118457.000002,30232016.178982,29905696.93,1.00377,1.010912
2025,851,Northern Berkshire,10940102.0,11206072.74,10940101.95,1.024312,1.024312
2025,852,Nashoba Valley,15600626.643775,15547444.0,15600626.05,0.996591,0.996591
2025,853,Northeast Metropolitan,31943469.0,31892913.05,31943468.56,0.998417,0.998417
2025,855,Old Colony,11093435.999999,12664749.0,10906849.55,1.141643,1.161174
2025,860,Pathfinder,13574951.0,14533425.6,13574951.48,1.070606,1.070606
2025,871,Shawsheen Valley,27608053.000001,38679195.0,25845027.64,1.401011,1.496582
2025,872,Southeastern,36713240.0,36621513.0,36650377.0,0.997502,0.999212
2025,873,South Shore,13842426.0,16947002.0,13836188.9,1.22428,1.224832
2025,876,Southern Worcester,26859489.549212,25876225.18,25679391.35,0.963392,1.007665
2025,878,Tri County,20445249.000002,20968712.0,19698359.0,1.025603,1.06449
2025,879,Upper Cape Cod,18160136.0,18421959.926807,18130702.8,1.014418,1.016064
2025,885,Whittier,27270279.0,28222519.0,27194608.43,1.034919,1.037798
2025,910,Bristol County,10653111.0,11872123.22,10653111.43,1.114428,1.114428
2025,915,Norfolk County,5565480.999999,5570417.82,5461945.027,1.000887,1.01986
2025,999,"State Totals, Reporting Districts",14895423820.074974,18698596977.51745,14526443268.541992,1.255325,1.287211
